"","date","AXSM"
"302","2017-02-01",4.75
"303","2017-02-02",4.55
"304","2017-02-03",4.7
"305","2017-02-06",4.6
"306","2017-02-07",4.55
"307","2017-02-08",4.45
"308","2017-02-09",4.45
"309","2017-02-10",4.55
"310","2017-02-13",4.6
"311","2017-02-14",4.75
"312","2017-02-15",4.7
"313","2017-02-16",4.3
"314","2017-02-17",4.175
"315","2017-02-21",4.35
"316","2017-02-22",4.3
"317","2017-02-23",4.05
"318","2017-02-24",4.3
"319","2017-02-27",4.55
"320","2017-02-28",4.55
"321","2017-03-01",4.65
"322","2017-03-02",5
"323","2017-03-03",5.05
"324","2017-03-06",4.9
"325","2017-03-07",4.45
"326","2017-03-08",4.7
"327","2017-03-09",5
"328","2017-03-10",5.2
"329","2017-03-13",5.25
"330","2017-03-14",5.05
"331","2017-03-15",4.95
"332","2017-03-16",4.9
"333","2017-03-17",4.55
"334","2017-03-20",4.4
"335","2017-03-21",3.6
"336","2017-03-22",3.55
"337","2017-03-23",3.7
"338","2017-03-24",3.65
"339","2017-03-27",3.85
"340","2017-03-28",4.15
"341","2017-03-29",4.2
"342","2017-03-30",4.2
"343","2017-03-31",3.9
"344","2017-04-03",3.7
"345","2017-04-04",3.65
"346","2017-04-05",3.6
"347","2017-04-06",3.55
"348","2017-04-07",3.7
"349","2017-04-10",3.75
"350","2017-04-11",4
"351","2017-04-12",4.05
"352","2017-04-13",3.9
"353","2017-04-17",3.625
"354","2017-04-18",3.6
"355","2017-04-19",3.7
"356","2017-04-20",3.95
"357","2017-04-21",3.85
"358","2017-04-24",4
"359","2017-04-25",4
"360","2017-04-26",4.05
"361","2017-04-27",4.1
"362","2017-04-28",4.1
"363","2017-05-01",3.9
"364","2017-05-02",3.95
"365","2017-05-03",3.8
"366","2017-05-04",3.85
"367","2017-05-05",3.9
"368","2017-05-08",4.2
"369","2017-05-09",4.2
"370","2017-05-10",4.15
"371","2017-05-11",4.05
"372","2017-05-12",4.15
"373","2017-05-15",4.2
"374","2017-05-16",4.1
"375","2017-05-17",3.75
"376","2017-05-18",3.8
"377","2017-05-19",4.1
"378","2017-05-22",4.4
"379","2017-05-23",4.2
"380","2017-05-24",4.1
"381","2017-05-25",3.95
"382","2017-05-26",3.95
"383","2017-05-30",4.05
"384","2017-05-31",3.85
"385","2017-06-01",4.05
"386","2017-06-02",4.1
"387","2017-06-05",3.95
"388","2017-06-06",4.15
"389","2017-06-07",4.15
"390","2017-06-08",4
"391","2017-06-09",4.05
"392","2017-06-12",4.05
"393","2017-06-13",4.05
"394","2017-06-14",4.05
"395","2017-06-15",4.05
"396","2017-06-16",4.1
"397","2017-06-19",4.6
"398","2017-06-20",5.1
"399","2017-06-21",5.25
"400","2017-06-22",5.4
"401","2017-06-23",5.25
"402","2017-06-26",5.4
"403","2017-06-27",5.45
"404","2017-06-28",5.8
"405","2017-06-29",5.75
"406","2017-06-30",5.5
"407","2017-07-03",5.3
"408","2017-07-05",5.15
"409","2017-07-06",5.3
"410","2017-07-07",5.5
"411","2017-07-10",5.5
"412","2017-07-11",5.75
"413","2017-07-12",5.95
"414","2017-07-13",6
"415","2017-07-14",5.95
"416","2017-07-17",5.85
"417","2017-07-18",5.45
"418","2017-07-19",5.45
"419","2017-07-20",5.55
"420","2017-07-21",5.6
"421","2017-07-24",5.7
"422","2017-07-25",5.7
"423","2017-07-26",6.15
"424","2017-07-27",5.95
"425","2017-07-28",6.15
"426","2017-07-31",6.1
"427","2017-08-01",5.7
"428","2017-08-02",5.65
"429","2017-08-03",5.6
"430","2017-08-04",5.9
"431","2017-08-07",5.7
"432","2017-08-08",5.95
"433","2017-08-09",5.85
"434","2017-08-10",5.65
"435","2017-08-11",5.4
"436","2017-08-14",5.2
"437","2017-08-15",5
"438","2017-08-16",5
"439","2017-08-17",4.95
"440","2017-08-18",5
"441","2017-08-21",5
"442","2017-08-22",4.875
"443","2017-08-23",4.7
"444","2017-08-24",4.85
"445","2017-08-25",4.8
"446","2017-08-28",4.75
"447","2017-08-29",4.9
"448","2017-08-30",5.05
"449","2017-08-31",5.1
"450","2017-09-01",5
"451","2017-09-05",5.05
"452","2017-09-06",5.05
"453","2017-09-07",4.9
"454","2017-09-08",4.8
"455","2017-09-11",4.65
"456","2017-09-12",4.7
"457","2017-09-13",4.85
"458","2017-09-14",4.75
"459","2017-09-15",4.95
"460","2017-09-18",5.1
"461","2017-09-19",5.4
"462","2017-09-20",5.55
"463","2017-09-21",5.6
"464","2017-09-22",5.55
"465","2017-09-25",5.5
"466","2017-09-26",5.45
"467","2017-09-27",5.5
"468","2017-09-28",5.5
"469","2017-09-29",5.55
"470","2017-10-02",5.65
"471","2017-10-03",5.6
"472","2017-10-04",5.7
"473","2017-10-05",6
"474","2017-10-06",6.2
"475","2017-10-09",5.75
"476","2017-10-10",5.7
"477","2017-10-11",5.55
"478","2017-10-12",5.25
"479","2017-10-13",5.1
"480","2017-10-16",5.1
"481","2017-10-17",5
"482","2017-10-18",5.1
"483","2017-10-19",4.95
"484","2017-10-20",5
"485","2017-10-23",4.9
"486","2017-10-24",4.85
"487","2017-10-25",4.85
"488","2017-10-26",5.15
"489","2017-10-27",5
"490","2017-10-30",4.8
"491","2017-10-31",4.75
"492","2017-11-01",4.75
"493","2017-11-02",4.45
"494","2017-11-03",4.9
"495","2017-11-06",4.85
"496","2017-11-07",4.85
"497","2017-11-08",4.6
"498","2017-11-09",4.65
"499","2017-11-10",4.95
"500","2017-11-13",4.9
"501","2017-11-14",4.85
"502","2017-11-15",5
"503","2017-11-16",4.9
"504","2017-11-17",4.7
"505","2017-11-20",4.6
"506","2017-11-21",4.65
"507","2017-11-22",4.9
"508","2017-11-24",5.15
"509","2017-11-27",5.15
"510","2017-11-28",5.15
"511","2017-11-29",5.25
"512","2017-11-30",5.65
"513","2017-12-01",5.275
"514","2017-12-04",5
"515","2017-12-05",4.675
"516","2017-12-06",4.6
"517","2017-12-07",4.65
"518","2017-12-08",4.825
"519","2017-12-11",4.95
"520","2017-12-12",4.75
"521","2017-12-13",4.775
"522","2017-12-14",4.7
"523","2017-12-15",4.85
"524","2017-12-18",4.75
"525","2017-12-19",4.75
"526","2017-12-20",4.8
"527","2017-12-21",4.9
"528","2017-12-22",5.225
"529","2017-12-26",5.225
"530","2017-12-27",5.2
"531","2017-12-28",5.7
"532","2017-12-29",5.6
"533","2018-01-02",5.475
"534","2018-01-03",5.3
"535","2018-01-04",5.55
"536","2018-01-05",5.6
"537","2018-01-08",5.55
"538","2018-01-09",3.55
"539","2018-01-10",3.425
"540","2018-01-11",3.4
"541","2018-01-12",3.3
"542","2018-01-16",2.95
"543","2018-01-17",2.95
"544","2018-01-18",2.95
"545","2018-01-19",2.95
"546","2018-01-22",3.1
"547","2018-01-23",3
"548","2018-01-24",3.15
"549","2018-01-25",3.1
"550","2018-01-26",3
"551","2018-01-29",2.875
"552","2018-01-30",2.8
"553","2018-01-31",2.8
"554","2018-02-01",2.8
"555","2018-02-02",2.7
"556","2018-02-05",2.7
"557","2018-02-06",2.6
"558","2018-02-07",2.65
"559","2018-02-08",2.55
"560","2018-02-09",2.5
"561","2018-02-12",2.55
"562","2018-02-13",2.65
"563","2018-02-14",2.6
"564","2018-02-15",2.6
"565","2018-02-16",2.7
"566","2018-02-20",2.625
"567","2018-02-21",2.6
"568","2018-02-22",2.55
"569","2018-02-23",2.6
"570","2018-02-26",2.7
"571","2018-02-27",2.65
"572","2018-02-28",2.55
"573","2018-03-01",2.55
"574","2018-03-02",2.7
"575","2018-03-05",2.7
"576","2018-03-06",2.675
"577","2018-03-07",2.8
"578","2018-03-08",2.75
"579","2018-03-09",2.8
"580","2018-03-12",2.85
"581","2018-03-13",2.9
"582","2018-03-14",2.8
"583","2018-03-15",2.65
"584","2018-03-16",2.7
"585","2018-03-19",2.65
"586","2018-03-20",2.6
"587","2018-03-21",2.7
"588","2018-03-22",2.65
"589","2018-03-23",2.625
"590","2018-03-26",2.55
"591","2018-03-27",2.525
"592","2018-03-28",2.35
"593","2018-03-29",2.45
"594","2018-04-02",2.25
"595","2018-04-03",2.15
"596","2018-04-04",2.35
"597","2018-04-05",2.35
"598","2018-04-06",2.45
"599","2018-04-09",2.45
"600","2018-04-10",2.45
"601","2018-04-11",2.45
"602","2018-04-12",2.4
"603","2018-04-13",2.5
"604","2018-04-16",2.5
"605","2018-04-17",2.55
"606","2018-04-18",2.6
"607","2018-04-19",2.55
"608","2018-04-20",2.55
"609","2018-04-23",2.65
"610","2018-04-24",2.65
"611","2018-04-25",2.65
"612","2018-04-26",3
"613","2018-04-27",3.1
"614","2018-04-30",3.4
"615","2018-05-01",3.35
"616","2018-05-02",3.225
"617","2018-05-03",3.2
"618","2018-05-04",3.25
"619","2018-05-07",3.35
"620","2018-05-08",3.3
"621","2018-05-09",3.4
"622","2018-05-10",3.375
"623","2018-05-11",3.45
"624","2018-05-14",3.5
"625","2018-05-15",3.55
"626","2018-05-16",3.5
"627","2018-05-17",3.5
"628","2018-05-18",3.45
"629","2018-05-21",3.35
"630","2018-05-22",3.35
"631","2018-05-23",3.35
"632","2018-05-24",3.25
"633","2018-05-25",3.35
"634","2018-05-29",3.35
"635","2018-05-30",3.3
"636","2018-05-31",3.35
"637","2018-06-01",3.45
"638","2018-06-04",3.4
"639","2018-06-05",3.6
"640","2018-06-06",3.6
"641","2018-06-07",3.5
"642","2018-06-08",3.45
"643","2018-06-11",3.35
"644","2018-06-12",3.55
"645","2018-06-13",3.4
"646","2018-06-14",3.4
"647","2018-06-15",3.225
"648","2018-06-18",3.25
"649","2018-06-19",3
"650","2018-06-20",3.1
"651","2018-06-21",3.4
"652","2018-06-22",3.4
"653","2018-06-25",3.2
"654","2018-06-26",3.3
"655","2018-06-27",3.25
"656","2018-06-28",3.25
"657","2018-06-29",3.2
"658","2018-07-02",3.15
"659","2018-07-03",3.25
"660","2018-07-05",3.25
"661","2018-07-06",3.2
"662","2018-07-09",3.15
"663","2018-07-10",3.125
"664","2018-07-11",3.1
"665","2018-07-12",3.1
"666","2018-07-13",3.15
"667","2018-07-16",3.1
"668","2018-07-17",3.15
"669","2018-07-18",3.15
"670","2018-07-19",3.1
"671","2018-07-20",3.15
"672","2018-07-23",3.1
"673","2018-07-24",3
"674","2018-07-25",2.9
"675","2018-07-26",2.65
"676","2018-07-27",2.6
"677","2018-07-30",2.6
"678","2018-07-31",2.625
"679","2018-08-01",2.625
"680","2018-08-02",2.6
"681","2018-08-03",2.575
"682","2018-08-06",2.55
"683","2018-08-07",2.625
"684","2018-08-08",2.55
"685","2018-08-09",2.575
"686","2018-08-10",2.45
"687","2018-08-13",2.4
"688","2018-08-14",2.4
"689","2018-08-15",2.3
"690","2018-08-16",2.3
"691","2018-08-17",2.45
"692","2018-08-20",2.3
"693","2018-08-21",2.3
"694","2018-08-22",2.5
"695","2018-08-23",2.6
"696","2018-08-24",2.575
"697","2018-08-27",2.525
"698","2018-08-28",3
"699","2018-08-29",3.3
"700","2018-08-30",3.45
"701","2018-08-31",3.45
"702","2018-09-04",3.55
"703","2018-09-05",3.4
"704","2018-09-06",3.4
"705","2018-09-07",3.35
"706","2018-09-10",3.15
"707","2018-09-11",3.3
"708","2018-09-12",3.25
"709","2018-09-13",3.1
"710","2018-09-14",3.1
"711","2018-09-17",3.3
"712","2018-09-18",3.3
"713","2018-09-19",3.15
"714","2018-09-20",3.25
"715","2018-09-21",3.25
"716","2018-09-24",3.3
"717","2018-09-25",3.4
"718","2018-09-26",3.3
"719","2018-09-27",3.375
"720","2018-09-28",3.45
"721","2018-10-01",3.62
"722","2018-10-02",3.39
"723","2018-10-03",3.71
"724","2018-10-04",3.52
"725","2018-10-05",3.64
"726","2018-10-08",3.4
"727","2018-10-09",3.2
"728","2018-10-10",3.11
"729","2018-10-11",3.26
"730","2018-10-12",3.16
"731","2018-10-15",3.35
"732","2018-10-16",3.52
"733","2018-10-17",3.92
"734","2018-10-18",4.1
"735","2018-10-19",4.15
"736","2018-10-22",3.94
"737","2018-10-23",3.96
"738","2018-10-24",3.83
"739","2018-10-25",3.93
"740","2018-10-26",3.96
"741","2018-10-29",3.86
"742","2018-10-30",3.91
"743","2018-10-31",3.87
"744","2018-11-01",3.92
"745","2018-11-02",4.02
"746","2018-11-05",3.87
"747","2018-11-06",3.87
"748","2018-11-07",3.92
"749","2018-11-08",3.92
"750","2018-11-09",3.87
"751","2018-11-12",3.3
"752","2018-11-13",2.9
"753","2018-11-14",2.82
"754","2018-11-15",2.97
"755","2018-11-16",2.82
"756","2018-11-19",3.08
"757","2018-11-20",3.1
"758","2018-11-21",3.22
"759","2018-11-23",3.25
"760","2018-11-26",3.13
"761","2018-11-27",3.13
"762","2018-11-28",3.18
"763","2018-11-29",3.24
"764","2018-11-30",3.26
"765","2018-12-03",3.26
"766","2018-12-04",3.2
"767","2018-12-06",3.09
"768","2018-12-07",2.95
"769","2018-12-10",3.39
"770","2018-12-11",3.46
"771","2018-12-12",3.23
"772","2018-12-13",3.07
"773","2018-12-14",3.01
"774","2018-12-17",2.77
"775","2018-12-18",2.64
"776","2018-12-19",2.46
"777","2018-12-20",2.26
"778","2018-12-21",2.2
"779","2018-12-24",2.15
"780","2018-12-26",2.05
"781","2018-12-27",2
"782","2018-12-28",2.18
"783","2018-12-31",2.82
"784","2019-01-02",2.68
"785","2019-01-03",2.65
"786","2019-01-04",2.63
"787","2019-01-07",6.87
"788","2019-01-08",8.88
"789","2019-01-09",7.55
"790","2019-01-10",7.41
"791","2019-01-11",7.36
"792","2019-01-14",7.6
"793","2019-01-15",7.94
"794","2019-01-16",8.06
"795","2019-01-17",8.32
"796","2019-01-18",8.16
"797","2019-01-22",8.52
"798","2019-01-23",8.32
"799","2019-01-24",8.34
"800","2019-01-25",8.6
"801","2019-01-28",8.14
"802","2019-01-29",8.15
"803","2019-01-30",8.33
"804","2019-01-31",8.39
"805","2019-02-01",9.22
"806","2019-02-04",9.98
"807","2019-02-05",10.14
"808","2019-02-06",9.59
"809","2019-02-07",9.36
"810","2019-02-08",8.92
"811","2019-02-11",9.24
"812","2019-02-12",9.16
"813","2019-02-13",9.14
"814","2019-02-14",9.17
"815","2019-02-15",9.33
"816","2019-02-19",8.59
"817","2019-02-20",8.78
"818","2019-02-21",8.48
"819","2019-02-22",9.01
"820","2019-02-25",9.23
"821","2019-02-26",9.18
"822","2019-02-27",8.59
"823","2019-02-28",7.96
"824","2019-03-01",7.94
"825","2019-03-04",8.1
"826","2019-03-05",8.46
"827","2019-03-06",8.86
"828","2019-03-07",9.04
"829","2019-03-08",9.63
"830","2019-03-11",9.83
"831","2019-03-12",10.16
"832","2019-03-13",10.42
"833","2019-03-14",10.71
"834","2019-03-15",10.9
"835","2019-03-18",11.47
"836","2019-03-19",12.95
"837","2019-03-20",12.01
"838","2019-03-21",13.24
"839","2019-03-22",13
"840","2019-03-25",16.34
"841","2019-03-26",14.34
"842","2019-03-27",14.61
"843","2019-03-28",14.18
"844","2019-03-29",14.23
"845","2019-04-01",13.51
"846","2019-04-02",13.66
"847","2019-04-03",13.57
"848","2019-04-04",13.7
"849","2019-04-05",14.5
"850","2019-04-08",14.58
"851","2019-04-09",14.21
"852","2019-04-10",14.4
"853","2019-04-11",13.89
"854","2019-04-12",13.46
"855","2019-04-15",14.31
"856","2019-04-16",15.48
"857","2019-04-17",14.9
"858","2019-04-18",15.01
"859","2019-04-22",15.12
"860","2019-04-23",15.94
"861","2019-04-24",16.040001
"862","2019-04-25",16.709999
"863","2019-04-26",17.65
"864","2019-04-29",17.959999
"865","2019-04-30",17.73
"866","2019-05-01",17.68
"867","2019-05-02",17.5
"868","2019-05-03",17.950001
"869","2019-05-06",19.15
"870","2019-05-07",19.540001
"871","2019-05-08",19.639999
"872","2019-05-09",19.809999
"873","2019-05-10",21.049999
"874","2019-05-13",21.67
"875","2019-05-14",21.74
"876","2019-05-15",23
"877","2019-05-16",23.4
"878","2019-05-17",23.08
"879","2019-05-20",22.700001
"880","2019-05-21",23.6
"881","2019-05-22",25.09
"882","2019-05-23",23.57
"883","2019-05-24",24.73
"884","2019-05-28",25.200001
"885","2019-05-29",24.91
"886","2019-05-30",24.42
"887","2019-05-31",22.959999
"888","2019-06-03",23.15
"889","2019-06-04",23.219999
"890","2019-06-05",21.139999
"891","2019-06-06",21.58
"892","2019-06-07",22.030001
"893","2019-06-10",21.450001
"894","2019-06-11",20.85
"895","2019-06-12",22.120001
"896","2019-06-13",22.950001
"897","2019-06-14",22.83
"898","2019-06-17",23.17
"899","2019-06-18",24.25
"900","2019-06-19",24.780001
"901","2019-06-20",25.309999
"902","2019-06-21",24.17
"903","2019-06-24",23.469999
"904","2019-06-25",23.98
"905","2019-06-26",22.43
"906","2019-06-27",25.389999
"907","2019-06-28",25.75
"908","2019-07-01",26.469999
"909","2019-07-02",27.42
"910","2019-07-03",27.33
"911","2019-07-05",27.040001
"912","2019-07-08",27.4
"913","2019-07-09",26.68
"914","2019-07-10",26.049999
"915","2019-07-11",25.76
"916","2019-07-12",26.040001
"917","2019-07-15",26
"918","2019-07-16",25.57
"919","2019-07-17",25.02
"920","2019-07-18",25.299999
"921","2019-07-19",24.85
"922","2019-07-22",26.309999
"923","2019-07-23",26.129999
"924","2019-07-24",25.85
"925","2019-07-25",26.049999
"926","2019-07-26",27.690001
"927","2019-07-29",26.530001
"928","2019-07-30",26.290001
"929","2019-07-31",25.5
"930","2019-08-01",25.940001
"931","2019-08-02",25.690001
"932","2019-08-05",24.299999
"933","2019-08-06",24.68
"934","2019-08-07",24.9
"935","2019-08-08",25.5
"936","2019-08-09",25.459999
"937","2019-08-12",25.41
"938","2019-08-13",27.639999
"939","2019-08-14",26.610001
"940","2019-08-15",22.85
"941","2019-08-16",24.629999
"942","2019-08-19",24.860001
"943","2019-08-20",24.91
"944","2019-08-21",26.01
"945","2019-08-22",25.23
"946","2019-08-23",24.85
"947","2019-08-26",25.15
"948","2019-08-27",23.709999
"949","2019-08-28",25.09
"950","2019-08-29",25.309999
"951","2019-08-30",25.450001
"952","2019-09-03",24.280001
"953","2019-09-04",24.93
"954","2019-09-05",24.389999
"955","2019-09-06",24.780001
"956","2019-09-09",24.209999
"957","2019-09-10",24.629999
"958","2019-09-11",25.18
"959","2019-09-12",25.629999
"960","2019-09-13",26.84
"961","2019-09-16",29.16
"962","2019-09-17",28.209999
"963","2019-09-18",28.77
"964","2019-09-19",27.370001
"965","2019-09-20",28.129999
"966","2019-09-23",26.754999
"967","2019-09-24",25.809999
"968","2019-09-25",26.75
"969","2019-09-26",24.870001
"970","2019-09-27",22.09
"971","2019-09-30",20.24
"972","2019-10-01",16.709999
"973","2019-10-02",18.26
"974","2019-10-03",18.32
"975","2019-10-04",18.459999
"976","2019-10-07",18.23
"977","2019-10-08",18.299999
"978","2019-10-09",17.809999
"979","2019-10-10",17.610001
"980","2019-10-11",18.135
"981","2019-10-14",18.24
"982","2019-10-15",20.629999
"983","2019-10-16",21.629999
"984","2019-10-17",22.52
"985","2019-10-18",21.040001
"986","2019-10-21",22.02
"987","2019-10-22",21.620001
"988","2019-10-23",22.98
"989","2019-10-24",23.290001
"990","2019-10-25",23.42
"991","2019-10-28",22.969999
"992","2019-10-29",23.790001
"993","2019-10-30",22.82
"994","2019-10-31",24.08
"995","2019-11-01",24.77
"996","2019-11-04",25.23
"997","2019-11-05",25.84
"998","2019-11-06",25.76
