"","date","CFMS"
"1","2015-06-30",15
"2","2015-07-01",19.25
"3","2015-07-02",23.5
"4","2015-07-06",24.059999
"5","2015-07-07",22.280001
"6","2015-07-08",22.02
"7","2015-07-09",22.52
"8","2015-07-10",22.280001
"9","2015-07-13",22.950001
"10","2015-07-14",22.75
"11","2015-07-15",22.610001
"12","2015-07-16",21
"13","2015-07-17",21.049999
"14","2015-07-20",21.41
"15","2015-07-21",21.120001
"16","2015-07-22",22.299999
"17","2015-07-23",22.51
"18","2015-07-24",22.120001
"19","2015-07-27",23.129999
"20","2015-07-28",22.389999
"21","2015-07-29",22.360001
"22","2015-07-30",22.32
"23","2015-07-31",23.08
"24","2015-08-03",25.49
"25","2015-08-04",25.33
"26","2015-08-05",25.780001
"27","2015-08-06",25.530001
"28","2015-08-07",24.9
"29","2015-08-10",24.5
"30","2015-08-11",23.02
"31","2015-08-12",23.299999
"32","2015-08-13",22.24
"33","2015-08-14",22.030001
"34","2015-08-17",22.23
"35","2015-08-18",22.99
"36","2015-08-19",22.549999
"37","2015-08-20",21.870001
"38","2015-08-21",21.32
"39","2015-08-24",19.629999
"40","2015-08-25",20
"41","2015-08-26",19.35
"42","2015-08-27",19.24
"43","2015-08-28",19.780001
"44","2015-08-31",16
"45","2015-09-01",15.56
"46","2015-09-02",14.18
"47","2015-09-03",14.23
"48","2015-09-04",14.18
"49","2015-09-08",14.53
"50","2015-09-09",14.54
"51","2015-09-10",14.72
"52","2015-09-11",14.56
"53","2015-09-14",14.13
"54","2015-09-15",14.01
"55","2015-09-16",14.3
"56","2015-09-17",15.79
"57","2015-09-18",16.870001
"58","2015-09-21",16.85
"59","2015-09-22",16.68
"60","2015-09-23",18.41
"61","2015-09-24",18.5
"62","2015-09-25",17.049999
"63","2015-09-28",17.27
"64","2015-09-29",18.629999
"65","2015-09-30",18.059999
"66","2015-10-01",17.219999
"67","2015-10-02",17.870001
"68","2015-10-05",18.9
"69","2015-10-06",18.26
"70","2015-10-07",19.889999
"71","2015-10-08",19.799999
"72","2015-10-09",20.620001
"73","2015-10-12",20.040001
"74","2015-10-13",20.26
"75","2015-10-14",19.629999
"76","2015-10-15",20.33
"77","2015-10-16",20.35
"78","2015-10-19",21.450001
"79","2015-10-20",21.23
"80","2015-10-21",19.08
"81","2015-10-22",18.34
"82","2015-10-23",18.959999
"83","2015-10-26",18.969999
"84","2015-10-27",18.9
"85","2015-10-28",19.92
"86","2015-10-29",19.99
"87","2015-10-30",19.57
"88","2015-11-02",20.629999
"89","2015-11-03",21.98
"90","2015-11-04",22.98
"91","2015-11-05",23.17
"92","2015-11-06",22.559999
"93","2015-11-09",22.4
"94","2015-11-10",21.41
"95","2015-11-11",20.530001
"96","2015-11-12",19.58
"97","2015-11-13",19.41
"98","2015-11-16",19.360001
"99","2015-11-17",20
"100","2015-11-18",20
"101","2015-11-19",19.76
"102","2015-11-20",20
"103","2015-11-23",21.17
"104","2015-11-24",21.040001
"105","2015-11-25",20.860001
"106","2015-11-27",21.110001
"107","2015-11-30",21.33
"108","2015-12-01",21.9
"109","2015-12-02",21.68
"110","2015-12-03",20.809999
"111","2015-12-04",21.219999
"112","2015-12-07",21.34
"113","2015-12-08",21.92
"114","2015-12-09",21.719999
"115","2015-12-10",22.52
"116","2015-12-11",21.969999
"117","2015-12-14",20.01
"118","2015-12-15",19.25
"119","2015-12-16",19.5
"120","2015-12-17",19.969999
"121","2015-12-18",20
"122","2015-12-21",18.91
"123","2015-12-22",18.27
"124","2015-12-23",18.139999
"125","2015-12-24",18.129999
"126","2015-12-28",17.52
"127","2015-12-29",17.5
"128","2015-12-30",17
"129","2015-12-31",17.290001
"130","2016-01-04",16.93
"131","2016-01-05",16.43
"132","2016-01-06",16.1
"133","2016-01-07",14.97
"134","2016-01-08",14.29
"135","2016-01-11",13.46
"136","2016-01-12",13.03
"137","2016-01-13",13.51
"138","2016-01-14",14.26
"139","2016-01-15",13.71
"140","2016-01-19",11.6
"141","2016-01-20",11
"142","2016-01-21",10.79
"143","2016-01-22",11.55
"144","2016-01-25",11.53
"145","2016-01-26",11.21
"146","2016-01-27",11
"147","2016-01-28",10.77
"148","2016-01-29",11
"149","2016-02-01",10.91
"150","2016-02-02",10.61
"151","2016-02-03",10.46
"152","2016-02-04",10.39
"153","2016-02-05",9.64
"154","2016-02-08",9.01
"155","2016-02-09",8.58
"156","2016-02-10",9.16
"157","2016-02-11",8.5
"158","2016-02-12",8.61
"159","2016-02-16",7.9
"160","2016-02-17",8.34
"161","2016-02-18",8.35
"162","2016-02-19",8.32
"163","2016-02-22",8.27
"164","2016-02-23",8.44
"165","2016-02-24",8.72
"166","2016-02-25",9.23
"167","2016-02-26",9.42
"168","2016-02-29",9.11
"169","2016-03-01",9.61
"170","2016-03-02",10.21
"171","2016-03-03",10.91
"172","2016-03-04",11.52
"173","2016-03-07",10.53
"174","2016-03-08",9.85
"175","2016-03-09",9.84
"176","2016-03-10",9.83
"177","2016-03-11",10
"178","2016-03-14",9.88
"179","2016-03-15",9.75
"180","2016-03-16",9.12
"181","2016-03-17",9.02
"182","2016-03-18",9.32
"183","2016-03-21",9.65
"184","2016-03-22",9.63
"185","2016-03-23",9.16
"186","2016-03-24",9.17
"187","2016-03-28",9.17
"188","2016-03-29",9.38
"189","2016-03-30",10.28
"190","2016-03-31",10.75
"191","2016-04-01",11.99
"192","2016-04-04",10.28
"193","2016-04-05",10.61
"194","2016-04-06",12.75
"195","2016-04-07",12.84
"196","2016-04-08",12.38
"197","2016-04-11",12.02
"198","2016-04-12",11.7
"199","2016-04-13",11.95
"200","2016-04-14",12.35
"201","2016-04-15",12.4
"202","2016-04-18",12.88
"203","2016-04-19",12.6
"204","2016-04-20",12.56
"205","2016-04-21",12.49
"206","2016-04-22",12.55
"207","2016-04-25",13.12
"208","2016-04-26",13.53
"209","2016-04-27",13.47
"210","2016-04-28",13.19
"211","2016-04-29",12.39
"212","2016-05-02",12.62
"213","2016-05-03",12.26
"214","2016-05-04",11.91
"215","2016-05-05",11.84
"216","2016-05-06",11.21
"217","2016-05-09",11.44
"218","2016-05-10",11.44
"219","2016-05-11",10.95
"220","2016-05-12",10.11
"221","2016-05-13",5.12
"222","2016-05-16",5.87
"223","2016-05-17",6.18
"224","2016-05-18",6.26
"225","2016-05-19",6.16
"226","2016-05-20",6.49
"227","2016-05-23",6.765
"228","2016-05-24",6.92
"229","2016-05-25",7.34
"230","2016-05-26",7.24
"231","2016-05-27",7.37
"232","2016-05-31",7.51
"233","2016-06-01",7.4
"234","2016-06-02",7.79
"235","2016-06-03",7.64
"236","2016-06-06",7.79
"237","2016-06-07",7.72
"238","2016-06-08",7.76
"239","2016-06-09",7.5
"240","2016-06-10",7.49
"241","2016-06-13",7.63
"242","2016-06-14",7.1
"243","2016-06-15",7.24
"244","2016-06-16",7.26
"245","2016-06-17",7.11
"246","2016-06-20",7.22
"247","2016-06-21",7.13
"248","2016-06-22",6.79
"249","2016-06-23",7.09
"250","2016-06-24",6.68
"251","2016-06-27",6.24
"252","2016-06-28",6.43
"253","2016-06-29",6.75
"254","2016-06-30",7.02
"255","2016-07-01",7.27
"256","2016-07-05",7.01
"257","2016-07-06",6.98
"258","2016-07-07",7.41
"259","2016-07-08",7.64
"260","2016-07-11",7.66
"261","2016-07-12",7.99
"262","2016-07-13",7.34
"263","2016-07-14",7.21
"264","2016-07-15",7.18
"265","2016-07-18",7.25
"266","2016-07-19",7.15
"267","2016-07-20",7.22
"268","2016-07-21",6.99
"269","2016-07-22",6.84
"270","2016-07-25",6.77
"271","2016-07-26",6.83
"272","2016-07-27",7
"273","2016-07-28",7.03
"274","2016-07-29",6.97
"275","2016-08-01",6.92
"276","2016-08-02",6.83
"277","2016-08-03",6.95
"278","2016-08-04",7.26
"279","2016-08-05",7.35
"280","2016-08-08",7.79
"281","2016-08-09",7.87
"282","2016-08-10",7.64
"283","2016-08-11",7.71
"284","2016-08-12",8.18
"285","2016-08-15",9.12
"286","2016-08-16",8.64
"287","2016-08-17",8.4
"288","2016-08-18",8.52
"289","2016-08-19",8.4
"290","2016-08-22",8.37
"291","2016-08-23",8.45
"292","2016-08-24",8.11
"293","2016-08-25",7.87
"294","2016-08-26",7.68
"295","2016-08-29",8.01
"296","2016-08-30",7.87
"297","2016-08-31",8.02
"298","2016-09-01",7.98
"299","2016-09-02",8.11
"300","2016-09-06",8.77
"301","2016-09-07",8.52
"302","2016-09-08",8.83
"303","2016-09-09",8.38
"304","2016-09-12",8.57
"305","2016-09-13",8.22
"306","2016-09-14",8.18
"307","2016-09-15",8.61
