"","date","ALGN"
"1","2007-01-03",13.35
"2","2007-01-04",13.6
"3","2007-01-05",13.64
"4","2007-01-08",13.68
"5","2007-01-09",13.7
"6","2007-01-10",13.89
"7","2007-01-11",14.1
"8","2007-01-12",14.51
"9","2007-01-16",14.35
"10","2007-01-17",14.27
"11","2007-01-18",14.35
"12","2007-01-19",14.44
"13","2007-01-22",14
"14","2007-01-23",14.11
"15","2007-01-24",14.17
"16","2007-01-25",14
"17","2007-01-26",13.99
"18","2007-01-29",13.77
"19","2007-01-30",16.690001
"20","2007-01-31",16.559999
"21","2007-02-01",16.610001
"22","2007-02-02",16.469999
"23","2007-02-05",16.219999
"24","2007-02-06",16.33
"25","2007-02-07",16.42
"26","2007-02-08",16.52
"27","2007-02-09",16.219999
"28","2007-02-12",16.75
"29","2007-02-13",16.99
"30","2007-02-14",16.959999
"31","2007-02-15",17.459999
"32","2007-02-16",17.559999
"33","2007-02-20",17.879999
"34","2007-02-21",17.58
"35","2007-02-22",17.51
"36","2007-02-23",17.26
"37","2007-02-26",16.98
"38","2007-02-27",16.33
"39","2007-02-28",16.42
"40","2007-03-01",16.309999
"41","2007-03-02",16.459999
"42","2007-03-05",16.23
"43","2007-03-06",16.4
"44","2007-03-07",16.07
"45","2007-03-08",16.52
"46","2007-03-09",16.59
"47","2007-03-12",16.790001
"48","2007-03-13",16.219999
"49","2007-03-14",16.700001
"50","2007-03-15",16.58
"51","2007-03-16",16
"52","2007-03-19",16.379999
"53","2007-03-20",16.059999
"54","2007-03-21",16.450001
"55","2007-03-22",16.43
"56","2007-03-23",16.43
"57","2007-03-26",16.25
"58","2007-03-27",16.219999
"59","2007-03-28",16.25
"60","2007-03-29",16.15
"61","2007-03-30",15.86
"62","2007-04-02",15.74
"63","2007-04-03",16.57
"64","2007-04-04",16.540001
"65","2007-04-05",16.700001
"66","2007-04-09",16.620001
"67","2007-04-10",17.209999
"68","2007-04-11",16.82
"69","2007-04-12",16.690001
"70","2007-04-13",16.92
"71","2007-04-16",17.059999
"72","2007-04-17",16.93
"73","2007-04-18",16.559999
"74","2007-04-19",15.95
"75","2007-04-20",16.75
"76","2007-04-23",17.450001
"77","2007-04-24",17.309999
"78","2007-04-25",17.690001
"79","2007-04-26",23.6
"80","2007-04-27",23.870001
"81","2007-04-30",22.66
"82","2007-05-01",23.9
"83","2007-05-02",23.4
"84","2007-05-03",23.93
"85","2007-05-04",23.5
"86","2007-05-07",23.469999
"87","2007-05-08",23.33
"88","2007-05-09",23.32
"89","2007-05-10",22.58
"90","2007-05-11",23.1
"91","2007-05-14",22.610001
"92","2007-05-15",22.34
"93","2007-05-16",22.6
"94","2007-05-17",22.219999
"95","2007-05-18",22.360001
"96","2007-05-21",22.68
"97","2007-05-22",22.51
"98","2007-05-23",22.67
"99","2007-05-24",22.299999
"100","2007-05-25",22.639999
"101","2007-05-29",22.6
"102","2007-05-30",22.940001
"103","2007-05-31",22.790001
"104","2007-06-01",22.700001
"105","2007-06-04",23.379999
"106","2007-06-05",23.219999
"107","2007-06-06",23.030001
"108","2007-06-07",22.25
"109","2007-06-08",23.110001
"110","2007-06-11",23.440001
"111","2007-06-12",23.030001
"112","2007-06-13",23.68
"113","2007-06-14",24.440001
"114","2007-06-15",24.5
"115","2007-06-18",24.83
"116","2007-06-19",24.65
"117","2007-06-20",24.57
"118","2007-06-21",24.889999
"119","2007-06-22",24.26
"120","2007-06-25",23.59
"121","2007-06-26",23.66
"122","2007-06-27",23.879999
"123","2007-06-28",24.41
"124","2007-06-29",24.16
"125","2007-07-02",24.299999
"126","2007-07-03",24.35
"127","2007-07-05",24.5
"128","2007-07-06",24.549999
"129","2007-07-09",24.73
"130","2007-07-10",24.459999
"131","2007-07-11",25.74
"132","2007-07-12",25.719999
"133","2007-07-13",25.799999
"134","2007-07-16",25.969999
"135","2007-07-17",26.25
"136","2007-07-18",25.98
"137","2007-07-19",26.01
"138","2007-07-20",26.02
"139","2007-07-23",26
"140","2007-07-24",25.84
"141","2007-07-25",27.690001
"142","2007-07-26",27.620001
"143","2007-07-27",27.08
"144","2007-07-30",27.01
"145","2007-07-31",26.1
"146","2007-08-01",25.950001
"147","2007-08-02",26.559999
"148","2007-08-03",25.639999
"149","2007-08-06",26.9
"150","2007-08-07",27.040001
"151","2007-08-08",27.290001
"152","2007-08-09",26.93
"153","2007-08-10",26.48
"154","2007-08-13",26.040001
"155","2007-08-14",26.57
"156","2007-08-15",26.16
"157","2007-08-16",24.99
"158","2007-08-17",25.799999
"159","2007-08-20",25.540001
"160","2007-08-21",26.120001
"161","2007-08-22",26.26
"162","2007-08-23",25.790001
"163","2007-08-24",23.42
"164","2007-08-27",23.92
"165","2007-08-28",22.719999
"166","2007-08-29",22.549999
"167","2007-08-30",22.709999
"168","2007-08-31",22.73
"169","2007-09-04",23.459999
"170","2007-09-05",24.01
"171","2007-09-06",24.52
"172","2007-09-07",23.84
"173","2007-09-10",24
"174","2007-09-11",24.24
"175","2007-09-12",24.690001
"176","2007-09-13",24.540001
"177","2007-09-14",23.9
"178","2007-09-17",23.6
"179","2007-09-18",24.110001
"180","2007-09-19",24.26
"181","2007-09-20",24.48
"182","2007-09-21",25.559999
"183","2007-09-24",25.59
"184","2007-09-25",25.27
"185","2007-09-26",25.98
"186","2007-09-27",25.879999
"187","2007-09-28",25.33
"188","2007-10-01",27.059999
"189","2007-10-02",26.74
"190","2007-10-03",27.110001
"191","2007-10-04",27.74
"192","2007-10-05",28.459999
"193","2007-10-08",28.49
"194","2007-10-09",27.84
"195","2007-10-10",28.209999
"196","2007-10-11",27.040001
"197","2007-10-12",27.620001
"198","2007-10-15",26.77
"199","2007-10-16",27.16
"200","2007-10-17",28.139999
"201","2007-10-18",28.09
"202","2007-10-19",27.049999
"203","2007-10-22",27.58
"204","2007-10-23",28.48
"205","2007-10-24",28.700001
"206","2007-10-25",19.07
"207","2007-10-26",18.85
"208","2007-10-29",20.15
"209","2007-10-30",19.91
"210","2007-10-31",20.700001
"211","2007-11-01",19.870001
"212","2007-11-02",19.51
"213","2007-11-05",19.09
"214","2007-11-06",19.34
"215","2007-11-07",18.709999
"216","2007-11-08",17.040001
"217","2007-11-09",17.629999
"218","2007-11-12",17.110001
"219","2007-11-13",17.299999
"220","2007-11-14",17.459999
"221","2007-11-15",16.17
"222","2007-11-16",15.87
"223","2007-11-19",15.53
"224","2007-11-20",15.9
"225","2007-11-21",14.69
"226","2007-11-23",14.8
"227","2007-11-26",15.26
"228","2007-11-27",15.64
"229","2007-11-28",16.33
"230","2007-11-29",16.190001
"231","2007-11-30",16.889999
"232","2007-12-03",16.34
"233","2007-12-04",16.52
"234","2007-12-05",16.84
"235","2007-12-06",17.549999
"236","2007-12-07",18.620001
"237","2007-12-10",18.83
"238","2007-12-11",18.120001
"239","2007-12-12",18.34
"240","2007-12-13",18
"241","2007-12-14",17.77
"242","2007-12-17",17.34
"243","2007-12-18",17.24
"244","2007-12-19",17.08
"245","2007-12-20",17.75
"246","2007-12-21",17.620001
"247","2007-12-24",17.950001
"248","2007-12-26",18.15
"249","2007-12-27",17.139999
"250","2007-12-28",17.15
"251","2007-12-31",16.68
"252","2008-01-02",16.469999
"253","2008-01-03",16.549999
"254","2008-01-04",16.5
"255","2008-01-07",16.139999
"256","2008-01-08",15.34
"257","2008-01-09",15.93
"258","2008-01-10",15.26
"259","2008-01-11",14.77
"260","2008-01-14",14.7
"261","2008-01-15",13.96
"262","2008-01-16",14.22
"263","2008-01-17",13.5
"264","2008-01-18",13.4
"265","2008-01-22",12.98
"266","2008-01-23",13.48
"267","2008-01-24",13.12
"268","2008-01-25",13.87
"269","2008-01-28",12.99
"270","2008-01-29",14
"271","2008-01-30",11.93
