"","date","CRNC"
"1","2019-09-16",25.5
"2","2019-09-17",21.867001
"3","2019-09-18",21.867001
"4","2019-09-19",18.829
"5","2019-09-20",17.5
"6","2019-09-23",17.733999
"7","2019-09-24",18
"8","2019-09-25",17.950001
"9","2019-09-26",17.5
"10","2019-09-27",17.5
"11","2019-09-30",17.25
"12","2019-10-01",17.75
"13","2019-10-02",15.35
"14","2019-10-03",15.7
"15","2019-10-04",13.85
"16","2019-10-07",13.95
"17","2019-10-08",14.03
"18","2019-10-09",15.31
"19","2019-10-10",16.02
"20","2019-10-11",16.26
"21","2019-10-14",16.780001
"22","2019-10-15",15.95
"23","2019-10-16",15.74
"24","2019-10-17",15.11
"25","2019-10-18",15.05
"26","2019-10-21",15.78
"27","2019-10-22",15.98
"28","2019-10-23",15.72
"29","2019-10-24",15.39
"30","2019-10-25",15.54
"31","2019-10-28",15.45
"32","2019-10-29",15.58
"33","2019-10-30",15.77
"34","2019-10-31",15.5
"35","2019-11-01",15.8
"36","2019-11-04",15.94
"37","2019-11-05",15.9
"38","2019-11-06",15.83
"39","2019-11-07",16.200001
"40","2019-11-08",16.1
"41","2019-11-11",15.91
"42","2019-11-12",15.55
"43","2019-11-13",15.16
"44","2019-11-14",15.27
"45","2019-11-15",15.52
"46","2019-11-18",14.9
"47","2019-11-19",14.86
"48","2019-11-20",14.88
"49","2019-11-21",14.8
"50","2019-11-22",15.04
"51","2019-11-25",15.19
"52","2019-11-26",14.59
"53","2019-11-27",15.03
"54","2019-11-29",15.56
"55","2019-12-02",15.58
"56","2019-12-03",15.74
"57","2019-12-04",15.09
"58","2019-12-05",15.23
"59","2019-12-06",15.21
"60","2019-12-09",15.4
"61","2019-12-10",15.68
"62","2019-12-11",15.6
"63","2019-12-12",15.98
"64","2019-12-13",16.52
"65","2019-12-16",17.860001
"66","2019-12-17",18.91
"67","2019-12-18",20.629999
"68","2019-12-19",20.73
"69","2019-12-20",21.629999
"70","2019-12-23",21.58
"71","2019-12-24",21.440001
"72","2019-12-26",21.26
"73","2019-12-27",20.965
"74","2019-12-30",21.93
"75","2019-12-31",22.629999
"76","2020-01-02",22.700001
"77","2020-01-03",22.9
"78","2020-01-06",21.98
"79","2020-01-07",20.629999
"80","2020-01-08",20.32
"81","2020-01-09",20.559999
"82","2020-01-10",19.99
"83","2020-01-13",20.370001
"84","2020-01-14",21.700001
"85","2020-01-15",21.52
"86","2020-01-16",21.610001
"87","2020-01-17",21.57
"88","2020-01-21",21.700001
"89","2020-01-22",22.84
"90","2020-01-23",22.75
"91","2020-01-24",22.58
"92","2020-01-27",22.049999
"93","2020-01-28",23.440001
"94","2020-01-29",23.719999
"95","2020-01-30",22.08
"96","2020-01-31",21.35
"97","2020-02-03",21.09
"98","2020-02-04",20.879999
"99","2020-02-05",20.58
"100","2020-02-06",21.66
"101","2020-02-07",22.34
"102","2020-02-10",23.129999
"103","2020-02-11",22.16
"104","2020-02-12",23.700001
"105","2020-02-13",24.440001
"106","2020-02-14",24.49
"107","2020-02-18",24.299999
"108","2020-02-19",24.35
"109","2020-02-20",25.51
"110","2020-02-21",26.530001
"111","2020-02-24",26.65
"112","2020-02-25",26.459999
"113","2020-02-26",23.995001
"114","2020-02-27",23.18
"115","2020-02-28",21.709999
"116","2020-03-02",22.860001
"117","2020-03-03",23.26
"118","2020-03-04",24.889999
"119","2020-03-05",22.139999
"120","2020-03-06",20.51
"121","2020-03-09",18.219999
"122","2020-03-10",19.16
"123","2020-03-11",18.610001
"124","2020-03-12",16.51
"125","2020-03-13",17.620001
"126","2020-03-16",17.01
"127","2020-03-17",15.77
"128","2020-03-18",13.45
"129","2020-03-19",14.54
"130","2020-03-20",15.6
"131","2020-03-23",14.21
"132","2020-03-24",17.120001
"133","2020-03-25",16.379999
"134","2020-03-26",18.530001
"135","2020-03-27",17.51
"136","2020-03-30",18.27
"137","2020-03-31",15.4
"138","2020-04-01",18.58
"139","2020-04-02",18.049999
"140","2020-04-03",15.99
"141","2020-04-06",18.33
"142","2020-04-07",18.040001
"143","2020-04-08",18.780001
"144","2020-04-09",18.99
"145","2020-04-13",19.629999
"146","2020-04-14",21.110001
"147","2020-04-15",20.32
"148","2020-04-16",19.24
"149","2020-04-17",20.379999
"150","2020-04-20",20.299999
"151","2020-04-21",19.049999
"152","2020-04-22",18.299999
"153","2020-04-23",18.1
"154","2020-04-24",19.290001
"155","2020-04-27",21.110001
"156","2020-04-28",20.48
"157","2020-04-29",22.700001
"158","2020-04-30",21.16
"159","2020-05-01",20.67
"160","2020-05-04",20.879999
"161","2020-05-05",20.059999
"162","2020-05-06",19.469999
"163","2020-05-07",21.83
"164","2020-05-08",22.15
"165","2020-05-11",23.85
"166","2020-05-12",24.74
"167","2020-05-13",23.58
"168","2020-05-14",24.76
"169","2020-05-15",25.700001
"170","2020-05-18",26.620001
"171","2020-05-19",26.790001
"172","2020-05-20",30.280001
"173","2020-05-21",32.060001
"174","2020-05-22",33.200001
"175","2020-05-26",32.5
"176","2020-05-27",33.060001
"177","2020-05-28",27.715
"178","2020-05-29",29.91
"179","2020-06-01",35.009998
"180","2020-06-02",36.02
"181","2020-06-03",38.009998
"182","2020-06-04",39.25
"183","2020-06-05",35.689999
"184","2020-06-08",41.419998
"185","2020-06-09",42.459999
"186","2020-06-10",41.049999
"187","2020-06-11",38.73
"188","2020-06-12",36.860001
"189","2020-06-15",40.775002
"190","2020-06-16",40.57
"191","2020-06-17",41.580002
"192","2020-06-18",43.330002
"193","2020-06-19",44.400002
"194","2020-06-22",42.16
"195","2020-06-23",41.84
"196","2020-06-24",42.59
"197","2020-06-25",42.189999
"198","2020-06-26",38.59
"199","2020-06-29",38.669998
"200","2020-06-30",40.84
"201","2020-07-01",41.759998
"202","2020-07-02",41.68
"203","2020-07-06",42.560001
"204","2020-07-07",41.029999
"205","2020-07-08",40.66
"206","2020-07-09",40.419998
"207","2020-07-10",38.82
"208","2020-07-13",34.73
"209","2020-07-14",36.209999
"210","2020-07-15",37.380001
"211","2020-07-16",36.27
"212","2020-07-17",37.630001
"213","2020-07-20",39.959999
"214","2020-07-21",40.34
"215","2020-07-22",40.240002
"216","2020-07-23",39.700001
"217","2020-07-24",37.84
"218","2020-07-27",39.619999
"219","2020-07-28",39.619999
"220","2020-07-29",39.82
"221","2020-07-30",40.18
"222","2020-07-31",39.66
"223","2020-08-03",41.48
"224","2020-08-04",50.52
"225","2020-08-05",54.419998
"226","2020-08-06",52.700001
"227","2020-08-07",50.330002
"228","2020-08-10",49.869999
"229","2020-08-11",48.689999
"230","2020-08-12",53.169998
"231","2020-08-13",52.799999
"232","2020-08-14",52.959999
"233","2020-08-17",56.700001
"234","2020-08-18",56.060001
"235","2020-08-19",54.189999
"236","2020-08-20",55.330002
"237","2020-08-21",55.389999
"238","2020-08-24",53.5
"239","2020-08-25",53.68
"240","2020-08-26",52.209999
"241","2020-08-27",51.57
"242","2020-08-28",54.07
"243","2020-08-31",53.200001
"244","2020-09-01",55.700001
"245","2020-09-02",53.650002
"246","2020-09-03",51.610001
"247","2020-09-04",49.830002
"248","2020-09-08",50.25
"249","2020-09-09",52.119999
"250","2020-09-10",53.169998
"251","2020-09-11",51.52
"252","2020-09-14",54.049999
"253","2020-09-15",57.91
"254","2020-09-16",61.599998
"255","2020-09-17",56.990002
"256","2020-09-18",54.68
"257","2020-09-21",54.380001
"258","2020-09-22",50.950001
"259","2020-09-23",48.82
"260","2020-09-24",47.049999
"261","2020-09-25",48.049999
"262","2020-09-28",51.599998
"263","2020-09-29",51.52
"264","2020-09-30",48.869999
"265","2020-10-01",49.740002
"266","2020-10-02",48.450001
"267","2020-10-05",50
"268","2020-10-06",49.310001
"269","2020-10-07",52.84
"270","2020-10-08",52.099998
"271","2020-10-09",53.759998
"272","2020-10-12",56.27
"273","2020-10-13",55.689999
"274","2020-10-14",55.349998
"275","2020-10-15",53.279999
"276","2020-10-16",56.75
"277","2020-10-19",57.57
"278","2020-10-20",57.82
"279","2020-10-21",58.91
"280","2020-10-22",62.099998
"281","2020-10-23",65.199997
"282","2020-10-26",65.160004
"283","2020-10-27",63.349998
"284","2020-10-28",57.939999
"285","2020-10-29",59.490002
"286","2020-10-30",54.580002
"287","2020-11-02",55.990002
"288","2020-11-03",59
"289","2020-11-04",61.32
"290","2020-11-05",62.799999
"291","2020-11-06",63.82
"292","2020-11-09",62.959999
"293","2020-11-10",63.09
"294","2020-11-11",64.82
"295","2020-11-12",64
"296","2020-11-13",65.970001
"297","2020-11-16",72.529999
"298","2020-11-17",69.910004
"299","2020-11-18",70.650002
"300","2020-11-19",77.519997
"301","2020-11-20",84.07
"302","2020-11-23",83.07
"303","2020-11-24",86.720001
"304","2020-11-25",86.610001
"305","2020-11-27",90.599998
