"","date","RIG"
"1","2007-01-03",110.86335
"2","2007-01-04",108.018867
"3","2007-01-05",109.41967
"4","2007-01-08",107.089767
"5","2007-01-09",106.56089
"6","2007-01-10",105.060036
"7","2007-01-11",103.987991
"8","2007-01-12",106.732422
"9","2007-01-16",106.846771
"10","2007-01-17",107.804459
"11","2007-01-18",105.974846
"12","2007-01-19",108.347626
"13","2007-01-22",107.532875
"14","2007-01-23",109.891365
"15","2007-01-24",110.234421
"16","2007-01-25",108.633507
"17","2007-01-26",108.09034
"18","2007-01-29",107.761581
"19","2007-01-30",110.363068
"20","2007-01-31",110.591766
"21","2007-02-01",109.048027
"22","2007-02-02",109.162376
"23","2007-02-05",110.162949
"24","2007-02-06",110.191536
"25","2007-02-07",110.191536
"26","2007-02-08",112.092621
"27","2007-02-09",110.634651
"28","2007-02-12",109.41967
"29","2007-02-13",111.349342
"30","2007-02-14",110.177246
"31","2007-02-15",109.01944
"32","2007-02-16",108.976555
"33","2007-02-20",109.190964
"34","2007-02-21",111.063461
"35","2007-02-22",113.136078
"36","2007-02-23",112.564323
"37","2007-02-26",113.922241
"38","2007-02-27",109.748428
"39","2007-02-28",109.519722
"40","2007-03-01",110.162949
"41","2007-03-02",107.818756
"42","2007-03-05",105.846199
"43","2007-03-06",107.818756
"44","2007-03-07",108.990852
"45","2007-03-08",110.777588
"46","2007-03-09",110.877647
"47","2007-03-12",109.519722
"48","2007-03-13",108.290451
"49","2007-03-14",109.190964
"50","2007-03-15",109.248138
"51","2007-03-16",109.062325
"52","2007-03-19",111.921097
"53","2007-03-20",111.763863
"54","2007-03-21",113.822182
"55","2007-03-22",117.42424
"56","2007-03-23",117.352776
"57","2007-03-26",117.281303
"58","2007-03-27",117.252716
"59","2007-03-28",116.309319
"60","2007-03-29",118.281876
"61","2007-03-30",116.781021
"62","2007-04-02",117.495712
"63","2007-04-03",117.967407
"64","2007-04-04",117.995995
"65","2007-04-05",117.352776
"66","2007-04-09",117.724411
"67","2007-04-10",119.153801
"68","2007-04-11",116.623787
"69","2007-04-12",119.239563
"70","2007-04-13",118.667809
"71","2007-04-16",118.996567
"72","2007-04-17",116.452255
"73","2007-04-18",116.609489
"74","2007-04-19",115.56604
"75","2007-04-20",118.467697
"76","2007-04-23",118.85363
"77","2007-04-24",119.425385
"78","2007-04-25",122.484276
"79","2007-04-26",123.513435
"80","2007-04-27",125.871925
"81","2007-04-30",123.213264
"82","2007-05-01",123.313324
"83","2007-05-02",127.515724
"84","2007-05-03",128.144653
"85","2007-05-04",129.088043
"86","2007-05-07",127.572899
"87","2007-05-08",127.329903
"88","2007-05-09",127.77301
"89","2007-05-10",125.714691
"90","2007-05-11",128.987991
"91","2007-05-14",128.244705
"92","2007-05-15",128.945114
"93","2007-05-16",129.259583
"94","2007-05-17",133.376221
"95","2007-05-18",136.535156
"96","2007-05-21",138.950836
"97","2007-05-22",136.234985
"98","2007-05-23",138.922241
"99","2007-05-24",135.634644
"100","2007-05-25",137.993134
"101","2007-05-29",137.435684
"102","2007-05-30",140.694687
"103","2007-05-31",140.423096
"104","2007-06-01",141.495148
"105","2007-06-04",144.168091
"106","2007-06-05",143.081757
"107","2007-06-06",141.566605
"108","2007-06-07",137.70726
"109","2007-06-08",138.593475
"110","2007-06-11",140.923386
"111","2007-06-12",140.237274
"112","2007-06-13",143.624924
"113","2007-06-14",145.268723
"114","2007-06-15",146.998291
"115","2007-06-18",148.742142
"116","2007-06-19",150.08577
"117","2007-06-20",147.813034
"118","2007-06-21",152.387085
"119","2007-06-22",156.089188
"120","2007-06-25",153.230423
"121","2007-06-26",149.05661
"122","2007-06-27",153.573471
"123","2007-06-28",149.528305
"124","2007-06-29",151.486557
"125","2007-07-02",154.63121
"126","2007-07-03",154.845627
"127","2007-07-05",155.145798
"128","2007-07-06",157.947403
"129","2007-07-09",156.832474
"130","2007-07-10",154.445404
"131","2007-07-11",155.088623
"132","2007-07-12",157.704407
"133","2007-07-13",155.71756
"134","2007-07-16",153.073181
"135","2007-07-17",151.400803
"136","2007-07-18",153.602051
"137","2007-07-19",156.289307
"138","2007-07-20",157.189819
"139","2007-07-23",165.751862
"140","2007-07-24",164.908524
"141","2007-07-25",164.23671
"142","2007-07-26",160.191544
"143","2007-07-27",157.089767
"144","2007-07-30",156.103485
"145","2007-07-31",153.587769
"146","2007-08-01",150.843338
"147","2007-08-02",148.642075
"148","2007-08-03",143.024582
"149","2007-08-06",140.880508
"150","2007-08-07",143.796448
"151","2007-08-08",148.084625
"152","2007-08-09",144.28244
"153","2007-08-10",144.039444
"154","2007-08-13",144.554031
"155","2007-08-14",142.495712
"156","2007-08-15",140.294449
"157","2007-08-16",136.863922
"158","2007-08-17",142.367065
"159","2007-08-20",142.910233
"160","2007-08-21",140.094345
"161","2007-08-22",144.568329
"162","2007-08-23",148.05603
"163","2007-08-24",148.570618
"164","2007-08-27",146.340759
"165","2007-08-28",142.724411
"166","2007-08-29",148.441971
"167","2007-08-30",146.126358
"168","2007-08-31",150.214401
"169","2007-09-04",154.316757
"170","2007-09-05",153.659241
"171","2007-09-06",153.501999
"172","2007-09-07",155.117203
"173","2007-09-10",154.817032
"174","2007-09-11",152.873077
"175","2007-09-12",152.501434
"176","2007-09-13",153.77359
"177","2007-09-14",151.743851
"178","2007-09-17",149.942825
"179","2007-09-18",154.959976
"180","2007-09-19",158.762146
"181","2007-09-20",161.177811
"182","2007-09-21",163.221848
"183","2007-09-24",160.777588
"184","2007-09-25",161.077759
"185","2007-09-26",159.40538
