"","date","NWLI"
"1","2007-01-03",228.889999
"2","2007-01-04",230.589996
"3","2007-01-05",226.600006
"4","2007-01-08",226.990005
"5","2007-01-09",228.080002
"6","2007-01-10",230.330002
"7","2007-01-11",230.5
"8","2007-01-12",230.449997
"9","2007-01-16",230.149994
"10","2007-01-17",228.949997
"11","2007-01-18",224.600006
"12","2007-01-19",227.309998
"13","2007-01-22",225.330002
"14","2007-01-23",229.699997
"15","2007-01-24",229.25
"16","2007-01-25",227.949997
"17","2007-01-26",230.289993
"18","2007-01-29",229.699997
"19","2007-01-30",230.229996
"20","2007-01-31",229.490005
"21","2007-02-01",230
"22","2007-02-02",230.869995
"23","2007-02-05",229.990005
"24","2007-02-06",229.990005
"25","2007-02-07",231
"26","2007-02-08",230
"27","2007-02-09",228.929993
"28","2007-02-12",228.190002
"29","2007-02-13",229.75
"30","2007-02-14",228.699997
"31","2007-02-15",227.199997
"32","2007-02-16",227.929993
"33","2007-02-20",228.850006
"34","2007-02-21",229.889999
"35","2007-02-22",229.800003
"36","2007-02-23",229.350006
"37","2007-02-26",229.360001
"38","2007-02-27",226.75
"39","2007-02-28",227.940002
"40","2007-03-01",230.350006
"41","2007-03-02",227.309998
"42","2007-03-05",223.419998
"43","2007-03-06",228.880005
"44","2007-03-07",224.380005
"45","2007-03-08",223.050003
"46","2007-03-09",224.550003
"47","2007-03-12",223.800003
"48","2007-03-13",221.050003
"49","2007-03-14",226.089996
"50","2007-03-15",228
"51","2007-03-16",229.960007
"52","2007-03-19",233.449997
"53","2007-03-20",235.740005
"54","2007-03-21",241.470001
"55","2007-03-22",239.350006
"56","2007-03-23",246
"57","2007-03-26",253.25
"58","2007-03-27",247.25
"59","2007-03-28",249.169998
"60","2007-03-29",247.309998
"61","2007-03-30",244.800003
"62","2007-04-02",249.399994
"63","2007-04-03",253.479996
"64","2007-04-04",253.809998
"65","2007-04-05",255.899994
"66","2007-04-09",259.48999
"67","2007-04-10",256.700012
"68","2007-04-11",257.369995
"69","2007-04-12",259.329987
"70","2007-04-13",260
"71","2007-04-16",263.519989
"72","2007-04-17",259.880005
"73","2007-04-18",261.570007
"74","2007-04-19",256.049988
"75","2007-04-20",257.049988
"76","2007-04-23",259.450012
"77","2007-04-24",260.299988
"78","2007-04-25",261.950012
"79","2007-04-26",263.600006
"80","2007-04-27",266
"81","2007-04-30",267.700012
"82","2007-05-01",271.600006
"83","2007-05-02",268.059998
"84","2007-05-03",264.649994
"85","2007-05-04",265.98999
"86","2007-05-07",263.399994
"87","2007-05-08",261.390015
"88","2007-05-09",265.769989
"89","2007-05-10",257.600006
"90","2007-05-11",258.079987
"91","2007-05-14",254.889999
"92","2007-05-15",249.050003
"93","2007-05-16",252.5
"94","2007-05-17",254.949997
"95","2007-05-18",252.630005
"96","2007-05-21",252.630005
"97","2007-05-22",254.720001
"98","2007-05-23",254
"99","2007-05-24",252.550003
"100","2007-05-25",250.649994
"101","2007-05-29",251.860001
"102","2007-05-30",251.699997
"103","2007-05-31",251.860001
"104","2007-06-01",251.699997
"105","2007-06-04",253.440002
"106","2007-06-05",253.100006
"107","2007-06-06",250.970001
"108","2007-06-07",250.259995
"109","2007-06-08",250.190002
"110","2007-06-11",251.050003
"111","2007-06-12",252.449997
"112","2007-06-13",251
"113","2007-06-14",251.850006
"114","2007-06-15",252.729996
"115","2007-06-18",253.149994
"116","2007-06-19",260
"117","2007-06-20",256.890015
"118","2007-06-21",256.920013
"119","2007-06-22",253.429993
"120","2007-06-25",251.050003
"121","2007-06-26",251.800003
"122","2007-06-27",253
"123","2007-06-28",251.910004
"124","2007-06-29",252.919998
"125","2007-07-02",252.550003
"126","2007-07-03",252.550003
"127","2007-07-05",253.580002
"128","2007-07-06",257.399994
"129","2007-07-09",256.420013
"130","2007-07-10",251.449997
"131","2007-07-11",253
"132","2007-07-12",253.75
"133","2007-07-13",255.350006
"134","2007-07-16",252.220001
"135","2007-07-17",250.710007
"136","2007-07-18",249.199997
"137","2007-07-19",249.470001
"138","2007-07-20",249.729996
"139","2007-07-23",249.020004
"140","2007-07-24",245.820007
"141","2007-07-25",246.369995
"142","2007-07-26",243.600006
"143","2007-07-27",236.020004
"144","2007-07-30",233.5
"145","2007-07-31",235.720001
"146","2007-08-01",230.949997
"147","2007-08-02",229.419998
"148","2007-08-03",228.600006
"149","2007-08-06",228.559998
"150","2007-08-07",230.009995
"151","2007-08-08",239.820007
"152","2007-08-09",236.110001
"153","2007-08-10",256.170013
"154","2007-08-13",259.529999
"155","2007-08-14",260.75
"156","2007-08-15",259.350006
"157","2007-08-16",259.890015
"158","2007-08-17",263
"159","2007-08-20",260.130005
"160","2007-08-21",265
"161","2007-08-22",268
"162","2007-08-23",264.609985
"163","2007-08-24",264.209991
"164","2007-08-27",260.929993
"165","2007-08-28",251.210007
"166","2007-08-29",253.580002
"167","2007-08-30",253
"168","2007-08-31",259
"169","2007-09-04",259.649994
"170","2007-09-05",254.839996
"171","2007-09-06",249.770004
"172","2007-09-07",242.389999
"173","2007-09-10",239.25
"174","2007-09-11",241.770004
"175","2007-09-12",243.970001
"176","2007-09-13",242
"177","2007-09-14",241.649994
"178","2007-09-17",237.020004
"179","2007-09-18",252.229996
"180","2007-09-19",264.98999
"181","2007-09-20",262.970001
"182","2007-09-21",260.5
"183","2007-09-24",260.390015
"184","2007-09-25",253.470001
"185","2007-09-26",254.949997
"186","2007-09-27",256.779999
"187","2007-09-28",255.960007
"188","2007-10-01",245.410004
"189","2007-10-02",232.119995
"190","2007-10-03",234
"191","2007-10-04",235.759995
"192","2007-10-05",239.990005
"193","2007-10-08",243.949997
"194","2007-10-09",240
"195","2007-10-10",242.949997
"196","2007-10-11",241.339996
"197","2007-10-12",246.949997
"198","2007-10-15",240.5
"199","2007-10-16",238.899994
"200","2007-10-17",238.449997
"201","2007-10-18",233.5
"202","2007-10-19",219.380005
"203","2007-10-22",219.110001
"204","2007-10-23",221.240005
"205","2007-10-24",218.649994
"206","2007-10-25",217.880005
"207","2007-10-26",220.690002
"208","2007-10-29",219.979996
"209","2007-10-30",217.800003
"210","2007-10-31",217.279999
"211","2007-11-01",206.5
"212","2007-11-02",210.149994
"213","2007-11-05",210.899994
"214","2007-11-06",210.5
"215","2007-11-07",207.880005
"216","2007-11-08",207.880005
"217","2007-11-09",208.199997
"218","2007-11-12",202.919998
"219","2007-11-13",210.899994
"220","2007-11-14",211.839996
"221","2007-11-15",210.100006
"222","2007-11-16",200
"223","2007-11-19",200.979996
"224","2007-11-20",208.470001
"225","2007-11-21",208.289993
"226","2007-11-23",206.110001
"227","2007-11-26",204.580002
"228","2007-11-27",204.020004
"229","2007-11-28",207.970001
"230","2007-11-29",206.979996
"231","2007-11-30",200.970001
"232","2007-12-03",202.149994
"233","2007-12-04",202
"234","2007-12-05",202
"235","2007-12-06",205
"236","2007-12-07",205.699997
"237","2007-12-10",205.279999
"238","2007-12-11",202.539993
"239","2007-12-12",204.600006
"240","2007-12-13",205.330002
"241","2007-12-14",204.970001
"242","2007-12-17",205
"243","2007-12-18",199.529999
"244","2007-12-19",200.350006
"245","2007-12-20",217.259995
"246","2007-12-21",218.490005
"247","2007-12-24",209.949997
"248","2007-12-26",211.270004
"249","2007-12-27",204.679993
"250","2007-12-28",206.240005
"251","2007-12-31",207.369995
"252","2008-01-02",206
"253","2008-01-03",206
"254","2008-01-04",203.020004
"255","2008-01-07",198.080002
"256","2008-01-08",202.199997
"257","2008-01-09",199.889999
"258","2008-01-10",203.300003
"259","2008-01-11",202.179993
"260","2008-01-14",197.179993
"261","2008-01-15",199.800003
"262","2008-01-16",199.740005
"263","2008-01-17",197.369995
"264","2008-01-18",192
"265","2008-01-22",187.699997
"266","2008-01-23",199.75
"267","2008-01-24",189.220001
"268","2008-01-25",185.429993
"269","2008-01-28",190
"270","2008-01-29",191.830002
"271","2008-01-30",189.360001
"272","2008-01-31",187.789993
"273","2008-02-01",194.800003
"274","2008-02-04",191.649994
"275","2008-02-05",185.089996
"276","2008-02-06",186.940002
"277","2008-02-07",182.630005
"278","2008-02-08",181.630005
"279","2008-02-11",182.5
"280","2008-02-12",181.559998
"281","2008-02-13",184.100006
"282","2008-02-14",180.009995
