"","date","FICO"
"1","2007-01-03",40.509998
"2","2007-01-04",40.849998
"3","2007-01-05",40.389999
"4","2007-01-08",40.34
"5","2007-01-09",40.419998
"6","2007-01-10",40.77
"7","2007-01-11",41.080002
"8","2007-01-12",41.560001
"9","2007-01-16",41.5
"10","2007-01-17",41.27
"11","2007-01-18",41.560001
"12","2007-01-19",41.669998
"13","2007-01-22",41.060001
"14","2007-01-23",41.040001
"15","2007-01-24",41
"16","2007-01-25",40.860001
"17","2007-01-26",40.330002
"18","2007-01-29",40.299999
"19","2007-01-30",39.970001
"20","2007-01-31",39.82
"21","2007-02-01",40.029999
"22","2007-02-02",39.91
"23","2007-02-05",40.23
"24","2007-02-06",40.490002
"25","2007-02-07",40.419998
"26","2007-02-08",40.509998
"27","2007-02-09",39.91
"28","2007-02-12",40.009998
"29","2007-02-13",39.700001
"30","2007-02-14",39.619999
"31","2007-02-15",39.560001
"32","2007-02-16",39.740002
"33","2007-02-20",40.259998
"34","2007-02-21",40.150002
"35","2007-02-22",40.25
"36","2007-02-23",40.139999
"37","2007-02-26",39.959999
"38","2007-02-27",38.959999
"39","2007-02-28",39.029999
"40","2007-03-01",39.209999
"41","2007-03-02",38.52
"42","2007-03-05",38.09
"43","2007-03-06",38.669998
"44","2007-03-07",38.759998
"45","2007-03-08",38.380001
"46","2007-03-09",38.169998
"47","2007-03-12",38.560001
"48","2007-03-13",37.869999
"49","2007-03-14",37.970001
"50","2007-03-15",37.939999
"51","2007-03-16",37.790001
"52","2007-03-19",37.970001
"53","2007-03-20",38.25
"54","2007-03-21",38.68
"55","2007-03-22",38.759998
"56","2007-03-23",38.490002
"57","2007-03-26",38.25
"58","2007-03-27",38.540001
"59","2007-03-28",38.439999
"60","2007-03-29",38.490002
"61","2007-03-30",38.68
"62","2007-04-02",38.689999
"63","2007-04-03",38.66
"64","2007-04-04",39.25
"65","2007-04-05",39.18
"66","2007-04-09",39.25
"67","2007-04-10",39.450001
"68","2007-04-11",40.200001
"69","2007-04-12",39.790001
"70","2007-04-13",40.209999
"71","2007-04-16",40.549999
"72","2007-04-17",37.080002
"73","2007-04-18",36.98
"74","2007-04-19",36.950001
"75","2007-04-20",36.970001
"76","2007-04-23",36.900002
"77","2007-04-24",36.810001
"78","2007-04-25",36.639999
"79","2007-04-26",36.560001
"80","2007-04-27",36.110001
"81","2007-04-30",35.709999
"82","2007-05-01",35.990002
"83","2007-05-02",35.709999
"84","2007-05-03",36.200001
"85","2007-05-04",35.830002
"86","2007-05-07",36.009998
"87","2007-05-08",36.360001
"88","2007-05-09",35.900002
"89","2007-05-10",35.740002
"90","2007-05-11",36.029999
"91","2007-05-14",35.470001
"92","2007-05-15",35.029999
"93","2007-05-16",35.389999
"94","2007-05-17",35.669998
"95","2007-05-18",36.540001
"96","2007-05-21",36.560001
"97","2007-05-22",37
"98","2007-05-23",36.869999
"99","2007-05-24",36.799999
"100","2007-05-25",37.119999
"101","2007-05-29",37.049999
"102","2007-05-30",37.34
"103","2007-05-31",37.849998
"104","2007-06-01",37.759998
"105","2007-06-04",38.029999
"106","2007-06-05",38.040001
"107","2007-06-06",37.689999
"108","2007-06-07",36.82
"109","2007-06-08",37.5
"110","2007-06-11",37.18
"111","2007-06-12",37.099998
"112","2007-06-13",37.080002
"113","2007-06-14",37.049999
"114","2007-06-15",36.91
"115","2007-06-18",37.209999
"116","2007-06-19",37.009998
"117","2007-06-20",37.080002
"118","2007-06-21",37.110001
"119","2007-06-22",36.869999
"120","2007-06-25",37.240002
"121","2007-06-26",37.259998
"122","2007-06-27",37.52
"123","2007-06-28",37.380001
"124","2007-06-29",40.119999
"125","2007-07-02",40.529999
"126","2007-07-03",40.299999
"127","2007-07-05",39.990002
"128","2007-07-06",40.23
"129","2007-07-09",40.02
"130","2007-07-10",39.220001
"131","2007-07-11",39.400002
"132","2007-07-12",39.459999
"133","2007-07-13",39.470001
"134","2007-07-16",39.25
"135","2007-07-17",39.34
"136","2007-07-18",39.470001
"137","2007-07-19",39.759998
"138","2007-07-20",38.900002
"139","2007-07-23",38.700001
"140","2007-07-24",37.779999
"141","2007-07-25",38.150002
"142","2007-07-26",37.669998
"143","2007-07-27",38.470001
"144","2007-07-30",39.150002
"145","2007-07-31",39.259998
"146","2007-08-01",38.450001
"147","2007-08-02",39.040001
"148","2007-08-03",38.049999
"149","2007-08-06",37.799999
"150","2007-08-07",37.509998
"151","2007-08-08",36.740002
"152","2007-08-09",36
"153","2007-08-10",36.52
"154","2007-08-13",36.91
"155","2007-08-14",36.360001
"156","2007-08-15",35.650002
"157","2007-08-16",36.34
"158","2007-08-17",36.439999
"159","2007-08-20",35.900002
"160","2007-08-21",36.029999
"161","2007-08-22",36.23
"162","2007-08-23",36.080002
"163","2007-08-24",36.599998
"164","2007-08-27",36.34
"165","2007-08-28",35.75
"166","2007-08-29",36.23
"167","2007-08-30",36.310001
"168","2007-08-31",36.990002
"169","2007-09-04",37.75
"170","2007-09-05",38
"171","2007-09-06",37.98
"172","2007-09-07",37.470001
"173","2007-09-10",36.73
"174","2007-09-11",36.970001
"175","2007-09-12",36.939999
"176","2007-09-13",37.110001
"177","2007-09-14",37.52
"178","2007-09-17",36.98
"179","2007-09-18",37
"180","2007-09-19",37.349998
"181","2007-09-20",36.77
"182","2007-09-21",36.389999
"183","2007-09-24",36.02
"184","2007-09-25",36.110001
"185","2007-09-26",36.150002
"186","2007-09-27",36.400002
"187","2007-09-28",36.110001
"188","2007-10-01",36.27
"189","2007-10-02",36.610001
"190","2007-10-03",36.689999
"191","2007-10-04",36.529999
"192","2007-10-05",37.049999
"193","2007-10-08",37.150002
"194","2007-10-09",37.099998
"195","2007-10-10",36.84
"196","2007-10-11",36.470001
"197","2007-10-12",36.200001
"198","2007-10-15",36.02
"199","2007-10-16",35.939999
"200","2007-10-17",36.049999
"201","2007-10-18",36.07
"202","2007-10-19",34.82
"203","2007-10-22",34.209999
"204","2007-10-23",34.630001
"205","2007-10-24",34.470001
"206","2007-10-25",34.150002
"207","2007-10-26",34.27
"208","2007-10-29",34.290001
"209","2007-10-30",34.049999
