"","date","OBSV"
"457","2018-11-15",13.39
"458","2018-11-16",12.91
"459","2018-11-19",12.38
"460","2018-11-20",11.93
"461","2018-11-21",12.8
"462","2018-11-23",13.52
"463","2018-11-26",13.77
"464","2018-11-27",13.45
"465","2018-11-28",14.21
"466","2018-11-29",14.04
"467","2018-11-30",13.99
"468","2018-12-03",14.95
"469","2018-12-04",14.83
"470","2018-12-06",14.62
"471","2018-12-07",14.56
"472","2018-12-10",14.66
"473","2018-12-11",14.66
"474","2018-12-12",15.38
"475","2018-12-13",15.72
"476","2018-12-14",14.9
"477","2018-12-17",13.09
"478","2018-12-18",13.35
"479","2018-12-19",13.2
"480","2018-12-20",11.85
"481","2018-12-21",10.86
"482","2018-12-24",10.8
"483","2018-12-26",12.96
"484","2018-12-27",11.7
"485","2018-12-28",11.99
"486","2018-12-31",12.66
"487","2019-01-02",13.18
"488","2019-01-03",12.3
"489","2019-01-04",13.85
"490","2019-01-07",13.85
"491","2019-01-08",14.27
"492","2019-01-09",14.04
"493","2019-01-10",14.35
"494","2019-01-11",13.79
"495","2019-01-14",13.1
"496","2019-01-15",13.74
"497","2019-01-16",13.55
"498","2019-01-17",13.46
"499","2019-01-18",13.74
"500","2019-01-22",13.34
"501","2019-01-23",13.33
"502","2019-01-24",13.62
"503","2019-01-25",14.48
"504","2019-01-28",13.52
"505","2019-01-29",12.86
"506","2019-01-30",12.41
"507","2019-01-31",12.67
"508","2019-02-01",12.67
"509","2019-02-04",12.85
"510","2019-02-05",12.96
"511","2019-02-06",12.44
"512","2019-02-07",12.08
"513","2019-02-08",12.49
"514","2019-02-11",12.25
"515","2019-02-12",11.82
"516","2019-02-13",12.12
"517","2019-02-14",11.97
"518","2019-02-15",12.38
"519","2019-02-19",12
"520","2019-02-20",12.05
"521","2019-02-21",12.23
"522","2019-02-22",12.37
"523","2019-02-25",12.66
"524","2019-02-26",12.51
"525","2019-02-27",13.18
"526","2019-02-28",12.47
"527","2019-03-01",12.7
"528","2019-03-04",12.96
"529","2019-03-05",12.49
"530","2019-03-06",12.43
"531","2019-03-07",12.9
"532","2019-03-08",12.81
"533","2019-03-11",13.3
"534","2019-03-12",12.9
"535","2019-03-13",12.54
"536","2019-03-14",12.58
"537","2019-03-15",12.66
"538","2019-03-18",12.87
"539","2019-03-19",13
"540","2019-03-20",12.78
"541","2019-03-21",12.81
"542","2019-03-22",12.65
"543","2019-03-25",12.66
"544","2019-03-26",12.63
"545","2019-03-27",12.8
"546","2019-03-28",12.79
"547","2019-03-29",12.79
"548","2019-04-01",12.99
"549","2019-04-02",12.97
"550","2019-04-03",13.11
"551","2019-04-04",13.2
"552","2019-04-05",13.89
"553","2019-04-08",14.05
"554","2019-04-09",13.99
"555","2019-04-10",14.25
"556","2019-04-11",13.84
"557","2019-04-12",13.48
"558","2019-04-15",13.4
"559","2019-04-16",13.25
"560","2019-04-17",12.87
"561","2019-04-18",13.38
"562","2019-04-22",13.63
"563","2019-04-23",13.75
"564","2019-04-24",14.09
"565","2019-04-25",13.5
"566","2019-04-26",13.9
"567","2019-04-29",13.88
"568","2019-04-30",13.9
"569","2019-05-01",14.13
"570","2019-05-02",14.01
"571","2019-05-03",13.89
"572","2019-05-06",13.76
"573","2019-05-07",13.2
"574","2019-05-08",12.83
"575","2019-05-09",12.74
"576","2019-05-10",12.5
"577","2019-05-13",12.7
"578","2019-05-14",13.26
"579","2019-05-15",13.29
"580","2019-05-16",13.07
"581","2019-05-17",13.05
"582","2019-05-20",12.71
"583","2019-05-21",12.74
"584","2019-05-22",12.52
"585","2019-05-23",12.63
"586","2019-05-24",12.63
"587","2019-05-28",12.55
"588","2019-05-29",12.61
"589","2019-05-30",12.595
"590","2019-05-31",12.61
"591","2019-06-03",12.28
"592","2019-06-04",12.38
"593","2019-06-05",12.15
"594","2019-06-06",11.85
"595","2019-06-07",11.86
"596","2019-06-10",11.33
"597","2019-06-11",10.26
"598","2019-06-12",10.1
"599","2019-06-13",10.05
"600","2019-06-14",10.1
"601","2019-06-17",10.05
"602","2019-06-18",10.94
"603","2019-06-19",10.77
"604","2019-06-20",10.3
"605","2019-06-21",11.59
"606","2019-06-24",11.43
"607","2019-06-25",11.55
"608","2019-06-26",10.52
"609","2019-06-27",10.8
"610","2019-06-28",11.31
"611","2019-07-01",11.18
"612","2019-07-02",11.13
"613","2019-07-03",11.02
"614","2019-07-05",11.2
"615","2019-07-08",10.7
"616","2019-07-09",10.89
"617","2019-07-10",10.66
"618","2019-07-11",10.6
"619","2019-07-12",10.34
"620","2019-07-15",10.15
"621","2019-07-16",10.2
"622","2019-07-17",9.68
"623","2019-07-18",10.33
"624","2019-07-19",10.05
"625","2019-07-22",10.05
"626","2019-07-23",10.96
"627","2019-07-24",10.1
"628","2019-07-25",10.05
"629","2019-07-26",9.83
"630","2019-07-29",9.49
"631","2019-07-30",9.19
"632","2019-07-31",8.99
"633","2019-08-01",9.1
"634","2019-08-02",8.96
"635","2019-08-05",8.55
"636","2019-08-06",8.22
"637","2019-08-07",8.69
"638","2019-08-08",9.35
"639","2019-08-09",8.83
"640","2019-08-12",8.97
"641","2019-08-13",8.98
"642","2019-08-14",9
"643","2019-08-15",8.78
"644","2019-08-16",8.84
"645","2019-08-19",9
"646","2019-08-20",9.08
"647","2019-08-21",9.25
"648","2019-08-22",9.25
"649","2019-08-23",9.7
"650","2019-08-26",9.7
"651","2019-08-27",9.84
"652","2019-08-28",9.84
"653","2019-08-29",9.66
"654","2019-08-30",9.52
"655","2019-09-03",9.51
"656","2019-09-04",9.6
"657","2019-09-05",9.65
"658","2019-09-06",9.28
"659","2019-09-09",9.34
"660","2019-09-10",9.81
"661","2019-09-11",9.9
"662","2019-09-12",9.65
"663","2019-09-13",9.42
"664","2019-09-16",9.2
"665","2019-09-17",9.14
"666","2019-09-18",9.15
"667","2019-09-19",9
"668","2019-09-20",8.83
"669","2019-09-23",8.91
"670","2019-09-24",8.22
"671","2019-09-25",8.56
"672","2019-09-26",8.46
"673","2019-09-27",8.63
"674","2019-09-30",8.33
"675","2019-10-01",8.1
"676","2019-10-02",7.95
"677","2019-10-03",7.515
"678","2019-10-04",7.38
"679","2019-10-07",7.3
"680","2019-10-08",7.29
"681","2019-10-09",7.4
"682","2019-10-10",7.61
"683","2019-10-11",7.96
"684","2019-10-14",7.66
"685","2019-10-15",7.76
"686","2019-10-16",7.41
"687","2019-10-17",7.68
"688","2019-10-18",7.38
"689","2019-10-21",7.41
"690","2019-10-22",7.26
"691","2019-10-23",7.37
"692","2019-10-24",7.44
"693","2019-10-25",7.61
"694","2019-10-28",7.66
"695","2019-10-29",7.7
"696","2019-10-30",7.66
"697","2019-10-31",7.71
"698","2019-11-01",7.8
"699","2019-11-04",7.9
"700","2019-11-05",7.83
"701","2019-11-06",7.945
"702","2019-11-07",2.81
"703","2019-11-08",3
"704","2019-11-11",3
"705","2019-11-12",2.76
"706","2019-11-13",2.68
"707","2019-11-14",2.51
"708","2019-11-15",2.48
"709","2019-11-18",2.62
"710","2019-11-19",2.88
"711","2019-11-20",2.73
"712","2019-11-21",2.71
"713","2019-11-22",3
"714","2019-11-25",3.33
"715","2019-11-26",3.68
"716","2019-11-27",4.19
"717","2019-11-29",4.55
"718","2019-12-02",4.53
"719","2019-12-03",4.52
"720","2019-12-04",4.48
"721","2019-12-05",4.31
"722","2019-12-06",4.57
"723","2019-12-09",3.23
"724","2019-12-10",3.65
"725","2019-12-11",3.4
"726","2019-12-12",3.4
"727","2019-12-13",3.35
"728","2019-12-16",3.3
"729","2019-12-17",2.88
"730","2019-12-18",2.97
"731","2019-12-19",3.38
"732","2019-12-20",3.3
"733","2019-12-23",3.95
"734","2019-12-24",3.82
"735","2019-12-26",3.86
"736","2019-12-27",3.7
"737","2019-12-30",3.63
"738","2019-12-31",3.82
"739","2020-01-02",3.71
"740","2020-01-03",3.64
"741","2020-01-06",3.7
"742","2020-01-07",3.66
"743","2020-01-08",3.54
"744","2020-01-09",3.64
"745","2020-01-10",3.55
"746","2020-01-13",3.83
"747","2020-01-14",3.72
"748","2020-01-15",3.68
"749","2020-01-16",4.1
"750","2020-01-17",3.8
"751","2020-01-21",4.47
"752","2020-01-22",4.39
"753","2020-01-23",4.28
"754","2020-01-24",3.93
"755","2020-01-27",3.75
"756","2020-01-28",3.84
"757","2020-01-29",3.82
"758","2020-01-30",3.7
"759","2020-01-31",3.55
"760","2020-02-03",3.63
"761","2020-02-04",3.58
"762","2020-02-05",3.93
"763","2020-02-06",3.78
"764","2020-02-07",3.64
"765","2020-02-10",3.61
"766","2020-02-11",3.55
"767","2020-02-12",3.56
"768","2020-02-13",3.42
"769","2020-02-14",3.48
"770","2020-02-18",3.5
"771","2020-02-19",3.45
"772","2020-02-20",3.43
"773","2020-02-21",3.44
"774","2020-02-24",3.34
"775","2020-02-25",3.09
"776","2020-02-26",3.22
"777","2020-02-27",3.06
"778","2020-02-28",3.03
"779","2020-03-02",3.07
"780","2020-03-03",3.09
"781","2020-03-04",3.17
"782","2020-03-05",2.82
"783","2020-03-06",3.43
"784","2020-03-09",2.98
"785","2020-03-10",2.98
"786","2020-03-11",2.57
"787","2020-03-12",2.06
"788","2020-03-13",2.05
"789","2020-03-16",1.87
"790","2020-03-17",2.07
"791","2020-03-18",2.02
"792","2020-03-19",2.08
"793","2020-03-20",2.04
"794","2020-03-23",1.97
"795","2020-03-24",2.07
"796","2020-03-25",2.28
"797","2020-03-26",2.386
"798","2020-03-27",2.45
"799","2020-03-30",2.37
"800","2020-03-31",2.41
"801","2020-04-01",2.16
"802","2020-04-02",2.16
"803","2020-04-03",2.09
"804","2020-04-06",2.25
"805","2020-04-07",2.12
"806","2020-04-08",2.21
"807","2020-04-09",2.35
"808","2020-04-13",2.41
"809","2020-04-14",2.3
"810","2020-04-15",2.2
"811","2020-04-16",2.01
"812","2020-04-17",2.09
"813","2020-04-20",2.1
"814","2020-04-21",2.14
"815","2020-04-22",2.27
"816","2020-04-23",2.36
"817","2020-04-24",2.21
"818","2020-04-27",2.17
"819","2020-04-28",2.36
"820","2020-04-29",2.55
"821","2020-04-30",2.62
"822","2020-05-01",2.35
"823","2020-05-04",2.41
"824","2020-05-05",2.95
"825","2020-05-06",2.86
"826","2020-05-07",3.05
"827","2020-05-08",3.36
"828","2020-05-11",3.76
"829","2020-05-12",3.57
"830","2020-05-13",3.58
"831","2020-05-14",3.66
"832","2020-05-15",3.73
"833","2020-05-18",3.81
"834","2020-05-19",3.76
"835","2020-05-20",3.97
"836","2020-05-21",4.35
"837","2020-05-22",4.12
"838","2020-05-26",4.24
"839","2020-05-27",4.1
"840","2020-05-28",3.93
"841","2020-05-29",3.74
"842","2020-06-01",4.42
"843","2020-06-02",4.67
"844","2020-06-03",5.3
"845","2020-06-04",5.06
"846","2020-06-05",4.79
"847","2020-06-08",5.64
"848","2020-06-09",5.65
"849","2020-06-10",5.51
"850","2020-06-11",5
"851","2020-06-12",5.42
"852","2020-06-15",5.47
"853","2020-06-16",5.55
"854","2020-06-17",5.43
"855","2020-06-18",5.59
"856","2020-06-19",5.83
"857","2020-06-22",5.76
"858","2020-06-23",5.68
"859","2020-06-24",5.74
"860","2020-06-25",5.95
"861","2020-06-26",5.71
"862","2020-06-29",5.19
"863","2020-06-30",5.89
"864","2020-07-01",5.96
"865","2020-07-02",6.15
"866","2020-07-06",3.245
"867","2020-07-07",2.98
"868","2020-07-08",2.98
"869","2020-07-09",2.79
"870","2020-07-10",2.66
"871","2020-07-13",2.66
"872","2020-07-14",2.9
"873","2020-07-15",2.98
"874","2020-07-16",2.94
"875","2020-07-17",2.9
"876","2020-07-20",2.74
"877","2020-07-21",2.67
"878","2020-07-22",2.7
"879","2020-07-23",2.69
"880","2020-07-24",2.78
"881","2020-07-27",2.65
"882","2020-07-28",2.64
"883","2020-07-29",2.62
"884","2020-07-30",2.62
"885","2020-07-31",2.54
"886","2020-08-03",2.6
"887","2020-08-04",2.69
"888","2020-08-05",2.7
"889","2020-08-06",2.69
"890","2020-08-07",2.66
"891","2020-08-10",2.93
"892","2020-08-11",2.68
"893","2020-08-12",2.7
"894","2020-08-13",2.75
"895","2020-08-14",2.79
"896","2020-08-17",2.96
"897","2020-08-18",2.92
"898","2020-08-19",3.11
"899","2020-08-20",2.81
"900","2020-08-21",2.72
"901","2020-08-24",2.6
"902","2020-08-25",2.67
"903","2020-08-26",2.72
"904","2020-08-27",2.6
"905","2020-08-28",2.75
"906","2020-08-31",2.84
"907","2020-09-01",2.74
"908","2020-09-02",2.79
"909","2020-09-03",2.69
"910","2020-09-04",2.8
"911","2020-09-08",2.75
"912","2020-09-09",2.81
"913","2020-09-10",2.77
"914","2020-09-11",2.76
"915","2020-09-14",2.79
"916","2020-09-15",2.77
"917","2020-09-16",2.91
"918","2020-09-17",2.9
"919","2020-09-18",2.98
"920","2020-09-21",2.82
"921","2020-09-22",2.77
"922","2020-09-23",2.605
"923","2020-09-24",2.48
"924","2020-09-25",2.46
"925","2020-09-28",2.46
"926","2020-09-29",2.48
"927","2020-09-30",2.48
"928","2020-10-01",2.4
"929","2020-10-02",2.42
"930","2020-10-05",2.52
"931","2020-10-06",2.55
"932","2020-10-07",2.47
"933","2020-10-08",2.45
"934","2020-10-09",2.47
"935","2020-10-12",2.45
"936","2020-10-13",2.5
"937","2020-10-14",2.48
"938","2020-10-15",2.48
"939","2020-10-16",2.46
"940","2020-10-19",2.37
"941","2020-10-20",2.37
"942","2020-10-21",2.26
"943","2020-10-22",2.19
"944","2020-10-23",2.17
"945","2020-10-26",2.17
"946","2020-10-27",2.2
"947","2020-10-28",2.15
"948","2020-10-29",2.05
"949","2020-10-30",1.89
"950","2020-11-02",1.93
"951","2020-11-03",1.92
"952","2020-11-04",2.03
"953","2020-11-05",2.1
"954","2020-11-06",1.97
"955","2020-11-09",1.96
"956","2020-11-10",2.04
"957","2020-11-11",2.05
"958","2020-11-12",2.06
"959","2020-11-13",2.07
"960","2020-11-16",2.11
"961","2020-11-17",2.17
"962","2020-11-18",2.07
"963","2020-11-19",2
"964","2020-11-20",1.98
"965","2020-11-23",1.91
"966","2020-11-24",1.93
"967","2020-11-25",1.95
"968","2020-11-27",2.05
