"","date","FLXS"
"150","2007-08-07",13.93
"151","2007-08-08",13.65
"152","2007-08-09",13.06
"153","2007-08-10",12.92
"154","2007-08-13",13
"155","2007-08-14",13.27
"156","2007-08-15",13.28
"157","2007-08-16",13.44
"158","2007-08-17",13.69
"159","2007-08-20",13.95
"160","2007-08-21",13.95
"161","2007-08-22",13.97
"162","2007-08-23",14.23
"163","2007-08-24",14.22
"164","2007-08-27",14.21
"165","2007-08-28",14.08
"166","2007-08-29",14.08
"167","2007-08-30",13.91
"168","2007-08-31",14.22
"169","2007-09-04",14.52
"170","2007-09-05",14.43
"171","2007-09-06",14.31
"172","2007-09-07",14.42
"173","2007-09-10",14.5
"174","2007-09-11",14.09
"175","2007-09-12",14.18
"176","2007-09-13",13.9
"177","2007-09-14",13.99
"178","2007-09-17",13.98
"179","2007-09-18",14.05
"180","2007-09-19",14.18
"181","2007-09-20",14.21
"182","2007-09-21",14.36
"183","2007-09-24",14.51
"184","2007-09-25",14.4
"185","2007-09-26",14.36
"186","2007-09-27",14.15
"187","2007-09-28",14.09
"188","2007-10-01",14.36
"189","2007-10-02",14.38
"190","2007-10-03",14.23
"191","2007-10-04",14.23
"192","2007-10-05",14.25
"193","2007-10-08",14.21
"194","2007-10-09",14.24
"195","2007-10-10",14.25
"196","2007-10-11",14.25
"197","2007-10-12",14.23
"198","2007-10-15",14.25
"199","2007-10-16",14.21
"200","2007-10-17",14.19
"201","2007-10-18",14.14
"202","2007-10-19",14.84
"203","2007-10-22",14.75
"204","2007-10-23",14.69
"205","2007-10-24",14.23
"206","2007-10-25",14.54
"207","2007-10-26",14.53
"208","2007-10-29",14.48
"209","2007-10-30",14.31
"210","2007-10-31",14.1
"211","2007-11-01",14.24
"212","2007-11-02",14.48
"213","2007-11-05",14.39
"214","2007-11-06",13.96
"215","2007-11-07",13.84
"216","2007-11-08",13.46
"217","2007-11-09",13.3
"218","2007-11-12",13.48
"219","2007-11-13",13.24
"220","2007-11-14",13.05
"221","2007-11-15",13.01
"222","2007-11-16",13.09
"223","2007-11-19",12.9
"224","2007-11-20",12.9
"225","2007-11-21",12.51
"226","2007-11-23",12.48
"227","2007-11-26",12.5
"228","2007-11-27",12.12
"229","2007-11-28",12.24
"230","2007-11-29",12.18
"231","2007-11-30",12.94
"232","2007-12-03",12.89
"233","2007-12-04",12.28
"234","2007-12-05",12.1
"235","2007-12-06",12.33
"236","2007-12-07",12.07
"237","2007-12-10",12.35
"238","2007-12-11",12.74
"239","2007-12-12",12.64
"240","2007-12-13",12.74
"241","2007-12-14",12.63
"242","2007-12-17",12.75
"243","2007-12-18",12.12
"244","2007-12-19",12.07
"245","2007-12-20",12.19
"246","2007-12-21",12.43
"247","2007-12-24",12.68
"248","2007-12-26",12.25
"249","2007-12-27",12.14
"250","2007-12-28",12.05
"251","2007-12-31",12
"252","2008-01-02",11.91
"253","2008-01-03",11.98
"254","2008-01-04",12.3
"255","2008-01-07",11.91
"256","2008-01-08",12.09
"257","2008-01-09",11.52
"258","2008-01-10",11.47
"259","2008-01-11",11.28
"260","2008-01-14",11.28
"261","2008-01-15",12.69
"262","2008-01-16",12.15
"263","2008-01-17",11.69
"264","2008-01-18",11.38
"265","2008-01-22",11.4
"266","2008-01-23",11.38
"267","2008-01-24",12.09
"268","2008-01-25",12.12
"269","2008-01-28",12.01
"270","2008-01-29",12.28
"271","2008-01-30",12.5
"272","2008-01-31",12.86
"273","2008-02-01",12.98
"274","2008-02-04",13.84
"275","2008-02-05",14.05
"276","2008-02-06",14.18
"277","2008-02-07",13.5
"278","2008-02-08",13.91
"279","2008-02-11",14
"280","2008-02-12",13.69
"281","2008-02-13",13.38
"282","2008-02-14",13.95
"283","2008-02-15",13.8
"284","2008-02-19",13.97
"285","2008-02-20",13.85
"286","2008-02-21",13.74
"287","2008-02-22",13.99
"288","2008-02-25",13.38
"289","2008-02-26",13.29
"290","2008-02-27",13.5
"291","2008-02-28",13.3
"292","2008-02-29",13.4
"293","2008-03-03",13.84
"294","2008-03-04",13.49
"295","2008-03-05",13.5
"296","2008-03-06",13.44
"297","2008-03-07",12.75
"298","2008-03-10",12.87
"299","2008-03-11",12.46
"300","2008-03-12",12.46
"301","2008-03-13",13
"302","2008-03-14",12.86
"303","2008-03-17",12.8
"304","2008-03-18",13.34
"305","2008-03-19",13
"306","2008-03-20",13
"307","2008-03-24",13.22
"308","2008-03-25",14.5
"309","2008-03-26",13.33
"310","2008-03-27",13.47
"311","2008-03-28",13.2
"312","2008-03-31",13.48
"313","2008-04-01",13.5
"314","2008-04-02",13.89
"315","2008-04-03",13.27
"316","2008-04-04",13.24
"317","2008-04-07",13.25
"318","2008-04-08",13.29
"319","2008-04-09",13.4
"320","2008-04-10",13.25
"321","2008-04-11",13.25
"322","2008-04-14",13.27
"323","2008-04-15",13.6
"324","2008-04-16",13.25
"325","2008-04-17",13.2
"326","2008-04-18",12.7
"327","2008-04-21",12.53
"328","2008-04-22",11.4
"329","2008-04-23",11.15
"330","2008-04-24",11.15
"331","2008-04-25",11.47
"332","2008-04-28",11.25
"333","2008-04-29",11.15
"334","2008-04-30",11.15
"335","2008-05-01",11.15
"336","2008-05-02",11.55
"337","2008-05-05",11.85
"338","2008-05-06",11.9
"339","2008-05-07",11.9
"340","2008-05-08",11.99
"341","2008-05-09",11.99
"342","2008-05-12",11.55
"343","2008-05-13",11.53
"344","2008-05-14",11.4
"345","2008-05-15",11.37
"346","2008-05-16",11.31
"347","2008-05-19",11.98
"348","2008-05-20",11.25
"349","2008-05-21",11.98
"350","2008-05-22",12
"351","2008-05-23",11.16
"352","2008-05-27",11.76
"353","2008-05-28",11.76
"354","2008-05-29",11.69
"355","2008-05-30",11.5
"356","2008-06-02",11.55
"357","2008-06-03",11.54
"358","2008-06-04",11.26
"359","2008-06-05",11.32
"360","2008-06-06",11.75
"361","2008-06-09",11.61
"362","2008-06-10",11.3
"363","2008-06-11",11.63
"364","2008-06-12",12.02
"365","2008-06-13",12.2
"366","2008-06-16",12.48
"367","2008-06-17",12
"368","2008-06-18",11.8
"369","2008-06-19",12
"370","2008-06-20",11.57
"371","2008-06-23",11.98
"372","2008-06-24",11.49
"373","2008-06-25",11.6
"374","2008-06-26",11.31
"375","2008-06-27",11.06
"376","2008-06-30",11.25
"377","2008-07-01",11.25
"378","2008-07-02",11.3
"379","2008-07-03",11.25
"380","2008-07-07",11.33
"381","2008-07-08",11.3
"382","2008-07-09",11.3
"383","2008-07-10",11.25
"384","2008-07-11",11.06
"385","2008-07-14",11.14
"386","2008-07-15",11.04
"387","2008-07-16",11.01
"388","2008-07-17",11.44
"389","2008-07-18",11.3
"390","2008-07-21",11.75
"391","2008-07-22",11.75
"392","2008-07-23",11.49
"393","2008-07-24",11.92
"394","2008-07-25",11.36
"395","2008-07-28",11.36
"396","2008-07-29",11.31
"397","2008-07-30",11.88
"398","2008-07-31",11.22
"399","2008-08-01",11.22
"400","2008-08-04",11.11
"401","2008-08-05",11.39
"402","2008-08-06",11.27
"403","2008-08-07",11.12
"404","2008-08-08",11.12
"405","2008-08-11",11.11
"406","2008-08-12",11.05
"407","2008-08-13",11.05
"408","2008-08-14",11.3
"409","2008-08-15",11.11
"410","2008-08-18",11.36
"411","2008-08-19",11.1
"412","2008-08-20",11.1
"413","2008-08-21",11.06
"414","2008-08-22",11.06
"415","2008-08-25",11.06
"416","2008-08-26",11.21
"417","2008-08-27",11.06
"418","2008-08-28",11.23
"419","2008-08-29",11.25
"420","2008-09-02",11.13
"421","2008-09-03",11.18
"422","2008-09-04",11.09
"423","2008-09-05",11.08
"424","2008-09-08",11.25
"425","2008-09-09",11.25
"426","2008-09-10",11.15
"427","2008-09-11",11.08
"428","2008-09-12",11.08
"429","2008-09-15",11.25
"430","2008-09-16",11.01
"431","2008-09-17",11.01
"432","2008-09-18",11.08
"433","2008-09-19",10.97
"434","2008-09-22",10.6
"435","2008-09-23",10.65
"436","2008-09-24",10.65
"437","2008-09-25",10.65
"438","2008-09-26",10.55
"439","2008-09-29",9.68
"440","2008-09-30",10.15
"441","2008-10-01",10.09
"442","2008-10-02",10.5
"443","2008-10-03",10.32
"444","2008-10-06",10.74
"445","2008-10-07",10.12
"446","2008-10-08",10.12
"447","2008-10-09",10.09
"448","2008-10-10",9.75
"449","2008-10-13",9.94
"450","2008-10-14",9.71
"451","2008-10-15",9.69
"452","2008-10-16",9.69
"453","2008-10-17",10
"454","2008-10-20",9.88
"455","2008-10-21",10.14
"456","2008-10-22",10
"457","2008-10-23",9.65
"458","2008-10-24",9.6
"459","2008-10-27",8.69
"460","2008-10-28",8.7
"461","2008-10-29",8.25
"462","2008-10-30",7.48
"463","2008-10-31",8.13
"464","2008-11-03",8.49
"465","2008-11-04",7.93
"466","2008-11-05",8.23
"467","2008-11-06",7.9
"468","2008-11-07",7.76
"469","2008-11-10",7.78
"470","2008-11-11",7.5
"471","2008-11-12",7.6
"472","2008-11-13",7.7
"473","2008-11-14",7.75
"474","2008-11-17",7.5
"475","2008-11-18",7.73
"476","2008-11-19",7.31
"477","2008-11-20",6.8
"478","2008-11-21",6.8
"479","2008-11-24",6.78
"480","2008-11-25",6.9
"481","2008-11-26",6.78
"482","2008-11-28",6.92
"483","2008-12-01",6.92
"484","2008-12-02",6.92
"485","2008-12-03",6.81
"486","2008-12-04",7
"487","2008-12-05",6.81
"488","2008-12-08",6.81
"489","2008-12-09",6.96
"490","2008-12-10",7
"491","2008-12-11",6.81
"492","2008-12-12",7.02
"493","2008-12-15",7.18
"494","2008-12-16",7.22
"495","2008-12-17",7.2
"496","2008-12-18",6.86
"497","2008-12-19",7.5
"498","2008-12-22",7.01
"499","2008-12-23",6.86
"500","2008-12-24",7.41
"501","2008-12-26",7.1
"502","2008-12-29",7.06
"503","2008-12-30",6.68
"504","2008-12-31",6.69
"505","2009-01-02",7.02
"506","2009-01-05",7.35
"507","2009-01-06",7.05
"508","2009-01-07",6.81
"509","2009-01-08",7.05
"510","2009-01-09",6.81
"511","2009-01-12",6.76
"512","2009-01-13",6.8
"513","2009-01-14",7.5
"514","2009-01-15",7.33
"515","2009-01-16",7.33
"516","2009-01-20",7.9
"517","2009-01-21",7.9
"518","2009-01-22",7.31
"519","2009-01-23",7.02
"520","2009-01-26",7.39
"521","2009-01-27",7.01
"522","2009-01-28",7.89
"523","2009-01-29",7.83
"524","2009-01-30",7.1
"525","2009-02-02",6.95
"526","2009-02-03",6.77
"527","2009-02-04",6.68
"528","2009-02-05",6.55
"529","2009-02-06",6.54
"530","2009-02-09",6.54
"531","2009-02-10",6.56
"532","2009-02-11",6.5
"533","2009-02-12",6.5
"534","2009-02-13",6.44
"535","2009-02-17",6.31
"536","2009-02-18",6.25
"537","2009-02-19",6.25
"538","2009-02-20",6.41
"539","2009-02-23",6.24
"540","2009-02-24",6.06
"541","2009-02-25",6.05
"542","2009-02-26",6.35
"543","2009-02-27",6.05
"544","2009-03-02",5.75
"545","2009-03-03",5.8
"546","2009-03-04",5.73
"547","2009-03-05",5.57
"548","2009-03-06",5.17
"549","2009-03-09",5.15
"550","2009-03-10",5.16
"551","2009-03-11",5.32
"552","2009-03-12",5.42
"553","2009-03-13",5.18
"554","2009-03-16",5.47
"555","2009-03-17",5.47
"556","2009-03-18",5.18
"557","2009-03-19",5.2
"558","2009-03-20",5.11
"559","2009-03-23",5.18
"560","2009-03-24",5.33
"561","2009-03-25",5.18
"562","2009-03-26",5.19
"563","2009-03-27",5.2
"564","2009-03-30",5.15
"565","2009-03-31",5.15
"566","2009-04-01",5.15
"567","2009-04-02",5.45
"568","2009-04-03",5.47
"569","2009-04-06",5.48
"570","2009-04-07",5.03
"571","2009-04-08",5.5
"572","2009-04-09",6.01
"573","2009-04-13",6.52
"574","2009-04-14",6.96
"575","2009-04-15",6.96
"576","2009-04-16",6.6
"577","2009-04-17",6.28
"578","2009-04-20",6.28
"579","2009-04-21",6.32
"580","2009-04-22",6.64
"581","2009-04-23",6.68
"582","2009-04-24",6.32
"583","2009-04-27",6.63
"584","2009-04-28",6.32
"585","2009-04-29",6.71
"586","2009-04-30",7.11
"587","2009-05-01",6.71
"588","2009-05-04",7.1
"589","2009-05-05",6.88
"590","2009-05-06",7.54
"591","2009-05-07",7.97
"592","2009-05-08",8.12
"593","2009-05-11",6.92
"594","2009-05-12",7.73
"595","2009-05-13",7.6
"596","2009-05-14",7.6
"597","2009-05-15",6.96
"598","2009-05-18",6.99
"599","2009-05-19",7.4
"600","2009-05-20",7.24
"601","2009-05-21",7.06
"602","2009-05-22",7.43
"603","2009-05-26",7.51
"604","2009-05-27",7.6
"605","2009-05-28",7.66
"606","2009-05-29",7.81
"607","2009-06-01",7.51
"608","2009-06-02",7.57
"609","2009-06-03",7.47
"610","2009-06-04",8.26
"611","2009-06-05",8.01
"612","2009-06-08",8.5
"613","2009-06-09",9
"614","2009-06-10",7.78
"615","2009-06-11",8.5
"616","2009-06-12",7.79
"617","2009-06-15",7.73
"618","2009-06-16",8
"619","2009-06-17",7.45
"620","2009-06-18",7.5
"621","2009-06-19",7.68
"622","2009-06-22",7.69
"623","2009-06-23",7.71
"624","2009-06-24",7.55
"625","2009-06-25",7.68
"626","2009-06-26",6.97
"627","2009-06-29",7.97
"628","2009-06-30",8.38
"629","2009-07-01",7.64
"630","2009-07-02",7.5
"631","2009-07-06",7.88
"632","2009-07-07",7.88
"633","2009-07-08",8.36
"634","2009-07-09",8.21
"635","2009-07-10",7.48
"636","2009-07-13",7.95
"637","2009-07-14",7.96
"638","2009-07-15",7.85
"639","2009-07-16",7.45
"640","2009-07-17",7.86
"641","2009-07-20",7.64
"642","2009-07-21",7.67
"643","2009-07-22",7.44
"644","2009-07-23",7.44
"645","2009-07-24",7.43
"646","2009-07-27",7.49
"647","2009-07-28",7.88
"648","2009-07-29",7.99
"649","2009-07-30",8.1
"650","2009-07-31",8.13
"651","2009-08-03",7.8
"652","2009-08-04",8.11
"653","2009-08-05",8.3
"654","2009-08-06",8.25
"655","2009-08-07",8.35
"656","2009-08-10",8.25
"657","2009-08-11",8.05
"658","2009-08-12",8.2
"659","2009-08-13",8.3
"660","2009-08-14",8.05
"661","2009-08-17",8.05
"662","2009-08-18",8.29
"663","2009-08-19",8
"664","2009-08-20",8.25
"665","2009-08-21",8.5
"666","2009-08-24",8.44
"667","2009-08-25",8.83
"668","2009-08-26",8.83
"669","2009-08-27",8.84
"670","2009-08-28",8.04
"671","2009-08-31",7.85
"672","2009-09-01",7.94
"673","2009-09-02",7.79
"674","2009-09-03",7.79
"675","2009-09-04",7.73
"676","2009-09-08",7.75
"677","2009-09-09",7.84
"678","2009-09-10",7.82
"679","2009-09-11",7.72
"680","2009-09-14",7.72
"681","2009-09-15",7.72
"682","2009-09-16",8.12
"683","2009-09-17",7.79
"684","2009-09-18",7.67
"685","2009-09-21",7.67
"686","2009-09-22",7.87
"687","2009-09-23",7.74
"688","2009-09-24",8.22
"689","2009-09-25",8.22
"690","2009-09-28",8.21
"691","2009-09-29",8.21
"692","2009-09-30",8.4
"693","2009-10-01",8.41
"694","2009-10-02",8.06
"695","2009-10-05",8.03
"696","2009-10-06",8.06
"697","2009-10-07",8.06
"698","2009-10-08",8.05
"699","2009-10-09",8.33
"700","2009-10-12",8.49
"701","2009-10-13",8.56
"702","2009-10-14",8.43
"703","2009-10-15",8.5
"704","2009-10-16",8.5
"705","2009-10-19",8.5
"706","2009-10-20",8.47
"707","2009-10-21",8.58
"708","2009-10-22",8.6
"709","2009-10-23",8.42
"710","2009-10-26",8.25
"711","2009-10-27",8.3
"712","2009-10-28",8.35
"713","2009-10-29",8.15
"714","2009-10-30",8.28
"715","2009-11-02",8.05
"716","2009-11-03",8.04
"717","2009-11-04",8.15
"718","2009-11-05",8.33
"719","2009-11-06",8.33
"720","2009-11-09",8.23
"721","2009-11-10",8.21
"722","2009-11-11",8.21
"723","2009-11-12",8.23
"724","2009-11-13",8.21
"725","2009-11-16",8.25
"726","2009-11-17",8.73
"727","2009-11-18",8.7
"728","2009-11-19",8.2
"729","2009-11-20",8.38
"730","2009-11-23",8.33
"731","2009-11-24",8.57
"732","2009-11-25",8.4
"733","2009-11-27",8.41
"734","2009-11-30",8.4
"735","2009-12-01",8.32
"736","2009-12-02",8.5
"737","2009-12-03",8.27
"738","2009-12-04",8.45
"739","2009-12-07",8.42
"740","2009-12-08",8.55
"741","2009-12-09",8.36
"742","2009-12-10",8.64
"743","2009-12-11",8.6
"744","2009-12-14",8.37
"745","2009-12-15",8.54
"746","2009-12-16",8.65
"747","2009-12-17",8.55
"748","2009-12-18",8.95
"749","2009-12-21",9
"750","2009-12-22",8.99
"751","2009-12-23",9
"752","2009-12-24",9.1
"753","2009-12-28",9.51
"754","2009-12-29",9.77
"755","2009-12-30",9.98
"756","2009-12-31",10.23
"757","2010-01-04",9.8
"758","2010-01-05",10.05
"759","2010-01-06",9.6
"760","2010-01-07",9.43
"761","2010-01-08",9.72
"762","2010-01-11",9.6
"763","2010-01-12",10
"764","2010-01-13",11.75
"765","2010-01-14",11.7
"766","2010-01-15",11.3
"767","2010-01-19",10.88
"768","2010-01-20",11.18
"769","2010-01-21",11.13
"770","2010-01-22",11.09
"771","2010-01-25",11.41
"772","2010-01-26",11.5
"773","2010-01-27",11.38
"774","2010-01-28",11.42
"775","2010-01-29",11.67
"776","2010-02-01",11.26
"777","2010-02-02",11.42
"778","2010-02-03",11.2
"779","2010-02-04",11.61
"780","2010-02-05",11.31
"781","2010-02-08",11.52
"782","2010-02-09",11.27
"783","2010-02-10",11.4
"784","2010-02-11",11.3
"785","2010-02-12",11.3
"786","2010-02-16",11.27
"787","2010-02-17",11.8
"788","2010-02-18",11.41
"789","2010-02-19",11.65
"790","2010-02-22",11.8
"791","2010-02-23",11.51
"792","2010-02-24",11.8
"793","2010-02-25",11.99
"794","2010-02-26",11.83
"795","2010-03-01",12.03
"796","2010-03-02",12.74
"797","2010-03-03",13.27
"798","2010-03-04",12.99
"799","2010-03-05",13.41
"800","2010-03-08",15.4
"801","2010-03-09",15.65
"802","2010-03-10",15.63
"803","2010-03-11",15.6
"804","2010-03-12",15.91
"805","2010-03-15",15.98
"806","2010-03-16",16.15
"807","2010-03-17",16.389999
"808","2010-03-18",16.25
"809","2010-03-19",16.32
"810","2010-03-22",16.200001
"811","2010-03-23",16.049999
"812","2010-03-24",15.84
"813","2010-03-25",15.37
"814","2010-03-26",14.2
"815","2010-03-29",13.35
"816","2010-03-30",12.92
"817","2010-03-31",13.59
"818","2010-04-01",13.6
"819","2010-04-05",13.87
"820","2010-04-06",13.94
"821","2010-04-07",14.63
"822","2010-04-08",14.95
"823","2010-04-09",15.08
"824","2010-04-12",15.45
"825","2010-04-13",15.45
"826","2010-04-14",15.36
"827","2010-04-15",15.41
"828","2010-04-16",15.3
"829","2010-04-19",15.17
"830","2010-04-20",15.43
"831","2010-04-21",15.39
"832","2010-04-22",15.45
"833","2010-04-23",15.45
"834","2010-04-26",15.44
"835","2010-04-27",15.4
"836","2010-04-28",15.21
"837","2010-04-29",14.94
"838","2010-04-30",14.01
"839","2010-05-03",13.42
"840","2010-05-04",13.47
"841","2010-05-05",12.61
"842","2010-05-06",12.61
"843","2010-05-07",12.6
"844","2010-05-10",13.36
"845","2010-05-11",13.85
"846","2010-05-12",13.25
"847","2010-05-13",12.87
"848","2010-05-14",12.75
"849","2010-05-17",13.24
"850","2010-05-18",12.71
"851","2010-05-19",12.31
"852","2010-05-20",12.05
"853","2010-05-21",12.05
"854","2010-05-24",11.77
"855","2010-05-25",11.85
"856","2010-05-26",12.93
"857","2010-05-27",12.85
"858","2010-05-28",11.78
"859","2010-06-01",11.14
"860","2010-06-02",11.64
"861","2010-06-03",11.4
"862","2010-06-04",11.46
"863","2010-06-07",11.23
"864","2010-06-08",11.29
"865","2010-06-09",11.7
"866","2010-06-10",11.7
"867","2010-06-11",11.69
"868","2010-06-14",11.9
"869","2010-06-15",11.97
"870","2010-06-16",11.06
"871","2010-06-17",11.14
"872","2010-06-18",11.38
"873","2010-06-21",11.67
"874","2010-06-22",11.42
"875","2010-06-23",11.49
"876","2010-06-24",11.25
"877","2010-06-25",11.07
"878","2010-06-28",11.08
"879","2010-06-29",10.91
"880","2010-06-30",11
"881","2010-07-01",10.65
"882","2010-07-02",10.5
"883","2010-07-06",10.36
"884","2010-07-07",10.69
"885","2010-07-08",10.58
"886","2010-07-09",10.89
"887","2010-07-12",10.86
"888","2010-07-13",10.89
"889","2010-07-14",10.46
"890","2010-07-15",10.21
"891","2010-07-16",10.3
"892","2010-07-19",10.22
"893","2010-07-20",10.45
"894","2010-07-21",10.26
"895","2010-07-22",10.46
"896","2010-07-23",10.48
"897","2010-07-26",10.36
"898","2010-07-27",10.43
"899","2010-07-28",10.65
"900","2010-07-29",10.88
"901","2010-07-30",11.21
"902","2010-08-02",11.45
"903","2010-08-03",11.7
"904","2010-08-04",12.23
"905","2010-08-05",13.1
"906","2010-08-06",12.9
"907","2010-08-09",13.06
"908","2010-08-10",12.9
"909","2010-08-11",12.17
"910","2010-08-12",11.73
"911","2010-08-13",11.65
"912","2010-08-16",11.68
"913","2010-08-17",12.42
"914","2010-08-18",12.04
"915","2010-08-19",13.2
"916","2010-08-20",13.4
"917","2010-08-23",13.9
"918","2010-08-24",13.8
"919","2010-08-25",13.8
"920","2010-08-26",13.94
"921","2010-08-27",14
"922","2010-08-30",14.2
"923","2010-08-31",14.15
"924","2010-09-01",14.15
"925","2010-09-02",14.2
"926","2010-09-03",14.3
"927","2010-09-07",14.64
"928","2010-09-08",14.2
"929","2010-09-09",14.51
"930","2010-09-10",14.72
"931","2010-09-13",14.84
"932","2010-09-14",14.75
"933","2010-09-15",14.94
"934","2010-09-16",14.98
"935","2010-09-17",14.6
"936","2010-09-20",14.83
"937","2010-09-21",15.08
"938","2010-09-22",15
"939","2010-09-23",15.08
"940","2010-09-24",14.9
"941","2010-09-27",14.52
"942","2010-09-28",14.76
"943","2010-09-29",14.22
"944","2010-09-30",15.34
"945","2010-10-01",15.06
"946","2010-10-04",14.95
"947","2010-10-05",15.25
"948","2010-10-06",14.95
"949","2010-10-07",14.89
"950","2010-10-08",14.76
"951","2010-10-11",14.54
"952","2010-10-12",15.15
"953","2010-10-13",15.03
"954","2010-10-14",14.97
"955","2010-10-15",15.31
"956","2010-10-18",15.13
"957","2010-10-19",15.23
"958","2010-10-20",14.96
"959","2010-10-21",15.25
"960","2010-10-22",15
"961","2010-10-25",14.99
"962","2010-10-26",15
"963","2010-10-27",14.99
"964","2010-10-28",15
"965","2010-10-29",15.12
"966","2010-11-01",15
"967","2010-11-02",15.04
"968","2010-11-03",15.15
"969","2010-11-04",15.19
"970","2010-11-05",15.58
"971","2010-11-08",15.73
"972","2010-11-09",15.5
"973","2010-11-10",15.37
"974","2010-11-11",15.4
"975","2010-11-12",15.11
"976","2010-11-15",15.42
"977","2010-11-16",15.17
"978","2010-11-17",15.28
"979","2010-11-18",15.93
"980","2010-11-19",16.82
"981","2010-11-22",17.5
"982","2010-11-23",17.200001
"983","2010-11-24",17.24
"984","2010-11-26",17.34
"985","2010-11-29",17.309999
"986","2010-11-30",17.299999
"987","2010-12-01",17.24
"988","2010-12-02",17.190001
"989","2010-12-03",17.16
"990","2010-12-06",17.23
"991","2010-12-07",17.23
"992","2010-12-08",17.209999
"993","2010-12-09",17.200001
"994","2010-12-10",17.389999
"995","2010-12-13",17.309999
"996","2010-12-14",17.23
"997","2010-12-15",17.25
"998","2010-12-16",16.84
"999","2010-12-17",16.889999
"1000","2010-12-20",16.73
"1001","2010-12-21",16.73
"1002","2010-12-22",16.84
"1003","2010-12-23",16.709999
