"","date","VTSI"
"89","2013-02-04",1.058
"90","2013-02-05",1.058
"91","2013-02-06",1
"92","2013-02-07",0.998
"93","2013-02-08",0.94
"94","2013-02-11",0.928
"95","2013-02-12",0.91
"96","2013-02-13",0.91
"97","2013-02-14",0.91
"98","2013-02-15",0.958
"99","2013-02-19",0.94
"100","2013-02-20",0.95
"101","2013-02-21",1.06
"102","2013-02-22",0.94
"103","2013-02-25",1.08
"104","2013-02-26",1
"105","2013-02-27",1
"106","2013-02-28",0.98
"107","2013-03-01",0.96
"108","2013-03-04",0.942
"109","2013-03-05",0.942
"110","2013-03-06",0.98
"111","2013-03-07",0.9
"112","2013-03-08",0.88
"113","2013-03-11",0.978
"114","2013-03-12",0.978
"115","2013-03-13",1
"116","2013-03-14",0.88
"117","2013-03-15",0.88
"118","2013-03-18",0.88
"119","2013-03-19",0.92
"120","2013-03-20",1
"121","2013-03-21",0.94
"122","2013-03-22",1
"123","2013-03-25",0.9
"124","2013-03-26",0.98
"125","2013-03-27",0.9
"126","2013-03-28",0.96
"127","2013-04-01",0.84
"128","2013-04-02",0.84
"129","2013-04-03",0.84
"130","2013-04-04",0.9
"131","2013-04-05",0.92
"132","2013-04-08",0.92
"133","2013-04-09",0.92
"134","2013-04-10",0.92
"135","2013-04-11",0.86
"136","2013-04-12",0.92
"137","2013-04-15",0.92
"138","2013-04-16",0.96
"139","2013-04-17",0.96
"140","2013-04-18",0.98
"141","2013-04-19",0.98
"142","2013-04-22",0.98
"143","2013-04-23",0.844
"144","2013-04-24",0.96
"145","2013-04-25",0.98
"146","2013-04-26",0.98
"147","2013-04-29",0.98
"148","2013-04-30",1.02
"149","2013-05-01",1.02
"150","2013-05-02",1
"151","2013-05-03",1.05
"152","2013-05-06",1.12
"153","2013-05-07",0.94
"154","2013-05-08",1.18
"155","2013-05-09",0.852
"156","2013-05-10",0.9
"157","2013-05-13",0.994
"158","2013-05-14",0.96
"159","2013-05-15",0.996
"160","2013-05-16",0.996
"161","2013-05-17",1
"162","2013-05-20",1
"163","2013-05-21",1
"164","2013-05-22",1.04
"165","2013-05-23",0.924
"166","2013-05-24",0.94
"167","2013-05-28",1.04
"168","2013-05-29",1.14
"169","2013-05-30",1.14
"170","2013-05-31",1.14
"171","2013-06-03",1.194
"172","2013-06-04",1.02
"173","2013-06-05",1.02
"174","2013-06-06",1.02
"175","2013-06-07",1.13
"176","2013-06-10",1.13
"177","2013-06-11",1.13
"178","2013-06-12",1.022
"179","2013-06-13",1.128
"180","2013-06-14",1.128
"181","2013-06-17",1.026
"182","2013-06-18",1.06
"183","2013-06-19",1.02
"184","2013-06-20",0.94
"185","2013-06-21",1.08
"186","2013-06-24",1.058
"187","2013-06-25",0.942
"188","2013-06-26",0.942
"189","2013-06-27",0.96
"190","2013-06-28",0.96
"191","2013-07-01",0.922
"192","2013-07-02",0.9
"193","2013-07-03",1.098
"194","2013-07-05",1.08
"195","2013-07-08",0.902
"196","2013-07-09",1.1
"197","2013-07-10",1.02
"198","2013-07-11",1.09
"199","2013-07-12",1.09
"200","2013-07-15",1.1
"201","2013-07-16",1.1
"202","2013-07-17",1.1
"203","2013-07-18",1
"204","2013-07-19",0.942
"205","2013-07-22",0.962
"206","2013-07-23",1
"207","2013-07-24",1
"208","2013-07-25",1.06
"209","2013-07-26",1.1
"210","2013-07-29",1.1
"211","2013-07-30",0.94
"212","2013-07-31",1.1
"213","2013-08-01",1
"214","2013-08-02",1
"215","2013-08-05",1.1
"216","2013-08-06",1.058
"217","2013-08-07",0.9
"218","2013-08-08",0.9
"219","2013-08-09",1
"220","2013-08-12",0.78
"221","2013-08-13",0.84
"222","2013-08-14",0.95
"223","2013-08-15",0.96
"224","2013-08-16",0.96
"225","2013-08-19",0.96
"226","2013-08-20",0.96
"227","2013-08-21",0.8
"228","2013-08-22",0.88
"229","2013-08-23",0.94
"230","2013-08-26",0.9
"231","2013-08-27",0.808
"232","2013-08-28",0.9
"233","2013-08-29",0.9
"234","2013-08-30",0.98
"235","2013-09-03",0.978
"236","2013-09-04",0.978
"237","2013-09-05",0.862
"238","2013-09-06",0.9
"239","2013-09-09",0.862
"240","2013-09-10",0.862
"241","2013-09-11",0.898
"242","2013-09-12",0.94
"243","2013-09-13",0.94
"244","2013-09-16",0.84
"245","2013-09-17",0.9
"246","2013-09-18",0.872
"247","2013-09-19",0.88
"248","2013-09-20",0.9
"249","2013-09-23",0.9
"250","2013-09-24",0.9
"251","2013-09-25",0.976
"252","2013-09-26",0.84
"253","2013-09-27",0.874
"254","2013-09-30",0.86
"255","2013-10-01",0.9
"256","2013-10-02",0.9
"257","2013-10-03",0.86
"258","2013-10-04",0.86
"259","2013-10-07",0.832
"260","2013-10-08",0.82
"261","2013-10-09",0.82
"262","2013-10-10",0.82
"263","2013-10-11",0.898
"264","2013-10-14",0.888
"265","2013-10-15",0.82
"266","2013-10-16",0.884
"267","2013-10-17",0.84
"268","2013-10-18",0.82
"269","2013-10-21",0.82
"270","2013-10-22",0.8
"271","2013-10-23",0.86
"272","2013-10-24",0.8
"273","2013-10-25",0.85
"274","2013-10-28",0.8
"275","2013-10-29",0.8
"276","2013-10-30",0.848
"277","2013-10-31",0.76
"278","2013-11-01",0.762
"279","2013-11-04",0.848
"280","2013-11-05",0.78
"281","2013-11-06",0.8
"282","2013-11-07",0.76
"283","2013-11-08",0.78
"284","2013-11-11",0.8
"285","2013-11-12",0.78
"286","2013-11-13",0.78
"287","2013-11-14",0.8
"288","2013-11-15",0.92
"289","2013-11-18",0.802
"290","2013-11-19",0.92
"291","2013-11-20",0.88
"292","2013-11-21",0.88
"293","2013-11-22",0.94
"294","2013-11-25",1.1
"295","2013-11-26",1.162
"296","2013-11-27",1.1
"297","2013-11-29",1.18
"298","2013-12-02",1.2
"299","2013-12-03",1.18
"300","2013-12-04",1.22
"301","2013-12-05",1.1
"302","2013-12-06",1.2
"303","2013-12-09",1.236
"304","2013-12-10",1.236
"305","2013-12-11",1.1
"306","2013-12-12",1.082
"307","2013-12-13",1.2
"308","2013-12-16",1.248
"309","2013-12-17",1.18
"310","2013-12-18",1.18
"311","2013-12-19",1.22
"312","2013-12-20",1.28
"313","2013-12-23",1.284
"314","2013-12-24",1.358
"315","2013-12-26",1.3
"316","2013-12-27",1.242
"317","2013-12-30",1.242
"318","2013-12-31",1.24
"319","2014-01-02",1.36
"320","2014-01-03",1.2
"321","2014-01-06",1.18
"322","2014-01-07",1.2
"323","2014-01-08",1.358
"324","2014-01-09",1.164
"325","2014-01-10",1.18
"326","2014-01-13",1.2
"327","2014-01-14",1.26
"328","2014-01-15",1.206
"329","2014-01-16",1.3
"330","2014-01-17",1.26
"331","2014-01-21",1.288
"332","2014-01-22",1.1
"333","2014-01-23",1.11
"334","2014-01-24",1.16
"335","2014-01-27",1.102
"336","2014-01-28",1.2
"337","2014-01-29",1.2
"338","2014-01-30",1.198
"339","2014-01-31",1.198
"340","2014-02-03",1.196
"341","2014-02-04",1.104
"342","2014-02-05",1.082
"343","2014-02-06",1.2
"344","2014-02-07",1.156
"345","2014-02-10",1.2
"346","2014-02-11",1.3
"347","2014-02-12",1.36
"348","2014-02-13",1.36
"349","2014-02-14",1.35
"350","2014-02-18",1.2
"351","2014-02-19",1.204
"352","2014-02-20",1.204
"353","2014-02-21",1.2
"354","2014-02-24",1.2
"355","2014-02-25",1.202
"356","2014-02-26",1.16
"357","2014-02-27",1.2
"358","2014-02-28",1.2
"359","2014-03-03",1.2
"360","2014-03-04",1.18
"361","2014-03-05",1.18
"362","2014-03-06",1.18
"363","2014-03-07",1.124
"364","2014-03-10",1.14
"365","2014-03-11",1.2
"366","2014-03-12",1.2
"367","2014-03-13",1.2
"368","2014-03-14",1.2
"369","2014-03-17",1.2
"370","2014-03-18",1.2
"371","2014-03-19",1.298
"372","2014-03-20",1.296
"373","2014-03-21",1.152
"374","2014-03-24",1.2
"375","2014-03-25",1.198
"376","2014-03-26",1.202
"377","2014-03-27",1.3
"378","2014-03-28",1.222
"379","2014-03-31",1.42
"380","2014-04-01",1.448
"381","2014-04-02",1.46
"382","2014-04-03",1.44
"383","2014-04-04",1.36
"384","2014-04-07",1.3
"385","2014-04-08",1.282
"386","2014-04-09",1.398
"387","2014-04-10",1.32
"388","2014-04-11",1.32
"389","2014-04-14",1.32
"390","2014-04-15",1.38
"391","2014-04-16",1.44
"392","2014-04-17",1.42
"393","2014-04-21",1.372
"394","2014-04-22",1.3
"395","2014-04-23",1.396
"396","2014-04-24",1.376
"397","2014-04-25",1.32
"398","2014-04-28",1.35
"399","2014-04-29",1.28
"400","2014-04-30",1.3
"401","2014-05-01",1.38
"402","2014-05-02",1.5
"403","2014-05-05",1.67
"404","2014-05-06",1.6
"405","2014-05-07",1.53
"406","2014-05-08",1.6
"407","2014-05-09",1.52
"408","2014-05-12",1.6
"409","2014-05-13",1.7
"410","2014-05-14",1.66
"411","2014-05-15",1.35
"412","2014-05-16",1.22
"413","2014-05-19",1.248
"414","2014-05-20",1.21
"415","2014-05-21",1.14
"416","2014-05-22",1.14
"417","2014-05-23",1.102
"418","2014-05-27",1.124
"419","2014-05-28",1.062
"420","2014-05-29",1.156
"421","2014-05-30",1.08
"422","2014-06-02",1.042
"423","2014-06-03",1.1
"424","2014-06-04",1.028
"425","2014-06-05",1.158
"426","2014-06-06",1.158
"427","2014-06-09",1.118
"428","2014-06-10",1.034
"429","2014-06-11",1.06
"430","2014-06-12",1.138
"431","2014-06-13",1.02
"432","2014-06-16",1.076
"433","2014-06-17",1.074
"434","2014-06-18",1.072
"435","2014-06-19",1.02
"436","2014-06-20",0.974
"437","2014-06-23",0.862
"438","2014-06-24",0.95
"439","2014-06-25",0.96
"440","2014-06-26",0.824
"441","2014-06-27",0.868
"442","2014-06-30",0.872
"443","2014-07-01",0.96
"444","2014-07-02",0.98
"445","2014-07-03",0.98
"446","2014-07-07",0.87
"447","2014-07-08",0.938
"448","2014-07-09",0.916
"449","2014-07-10",0.91
"450","2014-07-11",0.99
"451","2014-07-14",0.932
"452","2014-07-15",0.908
"453","2014-07-16",0.934
"454","2014-07-17",0.914
"455","2014-07-18",0.8
"456","2014-07-21",0.858
"457","2014-07-22",0.996
"458","2014-07-23",1.026
"459","2014-07-24",0.94
"460","2014-07-25",0.94
"461","2014-07-28",1.04
"462","2014-07-29",1.1
"463","2014-07-30",1.134
"464","2014-07-31",1.066
"465","2014-08-01",1.12
"466","2014-08-04",1.064
"467","2014-08-05",1.14
"468","2014-08-06",1.12
"469","2014-08-07",1.04
"470","2014-08-08",1.07
"471","2014-08-11",1.1
"472","2014-08-12",1.194
"473","2014-08-13",1.19
"474","2014-08-14",1.04
"475","2014-08-15",1.024
"476","2014-08-18",1.118
"477","2014-08-19",1.118
"478","2014-08-20",1.096
"479","2014-08-21",1.064
"480","2014-08-22",1.04
"481","2014-08-25",1.11
"482","2014-08-26",1.062
"483","2014-08-27",1.062
"484","2014-08-28",1.04
"485","2014-08-29",1.04
"486","2014-09-02",1.04
"487","2014-09-03",1.04
"488","2014-09-04",1.022
"489","2014-09-05",1.022
"490","2014-09-08",1.024
"491","2014-09-09",1.03
"492","2014-09-10",1.024
"493","2014-09-11",1.024
"494","2014-09-12",1.02
"495","2014-09-15",1.196
"496","2014-09-16",1.198
"497","2014-09-17",1.144
"498","2014-09-18",1.48
"499","2014-09-19",1.44
"500","2014-09-22",1.72
"501","2014-09-23",1.56
"502","2014-09-24",1.66
"503","2014-09-25",2
"504","2014-09-26",2.14
"505","2014-09-29",2.002
"506","2014-09-30",2.14
"507","2014-10-01",2.14
"508","2014-10-02",2.1
"509","2014-10-03",2.1
"510","2014-10-06",2.044
"511","2014-10-07",2.024
"512","2014-10-08",2
"513","2014-10-09",2.04
"514","2014-10-10",1.98
"515","2014-10-13",1.944
"516","2014-10-14",1.85
"517","2014-10-15",1.826
"518","2014-10-16",2.1
"519","2014-10-17",2.3
"520","2014-10-20",2.56
"521","2014-10-21",2.8
"522","2014-10-22",2.68
"523","2014-10-23",2.7
"524","2014-10-24",2.742
"525","2014-10-27",2.84
"526","2014-10-28",2.83
"527","2014-10-29",2.712
"528","2014-10-30",2.608
"529","2014-10-31",2.658
"530","2014-11-03",2.6
"531","2014-11-04",2.6
"532","2014-11-05",2.6
"533","2014-11-06",2.62
"534","2014-11-07",2.58
"535","2014-11-10",2.58
"536","2014-11-11",2.608
"537","2014-11-12",2.6
"538","2014-11-13",2.6
"539","2014-11-14",2.598
"540","2014-11-17",2.598
"541","2014-11-18",2.5
"542","2014-11-19",2.6
"543","2014-11-20",2.52
"544","2014-11-21",2.58
"545","2014-11-24",2.472
"546","2014-11-25",2.5
"547","2014-11-26",2.62
"548","2014-11-28",2.6
"549","2014-12-01",2.64
"550","2014-12-02",2.8
"551","2014-12-03",2.72
"552","2014-12-04",2.72
"553","2014-12-05",2.78
"554","2014-12-08",2.82
"555","2014-12-09",2.8
"556","2014-12-10",2.8
"557","2014-12-11",2.8
"558","2014-12-12",2.9
"559","2014-12-15",2.7
"560","2014-12-16",2.84
"561","2014-12-17",2.6
"562","2014-12-18",2.7
"563","2014-12-19",2.8
"564","2014-12-22",2.64
"565","2014-12-23",2.7
"566","2014-12-24",2.7
"567","2014-12-26",2.66
"568","2014-12-29",2.76
"569","2014-12-30",2.68
"570","2014-12-31",2.72
"571","2015-01-02",2.88
"572","2015-01-05",2.74
"573","2015-01-06",2.8
"574","2015-01-07",2.8
"575","2015-01-08",2.7
"576","2015-01-09",2.72
"577","2015-01-12",2.66
"578","2015-01-13",2.66
"579","2015-01-14",2.66
"580","2015-01-15",2.66
"581","2015-01-16",2.66
"582","2015-01-20",2.7
"583","2015-01-21",2.9
"584","2015-01-22",3.22
"585","2015-01-23",3.38
"586","2015-01-26",3.2
"587","2015-01-27",3.44
"588","2015-01-28",3.4
"589","2015-01-29",3.42
"590","2015-01-30",3.32
"591","2015-02-02",3.22
"592","2015-02-03",3.2
"593","2015-02-04",3.18
"594","2015-02-05",3.24
"595","2015-02-06",3.24
"596","2015-02-09",3.24
"597","2015-02-10",3.12
"598","2015-02-11",3.34
"599","2015-02-12",3.24
"600","2015-02-13",3.2
"601","2015-02-17",3.2
"602","2015-02-18",3.2
"603","2015-02-19",3.26
"604","2015-02-20",3.4
"605","2015-02-23",3.4
"606","2015-02-24",3.4
"607","2015-02-25",3.2
"608","2015-02-26",3.4
"609","2015-02-27",3.4
"610","2015-03-02",3.22
"611","2015-03-03",3.32
"612","2015-03-04",3.34
"613","2015-03-05",3.32
"614","2015-03-06",3.3
"615","2015-03-09",3.26
"616","2015-03-10",3.36
"617","2015-03-11",3.34
"618","2015-03-12",3.36
"619","2015-03-13",3.3
"620","2015-03-16",3.46
"621","2015-03-17",3.44
"622","2015-03-18",3.3
"623","2015-03-19",3.3
"624","2015-03-20",3.3
"625","2015-03-23",3.4
"626","2015-03-24",3.3
"627","2015-03-25",3.24
"628","2015-03-26",3.2
"629","2015-03-27",3.2
"630","2015-03-30",3.2
"631","2015-03-31",3.2
"632","2015-04-01",3.2
"633","2015-04-02",3.1
"634","2015-04-06",2.8
"635","2015-04-07",2.76
"636","2015-04-08",2.68
"637","2015-04-09",2.98
"638","2015-04-10",2.7
"639","2015-04-13",2.7
"640","2015-04-14",2.7
"641","2015-04-15",2.6
"642","2015-04-16",2.6
"643","2015-04-17",2.52
"644","2015-04-20",2.6
"645","2015-04-21",2.56
"646","2015-04-22",2.44
"647","2015-04-23",2.4
"648","2015-04-24",2.4
"649","2015-04-27",2.24
"650","2015-04-28",2.38
"651","2015-04-29",2.36
"652","2015-04-30",2.24
"653","2015-05-01",2.4
"654","2015-05-04",2.34
"655","2015-05-05",2.32
"656","2015-05-06",2.16
"657","2015-05-07",2.1
"658","2015-05-08",2.2
"659","2015-05-11",2.24
"660","2015-05-12",2.24
"661","2015-05-13",2.36
"662","2015-05-14",2.36
"663","2015-05-15",2.36
"664","2015-05-18",2.36
"665","2015-05-19",2.36
"666","2015-05-20",2.36
"667","2015-05-21",2.36
"668","2015-05-22",2.36
"669","2015-05-26",2.36
"670","2015-05-27",2.4
"671","2015-05-28",2.48
"672","2015-05-29",2.5
"673","2015-06-01",2.44
"674","2015-06-02",2.24
"675","2015-06-03",2.24
"676","2015-06-04",2.4
"677","2015-06-05",2.4
"678","2015-06-08",2.3
"679","2015-06-09",2.2
"680","2015-06-10",2.1
"681","2015-06-11",2.1
"682","2015-06-12",2.1
"683","2015-06-15",2.08
"684","2015-06-16",2.02
"685","2015-06-17",2.12
"686","2015-06-18",2.16
"687","2015-06-19",2.2
"688","2015-06-22",2.16
"689","2015-06-23",2.1
"690","2015-06-24",2.2
"691","2015-06-25",2.1
"692","2015-06-26",2.06
"693","2015-06-29",2
"694","2015-06-30",1.9
"695","2015-07-01",1.9
"696","2015-07-02",1.82
"697","2015-07-06",1.87
"698","2015-07-07",1.876
"699","2015-07-08",1.83
"700","2015-07-09",1.84
"701","2015-07-10",2
"702","2015-07-13",1.89
"703","2015-07-14",2
"704","2015-07-15",2.16
"705","2015-07-16",2.1
"706","2015-07-17",2.16
"707","2015-07-20",2.16
"708","2015-07-21",2
"709","2015-07-22",2.02
"710","2015-07-23",2.02
"711","2015-07-24",2
"712","2015-07-27",2.04
"713","2015-07-28",1.998
"714","2015-07-29",2
"715","2015-07-30",2.2
"716","2015-07-31",2.14
"717","2015-08-03",2.3
"718","2015-08-04",2.1
"719","2015-08-05",2.2
"720","2015-08-06",2
"721","2015-08-07",2.1
"722","2015-08-10",2.1
"723","2015-08-11",2.2
"724","2015-08-12",2.2
"725","2015-08-13",2
"726","2015-08-14",2.1
"727","2015-08-17",2.04
"728","2015-08-18",2.02
"729","2015-08-19",1.88
"730","2015-08-20",1.8
"731","2015-08-21",1.8
"732","2015-08-24",1.8
"733","2015-08-25",1.798
"734","2015-08-26",1.7
"735","2015-08-27",1.8
"736","2015-08-28",1.74
"737","2015-08-31",1.798
"738","2015-09-01",1.88
"739","2015-09-02",1.7
"740","2015-09-03",1.8
"741","2015-09-04",1.7
"742","2015-09-08",1.772
"743","2015-09-09",1.7
"744","2015-09-10",1.74
"745","2015-09-11",1.74
"746","2015-09-14",1.662
"747","2015-09-15",1.67
"748","2015-09-16",1.672
"749","2015-09-17",1.67
"750","2015-09-18",1.6
"751","2015-09-21",1.8
"752","2015-09-22",1.7
"753","2015-09-23",1.7
"754","2015-09-24",1.78
"755","2015-09-25",1.8
"756","2015-09-28",1.698
"757","2015-09-29",1.68
"758","2015-09-30",1.74
"759","2015-10-01",1.7
"760","2015-10-02",1.9
"761","2015-10-05",1.8
"762","2015-10-06",1.8
"763","2015-10-07",1.9
"764","2015-10-08",1.8
"765","2015-10-09",1.8
"766","2015-10-12",1.75
"767","2015-10-13",1.75
"768","2015-10-14",1.75
"769","2015-10-15",1.7
"770","2015-10-16",1.744
"771","2015-10-19",1.632
"772","2015-10-20",1.642
"773","2015-10-21",1.674
"774","2015-10-22",1.72
"775","2015-10-23",1.98
"776","2015-10-26",1.9
"777","2015-10-27",1.8
"778","2015-10-28",1.77
"779","2015-10-29",2
"780","2015-10-30",1.924
"781","2015-11-02",2.08
"782","2015-11-03",1.9
"783","2015-11-04",2.188
"784","2015-11-05",2.1
"785","2015-11-06",2.1
"786","2015-11-09",1.98
"787","2015-11-10",2.148
"788","2015-11-11",2.188
"789","2015-11-12",2.18
"790","2015-11-13",2.164
"791","2015-11-16",2.142
"792","2015-11-17",2.15
"793","2015-11-18",2.14
"794","2015-11-19",2.102
"795","2015-11-20",2.182
"796","2015-11-23",2.56
"797","2015-11-24",2.6
"798","2015-11-25",2.5
"799","2015-11-27",2.422
"800","2015-11-30",2.68
"801","2015-12-01",2.7
"802","2015-12-02",2.54
"803","2015-12-03",2.6
"804","2015-12-04",2.74
"805","2015-12-07",2.53
"806","2015-12-08",2.678
"807","2015-12-09",2.56
"808","2015-12-10",2.6
"809","2015-12-11",2.598
"810","2015-12-14",2.58
"811","2015-12-15",2.688
"812","2015-12-16",2.6
"813","2015-12-17",2.554
"814","2015-12-18",2.678
"815","2015-12-21",2.77
"816","2015-12-22",2.62
"817","2015-12-23",2.622
"818","2015-12-24",2.76
"819","2015-12-28",2.738
"820","2015-12-29",2.74
"821","2015-12-30",2.74
"822","2015-12-31",2.8
"823","2016-01-04",2.798
"824","2016-01-05",2.662
"825","2016-01-06",2.666
"826","2016-01-07",2.68
"827","2016-01-08",2.67
"828","2016-01-11",2.664
"829","2016-01-12",2.5
"830","2016-01-13",2.31
"831","2016-01-14",2.44
"832","2016-01-15",2.48
"833","2016-01-19",2.49
"834","2016-01-20",2.5
"835","2016-01-21",2.46
"836","2016-01-22",2.36
"837","2016-01-25",2.5
"838","2016-01-26",2.362
"839","2016-01-27",2.54
"840","2016-01-28",2.5
"841","2016-01-29",2.5
"842","2016-02-01",2.55
"843","2016-02-02",2.552
"844","2016-02-03",2.402
"845","2016-02-04",2.36
"846","2016-02-05",2.24
"847","2016-02-08",2.4
"848","2016-02-09",2.26
"849","2016-02-10",2.21
"850","2016-02-11",2.24
"851","2016-02-12",2.24
"852","2016-02-16",2.378
"853","2016-02-17",2.4
"854","2016-02-18",2.298
"855","2016-02-19",2.224
"856","2016-02-22",2.202
"857","2016-02-23",2.4
"858","2016-02-24",2.36
"859","2016-02-25",2.3
"860","2016-02-26",2.38
"861","2016-02-29",2.3
"862","2016-03-01",2.3
"863","2016-03-02",2.388
"864","2016-03-03",2.56
"865","2016-03-04",2.55
"866","2016-03-07",2.5
"867","2016-03-08",2.478
"868","2016-03-09",2.5
"869","2016-03-10",2.6
"870","2016-03-11",2.6
"871","2016-03-14",2.6
"872","2016-03-15",2.7
"873","2016-03-16",2.556
"874","2016-03-17",2.57
"875","2016-03-18",2.62
"876","2016-03-21",2.62
"877","2016-03-22",2.608
"878","2016-03-23",2.6
"879","2016-03-24",2.61
"880","2016-03-28",2.6
"881","2016-03-29",2.6
"882","2016-03-30",2.62
"883","2016-03-31",2.4
"884","2016-04-01",2.23
"885","2016-04-04",2.316
"886","2016-04-05",2.4
"887","2016-04-06",2.4
"888","2016-04-07",2.48
"889","2016-04-08",2.84
"890","2016-04-11",3
"891","2016-04-12",3.1
"892","2016-04-13",3.06
"893","2016-04-14",2.902
"894","2016-04-15",3
"895","2016-04-18",3.02
"896","2016-04-19",2.92
"897","2016-04-20",3.08
"898","2016-04-21",2.96
"899","2016-04-22",2.9
"900","2016-04-25",2.9
"901","2016-04-26",3
"902","2016-04-27",3.04
"903","2016-04-28",3.06
"904","2016-04-29",2.9
"905","2016-05-02",3.03
"906","2016-05-03",3
"907","2016-05-04",2.95
"908","2016-05-05",2.9
"909","2016-05-06",2.9
"910","2016-05-09",2.9
"911","2016-05-10",3
"912","2016-05-11",3
"913","2016-05-12",2.98
"914","2016-05-13",3.48
"915","2016-05-16",3.282
"916","2016-05-17",3.324
"917","2016-05-18",3.32
"918","2016-05-19",3.302
"919","2016-05-20",3.5
"920","2016-05-23",3.64
"921","2016-05-24",3.602
"922","2016-05-25",3.616
"923","2016-05-26",3.54
"924","2016-05-27",3.64
"925","2016-05-31",3.56
"926","2016-06-01",3.64
"927","2016-06-02",3.62
"928","2016-06-03",3.6
"929","2016-06-06",3.612
"930","2016-06-07",3.87
"931","2016-06-08",4.16
"932","2016-06-09",4.04
"933","2016-06-10",4
"934","2016-06-13",4
"935","2016-06-14",3.902
"936","2016-06-15",3.9
"937","2016-06-16",3.9
"938","2016-06-17",3.918
"939","2016-06-20",3.7
"940","2016-06-21",3.64
"941","2016-06-22",3.896
"942","2016-06-23",3.85
"943","2016-06-24",3.86
"944","2016-06-27",4
"945","2016-06-28",3.902
"946","2016-06-29",4.2
"947","2016-06-30",4
"948","2016-07-01",4.19
"949","2016-07-05",4.21
"950","2016-07-06",4.792
"951","2016-07-07",4.64
"952","2016-07-08",4.78
"953","2016-07-11",5
"954","2016-07-12",5
"955","2016-07-13",5
"956","2016-07-14",5
"957","2016-07-15",5.1
"958","2016-07-18",5.212
"959","2016-07-19",5
"960","2016-07-20",5.18
"961","2016-07-21",5.2
"962","2016-07-22",5.126
"963","2016-07-25",5.1
"964","2016-07-26",5.02
"965","2016-07-27",5.17
"966","2016-07-28",4.904
"967","2016-07-29",4.6
"968","2016-08-01",4.9
"969","2016-08-02",5
"970","2016-08-03",4.964
"971","2016-08-04",4.78
"972","2016-08-05",4.73
"973","2016-08-08",4.2
"974","2016-08-09",4.4
"975","2016-08-10",4.6
"976","2016-08-11",4.94
"977","2016-08-12",4.9
"978","2016-08-15",4.7
"979","2016-08-16",4.648
"980","2016-08-17",4.6
"981","2016-08-18",4.6
"982","2016-08-19",4.35
"983","2016-08-22",4.6
"984","2016-08-23",4.5
"985","2016-08-24",4.5
"986","2016-08-25",4.6
"987","2016-08-26",4.6
"988","2016-08-29",4.32
"989","2016-08-30",4.2
"990","2016-08-31",4.2
"991","2016-09-01",4.36
"992","2016-09-02",4.346
"993","2016-09-06",4.2
"994","2016-09-07",4.1
"995","2016-09-08",4.3
"996","2016-09-09",4.2
"997","2016-09-12",4.132
"998","2016-09-13",4.224
"999","2016-09-14",4.224
"1000","2016-09-15",4.22
"1001","2016-09-16",4.396
"1002","2016-09-19",4
"1003","2016-09-20",4.4
"1004","2016-09-21",4.6
"1005","2016-09-22",4.576
"1006","2016-09-23",4.8
