"","date","DMTK"
"1","2017-08-10",19.4
"2","2017-08-11",19.4
"3","2017-08-14",19.4
"4","2017-08-15",19.4
"5","2017-08-16",19.4
"6","2017-08-17",19.360001
"7","2017-08-18",19.360001
"8","2017-08-21",19.360001
"9","2017-08-22",19.360001
"10","2017-08-23",19.360001
"11","2017-08-24",19.360001
"12","2017-08-25",19.360001
"13","2017-08-28",19.4
"14","2017-08-29",19.4
"15","2017-08-30",19.4
"16","2017-08-31",19.48
"17","2017-09-01",19.48
"18","2017-09-05",19.48
"19","2017-09-06",19.559999
"20","2017-09-07",19.559999
"21","2017-09-08",19.559999
"22","2017-09-11",19.559999
"23","2017-09-12",19.559999
"24","2017-09-13",19.559999
"25","2017-09-14",19.559999
"26","2017-09-15",19.559999
"27","2017-09-18",19.559999
"28","2017-09-19",19.559999
"29","2017-09-20",19.559999
"30","2017-09-21",19.559999
"31","2017-09-22",19.559999
"32","2017-09-25",19.52
"33","2017-09-26",19.5
"34","2017-09-27",19.5
"35","2017-09-28",19.5
"36","2017-09-29",19.5
"37","2017-10-02",19.5
"38","2017-10-03",19.5
"39","2017-10-04",19.5
"40","2017-10-05",19.440001
"41","2017-10-06",19.440001
"42","2017-10-09",19.48
"43","2017-10-10",19.52
"44","2017-10-11",19.52
"45","2017-10-12",19.52
"46","2017-10-13",19.52
"47","2017-10-16",19.700001
"48","2017-10-17",19.5
"49","2017-10-18",19.5
"50","2017-10-19",19.5
"51","2017-10-20",19.5
"52","2017-10-23",19.5
"53","2017-10-24",19.5
"54","2017-10-25",19.5
"55","2017-10-26",19.459999
"56","2017-10-27",19.459999
"57","2017-10-30",19.459999
"58","2017-10-31",19.459999
"59","2017-11-01",19.459999
"60","2017-11-02",19.459999
"61","2017-11-03",19.459999
"62","2017-11-06",19.459999
"63","2017-11-07",19.379999
"64","2017-11-08",19.440001
"65","2017-11-09",19.42
"66","2017-11-10",19.42
"67","2017-11-13",19.440001
"68","2017-11-14",19.440001
"69","2017-11-15",19.440001
"70","2017-11-16",19.440001
"71","2017-11-17",19.440001
"72","2017-11-20",19.440001
"73","2017-11-21",19.440001
"74","2017-11-22",19.440001
"75","2017-11-24",19.440001
"76","2017-11-27",19.440001
"77","2017-11-28",19.440001
"78","2017-11-29",19.440001
"79","2017-11-30",19.440001
"80","2017-12-01",19.440001
"81","2017-12-04",19.440001
"82","2017-12-05",19.440001
"83","2017-12-06",19.440001
"84","2017-12-07",19.459999
"85","2017-12-08",19.459999
"86","2017-12-11",19.540001
"87","2017-12-12",19.540001
"88","2017-12-13",19.540001
"89","2017-12-14",19.540001
"90","2017-12-15",19.48
"91","2017-12-18",19.48
"92","2017-12-19",19.48
"93","2017-12-20",19.48
"94","2017-12-21",19.48
"95","2017-12-22",19.48
"96","2017-12-26",19.48
"97","2017-12-27",19.5
"98","2017-12-28",19.5
"99","2017-12-29",19.5
"100","2018-01-02",19.5
"101","2018-01-03",19.5
"102","2018-01-04",19.518
"103","2018-01-05",19.518
"104","2018-01-08",19.52
"105","2018-01-09",19.540001
"106","2018-01-10",19.540001
"107","2018-01-11",19.540001
"108","2018-01-12",19.540001
"109","2018-01-16",19.540001
"110","2018-01-17",19.540001
"111","2018-01-18",19.540001
"112","2018-01-19",19.540001
"113","2018-01-22",19.5
"114","2018-01-23",19.540001
"115","2018-01-24",19.540001
"116","2018-01-25",19.559999
"117","2018-01-26",19.559999
"118","2018-01-29",19.559999
"119","2018-01-30",19.559999
"120","2018-01-31",19.559999
"121","2018-02-01",19.559999
"122","2018-02-02",19.559999
"123","2018-02-05",19.559999
"124","2018-02-06",19.540001
"125","2018-02-07",19.52
"126","2018-02-08",19.52
"127","2018-02-09",19.52
"128","2018-02-12",19.52
"129","2018-02-13",19.5
"130","2018-02-14",19.540001
"131","2018-02-15",19.459999
"132","2018-02-16",19.52
"133","2018-02-20",19.52
"134","2018-02-21",19.58
"135","2018-02-22",19.58
"136","2018-02-23",19.58
"137","2018-02-26",19.639999
"138","2018-02-27",19.639999
"139","2018-02-28",19.639999
"140","2018-03-01",19.639999
"141","2018-03-02",19.639999
"142","2018-03-05",19.620001
"143","2018-03-06",19.66
"144","2018-03-07",19.68
"145","2018-03-08",19.639999
"146","2018-03-09",19.68
"147","2018-03-12",19.68
"148","2018-03-13",19.700001
"149","2018-03-14",19.700001
"150","2018-03-15",19.700001
"151","2018-03-16",19.700001
"152","2018-03-19",19.700001
"153","2018-03-20",19.700001
"154","2018-03-21",19.700001
"155","2018-03-22",19.700001
"156","2018-03-23",19.719999
"157","2018-03-26",19.719999
"158","2018-03-27",19.74
"159","2018-03-28",19.74
"160","2018-03-29",19.74
"161","2018-04-02",19.74
"162","2018-04-03",19.74
"163","2018-04-04",19.74
"164","2018-04-05",19.780001
"165","2018-04-06",19.799999
"166","2018-04-09",19.799999
"167","2018-04-10",19.799999
"168","2018-04-11",19.799999
"169","2018-04-12",19.799999
"170","2018-04-13",19.799999
"171","2018-04-16",19.799999
"172","2018-04-17",19.799999
"173","2018-04-18",19.799999
"174","2018-04-19",19.799999
"175","2018-04-20",19.9
"176","2018-04-23",19.879999
"177","2018-04-24",19.860001
"178","2018-04-25",19.860001
"179","2018-04-26",19.879999
"180","2018-04-27",19.879999
"181","2018-04-30",19.860001
"182","2018-05-01",19.860001
"183","2018-05-02",19.868
"184","2018-05-03",19.959999
"185","2018-05-04",19.959999
"186","2018-05-07",19.959999
"187","2018-05-08",19.959999
"188","2018-05-09",19.879999
"189","2018-05-10",19.879999
"190","2018-05-11",19.879999
"191","2018-05-14",19.959999
"192","2018-05-15",19.879999
"193","2018-05-16",19.860001
"194","2018-05-17",19.860001
"195","2018-05-18",19.84
"196","2018-05-21",19.84
"197","2018-05-22",19.84
"198","2018-05-23",19.84
"199","2018-05-24",19.84
"200","2018-05-25",19.84
"201","2018-05-29",19.84
"202","2018-05-30",19.84
"203","2018-05-31",19.84
"204","2018-06-01",19.84
"205","2018-06-04",19.9
"206","2018-06-05",19.9
"207","2018-06-06",19.9
"208","2018-06-07",19.9
"209","2018-06-08",19.9
"210","2018-06-11",19.9
"211","2018-06-12",19.9
"212","2018-06-13",19.98
"213","2018-06-14",19.98
"214","2018-06-15",19.98
"215","2018-06-18",19.92
