"","date","PLL"
"126","2018-07-02",14
"127","2018-07-03",14.5
"128","2018-07-05",14.26
"129","2018-07-06",13.95
"130","2018-07-09",14
"131","2018-07-10",14
"132","2018-07-11",14.5
"133","2018-07-12",13.41
"134","2018-07-13",13.35
"135","2018-07-16",13.35
"136","2018-07-17",13.413
"137","2018-07-18",13.25
"138","2018-07-19",14.472
"139","2018-07-20",13.962
"140","2018-07-23",14.3
"141","2018-07-24",13.7
"142","2018-07-25",13.677
"143","2018-07-26",14.893
"144","2018-07-27",14.1
"145","2018-07-30",14.1
"146","2018-07-31",14.38
"147","2018-08-01",14.359
"148","2018-08-02",13.924
"149","2018-08-03",13.75
"150","2018-08-06",13.943
"151","2018-08-07",13.31
"152","2018-08-08",12.93
"153","2018-08-09",12.93
"154","2018-08-10",12.57
"155","2018-08-13",12.317
"156","2018-08-14",12.5
"157","2018-08-15",11.79
"158","2018-08-16",12.303
"159","2018-08-17",12.9
"160","2018-08-20",13
"161","2018-08-21",12.5
"162","2018-08-22",12.5
"163","2018-08-23",12.55
"164","2018-08-24",12.1
"165","2018-08-27",11.906
"166","2018-08-28",12
"167","2018-08-29",11.85
"168","2018-08-30",11.69
"169","2018-08-31",11.43
"170","2018-09-04",11.123
"171","2018-09-05",11.169
"172","2018-09-06",11.316
"173","2018-09-07",11.35
"174","2018-09-10",11.097
"175","2018-09-11",11.097
"176","2018-09-12",10.51
"177","2018-09-13",10.51
"178","2018-09-14",10.51
"179","2018-09-17",11.016
"180","2018-09-18",11.25
"181","2018-09-19",10.01
"182","2018-09-20",10.7
"183","2018-09-21",10.7
"184","2018-09-24",10.151
"185","2018-09-25",10.243
"186","2018-09-26",10.8
"187","2018-09-27",10.55
"188","2018-09-28",10.666
"189","2018-10-01",11.05
"190","2018-10-02",11.05
"191","2018-10-03",10.22
"192","2018-10-04",10.22
"193","2018-10-05",10.69
"194","2018-10-08",10.66
"195","2018-10-09",10.65
"196","2018-10-10",10.15
"197","2018-10-11",10.14
"198","2018-10-12",10.3
"199","2018-10-15",10.3
"200","2018-10-16",10.016
"201","2018-10-17",10.5
"202","2018-10-18",9.96
"203","2018-10-19",9.96
"204","2018-10-22",10.5
"205","2018-10-23",10.11
"206","2018-10-24",10.05
"207","2018-10-25",9.934
"208","2018-10-26",9.81
"209","2018-10-29",9.6
"210","2018-10-30",9.548
"211","2018-10-31",9.731
"212","2018-11-01",9.01
"213","2018-11-02",9.362
"214","2018-11-05",9.567
"215","2018-11-06",9.567
"216","2018-11-07",9.567
"217","2018-11-08",9.07
"218","2018-11-09",9.01
"219","2018-11-12",9.01
"220","2018-11-13",9.01
"221","2018-11-14",9.01
"222","2018-11-15",9.381
"223","2018-11-16",9.75
"224","2018-11-19",9.68
"225","2018-11-20",9.617
"226","2018-11-21",9.25
"227","2018-11-23",9.4
"228","2018-11-26",9.32
"229","2018-11-27",9.24
"230","2018-11-28",9.234
"231","2018-11-29",9.234
"232","2018-11-30",9.234
"233","2018-12-03",9.223
"234","2018-12-04",9.223
"235","2018-12-06",8.76
"236","2018-12-07",8.6
"237","2018-12-10",9.24
"238","2018-12-11",8.51
"239","2018-12-12",8.36
"240","2018-12-13",8.01
"241","2018-12-14",7.8
"242","2018-12-17",7.75
"243","2018-12-18",7.56
"244","2018-12-19",7.2
"245","2018-12-20",7.2
"246","2018-12-21",6.12
"247","2018-12-24",6.12
"248","2018-12-26",7.08
"249","2018-12-27",6.907
"250","2018-12-28",6.55
"251","2018-12-31",6.13
"252","2019-01-02",6.13
"253","2019-01-03",6.05
"254","2019-01-04",6.45
"255","2019-01-07",7.386
"256","2019-01-08",7.5
"257","2019-01-09",7.99
"258","2019-01-10",7.72
"259","2019-01-11",6.95
"260","2019-01-14",7.428
"261","2019-01-15",7.42
"262","2019-01-16",7.6
"263","2019-01-17",7.55
"264","2019-01-18",7.35
"265","2019-01-22",7.554
"266","2019-01-23",7.35
"267","2019-01-24",7.315
"268","2019-01-25",7.5
"269","2019-01-28",7.5
"270","2019-01-29",7.103
"271","2019-01-30",7.41
"272","2019-01-31",7.41
"273","2019-02-01",7.3
"274","2019-02-04",7.17
"275","2019-02-05",7.49
"276","2019-02-06",7.49
"277","2019-02-07",7.48
"278","2019-02-08",7.3
"279","2019-02-11",7.6
"280","2019-02-12",7.4
"281","2019-02-13",7.393
"282","2019-02-14",7.35
"283","2019-02-15",7.29
"284","2019-02-19",7.31
"285","2019-02-20",7.31
"286","2019-02-21",7.2
"287","2019-02-22",7.48
"288","2019-02-25",7.52
"289","2019-02-26",7.77
"290","2019-02-27",7.74
"291","2019-02-28",7.63
"292","2019-03-01",7.72
"293","2019-03-04",7.66
"294","2019-03-05",7.357
"295","2019-03-06",7.69
"296","2019-03-07",7.68
"297","2019-03-08",7.76
"298","2019-03-11",8.05
"299","2019-03-12",7.95
"300","2019-03-13",7.925
"301","2019-03-14",7.7
"302","2019-03-15",8.05
"303","2019-03-18",7.71
"304","2019-03-19",7.951
"305","2019-03-20",8
"306","2019-03-21",7.61
"307","2019-03-22",7.85
"308","2019-03-25",7.83
"309","2019-03-26",7.75
"310","2019-03-27",7.852
"311","2019-03-28",7.79
"312","2019-03-29",7.75
"313","2019-04-01",8.325
"314","2019-04-02",8.2
"315","2019-04-03",8.9
"316","2019-04-04",9.589
"317","2019-04-05",8.964
"318","2019-04-08",9.712
"319","2019-04-09",11.22
"320","2019-04-10",11.658
"321","2019-04-11",12.18
"322","2019-04-12",11.33
"323","2019-04-15",11.341
"324","2019-04-16",11.41
"325","2019-04-17",12.79
"326","2019-04-18",13.5
"327","2019-04-22",13.225
"328","2019-04-23",12.99
"329","2019-04-24",11.55
"330","2019-04-25",11.55
"331","2019-04-26",10.55
"332","2019-04-29",10.15
"333","2019-04-30",10.15
"334","2019-05-01",10.1
"335","2019-05-02",10.38
"336","2019-05-03",11.096
"337","2019-05-06",10.55
"338","2019-05-07",11.474
"339","2019-05-08",10.52
"340","2019-05-09",11.447
"341","2019-05-10",12.151
"342","2019-05-13",11.9
"343","2019-05-14",11.357
"344","2019-05-15",11.35
"345","2019-05-16",11.15
"346","2019-05-17",11.336
"347","2019-05-20",11.1
"348","2019-05-21",11.2
"349","2019-05-22",12.093
"350","2019-05-23",11.508
"351","2019-05-24",12.194
"352","2019-05-28",11.52
"353","2019-05-29",11.51
"354","2019-05-30",11.9
"355","2019-05-31",11.85
"356","2019-06-03",11.97
"357","2019-06-04",11.7
"358","2019-06-05",11.6
"359","2019-06-06",11.914
"360","2019-06-07",11.6
"361","2019-06-10",11.648
"362","2019-06-11",11.92
"363","2019-06-12",11.9
"364","2019-06-13",11.65
"365","2019-06-14",11.711
"366","2019-06-17",11.5
"367","2019-06-18",11.5
"368","2019-06-19",11.25
"369","2019-06-20",11.55
"370","2019-06-21",11.95
"371","2019-06-24",11.221
"372","2019-06-25",11.46
"373","2019-06-26",11.85
"374","2019-06-27",11.95
"375","2019-06-28",11.74
"376","2019-07-01",11.74
"377","2019-07-02",11.74
"378","2019-07-03",11.62
"379","2019-07-05",11.269
"380","2019-07-08",11.27
"381","2019-07-09",10.87
"382","2019-07-10",10.86
"383","2019-07-11",10.35
"384","2019-07-12",10.069
"385","2019-07-15",10.226
"386","2019-07-16",9.99
"387","2019-07-17",10.5
"388","2019-07-18",10.212
"389","2019-07-19",10.05
"390","2019-07-22",10.047
"391","2019-07-23",10.06
"392","2019-07-24",10.15
"393","2019-07-25",9.94
"394","2019-07-26",10.5
"395","2019-07-29",9.93
"396","2019-07-30",9.93
"397","2019-07-31",9.973
"398","2019-08-01",10
"399","2019-08-02",9.971
"400","2019-08-05",9.6
"401","2019-08-06",9.4
"402","2019-08-07",9.3
"403","2019-08-08",9.3
"404","2019-08-09",9.7
"405","2019-08-12",9.564
"406","2019-08-13",9.298
"407","2019-08-14",9.15
"408","2019-08-15",9.2
"409","2019-08-16",9.15
"410","2019-08-19",8.935
"411","2019-08-20",8.69
"412","2019-08-21",8.25
"413","2019-08-22",8.25
"414","2019-08-23",9.07
"415","2019-08-26",8.51
"416","2019-08-27",8.6
"417","2019-08-28",8.623
"418","2019-08-29",8.85
"419","2019-08-30",8.659
"420","2019-09-03",7.4
"421","2019-09-04",7.83
"422","2019-09-05",7.2
"423","2019-09-06",7.2
"424","2019-09-09",7.465
"425","2019-09-10",7.13
"426","2019-09-11",7.25
"427","2019-09-12",7.22
"428","2019-09-13",7.22
"429","2019-09-16",7.08
"430","2019-09-17",7.3
"431","2019-09-18",7.211
"432","2019-09-19",7.1
"433","2019-09-20",6.84
"434","2019-09-23",6.877
"435","2019-09-24",6.45
"436","2019-09-25",6.5
"437","2019-09-26",6.41
"438","2019-09-27",6.578
"439","2019-09-30",6.9
"440","2019-10-01",6.559
"441","2019-10-02",6.88
"442","2019-10-03",6.458
"443","2019-10-04",6.45
"444","2019-10-07",6.5
"445","2019-10-08",6.397
"446","2019-10-09",6.21
"447","2019-10-10",6.201
"448","2019-10-11",6.5
"449","2019-10-14",6.49
"450","2019-10-15",6.5
"451","2019-10-16",6.78
"452","2019-10-17",8.737
"453","2019-10-18",7.863
"454","2019-10-21",7.77
"455","2019-10-22",8.077
"456","2019-10-23",7.87
"457","2019-10-24",8.29
"458","2019-10-25",8.358
"459","2019-10-28",8.79
"460","2019-10-29",8.55
"461","2019-10-30",8.2
"462","2019-10-31",8.201
"463","2019-11-01",7.91
"464","2019-11-04",7.86
"465","2019-11-05",7.86
"466","2019-11-06",7.9
"467","2019-11-07",7.85
"468","2019-11-08",7.529
"469","2019-11-11",7.85
"470","2019-11-12",7.68
"471","2019-11-13",7
"472","2019-11-14",7.15
"473","2019-11-15",7.071
"474","2019-11-18",7.05
"475","2019-11-19",7.04
"476","2019-11-20",7
"477","2019-11-21",7
"478","2019-11-22",7.05
"479","2019-11-25",7.21
"480","2019-11-26",7.51
"481","2019-11-27",7.653
"482","2019-11-29",7.65
"483","2019-12-02",7.55
"484","2019-12-03",7.07
"485","2019-12-04",7.08
"486","2019-12-05",7.62
"487","2019-12-06",7.5
"488","2019-12-09",7.438
"489","2019-12-10",7.56
"490","2019-12-11",7.64
"491","2019-12-12",7.6
"492","2019-12-13",7.958
"493","2019-12-16",8.372
"494","2019-12-17",8.18
"495","2019-12-18",8.34
"496","2019-12-19",7.78
"497","2019-12-20",8.159
"498","2019-12-23",8.09
"499","2019-12-24",8.154
"500","2019-12-26",8.32
"501","2019-12-27",8.26
"502","2019-12-30",8.323
"503","2019-12-31",8.26
"504","2020-01-02",8.3
"505","2020-01-03",8.35
"506","2020-01-06",8.46
"507","2020-01-07",8.3
"508","2020-01-08",8.35
"509","2020-01-09",9.257
"510","2020-01-10",9.76
"511","2020-01-13",10.05
"512","2020-01-14",9.79
"513","2020-01-15",9.95
"514","2020-01-16",9.75
"515","2020-01-17",9.5
"516","2020-01-21",9.6
"517","2020-01-22",9.198
"518","2020-01-23",9
"519","2020-01-24",9
"520","2020-01-27",9
"521","2020-01-28",8.821
"522","2020-01-29",8.326
"523","2020-01-30",8.5
"524","2020-01-31",8.375
"525","2020-02-03",8.375
"526","2020-02-04",8.43
"527","2020-02-05",8.265
"528","2020-02-06",8.514
"529","2020-02-07",8.329
"530","2020-02-10",8.444
"531","2020-02-11",8.292
"532","2020-02-12",8.656
"533","2020-02-13",8.6
"534","2020-02-14",8.6
"535","2020-02-18",8.8
"536","2020-02-19",8.46
"537","2020-02-20",8.4
"538","2020-02-21",8.8
"539","2020-02-24",8.64
"540","2020-02-25",8.15
"541","2020-02-26",7.708
"542","2020-02-27",7.91
"543","2020-02-28",7.5
"544","2020-03-02",7.025
"545","2020-03-03",7.1
"546","2020-03-04",7.71
"547","2020-03-05",7.217
"548","2020-03-06",7.05
"549","2020-03-09",6.35
"550","2020-03-10",6.5
"551","2020-03-11",6.39
"552","2020-03-12",5.6
"553","2020-03-13",5.71
"554","2020-03-16",5
"555","2020-03-17",5.45
"556","2020-03-18",4.65
"557","2020-03-19",4.55
"558","2020-03-20",4.45
"559","2020-03-23",4.116
"560","2020-03-24",4.3
"561","2020-03-25",4.65
"562","2020-03-26",4.787
"563","2020-03-27",4.75
"564","2020-03-30",5.49
"565","2020-03-31",5.09
"566","2020-04-01",5.49
"567","2020-04-02",4.85
"568","2020-04-03",4.93
"569","2020-04-06",5
"570","2020-04-07",5.14
"571","2020-04-08",5.2
"572","2020-04-09",5.02
"573","2020-04-13",5.28
"574","2020-04-14",5.4
"575","2020-04-15",5
"576","2020-04-16",5.194
"577","2020-04-17",5.2
"578","2020-04-20",5.268
"579","2020-04-21",5.1
"580","2020-04-22",5.24
"581","2020-04-23",5.15
"582","2020-04-24",5.068
"583","2020-04-27",6.39
"584","2020-04-28",6.36
"585","2020-04-29",6.3
"586","2020-04-30",6.29
"587","2020-05-01",6.888
"588","2020-05-04",6.199
"589","2020-05-05",5.85
"590","2020-05-06",6.11
"591","2020-05-07",6.45
"592","2020-05-08",6.58
"593","2020-05-11",6.99
"594","2020-05-12",6.679
"595","2020-05-13",6.84
"596","2020-05-14",7.201
"597","2020-05-15",7.5
"598","2020-05-18",7.391
"599","2020-05-19",7.74
"600","2020-05-20",7.745
"601","2020-05-21",7.814
"602","2020-05-22",7.847
"603","2020-05-26",7.76
"604","2020-05-27",8.1
"605","2020-05-28",8.153
"606","2020-05-29",7.75
"607","2020-06-01",7.45
"608","2020-06-02",7.795
"609","2020-06-03",8.351
"610","2020-06-04",8.51
"611","2020-06-05",8.26
"612","2020-06-08",8.26
"613","2020-06-09",6.39
"614","2020-06-10",6.3
"615","2020-06-11",6.06
"616","2020-06-12",6.155
"617","2020-06-15",6.05
"618","2020-06-16",5.95
"619","2020-06-17",6.055
"620","2020-06-18",6.11
"621","2020-06-19",5.97
"622","2020-06-22",5.92
"623","2020-06-23",5.91
"624","2020-06-24",5.81
"625","2020-06-25",5.75
"626","2020-06-26",5.569
"627","2020-06-29",5.615
"628","2020-06-30",5.77
"629","2020-07-01",5.52
"630","2020-07-02",5.57
"631","2020-07-06",6.17
"632","2020-07-07",6.05
"633","2020-07-08",6.23
"634","2020-07-09",6.61
"635","2020-07-10",6.73
"636","2020-07-13",6.24
"637","2020-07-14",6.29
"638","2020-07-15",6.31
"639","2020-07-16",6.6
"640","2020-07-17",6.8
"641","2020-07-20",7.43
"642","2020-07-21",7.52
"643","2020-07-22",7.59
"644","2020-07-23",7.67
"645","2020-07-24",7.62
"646","2020-07-27",7.78
"647","2020-07-28",7.14
"648","2020-07-29",6.75
"649","2020-07-30",6.92
"650","2020-07-31",6.5
"651","2020-08-03",6.37
"652","2020-08-04",6.45
"653","2020-08-05",6.55
"654","2020-08-06",6.51
"655","2020-08-07",6.5
"656","2020-08-10",6.57
"657","2020-08-11",6.51
"658","2020-08-12",6.34
"659","2020-08-13",6.39
"660","2020-08-14",6.44
"661","2020-08-17",6.6
"662","2020-08-18",6.54
"663","2020-08-19",6.4
"664","2020-08-20",6.18
"665","2020-08-21",6.05
"666","2020-08-24",5.98
"667","2020-08-25",6.08
"668","2020-08-26",6.15
"669","2020-08-27",6.19
"670","2020-08-28",6.05
"671","2020-08-31",6.06
"672","2020-09-01",6.1
"673","2020-09-02",6.2
"674","2020-09-03",6.19
"675","2020-09-04",6.06
"676","2020-09-08",6.01
"677","2020-09-09",6.4
"678","2020-09-10",6.6
"679","2020-09-11",7.05
"680","2020-09-14",7.26
"681","2020-09-15",7.61
"682","2020-09-16",8.3
"683","2020-09-17",11
"684","2020-09-18",11
"685","2020-09-21",11
"686","2020-09-22",11
"687","2020-09-23",11
"688","2020-09-24",11
"689","2020-09-25",11
"690","2020-09-28",37
"691","2020-09-29",25.379999
"692","2020-09-30",23.42
"693","2020-10-01",25.309999
"694","2020-10-02",26.110001
"695","2020-10-05",34.66
"696","2020-10-06",42
"697","2020-10-07",42.84
"698","2020-10-08",38.849998
"699","2020-10-09",39.110001
"700","2020-10-12",34.400002
"701","2020-10-13",32
"702","2020-10-14",33.709999
"703","2020-10-15",32.799999
"704","2020-10-16",30.139999
"705","2020-10-19",29.200001
"706","2020-10-20",29.200001
"707","2020-10-21",29.200001
"708","2020-10-22",27.01
"709","2020-10-23",25.780001
"710","2020-10-26",24.290001
"711","2020-10-27",23.299999
"712","2020-10-28",21.200001
"713","2020-10-29",21.629999
"714","2020-10-30",19.940001
"715","2020-11-02",20.969999
"716","2020-11-03",23.879999
"717","2020-11-04",22.450001
"718","2020-11-05",24.299999
"719","2020-11-06",22.51
"720","2020-11-09",22.809999
"721","2020-11-10",23.780001
"722","2020-11-11",24.440001
"723","2020-11-12",26.4
"724","2020-11-13",26.719999
"725","2020-11-16",29.709999
"726","2020-11-17",28.01
"727","2020-11-18",25.959999
"728","2020-11-19",27.059999
"729","2020-11-20",26.34
"730","2020-11-23",29
"731","2020-11-24",28.370001
"732","2020-11-25",28.690001
"733","2020-11-27",29.299999
