"","date","HUN"
"1","2007-01-03",19.52
"2","2007-01-04",19.57
"3","2007-01-05",19.610001
"4","2007-01-08",19.92
"5","2007-01-09",20.16
"6","2007-01-10",19.99
"7","2007-01-11",20.4
"8","2007-01-12",20.700001
"9","2007-01-16",20.4
"10","2007-01-17",20.440001
"11","2007-01-18",20.459999
"12","2007-01-19",20.809999
"13","2007-01-22",20.85
"14","2007-01-23",20.780001
"15","2007-01-24",21
"16","2007-01-25",20.92
"17","2007-01-26",21.07
"18","2007-01-29",20.879999
"19","2007-01-30",20.5
"20","2007-01-31",20.91
"21","2007-02-01",21.040001
"22","2007-02-02",21
"23","2007-02-05",20.709999
"24","2007-02-06",20.73
"25","2007-02-07",20.9
"26","2007-02-08",20.68
"27","2007-02-09",20.65
"28","2007-02-12",20.76
"29","2007-02-13",20.59
"30","2007-02-14",21.059999
"31","2007-02-15",20.690001
"32","2007-02-16",20.6
"33","2007-02-20",20.66
"34","2007-02-21",21.59
"35","2007-02-22",21.299999
"36","2007-02-23",21.4
"37","2007-02-26",21.209999
"38","2007-02-27",20.34
"39","2007-02-28",20.41
"40","2007-03-01",19.98
"41","2007-03-02",19.370001
"42","2007-03-05",18.950001
"43","2007-03-06",19.549999
"44","2007-03-07",19.280001
"45","2007-03-08",19.6
"46","2007-03-09",19.49
"47","2007-03-12",19.34
"48","2007-03-13",18.809999
"49","2007-03-14",18.940001
"50","2007-03-15",19.17
"51","2007-03-16",19.18
"52","2007-03-19",18.940001
"53","2007-03-20",19.209999
"54","2007-03-21",19.700001
"55","2007-03-22",19.690001
"56","2007-03-23",19.360001
"57","2007-03-26",19.639999
"58","2007-03-27",19.23
"59","2007-03-28",19.030001
"60","2007-03-29",19.07
"61","2007-03-30",19.09
"62","2007-04-02",19.040001
"63","2007-04-03",18.860001
"64","2007-04-04",18.49
"65","2007-04-05",18.700001
"66","2007-04-09",18.700001
"67","2007-04-10",18.540001
"68","2007-04-11",18.98
"69","2007-04-12",19.309999
"70","2007-04-13",19.290001
"71","2007-04-16",19.629999
"72","2007-04-17",19.58
"73","2007-04-18",19.77
"74","2007-04-19",19.690001
"75","2007-04-20",19.98
"76","2007-04-23",19.860001
"77","2007-04-24",19.790001
"78","2007-04-25",19.98
"79","2007-04-26",19.940001
"80","2007-04-27",19.82
"81","2007-04-30",19.6
"82","2007-05-01",19.02
"83","2007-05-02",19.25
"84","2007-05-03",19.93
"85","2007-05-04",19.98
"86","2007-05-07",20.190001
"87","2007-05-08",20.1
"88","2007-05-09",20.280001
"89","2007-05-10",20.09
"90","2007-05-11",20.139999
"91","2007-05-14",19.93
"92","2007-05-15",19.9
"93","2007-05-16",20
"94","2007-05-17",20.129999
"95","2007-05-18",20.040001
"96","2007-05-21",20.09
"97","2007-05-22",20.1
"98","2007-05-23",19.959999
"99","2007-05-24",19.559999
"100","2007-05-25",19.700001
"101","2007-05-29",19.629999
"102","2007-05-30",19.58
"103","2007-05-31",20
"104","2007-06-01",20.379999
"105","2007-06-04",20.4
"106","2007-06-05",20.700001
"107","2007-06-06",20.129999
"108","2007-06-07",19.66
"109","2007-06-08",19.879999
"110","2007-06-11",19.879999
"111","2007-06-12",19.6
"112","2007-06-13",19.629999
"113","2007-06-14",19.889999
"114","2007-06-15",20.040001
"115","2007-06-18",20
"116","2007-06-19",19.6
"117","2007-06-20",19.299999
"118","2007-06-21",19.23
"119","2007-06-22",19.16
"120","2007-06-25",18.9
"121","2007-06-26",24.209999
"122","2007-06-27",24.26
"123","2007-06-28",24.35
"124","2007-06-29",24.309999
"125","2007-07-02",24.35
"126","2007-07-03",24.4
"127","2007-07-05",27.459999
"128","2007-07-06",28
"129","2007-07-09",28.07
"130","2007-07-10",27.719999
"131","2007-07-11",27.57
"132","2007-07-12",26.389999
"133","2007-07-13",26.49
"134","2007-07-16",26.559999
"135","2007-07-17",26.440001
"136","2007-07-18",26.360001
"137","2007-07-19",26.27
"138","2007-07-20",26.27
"139","2007-07-23",26.200001
"140","2007-07-24",26.07
"141","2007-07-25",25.559999
"142","2007-07-26",25.18
"143","2007-07-27",25.43
"144","2007-07-30",25.58
"145","2007-07-31",25.459999
"146","2007-08-01",25.059999
"147","2007-08-02",25.450001
"148","2007-08-03",25
"149","2007-08-06",24.780001
"150","2007-08-07",24.85
"151","2007-08-08",25.059999
"152","2007-08-09",25.01
"153","2007-08-10",24.450001
"154","2007-08-13",24.790001
"155","2007-08-14",24.25
"156","2007-08-15",24.299999
"157","2007-08-16",24.200001
"158","2007-08-17",23.799999
"159","2007-08-20",24.08
"160","2007-08-21",25.25
"161","2007-08-22",25.52
"162","2007-08-23",25.52
"163","2007-08-24",25.780001
"164","2007-08-27",25.59
"165","2007-08-28",25.42
"166","2007-08-29",25.6
"167","2007-08-30",25.6
"168","2007-08-31",25.950001
"169","2007-09-04",25.84
"170","2007-09-05",25.799999
"171","2007-09-06",26.049999
"172","2007-09-07",25.959999
"173","2007-09-10",26.01
"174","2007-09-11",26.18
"175","2007-09-12",26.059999
"176","2007-09-13",26.07
"177","2007-09-14",26.139999
"178","2007-09-17",25.969999
"179","2007-09-18",26.25
"180","2007-09-19",26.33
"181","2007-09-20",26.370001
"182","2007-09-21",26
"183","2007-09-24",26.17
"184","2007-09-25",26.139999
"185","2007-09-26",26.24
"186","2007-09-27",26.42
"187","2007-09-28",26.49
"188","2007-10-01",26.459999
"189","2007-10-02",26.49
"190","2007-10-03",26.4
"191","2007-10-04",26.299999
"192","2007-10-05",26.48
"193","2007-10-08",26.6
"194","2007-10-09",27
"195","2007-10-10",26.549999
"196","2007-10-11",26.51
"197","2007-10-12",26.549999
"198","2007-10-15",26.6
"199","2007-10-16",26.610001
"200","2007-10-17",26.629999
"201","2007-10-18",26.57
"202","2007-10-19",26.41
"203","2007-10-22",26.379999
"204","2007-10-23",26.450001
"205","2007-10-24",26.450001
"206","2007-10-25",26.389999
"207","2007-10-26",26.35
"208","2007-10-29",26.33
"209","2007-10-30",26.25
"210","2007-10-31",26.35
"211","2007-11-01",26.35
"212","2007-11-02",26.35
"213","2007-11-05",26.120001
"214","2007-11-06",26.27
"215","2007-11-07",25.98
"216","2007-11-08",26.15
"217","2007-11-09",25.82
"218","2007-11-12",25.889999
"219","2007-11-13",25.870001
"220","2007-11-14",25.51
"221","2007-11-15",24.940001
"222","2007-11-16",24.549999
"223","2007-11-19",23.950001
"224","2007-11-20",24.059999
"225","2007-11-21",24.48
"226","2007-11-23",24.75
"227","2007-11-26",25.200001
"228","2007-11-27",25.42
"229","2007-11-28",25.5
"230","2007-11-29",25.15
"231","2007-11-30",25.360001
"232","2007-12-03",24.700001
"233","2007-12-04",24.59
"234","2007-12-05",24.549999
"235","2007-12-06",24.610001
"236","2007-12-07",24.75
"237","2007-12-10",24.790001
"238","2007-12-11",24.6
"239","2007-12-12",24.559999
"240","2007-12-13",24.52
"241","2007-12-14",24.879999
"242","2007-12-17",24.92
"243","2007-12-18",24.870001
"244","2007-12-19",24.690001
"245","2007-12-20",25.23
"246","2007-12-21",25.290001
"247","2007-12-24",25.4
"248","2007-12-26",25.25
"249","2007-12-27",25.1
"250","2007-12-28",25.35
"251","2007-12-31",25.700001
"252","2008-01-02",25.43
"253","2008-01-03",25.370001
"254","2008-01-04",24.75
"255","2008-01-07",24.49
"256","2008-01-08",23.73
"257","2008-01-09",23.57
"258","2008-01-10",24.25
"259","2008-01-11",24.32
"260","2008-01-14",24.51
"261","2008-01-15",24.33
"262","2008-01-16",24.25
"263","2008-01-17",23.709999
"264","2008-01-18",23.73
"265","2008-01-22",23.4
"266","2008-01-23",23.91
"267","2008-01-24",24.219999
"268","2008-01-25",24.15
"269","2008-01-28",24.280001
"270","2008-01-29",23.98
"271","2008-01-30",23.879999
"272","2008-01-31",24.24
"273","2008-02-01",24.889999
"274","2008-02-04",24.030001
"275","2008-02-05",23.52
"276","2008-02-06",23.25
"277","2008-02-07",23.120001
"278","2008-02-08",23.42
"279","2008-02-11",23.52
"280","2008-02-12",23.33
"281","2008-02-13",23.32
"282","2008-02-14",23.18
"283","2008-02-15",23.209999
"284","2008-02-19",23.190001
"285","2008-02-20",23
"286","2008-02-21",22.639999
"287","2008-02-22",23.370001
"288","2008-02-25",24.16
"289","2008-02-26",24.559999
"290","2008-02-27",24.57
"291","2008-02-28",24.4
"292","2008-02-29",24.129999
"293","2008-03-03",24.059999
"294","2008-03-04",23.74
"295","2008-03-05",24.5
"296","2008-03-06",24.25
"297","2008-03-07",23.84
"298","2008-03-10",23.84
"299","2008-03-11",24.4
"300","2008-03-12",24.540001
"301","2008-03-13",24.5
"302","2008-03-14",23.780001
"303","2008-03-17",23.370001
"304","2008-03-18",24.07
