"","date","NTP"
"93","2007-05-16",11.98
"94","2007-05-17",12
"95","2007-05-18",12.08
"96","2007-05-21",11.98
"97","2007-05-22",12.16
"98","2007-05-23",12.12
"99","2007-05-24",11.97
"100","2007-05-25",12.14
"101","2007-05-29",12.15
"102","2007-05-30",12.16
"103","2007-05-31",12.24
"104","2007-06-01",12.24
"105","2007-06-04",12.22
"106","2007-06-05",12.28
"107","2007-06-06",12.16
"108","2007-06-07",12.24
"109","2007-06-08",12.42
"110","2007-06-11",12.15
"111","2007-06-12",12.22
"112","2007-06-13",12.08
"113","2007-06-14",12.18
"114","2007-06-15",12.2
"115","2007-06-18",12.3
"116","2007-06-19",12.3
"117","2007-06-20",12.14
"118","2007-06-21",12.06
"119","2007-06-22",11.95
"120","2007-06-25",12.05
"121","2007-06-26",12.08
"122","2007-06-27",12.19
"123","2007-06-28",12.19
"124","2007-06-29",11.92
"125","2007-07-02",12.09
"126","2007-07-03",12.29
"127","2007-07-05",12.3
"128","2007-07-06",12.28
"129","2007-07-09",12.41
"130","2007-07-10",12.7
"131","2007-07-11",12.79
"132","2007-07-12",12.84
"133","2007-07-13",12.93
"134","2007-07-16",12.85
"135","2007-07-17",12.81
"136","2007-07-18",12.82
"137","2007-07-19",12.85
"138","2007-07-20",12.74
"139","2007-07-23",12.74
"140","2007-07-24",12.47
"141","2007-07-25",12.57
"142","2007-07-26",12.26
"143","2007-07-27",12.21
"144","2007-07-30",12.9
"145","2007-07-31",12.89
"146","2007-08-01",12.97
"147","2007-08-02",13.11
"148","2007-08-03",13.3
"149","2007-08-06",13.32
"150","2007-08-07",13.28
"151","2007-08-08",13.37
"152","2007-08-09",12.85
"153","2007-08-10",12.83
"154","2007-08-13",12.99
"155","2007-08-14",12.97
"156","2007-08-15",12.48
"157","2007-08-16",11.82
"158","2007-08-17",11.95
"159","2007-08-20",12.09
"160","2007-08-21",11.76
"161","2007-08-22",12.2
"162","2007-08-23",12.06
"163","2007-08-24",12.23
"164","2007-08-27",13.31
"165","2007-08-28",13.18
"166","2007-08-29",13.23
"167","2007-08-30",13.29
"168","2007-08-31",13.54
"169","2007-09-04",13.58
"170","2007-09-05",13.4
"171","2007-09-06",13.24
"172","2007-09-07",13.2
"173","2007-09-10",13.24
"174","2007-09-11",13.18
"175","2007-09-12",13.11
"176","2007-09-13",13.13
"177","2007-09-14",13.05
"178","2007-09-17",12.96
"179","2007-09-18",13.23
"180","2007-09-19",13.26
"181","2007-09-20",13.36
"182","2007-09-21",13.34
"183","2007-09-24",13.31
"184","2007-09-25",12.93
"185","2007-09-26",12.63
"186","2007-09-27",12.8
"187","2007-09-28",12.58
"188","2007-10-01",13.04
"189","2007-10-02",12.98
"190","2007-10-03",12.61
"191","2007-10-04",12.5
"192","2007-10-05",12.76
"193","2007-10-08",12.55
"194","2007-10-09",13
"195","2007-10-10",12.72
"196","2007-10-11",12.5
"197","2007-10-12",12.8
"198","2007-10-15",13.08
"199","2007-10-16",13.28
"200","2007-10-17",13.19
"201","2007-10-18",13.46
"202","2007-10-19",13.01
"203","2007-10-22",13.13
"204","2007-10-23",13.53
"205","2007-10-24",13.4
"206","2007-10-25",13.48
"207","2007-10-26",13.69
"208","2007-10-29",13.55
"209","2007-10-30",12.43
"210","2007-10-31",12.05
"211","2007-11-01",12.25
"212","2007-11-02",12.26
"213","2007-11-05",12.24
"214","2007-11-06",12.49
"215","2007-11-07",12.35
"216","2007-11-08",12.09
"217","2007-11-09",11.77
"218","2007-11-12",11.74
"219","2007-11-13",11.84
"220","2007-11-14",11.83
"221","2007-11-15",11.59
"222","2007-11-16",11.53
"223","2007-11-19",11.33
"224","2007-11-20",11.23
"225","2007-11-21",11.45
"226","2007-11-23",11.42
"227","2007-11-26",11.02
"228","2007-11-27",11.32
"229","2007-11-28",11.92
"230","2007-11-29",12.15
"231","2007-11-30",12
"232","2007-12-03",11.57
"233","2007-12-04",11.5
"234","2007-12-05",11.53
"235","2007-12-06",11.55
"236","2007-12-07",11.59
"237","2007-12-10",11.53
"238","2007-12-11",11.53
"239","2007-12-12",11.64
"240","2007-12-13",11.55
"241","2007-12-14",11.5
"242","2007-12-17",11.47
"243","2007-12-18",11.35
"244","2007-12-19",11.26
"245","2007-12-20",11.19
"246","2007-12-21",11.57
"247","2007-12-24",11.96
"248","2007-12-26",11.89
"249","2007-12-27",11.87
"250","2007-12-28",11.46
"251","2007-12-31",11.27
"252","2008-01-02",11.87
"253","2008-01-03",11.92
"254","2008-01-04",11.11
"255","2008-01-07",11.05
"256","2008-01-08",10.91
"257","2008-01-09",10.61
"258","2008-01-10",10.51
"259","2008-01-11",10.4
"260","2008-01-14",10.4
"261","2008-01-15",9.93
"262","2008-01-16",10.25
"263","2008-01-17",9.82
"264","2008-01-18",9.63
"265","2008-01-22",9.82
"266","2008-01-23",9.99
"267","2008-01-24",10.24
"268","2008-01-25",9.95
"269","2008-01-28",9.8
"270","2008-01-29",9.77
"271","2008-01-30",8.84
"272","2008-01-31",8.37
"273","2008-02-01",9.3
"274","2008-02-04",9.06
"275","2008-02-05",8.96
"276","2008-02-06",8.92
"277","2008-02-07",8.98
"278","2008-02-08",8.87
"279","2008-02-11",8.92
"280","2008-02-12",9.17
"281","2008-02-13",9.21
"282","2008-02-14",9
"283","2008-02-15",9.45
"284","2008-02-19",9.49
"285","2008-02-20",9.52
"286","2008-02-21",9.8
"287","2008-02-22",9.71
"288","2008-02-25",9.74
"289","2008-02-26",9.77
"290","2008-02-27",9.91
"291","2008-02-28",9.63
"292","2008-02-29",9.55
"293","2008-03-03",9.63
"294","2008-03-04",9.69
"295","2008-03-05",9.8
"296","2008-03-06",9.76
"297","2008-03-07",9.39
"298","2008-03-10",9.42
"299","2008-03-11",9.41
"300","2008-03-12",9.66
"301","2008-03-13",9.68
"302","2008-03-14",9.7
"303","2008-03-17",9.76
"304","2008-03-18",9.9
"305","2008-03-19",9.86
"306","2008-03-20",10
"307","2008-03-24",10.21
"308","2008-03-25",10.46
"309","2008-03-26",10.04
"310","2008-03-27",9.88
"311","2008-03-28",9.63
"312","2008-03-31",9.6
"313","2008-04-01",9.95
"314","2008-04-02",10.04
"315","2008-04-03",10.12
"316","2008-04-04",10.2
"317","2008-04-07",10.11
"318","2008-04-08",10.11
"319","2008-04-09",9.96
"320","2008-04-10",10.04
"321","2008-04-11",9.93
"322","2008-04-14",9.66
"323","2008-04-15",9.62
"324","2008-04-16",9.7
"325","2008-04-17",9.92
"326","2008-04-18",10.27
"327","2008-04-21",10.36
"328","2008-04-22",10.04
"329","2008-04-23",9.9
"330","2008-04-24",10.16
"331","2008-04-25",10.44
"332","2008-04-28",10.4
"333","2008-04-29",10.73
"334","2008-04-30",10.31
"335","2008-05-01",10.83
"336","2008-05-02",11.14
"337","2008-05-05",10.5
"338","2008-05-06",10.07
"339","2008-05-07",10.42
"340","2008-05-08",10.28
"341","2008-05-09",10.31
"342","2008-05-12",10.37
"343","2008-05-13",10.25
"344","2008-05-14",10.2
"345","2008-05-15",10.55
"346","2008-05-16",10.66
"347","2008-05-19",10.67
"348","2008-05-20",10.47
"349","2008-05-21",10.39
"350","2008-05-22",10.66
"351","2008-05-23",10.49
"352","2008-05-27",10.73
"353","2008-05-28",11.12
"354","2008-05-29",11.29
"355","2008-05-30",11.25
"356","2008-06-02",11.82
"357","2008-06-03",12.08
"358","2008-06-04",12.15
"359","2008-06-05",12.48
"360","2008-06-06",12.03
"361","2008-06-09",12.4
"362","2008-06-10",12.67
"363","2008-06-11",12.29
"364","2008-06-12",12.96
"365","2008-06-13",13.16
"366","2008-06-16",13.31
"367","2008-06-17",13.18
"368","2008-06-18",13.03
"369","2008-06-19",13.15
"370","2008-06-20",12.74
"371","2008-06-23",13.3
"372","2008-06-24",13.05
"373","2008-06-25",13.26
"374","2008-06-26",12.94
"375","2008-06-27",12.95
"376","2008-06-30",13.08
"377","2008-07-01",12.99
"378","2008-07-02",12.9
"379","2008-07-03",11.95
"380","2008-07-07",12.16
"381","2008-07-08",11.85
"382","2008-07-09",11.73
"383","2008-07-10",11.52
"384","2008-07-11",11.72
"385","2008-07-14",11.57
"386","2008-07-15",11.28
"387","2008-07-16",11.53
"388","2008-07-17",11.64
"389","2008-07-18",11.69
"390","2008-07-21",11.61
"391","2008-07-22",11.72
"392","2008-07-23",11.97
"393","2008-07-24",11.56
"394","2008-07-25",11.98
"395","2008-07-28",11.44
"396","2008-07-29",11.65
"397","2008-07-30",11.57
"398","2008-07-31",11.53
"399","2008-08-01",11.98
"400","2008-08-04",10.42
"401","2008-08-05",9.89
"402","2008-08-06",10.18
"403","2008-08-07",10.11
"404","2008-08-08",10.43
"405","2008-08-11",10.17
"406","2008-08-12",10.76
"407","2008-08-13",10.97
"408","2008-08-14",10.93
"409","2008-08-15",11.08
"410","2008-08-18",10.77
"411","2008-08-19",10.51
"412","2008-08-20",10.17
"413","2008-08-21",9.84
"414","2008-08-22",9.8
"415","2008-08-25",9.67
"416","2008-08-26",9.29
"417","2008-08-27",9.42
"418","2008-08-28",10.01
"419","2008-08-29",9.61
"420","2008-09-02",9.9
"421","2008-09-03",9.8
"422","2008-09-04",9.36
"423","2008-09-05",9.36
"424","2008-09-08",9.38
"425","2008-09-09",9.6
"426","2008-09-10",9.52
"427","2008-09-11",9.38
"428","2008-09-12",9.27
"429","2008-09-15",8.85
"430","2008-09-16",8.51
"431","2008-09-17",8.14
"432","2008-09-18",8.05
"433","2008-09-19",8.93
"434","2008-09-22",8.64
"435","2008-09-23",8.76
"436","2008-09-24",8.81
"437","2008-09-25",8.79
"438","2008-09-26",8.34
"439","2008-09-29",8.02
"440","2008-09-30",8.17
"441","2008-10-01",8.16
"442","2008-10-02",7.88
"443","2008-10-03",7.78
"444","2008-10-06",7.38
"445","2008-10-07",6.89
"446","2008-10-08",6.4
"447","2008-10-09",5.99
"448","2008-10-10",5.94
"449","2008-10-13",7.89
"450","2008-10-14",8.04
"451","2008-10-15",7.43
"452","2008-10-16",7.75
"453","2008-10-17",7.53
"454","2008-10-20",7.91
"455","2008-10-21",7.92
"456","2008-10-22",7.94
"457","2008-10-23",7.7
"458","2008-10-24",7.44
"459","2008-10-27",7.01
"460","2008-10-28",7.05
"461","2008-10-29",7.02
"462","2008-10-30",7.28
"463","2008-10-31",7.6
"464","2008-11-03",7.52
"465","2008-11-04",7.17
"466","2008-11-05",6.85
"467","2008-11-06",6.57
"468","2008-11-07",6.72
"469","2008-11-10",6.8
"470","2008-11-11",6.29
"471","2008-11-12",6.01
"472","2008-11-13",6.4
"473","2008-11-14",6.11
"474","2008-11-17",5.84
"475","2008-11-18",5.86
"476","2008-11-19",5.58
"477","2008-11-20",5.03
"478","2008-11-21",4.89
"479","2008-11-24",5.1
"480","2008-11-25",5.08
"481","2008-11-26",5.46
"482","2008-11-28",5.54
"483","2008-12-01",4.92
"484","2008-12-02",4.79
"485","2008-12-03",5.14
"486","2008-12-04",4.81
"487","2008-12-05",4.86
"488","2008-12-08",5.05
"489","2008-12-09",5.14
"490","2008-12-10",5.38
"491","2008-12-11",5.39
"492","2008-12-12",5.53
"493","2008-12-15",5.64
"494","2008-12-16",5.93
"495","2008-12-17",6.22
"496","2008-12-18",6.35
"497","2008-12-19",6.4
"498","2008-12-22",6.19
"499","2008-12-23",6.04
"500","2008-12-24",6.03
"501","2008-12-26",6.07
"502","2008-12-29",5.47
"503","2008-12-30",5.67
"504","2008-12-31",5.5
"505","2009-01-02",5.77
"506","2009-01-05",6
"507","2009-01-06",6.16
"508","2009-01-07",5.88
"509","2009-01-08",5.86
"510","2009-01-09",5.78
"511","2009-01-12",5.73
"512","2009-01-13",5.73
"513","2009-01-14",5.52
"514","2009-01-15",5.79
"515","2009-01-16",5.55
"516","2009-01-20",5.2
"517","2009-01-21",5.68
"518","2009-01-22",5.5
"519","2009-01-23",5.5
"520","2009-01-26",5.45
"521","2009-01-27",5.67
"522","2009-01-28",5.75
"523","2009-01-29",5.67
"524","2009-01-30",5.67
"525","2009-02-02",5.54
"526","2009-02-03",5.61
"527","2009-02-04",5.65
"528","2009-02-05",5.63
"529","2009-02-06",5.65
"530","2009-02-09",4.74
"531","2009-02-10",4.55
"532","2009-02-11",4.4
"533","2009-02-12",4.35
"534","2009-02-13",4.25
"535","2009-02-17",3.98
"536","2009-02-18",3.59
"537","2009-02-19",3.55
"538","2009-02-20",3.16
"539","2009-02-23",3.18
"540","2009-02-24",3.28
"541","2009-02-25",3.26
"542","2009-02-26",3.33
"543","2009-02-27",3.25
"544","2009-03-02",3.02
"545","2009-03-03",3.08
"546","2009-03-04",3
"547","2009-03-05",3.05
"548","2009-03-06",3.08
"549","2009-03-09",2.83
"550","2009-03-10",2.96
"551","2009-03-11",2.92
"552","2009-03-12",3.1
"553","2009-03-13",3.15
"554","2009-03-16",3.39
"555","2009-03-17",3.45
"556","2009-03-18",3.45
"557","2009-03-19",3.4
"558","2009-03-20",3.36
"559","2009-03-23",3.45
"560","2009-03-24",3.42
"561","2009-03-25",3.53
"562","2009-03-26",3.98
"563","2009-03-27",3.81
"564","2009-03-30",3.53
"565","2009-03-31",3.72
"566","2009-04-01",3.83
"567","2009-04-02",3.86
"568","2009-04-03",4.13
"569","2009-04-06",3.97
"570","2009-04-07",3.8
"571","2009-04-08",3.99
"572","2009-04-09",4.04
"573","2009-04-13",4.2
"574","2009-04-14",4.26
"575","2009-04-15",4.25
"576","2009-04-16",4.5
"577","2009-04-17",4.44
"578","2009-04-20",4.09
"579","2009-04-21",4.06
"580","2009-04-22",3.97
"581","2009-04-23",3.93
"582","2009-04-24",3.93
"583","2009-04-27",3.92
"584","2009-04-28",3.9
"585","2009-04-29",3.91
"586","2009-04-30",4.14
"587","2009-05-01",4.44
"588","2009-05-04",4.38
"589","2009-05-05",4.68
"590","2009-05-06",4.71
"591","2009-05-07",4.44
"592","2009-05-08",4.49
"593","2009-05-11",4.3
"594","2009-05-12",4.09
"595","2009-05-13",3.87
"596","2009-05-14",4.07
"597","2009-05-15",4.03
"598","2009-05-18",4.01
"599","2009-05-19",4.06
"600","2009-05-20",4.08
"601","2009-05-21",4.02
"602","2009-05-22",4
"603","2009-05-26",4.09
"604","2009-05-27",4.05
"605","2009-05-28",3.93
"606","2009-05-29",4.02
"607","2009-06-01",4.33
"608","2009-06-02",4.45
"609","2009-06-03",4.41
"610","2009-06-04",4.29
"611","2009-06-05",4.41
"612","2009-06-08",4.31
"613","2009-06-09",4.33
"614","2009-06-10",4.5
"615","2009-06-11",4.7
"616","2009-06-12",4.67
"617","2009-06-15",4.41
"618","2009-06-16",4.36
"619","2009-06-17",4.22
"620","2009-06-18",4.37
"621","2009-06-19",4.3
"622","2009-06-22",4.14
"623","2009-06-23",4.18
"624","2009-06-24",4.31
"625","2009-06-25",4.45
"626","2009-06-26",4.48
"627","2009-06-29",4.34
"628","2009-06-30",4.25
"629","2009-07-01",4.26
"630","2009-07-02",4.26
"631","2009-07-06",4.24
"632","2009-07-07",4.23
"633","2009-07-08",4.08
"634","2009-07-09",4.1
"635","2009-07-10",4.05
"636","2009-07-13",4.1
"637","2009-07-14",4.33
"638","2009-07-15",4.6
"639","2009-07-16",4.49
"640","2009-07-17",4.38
"641","2009-07-20",4.36
"642","2009-07-21",4.36
"643","2009-07-22",4.35
"644","2009-07-23",4.4
"645","2009-07-24",4.35
"646","2009-07-27",4.42
"647","2009-07-28",4.4
"648","2009-07-29",4.38
"649","2009-07-30",4.52
"650","2009-07-31",4.58
"651","2009-08-03",5.23
"652","2009-08-04",5.1
"653","2009-08-05",5.13
"654","2009-08-06",5.05
"655","2009-08-07",5.15
"656","2009-08-10",5.15
"657","2009-08-11",5.26
"658","2009-08-12",5.21
"659","2009-08-13",5.24
"660","2009-08-14",4.95
"661","2009-08-17",4.75
"662","2009-08-18",5.1
"663","2009-08-19",5.28
"664","2009-08-20",5.53
"665","2009-08-21",5.67
"666","2009-08-24",5.58
"667","2009-08-25",5.49
"668","2009-08-26",5.54
"669","2009-08-27",5.52
"670","2009-08-28",5.53
"671","2009-08-31",5.38
"672","2009-09-01",5.14
"673","2009-09-02",5.18
"674","2009-09-03",5.22
"675","2009-09-04",5.3
"676","2009-09-08",5.42
"677","2009-09-09",5.45
"678","2009-09-10",5.61
"679","2009-09-11",5.53
"680","2009-09-14",5.45
"681","2009-09-15",5.61
"682","2009-09-16",5.91
"683","2009-09-17",6.03
"684","2009-09-18",5.97
"685","2009-09-21",5.93
"686","2009-09-22",5.87
"687","2009-09-23",5.72
"688","2009-09-24",5.28
"689","2009-09-25",5.18
"690","2009-09-28",5.19
"691","2009-09-29",5.3
"692","2009-09-30",5.4
"693","2009-10-01",5.27
"694","2009-10-02",5.1
"695","2009-10-05",5.13
"696","2009-10-06",5.32
"697","2009-10-07",5.29
"698","2009-10-08",5.37
"699","2009-10-09",5.6
"700","2009-10-12",5.6
"701","2009-10-13",5.49
"702","2009-10-14",5.67
"703","2009-10-15",5.58
"704","2009-10-16",5.72
"705","2009-10-19",5.96
"706","2009-10-20",5.94
"707","2009-10-21",5.95
"708","2009-10-22",5.95
"709","2009-10-23",5.91
"710","2009-10-26",5.83
"711","2009-10-27",5.6
"712","2009-10-28",5.5
"713","2009-10-29",5.67
"714","2009-10-30",5.55
"715","2009-11-02",5.29
"716","2009-11-03",5.3
"717","2009-11-04",5.4
"718","2009-11-05",5.59
"719","2009-11-06",5.42
"720","2009-11-09",5.49
"721","2009-11-10",5.35
"722","2009-11-11",5.41
"723","2009-11-12",5.39
"724","2009-11-13",5.5
"725","2009-11-16",5.64
"726","2009-11-17",5.67
"727","2009-11-18",5.63
"728","2009-11-19",5.34
"729","2009-11-20",5.34
"730","2009-11-23",5.49
"731","2009-11-24",5.36
"732","2009-11-25",5.4
"733","2009-11-27",5.35
"734","2009-11-30",5.29
"735","2009-12-01",5.35
"736","2009-12-02",5.39
"737","2009-12-03",5.29
"738","2009-12-04",5.47
"739","2009-12-07",5.49
"740","2009-12-08",5.36
"741","2009-12-09",5.45
"742","2009-12-10",5.36
"743","2009-12-11",5.3
"744","2009-12-14",5.27
"745","2009-12-15",5.31
"746","2009-12-16",5.37
"747","2009-12-17",5.32
"748","2009-12-18",5.24
"749","2009-12-21",5.3
"750","2009-12-22",5.23
"751","2009-12-23",5.25
"752","2009-12-24",5.3
"753","2009-12-28",5.27
"754","2009-12-29",5.26
"755","2009-12-30",5.22
"756","2009-12-31",5.23
"757","2010-01-04",5.26
"758","2010-01-05",5.25
"759","2010-01-06",5.29
"760","2010-01-07",5.3
"761","2010-01-08",5.29
"762","2010-01-11",5.17
"763","2010-01-12",5.13
"764","2010-01-13",5.17
"765","2010-01-14",5.21
"766","2010-01-15",5.15
"767","2010-01-19",5.18
"768","2010-01-20",5.07
"769","2010-01-21",5.09
"770","2010-01-22",4.99
"771","2010-01-25",5
"772","2010-01-26",4.99
"773","2010-01-27",4.94
"774","2010-01-28",4.88
"775","2010-01-29",4.79
"776","2010-02-01",4.88
"777","2010-02-02",4.86
"778","2010-02-03",4.84
"779","2010-02-04",4.85
"780","2010-02-05",4.79
"781","2010-02-08",4.63
"782","2010-02-09",4.41
"783","2010-02-10",4.33
"784","2010-02-11",4.45
"785","2010-02-12",4.41
"786","2010-02-16",4.59
"787","2010-02-17",4.49
"788","2010-02-18",4.56
"789","2010-02-19",4.49
"790","2010-02-22",4.57
"791","2010-02-23",4.51
"792","2010-02-24",4.53
"793","2010-02-25",4.55
"794","2010-02-26",4.52
"795","2010-03-01",4.54
"796","2010-03-02",4.52
"797","2010-03-03",4.53
"798","2010-03-04",4.51
"799","2010-03-05",4.5
"800","2010-03-08",4.53
"801","2010-03-09",4.56
"802","2010-03-10",4.74
"803","2010-03-11",5.04
"804","2010-03-12",5.02
"805","2010-03-15",4.91
"806","2010-03-16",4.99
"807","2010-03-17",4.96
"808","2010-03-18",5
"809","2010-03-19",5.27
"810","2010-03-22",5.12
"811","2010-03-23",5.06
"812","2010-03-24",4.91
"813","2010-03-25",4.95
"814","2010-03-26",4.97
"815","2010-03-29",4.96
"816","2010-03-30",5.06
"817","2010-03-31",5
"818","2010-04-01",4.92
"819","2010-04-05",4.99
"820","2010-04-06",4.99
"821","2010-04-07",4.95
"822","2010-04-08",4.88
"823","2010-04-09",4.85
"824","2010-04-12",4.85
"825","2010-04-13",4.8
"826","2010-04-14",4.88
"827","2010-04-15",4.85
"828","2010-04-16",4.84
"829","2010-04-19",4.95
"830","2010-04-20",4.93
"831","2010-04-21",4.96
"832","2010-04-22",4.99
"833","2010-04-23",4.94
"834","2010-04-26",4.92
"835","2010-04-27",4.88
"836","2010-04-28",4.92
"837","2010-04-29",5.04
"838","2010-04-30",5.02
"839","2010-05-03",4.89
"840","2010-05-04",4.77
"841","2010-05-05",4.77
"842","2010-05-06",4.75
"843","2010-05-07",4.59
"844","2010-05-10",4.62
"845","2010-05-11",4.75
"846","2010-05-12",4.74
"847","2010-05-13",4.81
"848","2010-05-14",4.64
"849","2010-05-17",4.7
"850","2010-05-18",4.56
"851","2010-05-19",4.49
"852","2010-05-20",4.43
"853","2010-05-21",4.44
"854","2010-05-24",4.38
"855","2010-05-25",4.35
"856","2010-05-26",4.21
"857","2010-05-27",4.41
"858","2010-05-28",4.43
"859","2010-06-01",4.43
"860","2010-06-02",4.42
"861","2010-06-03",4.45
"862","2010-06-04",4.25
"863","2010-06-07",4.21
"864","2010-06-08",4.23
"865","2010-06-09",4.19
"866","2010-06-10",4.27
"867","2010-06-11",4.27
"868","2010-06-14",4.3
"869","2010-06-15",4.36
"870","2010-06-16",4.27
"871","2010-06-17",4.21
"872","2010-06-18",4.29
"873","2010-06-21",4.22
"874","2010-06-22",4.17
"875","2010-06-23",4.27
"876","2010-06-24",4.27
"877","2010-06-25",4.28
"878","2010-06-28",4.22
"879","2010-06-29",4.21
"880","2010-06-30",4.12
"881","2010-07-01",4.23
"882","2010-07-02",4.26
"883","2010-07-06",4.19
"884","2010-07-07",4.07
"885","2010-07-08",4.09
"886","2010-07-09",4.17
"887","2010-07-12",4.17
"888","2010-07-13",4.34
"889","2010-07-14",4.37
"890","2010-07-15",4.52
"891","2010-07-16",4.35
"892","2010-07-19",4.3
"893","2010-07-20",4.42
"894","2010-07-21",4.43
"895","2010-07-22",4.45
"896","2010-07-23",4.35
"897","2010-07-26",4.39
"898","2010-07-27",4.36
"899","2010-07-28",4.25
"900","2010-07-29",4.16
"901","2010-07-30",4.35
"902","2010-08-02",4.7
"903","2010-08-03",4.69
"904","2010-08-04",4.87
"905","2010-08-05",4.88
"906","2010-08-06",4.86
"907","2010-08-09",4.93
"908","2010-08-10",4.84
"909","2010-08-11",4.95
"910","2010-08-12",4.9
"911","2010-08-13",4.89
"912","2010-08-16",4.89
"913","2010-08-17",4.87
"914","2010-08-18",4.89
"915","2010-08-19",4.9
"916","2010-08-20",4.9
"917","2010-08-23",4.95
"918","2010-08-24",4.85
"919","2010-08-25",4.8
"920","2010-08-26",4.75
"921","2010-08-27",4.77
"922","2010-08-30",4.71
"923","2010-08-31",4.8
"924","2010-09-01",4.88
"925","2010-09-02",4.79
"926","2010-09-03",4.82
"927","2010-09-07",4.77
"928","2010-09-08",4.73
"929","2010-09-09",4.81
"930","2010-09-10",4.75
"931","2010-09-13",4.85
"932","2010-09-14",4.81
"933","2010-09-15",4.84
"934","2010-09-16",4.81
"935","2010-09-17",4.72
"936","2010-09-20",4.75
"937","2010-09-21",4.7
"938","2010-09-22",4.67
"939","2010-09-23",4.67
"940","2010-09-24",4.76
"941","2010-09-27",4.67
"942","2010-09-28",4.69
"943","2010-09-29",4.67
"944","2010-09-30",4.62
"945","2010-10-01",4.7
"946","2010-10-04",4.61
"947","2010-10-05",4.67
"948","2010-10-06",4.66
"949","2010-10-07",4.63
"950","2010-10-08",4.62
"951","2010-10-11",4.69
"952","2010-10-12",4.68
"953","2010-10-13",4.73
"954","2010-10-14",4.79
"955","2010-10-15",4.72
"956","2010-10-18",4.79
"957","2010-10-19",4.76
"958","2010-10-20",4.78
"959","2010-10-21",4.7
"960","2010-10-22",4.74
"961","2010-10-25",4.75
"962","2010-10-26",4.79
"963","2010-10-27",4.89
"964","2010-10-28",4.81
"965","2010-10-29",4.82
"966","2010-11-01",5.97
"967","2010-11-02",5.96
"968","2010-11-03",6.09
"969","2010-11-04",6.1
"970","2010-11-05",6.02
"971","2010-11-08",6.47
"972","2010-11-09",6.49
"973","2010-11-10",6.4
"974","2010-11-11",6.47
"975","2010-11-12",6.32
"976","2010-11-15",6.43
"977","2010-11-16",6.46
"978","2010-11-17",6.46
"979","2010-11-18",6.35
"980","2010-11-19",6.33
"981","2010-11-22",6.44
"982","2010-11-23",6.42
"983","2010-11-24",6.36
"984","2010-11-26",6.43
"985","2010-11-29",6.46
"986","2010-11-30",6.42
"987","2010-12-01",6.6
"988","2010-12-02",6.77
"989","2010-12-03",6.82
"990","2010-12-06",6.72
"991","2010-12-07",6.81
"992","2010-12-08",6.69
"993","2010-12-09",6.73
"994","2010-12-10",6.75
"995","2010-12-13",6.56
"996","2010-12-14",6.67
"997","2010-12-15",6.6
"998","2010-12-16",6.6
"999","2010-12-17",6.49
"1000","2010-12-20",6.42
