"","date","ECOL"
"1","2007-01-03",18.41
"2","2007-01-04",18.32
"3","2007-01-05",17.82
"4","2007-01-08",17.65
"5","2007-01-09",17.969999
"6","2007-01-10",18.780001
"7","2007-01-11",19.01
"8","2007-01-12",19.049999
"9","2007-01-16",18.879999
"10","2007-01-17",18.860001
"11","2007-01-18",18.84
"12","2007-01-19",18.799999
"13","2007-01-22",18.889999
"14","2007-01-23",18.83
"15","2007-01-24",19.049999
"16","2007-01-25",18.950001
"17","2007-01-26",19.18
"18","2007-01-29",19.610001
"19","2007-01-30",19.4
"20","2007-01-31",19.51
"21","2007-02-01",19.59
"22","2007-02-02",19.870001
"23","2007-02-05",19.639999
"24","2007-02-06",19.690001
"25","2007-02-07",20
"26","2007-02-08",19.83
"27","2007-02-09",19.549999
"28","2007-02-12",19.129999
"29","2007-02-13",19.32
"30","2007-02-14",19.389999
"31","2007-02-15",19.049999
"32","2007-02-16",19.360001
"33","2007-02-20",19.5
"34","2007-02-21",19.620001
"35","2007-02-22",19.709999
"36","2007-02-23",19.5
"37","2007-02-26",19.52
"38","2007-02-27",18.91
"39","2007-02-28",18.85
"40","2007-03-01",18.549999
"41","2007-03-02",18.360001
"42","2007-03-05",18.01
"43","2007-03-06",18.389999
"44","2007-03-07",18.360001
"45","2007-03-08",18.18
"46","2007-03-09",18.030001
"47","2007-03-12",18.459999
"48","2007-03-13",18.23
"49","2007-03-14",18.32
"50","2007-03-15",18.459999
"51","2007-03-16",18.389999
"52","2007-03-19",18.65
"53","2007-03-20",18.860001
"54","2007-03-21",19.059999
"55","2007-03-22",19.15
"56","2007-03-23",19.52
"57","2007-03-26",19.389999
"58","2007-03-27",19.17
"59","2007-03-28",19.049999
"60","2007-03-29",19.24
"61","2007-03-30",19.209999
"62","2007-04-02",19.35
"63","2007-04-03",19.33
"64","2007-04-04",19.15
"65","2007-04-05",18.92
"66","2007-04-09",19.059999
"67","2007-04-10",19.200001
"68","2007-04-11",18.85
"69","2007-04-12",19.290001
"70","2007-04-13",19.110001
"71","2007-04-16",19.85
"72","2007-04-17",19.629999
"73","2007-04-18",19.360001
"74","2007-04-19",19.469999
"75","2007-04-20",19.32
"76","2007-04-23",20.24
"77","2007-04-24",20.559999
"78","2007-04-25",21.969999
"79","2007-04-26",22.59
"80","2007-04-27",22.48
"81","2007-04-30",22.35
"82","2007-05-01",21.959999
"83","2007-05-02",22.48
"84","2007-05-03",22.360001
"85","2007-05-04",22.15
"86","2007-05-07",22.540001
"87","2007-05-08",22.43
"88","2007-05-09",22.309999
"89","2007-05-10",21.67
"90","2007-05-11",21.940001
"91","2007-05-14",21.530001
"92","2007-05-15",21.25
"93","2007-05-16",20.83
"94","2007-05-17",20.75
"95","2007-05-18",21.09
"96","2007-05-21",21.639999
"97","2007-05-22",21.5
"98","2007-05-23",21.41
"99","2007-05-24",20.790001
"100","2007-05-25",20.700001
"101","2007-05-29",20.9
"102","2007-05-30",21.18
"103","2007-05-31",21.65
"104","2007-06-01",21.879999
"105","2007-06-04",21.969999
"106","2007-06-05",21.77
"107","2007-06-06",21.700001
"108","2007-06-07",21.82
"109","2007-06-08",22.049999
"110","2007-06-11",21.940001
"111","2007-06-12",21.52
"112","2007-06-13",21.92
"113","2007-06-14",21.559999
"114","2007-06-15",22.08
"115","2007-06-18",21.9
"116","2007-06-19",22.040001
"117","2007-06-20",21.68
"118","2007-06-21",21.76
"119","2007-06-22",21.51
"120","2007-06-25",21.549999
"121","2007-06-26",21.43
"122","2007-06-27",21.370001
"123","2007-06-28",21.530001
"124","2007-06-29",21.42
"125","2007-07-02",22.1
"126","2007-07-03",22.1
"127","2007-07-05",21.940001
"128","2007-07-06",22.110001
"129","2007-07-09",21.780001
"130","2007-07-10",21.280001
"131","2007-07-11",21.450001
"132","2007-07-12",21.66
"133","2007-07-13",21.65
"134","2007-07-16",21.59
"135","2007-07-17",21.610001
"136","2007-07-18",21.65
"137","2007-07-19",21.65
"138","2007-07-20",21.24
"139","2007-07-23",21.450001
"140","2007-07-24",20.84
"141","2007-07-25",21.690001
"142","2007-07-26",20.9
"143","2007-07-27",20.17
"144","2007-07-30",20.01
"145","2007-07-31",20.379999
"146","2007-08-01",19.99
"147","2007-08-02",20.27
"148","2007-08-03",19.41
"149","2007-08-06",19.99
"150","2007-08-07",20.120001
"151","2007-08-08",20.27
"152","2007-08-09",19.07
"153","2007-08-10",19.709999
"154","2007-08-13",19.67
"155","2007-08-14",19.030001
"156","2007-08-15",18.9
"157","2007-08-16",20.440001
"158","2007-08-17",20.18
"159","2007-08-20",20.08
"160","2007-08-21",19.860001
"161","2007-08-22",20.120001
"162","2007-08-23",20.030001
"163","2007-08-24",20.16
"164","2007-08-27",20.049999
"165","2007-08-28",19.65
"166","2007-08-29",19.860001
"167","2007-08-30",20.040001
"168","2007-08-31",19.99
"169","2007-09-04",20.280001
"170","2007-09-05",20.02
"171","2007-09-06",20.530001
"172","2007-09-07",20.139999
"173","2007-09-10",20.02
"174","2007-09-11",20.370001
"175","2007-09-12",19.799999
"176","2007-09-13",20.26
"177","2007-09-14",19.940001
"178","2007-09-17",19.889999
"179","2007-09-18",20.700001
"180","2007-09-19",20.879999
"181","2007-09-20",20.6
"182","2007-09-21",20.98
"183","2007-09-24",20.610001
"184","2007-09-25",20.32
"185","2007-09-26",20.389999
"186","2007-09-27",21.639999
"187","2007-09-28",21.190001
"188","2007-10-01",22.68
"189","2007-10-02",21.879999
"190","2007-10-03",22
"191","2007-10-04",22.09
"192","2007-10-05",22.290001
"193","2007-10-08",22.219999
"194","2007-10-09",22.66
"195","2007-10-10",21.93
"196","2007-10-11",21.530001
"197","2007-10-12",21.379999
"198","2007-10-15",21.059999
"199","2007-10-16",21
"200","2007-10-17",21.120001
"201","2007-10-18",21.030001
"202","2007-10-19",20.08
"203","2007-10-22",20.59
"204","2007-10-23",20.91
"205","2007-10-24",20.700001
"206","2007-10-25",20.690001
"207","2007-10-26",20.85
"208","2007-10-29",21.959999
"209","2007-10-30",23.1
"210","2007-10-31",23.940001
"211","2007-11-01",23.48
"212","2007-11-02",23.540001
"213","2007-11-05",23.33
"214","2007-11-06",23.82
"215","2007-11-07",23.16
"216","2007-11-08",24.290001
"217","2007-11-09",24.02
"218","2007-11-12",23.68
"219","2007-11-13",24.309999
"220","2007-11-14",23.93
"221","2007-11-15",23.610001
"222","2007-11-16",23.26
"223","2007-11-19",22.73
"224","2007-11-20",22.93
"225","2007-11-21",22.639999
"226","2007-11-23",23.120001
"227","2007-11-26",22.309999
"228","2007-11-27",22.540001
"229","2007-11-28",22.719999
"230","2007-11-29",22.23
"231","2007-11-30",22.24
"232","2007-12-03",22.24
