"","date","NEO"
"1","2007-01-03",1.61
"2","2007-01-04",1.6
"3","2007-01-05",1.53
"4","2007-01-08",1.58
"5","2007-01-09",1.59
"6","2007-01-10",1.62
"7","2007-01-11",1.65
"8","2007-01-12",1.73
"9","2007-01-16",1.68
"10","2007-01-17",1.65
"11","2007-01-18",1.65
"12","2007-01-19",1.67
"13","2007-01-22",1.57
"14","2007-01-23",1.55
"15","2007-01-24",1.6
"16","2007-01-25",1.62
"17","2007-01-26",1.6
"18","2007-01-29",1.6
"19","2007-01-30",1.61
"20","2007-01-31",1.62
"21","2007-02-01",1.59
"22","2007-02-02",1.58
"23","2007-02-05",1.56
"24","2007-02-06",1.6
"25","2007-02-07",1.6
"26","2007-02-08",1.62
"27","2007-02-09",1.6
"28","2007-02-12",1.47
"29","2007-02-13",1.47
"30","2007-02-14",1.54
"31","2007-02-15",1.53
"32","2007-02-16",1.52
"33","2007-02-20",1.61
"34","2007-02-21",1.62
"35","2007-02-22",1.55
"36","2007-02-23",1.52
"37","2007-02-26",1.54
"38","2007-02-27",1.55
"39","2007-02-28",1.52
"40","2007-03-01",1.5
"41","2007-03-02",1.48
"42","2007-03-05",1.4
"43","2007-03-06",1.42
"44","2007-03-07",1.41
"45","2007-03-08",1.4
"46","2007-03-09",1.43
"47","2007-03-12",1.49
"48","2007-03-13",1.49
"49","2007-03-14",1.44
"50","2007-03-15",1.49
"51","2007-03-16",1.49
"52","2007-03-19",1.52
"53","2007-03-20",1.5
"54","2007-03-21",1.49
"55","2007-03-22",1.5
"56","2007-03-23",1.5
"57","2007-03-26",1.52
"58","2007-03-27",1.55
"59","2007-03-28",1.55
"60","2007-03-29",1.56
"61","2007-03-30",1.65
"62","2007-04-02",1.71
"63","2007-04-03",1.69
"64","2007-04-04",1.71
"65","2007-04-05",1.71
"66","2007-04-09",1.7
"67","2007-04-10",1.6
"68","2007-04-11",1.53
"69","2007-04-12",1.55
"70","2007-04-13",1.6
"71","2007-04-16",1.65
"72","2007-04-17",1.7
"73","2007-04-18",1.68
"74","2007-04-19",1.65
"75","2007-04-20",1.56
"76","2007-04-23",1.57
"77","2007-04-24",1.52
"78","2007-04-25",1.45
"79","2007-04-26",1.48
"80","2007-04-27",1.6
"81","2007-04-30",1.55
"82","2007-05-01",1.6
"83","2007-05-02",1.67
"84","2007-05-03",1.69
"85","2007-05-04",1.69
"86","2007-05-07",1.69
"87","2007-05-08",1.69
"88","2007-05-09",1.73
"89","2007-05-10",1.73
"90","2007-05-11",1.83
"91","2007-05-14",1.83
"92","2007-05-15",1.78
"93","2007-05-16",1.86
"94","2007-05-17",1.83
"95","2007-05-18",1.8
"96","2007-05-21",1.8
"97","2007-05-22",1.7
"98","2007-05-23",1.69
"99","2007-05-24",1.63
"100","2007-05-25",1.7
"101","2007-05-29",1.68
"102","2007-05-30",1.69
"103","2007-05-31",1.68
"104","2007-06-01",1.72
"105","2007-06-04",1.7
"106","2007-06-05",1.72
"107","2007-06-06",1.76
"108","2007-06-07",1.76
"109","2007-06-08",1.75
"110","2007-06-11",1.76
"111","2007-06-12",1.74
"112","2007-06-13",1.72
"113","2007-06-14",1.7
"114","2007-06-15",1.7
"115","2007-06-18",1.65
"116","2007-06-19",1.68
"117","2007-06-20",1.66
"118","2007-06-21",1.65
"119","2007-06-22",1.61
"120","2007-06-25",1.62
"121","2007-06-26",1.61
"122","2007-06-27",1.65
"123","2007-06-28",1.65
"124","2007-06-29",1.62
"125","2007-07-02",1.63
"126","2007-07-03",1.65
"127","2007-07-05",1.64
"128","2007-07-06",1.61
"129","2007-07-09",1.61
"130","2007-07-10",1.64
"131","2007-07-11",1.6
"132","2007-07-12",1.6
"133","2007-07-13",1.6
"134","2007-07-16",1.59
"135","2007-07-17",1.55
"136","2007-07-18",1.5
"137","2007-07-19",1.54
"138","2007-07-20",1.53
"139","2007-07-23",1.5
"140","2007-07-24",1.48
"141","2007-07-25",1.46
"142","2007-07-26",1.5
"143","2007-07-27",1.45
"144","2007-07-30",1.45
"145","2007-07-31",1.2
"146","2007-08-01",1.25
"147","2007-08-02",1.27
"148","2007-08-03",1.26
"149","2007-08-06",1.29
"150","2007-08-07",1.3
"151","2007-08-08",1.28
"152","2007-08-09",1.2
"153","2007-08-10",1.12
"154","2007-08-13",1.2
"155","2007-08-14",1.18
"156","2007-08-15",1.18
"157","2007-08-16",1.18
"158","2007-08-17",1.19
"159","2007-08-20",1.23
"160","2007-08-21",1.25
"161","2007-08-22",1.2
"162","2007-08-23",1.22
"163","2007-08-24",1.23
"164","2007-08-27",1.25
"165","2007-08-28",1.23
"166","2007-08-29",1.23
"167","2007-08-30",1.24
"168","2007-08-31",1.24
"169","2007-09-04",1.24
"170","2007-09-05",1.16
"171","2007-09-06",1.16
"172","2007-09-07",1.15
"173","2007-09-10",1.16
"174","2007-09-11",1.23
"175","2007-09-12",1.22
"176","2007-09-13",1.22
"177","2007-09-14",1.28
"178","2007-09-17",1.25
"179","2007-09-18",1.25
"180","2007-09-19",1.3
"181","2007-09-20",1.3
"182","2007-09-21",1.34
"183","2007-09-24",1.35
"184","2007-09-25",1.32
"185","2007-09-26",1.29
"186","2007-09-27",1.3
"187","2007-09-28",1.28
"188","2007-10-01",1.32
"189","2007-10-02",1.3
"190","2007-10-03",1.35
"191","2007-10-04",1.35
"192","2007-10-05",1.4
"193","2007-10-08",1.35
"194","2007-10-09",1.35
"195","2007-10-10",1.48
"196","2007-10-11",1.5
"197","2007-10-12",1.45
"198","2007-10-15",1.35
"199","2007-10-16",1.35
"200","2007-10-17",1.3
"201","2007-10-18",1.35
"202","2007-10-19",1.39
"203","2007-10-22",1.35
"204","2007-10-23",1.35
"205","2007-10-24",1.35
"206","2007-10-25",1.35
"207","2007-10-26",1.3
"208","2007-10-29",1.38
"209","2007-10-30",1.38
"210","2007-10-31",1.38
"211","2007-11-01",1.38
"212","2007-11-02",1.45
"213","2007-11-05",1.47
"214","2007-11-06",1.47
"215","2007-11-07",1.49
"216","2007-11-08",1.45
"217","2007-11-09",1.36
"218","2007-11-12",1.49
"219","2007-11-13",1.4
"220","2007-11-14",1.5
"221","2007-11-15",1.47
"222","2007-11-16",1.45
"223","2007-11-19",1.4
"224","2007-11-20",1.36
"225","2007-11-21",1.35
"226","2007-11-23",1.35
"227","2007-11-26",1.3
"228","2007-11-27",1.3
"229","2007-11-28",1.27
"230","2007-11-29",1.25
"231","2007-11-30",1.15
"232","2007-12-03",1.15
"233","2007-12-04",1.19
"234","2007-12-05",1.16
"235","2007-12-06",1.22
"236","2007-12-07",1.22
"237","2007-12-10",1.22
"238","2007-12-11",1.25
"239","2007-12-12",1.21
"240","2007-12-13",1.21
"241","2007-12-14",1.21
"242","2007-12-17",1.2
"243","2007-12-18",1.2
"244","2007-12-19",1.15
"245","2007-12-20",1.15
"246","2007-12-21",1.1
"247","2007-12-24",1.12
"248","2007-12-26",1.04
"249","2007-12-27",1.05
"250","2007-12-28",1.13
"251","2007-12-31",1.08
"252","2008-01-02",1.05
"253","2008-01-03",1.05
"254","2008-01-04",1.06
"255","2008-01-07",1.13
"256","2008-01-08",1.05
"257","2008-01-09",1.05
"258","2008-01-10",1.07
"259","2008-01-11",1.08
"260","2008-01-14",1.08
"261","2008-01-15",1.1
"262","2008-01-16",1.1
"263","2008-01-17",1.06
"264","2008-01-18",1.1
"265","2008-01-22",1.06
"266","2008-01-23",1.1
"267","2008-01-24",1.15
"268","2008-01-25",1.1
"269","2008-01-28",1.1
"270","2008-01-29",1.04
"271","2008-01-30",1.04
"272","2008-01-31",1.03
"273","2008-02-01",0.99
"274","2008-02-04",1
"275","2008-02-05",1
"276","2008-02-06",1
"277","2008-02-07",1.05
"278","2008-02-08",1.05
"279","2008-02-11",1.03
"280","2008-02-12",1.05
"281","2008-02-13",1.05
"282","2008-02-14",1
"283","2008-02-15",0.95
"284","2008-02-19",1.01
"285","2008-02-20",1.01
"286","2008-02-21",1
"287","2008-02-22",1
"288","2008-02-25",0.99
"289","2008-02-26",0.92
"290","2008-02-27",0.9
"291","2008-02-28",0.95
"292","2008-02-29",0.85
"293","2008-03-03",0.85
"294","2008-03-04",0.85
"295","2008-03-05",0.85
"296","2008-03-06",0.78
"297","2008-03-07",0.8
"298","2008-03-10",0.8
"299","2008-03-11",0.82
"300","2008-03-12",0.8
"301","2008-03-13",0.95
"302","2008-03-14",0.95
"303","2008-03-17",0.85
"304","2008-03-18",0.97
"305","2008-03-19",1.04
"306","2008-03-20",1.02
"307","2008-03-24",1.05
"308","2008-03-25",1.06
"309","2008-03-26",1.05
"310","2008-03-27",1
"311","2008-03-28",1.07
"312","2008-03-31",1.02
"313","2008-04-01",1.03
"314","2008-04-02",1.01
"315","2008-04-03",1
"316","2008-04-04",1
"317","2008-04-07",1.01
"318","2008-04-08",1.03
"319","2008-04-09",1.03
"320","2008-04-10",1
"321","2008-04-11",1.02
"322","2008-04-14",0.97
"323","2008-04-15",0.97
"324","2008-04-16",0.97
"325","2008-04-17",1
"326","2008-04-18",0.99
"327","2008-04-21",0.93
"328","2008-04-22",0.91
"329","2008-04-23",0.95
"330","2008-04-24",0.95
"331","2008-04-25",0.95
"332","2008-04-28",0.9
"333","2008-04-29",0.9
"334","2008-04-30",0.86
"335","2008-05-01",0.9
"336","2008-05-02",0.9
"337","2008-05-05",0.86
"338","2008-05-06",0.95
"339","2008-05-07",1.01
"340","2008-05-08",1
"341","2008-05-09",0.95
"342","2008-05-12",1
"343","2008-05-13",1
"344","2008-05-14",1
"345","2008-05-15",1.03
"346","2008-05-16",1
"347","2008-05-19",1
"348","2008-05-20",0.96
"349","2008-05-21",1
"350","2008-05-22",1.02
"351","2008-05-23",1.05
"352","2008-05-27",1.05
"353","2008-05-28",1.03
"354","2008-05-29",1.19
"355","2008-05-30",1.3
"356","2008-06-02",1.3
"357","2008-06-03",1.26
"358","2008-06-04",1.25
"359","2008-06-05",1.2
"360","2008-06-06",1.2
"361","2008-06-09",1.16
"362","2008-06-10",1.2
"363","2008-06-11",1.17
"364","2008-06-12",1.15
"365","2008-06-13",1.15
"366","2008-06-16",1.16
"367","2008-06-17",1.25
"368","2008-06-18",1.2
"369","2008-06-19",1.18
"370","2008-06-20",1.25
"371","2008-06-23",1.1
"372","2008-06-24",1.01
"373","2008-06-25",1.01
"374","2008-06-26",0.95
"375","2008-06-27",1.04
"376","2008-06-30",1.2
"377","2008-07-01",1.15
"378","2008-07-02",1.05
"379","2008-07-03",1.15
"380","2008-07-07",1.1
"381","2008-07-08",1.05
"382","2008-07-09",1.05
"383","2008-07-10",1.05
"384","2008-07-11",1.05
"385","2008-07-14",1.05
"386","2008-07-15",1.02
"387","2008-07-16",1.1
"388","2008-07-17",1.1
"389","2008-07-18",1.04
"390","2008-07-21",1.05
"391","2008-07-22",1.06
"392","2008-07-23",1
"393","2008-07-24",1.1
"394","2008-07-25",1.07
"395","2008-07-28",0.95
"396","2008-07-29",0.92
"397","2008-07-30",0.93
"398","2008-07-31",0.95
"399","2008-08-01",0.95
"400","2008-08-04",0.85
"401","2008-08-05",0.85
"402","2008-08-06",0.9
"403","2008-08-07",0.9
"404","2008-08-08",0.98
"405","2008-08-11",1
"406","2008-08-12",0.98
"407","2008-08-13",1
"408","2008-08-14",1
"409","2008-08-15",1
"410","2008-08-18",1
"411","2008-08-19",0.98
"412","2008-08-20",1
"413","2008-08-21",0.98
"414","2008-08-22",0.95
"415","2008-08-25",1
"416","2008-08-26",1
"417","2008-08-27",1.01
"418","2008-08-28",0.98
"419","2008-08-29",0.98
"420","2008-09-02",1.01
"421","2008-09-03",0.98
"422","2008-09-04",0.95
"423","2008-09-05",0.98
"424","2008-09-08",0.95
"425","2008-09-09",0.95
"426","2008-09-10",0.96
"427","2008-09-11",0.92
"428","2008-09-12",0.96
"429","2008-09-15",0.97
"430","2008-09-16",0.96
"431","2008-09-17",0.99
"432","2008-09-18",0.98
"433","2008-09-19",0.99
"434","2008-09-22",0.96
"435","2008-09-23",0.96
"436","2008-09-24",1.01
"437","2008-09-25",1
"438","2008-09-26",0.97
"439","2008-09-29",0.98
"440","2008-09-30",0.98
"441","2008-10-01",0.95
"442","2008-10-02",0.98
"443","2008-10-03",0.85
"444","2008-10-06",0.8
"445","2008-10-07",0.82
"446","2008-10-08",0.75
"447","2008-10-09",0.75
"448","2008-10-10",0.84
