"","date","NEO"
"449","2008-10-13",0.8
"450","2008-10-14",0.9
"451","2008-10-15",0.81
"452","2008-10-16",0.76
"453","2008-10-17",0.8
"454","2008-10-20",0.75
"455","2008-10-21",0.85
"456","2008-10-22",0.75
"457","2008-10-23",0.7
"458","2008-10-24",0.7
"459","2008-10-27",0.75
"460","2008-10-28",0.7
"461","2008-10-29",0.7
"462","2008-10-30",0.8
"463","2008-10-31",0.79
"464","2008-11-03",0.79
"465","2008-11-04",0.74
"466","2008-11-05",0.7
"467","2008-11-06",0.72
"468","2008-11-07",0.67
"469","2008-11-10",0.62
"470","2008-11-11",0.75
"471","2008-11-12",0.74
"472","2008-11-13",0.74
"473","2008-11-14",0.74
"474","2008-11-17",0.71
"475","2008-11-18",0.7
"476","2008-11-19",0.7
"477","2008-11-20",0.65
"478","2008-11-21",0.67
"479","2008-11-24",0.69
"480","2008-11-25",0.74
"481","2008-11-26",0.74
"482","2008-11-28",0.71
"483","2008-12-01",0.74
"484","2008-12-02",0.73
"485","2008-12-03",0.74
"486","2008-12-04",0.7
"487","2008-12-05",0.7
"488","2008-12-08",0.68
"489","2008-12-09",0.7
"490","2008-12-10",0.7
"491","2008-12-11",0.68
"492","2008-12-12",0.68
"493","2008-12-15",0.71
"494","2008-12-16",0.68
"495","2008-12-17",0.68
"496","2008-12-18",0.7
"497","2008-12-19",0.7
"498","2008-12-22",0.65
"499","2008-12-23",0.65
"500","2008-12-24",0.68
"501","2008-12-26",0.65
"502","2008-12-29",0.63
"503","2008-12-30",0.56
"504","2008-12-31",0.61
"505","2009-01-02",0.64
"506","2009-01-05",0.62
"507","2009-01-06",0.65
"508","2009-01-07",0.65
"509","2009-01-08",0.7
"510","2009-01-09",0.72
"511","2009-01-12",0.7
"512","2009-01-13",0.65
"513","2009-01-14",0.69
"514","2009-01-15",0.67
"515","2009-01-16",0.66
"516","2009-01-20",0.64
"517","2009-01-21",0.69
"518","2009-01-22",0.69
"519","2009-01-23",0.62
"520","2009-01-26",0.65
"521","2009-01-27",0.62
"522","2009-01-28",0.62
"523","2009-01-29",0.62
"524","2009-01-30",0.66
"525","2009-02-02",0.62
"526","2009-02-03",0.68
"527","2009-02-04",0.68
"528","2009-02-05",0.68
"529","2009-02-06",0.67
"530","2009-02-09",0.67
"531","2009-02-10",0.67
"532","2009-02-11",0.7
"533","2009-02-12",0.7
"534","2009-02-13",0.63
"535","2009-02-17",0.7
"536","2009-02-18",0.67
"537","2009-02-19",0.68
"538","2009-02-20",0.75
"539","2009-02-23",0.75
"540","2009-02-24",0.75
"541","2009-02-25",0.86
"542","2009-02-26",0.8
"543","2009-02-27",0.84
"544","2009-03-02",0.78
"545","2009-03-03",0.78
"546","2009-03-04",0.78
"547","2009-03-05",0.72
"548","2009-03-06",0.75
"549","2009-03-09",0.8
"550","2009-03-10",0.81
"551","2009-03-11",0.8
"552","2009-03-12",0.77
"553","2009-03-13",0.8
"554","2009-03-16",0.97
"555","2009-03-17",1.17
"556","2009-03-18",1.02
"557","2009-03-19",1
"558","2009-03-20",0.99
"559","2009-03-23",0.97
"560","2009-03-24",0.97
"561","2009-03-25",0.99
"562","2009-03-26",0.98
"563","2009-03-27",0.97
"564","2009-03-30",0.96
"565","2009-03-31",1.01
"566","2009-04-01",0.99
"567","2009-04-02",0.98
"568","2009-04-03",1.01
"569","2009-04-06",1
"570","2009-04-07",0.99
"571","2009-04-08",0.98
"572","2009-04-09",0.98
"573","2009-04-13",0.95
"574","2009-04-14",1
"575","2009-04-15",1
"576","2009-04-16",1
"577","2009-04-17",1
"578","2009-04-20",1.19
"579","2009-04-21",1.12
"580","2009-04-22",1.31
"581","2009-04-23",1.39
"582","2009-04-24",1.32
"583","2009-04-27",1.4
"584","2009-04-28",1.39
"585","2009-04-29",1.37
"586","2009-04-30",1.27
"587","2009-05-01",1.35
"588","2009-05-04",1.4
"589","2009-05-05",1.4
"590","2009-05-06",1.36
"591","2009-05-07",1.35
"592","2009-05-08",1.32
"593","2009-05-11",1.35
"594","2009-05-12",1.39
"595","2009-05-13",1.3
"596","2009-05-14",1.3
"597","2009-05-15",1.33
"598","2009-05-18",1.3
"599","2009-05-19",1.32
"600","2009-05-20",1.31
"601","2009-05-21",1.3
"602","2009-05-22",1.31
"603","2009-05-26",1.3
"604","2009-05-27",1.33
"605","2009-05-28",1.31
"606","2009-05-29",1.31
"607","2009-06-01",1.32
"608","2009-06-02",1.32
"609","2009-06-03",1.3
"610","2009-06-04",1.31
"611","2009-06-05",1.28
"612","2009-06-08",1.28
"613","2009-06-09",1.35
"614","2009-06-10",1.33
"615","2009-06-11",1.26
"616","2009-06-12",1.27
"617","2009-06-15",1.26
"618","2009-06-16",1.21
"619","2009-06-17",1.29
"620","2009-06-18",1.26
"621","2009-06-19",1.26
"622","2009-06-22",1.26
"623","2009-06-23",1.25
"624","2009-06-24",1.28
"625","2009-06-25",1.26
"626","2009-06-26",1.26
"627","2009-06-29",1.35
"628","2009-06-30",1.34
"629","2009-07-01",1.34
"630","2009-07-02",1.32
"631","2009-07-06",1.4
"632","2009-07-07",1.35
"633","2009-07-08",1.35
"634","2009-07-09",1.35
"635","2009-07-10",1.34
"636","2009-07-13",1.4
"637","2009-07-14",1.4
"638","2009-07-15",1.4
"639","2009-07-16",1.33
"640","2009-07-17",1.35
"641","2009-07-20",1.35
"642","2009-07-21",1.34
"643","2009-07-22",1.46
"644","2009-07-23",1.45
"645","2009-07-24",1.85
"646","2009-07-27",2.1
"647","2009-07-28",1.75
"648","2009-07-29",1.93
"649","2009-07-30",1.83
"650","2009-07-31",1.84
"651","2009-08-03",1.81
"652","2009-08-04",1.83
"653","2009-08-05",1.76
"654","2009-08-06",1.8
"655","2009-08-07",1.74
"656","2009-08-10",1.7
"657","2009-08-11",1.7
"658","2009-08-12",1.62
"659","2009-08-13",1.71
"660","2009-08-14",1.7
"661","2009-08-17",1.67
"662","2009-08-18",1.67
"663","2009-08-19",1.73
"664","2009-08-20",1.8
"665","2009-08-21",1.75
"666","2009-08-24",1.76
"667","2009-08-25",1.7
"668","2009-08-26",1.65
"669","2009-08-27",1.64
"670","2009-08-28",1.62
"671","2009-08-31",1.6
"672","2009-09-01",1.6
"673","2009-09-02",1.65
"674","2009-09-03",1.74
"675","2009-09-04",1.7
"676","2009-09-08",1.7
"677","2009-09-09",1.7
"678","2009-09-10",1.66
"679","2009-09-11",1.7
"680","2009-09-14",1.68
"681","2009-09-15",1.66
"682","2009-09-16",1.7
"683","2009-09-17",1.7
"684","2009-09-18",1.68
"685","2009-09-21",1.73
"686","2009-09-22",1.72
"687","2009-09-23",1.7
"688","2009-09-24",1.68
"689","2009-09-25",1.68
"690","2009-09-28",1.69
"691","2009-09-29",1.7
"692","2009-09-30",1.73
"693","2009-10-01",1.75
"694","2009-10-02",1.8
"695","2009-10-05",1.73
"696","2009-10-06",1.74
"697","2009-10-07",1.72
"698","2009-10-08",1.7
"699","2009-10-09",1.73
"700","2009-10-12",1.72
"701","2009-10-13",1.69
"702","2009-10-14",1.71
"703","2009-10-15",1.73
"704","2009-10-16",1.71
"705","2009-10-19",1.73
"706","2009-10-20",1.72
"707","2009-10-21",1.74
"708","2009-10-22",1.75
"709","2009-10-23",1.73
"710","2009-10-26",1.72
"711","2009-10-27",1.74
"712","2009-10-28",1.74
"713","2009-10-29",1.7
"714","2009-10-30",1.69
"715","2009-11-02",1.67
"716","2009-11-03",1.69
"717","2009-11-04",1.69
"718","2009-11-05",1.65
"719","2009-11-06",1.57
"720","2009-11-09",1.6
"721","2009-11-10",1.52
"722","2009-11-11",1.45
"723","2009-11-12",1.47
"724","2009-11-13",1.5
"725","2009-11-16",1.53
"726","2009-11-17",1.53
"727","2009-11-18",1.55
"728","2009-11-19",1.55
"729","2009-11-20",1.53
"730","2009-11-23",1.55
"731","2009-11-24",1.51
"732","2009-11-25",1.55
"733","2009-11-27",1.55
"734","2009-11-30",1.52
"735","2009-12-01",1.53
"736","2009-12-02",1.55
"737","2009-12-03",1.53
"738","2009-12-04",1.52
"739","2009-12-07",1.54
"740","2009-12-08",1.51
"741","2009-12-09",1.53
"742","2009-12-10",1.52
"743","2009-12-11",1.55
"744","2009-12-14",1.53
"745","2009-12-15",1.51
"746","2009-12-16",1.5
"747","2009-12-17",1.52
"748","2009-12-18",1.52
"749","2009-12-21",1.52
"750","2009-12-22",1.51
"751","2009-12-23",1.49
"752","2009-12-24",1.52
"753","2009-12-28",1.5
"754","2009-12-29",1.5
"755","2009-12-30",1.5
"756","2009-12-31",1.5
"757","2010-01-04",1.5
"758","2010-01-05",1.52
"759","2010-01-06",1.52
"760","2010-01-07",1.3
"761","2010-01-08",1.4
"762","2010-01-11",1.35
"763","2010-01-12",1.35
"764","2010-01-13",1.35
"765","2010-01-14",1.36
"766","2010-01-15",1.35
"767","2010-01-19",1.36
"768","2010-01-20",1.4
"769","2010-01-21",1.5
"770","2010-01-22",1.41
"771","2010-01-25",1.47
"772","2010-01-26",1.43
"773","2010-01-27",1.5
"774","2010-01-28",1.43
"775","2010-01-29",1.46
"776","2010-02-01",1.45
"777","2010-02-02",1.45
"778","2010-02-03",1.46
"779","2010-02-04",1.46
"780","2010-02-05",1.35
"781","2010-02-08",1.35
"782","2010-02-09",1.27
"783","2010-02-10",1.25
"784","2010-02-11",1.32
"785","2010-02-12",1.33
"786","2010-02-16",1.33
"787","2010-02-17",1.32
"788","2010-02-18",1.32
"789","2010-02-19",1.39
"790","2010-02-22",1.39
"791","2010-02-23",1.38
"792","2010-02-24",1.33
"793","2010-02-25",1.38
"794","2010-02-26",1.36
"795","2010-03-01",1.3
"796","2010-03-02",1.4
"797","2010-03-03",1.41
"798","2010-03-04",1.5
"799","2010-03-05",1.57
"800","2010-03-08",1.35
"801","2010-03-09",1.31
"802","2010-03-10",1.31
"803","2010-03-11",1.35
"804","2010-03-12",1.3
"805","2010-03-15",1.32
"806","2010-03-16",1.35
"807","2010-03-17",1.35
"808","2010-03-18",1.37
"809","2010-03-19",1.35
"810","2010-03-22",1.4
"811","2010-03-23",1.4
"812","2010-03-24",1.43
"813","2010-03-25",1.4
"814","2010-03-26",1.36
"815","2010-03-29",1.4
"816","2010-03-30",1.42
"817","2010-03-31",1.4
"818","2010-04-01",1.41
"819","2010-04-05",1.43
"820","2010-04-06",1.46
"821","2010-04-07",1.47
"822","2010-04-08",1.41
"823","2010-04-09",1.43
"824","2010-04-12",1.47
"825","2010-04-13",1.43
"826","2010-04-14",1.46
"827","2010-04-15",1.41
"828","2010-04-16",1.42
"829","2010-04-19",1.43
"830","2010-04-20",1.43
"831","2010-04-21",1.45
"832","2010-04-22",1.45
"833","2010-04-23",1.48
"834","2010-04-26",1.42
"835","2010-04-27",1.42
"836","2010-04-28",1.42
"837","2010-04-29",1.38
"838","2010-04-30",1.4
"839","2010-05-03",1.4
"840","2010-05-04",1.44
"841","2010-05-05",1.38
"842","2010-05-06",1.42
"843","2010-05-07",1.38
"844","2010-05-10",1.47
"845","2010-05-11",1.4
"846","2010-05-12",1.47
"847","2010-05-13",1.41
"848","2010-05-14",1.41
"849","2010-05-17",1.4
"850","2010-05-18",1.39
"851","2010-05-19",1.3
"852","2010-05-20",1.3
"853","2010-05-21",1.3
"854","2010-05-24",1.38
"855","2010-05-25",1.3
"856","2010-05-26",1.45
"857","2010-05-27",1.42
"858","2010-05-28",1.45
"859","2010-06-01",1.4
"860","2010-06-02",1.37
"861","2010-06-03",1.38
"862","2010-06-04",1.38
"863","2010-06-07",1.34
"864","2010-06-08",1.31
"865","2010-06-09",1.35
"866","2010-06-10",1.3
"867","2010-06-11",1.32
"868","2010-06-14",1.31
"869","2010-06-15",1.3
"870","2010-06-16",1.3
"871","2010-06-17",1.26
"872","2010-06-18",1.29
"873","2010-06-21",1.29
"874","2010-06-22",1.29
"875","2010-06-23",1.29
"876","2010-06-24",1.29
"877","2010-06-25",1.29
"878","2010-06-28",1.3
"879","2010-06-29",1.29
"880","2010-06-30",1.27
"881","2010-07-01",1.26
"882","2010-07-02",1.25
"883","2010-07-06",1.3
"884","2010-07-07",1.2
"885","2010-07-08",1.2
"886","2010-07-09",1.18
"887","2010-07-12",1.15
"888","2010-07-13",1.15
"889","2010-07-14",1.1
"890","2010-07-15",1.1
"891","2010-07-16",1.05
"892","2010-07-19",1.05
"893","2010-07-20",1.08
"894","2010-07-21",1.08
"895","2010-07-22",1.1
"896","2010-07-23",1.1
"897","2010-07-26",1.1
"898","2010-07-27",1.11
"899","2010-07-28",1.1
"900","2010-07-29",1.05
"901","2010-07-30",1.15
"902","2010-08-02",1.1
"903","2010-08-03",1.1
"904","2010-08-04",1.1
"905","2010-08-05",1.09
"906","2010-08-06",1.07
"907","2010-08-09",1.05
"908","2010-08-10",1.05
"909","2010-08-11",1.01
"910","2010-08-12",1.06
"911","2010-08-13",1.02
"912","2010-08-16",1.05
"913","2010-08-17",1.02
"914","2010-08-18",1.04
"915","2010-08-19",1.04
"916","2010-08-20",1.01
"917","2010-08-23",1
"918","2010-08-24",1.01
"919","2010-08-25",1.02
"920","2010-08-26",1.08
"921","2010-08-27",1.02
"922","2010-08-30",1
"923","2010-08-31",1.04
"924","2010-09-01",1.01
"925","2010-09-02",1.04
"926","2010-09-03",1.02
"927","2010-09-07",1.03
"928","2010-09-08",1.01
"929","2010-09-09",1.02
"930","2010-09-10",1.02
"931","2010-09-13",1.02
"932","2010-09-14",1.02
"933","2010-09-15",1.02
"934","2010-09-16",1.04
"935","2010-09-17",1.07
"936","2010-09-20",1.1
"937","2010-09-21",1.12
"938","2010-09-22",1.07
"939","2010-09-23",1
"940","2010-09-24",1.05
"941","2010-09-27",1.03
"942","2010-09-28",1.05
"943","2010-09-29",1.1
"944","2010-09-30",1.09
"945","2010-10-01",1.1
"946","2010-10-04",1.03
"947","2010-10-05",1.01
"948","2010-10-06",1.03
"949","2010-10-07",1.03
"950","2010-10-08",1.02
"951","2010-10-11",1
"952","2010-10-12",1
"953","2010-10-13",1.04
"954","2010-10-14",1
"955","2010-10-15",1
"956","2010-10-18",1
"957","2010-10-19",1.01
"958","2010-10-20",1.01
"959","2010-10-21",1.01
"960","2010-10-22",1.1
"961","2010-10-25",1.15
"962","2010-10-26",1.15
"963","2010-10-27",1.04
"964","2010-10-28",1.1
"965","2010-10-29",1.2
"966","2010-11-01",1.2
"967","2010-11-02",1.2
"968","2010-11-03",1.12
"969","2010-11-04",1.06
"970","2010-11-05",1.03
"971","2010-11-08",1.15
"972","2010-11-09",1.1
"973","2010-11-10",1.15
"974","2010-11-11",1.1
"975","2010-11-12",1.22
"976","2010-11-15",1.25
"977","2010-11-16",1.29
"978","2010-11-17",1.26
"979","2010-11-18",1.28
"980","2010-11-19",1.31
"981","2010-11-22",1.29
"982","2010-11-23",1.29
"983","2010-11-24",1.26
"984","2010-11-26",1.35
"985","2010-11-29",1.27
"986","2010-11-30",1.27
"987","2010-12-01",1.29
"988","2010-12-02",1.26
"989","2010-12-03",1.27
"990","2010-12-06",1.27
"991","2010-12-07",1.27
"992","2010-12-08",1.27
"993","2010-12-09",1.27
"994","2010-12-10",1.27
"995","2010-12-13",1.25
"996","2010-12-14",1.27
"997","2010-12-15",1.27
"998","2010-12-16",1.27
"999","2010-12-17",1.28
"1000","2010-12-20",1.28
"1001","2010-12-21",1.3
"1002","2010-12-22",1.3
"1003","2010-12-23",1.29
"1004","2010-12-27",1.29
