"","date","FDP"
"1","2007-01-03",14.99
"2","2007-01-04",14.99
"3","2007-01-05",14.62
"4","2007-01-08",14.51
"5","2007-01-09",14.52
"6","2007-01-10",14.58
"7","2007-01-11",14.88
"8","2007-01-12",14.9
"9","2007-01-16",14.89
"10","2007-01-17",14.91
"11","2007-01-18",14.79
"12","2007-01-19",14.65
"13","2007-01-22",14.77
"14","2007-01-23",14.87
"15","2007-01-24",14.82
"16","2007-01-25",15.01
"17","2007-01-26",15.14
"18","2007-01-29",15.23
"19","2007-01-30",15.44
"20","2007-01-31",15.4
"21","2007-02-01",15.41
"22","2007-02-02",15.58
"23","2007-02-05",15.61
"24","2007-02-06",15.72
"25","2007-02-07",15.83
"26","2007-02-08",15.87
"27","2007-02-09",15.97
"28","2007-02-12",16.059999
"29","2007-02-13",16.139999
"30","2007-02-14",16.360001
"31","2007-02-15",16.440001
"32","2007-02-16",16.469999
"33","2007-02-20",16.82
"34","2007-02-21",16.809999
"35","2007-02-22",16.77
"36","2007-02-23",16.49
"37","2007-02-26",16.42
"38","2007-02-27",16.51
"39","2007-02-28",17.76
"40","2007-03-01",17.98
"41","2007-03-02",18.540001
"42","2007-03-05",18.389999
"43","2007-03-06",19.26
"44","2007-03-07",19.32
"45","2007-03-08",19.92
"46","2007-03-09",19.540001
"47","2007-03-12",19.09
"48","2007-03-13",18.48
"49","2007-03-14",18.860001
"50","2007-03-15",18.969999
"51","2007-03-16",18.860001
"52","2007-03-19",18.959999
"53","2007-03-20",19.1
"54","2007-03-21",19.85
"55","2007-03-22",19.93
"56","2007-03-23",19.82
"57","2007-03-26",19.76
"58","2007-03-27",19.719999
"59","2007-03-28",19.9
"60","2007-03-29",19.799999
"61","2007-03-30",20.049999
"62","2007-04-02",19.74
"63","2007-04-03",19.959999
"64","2007-04-04",19.799999
"65","2007-04-05",19.99
"66","2007-04-09",19.780001
"67","2007-04-10",19.58
"68","2007-04-11",19.629999
"69","2007-04-12",19.52
"70","2007-04-13",19.870001
"71","2007-04-16",19.74
"72","2007-04-17",19.52
"73","2007-04-18",19.42
"74","2007-04-19",19.5
"75","2007-04-20",19.59
"76","2007-04-23",19.629999
"77","2007-04-24",19.1
"78","2007-04-25",19.74
"79","2007-04-26",19.709999
"80","2007-04-27",19.799999
"81","2007-04-30",20.370001
"82","2007-05-01",24.870001
"83","2007-05-02",23.58
"84","2007-05-03",23.219999
"85","2007-05-04",23.059999
"86","2007-05-07",23.950001
"87","2007-05-08",24.120001
"88","2007-05-09",23.879999
"89","2007-05-10",23.790001
"90","2007-05-11",23.629999
"91","2007-05-14",23.5
"92","2007-05-15",23.5
"93","2007-05-16",23.620001
"94","2007-05-17",23.98
"95","2007-05-18",23.629999
"96","2007-05-21",23.860001
"97","2007-05-22",23.799999
"98","2007-05-23",23.51
"99","2007-05-24",23.870001
"100","2007-05-25",24.09
"101","2007-05-29",24.370001
"102","2007-05-30",24.370001
"103","2007-05-31",24.33
"104","2007-06-01",24.82
"105","2007-06-04",25.66
"106","2007-06-05",25.01
"107","2007-06-06",24.860001
"108","2007-06-07",23.959999
"109","2007-06-08",24.309999
"110","2007-06-11",24.65
"111","2007-06-12",24.16
"112","2007-06-13",23.92
"113","2007-06-14",23.76
"114","2007-06-15",24
"115","2007-06-18",23.83
"116","2007-06-19",23.389999
"117","2007-06-20",23.059999
"118","2007-06-21",23.280001
"119","2007-06-22",23.76
"120","2007-06-25",24.280001
"121","2007-06-26",25.15
"122","2007-06-27",25.049999
"123","2007-06-28",25.190001
"124","2007-06-29",25.049999
"125","2007-07-02",25.799999
"126","2007-07-03",25.77
"127","2007-07-05",25.75
"128","2007-07-06",25.540001
"129","2007-07-09",25.57
"130","2007-07-10",25
"131","2007-07-11",25.110001
"132","2007-07-12",25.799999
"133","2007-07-13",25.68
"134","2007-07-16",25.43
"135","2007-07-17",25.450001
"136","2007-07-18",25.200001
"137","2007-07-19",25.48
"138","2007-07-20",25.280001
"139","2007-07-23",25.9
"140","2007-07-24",24.440001
"141","2007-07-25",24.51
"142","2007-07-26",23.530001
"143","2007-07-27",22.52
"144","2007-07-30",22.860001
"145","2007-07-31",25.65
"146","2007-08-01",25.940001
"147","2007-08-02",27.75
"148","2007-08-03",25.379999
"149","2007-08-06",27.200001
"150","2007-08-07",27.48
"151","2007-08-08",25.18
"152","2007-08-09",23.4
"153","2007-08-10",27.209999
"154","2007-08-13",25.77
"155","2007-08-14",25.32
"156","2007-08-15",24.51
"157","2007-08-16",25.02
"158","2007-08-17",24.92
"159","2007-08-20",25.52
"160","2007-08-21",25.799999
"161","2007-08-22",26.200001
"162","2007-08-23",26.299999
"163","2007-08-24",26.299999
"164","2007-08-27",26.18
"165","2007-08-28",26.049999
"166","2007-08-29",26.530001
"167","2007-08-30",26.25
"168","2007-08-31",26.33
"169","2007-09-04",26.280001
"170","2007-09-05",25.83
"171","2007-09-06",26
"172","2007-09-07",25.139999
