"","date","UNB"
"1","2007-01-03",22.02
"2","2007-01-04",21.99
"3","2007-01-05",21.99
"4","2007-01-08",22.01
"5","2007-01-09",21.51
"6","2007-01-10",21.51
"7","2007-01-11",21.91
"8","2007-01-12",21.9
"9","2007-01-16",21.98
"10","2007-01-17",22.040001
"11","2007-01-18",21.75
"12","2007-01-19",21.75
"13","2007-01-22",21.75
"14","2007-01-23",21.799999
"15","2007-01-24",21.799999
"16","2007-01-25",21.85
"17","2007-01-26",21.98
"18","2007-01-29",21.99
"19","2007-01-30",21.99
"20","2007-01-31",22
"21","2007-02-01",22
"22","2007-02-02",22
"23","2007-02-05",21.85
"24","2007-02-06",21.99
"25","2007-02-07",21.99
"26","2007-02-08",22
"27","2007-02-09",22
"28","2007-02-12",22.379999
"29","2007-02-13",21.530001
"30","2007-02-14",21.459999
"31","2007-02-15",21.6
"32","2007-02-16",21.799999
"33","2007-02-20",21.780001
"34","2007-02-21",21.84
"35","2007-02-22",21.85
"36","2007-02-23",21.950001
"37","2007-02-26",22.25
"38","2007-02-27",22.25
"39","2007-02-28",22.190001
"40","2007-03-01",22
"41","2007-03-02",22
"42","2007-03-05",22.08
"43","2007-03-06",21.969999
"44","2007-03-07",22
"45","2007-03-08",21.799999
"46","2007-03-09",21.99
"47","2007-03-12",22.09
"48","2007-03-13",22.1
"49","2007-03-14",22
"50","2007-03-15",22.1
"51","2007-03-16",22
"52","2007-03-19",21.33
"53","2007-03-20",21.790001
"54","2007-03-21",21.25
"55","2007-03-22",21.57
"56","2007-03-23",21.709999
"57","2007-03-26",21.5
"58","2007-03-27",21.5
"59","2007-03-28",21.99
"60","2007-03-29",21.780001
"61","2007-03-30",21.52
"62","2007-04-02",21.52
"63","2007-04-03",21.440001
"64","2007-04-04",21.6
"65","2007-04-05",21.219999
"66","2007-04-09",21.49
"67","2007-04-10",21.5
"68","2007-04-11",21.610001
"69","2007-04-12",21.530001
"70","2007-04-13",21.9
"71","2007-04-16",22.040001
"72","2007-04-17",21.9
"73","2007-04-18",21.91
"74","2007-04-19",21.9
"75","2007-04-20",21.75
"76","2007-04-23",21.51
"77","2007-04-24",21.75
"78","2007-04-25",21.4
"79","2007-04-26",21.42
"80","2007-04-27",21.02
"81","2007-04-30",21.15
"82","2007-05-01",21.059999
"83","2007-05-02",21.15
"84","2007-05-03",21.1
"85","2007-05-04",20.950001
"86","2007-05-07",21.23
"87","2007-05-08",21.15
"88","2007-05-09",21.07
"89","2007-05-10",21.110001
"90","2007-05-11",20.73
"91","2007-05-14",20.73
"92","2007-05-15",20.73
"93","2007-05-16",21
"94","2007-05-17",20.9
"95","2007-05-18",20.98
"96","2007-05-21",21.24
"97","2007-05-22",21.389999
"98","2007-05-23",21.389999
"99","2007-05-24",21.299999
"100","2007-05-25",21.299999
"101","2007-05-29",21.35
"102","2007-05-30",21.200001
"103","2007-05-31",21.4
"104","2007-06-01",21.35
"105","2007-06-04",21.35
"106","2007-06-05",21.299999
"107","2007-06-06",21.299999
"108","2007-06-07",21.299999
"109","2007-06-08",21.4
"110","2007-06-11",21.34
"111","2007-06-12",21.549999
"112","2007-06-13",21.799999
"113","2007-06-14",21.17
"114","2007-06-15",21.15
"115","2007-06-18",21.15
"116","2007-06-19",21.15
"117","2007-06-20",21.15
"118","2007-06-21",21.040001
"119","2007-06-22",21.040001
"120","2007-06-25",20.860001
"121","2007-06-26",20.860001
"122","2007-06-27",20.75
"123","2007-06-28",20.75
"124","2007-06-29",20.799999
"125","2007-07-02",20.950001
"126","2007-07-03",20.950001
"127","2007-07-05",20.75
"128","2007-07-06",20.66
"129","2007-07-09",20.799999
"130","2007-07-10",21
"131","2007-07-11",20.700001
"132","2007-07-12",20.6
"133","2007-07-13",20.6
"134","2007-07-16",20.719999
"135","2007-07-17",21.379999
"136","2007-07-18",22
"137","2007-07-19",21.66
"138","2007-07-20",21.549999
"139","2007-07-23",21.549999
"140","2007-07-24",21.6
"141","2007-07-25",21.299999
"142","2007-07-26",21.4
"143","2007-07-27",21.33
"144","2007-07-30",21.110001
"145","2007-07-31",21.110001
"146","2007-08-01",21.299999
"147","2007-08-02",21.299999
"148","2007-08-03",20.809999
"149","2007-08-06",20.809999
"150","2007-08-07",20.49
"151","2007-08-08",20.5
"152","2007-08-09",20.5
"153","2007-08-10",20.25
"154","2007-08-13",20.25
"155","2007-08-14",20.25
"156","2007-08-15",20
"157","2007-08-16",20
"158","2007-08-17",20.049999
"159","2007-08-20",20
"160","2007-08-21",19.17
"161","2007-08-22",19.18
"162","2007-08-23",19.83
"163","2007-08-24",19.91
"164","2007-08-27",19.950001
"165","2007-08-28",20.35
"166","2007-08-29",20.24
"167","2007-08-30",20.280001
"168","2007-08-31",20.280001
"169","2007-09-04",20.1
"170","2007-09-05",20.15
"171","2007-09-06",20.299999
"172","2007-09-07",20.23
"173","2007-09-10",20.1
"174","2007-09-11",20.049999
"175","2007-09-12",20.24
