"","date","SELF"
"107","2007-06-06",4.05
"108","2007-06-07",4
"109","2007-06-08",4
"110","2007-06-11",4
"111","2007-06-12",4.01
"112","2007-06-13",3.96
"113","2007-06-14",4
"114","2007-06-15",3.98
"115","2007-06-18",3.9
"116","2007-06-19",4
"117","2007-06-20",3.95
"118","2007-06-21",4
"119","2007-06-22",3.92
"120","2007-06-25",3.87
"121","2007-06-26",3.9
"122","2007-06-27",3.93
"123","2007-06-28",4
"124","2007-06-29",4.03
"125","2007-07-02",4.04
"126","2007-07-03",4.05
"127","2007-07-05",4.05
"128","2007-07-06",4.05
"129","2007-07-09",4.03
"130","2007-07-10",3.98
"131","2007-07-11",4.01
"132","2007-07-12",4.05
"133","2007-07-13",4.06
"134","2007-07-16",4.03
"135","2007-07-17",4
"136","2007-07-18",3.99
"137","2007-07-19",4
"138","2007-07-20",4
"139","2007-07-23",4.01
"140","2007-07-24",3.96
"141","2007-07-25",3.95
"142","2007-07-26",3.93
"143","2007-07-27",3.87
"144","2007-07-30",3.87
"145","2007-07-31",3.87
"146","2007-08-01",3.91
"147","2007-08-02",3.93
"148","2007-08-03",3.86
"149","2007-08-06",3.79
"150","2007-08-07",3.74
"151","2007-08-08",3.86
"152","2007-08-09",3.77
"153","2007-08-10",3.83
"154","2007-08-13",3.83
"155","2007-08-14",3.75
"156","2007-08-15",3.61
"157","2007-08-16",3.51
"158","2007-08-17",3.63
"159","2007-08-20",3.75
"160","2007-08-21",3.75
"161","2007-08-22",3.88
"162","2007-08-23",3.95
"163","2007-08-24",3.95
"164","2007-08-27",3.85
"165","2007-08-28",3.8
"166","2007-08-29",3.9
"167","2007-08-30",3.9
"168","2007-08-31",3.9
"169","2007-09-04",3.9
"170","2007-09-05",3.87
"171","2007-09-06",3.9
"172","2007-09-07",3.83
"173","2007-09-10",3.83
"174","2007-09-11",3.98
"175","2007-09-12",3.91
"176","2007-09-13",3.95
"177","2007-09-14",3.94
"178","2007-09-17",3.93
"179","2007-09-18",3.95
"180","2007-09-19",3.86
"181","2007-09-20",3.9
"182","2007-09-21",3.9
"183","2007-09-24",3.94
"184","2007-09-25",3.92
"185","2007-09-26",3.88
"186","2007-09-27",3.91
"187","2007-09-28",3.98
"188","2007-10-01",3.97
"189","2007-10-02",4
"190","2007-10-03",3.95
"191","2007-10-04",3.95
"192","2007-10-05",3.92
"193","2007-10-08",3.99
"194","2007-10-09",3.93
"195","2007-10-10",3.95
"196","2007-10-11",3.99
"197","2007-10-12",3.93
"198","2007-10-15",3.92
"199","2007-10-16",3.96
"200","2007-10-17",3.97
"201","2007-10-18",3.95
"202","2007-10-19",3.92
"203","2007-10-22",3.94
"204","2007-10-23",3.91
"205","2007-10-24",3.92
"206","2007-10-25",3.93
"207","2007-10-26",3.97
"208","2007-10-29",3.94
"209","2007-10-30",3.85
"210","2007-10-31",3.94
"211","2007-11-01",3.97
"212","2007-11-02",3.96
"213","2007-11-05",3.94
"214","2007-11-06",3.94
"215","2007-11-07",3.93
"216","2007-11-08",4
"217","2007-11-09",3.93
"218","2007-11-12",3.93
"219","2007-11-13",3.91
"220","2007-11-14",3.94
"221","2007-11-15",3.91
"222","2007-11-16",3.89
"223","2007-11-19",3.9
"224","2007-11-20",3.93
"225","2007-11-21",3.99
"226","2007-11-23",3.95
"227","2007-11-26",3.94
"228","2007-11-27",3.92
"229","2007-11-28",3.95
"230","2007-11-29",4.04
"231","2007-11-30",3.98
"232","2007-12-03",3.99
"233","2007-12-04",3.99
"234","2007-12-05",3.99
"235","2007-12-06",4.02
"236","2007-12-07",3.99
"237","2007-12-10",4
"238","2007-12-11",4.04
"239","2007-12-12",4
"240","2007-12-13",3.98
"241","2007-12-14",4.02
"242","2007-12-17",3.89
"243","2007-12-18",3.89
"244","2007-12-19",3.88
"245","2007-12-20",3.92
"246","2007-12-21",3.92
"247","2007-12-24",3.94
"248","2007-12-26",3.97
"249","2007-12-27",3.99
"250","2007-12-28",3.9
"251","2007-12-31",3.9
"252","2008-01-02",4.05
"253","2008-01-03",3.94
"254","2008-01-04",3.98
"255","2008-01-07",4.01
"256","2008-01-08",4
"257","2008-01-09",3.96
"258","2008-01-10",3.95
"259","2008-01-11",4.05
"260","2008-01-14",4.05
"261","2008-01-15",4
"262","2008-01-16",4.03
"263","2008-01-17",4.03
"264","2008-01-18",3.99
"265","2008-01-22",4.03
"266","2008-01-23",4
"267","2008-01-24",3.99
"268","2008-01-25",4.03
"269","2008-01-28",4.04
"270","2008-01-29",4.07
"271","2008-01-30",4.06
"272","2008-01-31",4.01
"273","2008-02-01",4.05
"274","2008-02-04",4.03
"275","2008-02-05",4.05
"276","2008-02-06",4.09
"277","2008-02-07",4.12
"278","2008-02-08",4.1
"279","2008-02-11",4.03
"280","2008-02-12",4.03
"281","2008-02-13",4.05
"282","2008-02-14",4.01
"283","2008-02-15",4.02
"284","2008-02-19",4.02
"285","2008-02-20",4.02
"286","2008-02-21",4.03
"287","2008-02-22",4.07
"288","2008-02-25",4.1
"289","2008-02-26",4.11
"290","2008-02-27",4.06
"291","2008-02-28",4.16
"292","2008-02-29",4.08
"293","2008-03-03",4.07
"294","2008-03-04",4.1
"295","2008-03-05",4.2
"296","2008-03-06",4.13
"297","2008-03-07",4.09
"298","2008-03-10",4.12
"299","2008-03-11",4.14
"300","2008-03-12",4.09
"301","2008-03-13",4.05
"302","2008-03-14",4.05
"303","2008-03-17",4
"304","2008-03-18",3.88
"305","2008-03-19",3.9
"306","2008-03-20",3.88
"307","2008-03-24",3.93
"308","2008-03-25",3.9
"309","2008-03-26",3.98
"310","2008-03-27",4
"311","2008-03-28",4.02
"312","2008-03-31",4.04
"313","2008-04-01",3.98
"314","2008-04-02",4
"315","2008-04-03",3.99
"316","2008-04-04",3.93
"317","2008-04-07",3.9
"318","2008-04-08",3.74
"319","2008-04-09",3.84
"320","2008-04-10",3.85
"321","2008-04-11",3.86
"322","2008-04-14",3.88
"323","2008-04-15",3.83
"324","2008-04-16",3.85
"325","2008-04-17",3.84
"326","2008-04-18",3.87
"327","2008-04-21",3.84
"328","2008-04-22",3.85
"329","2008-04-23",3.85
"330","2008-04-24",3.82
"331","2008-04-25",3.81
"332","2008-04-28",3.85
"333","2008-04-29",3.89
"334","2008-04-30",3.88
"335","2008-05-01",3.92
"336","2008-05-02",3.89
"337","2008-05-05",3.92
"338","2008-05-06",3.91
"339","2008-05-07",3.96
"340","2008-05-08",3.92
"341","2008-05-09",3.93
"342","2008-05-12",3.93
"343","2008-05-13",3.94
"344","2008-05-14",3.97
"345","2008-05-15",3.98
"346","2008-05-16",3.98
"347","2008-05-19",4.05
"348","2008-05-20",3.97
"349","2008-05-21",3.98
"350","2008-05-22",4.04
"351","2008-05-23",4
"352","2008-05-27",4.02
"353","2008-05-28",4.02
"354","2008-05-29",4.02
"355","2008-05-30",4.01
"356","2008-06-02",4.01
"357","2008-06-03",4.01
"358","2008-06-04",4
"359","2008-06-05",4
"360","2008-06-06",4.05
"361","2008-06-09",4.04
"362","2008-06-10",4.01
"363","2008-06-11",4.04
"364","2008-06-12",3.96
"365","2008-06-13",3.94
"366","2008-06-16",3.9
"367","2008-06-17",3.87
"368","2008-06-18",3.87
"369","2008-06-19",3.85
"370","2008-06-20",3.88
"371","2008-06-23",3.87
"372","2008-06-24",3.88
"373","2008-06-25",3.89
"374","2008-06-26",3.89
"375","2008-06-27",3.89
"376","2008-06-30",3.89
"377","2008-07-01",3.9
"378","2008-07-02",3.89
"379","2008-07-03",3.87
"380","2008-07-07",3.87
"381","2008-07-08",3.87
"382","2008-07-09",3.86
"383","2008-07-10",3.83
"384","2008-07-11",3.8
"385","2008-07-14",3.77
"386","2008-07-15",3.73
"387","2008-07-16",3.73
"388","2008-07-17",3.75
"389","2008-07-18",3.76
"390","2008-07-21",3.76
"391","2008-07-22",3.75
"392","2008-07-23",3.79
"393","2008-07-24",3.8
"394","2008-07-25",3.76
"395","2008-07-28",3.76
"396","2008-07-29",3.74
"397","2008-07-30",3.72
"398","2008-07-31",3.74
"399","2008-08-01",3.79
"400","2008-08-04",3.75
"401","2008-08-05",3.76
"402","2008-08-06",3.74
"403","2008-08-07",3.73
"404","2008-08-08",3.74
"405","2008-08-11",3.71
"406","2008-08-12",3.71
"407","2008-08-13",3.71
"408","2008-08-14",3.7
"409","2008-08-15",3.71
"410","2008-08-18",3.68
"411","2008-08-19",3.68
"412","2008-08-20",3.68
"413","2008-08-21",3.68
"414","2008-08-22",3.67
"415","2008-08-25",3.73
"416","2008-08-26",3.68
"417","2008-08-27",3.68
"418","2008-08-28",3.68
"419","2008-08-29",3.68
"420","2008-09-02",3.68
"421","2008-09-03",3.66
"422","2008-09-04",3.65
"423","2008-09-05",3.63
"424","2008-09-08",3.63
"425","2008-09-09",3.62
"426","2008-09-10",3.58
"427","2008-09-11",3.56
"428","2008-09-12",3.54
"429","2008-09-15",3.59
"430","2008-09-16",3.61
"431","2008-09-17",3.35
"432","2008-09-18",3.36
"433","2008-09-19",3.28
"434","2008-09-22",3.01
"435","2008-09-23",3.19
"436","2008-09-24",3.22
"437","2008-09-25",3.25
"438","2008-09-26",3.13
"439","2008-09-29",2.8
"440","2008-09-30",3.04
"441","2008-10-01",3.12
"442","2008-10-02",3.1
"443","2008-10-03",3.11
"444","2008-10-06",2.5
"445","2008-10-07",2.57
"446","2008-10-08",2.4
"447","2008-10-09",2.12
"448","2008-10-10",2.2
"449","2008-10-13",2.42
"450","2008-10-14",2.6
"451","2008-10-15",2.59
"452","2008-10-16",2.51
"453","2008-10-17",2.54
"454","2008-10-20",2.7
"455","2008-10-21",2.65
"456","2008-10-22",2.56
"457","2008-10-23",2.5
"458","2008-10-24",2.47
"459","2008-10-27",2.51
"460","2008-10-28",2.55
"461","2008-10-29",2.6
"462","2008-10-30",2.7
"463","2008-10-31",2.7
"464","2008-11-03",2.7
"465","2008-11-04",2.75
"466","2008-11-05",2.74
"467","2008-11-06",2.74
"468","2008-11-07",2.69
"469","2008-11-10",2.69
"470","2008-11-11",2.6
"471","2008-11-12",2.55
"472","2008-11-13",2.45
"473","2008-11-14",2.48
"474","2008-11-17",2.48
"475","2008-11-18",2.47
"476","2008-11-19",2.35
"477","2008-11-20",2.25
"478","2008-11-21",2.1
"479","2008-11-24",2.16
"480","2008-11-25",2.4
"481","2008-11-26",2.36
"482","2008-11-28",2.35
"483","2008-12-01",2.5
"484","2008-12-02",2.65
"485","2008-12-03",2.4
"486","2008-12-04",2.4
"487","2008-12-05",2.4
"488","2008-12-08",2.4
"489","2008-12-09",2.32
"490","2008-12-10",2.4
"491","2008-12-11",2.25
"492","2008-12-12",2.35
"493","2008-12-15",2.4
"494","2008-12-16",2.5
"495","2008-12-17",2.65
"496","2008-12-18",2.26
"497","2008-12-19",2.5
"498","2008-12-22",2.5
"499","2008-12-23",2.54
"500","2008-12-24",2.61
"501","2008-12-26",3
"502","2008-12-29",2.63
"503","2008-12-30",2.65
"504","2008-12-31",2.7
"505","2009-01-02",2.9
"506","2009-01-05",2.9
"507","2009-01-06",2.96
"508","2009-01-07",2.95
"509","2009-01-08",2.95
"510","2009-01-09",2.9
"511","2009-01-12",2.92
"512","2009-01-13",2.91
"513","2009-01-14",3
"514","2009-01-15",2.94
"515","2009-01-16",2.93
"516","2009-01-20",2.91
"517","2009-01-21",2.85
"518","2009-01-22",2.83
"519","2009-01-23",2.82
"520","2009-01-26",3.1
"521","2009-01-27",3.07
"522","2009-01-28",3.09
"523","2009-01-29",3.08
"524","2009-01-30",3.08
"525","2009-02-02",2.94
"526","2009-02-03",2.93
"527","2009-02-04",2.91
"528","2009-02-05",2.9
"529","2009-02-06",2.9
"530","2009-02-09",2.9
"531","2009-02-10",2.9
"532","2009-02-11",2.85
"533","2009-02-12",2.85
"534","2009-02-13",2.82
"535","2009-02-17",2.8
"536","2009-02-18",2.8
"537","2009-02-19",2.68
"538","2009-02-20",2.67
"539","2009-02-23",2.67
"540","2009-02-24",2.67
"541","2009-02-25",2.67
"542","2009-02-26",2.65
"543","2009-02-27",2.5
"544","2009-03-02",2.5
"545","2009-03-03",2.38
"546","2009-03-04",2.38
"547","2009-03-05",2.38
"548","2009-03-06",2.23
"549","2009-03-09",2.28
"550","2009-03-10",2.27
"551","2009-03-11",2.27
"552","2009-03-12",2.32
"553","2009-03-13",2.4
"554","2009-03-16",2.4
"555","2009-03-17",2.38
"556","2009-03-18",2.38
"557","2009-03-19",2.5
"558","2009-03-20",2.5
"559","2009-03-23",2.63
"560","2009-03-24",2.57
"561","2009-03-25",2.55
"562","2009-03-26",2.6
"563","2009-03-27",2.55
"564","2009-03-30",2.56
"565","2009-03-31",2.55
"566","2009-04-01",2.55
"567","2009-04-02",2.63
"568","2009-04-03",2.55
"569","2009-04-06",2.6
"570","2009-04-07",2.6
"571","2009-04-08",2.6
"572","2009-04-09",2.63
"573","2009-04-13",2.6
"574","2009-04-14",2.65
"575","2009-04-15",2.6
"576","2009-04-16",2.6
"577","2009-04-17",2.8
"578","2009-04-20",2.8
"579","2009-04-21",2.8
"580","2009-04-22",2.79
"581","2009-04-23",2.6
"582","2009-04-24",2.77
"583","2009-04-27",2.66
"584","2009-04-28",2.7
"585","2009-04-29",2.6
"586","2009-04-30",2.63
"587","2009-05-01",2.65
"588","2009-05-04",2.85
"589","2009-05-05",2.9
"590","2009-05-06",2.9
"591","2009-05-07",2.9
"592","2009-05-08",2.9
"593","2009-05-11",2.88
"594","2009-05-12",2.88
"595","2009-05-13",2.87
"596","2009-05-14",2.87
"597","2009-05-15",2.87
"598","2009-05-18",2.88
"599","2009-05-19",2.9
"600","2009-05-20",2.85
"601","2009-05-21",2.72
"602","2009-05-22",2.85
"603","2009-05-26",2.85
"604","2009-05-27",2.9
"605","2009-05-28",2.92
"606","2009-05-29",2.96
"607","2009-06-01",3
"608","2009-06-02",3
"609","2009-06-03",3.15
"610","2009-06-04",3.15
"611","2009-06-05",3.15
"612","2009-06-08",2.97
"613","2009-06-09",3.1
"614","2009-06-10",3.1
"615","2009-06-11",3.08
"616","2009-06-12",2.96
"617","2009-06-15",2.96
"618","2009-06-16",3.1
"619","2009-06-17",2.96
"620","2009-06-18",3
"621","2009-06-19",3
"622","2009-06-22",3
"623","2009-06-23",2.98
"624","2009-06-24",2.98
"625","2009-06-25",2.97
"626","2009-06-26",2.99
"627","2009-06-29",3
"628","2009-06-30",3.1
"629","2009-07-01",3.09
"630","2009-07-02",3.05
"631","2009-07-06",2.95
"632","2009-07-07",2.95
"633","2009-07-08",2.9
"634","2009-07-09",2.93
"635","2009-07-10",2.93
"636","2009-07-13",2.94
"637","2009-07-14",3
"638","2009-07-15",2.97
"639","2009-07-16",3.09
"640","2009-07-17",2.97
"641","2009-07-20",2.95
"642","2009-07-21",3.05
"643","2009-07-22",3.01
"644","2009-07-23",3
"645","2009-07-24",3.01
"646","2009-07-27",3.09
"647","2009-07-28",3.08
"648","2009-07-29",3.02
"649","2009-07-30",3.03
"650","2009-07-31",3.03
"651","2009-08-03",3.11
"652","2009-08-04",3.19
"653","2009-08-05",3.18
"654","2009-08-06",3.17
"655","2009-08-07",3.18
"656","2009-08-10",3.19
"657","2009-08-11",3.19
"658","2009-08-12",3.2
"659","2009-08-13",3.3
"660","2009-08-14",3.3
"661","2009-08-17",3.23
"662","2009-08-18",3.3
"663","2009-08-19",3.34
"664","2009-08-20",3.23
"665","2009-08-21",3.25
"666","2009-08-24",3.23
"667","2009-08-25",3.24
"668","2009-08-26",3.3
"669","2009-08-27",3.3
"670","2009-08-28",3.3
"671","2009-08-31",3.21
"672","2009-09-01",3.21
"673","2009-09-02",3.22
"674","2009-09-03",3.22
"675","2009-09-04",3.21
"676","2009-09-08",3.21
"677","2009-09-09",3.37
"678","2009-09-10",3.38
"679","2009-09-11",3.3
"680","2009-09-14",3.23
"681","2009-09-15",3.3
"682","2009-09-16",3.39
"683","2009-09-17",3.38
"684","2009-09-18",3.44
"685","2009-09-21",3.44
"686","2009-09-22",3.47
"687","2009-09-23",3.55
"688","2009-09-24",3.55
"689","2009-09-25",3.5
"690","2009-09-28",3.62
"691","2009-09-29",3.46
"692","2009-09-30",3.37
"693","2009-10-01",3.42
"694","2009-10-02",3.38
"695","2009-10-05",3.5
"696","2009-10-06",3.62
"697","2009-10-07",3.72
"698","2009-10-08",3.65
"699","2009-10-09",3.73
"700","2009-10-12",3.63
"701","2009-10-13",3.63
"702","2009-10-14",3.61
"703","2009-10-15",3.65
"704","2009-10-16",3.53
"705","2009-10-19",3.53
"706","2009-10-20",3.6
"707","2009-10-21",3.59
"708","2009-10-22",3.56
"709","2009-10-23",3.5
"710","2009-10-26",3.5
"711","2009-10-27",3.5
"712","2009-10-28",3.43
"713","2009-10-29",3.45
"714","2009-10-30",3.49
"715","2009-11-02",3.48
"716","2009-11-03",3.5
"717","2009-11-04",3.45
"718","2009-11-05",3.5
"719","2009-11-06",3.5
"720","2009-11-09",3.5
"721","2009-11-10",3.46
"722","2009-11-11",3.46
"723","2009-11-12",3.45
"724","2009-11-13",3.45
"725","2009-11-16",3.46
"726","2009-11-17",3.55
"727","2009-11-18",3.55
"728","2009-11-19",3.55
"729","2009-11-20",3.55
"730","2009-11-23",3.55
"731","2009-11-24",3.55
"732","2009-11-25",3.55
"733","2009-11-27",3.55
"734","2009-11-30",3.47
"735","2009-12-01",3.6
"736","2009-12-02",3.51
"737","2009-12-03",3.6
"738","2009-12-04",3.65
"739","2009-12-07",3.55
"740","2009-12-08",3.65
"741","2009-12-09",3.52
"742","2009-12-10",3.7
"743","2009-12-11",3.63
"744","2009-12-14",3.65
"745","2009-12-15",3.35
"746","2009-12-16",3.52
"747","2009-12-17",3.5
"748","2009-12-18",3.65
"749","2009-12-21",3.51
"750","2009-12-22",3.4
"751","2009-12-23",3.5
"752","2009-12-24",3.5
"753","2009-12-28",3.74
"754","2009-12-29",3.7
"755","2009-12-30",3.54
"756","2009-12-31",3.65
"757","2010-01-04",3.66
"758","2010-01-05",3.66
"759","2010-01-06",3.66
"760","2010-01-07",3.59
"761","2010-01-08",3.56
"762","2010-01-11",3.65
"763","2010-01-12",3.6
"764","2010-01-13",3.61
"765","2010-01-14",3.68
"766","2010-01-15",3.65
"767","2010-01-19",3.67
"768","2010-01-20",3.66
"769","2010-01-21",3.7
"770","2010-01-22",3.7
"771","2010-01-25",3.6
"772","2010-01-26",3.69
"773","2010-01-27",3.6
"774","2010-01-28",3.6
"775","2010-01-29",3.6
"776","2010-02-01",3.6
"777","2010-02-02",3.7
"778","2010-02-03",3.57
"779","2010-02-04",3.7
"780","2010-02-05",3.57
"781","2010-02-08",3.6
"782","2010-02-09",3.56
"783","2010-02-10",3.55
"784","2010-02-11",3.6
"785","2010-02-12",3.55
"786","2010-02-16",3.6
"787","2010-02-17",3.52
"788","2010-02-18",3.6
"789","2010-02-19",3.54
"790","2010-02-22",3.58
"791","2010-02-23",3.59
"792","2010-02-24",3.64
"793","2010-02-25",3.54
"794","2010-02-26",3.6
"795","2010-03-01",3.68
"796","2010-03-02",3.6
"797","2010-03-03",3.65
"798","2010-03-04",3.65
"799","2010-03-05",3.7
"800","2010-03-08",3.72
"801","2010-03-09",3.74
"802","2010-03-10",3.75
"803","2010-03-11",3.75
"804","2010-03-12",3.74
"805","2010-03-15",3.74
"806","2010-03-16",3.78
"807","2010-03-17",3.7
"808","2010-03-18",3.7
"809","2010-03-19",3.7
"810","2010-03-22",3.73
"811","2010-03-23",3.75
"812","2010-03-24",3.71
"813","2010-03-25",3.71
"814","2010-03-26",3.76
"815","2010-03-29",3.77
"816","2010-03-30",3.71
"817","2010-03-31",3.78
"818","2010-04-01",3.77
"819","2010-04-05",3.8
"820","2010-04-06",3.8
"821","2010-04-07",3.83
"822","2010-04-08",3.82
"823","2010-04-09",3.82
"824","2010-04-12",3.82
"825","2010-04-13",3.75
"826","2010-04-14",3.75
"827","2010-04-15",3.8
"828","2010-04-16",3.8
"829","2010-04-19",3.76
"830","2010-04-20",3.77
"831","2010-04-21",3.8
"832","2010-04-22",3.82
"833","2010-04-23",3.78
"834","2010-04-26",3.76
"835","2010-04-27",3.78
"836","2010-04-28",3.7
"837","2010-04-29",3.77
"838","2010-04-30",3.77
"839","2010-05-03",3.82
"840","2010-05-04",3.82
"841","2010-05-05",3.8
"842","2010-05-06",3.66
"843","2010-05-07",3.6
"844","2010-05-10",3.68
"845","2010-05-11",3.68
"846","2010-05-12",3.62
"847","2010-05-13",3.57
"848","2010-05-14",3.6
"849","2010-05-17",3.6
"850","2010-05-18",3.52
"851","2010-05-19",3.52
"852","2010-05-20",3.59
"853","2010-05-21",3.45
"854","2010-05-24",3.55
"855","2010-05-25",3.48
"856","2010-05-26",3.51
"857","2010-05-27",3.5
"858","2010-05-28",3.55
"859","2010-06-01",3.55
"860","2010-06-02",3.5
"861","2010-06-03",3.5
"862","2010-06-04",3.54
"863","2010-06-07",3.54
"864","2010-06-08",3.5
"865","2010-06-09",3.5
"866","2010-06-10",3.43
"867","2010-06-11",3.43
"868","2010-06-14",3.5
"869","2010-06-15",3.5
"870","2010-06-16",3.6
"871","2010-06-17",3.6
"872","2010-06-18",3.55
"873","2010-06-21",3.6
"874","2010-06-22",3.52
"875","2010-06-23",3.48
"876","2010-06-24",3.49
"877","2010-06-25",3.48
"878","2010-06-28",3.48
"879","2010-06-29",3.43
"880","2010-06-30",3.43
"881","2010-07-01",3.55
"882","2010-07-02",3.51
"883","2010-07-06",3.47
"884","2010-07-07",3.44
"885","2010-07-08",3.46
"886","2010-07-09",3.44
"887","2010-07-12",3.4
"888","2010-07-13",3.38
"889","2010-07-14",3.5
"890","2010-07-15",3.41
"891","2010-07-16",3.41
"892","2010-07-19",3.45
"893","2010-07-20",3.45
"894","2010-07-21",3.45
"895","2010-07-22",3.54
"896","2010-07-23",3.54
"897","2010-07-26",3.53
"898","2010-07-27",3.59
"899","2010-07-28",3.55
"900","2010-07-29",3.55
"901","2010-07-30",3.57
"902","2010-08-02",3.65
"903","2010-08-03",3.68
"904","2010-08-04",3.69
"905","2010-08-05",3.69
"906","2010-08-06",3.7
"907","2010-08-09",3.68
"908","2010-08-10",3.7
"909","2010-08-11",3.65
"910","2010-08-12",3.64
"911","2010-08-13",3.68
"912","2010-08-16",3.67
"913","2010-08-17",3.7
"914","2010-08-18",3.67
"915","2010-08-19",3.67
"916","2010-08-20",3.72
"917","2010-08-23",3.65
"918","2010-08-24",3.65
"919","2010-08-25",3.53
"920","2010-08-26",3.65
"921","2010-08-27",3.7
"922","2010-08-30",3.69
"923","2010-08-31",3.7
"924","2010-09-01",3.66
"925","2010-09-02",3.63
"926","2010-09-03",3.72
"927","2010-09-07",3.75
"928","2010-09-08",3.69
"929","2010-09-09",3.75
"930","2010-09-10",3.77
"931","2010-09-13",3.78
"932","2010-09-14",3.76
"933","2010-09-15",3.78
"934","2010-09-16",3.79
"935","2010-09-17",3.8
"936","2010-09-20",3.8
"937","2010-09-21",3.8
"938","2010-09-22",3.77
"939","2010-09-23",3.8
"940","2010-09-24",3.78
"941","2010-09-27",3.8
"942","2010-09-28",3.8
"943","2010-09-29",3.8
"944","2010-09-30",3.83
"945","2010-10-01",3.9
"946","2010-10-04",3.89
"947","2010-10-05",3.9
"948","2010-10-06",3.88
"949","2010-10-07",3.9
"950","2010-10-08",3.94
"951","2010-10-11",3.95
"952","2010-10-12",3.93
"953","2010-10-13",3.92
"954","2010-10-14",3.95
"955","2010-10-15",3.95
"956","2010-10-18",3.98
"957","2010-10-19",3.95
"958","2010-10-20",4.05
"959","2010-10-21",4
"960","2010-10-22",4
"961","2010-10-25",4.06
"962","2010-10-26",3.96
"963","2010-10-27",4.07
"964","2010-10-28",4.02
"965","2010-10-29",4.05
"966","2010-11-01",4.07
"967","2010-11-02",4.1
"968","2010-11-03",4.03
"969","2010-11-04",4.07
"970","2010-11-05",4.09
"971","2010-11-08",4.09
"972","2010-11-09",4.02
"973","2010-11-10",4.04
"974","2010-11-11",4.03
"975","2010-11-12",4.04
"976","2010-11-15",4.02
"977","2010-11-16",4
"978","2010-11-17",4.02
"979","2010-11-18",4.01
"980","2010-11-19",4
"981","2010-11-22",4.05
"982","2010-11-23",4.05
"983","2010-11-24",4
"984","2010-11-26",4
"985","2010-11-29",4
"986","2010-11-30",4
"987","2010-12-01",4.04
"988","2010-12-02",4.08
"989","2010-12-03",4.07
"990","2010-12-06",4.01
"991","2010-12-07",4.01
"992","2010-12-08",4.07
"993","2010-12-09",4.05
"994","2010-12-10",4
"995","2010-12-13",4
"996","2010-12-14",4.08
"997","2010-12-15",4.05
"998","2010-12-16",4
"999","2010-12-17",4.08
"1000","2010-12-20",4.08
"1001","2010-12-21",4.03
"1002","2010-12-22",3.96
"1003","2010-12-23",4.08
"1004","2010-12-27",4.09
