"","date","KSS"
"1","2007-01-03",67.080002
"2","2007-01-04",67.68
"3","2007-01-05",66.800003
"4","2007-01-08",66.25
"5","2007-01-09",66.650002
"6","2007-01-10",67.620003
"7","2007-01-11",68.080002
"8","2007-01-12",68.25
"9","2007-01-16",67.940002
"10","2007-01-17",67.980003
"11","2007-01-18",69.830002
"12","2007-01-19",69.529999
"13","2007-01-22",68.580002
"14","2007-01-23",69.080002
"15","2007-01-24",69.580002
"16","2007-01-25",68.540001
"17","2007-01-26",68.949997
"18","2007-01-29",69.620003
"19","2007-01-30",69.260002
"20","2007-01-31",70.910004
"21","2007-02-01",72.82
"22","2007-02-02",73.150002
"23","2007-02-05",72.010002
"24","2007-02-06",73.18
"25","2007-02-07",73.419998
"26","2007-02-08",72.5
"27","2007-02-09",72.470001
"28","2007-02-12",71.830002
"29","2007-02-13",72.32
"30","2007-02-14",73.029999
"31","2007-02-15",73.580002
"32","2007-02-16",73.82
"33","2007-02-20",74.239998
"34","2007-02-21",73.639999
"35","2007-02-22",72.919998
"36","2007-02-23",72.599998
"37","2007-02-26",71.860001
"38","2007-02-27",69.019997
"39","2007-02-28",69
"40","2007-03-01",67.529999
"41","2007-03-02",71.260002
"42","2007-03-05",70.190002
"43","2007-03-06",70.720001
"44","2007-03-07",71
"45","2007-03-08",72.760002
"46","2007-03-09",72.82
"47","2007-03-12",73
"48","2007-03-13",71.529999
"49","2007-03-14",70.75
"50","2007-03-15",72.769997
"51","2007-03-16",71.959999
"52","2007-03-19",72.970001
"53","2007-03-20",73.739998
"54","2007-03-21",74.059998
"55","2007-03-22",74.199997
"56","2007-03-23",75.43
"57","2007-03-26",75.949997
"58","2007-03-27",76.029999
"59","2007-03-28",75.75
"60","2007-03-29",76.220001
"61","2007-03-30",76.610001
"62","2007-04-02",77.489998
"63","2007-04-03",78
"64","2007-04-04",77.980003
"65","2007-04-05",78.379997
"66","2007-04-09",78.470001
"67","2007-04-10",77.75
"68","2007-04-11",77.199997
"69","2007-04-12",77.980003
"70","2007-04-13",77.239998
"71","2007-04-16",76.769997
"72","2007-04-17",77.949997
"73","2007-04-18",78.309998
"74","2007-04-19",78.580002
"75","2007-04-20",78.889999
"76","2007-04-23",77.919998
"77","2007-04-24",76.889999
"78","2007-04-25",77.730003
"79","2007-04-26",77.139999
"80","2007-04-27",76.339996
"81","2007-04-30",74.040001
"82","2007-05-01",74.639999
"83","2007-05-02",73.93
"84","2007-05-03",73.199997
"85","2007-05-04",73.980003
"86","2007-05-07",74.529999
"87","2007-05-08",72.879997
"88","2007-05-09",73.550003
"89","2007-05-10",73.660004
"90","2007-05-11",72.599998
"91","2007-05-14",72.089996
"92","2007-05-15",71.620003
"93","2007-05-16",71.959999
"94","2007-05-17",74.160004
"95","2007-05-18",75.029999
"96","2007-05-21",73.849998
"97","2007-05-22",73.110001
"98","2007-05-23",73.809998
"99","2007-05-24",73.980003
"100","2007-05-25",73.57
"101","2007-05-29",74.169998
"102","2007-05-30",75.010002
"103","2007-05-31",75.32
"104","2007-06-01",76.099998
"105","2007-06-04",76.43
"106","2007-06-05",75.889999
"107","2007-06-06",74.75
"108","2007-06-07",72.220001
"109","2007-06-08",72.410004
"110","2007-06-11",72.050003
"111","2007-06-12",70.650002
"112","2007-06-13",70.849998
"113","2007-06-14",72.5
"114","2007-06-15",71.43
"115","2007-06-18",70.849998
"116","2007-06-19",71.019997
"117","2007-06-20",70.519997
"118","2007-06-21",71.370003
"119","2007-06-22",70.260002
"120","2007-06-25",69.629997
"121","2007-06-26",68.18
"122","2007-06-27",71.199997
"123","2007-06-28",71.309998
"124","2007-06-29",71.029999
"125","2007-07-02",70.209999
"126","2007-07-03",69.709999
"127","2007-07-05",70.150002
"128","2007-07-06",70.459999
"129","2007-07-09",69.449997
"130","2007-07-10",68.120003
"131","2007-07-11",68.440002
"132","2007-07-12",69.279999
"133","2007-07-13",68.68
"134","2007-07-16",68.110001
"135","2007-07-17",66.959999
"136","2007-07-18",66.830002
"137","2007-07-19",66.610001
"138","2007-07-20",65.32
"139","2007-07-23",65.029999
"140","2007-07-24",64.139999
"141","2007-07-25",64.220001
"142","2007-07-26",62.349998
"143","2007-07-27",61.889999
"144","2007-07-30",62.400002
"145","2007-07-31",60.799999
"146","2007-08-01",59.900002
"147","2007-08-02",60.41
"148","2007-08-03",57.32
"149","2007-08-06",60.310001
"150","2007-08-07",60.540001
"151","2007-08-08",59.360001
"152","2007-08-09",59.639999
"153","2007-08-10",58.18
"154","2007-08-13",59.220001
"155","2007-08-14",56.41
"156","2007-08-15",55.939999
"157","2007-08-16",58.25
"158","2007-08-17",62.880001
"159","2007-08-20",60.57
"160","2007-08-21",60.549999
"161","2007-08-22",59.950001
"162","2007-08-23",58.369999
"163","2007-08-24",58.919998
"164","2007-08-27",57.049999
"165","2007-08-28",56.380001
"166","2007-08-29",57.75
"167","2007-08-30",57.43
"168","2007-08-31",59.299999
"169","2007-09-04",57.009998
"170","2007-09-05",55.259998
"171","2007-09-06",54.400002
"172","2007-09-07",53.939999
"173","2007-09-10",53.150002
"174","2007-09-11",53.759998
"175","2007-09-12",53.27
"176","2007-09-13",56.5
"177","2007-09-14",56.869999
"178","2007-09-17",55.889999
"179","2007-09-18",59.610001
"180","2007-09-19",59.32
"181","2007-09-20",58.549999
"182","2007-09-21",60.27
"183","2007-09-24",59
"184","2007-09-25",57.709999
"185","2007-09-26",57.099998
"186","2007-09-27",56.810001
"187","2007-09-28",57.330002
"188","2007-10-01",57.599998
"189","2007-10-02",58.630001
"190","2007-10-03",60.02
"191","2007-10-04",58.93
"192","2007-10-05",61.169998
"193","2007-10-08",60.450001
"194","2007-10-09",60.259998
"195","2007-10-10",61.110001
"196","2007-10-11",61.110001
"197","2007-10-12",60.619999
"198","2007-10-15",58.540001
"199","2007-10-16",57.560001
"200","2007-10-17",57.57
"201","2007-10-18",55.939999
"202","2007-10-19",54.869999
"203","2007-10-22",55.919998
"204","2007-10-23",55.139999
"205","2007-10-24",56.439999
"206","2007-10-25",55.849998
"207","2007-10-26",56.459999
"208","2007-10-29",57.099998
"209","2007-10-30",56.009998
"210","2007-10-31",54.970001
"211","2007-11-01",53.099998
"212","2007-11-02",52.810001
"213","2007-11-05",50.93
"214","2007-11-06",50.880001
"215","2007-11-07",50.869999
"216","2007-11-08",49.16
"217","2007-11-09",47.580002
"218","2007-11-12",48.59
"219","2007-11-13",51.220001
"220","2007-11-14",49.380001
"221","2007-11-15",48.919998
"222","2007-11-16",49.68
"223","2007-11-19",47.59
"224","2007-11-20",48.759998
"225","2007-11-21",47.59
"226","2007-11-23",48.720001
"227","2007-11-26",47.490002
"228","2007-11-27",48.060001
"229","2007-11-28",50.73
"230","2007-11-29",49.34
"231","2007-11-30",49.279999
"232","2007-12-03",49.220001
"233","2007-12-04",50.580002
"234","2007-12-05",50.700001
"235","2007-12-06",51.200001
"236","2007-12-07",52.169998
"237","2007-12-10",52.540001
"238","2007-12-11",49.400002
"239","2007-12-12",48.689999
"240","2007-12-13",47.84
"241","2007-12-14",46.689999
"242","2007-12-17",47.310001
"243","2007-12-18",47.360001
"244","2007-12-19",45.52
"245","2007-12-20",45.32
"246","2007-12-21",46.16
"247","2007-12-24",46.400002
"248","2007-12-26",45.25
"249","2007-12-27",44.950001
"250","2007-12-28",45.209999
"251","2007-12-31",45.799999
"252","2008-01-02",44.889999
"253","2008-01-03",43.119999
"254","2008-01-04",40.900002
"255","2008-01-07",41.23
"256","2008-01-08",39.779999
"257","2008-01-09",40.869999
"258","2008-01-10",40.330002
"259","2008-01-11",38.330002
"260","2008-01-14",38.799999
"261","2008-01-15",38.43
"262","2008-01-16",39.57
"263","2008-01-17",39.240002
"264","2008-01-18",40
"265","2008-01-22",42.889999
"266","2008-01-23",44.029999
"267","2008-01-24",43.07
"268","2008-01-25",41.84
"269","2008-01-28",43.470001
"270","2008-01-29",43.529999
"271","2008-01-30",43.119999
"272","2008-01-31",45.529999
"273","2008-02-01",45.93
"274","2008-02-04",44.919998
"275","2008-02-05",43.25
"276","2008-02-06",42.919998
"277","2008-02-07",45.849998
"278","2008-02-08",44.669998
"279","2008-02-11",47.07
"280","2008-02-12",47.23
"281","2008-02-13",46.27
"282","2008-02-14",44.900002
"283","2008-02-15",44.700001
"284","2008-02-19",43.68
"285","2008-02-20",46.07
"286","2008-02-21",44.59
"287","2008-02-22",45.049999
"288","2008-02-25",45.830002
"289","2008-02-26",47.25
"290","2008-02-27",46.889999
"291","2008-02-28",45.240002
"292","2008-02-29",44.439999
"293","2008-03-03",45.310001
"294","2008-03-04",44.98
"295","2008-03-05",44.68
"296","2008-03-06",42.630001
"297","2008-03-07",42.830002
"298","2008-03-10",42.25
"299","2008-03-11",43.439999
"300","2008-03-12",42.279999
"301","2008-03-13",41.57
"302","2008-03-14",41.360001
"303","2008-03-17",39.970001
"304","2008-03-18",42.529999
"305","2008-03-19",42.799999
"306","2008-03-20",45.549999
"307","2008-03-24",46.57
"308","2008-03-25",46.740002
"309","2008-03-26",45.169998
"310","2008-03-27",44.52
"311","2008-03-28",42.330002
"312","2008-03-31",42.889999
"313","2008-04-01",45.59
"314","2008-04-02",45.439999
"315","2008-04-03",44.75
"316","2008-04-04",44.82
"317","2008-04-07",43.630001
"318","2008-04-08",43.360001
"319","2008-04-09",42.400002
"320","2008-04-10",43.720001
"321","2008-04-11",42.610001
"322","2008-04-14",43.16
"323","2008-04-15",43.970001
"324","2008-04-16",44.07
"325","2008-04-17",44.549999
"326","2008-04-18",45.790001
"327","2008-04-21",46.09
"328","2008-04-22",46.09
"329","2008-04-23",47.639999
"330","2008-04-24",48.259998
"331","2008-04-25",50.650002
"332","2008-04-28",49.919998
"333","2008-04-29",50.459999
"334","2008-04-30",48.849998
"335","2008-05-01",48.98
"336","2008-05-02",50.110001
"337","2008-05-05",48.200001
"338","2008-05-06",48.810001
"339","2008-05-07",48.720001
"340","2008-05-08",47.619999
"341","2008-05-09",47.740002
"342","2008-05-12",49.07
"343","2008-05-13",48.580002
"344","2008-05-14",49.59
"345","2008-05-15",50.490002
"346","2008-05-16",49.27
"347","2008-05-19",48.130001
"348","2008-05-20",47.5
"349","2008-05-21",45.259998
"350","2008-05-22",44.740002
"351","2008-05-23",43.220001
"352","2008-05-27",43.990002
"353","2008-05-28",44.34
"354","2008-05-29",45.330002
"355","2008-05-30",44.799999
"356","2008-06-02",44.310001
"357","2008-06-03",44.740002
"358","2008-06-04",45.240002
"359","2008-06-05",46.93
"360","2008-06-06",44.360001
"361","2008-06-09",43.349998
"362","2008-06-10",43.950001
"363","2008-06-11",42.59
"364","2008-06-12",43.880001
"365","2008-06-13",45.57
"366","2008-06-16",44.720001
"367","2008-06-17",44.709999
"368","2008-06-18",43.459999
"369","2008-06-19",45.200001
"370","2008-06-20",43.389999
"371","2008-06-23",41.970001
"372","2008-06-24",41.110001
"373","2008-06-25",42.049999
"374","2008-06-26",40.529999
"375","2008-06-27",41.380001
"376","2008-06-30",40.040001
"377","2008-07-01",41.009998
"378","2008-07-02",41.110001
"379","2008-07-03",42.52
"380","2008-07-07",43.150002
"381","2008-07-08",44.439999
"382","2008-07-09",42.18
"383","2008-07-10",39.939999
"384","2008-07-11",39.110001
"385","2008-07-14",38.299999
"386","2008-07-15",38.299999
"387","2008-07-16",40.349998
"388","2008-07-17",42.700001
"389","2008-07-18",42.939999
"390","2008-07-21",41.540001
"391","2008-07-22",42.91
"392","2008-07-23",44.060001
"393","2008-07-24",42.610001
"394","2008-07-25",42.68
"395","2008-07-28",41.59
"396","2008-07-29",42.32
"397","2008-07-30",42.099998
"398","2008-07-31",41.91
"399","2008-08-01",42.110001
"400","2008-08-04",41.580002
"401","2008-08-05",44.560001
"402","2008-08-06",44.830002
"403","2008-08-07",44.139999
"404","2008-08-08",46.869999
"405","2008-08-11",51
"406","2008-08-12",49.139999
"407","2008-08-13",47.59
