"","date","OXM"
"1","2007-01-03",50.349998
"2","2007-01-04",49.880001
"3","2007-01-05",48.540001
"4","2007-01-08",48.32
"5","2007-01-09",49.540001
"6","2007-01-10",43.080002
"7","2007-01-11",43.470001
"8","2007-01-12",44.360001
"9","2007-01-16",43.970001
"10","2007-01-17",44.049999
"11","2007-01-18",46.549999
"12","2007-01-19",46.27
"13","2007-01-22",45.84
"14","2007-01-23",46
"15","2007-01-24",46.330002
"16","2007-01-25",45.549999
"17","2007-01-26",46.52
"18","2007-01-29",47.349998
"19","2007-01-30",47.450001
"20","2007-01-31",47.790001
"21","2007-02-01",48.150002
"22","2007-02-02",48.060001
"23","2007-02-05",47.549999
"24","2007-02-06",48.040001
"25","2007-02-07",48.119999
"26","2007-02-08",48.650002
"27","2007-02-09",46.990002
"28","2007-02-12",46.799999
"29","2007-02-13",46.66
"30","2007-02-14",48.330002
"31","2007-02-15",49.029999
"32","2007-02-16",49.470001
"33","2007-02-20",50.869999
"34","2007-02-21",50.799999
"35","2007-02-22",50.849998
"36","2007-02-23",50.549999
"37","2007-02-26",50.779999
"38","2007-02-27",49.310001
"39","2007-02-28",49.349998
"40","2007-03-01",49.040001
"41","2007-03-02",47.279999
"42","2007-03-05",46.080002
"43","2007-03-06",46.419998
"44","2007-03-07",46.43
"45","2007-03-08",47.130001
"46","2007-03-09",46.43
"47","2007-03-12",46.470001
"48","2007-03-13",45.139999
"49","2007-03-14",45.950001
"50","2007-03-15",46.630001
"51","2007-03-16",46.669998
"52","2007-03-19",47.669998
"53","2007-03-20",48.32
"54","2007-03-21",49.369999
"55","2007-03-22",49.700001
"56","2007-03-23",49.5
"57","2007-03-26",49.619999
"58","2007-03-27",48.700001
"59","2007-03-28",48.860001
"60","2007-03-29",49.220001
"61","2007-03-30",49.439999
"62","2007-04-02",49.139999
"63","2007-04-03",50.240002
"64","2007-04-04",46.130001
"65","2007-04-05",46.66
"66","2007-04-09",46.560001
"67","2007-04-10",46.459999
"68","2007-04-11",46.439999
"69","2007-04-12",46.740002
"70","2007-04-13",46.66
"71","2007-04-16",47.32
"72","2007-04-17",47.84
"73","2007-04-18",47.509998
"74","2007-04-19",47.52
"75","2007-04-20",47.599998
"76","2007-04-23",46.68
"77","2007-04-24",47.360001
"78","2007-04-25",48.049999
"79","2007-04-26",48.380001
"80","2007-04-27",47.450001
"81","2007-04-30",46.419998
"82","2007-05-01",45.869999
"83","2007-05-02",46
"84","2007-05-03",45.900002
"85","2007-05-04",46.450001
"86","2007-05-07",46.259998
"87","2007-05-08",46.27
"88","2007-05-09",47.080002
"89","2007-05-10",45.900002
"90","2007-05-11",46.02
"91","2007-05-14",45.68
"92","2007-05-15",45.169998
"93","2007-05-16",45.049999
"94","2007-05-17",44.48
"95","2007-05-18",45.099998
"96","2007-05-21",45.5
"97","2007-05-22",45.740002
"98","2007-05-23",45.110001
"99","2007-05-24",44.23
"100","2007-05-25",44.380001
"101","2007-05-29",45.080002
"102","2007-05-30",45.380001
"103","2007-05-31",45.529999
"104","2007-06-01",45.98
"105","2007-06-04",45.720001
"106","2007-06-05",44.200001
"107","2007-06-06",42.34
"108","2007-06-07",42.880001
"109","2007-06-08",44.830002
"110","2007-06-11",44.349998
"111","2007-06-12",43.23
"112","2007-06-13",44.240002
"113","2007-06-14",44.43
"114","2007-06-15",45.09
"115","2007-06-18",45.060001
"116","2007-06-19",45.700001
"117","2007-06-20",45.509998
"118","2007-06-21",45.290001
"119","2007-06-22",45.48
"120","2007-06-25",44.779999
"121","2007-06-26",43.669998
"122","2007-06-27",44.91
"123","2007-06-28",44.889999
"124","2007-06-29",44.34
"125","2007-07-02",45.049999
"126","2007-07-03",45.299999
"127","2007-07-05",45.43
"128","2007-07-06",45.950001
"129","2007-07-09",44.779999
"130","2007-07-10",43.419998
"131","2007-07-11",43.650002
"132","2007-07-12",43.810001
"133","2007-07-13",43.700001
"134","2007-07-16",42.650002
"135","2007-07-17",42.830002
"136","2007-07-18",42.599998
"137","2007-07-19",42.580002
"138","2007-07-20",42.48
"139","2007-07-23",42.889999
"140","2007-07-24",42.209999
"141","2007-07-25",42.330002
"142","2007-07-26",41.59
"143","2007-07-27",41.509998
"144","2007-07-30",42.310001
"145","2007-07-31",40.400002
"146","2007-08-01",40.900002
"147","2007-08-02",40.200001
"148","2007-08-03",38.299999
"149","2007-08-06",39.380001
"150","2007-08-07",39.130001
"151","2007-08-08",38.25
"152","2007-08-09",37
"153","2007-08-10",39.84
"154","2007-08-13",39.279999
"155","2007-08-14",38.09
"156","2007-08-15",36.34
"157","2007-08-16",38.349998
"158","2007-08-17",38.740002
"159","2007-08-20",38.880001
"160","2007-08-21",38.139999
"161","2007-08-22",38.279999
"162","2007-08-23",37.259998
"163","2007-08-24",37.529999
"164","2007-08-27",36.360001
"165","2007-08-28",35.93
"166","2007-08-29",36.52
"167","2007-08-30",36.060001
"168","2007-08-31",36.220001
"169","2007-09-04",36.470001
"170","2007-09-05",35.200001
"171","2007-09-06",35.25
"172","2007-09-07",34.18
"173","2007-09-10",35.110001
"174","2007-09-11",35.099998
"175","2007-09-12",34.099998
"176","2007-09-13",33.900002
"177","2007-09-14",34.25
"178","2007-09-17",33.400002
"179","2007-09-18",34.099998
"180","2007-09-19",36.209999
"181","2007-09-20",36.099998
"182","2007-09-21",37.02
"183","2007-09-24",37.02
"184","2007-09-25",36.439999
"185","2007-09-26",36.419998
"186","2007-09-27",36.66
"187","2007-09-28",36.119999
"188","2007-10-01",37.459999
"189","2007-10-02",37.27
"190","2007-10-03",35.939999
"191","2007-10-04",35.189999
"192","2007-10-05",35.790001
"193","2007-10-08",36.25
"194","2007-10-09",28.4
"195","2007-10-10",27.440001
"196","2007-10-11",26.049999
"197","2007-10-12",25.700001
"198","2007-10-15",25
"199","2007-10-16",24.15
"200","2007-10-17",25.15
"201","2007-10-18",24.389999
"202","2007-10-19",24.469999
"203","2007-10-22",24.610001
"204","2007-10-23",25.5
"205","2007-10-24",25.059999
"206","2007-10-25",25.450001
"207","2007-10-26",26.030001
"208","2007-10-29",26.15
"209","2007-10-30",25.32
"210","2007-10-31",25.91
"211","2007-11-01",24.870001
"212","2007-11-02",24.99
"213","2007-11-05",24.42
"214","2007-11-06",23.98
"215","2007-11-07",23.190001
"216","2007-11-08",24.639999
"217","2007-11-09",25.440001
"218","2007-11-12",25.969999
"219","2007-11-13",27.299999
"220","2007-11-14",26.65
"221","2007-11-15",26.33
"222","2007-11-16",25.65
"223","2007-11-19",25.040001
"224","2007-11-20",24.709999
"225","2007-11-21",24.59
"226","2007-11-23",25.709999
"227","2007-11-26",24.32
