"","date","WASH"
"1","2007-01-03",28.559999
"2","2007-01-04",28.6
"3","2007-01-05",27.15
"4","2007-01-08",27.379999
"5","2007-01-09",27.85
"6","2007-01-10",27.469999
"7","2007-01-11",27.639999
"8","2007-01-12",28.129999
"9","2007-01-16",27.690001
"10","2007-01-17",27.48
"11","2007-01-18",27.280001
"12","2007-01-19",27.549999
"13","2007-01-22",27
"14","2007-01-23",27.25
"15","2007-01-24",27.58
"16","2007-01-25",26.790001
"17","2007-01-26",27.190001
"18","2007-01-29",27.360001
"19","2007-01-30",27.549999
"20","2007-01-31",27.5
"21","2007-02-01",27.690001
"22","2007-02-02",27.870001
"23","2007-02-05",27.41
"24","2007-02-06",27.639999
"25","2007-02-07",28.02
"26","2007-02-08",28
"27","2007-02-09",27.75
"28","2007-02-12",27.82
"29","2007-02-13",28.07
"30","2007-02-14",27.58
"31","2007-02-15",27.280001
"32","2007-02-16",27.309999
"33","2007-02-20",27.629999
"34","2007-02-21",27.82
"35","2007-02-22",28.110001
"36","2007-02-23",27.77
"37","2007-02-26",27.49
"38","2007-02-27",27.65
"39","2007-02-28",27.83
"40","2007-03-01",28.030001
"41","2007-03-02",27.41
"42","2007-03-05",27.120001
"43","2007-03-06",27.65
"44","2007-03-07",26.9
"45","2007-03-08",26.809999
"46","2007-03-09",26.860001
"47","2007-03-12",26.52
"48","2007-03-13",25.719999
"49","2007-03-14",26.48
"50","2007-03-15",26.870001
"51","2007-03-16",26.65
"52","2007-03-19",26.799999
"53","2007-03-20",27.17
"54","2007-03-21",27.73
"55","2007-03-22",27.93
"56","2007-03-23",27.6
"57","2007-03-26",27.790001
"58","2007-03-27",27.389999
"59","2007-03-28",26.49
"60","2007-03-29",26.559999
"61","2007-03-30",26.809999
"62","2007-04-02",26.6
"63","2007-04-03",27.27
"64","2007-04-04",27.209999
"65","2007-04-05",26.98
"66","2007-04-09",26.27
"67","2007-04-10",26.360001
"68","2007-04-11",25.639999
"69","2007-04-12",26.540001
"70","2007-04-13",26.620001
"71","2007-04-16",27.07
"72","2007-04-17",26.709999
"73","2007-04-18",26.26
"74","2007-04-19",25.719999
"75","2007-04-20",26.57
"76","2007-04-23",26.219999
"77","2007-04-24",25.889999
"78","2007-04-25",25.889999
"79","2007-04-26",26.17
"80","2007-04-27",25.950001
"81","2007-04-30",25.690001
"82","2007-05-01",25.639999
"83","2007-05-02",26.1
"84","2007-05-03",25.98
"85","2007-05-04",26.110001
"86","2007-05-07",26.01
"87","2007-05-08",26.190001
"88","2007-05-09",26.139999
"89","2007-05-10",25.469999
"90","2007-05-11",26.08
"91","2007-05-14",25.66
"92","2007-05-15",24.860001
"93","2007-05-16",24.780001
"94","2007-05-17",24.59
"95","2007-05-18",24.790001
"96","2007-05-21",24.68
"97","2007-05-22",24.73
"98","2007-05-23",24.530001
"99","2007-05-24",24.23
"100","2007-05-25",24.299999
"101","2007-05-29",24.620001
"102","2007-05-30",24.58
"103","2007-05-31",24.35
"104","2007-06-01",24.549999
"105","2007-06-04",24.620001
"106","2007-06-05",24.469999
"107","2007-06-06",24.42
"108","2007-06-07",24.26
"109","2007-06-08",24.549999
"110","2007-06-11",24.4
"111","2007-06-12",24.280001
"112","2007-06-13",24.57
"113","2007-06-14",24.66
"114","2007-06-15",25.209999
"115","2007-06-18",25.719999
"116","2007-06-19",26.139999
"117","2007-06-20",25.33
"118","2007-06-21",25.360001
"119","2007-06-22",25.120001
"120","2007-06-25",24.799999
"121","2007-06-26",24.68
"122","2007-06-27",25.65
"123","2007-06-28",25.34
"124","2007-06-29",25.209999
"125","2007-07-02",25.52
"126","2007-07-03",25.370001
"127","2007-07-05",25.450001
"128","2007-07-06",25.48
"129","2007-07-09",25.17
"130","2007-07-10",24.129999
"131","2007-07-11",24.09
"132","2007-07-12",24.75
"133","2007-07-13",24.559999
"134","2007-07-16",24.27
"135","2007-07-17",24.290001
"136","2007-07-18",24
"137","2007-07-19",24
"138","2007-07-20",23.120001
"139","2007-07-23",23.48
"140","2007-07-24",23.219999
"141","2007-07-25",23.42
"142","2007-07-26",23.01
"143","2007-07-27",23.16
"144","2007-07-30",23.280001
"145","2007-07-31",23.709999
"146","2007-08-01",24.280001
"147","2007-08-02",23.92
"148","2007-08-03",23.58
"149","2007-08-06",24.469999
"150","2007-08-07",24.32
"151","2007-08-08",25.43
"152","2007-08-09",25.719999
"153","2007-08-10",24.809999
"154","2007-08-13",25.25
"155","2007-08-14",24.459999
"156","2007-08-15",24.709999
"157","2007-08-16",27.75
"158","2007-08-17",27.33
"159","2007-08-20",27.43
"160","2007-08-21",26.879999
"161","2007-08-22",26.9
"162","2007-08-23",26.059999
"163","2007-08-24",26.5
"164","2007-08-27",26.139999
"165","2007-08-28",24.91
"166","2007-08-29",26.280001
"167","2007-08-30",26.07
"168","2007-08-31",25.940001
"169","2007-09-04",26.33
"170","2007-09-05",25.68
"171","2007-09-06",25.75
"172","2007-09-07",24.790001
"173","2007-09-10",24.93
"174","2007-09-11",25.719999
"175","2007-09-12",25.59
"176","2007-09-13",25.4
"177","2007-09-14",25.790001
"178","2007-09-17",25.719999
"179","2007-09-18",27.59
"180","2007-09-19",28.1
"181","2007-09-20",28.030001
"182","2007-09-21",27.99
"183","2007-09-24",27.34
"184","2007-09-25",27.09
"185","2007-09-26",27.59
"186","2007-09-27",27.98
"187","2007-09-28",26.969999
"188","2007-10-01",28.200001
"189","2007-10-02",28.610001
"190","2007-10-03",27.51
"191","2007-10-04",27.6
"192","2007-10-05",28.059999
"193","2007-10-08",28
"194","2007-10-09",27.9
"195","2007-10-10",27.65
"196","2007-10-11",27.450001
"197","2007-10-12",27.200001
"198","2007-10-15",26.32
"199","2007-10-16",26.25
"200","2007-10-17",26.120001
"201","2007-10-18",25.85
"202","2007-10-19",24.18
"203","2007-10-22",24.690001
"204","2007-10-23",24.42
"205","2007-10-24",24.209999
"206","2007-10-25",24.26
"207","2007-10-26",25
"208","2007-10-29",24.540001
"209","2007-10-30",24.620001
"210","2007-10-31",24.93
"211","2007-11-01",23.74
"212","2007-11-02",24.4
"213","2007-11-05",24.02
"214","2007-11-06",24.620001
"215","2007-11-07",23.76
"216","2007-11-08",24.639999
"217","2007-11-09",24.940001
"218","2007-11-12",25.74
"219","2007-11-13",26.940001
"220","2007-11-14",26.360001
"221","2007-11-15",25.700001
"222","2007-11-16",25.93
"223","2007-11-19",24.620001
"224","2007-11-20",24.74
"225","2007-11-21",24.93
"226","2007-11-23",25.73
"227","2007-11-26",24.34
"228","2007-11-27",24.549999
"229","2007-11-28",25.99
"230","2007-11-29",25.200001
"231","2007-11-30",24.85
"232","2007-12-03",24.51
"233","2007-12-04",24
"234","2007-12-05",24.52
"235","2007-12-06",25.040001
"236","2007-12-07",24.809999
"237","2007-12-10",24.889999
"238","2007-12-11",24.33
"239","2007-12-12",24.76
"240","2007-12-13",25.1
"241","2007-12-14",24.299999
"242","2007-12-17",23.67
"243","2007-12-18",25.120001
"244","2007-12-19",25.34
"245","2007-12-20",25.98
"246","2007-12-21",27.110001
"247","2007-12-24",27.379999
"248","2007-12-26",27.719999
"249","2007-12-27",26.34
"250","2007-12-28",25.58
"251","2007-12-31",25.23
"252","2008-01-02",24.25
"253","2008-01-03",23.57
"254","2008-01-04",23.75
"255","2008-01-07",24.16
"256","2008-01-08",23.459999
"257","2008-01-09",23.940001
"258","2008-01-10",24.549999
"259","2008-01-11",24
"260","2008-01-14",24.41
"261","2008-01-15",24.440001
"262","2008-01-16",24.91
"263","2008-01-17",24.25
"264","2008-01-18",23.4
"265","2008-01-22",24.389999
"266","2008-01-23",26.41
"267","2008-01-24",24.309999
"268","2008-01-25",24.65
"269","2008-01-28",24.68
"270","2008-01-29",24.610001
