"","date","SRTS"
"141","2017-02-14",5
"142","2017-02-15",5
"143","2017-02-16",4.66
"144","2017-02-17",4.664
"145","2017-02-21",4.8
"146","2017-02-22",4.852
"147","2017-02-23",4.56
"148","2017-02-24",4.574
"149","2017-02-27",4.67
"150","2017-02-28",4.563
"151","2017-03-01",4.574
"152","2017-03-02",4.635
"153","2017-03-03",4.6
"154","2017-03-06",4.54
"155","2017-03-07",4.68
"156","2017-03-08",4.692
"157","2017-03-09",4.69
"158","2017-03-10",4.69
"159","2017-03-13",4.7
"160","2017-03-14",4.7
"161","2017-03-15",4.693
"162","2017-03-16",4.65
"163","2017-03-17",4.42
"164","2017-03-20",4.43
"165","2017-03-21",4.56
"166","2017-03-22",4.45
"167","2017-03-23",4.382
"168","2017-03-24",4.5
"169","2017-03-27",4.412
"170","2017-03-28",4.4
"171","2017-03-29",4.364
"172","2017-03-30",4.4
"173","2017-03-31",4.39
"174","2017-04-03",4.31
"175","2017-04-04",4.4
"176","2017-04-05",4.139
"177","2017-04-06",4.284
"178","2017-04-07",4.26
"179","2017-04-10",4.189
"180","2017-04-11",4.255
"181","2017-04-12",4.65
"182","2017-04-13",4.45
"183","2017-04-17",4.21
"184","2017-04-18",4.2
"185","2017-04-19",4.104
"186","2017-04-20",4.06
"187","2017-04-21",4.31
"188","2017-04-24",4.116
"189","2017-04-25",4.05
"190","2017-04-26",4.17
"191","2017-04-27",4.05
"192","2017-04-28",4.12
"193","2017-05-01",4.11
"194","2017-05-02",4.06
"195","2017-05-03",4.144
"196","2017-05-04",4.195
"197","2017-05-05",3.75
"198","2017-05-08",3.52
"199","2017-05-09",3.7
"200","2017-05-10",3.78
"201","2017-05-11",3.71
"202","2017-05-12",3.71
"203","2017-05-15",3.73
"204","2017-05-16",3.64
"205","2017-05-17",3.94
"206","2017-05-18",3.9
"207","2017-05-19",3.8
"208","2017-05-22",3.85
"209","2017-05-23",4.2
"210","2017-05-24",4.037
"211","2017-05-25",4.03
"212","2017-05-26",4.01
"213","2017-05-30",3.905
"214","2017-05-31",4
"215","2017-06-01",3.999
"216","2017-06-02",4
"217","2017-06-05",4
"218","2017-06-06",3.97
"219","2017-06-07",3.97
"220","2017-06-08",3.96
"221","2017-06-09",3.95
"222","2017-06-12",3.95
"223","2017-06-13",3.8
"224","2017-06-14",3.75
"225","2017-06-15",3.77
"226","2017-06-16",3.9
"227","2017-06-19",3.82
"228","2017-06-20",3.88
"229","2017-06-21",4.054
"230","2017-06-22",4.189
"231","2017-06-23",4.15
"232","2017-06-26",4
"233","2017-06-27",4.05
"234","2017-06-28",4.05
"235","2017-06-29",4.05
"236","2017-06-30",4.02
"237","2017-07-03",3.91
"238","2017-07-05",3.9
"239","2017-07-06",3.97
"240","2017-07-07",3.95
"241","2017-07-10",3.95
"242","2017-07-11",3.85
"243","2017-07-12",3.85
"244","2017-07-13",3.54
"245","2017-07-14",3.66
"246","2017-07-17",3.66
"247","2017-07-18",3.938
"248","2017-07-19",3.71
"249","2017-07-20",3.71
"250","2017-07-21",3.5
"251","2017-07-24",3.67
"252","2017-07-25",3.722
"253","2017-07-26",3.88
"254","2017-07-27",3.91
"255","2017-07-28",4
"256","2017-07-31",4.02
"257","2017-08-01",4.02
"258","2017-08-02",4.05
"259","2017-08-03",4.164
"260","2017-08-04",4.65
"261","2017-08-07",5.5
"262","2017-08-08",5.552
"263","2017-08-09",5.4
"264","2017-08-10",5.4
"265","2017-08-11",5.01
"266","2017-08-14",5.34
"267","2017-08-15",5.24
"268","2017-08-16",5.24
"269","2017-08-17",5.2
"270","2017-08-18",5.24
"271","2017-08-21",5.4
"272","2017-08-22",5.325
"273","2017-08-23",5.99
"274","2017-08-24",6
"275","2017-08-25",5.99
"276","2017-08-28",6
"277","2017-08-29",5.98
"278","2017-08-30",5.864
"279","2017-08-31",5.76
"280","2017-09-01",5.8
"281","2017-09-05",6
"282","2017-09-06",6.01
"283","2017-09-07",6
"284","2017-09-08",5.91
"285","2017-09-11",5.98
"286","2017-09-12",6
"287","2017-09-13",5.89
"288","2017-09-14",5.84
"289","2017-09-15",5.06
"290","2017-09-18",5.2
"291","2017-09-19",5.15
"292","2017-09-20",5.18
"293","2017-09-21",5.23
"294","2017-09-22",5.01
"295","2017-09-25",4.8
"296","2017-09-26",4.5
"297","2017-09-27",5.04
"298","2017-09-28",5.04
"299","2017-09-29",4.98
"300","2017-10-02",5
"301","2017-10-03",4.85
"302","2017-10-04",5.14
"303","2017-10-05",4.99
"304","2017-10-06",5.29
"305","2017-10-09",5.09
"306","2017-10-10",5.22
"307","2017-10-11",5.19
"308","2017-10-12",5.35
"309","2017-10-13",5.69
"310","2017-10-16",5.79
"311","2017-10-17",5.77
"312","2017-10-18",5.7
"313","2017-10-19",5.75
"314","2017-10-20",5.89
"315","2017-10-23",5.92
"316","2017-10-24",5.99
"317","2017-10-25",5.97
"318","2017-10-26",5.99
"319","2017-10-27",6
"320","2017-10-30",5.93
"321","2017-10-31",5.75
"322","2017-11-01",5.88
"323","2017-11-02",5.85
"324","2017-11-03",5.89
"325","2017-11-06",5.7
"326","2017-11-07",5.4
"327","2017-11-08",5.49
"328","2017-11-09",5.98
"329","2017-11-10",5.67
"330","2017-11-13",5.6
"331","2017-11-14",5.51
"332","2017-11-15",5.49
"333","2017-11-16",5.48
"334","2017-11-17",5.48
"335","2017-11-20",5.49
"336","2017-11-21",5.46
"337","2017-11-22",5.37
"338","2017-11-24",5.58
"339","2017-11-27",5.45
"340","2017-11-28",5.25
"341","2017-11-29",5.25
"342","2017-11-30",5.24
"343","2017-12-01",5.14
"344","2017-12-04",5.14
"345","2017-12-05",5.3
"346","2017-12-06",5.19
"347","2017-12-07",5.2
"348","2017-12-08",5.22
"349","2017-12-11",5.21
"350","2017-12-12",5.1
"351","2017-12-13",5.12
"352","2017-12-14",5.05
"353","2017-12-15",5.059
"354","2017-12-18",5.01
"355","2017-12-19",5.02
"356","2017-12-20",5.1
"357","2017-12-21",4.95
"358","2017-12-22",5.1
"359","2017-12-26",5.23
"360","2017-12-27",5.24
"361","2017-12-28",5.14
"362","2017-12-29",5.16
"363","2018-01-02",5.7
"364","2018-01-03",5.66
"365","2018-01-04",5.56
"366","2018-01-05",5.54
"367","2018-01-08",5.64
"368","2018-01-09",5.515
"369","2018-01-10",5.85
"370","2018-01-11",5.639
"371","2018-01-12",5.36
"372","2018-01-16",5.3
"373","2018-01-17",5.3
"374","2018-01-18",5.27
"375","2018-01-19",5.26
"376","2018-01-22",5.22
"377","2018-01-23",5.243
"378","2018-01-24",5.33
"379","2018-01-25",5.55
"380","2018-01-26",5.64
"381","2018-01-29",5.535
"382","2018-01-30",5.368
"383","2018-01-31",5.45
"384","2018-02-01",5.58
"385","2018-02-02",5.52
"386","2018-02-05",5.49
"387","2018-02-06",5.435
"388","2018-02-07",5.5
"389","2018-02-08",5.599
"390","2018-02-09",5.64
"391","2018-02-12",5.6
"392","2018-02-13",5.799
"393","2018-02-14",5.75
"394","2018-02-15",5.66
"395","2018-02-16",5.67
"396","2018-02-20",5.72
"397","2018-02-21",5.75
"398","2018-02-22",5.66
"399","2018-02-23",5.54
"400","2018-02-26",5.64
"401","2018-02-27",5.561
"402","2018-02-28",5.59
"403","2018-03-01",5.68
"404","2018-03-02",5.72
"405","2018-03-05",5.88
"406","2018-03-06",5.71
"407","2018-03-07",5.73
"408","2018-03-08",5.8
"409","2018-03-09",5.83
"410","2018-03-12",5.81
"411","2018-03-13",5.83
"412","2018-03-14",5.87
"413","2018-03-15",5.89
"414","2018-03-16",5.87
"415","2018-03-19",5.87
"416","2018-03-20",5.88
"417","2018-03-21",5.889
"418","2018-03-22",5.82
"419","2018-03-23",5.89
"420","2018-03-26",5.97
"421","2018-03-27",5.89
"422","2018-03-28",5.828
"423","2018-03-29",5.84
"424","2018-04-02",5.839
"425","2018-04-03",5.81
"426","2018-04-04",5.75
"427","2018-04-05",5.75
"428","2018-04-06",5.81
"429","2018-04-09",5.87
"430","2018-04-10",5.89
"431","2018-04-11",5.85
"432","2018-04-12",5.86
"433","2018-04-13",5.89
"434","2018-04-16",5.88
"435","2018-04-17",5.863
"436","2018-04-18",5.88
"437","2018-04-19",5.97
"438","2018-04-20",5.861
"439","2018-04-23",5.86
"440","2018-04-24",6.05
"441","2018-04-25",5.872
"442","2018-04-26",5.87
"443","2018-04-27",6.04
"444","2018-04-30",6
"445","2018-05-01",6.05
"446","2018-05-02",6
"447","2018-05-03",6.81
"448","2018-05-04",6.86
"449","2018-05-07",6.65
"450","2018-05-08",6.5
"451","2018-05-09",6.55
"452","2018-05-10",6.93
"453","2018-05-11",6.754
"454","2018-05-14",6.867
"455","2018-05-15",7
"456","2018-05-16",6.7
"457","2018-05-17",6.7
"458","2018-05-18",6.8
"459","2018-05-21",6.76
"460","2018-05-22",6.826
"461","2018-05-23",6.77
"462","2018-05-24",6.66
"463","2018-05-25",6.83
"464","2018-05-29",6.739
"465","2018-05-30",6.55
"466","2018-05-31",6.44
"467","2018-06-01",6.33
"468","2018-06-04",6.5
"469","2018-06-05",6.6
"470","2018-06-06",6.45
"471","2018-06-07",6.49
"472","2018-06-08",6.43
"473","2018-06-11",6.34
"474","2018-06-12",6.57
"475","2018-06-13",6.8
"476","2018-06-14",6.87
"477","2018-06-15",7.33
"478","2018-06-18",7.58
"479","2018-06-19",7.44
"480","2018-06-20",7.71
"481","2018-06-21",7.43
"482","2018-06-22",7.45
"483","2018-06-25",7.5
"484","2018-06-26",7.35
"485","2018-06-27",7.15
"486","2018-06-28",7.155
"487","2018-06-29",7.26
"488","2018-07-02",7.44
"489","2018-07-03",7.21
"490","2018-07-05",7.26
"491","2018-07-06",7.32
"492","2018-07-09",7.37
"493","2018-07-10",7.43
"494","2018-07-11",7.43
"495","2018-07-12",7.415
"496","2018-07-13",7.3
"497","2018-07-16",7.11
"498","2018-07-17",6.8
"499","2018-07-18",6.94
"500","2018-07-19",6.9
"501","2018-07-20",6.92
"502","2018-07-23",6.88
"503","2018-07-24",6.77
"504","2018-07-25",6.7
"505","2018-07-26",6.85
"506","2018-07-27",6.85
"507","2018-07-30",6.82
"508","2018-07-31",6.82
"509","2018-08-01",7.036
"510","2018-08-02",7.47
"511","2018-08-03",7.1
"512","2018-08-06",7.083
"513","2018-08-07",7.21
"514","2018-08-08",7.5
"515","2018-08-09",7.47
"516","2018-08-10",7.16
"517","2018-08-13",7.01
"518","2018-08-14",7.07
"519","2018-08-15",7.11
"520","2018-08-16",7.11
"521","2018-08-17",7.07
"522","2018-08-20",7.12
"523","2018-08-21",7.03
"524","2018-08-22",6.95
"525","2018-08-23",6.98
"526","2018-08-24",7.02
"527","2018-08-27",7.55
"528","2018-08-28",7.36
"529","2018-08-29",7.421
"530","2018-08-30",7.43
"531","2018-08-31",7.37
"532","2018-09-04",7.29
"533","2018-09-05",7.242
"534","2018-09-06",7.23
"535","2018-09-07",7.42
"536","2018-09-10",7.427
"537","2018-09-11",8.125
"538","2018-09-12",7.767
"539","2018-09-13",6.81
"540","2018-09-14",6.83
"541","2018-09-17",6.8
"542","2018-09-18",6.9
"543","2018-09-19",7.18
"544","2018-09-20",7.31
"545","2018-09-21",7.59
"546","2018-09-24",7.62
"547","2018-09-25",7.9
"548","2018-09-26",8
"549","2018-09-27",8.09
"550","2018-09-28",8.38
"551","2018-10-01",8.72
"552","2018-10-02",8.58
"553","2018-10-03",8.39
"554","2018-10-04",8.2
"555","2018-10-05",8.31
"556","2018-10-08",7.87
"557","2018-10-09",7.69
"558","2018-10-10",6.99
"559","2018-10-11",7.06
"560","2018-10-12",7.16
"561","2018-10-15",6.67
"562","2018-10-16",6.88
"563","2018-10-17",6.56
"564","2018-10-18",6.47
"565","2018-10-19",5.62
"566","2018-10-22",6.11
"567","2018-10-23",6.25
"568","2018-10-24",6.17
"569","2018-10-25",6.28
"570","2018-10-26",6.09
"571","2018-10-29",6.07
"572","2018-10-30",5.94
"573","2018-10-31",5.975
"574","2018-11-01",6.5
"575","2018-11-02",6.47
"576","2018-11-05",6.11
"577","2018-11-06",6.14
"578","2018-11-07",6.26
"579","2018-11-08",6.52
"580","2018-11-09",6.61
"581","2018-11-12",6.23
"582","2018-11-13",6.04
"583","2018-11-14",5.82
"584","2018-11-15",5.58
"585","2018-11-16",5.85
"586","2018-11-19",5.88
"587","2018-11-20",5.8
"588","2018-11-21",5.79
"589","2018-11-23",5.67
"590","2018-11-26",5.68
"591","2018-11-27",5.94
"592","2018-11-28",5.85
"593","2018-11-29",5.31
"594","2018-11-30",5.84
"595","2018-12-03",5.76
"596","2018-12-04",5.76
"597","2018-12-06",5.77
"598","2018-12-07",5.52
"599","2018-12-10",5.66
"600","2018-12-11",5.72
"601","2018-12-12",5.9
"602","2018-12-13",5.8
"603","2018-12-14",5.74
"604","2018-12-17",5.68
"605","2018-12-18",5.85
"606","2018-12-19",5.85
"607","2018-12-20",5.81
"608","2018-12-21",6.16
"609","2018-12-24",6.12
"610","2018-12-26",6.29
"611","2018-12-27",6.4
"612","2018-12-28",7.03
"613","2018-12-31",7.41
"614","2019-01-02",7.6
"615","2019-01-03",7.46
"616","2019-01-04",7.65
"617","2019-01-07",7.99
"618","2019-01-08",8.37
"619","2019-01-09",8
"620","2019-01-10",7.93
"621","2019-01-11",7.99
"622","2019-01-14",7.99
"623","2019-01-15",8
"624","2019-01-16",8.2
"625","2019-01-17",8.2
"626","2019-01-18",8.14
"627","2019-01-22",8.09
"628","2019-01-23",8.09
"629","2019-01-24",8.19
"630","2019-01-25",8.18
"631","2019-01-28",8.13
"632","2019-01-29",7.59
"633","2019-01-30",7.43
"634","2019-01-31",7.69
"635","2019-02-01",7.73
"636","2019-02-04",7.73
"637","2019-02-05",7.72
"638","2019-02-06",7.636
"639","2019-02-07",7.75
"640","2019-02-08",7.51
"641","2019-02-11",7.03
"642","2019-02-12",7.46
"643","2019-02-13",7.83
"644","2019-02-14",7.74
"645","2019-02-15",7.52
"646","2019-02-19",7.4
"647","2019-02-20",7.46
"648","2019-02-21",7.6
"649","2019-02-22",7.75
"650","2019-02-25",7.63
"651","2019-02-26",7.72
"652","2019-02-27",7.74
"653","2019-02-28",7.7
"654","2019-03-01",7.75
"655","2019-03-04",7.69
"656","2019-03-05",7.66
"657","2019-03-06",7.36
"658","2019-03-07",7.49
"659","2019-03-08",7.61
"660","2019-03-11",7.75
"661","2019-03-12",7.65
"662","2019-03-13",7.73
"663","2019-03-14",7.58
"664","2019-03-15",9.23
"665","2019-03-18",7.9
"666","2019-03-19",7.7
"667","2019-03-20",7.52
"668","2019-03-21",7.61
"669","2019-03-22",7.35
"670","2019-03-25",7.46
"671","2019-03-26",7.24
"672","2019-03-27",7.14
"673","2019-03-28",7.19
"674","2019-03-29",7.02
"675","2019-04-01",6.76
"676","2019-04-02",6.83
"677","2019-04-03",6.9
"678","2019-04-04",6.9
"679","2019-04-05",6.94
"680","2019-04-08",6.65
"681","2019-04-09",6.62
"682","2019-04-10",6.57
"683","2019-04-11",6.7
"684","2019-04-12",6.59
"685","2019-04-15",6.44
"686","2019-04-16",6.4
"687","2019-04-17",6.25
"688","2019-04-18",6.16
"689","2019-04-22",6.15
"690","2019-04-23",6.19
"691","2019-04-24",6.29
"692","2019-04-25",6.39
"693","2019-04-26",6.3
"694","2019-04-29",6.5
"695","2019-04-30",6.43
"696","2019-05-01",6.22
"697","2019-05-02",6.18
"698","2019-05-03",6.32
"699","2019-05-06",6.39
"700","2019-05-07",6.405
"701","2019-05-08",6.32
"702","2019-05-09",6.382
"703","2019-05-10",5.38
"704","2019-05-13",5.58
"705","2019-05-14",5.54
"706","2019-05-15",5.43
"707","2019-05-16",5.4
"708","2019-05-17",5.525
"709","2019-05-20",5.37
"710","2019-05-21",5.71
"711","2019-05-22",5.62
"712","2019-05-23",5.53
"713","2019-05-24",5.6
"714","2019-05-28",5.74
"715","2019-05-29",5.58
"716","2019-05-30",5.49
"717","2019-05-31",5.59
"718","2019-06-03",5.57
"719","2019-06-04",5.62
"720","2019-06-05",5.49
"721","2019-06-06",5.25
"722","2019-06-07",5.29
"723","2019-06-10",5.04
"724","2019-06-11",5.03
"725","2019-06-12",4.79
"726","2019-06-13",4.84
"727","2019-06-14",4.85
"728","2019-06-17",5.06
"729","2019-06-18",5.32
"730","2019-06-19",5.5
"731","2019-06-20",5.49
"732","2019-06-21",5.51
"733","2019-06-24",5.1
"734","2019-06-25",5.12
"735","2019-06-26",5.41
"736","2019-06-27",5.38
"737","2019-06-28",5.54
"738","2019-07-01",5.65
"739","2019-07-02",5.39
"740","2019-07-03",5.43
"741","2019-07-05",5.47
"742","2019-07-08",5.24
"743","2019-07-09",5.33
"744","2019-07-10",5.36
"745","2019-07-11",5.42
"746","2019-07-12",5.36
"747","2019-07-15",5.31
"748","2019-07-16",5.35
"749","2019-07-17",5.38
"750","2019-07-18",5.31
"751","2019-07-19",5.28
"752","2019-07-22",5.245
"753","2019-07-23",5.21
"754","2019-07-24",5.11
"755","2019-07-25",4.9
"756","2019-07-26",5.04
"757","2019-07-29",5.07
"758","2019-07-30",4.9
"759","2019-07-31",4.99
"760","2019-08-01",5.01
"761","2019-08-02",5.1
"762","2019-08-05",5.08
"763","2019-08-06",4.92
"764","2019-08-07",5.04
"765","2019-08-08",5.37
"766","2019-08-09",5.87
"767","2019-08-12",5.92
"768","2019-08-13",6.01
"769","2019-08-14",6.027
"770","2019-08-15",6.28
"771","2019-08-16",6.36
"772","2019-08-19",6.5
"773","2019-08-20",6.55
"774","2019-08-21",6.5
"775","2019-08-22",6.5
"776","2019-08-23",6.13
"777","2019-08-26",6.29
"778","2019-08-27",6.26
"779","2019-08-28",6.43
"780","2019-08-29",6.42
"781","2019-08-30",6.42
"782","2019-09-03",6.44
"783","2019-09-04",6.31
"784","2019-09-05",6.43
"785","2019-09-06",6.38
"786","2019-09-09",6.37
"787","2019-09-10",6.32
"788","2019-09-11",6.32
"789","2019-09-12",6.37
"790","2019-09-13",6.37
"791","2019-09-16",6.37
"792","2019-09-17",6.43
"793","2019-09-18",6.33
"794","2019-09-19",6.14
"795","2019-09-20",6.25
"796","2019-09-23",6.29
"797","2019-09-24",6.25
"798","2019-09-25",6
"799","2019-09-26",6.06
"800","2019-09-27",6.01
"801","2019-09-30",6
"802","2019-10-01",5.94
"803","2019-10-02",5.88
"804","2019-10-03",5.77
"805","2019-10-04",5.91
"806","2019-10-07",5.88
"807","2019-10-08",5.52
"808","2019-10-09",5.66
"809","2019-10-10",5.69
"810","2019-10-11",5.67
"811","2019-10-14",5.64
"812","2019-10-15",5.65
"813","2019-10-16",5.7
"814","2019-10-17",5.6
"815","2019-10-18",5.7
"816","2019-10-21",5.7
"817","2019-10-22",5.75
"818","2019-10-23",5.69
"819","2019-10-24",5.59
"820","2019-10-25",5.55
"821","2019-10-28",5.53
"822","2019-10-29",5.57
"823","2019-10-30",5.57
"824","2019-10-31",5.7
"825","2019-11-01",5.61
"826","2019-11-04",5.67
"827","2019-11-05",5.67
"828","2019-11-06",5.68
"829","2019-11-07",4.01
"830","2019-11-08",3.8
"831","2019-11-11",3.86
"832","2019-11-12",3.725
"833","2019-11-13",3.788
"834","2019-11-14",3.54
"835","2019-11-15",3.51
"836","2019-11-18",3.51
"837","2019-11-19",3.6
"838","2019-11-20",3.63
"839","2019-11-21",3.54
"840","2019-11-22",3.6
"841","2019-11-25",3.675
"842","2019-11-26",3.71
"843","2019-11-27",3.77
"844","2019-11-29",3.81
"845","2019-12-02",3.71
"846","2019-12-03",3.791
"847","2019-12-04",3.83
"848","2019-12-05",3.78
"849","2019-12-06",3.89
"850","2019-12-09",3.67
"851","2019-12-10",3.76
"852","2019-12-11",3.69
"853","2019-12-12",3.69
"854","2019-12-13",3.618
"855","2019-12-16",3.61
"856","2019-12-17",3.8
"857","2019-12-18",3.81
"858","2019-12-19",3.68
"859","2019-12-20",3.78
"860","2019-12-23",3.625
"861","2019-12-24",3.57
"862","2019-12-26",3.49
"863","2019-12-27",3.38
"864","2019-12-30",3.49
"865","2019-12-31",3.54
"866","2020-01-02",3.69
"867","2020-01-03",3.67
"868","2020-01-06",3.68
"869","2020-01-07",3.6
"870","2020-01-08",3.57
"871","2020-01-09",3.73
"872","2020-01-10",3.695
"873","2020-01-13",3.731
"874","2020-01-14",3.89
"875","2020-01-15",4.05
"876","2020-01-16",4.07
"877","2020-01-17",4.23
"878","2020-01-21",4.25
"879","2020-01-22",4.24
"880","2020-01-23",4.312
"881","2020-01-24",4.23
"882","2020-01-27",4.5
"883","2020-01-28",4.43
"884","2020-01-29",4.42
"885","2020-01-30",4.11
"886","2020-01-31",4.11
"887","2020-02-03",4.06
"888","2020-02-04",4.372
"889","2020-02-05",4.46
"890","2020-02-06",4.38
"891","2020-02-07",4.71
"892","2020-02-10",4.65
"893","2020-02-11",4.515
"894","2020-02-12",4.622
"895","2020-02-13",4.62
"896","2020-02-14",4.64
"897","2020-02-18",4.36
"898","2020-02-19",4.445
"899","2020-02-20",4.4
"900","2020-02-21",4.33
"901","2020-02-24",3.98
"902","2020-02-25",3.762
"903","2020-02-26",4.06
"904","2020-02-27",3.64
"905","2020-02-28",3.54
"906","2020-03-02",3.43
"907","2020-03-03",3.74
"908","2020-03-04",3.48
"909","2020-03-05",3.51
"910","2020-03-06",3.34
"911","2020-03-09",3.03
"912","2020-03-10",3.29
"913","2020-03-11",3.25
"914","2020-03-12",3.16
"915","2020-03-13",3.65
"916","2020-03-16",3
"917","2020-03-17",2.75
"918","2020-03-18",2.25
"919","2020-03-19",2.64
"920","2020-03-20",2.45
"921","2020-03-23",2.5
"922","2020-03-24",2.5
"923","2020-03-25",2.64
"924","2020-03-26",2.76
"925","2020-03-27",2.35
"926","2020-03-30",2.62
"927","2020-03-31",2.5
"928","2020-04-01",2.44
"929","2020-04-02",2.41
"930","2020-04-03",2.5
"931","2020-04-06",2.4
"932","2020-04-07",2.48
"933","2020-04-08",2.43
"934","2020-04-09",2.58
"935","2020-04-13",2.58
"936","2020-04-14",2.71
"937","2020-04-15",2.78
"938","2020-04-16",2.63
"939","2020-04-17",2.73
"940","2020-04-20",2.63
"941","2020-04-21",2.56
"942","2020-04-22",2.64
"943","2020-04-23",2.47
"944","2020-04-24",2.49
"945","2020-04-27",2.46
"946","2020-04-28",2.5
"947","2020-04-29",2.5
"948","2020-04-30",2.42
"949","2020-05-01",2.46
"950","2020-05-04",2.49
"951","2020-05-05",2.6
"952","2020-05-06",2.6
"953","2020-05-07",2.44
"954","2020-05-08",2.28
"955","2020-05-11",2.25
"956","2020-05-12",2.06
"957","2020-05-13",1.93
"958","2020-05-14",1.83
"959","2020-05-15",1.88
"960","2020-05-18",2.1
"961","2020-05-19",2.11
"962","2020-05-20",2.09
"963","2020-05-21",2.03
"964","2020-05-22",2.1
"965","2020-05-26",2.04
"966","2020-05-27",2.366
"967","2020-05-28",2.28
"968","2020-05-29",2.39
"969","2020-06-01",2.81
"970","2020-06-02",3.05
"971","2020-06-03",3
"972","2020-06-04",3
"973","2020-06-05",3
"974","2020-06-08",3.09
"975","2020-06-09",3
"976","2020-06-10",3
"977","2020-06-11",3.01
"978","2020-06-12",3.02
"979","2020-06-15",2.92
"980","2020-06-16",3.13
"981","2020-06-17",3.09
"982","2020-06-18",3.09
"983","2020-06-19",3.05
"984","2020-06-22",2.99
"985","2020-06-23",2.97
"986","2020-06-24",2.81
"987","2020-06-25",2.98
"988","2020-06-26",3.25
"989","2020-06-29",3.15
"990","2020-06-30",3.06
"991","2020-07-01",3.19
"992","2020-07-02",3.01
"993","2020-07-06",2.985
"994","2020-07-07",2.93
"995","2020-07-08",2.94
"996","2020-07-09",2.87
"997","2020-07-10",2.85
"998","2020-07-13",2.89
"999","2020-07-14",2.92
"1000","2020-07-15",3
"1001","2020-07-16",3
"1002","2020-07-17",2.98
"1003","2020-07-20",2.97
"1004","2020-07-21",2.98
