"","date","INGN"
"1","2014-02-14",15.15
"2","2014-02-18",15.25
"3","2014-02-19",15.1
"4","2014-02-20",15.5
"5","2014-02-21",16.549999
"6","2014-02-24",16.969999
"7","2014-02-25",16.950001
"8","2014-02-26",17
"9","2014-02-27",17.139999
"10","2014-02-28",17.51
"11","2014-03-03",17.690001
"12","2014-03-04",19.02
"13","2014-03-05",19.4
"14","2014-03-06",19.379999
"15","2014-03-07",19.190001
"16","2014-03-10",19.5
"17","2014-03-11",18.75
"18","2014-03-12",20.309999
"19","2014-03-13",20
"20","2014-03-14",19.4
"21","2014-03-17",19.950001
"22","2014-03-18",19.85
"23","2014-03-19",19.84
"24","2014-03-20",18.5
"25","2014-03-21",17.200001
"26","2014-03-24",16.690001
"27","2014-03-25",16.799999
"28","2014-03-26",16.74
"29","2014-03-27",16.809999
"30","2014-03-28",16.57
"31","2014-03-31",16.51
"32","2014-04-01",16.620001
"33","2014-04-02",16.530001
"34","2014-04-03",16.700001
"35","2014-04-04",16.35
"36","2014-04-07",16.379999
"37","2014-04-08",16.469999
"38","2014-04-09",16.469999
"39","2014-04-10",16.459999
"40","2014-04-11",16.889999
"41","2014-04-14",16.32
"42","2014-04-15",15.19
"43","2014-04-16",15.32
"44","2014-04-17",14.85
"45","2014-04-21",14.72
"46","2014-04-22",14.94
"47","2014-04-23",14.61
"48","2014-04-24",14.72
"49","2014-04-25",14.64
"50","2014-04-28",14.26
"51","2014-04-29",14.04
"52","2014-04-30",14.11
"53","2014-05-01",14.61
"54","2014-05-02",14.19
"55","2014-05-05",14.07
"56","2014-05-06",13.9
"57","2014-05-07",14.05
"58","2014-05-08",13.81
"59","2014-05-09",14.19
"60","2014-05-12",14.45
"61","2014-05-13",14.62
"62","2014-05-14",16.290001
"63","2014-05-15",16.139999
"64","2014-05-16",16.209999
"65","2014-05-19",15.795
"66","2014-05-20",15.92
"67","2014-05-21",16.52
"68","2014-05-22",16.83
"69","2014-05-23",17.02
"70","2014-05-27",16.959999
"71","2014-05-28",16.940001
"72","2014-05-29",17
"73","2014-05-30",16.780001
"74","2014-06-02",16.42
"75","2014-06-03",16.280001
"76","2014-06-04",16.639999
"77","2014-06-05",17.120001
"78","2014-06-06",17.040001
"79","2014-06-09",17.209999
"80","2014-06-10",17.34
"81","2014-06-11",17.059999
"82","2014-06-12",17.540001
"83","2014-06-13",18.4
"84","2014-06-16",18.91
"85","2014-06-17",19.65
"86","2014-06-18",19.18
"87","2014-06-19",18.43
"88","2014-06-20",18.559999
"89","2014-06-23",19.139999
"90","2014-06-24",19.93
"91","2014-06-25",20.889999
"92","2014-06-26",20.620001
"93","2014-06-27",21.860001
"94","2014-06-30",22.559999
"95","2014-07-01",23.58
"96","2014-07-02",22.950001
"97","2014-07-03",22
"98","2014-07-07",20.620001
"99","2014-07-08",20.209999
"100","2014-07-09",19.969999
"101","2014-07-10",19.700001
"102","2014-07-11",19.959999
"103","2014-07-14",19.959999
"104","2014-07-15",19.24
"105","2014-07-16",19.389999
"106","2014-07-17",19.43
"107","2014-07-18",19.91
"108","2014-07-21",19.700001
"109","2014-07-22",19.709999
"110","2014-07-23",20.32
"111","2014-07-24",20.030001
"112","2014-07-25",19.219999
"113","2014-07-28",19.309999
"114","2014-07-29",19.9
"115","2014-07-30",19.950001
"116","2014-07-31",20
"117","2014-08-01",18.93
"118","2014-08-04",18.74
"119","2014-08-05",18.719999
"120","2014-08-06",18.502001
"121","2014-08-07",18.26
"122","2014-08-08",18.299999
"123","2014-08-11",18.370001
"124","2014-08-12",18.209999
"125","2014-08-13",19.030001
"126","2014-08-14",19.08
"127","2014-08-15",18.93
"128","2014-08-18",19.1
"129","2014-08-19",19.299999
"130","2014-08-20",19.48
"131","2014-08-21",19.030001
"132","2014-08-22",19.1
"133","2014-08-25",19.620001
"134","2014-08-26",19.540001
"135","2014-08-27",20.360001
"136","2014-08-28",20.17
"137","2014-08-29",20.65
"138","2014-09-02",21.690001
"139","2014-09-03",21.959999
"140","2014-09-04",22.49
"141","2014-09-05",22.549999
"142","2014-09-08",23.030001
"143","2014-09-09",24.030001
"144","2014-09-10",23.129999
"145","2014-09-11",23.48
"146","2014-09-12",23.059999
"147","2014-09-15",21.18
"148","2014-09-16",21.209999
"149","2014-09-17",21.780001
"150","2014-09-18",21.190001
"151","2014-09-19",21
"152","2014-09-22",20.040001
"153","2014-09-23",20
"154","2014-09-24",20.58
"155","2014-09-25",19.99
"156","2014-09-26",20.120001
"157","2014-09-29",20.24
"158","2014-09-30",20.610001
"159","2014-10-01",20.75
"160","2014-10-02",21.049999
"161","2014-10-03",21.6
"162","2014-10-06",21.5
"163","2014-10-07",21.389999
"164","2014-10-08",20.98
"165","2014-10-09",20.77
"166","2014-10-10",20.450001
"167","2014-10-13",21.370001
"168","2014-10-14",20.530001
"169","2014-10-15",20.049999
"170","2014-10-16",20.219999
"171","2014-10-17",20.33
"172","2014-10-20",19.68
"173","2014-10-21",19.719999
"174","2014-10-22",20.24
"175","2014-10-23",20.77
"176","2014-10-24",21.379999
"177","2014-10-27",22.09
"178","2014-10-28",22.51
"179","2014-10-29",22.879999
"180","2014-10-30",23.879999
"181","2014-10-31",23.610001
"182","2014-11-03",24.74
"183","2014-11-04",24.74
"184","2014-11-05",24.82
"185","2014-11-06",24.6
"186","2014-11-07",23.610001
"187","2014-11-10",24.65
"188","2014-11-11",25.440001
"189","2014-11-12",26.120001
"190","2014-11-13",25
"191","2014-11-14",25.08
"192","2014-11-17",24.77
"193","2014-11-18",24.76
"194","2014-11-19",24.059999
"195","2014-11-20",24.52
"196","2014-11-21",24.52
"197","2014-11-24",24.73
"198","2014-11-25",24.67
"199","2014-11-26",24.780001
"200","2014-11-28",24.290001
"201","2014-12-01",24.33
"202","2014-12-02",23.92
"203","2014-12-03",24.639999
"204","2014-12-04",24.82
"205","2014-12-05",24.860001
"206","2014-12-08",24.309999
"207","2014-12-09",25.040001
"208","2014-12-10",25.049999
"209","2014-12-11",24.74
"210","2014-12-12",24.870001
"211","2014-12-15",24.940001
"212","2014-12-16",24.18
"213","2014-12-17",25.52
"214","2014-12-18",29.27
"215","2014-12-19",29.360001
"216","2014-12-22",30.049999
"217","2014-12-23",30.08
"218","2014-12-24",29.99
"219","2014-12-26",30.01
"220","2014-12-29",30.25
"221","2014-12-30",31.459999
"222","2014-12-31",31.370001
"223","2015-01-02",31.23
"224","2015-01-05",30.889999
"225","2015-01-06",31.809999
"226","2015-01-07",30.99
"227","2015-01-08",31.549999
"228","2015-01-09",31.57
"229","2015-01-12",31.65
"230","2015-01-13",31.620001
"231","2015-01-14",31.450001
"232","2015-01-15",31.26
"233","2015-01-16",31.719999
"234","2015-01-20",31.549999
"235","2015-01-21",31.5
"236","2015-01-22",31.485001
"237","2015-01-23",31.360001
"238","2015-01-26",31.98
"239","2015-01-27",32.005001
"240","2015-01-28",32
"241","2015-01-29",31.6
"242","2015-01-30",30.6
"243","2015-02-02",29.85
"244","2015-02-03",30.200001
"245","2015-02-04",30.110001
"246","2015-02-05",31.09
"247","2015-02-06",30.6
"248","2015-02-09",29.780001
"249","2015-02-10",30.85
"250","2015-02-11",30.950001
"251","2015-02-12",31.209999
"252","2015-02-13",33.529999
"253","2015-02-17",33.450001
"254","2015-02-18",33.98
"255","2015-02-19",33.98
"256","2015-02-20",33.34
"257","2015-02-23",33.259998
"258","2015-02-24",33.860001
"259","2015-02-25",33.950001
"260","2015-02-26",33.830002
"261","2015-02-27",33.25
"262","2015-03-02",33.619999
"263","2015-03-03",33.34
"264","2015-03-04",33.810001
"265","2015-03-05",33.73
"266","2015-03-06",33.66
"267","2015-03-09",34
