"","date","MDLZ"
"1","2007-01-03",35.610001
"2","2007-01-04",35.580002
"3","2007-01-05",35.18
"4","2007-01-08",34.950001
"5","2007-01-09",35.130001
"6","2007-01-10",35.900002
"7","2007-01-11",35.779999
"8","2007-01-12",35.799999
"9","2007-01-16",35.759998
"10","2007-01-17",35.25
"11","2007-01-18",35.349998
"12","2007-01-19",35.630001
"13","2007-01-22",35.91
"14","2007-01-23",35.310001
"15","2007-01-24",35.040001
"16","2007-01-25",34.759998
"17","2007-01-26",34.540001
"18","2007-01-29",35.169998
"19","2007-01-30",34.830002
"20","2007-01-31",34.919998
"21","2007-02-01",33.939999
"22","2007-02-02",34.029999
"23","2007-02-05",33.560001
"24","2007-02-06",33.669998
"25","2007-02-07",33.610001
"26","2007-02-08",32.970001
"27","2007-02-09",33.57
"28","2007-02-12",34.310001
"29","2007-02-13",34.549999
"30","2007-02-14",34.43
"31","2007-02-15",34.220001
"32","2007-02-16",34.950001
"33","2007-02-20",33.860001
"34","2007-02-21",33.439999
"35","2007-02-22",33.27
"36","2007-02-23",33.259998
"37","2007-02-26",33.27
"38","2007-02-27",32.080002
"39","2007-02-28",31.93
"40","2007-03-01",32.369999
"41","2007-03-02",31.85
"42","2007-03-05",31.620001
"43","2007-03-06",32.23
"44","2007-03-07",31.309999
"45","2007-03-08",31.33
"46","2007-03-09",31.5
"47","2007-03-12",31.92
"48","2007-03-13",30.93
"49","2007-03-14",30.200001
"50","2007-03-15",30.6
"51","2007-03-16",30.42
"52","2007-03-19",30.9
"53","2007-03-20",31.48
"54","2007-03-21",31.35
"55","2007-03-22",31.85
"56","2007-03-23",32
"57","2007-03-26",31.889999
"58","2007-03-27",31.700001
"59","2007-03-28",31.459999
"60","2007-03-29",31.52
"61","2007-03-30",31.66
"62","2007-04-02",30.85
"63","2007-04-03",30.33
"64","2007-04-04",30.719999
"65","2007-04-05",31.58
"66","2007-04-09",31.309999
"67","2007-04-10",31.24
"68","2007-04-11",32.02
"69","2007-04-12",32.450001
"70","2007-04-13",32.799999
"71","2007-04-16",32.759998
"72","2007-04-17",32.900002
"73","2007-04-18",32.290001
"74","2007-04-19",32.849998
"75","2007-04-20",33.09
"76","2007-04-23",33.209999
"77","2007-04-24",33.400002
"78","2007-04-25",33.470001
"79","2007-04-26",33.560001
"80","2007-04-27",33.560001
"81","2007-04-30",33.470001
"82","2007-05-01",33.490002
"83","2007-05-02",33.279999
"84","2007-05-03",32.830002
"85","2007-05-04",33.200001
"86","2007-05-07",33
"87","2007-05-08",32.66
"88","2007-05-09",32.779999
"89","2007-05-10",32.5
"90","2007-05-11",32.509998
"91","2007-05-14",32.5
"92","2007-05-15",32.599998
"93","2007-05-16",32.77
"94","2007-05-17",32.900002
"95","2007-05-18",33.110001
"96","2007-05-21",33.189999
"97","2007-05-22",33.34
"98","2007-05-23",33.32
"99","2007-05-24",33.439999
"100","2007-05-25",33.509998
"101","2007-05-29",33.509998
"102","2007-05-30",33.689999
"103","2007-05-31",33.84
"104","2007-06-01",34.419998
"105","2007-06-04",34.509998
"106","2007-06-05",34.450001
"107","2007-06-06",34.349998
"108","2007-06-07",34.619999
"109","2007-06-08",34.509998
"110","2007-06-11",34.52
"111","2007-06-12",34.509998
"112","2007-06-13",35.25
"113","2007-06-14",35.419998
"114","2007-06-15",35.310001
"115","2007-06-18",35.110001
"116","2007-06-19",34.650002
"117","2007-06-20",34.459999
"118","2007-06-21",36.740002
"119","2007-06-22",36.25
"120","2007-06-25",35.610001
"121","2007-06-26",34.939999
"122","2007-06-27",35.740002
"123","2007-06-28",35.369999
"124","2007-06-29",35.25
"125","2007-07-02",35.529999
"126","2007-07-03",34.66
"127","2007-07-05",34.459999
"128","2007-07-06",34.240002
"129","2007-07-09",35.009998
"130","2007-07-10",34.400002
"131","2007-07-11",34.279999
"132","2007-07-12",34.799999
"133","2007-07-13",35.889999
"134","2007-07-16",35.52
"135","2007-07-17",35.869999
"136","2007-07-18",35.700001
"137","2007-07-19",36.330002
"138","2007-07-20",35.529999
"139","2007-07-23",35.610001
"140","2007-07-24",34.84
"141","2007-07-25",34.84
"142","2007-07-26",33.439999
"143","2007-07-27",32.889999
"144","2007-07-30",32.98
"145","2007-07-31",32.75
"146","2007-08-01",32.43
"147","2007-08-02",32.549999
"148","2007-08-03",31.959999
"149","2007-08-06",32.700001
"150","2007-08-07",32.57
"151","2007-08-08",32.779999
"152","2007-08-09",31.450001
"153","2007-08-10",32.139999
"154","2007-08-13",32.200001
"155","2007-08-14",32.48
"156","2007-08-15",31.75
"157","2007-08-16",31.15
"158","2007-08-17",31.309999
"159","2007-08-20",31.700001
"160","2007-08-21",31.639999
"161","2007-08-22",32.060001
"162","2007-08-23",32.099998
"163","2007-08-24",32.490002
"164","2007-08-27",32.41
"165","2007-08-28",31.780001
"166","2007-08-29",31.92
"167","2007-08-30",31.85
"168","2007-08-31",32.060001
"169","2007-09-04",32.150002
"170","2007-09-05",32.599998
"171","2007-09-06",33.389999
"172","2007-09-07",32.889999
"173","2007-09-10",33.27
