"","date","CDNS"
"1","2007-01-03",18.15
"2","2007-01-04",18.02
"3","2007-01-05",18.059999
"4","2007-01-08",18.030001
"5","2007-01-09",18.129999
"6","2007-01-10",18.040001
"7","2007-01-11",18.23
"8","2007-01-12",18.139999
"9","2007-01-16",18.1
"10","2007-01-17",18.17
"11","2007-01-18",18.07
"12","2007-01-19",18.23
"13","2007-01-22",18.049999
"14","2007-01-23",18.200001
"15","2007-01-24",18.459999
"16","2007-01-25",17.969999
"17","2007-01-26",17.969999
"18","2007-01-29",18.25
"19","2007-01-30",18.700001
"20","2007-01-31",18.92
"21","2007-02-01",20.059999
"22","2007-02-02",20.059999
"23","2007-02-05",20.059999
"24","2007-02-06",20.27
"25","2007-02-07",20.540001
"26","2007-02-08",20.24
"27","2007-02-09",20.34
"28","2007-02-12",20.27
"29","2007-02-13",20.379999
"30","2007-02-14",20.58
"31","2007-02-15",20.719999
"32","2007-02-16",20.620001
"33","2007-02-20",20.940001
"34","2007-02-21",21.16
"35","2007-02-22",21.07
"36","2007-02-23",20.969999
"37","2007-02-26",20.709999
"38","2007-02-27",20
"39","2007-02-28",19.940001
"40","2007-03-01",20.01
"41","2007-03-02",19.65
"42","2007-03-05",19.59
"43","2007-03-06",19.889999
"44","2007-03-07",19.65
"45","2007-03-08",20.030001
"46","2007-03-09",20.459999
"47","2007-03-12",20.32
"48","2007-03-13",20.110001
"49","2007-03-14",20.27
"50","2007-03-15",20.27
"51","2007-03-16",20.370001
"52","2007-03-19",20.559999
"53","2007-03-20",20.66
"54","2007-03-21",21.1
"55","2007-03-22",21.1
"56","2007-03-23",21.040001
"57","2007-03-26",21.219999
"58","2007-03-27",20.98
"59","2007-03-28",21
"60","2007-03-29",20.940001
"61","2007-03-30",21.059999
"62","2007-04-02",21.23
"63","2007-04-03",21.42
"64","2007-04-04",21.65
"65","2007-04-05",21.68
"66","2007-04-09",22.01
"67","2007-04-10",22.129999
"68","2007-04-11",22.209999
"69","2007-04-12",22.68
"70","2007-04-13",22.42
"71","2007-04-16",22.68
"72","2007-04-17",22.83
"73","2007-04-18",22.73
"74","2007-04-19",22.59
"75","2007-04-20",22.889999
"76","2007-04-23",22.959999
"77","2007-04-24",22.790001
"78","2007-04-25",22.940001
"79","2007-04-26",22.75
"80","2007-04-27",22.860001
"81","2007-04-30",22.200001
"82","2007-05-01",22.290001
"83","2007-05-02",22.48
"84","2007-05-03",22.5
"85","2007-05-04",22.559999
"86","2007-05-07",22.42
"87","2007-05-08",22.26
"88","2007-05-09",22.440001
"89","2007-05-10",22.09
"90","2007-05-11",22.15
"91","2007-05-14",21.98
"92","2007-05-15",21.58
"93","2007-05-16",21.6
"94","2007-05-17",21.549999
"95","2007-05-18",21.65
"96","2007-05-21",21.959999
"97","2007-05-22",22.07
"98","2007-05-23",21.99
"99","2007-05-24",21.379999
"100","2007-05-25",21.68
"101","2007-05-29",21.59
"102","2007-05-30",22.200001
"103","2007-05-31",22.709999
"104","2007-06-01",22.9
"105","2007-06-04",24.219999
"106","2007-06-05",24.190001
"107","2007-06-06",24.18
"108","2007-06-07",23.77
"109","2007-06-08",23.75
"110","2007-06-11",23.59
"111","2007-06-12",23.41
"112","2007-06-13",23.360001
"113","2007-06-14",23.540001
"114","2007-06-15",23.299999
"115","2007-06-18",22.6
"116","2007-06-19",22.59
"117","2007-06-20",22.209999
"118","2007-06-21",21.9
"119","2007-06-22",21.9
"120","2007-06-25",21.76
"121","2007-06-26",21.780001
"122","2007-06-27",22.02
"123","2007-06-28",21.969999
"124","2007-06-29",21.959999
"125","2007-07-02",21.969999
"126","2007-07-03",21.940001
"127","2007-07-05",22
"128","2007-07-06",22.049999
"129","2007-07-09",21.99
"130","2007-07-10",21.65
"131","2007-07-11",21.65
"132","2007-07-12",21.65
"133","2007-07-13",21.690001
"134","2007-07-16",22.049999
"135","2007-07-17",22.290001
"136","2007-07-18",22.370001
"137","2007-07-19",22.67
"138","2007-07-20",22.530001
"139","2007-07-23",22.48
"140","2007-07-24",22.440001
"141","2007-07-25",22.43
"142","2007-07-26",21.98
"143","2007-07-27",21.549999
"144","2007-07-30",21.67
"145","2007-07-31",21.4
"146","2007-08-01",21.41
"147","2007-08-02",21.26
"148","2007-08-03",20.74
"149","2007-08-06",20.74
"150","2007-08-07",20.24
"151","2007-08-08",19.969999
"152","2007-08-09",19.969999
"153","2007-08-10",20.25
"154","2007-08-13",20.83
"155","2007-08-14",20.610001
"156","2007-08-15",20.450001
"157","2007-08-16",20.32
"158","2007-08-17",20.34
"159","2007-08-20",20.559999
"160","2007-08-21",20.639999
"161","2007-08-22",21.129999
"162","2007-08-23",21.23
"163","2007-08-24",21.440001
"164","2007-08-27",21.48
"165","2007-08-28",20.809999
"166","2007-08-29",21.360001
"167","2007-08-30",21.440001
"168","2007-08-31",21.719999
"169","2007-09-04",21.940001
"170","2007-09-05",22.01
"171","2007-09-06",21.860001
"172","2007-09-07",21.700001
"173","2007-09-10",21.42
"174","2007-09-11",21.639999
"175","2007-09-12",21.6
"176","2007-09-13",21.83
"177","2007-09-14",21.9
"178","2007-09-17",21.860001
"179","2007-09-18",22.209999
"180","2007-09-19",22.059999
"181","2007-09-20",21.9
"182","2007-09-21",21.99
"183","2007-09-24",21.91
"184","2007-09-25",22.09
"185","2007-09-26",22.25
"186","2007-09-27",22.34
"187","2007-09-28",22.190001
"188","2007-10-01",22.25
"189","2007-10-02",22.139999
"190","2007-10-03",22.02
"191","2007-10-04",21.91
"192","2007-10-05",22.200001
"193","2007-10-08",22.15
"194","2007-10-09",21.92
"195","2007-10-10",21.85
"196","2007-10-11",21.42
"197","2007-10-12",21.85
"198","2007-10-15",21.75
"199","2007-10-16",21.690001
"200","2007-10-17",21.84
"201","2007-10-18",22.129999
"202","2007-10-19",21.65
"203","2007-10-22",21.85
"204","2007-10-23",21.879999
"205","2007-10-24",21.690001
"206","2007-10-25",19.32
"207","2007-10-26",19.74
"208","2007-10-29",19.719999
"209","2007-10-30",19.540001
"210","2007-10-31",19.6
"211","2007-11-01",18.959999
"212","2007-11-02",18.5
"213","2007-11-05",18.16
"214","2007-11-06",18.25
"215","2007-11-07",17.700001
"216","2007-11-08",17.370001
"217","2007-11-09",17.08
"218","2007-11-12",17.030001
"219","2007-11-13",17.200001
"220","2007-11-14",16.940001
"221","2007-11-15",16.84
"222","2007-11-16",17.139999
"223","2007-11-19",16.690001
"224","2007-11-20",16.58
"225","2007-11-21",16.41
"226","2007-11-23",16.629999
"227","2007-11-26",16.209999
"228","2007-11-27",16.040001
"229","2007-11-28",16.280001
"230","2007-11-29",16.530001
"231","2007-11-30",16.6
"232","2007-12-03",16.290001
"233","2007-12-04",16.01
"234","2007-12-05",16.83
"235","2007-12-06",17
"236","2007-12-07",17.01
"237","2007-12-10",17.17
"238","2007-12-11",16.969999
"239","2007-12-12",17.43
"240","2007-12-13",17.629999
"241","2007-12-14",17.120001
"242","2007-12-17",16.709999
"243","2007-12-18",16.709999
"244","2007-12-19",16.58
"245","2007-12-20",16.65
"246","2007-12-21",17.15
"247","2007-12-24",17.24
"248","2007-12-26",17.280001
"249","2007-12-27",17.01
"250","2007-12-28",17.030001
"251","2007-12-31",17.01
"252","2008-01-02",16.799999
"253","2008-01-03",16.790001
"254","2008-01-04",16.23
"255","2008-01-07",16.030001
"256","2008-01-08",15.45
"257","2008-01-09",15.38
"258","2008-01-10",15.35
"259","2008-01-11",14.96
"260","2008-01-14",15.22
"261","2008-01-15",14.66
"262","2008-01-16",15.23
"263","2008-01-17",14.82
"264","2008-01-18",14.89
"265","2008-01-22",14.24
"266","2008-01-23",14.46
"267","2008-01-24",14.9
"268","2008-01-25",14.64
"269","2008-01-28",14.64
"270","2008-01-29",14.93
"271","2008-01-30",15.16
"272","2008-01-31",10.15
"273","2008-02-01",10.61
"274","2008-02-04",10.93
"275","2008-02-05",10.89
"276","2008-02-06",10.52
"277","2008-02-07",10.69
"278","2008-02-08",10.66
"279","2008-02-11",10.7
"280","2008-02-12",10.82
"281","2008-02-13",11.43
"282","2008-02-14",10.94
