"","date","TRQ"
"1","2007-01-03",70.823708
"2","2007-01-04",69.515015
"3","2007-01-05",70.592766
"4","2007-01-08",70.361816
"5","2007-01-09",71.593536
"6","2007-01-10",71.593536
"7","2007-01-11",71.362587
"8","2007-01-12",72.286377
"9","2007-01-16",70.515778
"10","2007-01-17",71.131638
"11","2007-01-18",70.438797
"12","2007-01-19",71.285606
"13","2007-01-22",70.977676
"14","2007-01-23",72.286377
"15","2007-01-24",74.672829
"16","2007-01-25",74.59584
"17","2007-01-26",74.056969
"18","2007-01-29",73.364128
"19","2007-01-30",74.441879
"20","2007-01-31",75.057739
"21","2007-02-01",74.82679
"22","2007-02-02",73.903
"23","2007-02-05",75.13472
"24","2007-02-06",75.904541
"25","2007-02-07",73.672058
"26","2007-02-08",75.365669
"27","2007-02-09",77.136261
"28","2007-02-12",76.828331
"29","2007-02-13",77.213242
"30","2007-02-14",78.137032
"31","2007-02-15",77.829102
"32","2007-02-16",78.214012
"33","2007-02-20",78.983833
"34","2007-02-21",78.290993
"35","2007-02-22",79.522713
"36","2007-02-23",79.368744
"37","2007-02-26",78.983833
"38","2007-02-27",75.596611
"39","2007-02-28",77.367203
"40","2007-03-01",77.752113
"41","2007-03-02",76.05851
"42","2007-03-05",75.13472
"43","2007-03-06",80.677444
"44","2007-03-07",90.916092
"45","2007-03-08",93.610466
"46","2007-03-09",92.532715
"47","2007-03-12",91.993843
"48","2007-03-13",88.45266
"49","2007-03-14",87.066971
"50","2007-03-15",88.14473
"51","2007-03-16",86.91301
"52","2007-03-19",87.374901
"53","2007-03-20",88.52964
"54","2007-03-21",89.299461
"55","2007-03-22",90.377213
"56","2007-03-23",89.992302
"57","2007-03-26",90.069283
"58","2007-03-27",89.222481
"59","2007-03-28",88.606621
"60","2007-03-29",86.68206
"61","2007-03-30",88.375671
"62","2007-04-02",89.761353
"63","2007-04-03",93.841415
"64","2007-04-04",97.151657
"65","2007-04-05",95.073135
"66","2007-04-09",95.996918
"67","2007-04-10",98.152428
"68","2007-04-11",98.691299
"69","2007-04-12",96.997688
"70","2007-04-13",98.614319
"71","2007-04-16",99.461121
"72","2007-04-17",100.384911
"73","2007-04-18",96.535797
"74","2007-04-19",98.075439
"75","2007-04-20",97.074677
"76","2007-04-23",96.997688
"77","2007-04-24",94.149345
"78","2007-04-25",98.691299
"79","2007-04-26",94.611237
"80","2007-04-27",95.304077
"81","2007-04-30",95.688988
"82","2007-05-01",93.918396
"83","2007-05-02",93.148575
"84","2007-05-03",94.765205
"85","2007-05-04",95.381065
"86","2007-05-07",94.149345
"87","2007-05-08",91.762894
"88","2007-05-09",92.994614
"89","2007-05-10",90.531181
"90","2007-05-11",91.608932
"91","2007-05-14",91.762894
"92","2007-05-15",93.687454
"93","2007-05-16",94.919167
"94","2007-05-17",94.072365
"95","2007-05-18",97.228638
"96","2007-05-21",100.92379
"97","2007-05-22",101.539642
"98","2007-05-23",105.157814
"99","2007-05-24",100.230949
"100","2007-05-25",103.541183
"101","2007-05-29",103.849113
"102","2007-05-30",106.466515
"103","2007-05-31",109.314857
"104","2007-06-01",111.47036
"105","2007-06-04",109.468819
"106","2007-06-05",108.160126
"107","2007-06-06",107.390297
"108","2007-06-07",102.463432
"109","2007-06-08",104.464973
"110","2007-06-11",110.238647
"111","2007-06-12",105.542725
"112","2007-06-13",111.239418
"113","2007-06-14",108.545036
"114","2007-06-15",107.852196
"115","2007-06-18",108.468056
"116","2007-06-19",111.932259
"117","2007-06-20",111.239418
"118","2007-06-21",111.008469
"119","2007-06-22",109.699768
"120","2007-06-25",107.544266
"121","2007-06-26",104.080063
"122","2007-06-27",108.622017
"123","2007-06-28",113.39492
"124","2007-06-29",109.622787
"125","2007-07-02",112.009239
"126","2007-07-03",113.779831
"127","2007-07-05",114.780602
"128","2007-07-06",118.552734
"129","2007-07-09",128.329483
"130","2007-07-10",123.479599
"131","2007-07-11",121.324097
"132","2007-07-12",122.940727
"133","2007-07-13",126.327942
"134","2007-07-16",124.7883
"135","2007-07-17",121.324097
"136","2007-07-18",119.630486
"137","2007-07-19",124.55735
"138","2007-07-20",122.786758
"139","2007-07-23",120.477287
"140","2007-07-24",114.857582
"141","2007-07-25",115.011551
"142","2007-07-26",110.700539
"143","2007-07-27",104.464973
"144","2007-07-30",108.775978
"145","2007-07-31",110.084679
"146","2007-08-01",106.389534
"147","2007-08-02",108.698997
"148","2007-08-03",103.310242
"149","2007-08-06",100.230949
"150","2007-08-07",102.386452
"151","2007-08-08",109.160896
"152","2007-08-09",104.157043
"153","2007-08-10",95.919937
"154","2007-08-13",98.152428
"155","2007-08-14",90.531181
"156","2007-08-15",82.678986
"157","2007-08-16",71.285606
"158","2007-08-17",72.825249
"159","2007-08-20",76.982292
"160","2007-08-21",78.060043
"161","2007-08-22",85.373367
"162","2007-08-23",85.835258
"163","2007-08-24",90.531181
"164","2007-08-27",87.22094
