"","date","THMO"
"1119","2011-06-10",414
"1120","2011-06-13",402
"1121","2011-06-14",404
"1122","2011-06-15",396
"1123","2011-06-16",382
"1124","2011-06-17",392
"1125","2011-06-20",382
"1126","2011-06-21",396
"1127","2011-06-22",408
"1128","2011-06-23",394
"1129","2011-06-24",406
"1130","2011-06-27",404
"1131","2011-06-28",396
"1132","2011-06-29",396
"1133","2011-06-30",402
"1134","2011-07-01",406
"1135","2011-07-05",408
"1136","2011-07-06",408
"1137","2011-07-07",404
"1138","2011-07-08",410
"1139","2011-07-11",418
"1140","2011-07-12",424
"1141","2011-07-13",426
"1142","2011-07-14",420
"1143","2011-07-15",426
"1144","2011-07-18",416
"1145","2011-07-19",412
"1146","2011-07-20",408
"1147","2011-07-21",416
"1148","2011-07-22",418
"1149","2011-07-25",412
"1150","2011-07-26",410
"1151","2011-07-27",400
"1152","2011-07-28",408
"1153","2011-07-29",396
"1154","2011-08-01",398
"1155","2011-08-02",384
"1156","2011-08-03",380
"1157","2011-08-04",362
"1158","2011-08-05",342
"1159","2011-08-08",328
"1160","2011-08-09",334
"1161","2011-08-10",324
"1162","2011-08-11",322
"1163","2011-08-12",330
"1164","2011-08-15",340
"1165","2011-08-16",322
"1166","2011-08-17",340
"1167","2011-08-18",322
"1168","2011-08-19",312
"1169","2011-08-22",318
"1170","2011-08-23",320
"1171","2011-08-24",322
"1172","2011-08-25",320
"1173","2011-08-26",322
"1174","2011-08-29",340
"1175","2011-08-30",340
"1176","2011-08-31",336
"1177","2011-09-01",332
"1178","2011-09-02",330
"1179","2011-09-06",316
"1180","2011-09-07",328
"1181","2011-09-08",330
"1182","2011-09-09",326
"1183","2011-09-12",312
"1184","2011-09-13",290
"1185","2011-09-14",288
"1186","2011-09-15",288
"1187","2011-09-16",296
"1188","2011-09-19",286
"1189","2011-09-20",282
"1190","2011-09-21",276
"1191","2011-09-22",258
"1192","2011-09-23",244
"1193","2011-09-26",240
"1194","2011-09-27",254
"1195","2011-09-28",258
"1196","2011-09-29",242
"1197","2011-09-30",248
"1198","2011-10-03",226
"1199","2011-10-04",224
"1200","2011-10-05",220
"1201","2011-10-06",228
"1202","2011-10-07",228
"1203","2011-10-10",242
"1204","2011-10-11",248
"1205","2011-10-12",244
"1206","2011-10-13",242
"1207","2011-10-14",258
"1208","2011-10-17",242
"1209","2011-10-18",254
"1210","2011-10-19",246
"1211","2011-10-20",244
"1212","2011-10-21",244
"1213","2011-10-24",240
"1214","2011-10-25",240
"1215","2011-10-26",242
"1216","2011-10-27",242
"1217","2011-10-28",250
"1218","2011-10-31",258
"1219","2011-11-01",240
"1220","2011-11-02",242
"1221","2011-11-03",240
"1222","2011-11-04",244
"1223","2011-11-07",244
"1224","2011-11-08",240
"1225","2011-11-09",236
"1226","2011-11-10",232
"1227","2011-11-11",200
"1228","2011-11-14",190
"1229","2011-11-15",200
"1230","2011-11-16",200
"1231","2011-11-17",200
"1232","2011-11-18",198
"1233","2011-11-21",192
"1234","2011-11-22",200
"1235","2011-11-23",188
"1236","2011-11-25",180
"1237","2011-11-28",184
"1238","2011-11-29",180
"1239","2011-11-30",176
"1240","2011-12-01",182
"1241","2011-12-02",182
"1242","2011-12-05",178
"1243","2011-12-06",178
"1244","2011-12-07",178
"1245","2011-12-08",162
"1246","2011-12-09",170
"1247","2011-12-12",166
"1248","2011-12-13",164
"1249","2011-12-14",160
"1250","2011-12-15",164
"1251","2011-12-16",164
"1252","2011-12-19",162
"1253","2011-12-20",164
"1254","2011-12-21",166
"1255","2011-12-22",164
"1256","2011-12-23",156
"1257","2011-12-27",144
"1258","2011-12-28",150
"1259","2011-12-29",146
"1260","2011-12-30",142
"1261","2012-01-03",140
"1262","2012-01-04",148
"1263","2012-01-05",168
"1264","2012-01-06",168
"1265","2012-01-09",178
"1266","2012-01-10",182
"1267","2012-01-11",186
"1268","2012-01-12",182
"1269","2012-01-13",186
"1270","2012-01-17",180
"1271","2012-01-18",188
"1272","2012-01-19",190
"1273","2012-01-20",162
"1274","2012-01-23",166
"1275","2012-01-24",178
"1276","2012-01-25",172
"1277","2012-01-26",170
"1278","2012-01-27",204
"1279","2012-01-30",214
"1280","2012-01-31",202
"1281","2012-02-01",208
"1282","2012-02-02",202
"1283","2012-02-03",214
"1284","2012-02-06",230
"1285","2012-02-07",226
"1286","2012-02-08",230
"1287","2012-02-09",230
"1288","2012-02-10",208
"1289","2012-02-13",200
"1290","2012-02-14",210
"1291","2012-02-15",218
"1292","2012-02-16",218
"1293","2012-02-17",212
"1294","2012-02-21",214
"1295","2012-02-22",214
"1296","2012-02-23",212
"1297","2012-02-24",208
"1298","2012-02-27",208
"1299","2012-02-28",210
"1300","2012-02-29",202
"1301","2012-03-01",206
"1302","2012-03-02",204
"1303","2012-03-05",204
"1304","2012-03-06",190
"1305","2012-03-07",188
"1306","2012-03-08",190
"1307","2012-03-09",194
"1308","2012-03-12",190
"1309","2012-03-13",192
"1310","2012-03-14",186
"1311","2012-03-15",186
"1312","2012-03-16",186
"1313","2012-03-19",174
"1314","2012-03-20",174
"1315","2012-03-21",186
"1316","2012-03-22",180
"1317","2012-03-23",166
"1318","2012-03-26",168
"1319","2012-03-27",168
"1320","2012-03-28",174
"1321","2012-03-29",174
"1322","2012-03-30",178
"1323","2012-04-02",172
"1324","2012-04-03",174
"1325","2012-04-04",172
"1326","2012-04-05",188
"1327","2012-04-09",186
"1328","2012-04-10",168
"1329","2012-04-11",182
"1330","2012-04-12",182
"1331","2012-04-13",184
"1332","2012-04-16",178
"1333","2012-04-17",186
"1334","2012-04-18",184
"1335","2012-04-19",186
"1336","2012-04-20",184
"1337","2012-04-23",184
"1338","2012-04-24",190
"1339","2012-04-25",184
"1340","2012-04-26",182
"1341","2012-04-27",188
"1342","2012-04-30",186
"1343","2012-05-01",180
"1344","2012-05-02",186
"1345","2012-05-03",180
"1346","2012-05-04",178
"1347","2012-05-07",166
"1348","2012-05-08",170
"1349","2012-05-09",172
"1350","2012-05-10",170
"1351","2012-05-11",174
"1352","2012-05-14",178
"1353","2012-05-15",170
"1354","2012-05-16",164
"1355","2012-05-17",174
"1356","2012-05-18",170
"1357","2012-05-21",162
"1358","2012-05-22",164
"1359","2012-05-23",164
"1360","2012-05-24",170
"1361","2012-05-25",162
"1362","2012-05-29",162
"1363","2012-05-30",176
"1364","2012-05-31",186
"1365","2012-06-01",174
"1366","2012-06-04",170
"1367","2012-06-05",162
"1368","2012-06-06",164
"1369","2012-06-07",164
"1370","2012-06-08",162
"1371","2012-06-11",162
"1372","2012-06-12",170
"1373","2012-06-13",162
"1374","2012-06-14",160
"1375","2012-06-15",168
"1376","2012-06-18",170
"1377","2012-06-19",174
"1378","2012-06-20",172
"1379","2012-06-21",168
"1380","2012-06-22",180
"1381","2012-06-25",178
"1382","2012-06-26",172
"1383","2012-06-27",178
"1384","2012-06-28",186
"1385","2012-06-29",190
"1386","2012-07-02",180
"1387","2012-07-03",194
"1388","2012-07-05",188
"1389","2012-07-06",178
"1390","2012-07-09",184
"1391","2012-07-10",180
"1392","2012-07-11",184
"1393","2012-07-12",176
"1394","2012-07-13",182
"1395","2012-07-16",180
"1396","2012-07-17",180
"1397","2012-07-18",190
"1398","2012-07-19",180
"1399","2012-07-20",180
"1400","2012-07-23",174
"1401","2012-07-24",180
"1402","2012-07-25",180
"1403","2012-07-26",176
"1404","2012-07-27",176
"1405","2012-07-30",186
"1406","2012-07-31",188
"1407","2012-08-01",194
"1408","2012-08-02",180
"1409","2012-08-03",186
"1410","2012-08-06",200
"1411","2012-08-07",198
"1412","2012-08-08",194
"1413","2012-08-09",204
"1414","2012-08-10",210
"1415","2012-08-13",204
"1416","2012-08-14",200
"1417","2012-08-15",202
"1418","2012-08-16",202
"1419","2012-08-17",230
"1420","2012-08-20",242
"1421","2012-08-21",234
"1422","2012-08-22",238
"1423","2012-08-23",258
"1424","2012-08-24",244
"1425","2012-08-27",242
"1426","2012-08-28",248
"1427","2012-08-29",232
"1428","2012-08-30",238
"1429","2012-08-31",228
"1430","2012-09-04",222
"1431","2012-09-05",216
"1432","2012-09-06",226
"1433","2012-09-07",230
"1434","2012-09-10",222
"1435","2012-09-11",228
"1436","2012-09-12",216
"1437","2012-09-13",216
"1438","2012-09-14",204
"1439","2012-09-17",202
"1440","2012-09-18",214
"1441","2012-09-19",224
"1442","2012-09-20",208
"1443","2012-09-21",200
"1444","2012-09-24",208
"1445","2012-09-25",204
"1446","2012-09-26",204
"1447","2012-09-27",202
"1448","2012-09-28",206
"1449","2012-10-01",202
"1450","2012-10-02",198
"1451","2012-10-03",202
"1452","2012-10-04",190
"1453","2012-10-05",194
"1454","2012-10-08",194
"1455","2012-10-09",186
"1456","2012-10-10",186
"1457","2012-10-11",184
"1458","2012-10-12",180
"1459","2012-10-15",186
"1460","2012-10-16",170
"1461","2012-10-17",160
"1462","2012-10-18",162
"1463","2012-10-19",164
"1464","2012-10-22",192
"1465","2012-10-23",194
"1466","2012-10-24",180
"1467","2012-10-25",160
"1468","2012-10-26",180
"1469","2012-10-31",180
"1470","2012-11-01",172
"1471","2012-11-02",166
"1472","2012-11-05",164
"1473","2012-11-06",166
"1474","2012-11-07",170
"1475","2012-11-08",174
"1476","2012-11-09",170
"1477","2012-11-12",164
"1478","2012-11-13",166
"1479","2012-11-14",152
"1480","2012-11-15",136
"1481","2012-11-16",134
"1482","2012-11-19",138
"1483","2012-11-20",136
"1484","2012-11-21",140
"1485","2012-11-23",140
"1486","2012-11-26",136
"1487","2012-11-27",136
"1488","2012-11-28",136
"1489","2012-11-29",138
"1490","2012-11-30",140
"1491","2012-12-03",142
"1492","2012-12-04",138
"1493","2012-12-05",136
"1494","2012-12-06",138
"1495","2012-12-07",136
"1496","2012-12-10",134
"1497","2012-12-11",144
"1498","2012-12-12",146
"1499","2012-12-13",150
"1500","2012-12-14",156
"1501","2012-12-17",166
"1502","2012-12-18",170
"1503","2012-12-19",174
"1504","2012-12-20",180
"1505","2012-12-21",176
"1506","2012-12-24",178
"1507","2012-12-26",180
"1508","2012-12-27",176
"1509","2012-12-28",172
"1510","2012-12-31",168
"1511","2013-01-02",170
"1512","2013-01-03",174
"1513","2013-01-04",174
"1514","2013-01-07",184
"1515","2013-01-08",170
"1516","2013-01-09",184
"1517","2013-01-10",194
"1518","2013-01-11",188
"1519","2013-01-14",200
"1520","2013-01-15",196
"1521","2013-01-16",194
"1522","2013-01-17",198
"1523","2013-01-18",190
"1524","2013-01-22",186
"1525","2013-01-23",190
"1526","2013-01-24",196
"1527","2013-01-25",190
"1528","2013-01-28",194
"1529","2013-01-29",198
"1530","2013-01-30",196
"1531","2013-01-31",188
"1532","2013-02-01",194
"1533","2013-02-04",188
"1534","2013-02-05",188
"1535","2013-02-06",180
"1536","2013-02-07",188
"1537","2013-02-08",190
"1538","2013-02-11",198
"1539","2013-02-12",196
"1540","2013-02-13",180
"1541","2013-02-14",184
"1542","2013-02-15",182
"1543","2013-02-19",182
"1544","2013-02-20",174
"1545","2013-02-21",182
"1546","2013-02-22",188
"1547","2013-02-25",176
"1548","2013-02-26",180
"1549","2013-02-27",188
"1550","2013-02-28",186
"1551","2013-03-01",182
"1552","2013-03-04",174
"1553","2013-03-05",176
"1554","2013-03-06",180
"1555","2013-03-07",178
"1556","2013-03-08",174
"1557","2013-03-11",170
"1558","2013-03-12",166
"1559","2013-03-13",166
"1560","2013-03-14",172
"1561","2013-03-15",174
"1562","2013-03-18",174
"1563","2013-03-19",172
"1564","2013-03-20",174
"1565","2013-03-21",172
"1566","2013-03-22",172
"1567","2013-03-25",164
"1568","2013-03-26",172
"1569","2013-03-27",182
"1570","2013-03-28",170
"1571","2013-04-01",170
"1572","2013-04-02",178
"1573","2013-04-03",166
"1574","2013-04-04",172
"1575","2013-04-05",174
"1576","2013-04-08",166
"1577","2013-04-09",174
"1578","2013-04-10",170
"1579","2013-04-11",168
"1580","2013-04-12",174
"1581","2013-04-15",164
"1582","2013-04-16",166
"1583","2013-04-17",166
"1584","2013-04-18",166
"1585","2013-04-19",162
"1586","2013-04-22",162
"1587","2013-04-23",166
"1588","2013-04-24",166
"1589","2013-04-25",170
"1590","2013-04-26",170
"1591","2013-04-29",158
"1592","2013-04-30",154
"1593","2013-05-01",156
"1594","2013-05-02",156
"1595","2013-05-03",160
"1596","2013-05-06",158
"1597","2013-05-07",156
"1598","2013-05-08",156
"1599","2013-05-09",164
"1600","2013-05-10",174
"1601","2013-05-13",180
"1602","2013-05-14",190
"1603","2013-05-15",182
"1604","2013-05-16",176
"1605","2013-05-17",182
"1606","2013-05-20",174
"1607","2013-05-21",186
"1608","2013-05-22",180
"1609","2013-05-23",200
"1610","2013-05-24",220
"1611","2013-05-28",230
"1612","2013-05-29",226
"1613","2013-05-30",222
"1614","2013-05-31",234
"1615","2013-06-03",232
"1616","2013-06-04",232
"1617","2013-06-05",230
"1618","2013-06-06",250
"1619","2013-06-07",240
"1620","2013-06-10",248
"1621","2013-06-11",236
"1622","2013-06-12",238
"1623","2013-06-13",246
"1624","2013-06-14",254
"1625","2013-06-17",244
"1626","2013-06-18",254
"1627","2013-06-19",276
"1628","2013-06-20",264
"1629","2013-06-21",286
"1630","2013-06-24",304
"1631","2013-06-25",296
"1632","2013-06-26",306
"1633","2013-06-27",300
"1634","2013-06-28",270
"1635","2013-07-01",274
"1636","2013-07-02",278
"1637","2013-07-03",298
"1638","2013-07-05",290
"1639","2013-07-08",300
"1640","2013-07-09",304
"1641","2013-07-10",300
"1642","2013-07-11",302
"1643","2013-07-12",304
"1644","2013-07-15",298
"1645","2013-07-16",252
"1646","2013-07-17",262
"1647","2013-07-18",264
"1648","2013-07-19",246
"1649","2013-07-22",242
"1650","2013-07-23",230
"1651","2013-07-24",232
"1652","2013-07-25",236
"1653","2013-07-26",244
"1654","2013-07-29",232
"1655","2013-07-30",230
"1656","2013-07-31",242
"1657","2013-08-01",236
"1658","2013-08-02",232
"1659","2013-08-05",232
"1660","2013-08-06",234
"1661","2013-08-07",234
"1662","2013-08-08",276
"1663","2013-08-09",274
"1664","2013-08-12",280
"1665","2013-08-13",292
"1666","2013-08-14",286
"1667","2013-08-15",274
"1668","2013-08-16",248
"1669","2013-08-19",242
"1670","2013-08-20",240
"1671","2013-08-21",246
"1672","2013-08-22",248
"1673","2013-08-23",248
"1674","2013-08-26",240
"1675","2013-08-27",234
"1676","2013-08-28",244
"1677","2013-08-29",240
"1678","2013-08-30",212
"1679","2013-09-03",202
"1680","2013-09-04",204
"1681","2013-09-05",214
"1682","2013-09-06",216
"1683","2013-09-09",216
"1684","2013-09-10",222
"1685","2013-09-11",218
"1686","2013-09-12",216
"1687","2013-09-13",222
"1688","2013-09-16",216
"1689","2013-09-17",212
"1690","2013-09-18",216
"1691","2013-09-19",206
"1692","2013-09-20",206
"1693","2013-09-23",210
"1694","2013-09-24",210
"1695","2013-09-25",212
"1696","2013-09-26",208
"1697","2013-09-27",216
"1698","2013-09-30",216
"1699","2013-10-01",212
"1700","2013-10-02",212
"1701","2013-10-03",214
"1702","2013-10-04",218
"1703","2013-10-07",212
"1704","2013-10-08",200
"1705","2013-10-09",206
"1706","2013-10-10",206
"1707","2013-10-11",206
"1708","2013-10-14",224
"1709","2013-10-15",210
"1710","2013-10-16",206
"1711","2013-10-17",206
"1712","2013-10-18",208
"1713","2013-10-21",200
"1714","2013-10-22",198
"1715","2013-10-23",204
"1716","2013-10-24",200
"1717","2013-10-25",198
"1718","2013-10-28",200
"1719","2013-10-29",196
"1720","2013-10-30",196
"1721","2013-10-31",188
"1722","2013-11-01",174
"1723","2013-11-04",166
"1724","2013-11-05",170
"1725","2013-11-06",178
"1726","2013-11-07",168
"1727","2013-11-08",168
"1728","2013-11-11",170
"1729","2013-11-12",164
"1730","2013-11-13",166
"1731","2013-11-14",160
"1732","2013-11-15",160
"1733","2013-11-18",156
"1734","2013-11-19",148
"1735","2013-11-20",146
"1736","2013-11-21",146
"1737","2013-11-22",146
"1738","2013-11-25",146
"1739","2013-11-26",144
"1740","2013-11-27",144
"1741","2013-11-29",148
"1742","2013-12-02",164
"1743","2013-12-03",148
"1744","2013-12-04",152
"1745","2013-12-05",150
"1746","2013-12-06",150
"1747","2013-12-09",148
"1748","2013-12-10",150
"1749","2013-12-11",152
"1750","2013-12-12",150
"1751","2013-12-13",148
"1752","2013-12-16",150
"1753","2013-12-17",148
"1754","2013-12-18",148
"1755","2013-12-19",148
"1756","2013-12-20",144
"1757","2013-12-23",152
"1758","2013-12-24",200
"1759","2013-12-26",202
"1760","2013-12-27",200
"1761","2013-12-30",204
"1762","2013-12-31",204
"1763","2014-01-02",212
"1764","2014-01-03",210
"1765","2014-01-06",212
"1766","2014-01-07",210
"1767","2014-01-08",226
"1768","2014-01-09",258
"1769","2014-01-10",256
"1770","2014-01-13",244
"1771","2014-01-14",228
"1772","2014-01-15",224
"1773","2014-01-16",216
"1774","2014-01-17",218
"1775","2014-01-21",460
"1776","2014-01-22",526
"1777","2014-01-23",550
"1778","2014-01-24",564
"1779","2014-01-27",490
"1780","2014-01-28",444
"1781","2014-01-29",430
"1782","2014-01-30",416
"1783","2014-01-31",440
"1784","2014-02-03",460
"1785","2014-02-04",432
"1786","2014-02-05",434
"1787","2014-02-06",420
"1788","2014-02-07",440
"1789","2014-02-10",492
"1790","2014-02-11",460
"1791","2014-02-12",432
"1792","2014-02-13",460
"1793","2014-02-14",434
"1794","2014-02-18",434
"1795","2014-02-19",454
"1796","2014-02-20",506
"1797","2014-02-21",480
"1798","2014-02-24",474
"1799","2014-02-25",442
"1800","2014-02-26",440
"1801","2014-02-27",454
"1802","2014-02-28",444
"1803","2014-03-03",436
"1804","2014-03-04",438
"1805","2014-03-05",438
"1806","2014-03-06",428
"1807","2014-03-07",422
"1808","2014-03-10",414
"1809","2014-03-11",388
"1810","2014-03-12",380
"1811","2014-03-13",354
"1812","2014-03-14",358
"1813","2014-03-17",366
"1814","2014-03-18",376
"1815","2014-03-19",388
"1816","2014-03-20",384
"1817","2014-03-21",392
"1818","2014-03-24",376
"1819","2014-03-25",360
"1820","2014-03-26",360
"1821","2014-03-27",340
"1822","2014-03-28",348
"1823","2014-03-31",340
"1824","2014-04-01",356
"1825","2014-04-02",374
"1826","2014-04-03",358
"1827","2014-04-04",356
"1828","2014-04-07",334
"1829","2014-04-08",326
"1830","2014-04-09",330
"1831","2014-04-10",316
"1832","2014-04-11",292
"1833","2014-04-14",304
"1834","2014-04-15",280
"1835","2014-04-16",284
"1836","2014-04-17",298
"1837","2014-04-21",292
"1838","2014-04-22",310
"1839","2014-04-23",320
"1840","2014-04-24",412
"1841","2014-04-25",382
"1842","2014-04-28",352
"1843","2014-04-29",340
"1844","2014-04-30",328
"1845","2014-05-01",344
"1846","2014-05-02",330
"1847","2014-05-05",326
"1848","2014-05-06",306
"1849","2014-05-07",304
"1850","2014-05-08",296
"1851","2014-05-09",292
"1852","2014-05-12",306
"1853","2014-05-13",316
"1854","2014-05-14",318
"1855","2014-05-15",298
"1856","2014-05-16",316
"1857","2014-05-19",318
"1858","2014-05-20",312
"1859","2014-05-21",306
"1860","2014-05-22",300
"1861","2014-05-23",320
"1862","2014-05-27",330
"1863","2014-05-28",346
"1864","2014-05-29",354
"1865","2014-05-30",342
"1866","2014-06-02",342
"1867","2014-06-03",352
"1868","2014-06-04",340
"1869","2014-06-05",342
"1870","2014-06-06",356
"1871","2014-06-09",372
"1872","2014-06-10",374
"1873","2014-06-11",370
"1874","2014-06-12",354
"1875","2014-06-13",292
"1876","2014-06-16",290
"1877","2014-06-17",296
"1878","2014-06-18",290
"1879","2014-06-19",286
"1880","2014-06-20",290
"1881","2014-06-23",284
"1882","2014-06-24",286
"1883","2014-06-25",288
"1884","2014-06-26",280
"1885","2014-06-27",278
"1886","2014-06-30",278
"1887","2014-07-01",276
"1888","2014-07-02",274
"1889","2014-07-03",276
"1890","2014-07-07",272
"1891","2014-07-08",270
"1892","2014-07-09",270
"1893","2014-07-10",264
"1894","2014-07-11",268
"1895","2014-07-14",276
"1896","2014-07-15",274
"1897","2014-07-16",270
"1898","2014-07-17",270
"1899","2014-07-18",276
"1900","2014-07-21",270
"1901","2014-07-22",268
"1902","2014-07-23",280
"1903","2014-07-24",284
"1904","2014-07-25",282
"1905","2014-07-28",280
"1906","2014-07-29",278
"1907","2014-07-30",284
"1908","2014-07-31",276
"1909","2014-08-01",274
"1910","2014-08-04",270
"1911","2014-08-05",276
"1912","2014-08-06",276
"1913","2014-08-07",270
"1914","2014-08-08",276
"1915","2014-08-11",276
"1916","2014-08-12",264
"1917","2014-08-13",266
"1918","2014-08-14",264
"1919","2014-08-15",268
"1920","2014-08-18",262
"1921","2014-08-19",262
"1922","2014-08-20",260
"1923","2014-08-21",264
"1924","2014-08-22",260
"1925","2014-08-25",258
"1926","2014-08-26",256
"1927","2014-08-27",268
"1928","2014-08-28",266
"1929","2014-08-29",274
"1930","2014-09-02",278
"1931","2014-09-03",278
"1932","2014-09-04",272
"1933","2014-09-05",268
"1934","2014-09-08",274
"1935","2014-09-09",274
"1936","2014-09-10",270
"1937","2014-09-11",262
"1938","2014-09-12",266
"1939","2014-09-15",260
"1940","2014-09-16",262
"1941","2014-09-17",258
"1942","2014-09-18",262
"1943","2014-09-19",262
"1944","2014-09-22",256
"1945","2014-09-23",260
"1946","2014-09-24",246
"1947","2014-09-25",234
"1948","2014-09-26",242
"1949","2014-09-29",236
"1950","2014-09-30",244
"1951","2014-10-01",248
"1952","2014-10-02",252
"1953","2014-10-03",256
"1954","2014-10-06",258
"1955","2014-10-07",250
"1956","2014-10-08",242
"1957","2014-10-09",238
"1958","2014-10-10",238
"1959","2014-10-13",234
"1960","2014-10-14",236
"1961","2014-10-15",222
"1962","2014-10-16",226
"1963","2014-10-17",230
"1964","2014-10-20",230
"1965","2014-10-21",234
"1966","2014-10-22",232
"1967","2014-10-23",240
"1968","2014-10-24",238
"1969","2014-10-27",240
"1970","2014-10-28",230
"1971","2014-10-29",226
"1972","2014-10-30",220
"1973","2014-10-31",214
"1974","2014-11-03",206
"1975","2014-11-04",202
"1976","2014-11-05",210
"1977","2014-11-06",218
"1978","2014-11-07",202
"1979","2014-11-10",206
"1980","2014-11-11",206
"1981","2014-11-12",202
"1982","2014-11-13",206
"1983","2014-11-14",216
"1984","2014-11-17",218
"1985","2014-11-18",206
"1986","2014-11-19",200
"1987","2014-11-20",232
"1988","2014-11-21",230
"1989","2014-11-24",222
"1990","2014-11-25",218
"1991","2014-11-26",222
"1992","2014-11-28",216
"1993","2014-12-01",204
"1994","2014-12-02",204
"1995","2014-12-03",212
"1996","2014-12-04",202
"1997","2014-12-05",210
"1998","2014-12-08",206
"1999","2014-12-09",216
"2000","2014-12-10",210
"2001","2014-12-11",206
"2002","2014-12-12",210
"2003","2014-12-15",204
"2004","2014-12-16",200
"2005","2014-12-17",208
"2006","2014-12-18",206
"2007","2014-12-19",220
"2008","2014-12-22",222
"2009","2014-12-23",218
"2010","2014-12-24",226
"2011","2014-12-26",216
"2012","2014-12-29",212
"2013","2014-12-30",208
"2014","2014-12-31",204
"2015","2015-01-02",206
"2016","2015-01-05",204
"2017","2015-01-06",200
"2018","2015-01-07",200
"2019","2015-01-08",204
"2020","2015-01-09",202
"2021","2015-01-12",220
"2022","2015-01-13",210
"2023","2015-01-14",206
"2024","2015-01-15",206
"2025","2015-01-16",204
"2026","2015-01-20",202
"2027","2015-01-21",198
"2028","2015-01-22",196
"2029","2015-01-23",196
"2030","2015-01-26",202
"2031","2015-01-27",198
"2032","2015-01-28",200
"2033","2015-01-29",202
"2034","2015-01-30",200
"2035","2015-02-02",200
"2036","2015-02-03",206
"2037","2015-02-04",204
"2038","2015-02-05",196
"2039","2015-02-06",196
"2040","2015-02-09",198
"2041","2015-02-10",200
"2042","2015-02-11",198
"2043","2015-02-12",204
"2044","2015-02-13",176
"2045","2015-02-17",176
"2046","2015-02-18",176
"2047","2015-02-19",176
"2048","2015-02-20",188
"2049","2015-02-23",176
"2050","2015-02-24",176
"2051","2015-02-25",180
"2052","2015-02-26",182
"2053","2015-02-27",182
"2054","2015-03-02",176
"2055","2015-03-03",180
"2056","2015-03-04",180
"2057","2015-03-05",182
"2058","2015-03-06",186
"2059","2015-03-09",182
"2060","2015-03-10",180
"2061","2015-03-11",176
"2062","2015-03-12",162
"2063","2015-03-13",164
"2064","2015-03-16",158
"2065","2015-03-17",160
"2066","2015-03-18",174
"2067","2015-03-19",172
"2068","2015-03-20",166
"2069","2015-03-23",166
"2070","2015-03-24",160
"2071","2015-03-25",160
"2072","2015-03-26",162
"2073","2015-03-27",166
"2074","2015-03-30",170
"2075","2015-03-31",180
"2076","2015-04-01",184
"2077","2015-04-02",186
"2078","2015-04-06",188
"2079","2015-04-07",194
"2080","2015-04-08",182
"2081","2015-04-09",190
"2082","2015-04-10",192
"2083","2015-04-13",194
"2084","2015-04-14",198
"2085","2015-04-15",188
"2086","2015-04-16",182
"2087","2015-04-17",182
"2088","2015-04-20",184
"2089","2015-04-21",184
"2090","2015-04-22",182
"2091","2015-04-23",180
"2092","2015-04-24",182
"2093","2015-04-27",178
"2094","2015-04-28",180
"2095","2015-04-29",180
"2096","2015-04-30",178
"2097","2015-05-01",180
"2098","2015-05-04",176
"2099","2015-05-05",176
"2100","2015-05-06",174
"2101","2015-05-07",172
"2102","2015-05-08",170
"2103","2015-05-11",166
"2104","2015-05-12",172
"2105","2015-05-13",168
"2106","2015-05-14",164
"2107","2015-05-15",152
"2108","2015-05-18",168
"2109","2015-05-19",170
"2110","2015-05-20",164
"2111","2015-05-21",170
"2112","2015-05-22",160
"2113","2015-05-26",168
"2114","2015-05-27",162
"2115","2015-05-28",166
"2116","2015-05-29",172
"2117","2015-06-01",160
"2118","2015-06-02",170
"2119","2015-06-03",170
"2120","2015-06-04",166
"2121","2015-06-05",166
"2122","2015-06-08",168
"2123","2015-06-09",166
"2124","2015-06-10",160
"2125","2015-06-11",160
"2126","2015-06-12",166
"2127","2015-06-15",174
"2128","2015-06-16",196
"2129","2015-06-17",180
"2130","2015-06-18",176
"2131","2015-06-19",170
"2132","2015-06-22",180
"2133","2015-06-23",184
"2134","2015-06-24",168
"2135","2015-06-25",166
"2136","2015-06-26",158
"2137","2015-06-29",170
"2138","2015-06-30",170
"2139","2015-07-01",162
"2140","2015-07-02",164
"2141","2015-07-06",156
"2142","2015-07-07",154
"2143","2015-07-08",146
"2144","2015-07-09",148
"2145","2015-07-10",142
"2146","2015-07-13",150
"2147","2015-07-14",146
"2148","2015-07-15",144
"2149","2015-07-16",158
"2150","2015-07-17",146
"2151","2015-07-20",144
"2152","2015-07-21",148
"2153","2015-07-22",156
"2154","2015-07-23",148
"2155","2015-07-24",152
"2156","2015-07-27",150
"2157","2015-07-28",146
"2158","2015-07-29",148
"2159","2015-07-30",138
"2160","2015-07-31",130
"2161","2015-08-03",124
"2162","2015-08-04",124
"2163","2015-08-05",124
"2164","2015-08-06",122
"2165","2015-08-07",126
"2166","2015-08-10",122
"2167","2015-08-11",122
"2168","2015-08-12",126
"2169","2015-08-13",132
"2170","2015-08-14",136
"2171","2015-08-17",140
"2172","2015-08-18",142
"2173","2015-08-19",138
"2174","2015-08-20",142
"2175","2015-08-21",140
"2176","2015-08-24",128
"2177","2015-08-25",124
"2178","2015-08-26",124
"2179","2015-08-27",126
"2180","2015-08-28",136
"2181","2015-08-31",136
"2182","2015-09-01",138
"2183","2015-09-02",132
"2184","2015-09-03",130
"2185","2015-09-04",122
"2186","2015-09-08",128
"2187","2015-09-09",124
"2188","2015-09-10",126
"2189","2015-09-11",126
"2190","2015-09-14",126
"2191","2015-09-15",128
"2192","2015-09-16",128
"2193","2015-09-17",130
"2194","2015-09-18",134
