"","date","ADI"
"1","2007-01-03",32.84
"2","2007-01-04",33.41
"3","2007-01-05",33.029999
"4","2007-01-08",33.290001
"5","2007-01-09",33.240002
"6","2007-01-10",33.82
"7","2007-01-11",33.889999
"8","2007-01-12",33.939999
"9","2007-01-16",33.77
"10","2007-01-17",33.23
"11","2007-01-18",32.689999
"12","2007-01-19",32.790001
"13","2007-01-22",32.369999
"14","2007-01-23",32.619999
"15","2007-01-24",33
"16","2007-01-25",33.040001
"17","2007-01-26",33.32
"18","2007-01-29",32.889999
"19","2007-01-30",32.830002
"20","2007-01-31",32.75
"21","2007-02-01",33.099998
"22","2007-02-02",33.34
"23","2007-02-05",33.189999
"24","2007-02-06",32.950001
"25","2007-02-07",33.240002
"26","2007-02-08",33.299999
"27","2007-02-09",33.099998
"28","2007-02-12",32.91
"29","2007-02-13",33.02
"30","2007-02-14",33.43
"31","2007-02-15",33.290001
"32","2007-02-16",32.98
"33","2007-02-20",32.970001
"34","2007-02-21",33.32
"35","2007-02-22",36.799999
"36","2007-02-23",36.950001
"37","2007-02-26",36.580002
"38","2007-02-27",35.860001
"39","2007-02-28",36.310001
"40","2007-03-01",36.150002
"41","2007-03-02",35.349998
"42","2007-03-05",35.099998
"43","2007-03-06",35.880001
"44","2007-03-07",35.470001
"45","2007-03-08",35.639999
"46","2007-03-09",36.290001
"47","2007-03-12",36.459999
"48","2007-03-13",35.84
"49","2007-03-14",35.400002
"50","2007-03-15",35.389999
"51","2007-03-16",35.330002
"52","2007-03-19",35.529999
"53","2007-03-20",35.880001
"54","2007-03-21",36.130001
"55","2007-03-22",35.360001
"56","2007-03-23",35.57
"57","2007-03-26",35.41
"58","2007-03-27",35.369999
"59","2007-03-28",34.689999
"60","2007-03-29",34.360001
"61","2007-03-30",34.490002
"62","2007-04-02",34.360001
"63","2007-04-03",34.830002
"64","2007-04-04",35.369999
"65","2007-04-05",36.130001
"66","2007-04-09",36.16
"67","2007-04-10",36.59
"68","2007-04-11",35.959999
"69","2007-04-12",36.240002
"70","2007-04-13",36.09
"71","2007-04-16",36.779999
"72","2007-04-17",36.23
"73","2007-04-18",37.830002
"74","2007-04-19",38.450001
"75","2007-04-20",38.599998
"76","2007-04-23",38.200001
"77","2007-04-24",39.970001
"78","2007-04-25",40.099998
"79","2007-04-26",39.849998
"80","2007-04-27",39.16
"81","2007-04-30",38.619999
"82","2007-05-01",38.900002
"83","2007-05-02",39.25
"84","2007-05-03",39.77
"85","2007-05-04",39.790001
"86","2007-05-07",40.080002
"87","2007-05-08",39.740002
"88","2007-05-09",40.560001
"89","2007-05-10",39.700001
"90","2007-05-11",40.549999
"91","2007-05-14",39.849998
"92","2007-05-15",39.130001
"93","2007-05-16",39.73
"94","2007-05-17",40.200001
"95","2007-05-18",40.150002
"96","2007-05-21",40.139999
"97","2007-05-22",40.419998
"98","2007-05-23",36.389999
"99","2007-05-24",35.389999
"100","2007-05-25",35.669998
"101","2007-05-29",36.400002
"102","2007-05-30",35.700001
"103","2007-05-31",36.209999
"104","2007-06-01",36.650002
"105","2007-06-04",36.73
"106","2007-06-05",36.889999
"107","2007-06-06",36.59
"108","2007-06-07",35.57
"109","2007-06-08",36.369999
"110","2007-06-11",36.099998
"111","2007-06-12",35.82
"112","2007-06-13",36.700001
"113","2007-06-14",37.459999
"114","2007-06-15",37.650002
"115","2007-06-18",37.68
"116","2007-06-19",37.529999
"117","2007-06-20",37.09
"118","2007-06-21",38.52
"119","2007-06-22",37.09
"120","2007-06-25",37.259998
"121","2007-06-26",37.240002
"122","2007-06-27",38.09
"123","2007-06-28",37.740002
"124","2007-06-29",37.639999
"125","2007-07-02",38.41
"126","2007-07-03",38.139999
"127","2007-07-05",38.599998
"128","2007-07-06",39.07
"129","2007-07-09",39.060001
"130","2007-07-10",39
"131","2007-07-11",39.029999
"132","2007-07-12",39.82
"133","2007-07-13",39.630001
"134","2007-07-16",39.259998
"135","2007-07-17",39
"136","2007-07-18",38.540001
"137","2007-07-19",38.41
"138","2007-07-20",38.07
"139","2007-07-23",37.830002
"140","2007-07-24",36.799999
"141","2007-07-25",36.869999
"142","2007-07-26",36.049999
"143","2007-07-27",35.580002
"144","2007-07-30",36.060001
"145","2007-07-31",35.450001
"146","2007-08-01",36.27
"147","2007-08-02",36.599998
"148","2007-08-03",35.459999
"149","2007-08-06",36.650002
"150","2007-08-07",36.73
"151","2007-08-08",38.029999
"152","2007-08-09",37.810001
"153","2007-08-10",37.720001
"154","2007-08-13",37.779999
"155","2007-08-14",37.400002
"156","2007-08-15",36.830002
"157","2007-08-16",37.560001
"158","2007-08-17",37.759998
"159","2007-08-20",38.16
"160","2007-08-21",37.720001
"161","2007-08-22",36.869999
"162","2007-08-23",36.400002
"163","2007-08-24",36.209999
"164","2007-08-27",36.450001
"165","2007-08-28",35.709999
"166","2007-08-29",36.619999
"167","2007-08-30",36.52
"168","2007-08-31",36.880001
"169","2007-09-04",37.84
"170","2007-09-05",37.27
"171","2007-09-06",37.709999
"172","2007-09-07",36.57
"173","2007-09-10",36.720001
"174","2007-09-11",36.959999
"175","2007-09-12",36.09
"176","2007-09-13",35.830002
"177","2007-09-14",35.169998
"178","2007-09-17",35.209999
"179","2007-09-18",36.18
"180","2007-09-19",36.23
"181","2007-09-20",36.720001
"182","2007-09-21",36.599998
"183","2007-09-24",36.68
"184","2007-09-25",37.07
"185","2007-09-26",36.290001
"186","2007-09-27",36.459999
"187","2007-09-28",36.16
"188","2007-10-01",36.939999
"189","2007-10-02",36.369999
"190","2007-10-03",36.080002
"191","2007-10-04",36.18
"192","2007-10-05",36.560001
"193","2007-10-08",36.779999
"194","2007-10-09",36.73
"195","2007-10-10",36.5
"196","2007-10-11",35.860001
"197","2007-10-12",36.369999
"198","2007-10-15",36.09
"199","2007-10-16",35.790001
"200","2007-10-17",35.59
"201","2007-10-18",35.549999
"202","2007-10-19",34.630001
"203","2007-10-22",34.459999
"204","2007-10-23",34.049999
"205","2007-10-24",33.799999
"206","2007-10-25",33.060001
"207","2007-10-26",33.029999
"208","2007-10-29",33.169998
"209","2007-10-30",33.48
"210","2007-10-31",33.459999
"211","2007-11-01",32.740002
"212","2007-11-02",32.900002
"213","2007-11-05",33.450001
"214","2007-11-06",33.700001
"215","2007-11-07",32.82
"216","2007-11-08",32.709999
"217","2007-11-09",32.400002
"218","2007-11-12",32.080002
"219","2007-11-13",32.98
"220","2007-11-14",32.849998
"221","2007-11-15",32.630001
"222","2007-11-16",32.610001
"223","2007-11-19",31.98
"224","2007-11-20",31.48
"225","2007-11-21",31.040001
"226","2007-11-23",31.16
"227","2007-11-26",30.459999
"228","2007-11-27",31.219999
"229","2007-11-28",32.23
"230","2007-11-29",31.389999
"231","2007-11-30",30.780001
"232","2007-12-03",30.690001
"233","2007-12-04",30.360001
"234","2007-12-05",31.309999
"235","2007-12-06",31.549999
"236","2007-12-07",31.309999
"237","2007-12-10",31.77
"238","2007-12-11",31.690001
"239","2007-12-12",31.790001
"240","2007-12-13",32.02
"241","2007-12-14",32.130001
"242","2007-12-17",31.4
"243","2007-12-18",31.4
