"","date","QTS"
"1","2013-10-09",21
"2","2013-10-10",21.190001
"3","2013-10-11",21.799999
"4","2013-10-14",21.6
"5","2013-10-15",21.76
"6","2013-10-16",21.5
"7","2013-10-17",21.52
"8","2013-10-18",21.5
"9","2013-10-21",21.379999
"10","2013-10-22",21.6
"11","2013-10-23",21.549999
"12","2013-10-24",21.5
"13","2013-10-25",21.440001
"14","2013-10-28",21.940001
"15","2013-10-29",21.85
"16","2013-10-30",21.49
"17","2013-10-31",21.48
"18","2013-11-01",21.43
"19","2013-11-04",21.799999
"20","2013-11-05",21.549999
"21","2013-11-06",21.1
"22","2013-11-07",20.02
"23","2013-11-08",19.719999
"24","2013-11-11",20.209999
"25","2013-11-12",19.75
"26","2013-11-13",20.02
"27","2013-11-14",20
"28","2013-11-15",19.93
"29","2013-11-18",20.4
"30","2013-11-19",20.35
"31","2013-11-20",20.190001
"32","2013-11-21",20.540001
"33","2013-11-22",20.52
"34","2013-11-25",20.57
"35","2013-11-26",20.440001
"36","2013-11-27",20.469999
"37","2013-11-29",20.82
"38","2013-12-02",20.43
"39","2013-12-03",20.5
"40","2013-12-04",20.469999
"41","2013-12-05",20.5
"42","2013-12-06",20.92
"43","2013-12-09",20.98
"44","2013-12-10",21.110001
"45","2013-12-11",21.32
"46","2013-12-12",21
"47","2013-12-13",20.83
"48","2013-12-16",20.75
"49","2013-12-17",20.799999
"50","2013-12-18",20.6
"51","2013-12-19",20.950001
"52","2013-12-20",21.799999
"53","2013-12-23",22.940001
"54","2013-12-24",23.440001
"55","2013-12-26",24.26
"56","2013-12-27",24.040001
"57","2013-12-30",23.67
"58","2013-12-31",24.780001
"59","2014-01-02",24.690001
"60","2014-01-03",24.57
"61","2014-01-06",24.5
"62","2014-01-07",25.940001
"63","2014-01-08",25.9
"64","2014-01-09",26
"65","2014-01-10",25.68
"66","2014-01-13",25.709999
"67","2014-01-14",25.42
"68","2014-01-15",24.940001
"69","2014-01-16",25.040001
"70","2014-01-17",24.809999
"71","2014-01-21",24.879999
"72","2014-01-22",24.83
"73","2014-01-23",24.6
"74","2014-01-24",23.780001
"75","2014-01-27",23.030001
"76","2014-01-28",23.290001
"77","2014-01-29",22.280001
"78","2014-01-30",22.24
"79","2014-01-31",22.690001
"80","2014-02-03",21.530001
"81","2014-02-04",21.76
"82","2014-02-05",21.08
"83","2014-02-06",21.440001
"84","2014-02-07",21.41
"85","2014-02-10",21.790001
"86","2014-02-11",22.709999
"87","2014-02-12",22.42
"88","2014-02-13",22.389999
"89","2014-02-14",22.389999
"90","2014-02-18",23.51
"91","2014-02-19",23.780001
"92","2014-02-20",24.450001
"93","2014-02-21",25.190001
"94","2014-02-24",25.59
"95","2014-02-25",24.99
"96","2014-02-26",25.530001
"97","2014-02-27",25.23
"98","2014-02-28",25.559999
"99","2014-03-03",25.139999
"100","2014-03-04",26.370001
"101","2014-03-05",25.51
"102","2014-03-06",25.51
"103","2014-03-07",25.790001
"104","2014-03-10",25.799999
"105","2014-03-11",25.17
"106","2014-03-12",25.690001
"107","2014-03-13",26.09
"108","2014-03-14",25.209999
"109","2014-03-17",25.52
"110","2014-03-18",25.5
"111","2014-03-19",25.120001
"112","2014-03-20",25.09
"113","2014-03-21",25.309999
"114","2014-03-24",25.469999
"115","2014-03-25",25.690001
"116","2014-03-26",24.99
"117","2014-03-27",24.83
"118","2014-03-28",24.82
"119","2014-03-31",25.09
"120","2014-04-01",26.08
"121","2014-04-02",26.139999
"122","2014-04-03",25.709999
"123","2014-04-04",25.129999
"124","2014-04-07",25.07
"125","2014-04-08",25
"126","2014-04-09",25.110001
"127","2014-04-10",24.67
"128","2014-04-11",24.639999
"129","2014-04-14",23.889999
"130","2014-04-15",23.77
"131","2014-04-16",25.17
"132","2014-04-17",25.02
"133","2014-04-21",25.42
"134","2014-04-22",26.07
"135","2014-04-23",26.459999
"136","2014-04-24",26.76
"137","2014-04-25",26.799999
"138","2014-04-28",26.469999
"139","2014-04-29",26.67
"140","2014-04-30",27.25
"141","2014-05-01",27.15
"142","2014-05-02",27.43
"143","2014-05-05",27.309999
"144","2014-05-06",27.4
"145","2014-05-07",28
"146","2014-05-08",28.26
"147","2014-05-09",28.4
"148","2014-05-12",28.35
"149","2014-05-13",28.65
"150","2014-05-14",28.6
"151","2014-05-15",28.940001
"152","2014-05-16",29.18
"153","2014-05-19",29.48
"154","2014-05-20",29.549999
"155","2014-05-21",28.68
"156","2014-05-22",29.389999
"157","2014-05-23",29.51
"158","2014-05-27",29.5
"159","2014-05-28",29.25
"160","2014-05-29",29.1
"161","2014-05-30",29.1
"162","2014-06-02",29.059999
"163","2014-06-03",28.719999
"164","2014-06-04",28.74
"165","2014-06-05",29.280001
"166","2014-06-06",29.4
"167","2014-06-09",29.280001
"168","2014-06-10",29.23
"169","2014-06-11",28.809999
"170","2014-06-12",28.68
"171","2014-06-13",28.98
"172","2014-06-16",28.549999
"173","2014-06-17",28.530001
"174","2014-06-18",28.299999
"175","2014-06-19",29.030001
"176","2014-06-20",28.85
"177","2014-06-23",28.42
"178","2014-06-24",28.389999
"179","2014-06-25",28.209999
"180","2014-06-26",28.129999
"181","2014-06-27",28.59
"182","2014-06-30",28.629999
"183","2014-07-01",29.040001
"184","2014-07-02",29
"185","2014-07-03",28.98
"186","2014-07-07",28.950001
"187","2014-07-08",29.15
"188","2014-07-09",28.950001
"189","2014-07-10",29.25
"190","2014-07-11",29.110001
"191","2014-07-14",28.879999
"192","2014-07-15",28.280001
"193","2014-07-16",27.879999
"194","2014-07-17",27.85
"195","2014-07-18",28
"196","2014-07-21",27.58
"197","2014-07-22",27.809999
"198","2014-07-23",28.23
"199","2014-07-24",28.459999
"200","2014-07-25",28.5
"201","2014-07-28",28.4
"202","2014-07-29",28.049999
"203","2014-07-30",27.33
"204","2014-07-31",27.25
"205","2014-08-01",27.82
"206","2014-08-04",27.85
"207","2014-08-05",27.35
"208","2014-08-06",27.49
"209","2014-08-07",27.780001
"210","2014-08-08",28.700001
"211","2014-08-11",29.299999
"212","2014-08-12",28.82
"213","2014-08-13",29.48
"214","2014-08-14",29.780001
"215","2014-08-15",29.34
"216","2014-08-18",29.99
"217","2014-08-19",30.77
"218","2014-08-20",30.68
"219","2014-08-21",31.110001
"220","2014-08-22",30.969999
"221","2014-08-25",30.5
"222","2014-08-26",30.450001
"223","2014-08-27",30.219999
"224","2014-08-28",30.02
"225","2014-08-29",30.15
"226","2014-09-02",31.030001
"227","2014-09-03",30.91
"228","2014-09-04",30.93
"229","2014-09-05",31.030001
"230","2014-09-08",31.620001
"231","2014-09-09",31.059999
"232","2014-09-10",31.5
"233","2014-09-11",31.809999
"234","2014-09-12",31.370001
"235","2014-09-15",30.99
"236","2014-09-16",31.09
"237","2014-09-17",30.969999
"238","2014-09-18",30.889999
"239","2014-09-19",31.059999
"240","2014-09-22",30.809999
"241","2014-09-23",29.93
"242","2014-09-24",30.65
"243","2014-09-25",30.469999
"244","2014-09-26",30.65
"245","2014-09-29",30.48
"246","2014-09-30",30.35
"247","2014-10-01",29.68
"248","2014-10-02",30.1
"249","2014-10-03",30.59
"250","2014-10-06",30.9
"251","2014-10-07",30.4
"252","2014-10-08",31.75
"253","2014-10-09",31.709999
"254","2014-10-10",31.26
"255","2014-10-13",30.77
"256","2014-10-14",31.040001
"257","2014-10-15",32.240002
"258","2014-10-16",32.950001
"259","2014-10-17",32.66
"260","2014-10-20",32.299999
"261","2014-10-21",32.299999
"262","2014-10-22",32.860001
"263","2014-10-23",33.419998
"264","2014-10-24",33.439999
"265","2014-10-27",33.950001
"266","2014-10-28",34.740002
"267","2014-10-29",33.810001
"268","2014-10-30",34.830002
"269","2014-10-31",35.220001
"270","2014-11-03",35.509998
"271","2014-11-04",33.290001
"272","2014-11-05",32.82
"273","2014-11-06",32.77
"274","2014-11-07",32.860001
"275","2014-11-10",32.75
"276","2014-11-11",33.02
"277","2014-11-12",32.919998
"278","2014-11-13",33.169998
"279","2014-11-14",32.970001
"280","2014-11-17",32.939999
"281","2014-11-18",32.810001
"282","2014-11-19",32.470001
"283","2014-11-20",32.240002
"284","2014-11-21",32.169998
"285","2014-11-24",32.34
"286","2014-11-25",32.66
"287","2014-11-26",32.689999
"288","2014-11-28",32.52
"289","2014-12-01",32.380001
"290","2014-12-02",32.5
"291","2014-12-03",32.98
"292","2014-12-04",33.060001
"293","2014-12-05",32.900002
"294","2014-12-08",32.450001
"295","2014-12-09",32.630001
"296","2014-12-10",32.34
"297","2014-12-11",32.209999
"298","2014-12-12",32.130001
"299","2014-12-15",31.200001
"300","2014-12-16",31.459999
"301","2014-12-17",32.830002
"302","2014-12-18",32.32
"303","2014-12-19",32.82
"304","2014-12-22",33.619999
"305","2014-12-23",34.099998
"306","2014-12-24",33.040001
"307","2014-12-26",33.810001
"308","2014-12-29",34.950001
"309","2014-12-30",34.25
"310","2014-12-31",33.84
"311","2015-01-02",34.27
"312","2015-01-05",35.169998
"313","2015-01-06",35.639999
"314","2015-01-07",35.540001
"315","2015-01-08",35.939999
"316","2015-01-09",36.419998
"317","2015-01-12",37.029999
"318","2015-01-13",37.360001
"319","2015-01-14",37.66
"320","2015-01-15",37.549999
"321","2015-01-16",37.509998
"322","2015-01-20",37.07
"323","2015-01-21",36.93
"324","2015-01-22",37.889999
"325","2015-01-23",38.66
"326","2015-01-26",39.09
"327","2015-01-27",39.040001
"328","2015-01-28",38.220001
"329","2015-01-29",39.220001
"330","2015-01-30",38.009998
"331","2015-02-02",38.419998
"332","2015-02-03",38.889999
"333","2015-02-04",39.259998
"334","2015-02-05",40.07
"335","2015-02-06",39.389999
"336","2015-02-09",39
"337","2015-02-10",38.759998
"338","2015-02-11",38.380001
"339","2015-02-12",38.700001
"340","2015-02-13",38.200001
"341","2015-02-17",37.639999
"342","2015-02-18",37.799999
"343","2015-02-19",37.509998
"344","2015-02-20",37.650002
"345","2015-02-23",35.509998
"346","2015-02-24",35.040001
"347","2015-02-25",35.32
"348","2015-02-26",35.25
"349","2015-02-27",35.810001
"350","2015-03-02",36.419998
