"","date","CALM"
"287","2008-02-22",16.424999
"288","2008-02-25",17.25
"289","2008-02-26",17.844999
"290","2008-02-27",17.309999
"291","2008-02-28",17.575001
"292","2008-02-29",17.25
"293","2008-03-03",16.34
"294","2008-03-04",16.17
"295","2008-03-05",17.795
"296","2008-03-06",16.645
"297","2008-03-07",16.57
"298","2008-03-10",16.209999
"299","2008-03-11",16.75
"300","2008-03-12",17.08
"301","2008-03-13",17.785
"302","2008-03-14",17.860001
"303","2008-03-17",17.525
"304","2008-03-18",18.004999
"305","2008-03-19",17.225
"306","2008-03-20",17.295
"307","2008-03-24",18.08
"308","2008-03-25",19.235001
"309","2008-03-26",19.905001
"310","2008-03-27",17.594999
"311","2008-03-28",18.915001
"312","2008-03-31",16.690001
"313","2008-04-01",15.545
"314","2008-04-02",15.87
"315","2008-04-03",16.290001
"316","2008-04-04",16.754999
"317","2008-04-07",15.885
"318","2008-04-08",15.215
"319","2008-04-09",14.92
"320","2008-04-10",14.095
"321","2008-04-11",13.715
"322","2008-04-14",14.485
"323","2008-04-15",15.115
"324","2008-04-16",15.105
"325","2008-04-17",14.695
"326","2008-04-18",14.47
"327","2008-04-21",14.955
"328","2008-04-22",15.86
"329","2008-04-23",16.995001
"330","2008-04-24",17.040001
"331","2008-04-25",16.549999
"332","2008-04-28",15.44
"333","2008-04-29",14.74
"334","2008-04-30",14.775
"335","2008-05-01",15.395
"336","2008-05-02",15.125
"337","2008-05-05",15.555
"338","2008-05-06",16.545
"339","2008-05-07",15.605
"340","2008-05-08",15.485
"341","2008-05-09",15.895
"342","2008-05-12",16.450001
"343","2008-05-13",17.040001
"344","2008-05-14",16.955
"345","2008-05-15",17.355
"346","2008-05-16",16.82
"347","2008-05-19",16.555
"348","2008-05-20",17.02
"349","2008-05-21",17.045
"350","2008-05-22",16.684999
"351","2008-05-23",15.99
"352","2008-05-27",15.58
"353","2008-05-28",15.94
"354","2008-05-29",15.69
"355","2008-05-30",15.6
"356","2008-06-02",15.075
"357","2008-06-03",14.86
"358","2008-06-04",15.365
"359","2008-06-05",16.32
"360","2008-06-06",16.785
"361","2008-06-09",16.370001
"362","2008-06-10",16.07
"363","2008-06-11",15.605
"364","2008-06-12",15.455
"365","2008-06-13",15.96
"366","2008-06-16",15.455
"367","2008-06-17",14.975
"368","2008-06-18",14.205
"369","2008-06-19",15.005
"370","2008-06-20",14.235
"371","2008-06-23",14.455
"372","2008-06-24",14.705
"373","2008-06-25",14.89
"374","2008-06-26",15.44
"375","2008-06-27",15.785
"376","2008-06-30",16.495001
"377","2008-07-01",16.84
"378","2008-07-02",15.92
"379","2008-07-03",16.1
"380","2008-07-07",16.99
"381","2008-07-08",18.695
"382","2008-07-09",18.795
"383","2008-07-10",18.645
"384","2008-07-11",17.290001
"385","2008-07-14",17.495001
"386","2008-07-15",18.155001
"387","2008-07-16",18.514999
"388","2008-07-17",19.950001
"389","2008-07-18",18.98
"390","2008-07-21",19.225
"391","2008-07-22",19.790001
"392","2008-07-23",18.950001
"393","2008-07-24",18.945
"394","2008-07-25",18.695
"395","2008-07-28",18.41
"396","2008-07-29",18.764999
"397","2008-07-30",19.01
"398","2008-07-31",18.950001
"399","2008-08-01",19.49
"400","2008-08-04",19.594999
"401","2008-08-05",20.225
"402","2008-08-06",21.709999
"403","2008-08-07",21.025
"404","2008-08-08",21.334999
"405","2008-08-11",21.955
"406","2008-08-12",21.514999
"407","2008-08-13",21.945
"408","2008-08-14",22.41
"409","2008-08-15",22.915001
"410","2008-08-18",23.825001
"411","2008-08-19",23.504999
"412","2008-08-20",21.965
"413","2008-08-21",20.98
"414","2008-08-22",21.465
"415","2008-08-25",21.5
"416","2008-08-26",19.620001
"417","2008-08-27",20.139999
"418","2008-08-28",20.200001
"419","2008-08-29",19.745001
"420","2008-09-02",19.275
"421","2008-09-03",17.535
"422","2008-09-04",17.25
"423","2008-09-05",17.51
"424","2008-09-08",17.285
"425","2008-09-09",15.725
"426","2008-09-10",15.865
"427","2008-09-11",15.99
"428","2008-09-12",17.325001
"429","2008-09-15",16.65
"430","2008-09-16",17.23
"431","2008-09-17",18.875
"432","2008-09-18",19.655001
"433","2008-09-19",20.174999
"434","2008-09-22",20.18
"435","2008-09-23",20
"436","2008-09-24",18.955
"437","2008-09-25",19.465
"438","2008-09-26",18.955
"439","2008-09-29",13.18
"440","2008-09-30",13.72
"441","2008-10-01",13.71
"442","2008-10-02",13.08
"443","2008-10-03",13.875
"444","2008-10-06",13
"445","2008-10-07",12.85
"446","2008-10-08",13.225
"447","2008-10-09",13.005
"448","2008-10-10",12.16
"449","2008-10-13",12.605
"450","2008-10-14",13.34
"451","2008-10-15",12.455
"452","2008-10-16",12.55
"453","2008-10-17",14.045
"454","2008-10-20",13.75
"455","2008-10-21",13.655
"456","2008-10-22",13.255
"457","2008-10-23",13.085
"458","2008-10-24",12.765
"459","2008-10-27",12.135
"460","2008-10-28",12.04
"461","2008-10-29",13.755
"462","2008-10-30",14.295
"463","2008-10-31",14.695
"464","2008-11-03",14.545
"465","2008-11-04",14.51
"466","2008-11-05",13.94
"467","2008-11-06",14.18
"468","2008-11-07",14.175
"469","2008-11-10",13.785
"470","2008-11-11",12.13
"471","2008-11-12",11.635
"472","2008-11-13",11.795
"473","2008-11-14",10.775
"474","2008-11-17",11.37
"475","2008-11-18",11.55
"476","2008-11-19",11.095
"477","2008-11-20",10.825
"478","2008-11-21",11.26
"479","2008-11-24",11.645
"480","2008-11-25",12.1
"481","2008-11-26",12.58
"482","2008-11-28",12.605
"483","2008-12-01",11.655
"484","2008-12-02",11.665
"485","2008-12-03",12.05
"486","2008-12-04",12.285
"487","2008-12-05",12.64
"488","2008-12-08",13.19
"489","2008-12-09",12.775
"490","2008-12-10",12.905
"491","2008-12-11",12.67
"492","2008-12-12",12.975
"493","2008-12-15",12.575
"494","2008-12-16",13.11
"495","2008-12-17",13.38
"496","2008-12-18",13.595
"497","2008-12-19",14.1
"498","2008-12-22",14.265
"499","2008-12-23",14.55
"500","2008-12-24",14.87
"501","2008-12-26",14.74
"502","2008-12-29",13.755
"503","2008-12-30",14.595
"504","2008-12-31",14.35
"505","2009-01-02",14.855
"506","2009-01-05",14.845
"507","2009-01-06",14.995
"508","2009-01-07",14.805
"509","2009-01-08",14.815
"510","2009-01-09",15.14
"511","2009-01-12",14.695
"512","2009-01-13",14.91
"513","2009-01-14",14.665
"514","2009-01-15",14.955
"515","2009-01-16",14.685
"516","2009-01-20",13.67
"517","2009-01-21",13.76
"518","2009-01-22",13.685
"519","2009-01-23",13.37
"520","2009-01-26",13.35
"521","2009-01-27",13.75
"522","2009-01-28",14.2
"523","2009-01-29",13.75
"524","2009-01-30",13.54
"525","2009-02-02",13.375
"526","2009-02-03",13.4
"527","2009-02-04",13.115
"528","2009-02-05",13.155
"529","2009-02-06",13.39
"530","2009-02-09",13.15
"531","2009-02-10",12.625
"532","2009-02-11",12.505
"533","2009-02-12",12.495
"534","2009-02-13",11.865
"535","2009-02-17",11.345
"536","2009-02-18",11.875
"537","2009-02-19",11.94
"538","2009-02-20",11.705
"539","2009-02-23",11.34
"540","2009-02-24",11.385
"541","2009-02-25",11.215
"542","2009-02-26",11.09
"543","2009-02-27",11.14
"544","2009-03-02",10.235
"545","2009-03-03",10.185
"546","2009-03-04",10.255
"547","2009-03-05",9.35
"548","2009-03-06",9.255
"549","2009-03-09",8.625
"550","2009-03-10",9.035
"551","2009-03-11",9.025
"552","2009-03-12",10.01
"553","2009-03-13",10.345
"554","2009-03-16",10.545
"555","2009-03-17",11.085
"556","2009-03-18",11.375
"557","2009-03-19",11.485
"558","2009-03-20",11.08
"559","2009-03-23",11.815
"560","2009-03-24",11.615
"561","2009-03-25",11.685
"562","2009-03-26",11.855
"563","2009-03-27",11.5
"564","2009-03-30",11.19
"565","2009-03-31",11.195
"566","2009-04-01",11.04
"567","2009-04-02",12.205
"568","2009-04-03",12.22
"569","2009-04-06",11.76
"570","2009-04-07",11.415
"571","2009-04-08",11.67
"572","2009-04-09",12.41
"573","2009-04-13",12.255
"574","2009-04-14",12.07
"575","2009-04-15",12.285
"576","2009-04-16",12.675
"577","2009-04-17",12.765
"578","2009-04-20",12.805
"579","2009-04-21",13.245
"580","2009-04-22",13.165
"581","2009-04-23",13.505
"582","2009-04-24",13.875
"583","2009-04-27",13.545
"584","2009-04-28",13.325
"585","2009-04-29",13.27
"586","2009-04-30",13.235
"587","2009-05-01",13.155
"588","2009-05-04",13.34
"589","2009-05-05",13.075
"590","2009-05-06",12.475
"591","2009-05-07",12.255
"592","2009-05-08",12.255
"593","2009-05-11",12.39
"594","2009-05-12",12.085
"595","2009-05-13",11.105
"596","2009-05-14",11.98
"597","2009-05-15",11.135
"598","2009-05-18",11.18
"599","2009-05-19",11.015
"600","2009-05-20",11.09
"601","2009-05-21",10.43
"602","2009-05-22",10.28
"603","2009-05-26",10.89
"604","2009-05-27",11.31
"605","2009-05-28",11.605
"606","2009-05-29",12.185
"607","2009-06-01",12.685
"608","2009-06-02",12.945
"609","2009-06-03",12.375
"610","2009-06-04",12.545
"611","2009-06-05",12.635
"612","2009-06-08",12.435
"613","2009-06-09",12.25
"614","2009-06-10",11.61
"615","2009-06-11",11.5
"616","2009-06-12",11.45
"617","2009-06-15",12.065
"618","2009-06-16",12.045
"619","2009-06-17",12.13
"620","2009-06-18",12.305
"621","2009-06-19",12.465
"622","2009-06-22",12.155
"623","2009-06-23",12.12
"624","2009-06-24",12.45
"625","2009-06-25",12.69
"626","2009-06-26",12.655
"627","2009-06-29",12.59
"628","2009-06-30",12.48
"629","2009-07-01",12.725
"630","2009-07-02",12.515
"631","2009-07-06",12.605
"632","2009-07-07",12.335
"633","2009-07-08",12.48
"634","2009-07-09",12.48
"635","2009-07-10",12.43
"636","2009-07-13",12.635
"637","2009-07-14",12.715
"638","2009-07-15",13.5
"639","2009-07-16",13.88
"640","2009-07-17",14.465
"641","2009-07-20",14.995
"642","2009-07-21",15.215
"643","2009-07-22",14.945
"644","2009-07-23",15.08
"645","2009-07-24",15.075
"646","2009-07-27",13.645
"647","2009-07-28",14.15
"648","2009-07-29",14.355
"649","2009-07-30",14.865
"650","2009-07-31",14.715
"651","2009-08-03",14.94
"652","2009-08-04",15.04
"653","2009-08-05",15.015
"654","2009-08-06",14.895
"655","2009-08-07",15.085
"656","2009-08-10",15.03
"657","2009-08-11",14.95
"658","2009-08-12",15
"659","2009-08-13",14.905
"660","2009-08-14",14.58
"661","2009-08-17",14.3
"662","2009-08-18",14.445
"663","2009-08-19",14.4
"664","2009-08-20",14.45
"665","2009-08-21",14.595
"666","2009-08-24",14.495
"667","2009-08-25",15.07
"668","2009-08-26",14.78
"669","2009-08-27",14.86
"670","2009-08-28",14.475
"671","2009-08-31",14.275
"672","2009-09-01",13.875
"673","2009-09-02",13.935
"674","2009-09-03",13.99
"675","2009-09-04",13.995
"676","2009-09-08",14.085
"677","2009-09-09",14.35
"678","2009-09-10",14.615
"679","2009-09-11",14.525
"680","2009-09-14",14.195
"681","2009-09-15",13.895
"682","2009-09-16",13.93
"683","2009-09-17",13.84
"684","2009-09-18",13.845
"685","2009-09-21",14.06
"686","2009-09-22",13.995
"687","2009-09-23",14.01
"688","2009-09-24",13.84
"689","2009-09-25",13.89
"690","2009-09-28",13.81
"691","2009-09-29",13.715
"692","2009-09-30",13.385
"693","2009-10-01",12.965
"694","2009-10-02",12.85
"695","2009-10-05",12.705
"696","2009-10-06",12.78
"697","2009-10-07",12.685
"698","2009-10-08",12.63
"699","2009-10-09",12.65
"700","2009-10-12",12.78
"701","2009-10-13",12.81
"702","2009-10-14",12.76
"703","2009-10-15",12.835
"704","2009-10-16",12.975
"705","2009-10-19",13.07
"706","2009-10-20",13.02
"707","2009-10-21",13.025
"708","2009-10-22",13.18
"709","2009-10-23",13.195
"710","2009-10-26",13.545
"711","2009-10-27",13.895
"712","2009-10-28",13.73
"713","2009-10-29",13.845
"714","2009-10-30",13.575
"715","2009-11-02",13.965
"716","2009-11-03",13.955
"717","2009-11-04",13.78
"718","2009-11-05",13.735
"719","2009-11-06",13.665
"720","2009-11-09",14.095
"721","2009-11-10",13.57
"722","2009-11-11",13.44
"723","2009-11-12",13.055
"724","2009-11-13",13.015
"725","2009-11-16",13.83
"726","2009-11-17",13.87
"727","2009-11-18",13.86
"728","2009-11-19",13.88
"729","2009-11-20",13.98
"730","2009-11-23",14.21
"731","2009-11-24",14.285
"732","2009-11-25",14.015
"733","2009-11-27",13.71
"734","2009-11-30",13.72
"735","2009-12-01",13.935
"736","2009-12-02",14.125
"737","2009-12-03",13.88
"738","2009-12-04",14.155
"739","2009-12-07",14.07
"740","2009-12-08",14.085
"741","2009-12-09",14.33
"742","2009-12-10",14.29
"743","2009-12-11",14.515
"744","2009-12-14",14.515
"745","2009-12-15",14.41
"746","2009-12-16",14.34
"747","2009-12-17",14.245
"748","2009-12-18",14.245
"749","2009-12-21",14.3
"750","2009-12-22",14.735
"751","2009-12-23",15.585
"752","2009-12-24",15.405
"753","2009-12-28",16.655001
"754","2009-12-29",16.809999
"755","2009-12-30",17.23
"756","2009-12-31",17.040001
"757","2010-01-04",17.139999
"758","2010-01-05",16.690001
"759","2010-01-06",16.825001
"760","2010-01-07",17.165001
"761","2010-01-08",17.290001
"762","2010-01-11",17.17
"763","2010-01-12",17.059999
"764","2010-01-13",17.219999
"765","2010-01-14",17.355
"766","2010-01-15",17.285
"767","2010-01-19",18.045
"768","2010-01-20",17.705
"769","2010-01-21",17.24
"770","2010-01-22",17.184999
"771","2010-01-25",16.950001
"772","2010-01-26",16.76
"773","2010-01-27",16.82
"774","2010-01-28",16.67
"775","2010-01-29",16.325001
"776","2010-02-01",16.545
"777","2010-02-02",16.385
"778","2010-02-03",16.355
"779","2010-02-04",15.92
"780","2010-02-05",16.24
"781","2010-02-08",16.195
"782","2010-02-09",16.715
"783","2010-02-10",16.385
"784","2010-02-11",16.375
"785","2010-02-12",16.32
"786","2010-02-16",16.379999
"787","2010-02-17",16.225
"788","2010-02-18",16.254999
"789","2010-02-19",16.305
"790","2010-02-22",16.219999
"791","2010-02-23",16.165001
"792","2010-02-24",16.275
"793","2010-02-25",16.16
"794","2010-02-26",16.030001
"795","2010-03-01",16.16
"796","2010-03-02",16.415001
"797","2010-03-03",16.145
"798","2010-03-04",16.280001
"799","2010-03-05",16.6
"800","2010-03-08",16.715
"801","2010-03-09",16.809999
"802","2010-03-10",16.934999
"803","2010-03-11",17.15
"804","2010-03-12",17.299999
"805","2010-03-15",17.43
"806","2010-03-16",17.57
"807","2010-03-17",17.735001
"808","2010-03-18",17.834999
"809","2010-03-19",17.75
"810","2010-03-22",18.02
"811","2010-03-23",18.469999
"812","2010-03-24",18.43
"813","2010-03-25",18.629999
"814","2010-03-26",18.629999
"815","2010-03-29",17.950001
"816","2010-03-30",17.504999
"817","2010-03-31",16.975
"818","2010-04-01",16.84
"819","2010-04-05",17.27
"820","2010-04-06",17.525
"821","2010-04-07",17.594999
"822","2010-04-08",17.795
"823","2010-04-09",17.865
"824","2010-04-12",17.875
"825","2010-04-13",18.129999
"826","2010-04-14",18.24
"827","2010-04-15",18.635
"828","2010-04-16",18.235001
"829","2010-04-19",18.025
"830","2010-04-20",18.165001
"831","2010-04-21",18.415001
"832","2010-04-22",18.290001
"833","2010-04-23",18.245001
"834","2010-04-26",17.375
"835","2010-04-27",16.799999
"836","2010-04-28",16.629999
"837","2010-04-29",17.309999
"838","2010-04-30",16.690001
"839","2010-05-03",16.76
"840","2010-05-04",16.17
"841","2010-05-05",16.575001
"842","2010-05-06",16.285
"843","2010-05-07",15.905
"844","2010-05-10",16.440001
"845","2010-05-11",16.174999
"846","2010-05-12",16.68
"847","2010-05-13",16.73
"848","2010-05-14",16.719999
"849","2010-05-17",16.58
"850","2010-05-18",16.415001
"851","2010-05-19",16.315001
"852","2010-05-20",16.014999
"853","2010-05-21",16.120001
"854","2010-05-24",15.79
"855","2010-05-25",15.7
"856","2010-05-26",15.825
"857","2010-05-27",16.344999
"858","2010-05-28",16.184999
"859","2010-06-01",16.635
"860","2010-06-02",17.105
"861","2010-06-03",17.02
"862","2010-06-04",16.594999
"863","2010-06-07",16.33
"864","2010-06-08",16.375
"865","2010-06-09",16.295
"866","2010-06-10",16.754999
"867","2010-06-11",16.85
"868","2010-06-14",16.549999
"869","2010-06-15",16.950001
"870","2010-06-16",16.98
"871","2010-06-17",17.045
"872","2010-06-18",17.075001
"873","2010-06-21",16.959999
"874","2010-06-22",16.915001
"875","2010-06-23",16.725
"876","2010-06-24",16.545
"877","2010-06-25",16.73
"878","2010-06-28",16.879999
"879","2010-06-29",16.275
"880","2010-06-30",15.965
"881","2010-07-01",15.92
"882","2010-07-02",15.62
"883","2010-07-06",15.655
"884","2010-07-07",16.190001
"885","2010-07-08",16.225
"886","2010-07-09",16.209999
"887","2010-07-12",16.02
"888","2010-07-13",16.219999
"889","2010-07-14",16.08
"890","2010-07-15",15.94
"891","2010-07-16",15.275
"892","2010-07-19",14.835
"893","2010-07-20",14.825
"894","2010-07-21",14.615
"895","2010-07-22",14.99
"896","2010-07-23",14.845
"897","2010-07-26",16.594999
"898","2010-07-27",16.389999
"899","2010-07-28",16.139999
"900","2010-07-29",15.83
"901","2010-07-30",15.795
"902","2010-08-02",15.75
"903","2010-08-03",15.675
"904","2010-08-04",15.59
"905","2010-08-05",15.145
"906","2010-08-06",15.025
"907","2010-08-09",15.145
"908","2010-08-10",14.895
"909","2010-08-11",14.58
"910","2010-08-12",14.6
"911","2010-08-13",14.505
"912","2010-08-16",14.945
"913","2010-08-17",14.985
"914","2010-08-18",15.175
"915","2010-08-19",15.025
"916","2010-08-20",15.17
"917","2010-08-23",16.254999
"918","2010-08-24",15.475
"919","2010-08-25",15.75
"920","2010-08-26",15.505
"921","2010-08-27",15.75
"922","2010-08-30",15.085
"923","2010-08-31",14.84
"924","2010-09-01",15.06
"925","2010-09-02",14.895
"926","2010-09-03",15.025
"927","2010-09-07",15.01
"928","2010-09-08",15.07
"929","2010-09-09",15.04
"930","2010-09-10",15.045
"931","2010-09-13",15.405
"932","2010-09-14",15.355
"933","2010-09-15",15.22
"934","2010-09-16",15.16
"935","2010-09-17",15.185
"936","2010-09-20",15.615
"937","2010-09-21",15.305
"938","2010-09-22",15.215
"939","2010-09-23",14.88
"940","2010-09-24",15.15
"941","2010-09-27",14.865
"942","2010-09-28",13.995
"943","2010-09-29",14.255
"944","2010-09-30",14.49
"945","2010-10-01",14.22
"946","2010-10-04",14.04
"947","2010-10-05",13.945
"948","2010-10-06",14.04
"949","2010-10-07",14.01
"950","2010-10-08",13.37
"951","2010-10-11",13.57
"952","2010-10-12",13.455
"953","2010-10-13",13.5
"954","2010-10-14",13.65
"955","2010-10-15",13.74
"956","2010-10-18",13.695
"957","2010-10-19",13.77
"958","2010-10-20",13.89
"959","2010-10-21",13.9
"960","2010-10-22",14.15
"961","2010-10-25",14.35
"962","2010-10-26",14.25
"963","2010-10-27",14.17
"964","2010-10-28",14.27
"965","2010-10-29",14.485
"966","2010-11-01",14.16
"967","2010-11-02",14.225
"968","2010-11-03",14.215
"969","2010-11-04",14.53
"970","2010-11-05",14.545
"971","2010-11-08",14.8
"972","2010-11-09",15.57
"973","2010-11-10",15.57
"974","2010-11-11",15.53
"975","2010-11-12",15.24
"976","2010-11-15",15.275
"977","2010-11-16",15.05
"978","2010-11-17",15.055
"979","2010-11-18",15.3
"980","2010-11-19",15.535
"981","2010-11-22",15.375
"982","2010-11-23",15.395
"983","2010-11-24",15.415
"984","2010-11-26",15.54
"985","2010-11-29",15.515
"986","2010-11-30",15.33
"987","2010-12-01",15.67
"988","2010-12-02",16.040001
"989","2010-12-03",16.139999
"990","2010-12-06",15.95
"991","2010-12-07",16.115
