"","date","XFOR"
"1","2017-11-16",84.18
"2","2017-11-17",83.580002
"3","2017-11-20",86.760002
"4","2017-11-21",92.459999
"5","2017-11-22",96.959999
"6","2017-11-24",99.419998
"7","2017-11-27",103.620003
"8","2017-11-28",110.879997
"9","2017-11-29",101.580002
"10","2017-11-30",101.279999
"11","2017-12-01",99.839996
"12","2017-12-04",97.800003
"13","2017-12-05",91.080002
"14","2017-12-06",78.900002
"15","2017-12-07",81
"16","2017-12-08",83.82
"17","2017-12-11",73.32
"18","2017-12-12",72.720001
"19","2017-12-13",65.220001
"20","2017-12-14",69.779999
"21","2017-12-15",67.199997
"22","2017-12-18",74.82
"23","2017-12-19",75.120003
"24","2017-12-20",74.639999
"25","2017-12-21",75.599998
"26","2017-12-22",76.199997
"27","2017-12-26",75.900002
"28","2017-12-27",79.199997
"29","2017-12-28",79.139999
"30","2017-12-29",76.559998
"31","2018-01-02",71.940002
"32","2018-01-03",76.379997
"33","2018-01-04",76.5
"34","2018-01-05",81.900002
"35","2018-01-08",89.879997
"36","2018-01-09",86.129997
"37","2018-01-10",84
"38","2018-01-11",86.760002
"39","2018-01-12",86.129997
"40","2018-01-16",83.220001
"41","2018-01-17",82.260002
"42","2018-01-18",83.568001
"43","2018-01-19",81.779999
"44","2018-01-22",83.879997
"45","2018-01-23",78.779999
"46","2018-01-24",78.300003
"47","2018-01-25",78
"48","2018-01-26",80.220001
"49","2018-01-29",80.82
"50","2018-01-30",78.599998
"51","2018-01-31",75.660004
"52","2018-02-01",76.199997
"53","2018-02-02",73.980003
"54","2018-02-05",79.199997
"55","2018-02-06",76.980003
"56","2018-02-07",76.139999
"57","2018-02-08",77.459999
"58","2018-02-09",72.120003
"59","2018-02-12",79.68
"60","2018-02-13",76.68
"61","2018-02-14",74.045998
"62","2018-02-15",79.440002
"63","2018-02-16",82.620003
"64","2018-02-20",87
"65","2018-02-21",85.139999
"66","2018-02-22",86.940002
"67","2018-02-23",87
"68","2018-02-26",86.940002
"69","2018-02-27",84
"70","2018-02-28",88.5
"71","2018-03-01",90.599998
"72","2018-03-02",96
"73","2018-03-05",96.059998
"74","2018-03-06",99
"75","2018-03-07",104.040001
"76","2018-03-08",108
"77","2018-03-09",108
"78","2018-03-12",109.379997
"79","2018-03-13",136.5
"80","2018-03-14",144.660004
"81","2018-03-15",152.580002
"82","2018-03-16",144.360001
"83","2018-03-19",142.800003
"84","2018-03-20",156.179993
"85","2018-03-21",153.179993
"86","2018-03-22",152.759995
"87","2018-03-23",147
"88","2018-03-26",131.820007
"89","2018-03-27",130.259995
"90","2018-03-28",141.119995
"91","2018-03-29",137.339996
"92","2018-04-02",143.880005
"93","2018-04-03",140.820007
"94","2018-04-04",152.039993
"95","2018-04-05",142.919998
"96","2018-04-06",133.800003
"97","2018-04-09",133.199997
"98","2018-04-10",135.240005
"99","2018-04-11",135.300003
"100","2018-04-12",126.300003
"101","2018-04-13",121.5
"102","2018-04-16",91.620003
"103","2018-04-17",99.360001
"104","2018-04-18",96.18
"105","2018-04-19",92.760002
"106","2018-04-20",93.059998
"107","2018-04-23",95.099998
"108","2018-04-24",94.5
"109","2018-04-25",96.720001
"110","2018-04-26",100.5
"111","2018-04-27",104.459999
"112","2018-04-30",120.18
"113","2018-05-01",117
"114","2018-05-02",119.699997
"115","2018-05-03",123
"116","2018-05-04",124.139999
"117","2018-05-07",126.720001
"118","2018-05-08",121.5
"119","2018-05-09",118.739998
"120","2018-05-10",120.660004
"121","2018-05-11",128.279999
"122","2018-05-14",129.960007
"123","2018-05-15",119.940002
"124","2018-05-16",119.519997
"125","2018-05-17",117.900002
"126","2018-05-18",115.68
"127","2018-05-21",110.82
"128","2018-05-22",102.599998
"129","2018-05-23",99.660004
"130","2018-05-24",94.5
"131","2018-05-25",99.900002
"132","2018-05-29",99.660004
"133","2018-05-30",100.620003
"134","2018-05-31",103.32
"135","2018-06-01",105.059998
"136","2018-06-04",102.599998
"137","2018-06-05",101.940002
"138","2018-06-06",105.059998
"139","2018-06-07",106.199997
"140","2018-06-08",104.639999
"141","2018-06-11",108.660004
"142","2018-06-12",105.779999
"143","2018-06-13",100.559998
"144","2018-06-14",98.580002
"145","2018-06-15",96.300003
"146","2018-06-18",99.599998
"147","2018-06-19",101.459999
"148","2018-06-20",101.220001
"149","2018-06-21",99.18
"150","2018-06-22",113.639999
"151","2018-06-25",108.839996
"152","2018-06-26",109.379997
"153","2018-06-27",109.139999
"154","2018-06-28",24
"155","2018-06-29",21.780001
"156","2018-07-02",23.459999
"157","2018-07-03",23.1
"158","2018-07-05",22.92
"159","2018-07-06",21.780001
"160","2018-07-09",21.6
"161","2018-07-10",21.48
"162","2018-07-11",21.42
"163","2018-07-12",20.879999
"164","2018-07-13",20.4
"165","2018-07-16",19.799999
"166","2018-07-17",18.6
"167","2018-07-18",17.879999
"168","2018-07-19",19.02
"169","2018-07-20",18.18
"170","2018-07-23",18
"171","2018-07-24",17.040001
"172","2018-07-25",16.32
"173","2018-07-26",17.1
"174","2018-07-27",15.18
"175","2018-07-30",14.64
"176","2018-07-31",15.12
"177","2018-08-01",14.46
"178","2018-08-02",14.52
"179","2018-08-03",13.44
"180","2018-08-06",13.02
"181","2018-08-07",14.4
"182","2018-08-08",13.38
"183","2018-08-09",13.62
"184","2018-08-10",13.56
"185","2018-08-13",10.98
"186","2018-08-14",11.16
"187","2018-08-15",13.26
"188","2018-08-16",11.22
"189","2018-08-17",10.71
"190","2018-08-20",11.04
"191","2018-08-21",10.68
"192","2018-08-22",11.7
"193","2018-08-23",10.8
"194","2018-08-24",11.34
"195","2018-08-27",11.4
"196","2018-08-28",11.22
"197","2018-08-29",11.1
"198","2018-08-30",11.28
"199","2018-08-31",13.74
"200","2018-09-04",12.84
"201","2018-09-05",12.3
"202","2018-09-06",11.64
"203","2018-09-07",11.22
"204","2018-09-10",10.74
"205","2018-09-11",11.16
"206","2018-09-12",11.34
"207","2018-09-13",10.86
"208","2018-09-14",10.62
"209","2018-09-17",10.32
"210","2018-09-18",9.96
"211","2018-09-19",10.44
"212","2018-09-20",10.38
"213","2018-09-21",10.14
"214","2018-09-24",9.78
"215","2018-09-25",9.84
"216","2018-09-26",11.04
"217","2018-09-27",10.32
"218","2018-09-28",9.72
"219","2018-10-01",9.3
"220","2018-10-02",9.54
"221","2018-10-03",10.08
"222","2018-10-04",10.2
"223","2018-10-05",11.04
"224","2018-10-08",12.42
"225","2018-10-09",11.7
"226","2018-10-10",10.68
"227","2018-10-11",9.9
"228","2018-10-12",9.78
"229","2018-10-15",9.3
"230","2018-10-16",9.6
"231","2018-10-17",9.24
"232","2018-10-18",8.88
"233","2018-10-19",9
"234","2018-10-22",8.94
"235","2018-10-23",8.52
"236","2018-10-24",8.16
"237","2018-10-25",7.98
"238","2018-10-26",7.92
"239","2018-10-29",7.56
"240","2018-10-30",7.92
"241","2018-10-31",8.04
"242","2018-11-01",8.1
"243","2018-11-02",8.4
"244","2018-11-05",8.76
"245","2018-11-06",8.52
"246","2018-11-07",8.28
"247","2018-11-08",8.58
"248","2018-11-09",8.22
"249","2018-11-12",8.04
"250","2018-11-13",7.44
"251","2018-11-14",7.32
"252","2018-11-15",7.32
"253","2018-11-16",7.68
"254","2018-11-19",7.44
"255","2018-11-20",7.14
"256","2018-11-21",7.14
"257","2018-11-23",7.44
"258","2018-11-26",6.96
"259","2018-11-27",24.719999
"260","2018-11-28",18.360001
"261","2018-11-29",22.26
"262","2018-11-30",23.34
"263","2018-12-03",20.280001
"264","2018-12-04",20.219999
"265","2018-12-06",22.860001
"266","2018-12-07",20.940001
"267","2018-12-10",21.6
"268","2018-12-11",21.42
"269","2018-12-12",23.52
"270","2018-12-13",23.58
"271","2018-12-14",22.440001
"272","2018-12-17",21.059999
"273","2018-12-18",20.219999
"274","2018-12-19",19.620001
"275","2018-12-20",18
"276","2018-12-21",14.22
"277","2018-12-24",14.76
"278","2018-12-26",16.08
"279","2018-12-27",15.12
"280","2018-12-28",14.28
"281","2018-12-31",13.92
"282","2019-01-02",15.36
"283","2019-01-03",20.4
"284","2019-01-04",20.34
"285","2019-01-07",19.5
"286","2019-01-08",21
"287","2019-01-09",20.58
"288","2019-01-10",22.200001
"289","2019-01-11",21.059999
"290","2019-01-14",20.879999
"291","2019-01-15",19.799999
"292","2019-01-16",19.5
"293","2019-01-17",20.040001
"294","2019-01-18",19.200001
"295","2019-01-22",18.719999
"296","2019-01-23",18.18
"297","2019-01-24",18.360001
"298","2019-01-25",18.120001
"299","2019-01-28",16.98
