"","date","ACCO"
"1","2007-01-03",26.440001
"2","2007-01-04",26.389999
"3","2007-01-05",26.1
"4","2007-01-08",26.1
"5","2007-01-09",26.25
"6","2007-01-10",25.99
"7","2007-01-11",25.959999
"8","2007-01-12",25.75
"9","2007-01-16",26.059999
"10","2007-01-17",25.77
"11","2007-01-18",23.51
"12","2007-01-19",24.33
"13","2007-01-22",24.280001
"14","2007-01-23",24.879999
"15","2007-01-24",24.950001
"16","2007-01-25",24.82
"17","2007-01-26",24.700001
"18","2007-01-29",24.74
"19","2007-01-30",24.92
"20","2007-01-31",24.129999
"21","2007-02-01",23.629999
"22","2007-02-02",24.110001
"23","2007-02-05",23.98
"24","2007-02-06",24.040001
"25","2007-02-07",24.1
"26","2007-02-08",23.549999
"27","2007-02-09",23.41
"28","2007-02-12",23.25
"29","2007-02-13",23.16
"30","2007-02-14",22.9
"31","2007-02-15",22.860001
"32","2007-02-16",23.030001
"33","2007-02-20",22.870001
"34","2007-02-21",22.629999
"35","2007-02-22",22.65
"36","2007-02-23",22.629999
"37","2007-02-26",22.6
"38","2007-02-27",22.049999
"39","2007-02-28",21.780001
"40","2007-03-01",21.540001
"41","2007-03-02",21.209999
"42","2007-03-05",21.23
"43","2007-03-06",21.34
"44","2007-03-07",21.059999
"45","2007-03-08",21.09
"46","2007-03-09",21.25
"47","2007-03-12",21.34
"48","2007-03-13",20.889999
"49","2007-03-14",21.25
"50","2007-03-15",21.35
"51","2007-03-16",21.610001
"52","2007-03-19",22.209999
"53","2007-03-20",22.33
"54","2007-03-21",22.860001
"55","2007-03-22",22.799999
"56","2007-03-23",22.799999
"57","2007-03-26",23.450001
"58","2007-03-27",23.530001
"59","2007-03-28",23.440001
"60","2007-03-29",23.790001
"61","2007-03-30",24.09
"62","2007-04-02",24.34
"63","2007-04-03",24.700001
"64","2007-04-04",25.059999
"65","2007-04-05",25.25
"66","2007-04-09",25.1
"67","2007-04-10",25.200001
"68","2007-04-11",24.9
"69","2007-04-12",24.85
"70","2007-04-13",24.799999
"71","2007-04-16",24.85
"72","2007-04-17",24.85
"73","2007-04-18",24.83
"74","2007-04-19",24.440001
"75","2007-04-20",24.4
"76","2007-04-23",24.360001
"77","2007-04-24",24.280001
"78","2007-04-25",24.25
"79","2007-04-26",24.309999
"80","2007-04-27",23.9
"81","2007-04-30",23.799999
"82","2007-05-01",24.030001
"83","2007-05-02",22.58
"84","2007-05-03",22.620001
"85","2007-05-04",22.34
"86","2007-05-07",22.66
"87","2007-05-08",22.549999
"88","2007-05-09",22.75
"89","2007-05-10",22.35
"90","2007-05-11",22.65
"91","2007-05-14",22.48
"92","2007-05-15",22.35
"93","2007-05-16",22.610001
"94","2007-05-17",22.91
"95","2007-05-18",23.129999
"96","2007-05-21",23.360001
"97","2007-05-22",23.370001
"98","2007-05-23",23.860001
"99","2007-05-24",24.040001
"100","2007-05-25",24.4
"101","2007-05-29",24.110001
"102","2007-05-30",25
"103","2007-05-31",25.01
"104","2007-06-01",25.209999
"105","2007-06-04",25.389999
"106","2007-06-05",25.27
"107","2007-06-06",25.129999
"108","2007-06-07",24.889999
"109","2007-06-08",25.129999
"110","2007-06-11",24.860001
"111","2007-06-12",24.41
"112","2007-06-13",24.68
"113","2007-06-14",24.91
"114","2007-06-15",24.879999
"115","2007-06-18",24.860001
"116","2007-06-19",25.030001
"117","2007-06-20",24.790001
"118","2007-06-21",24.73
"119","2007-06-22",24.18
"120","2007-06-25",23.67
"121","2007-06-26",23.51
"122","2007-06-27",23.870001
"123","2007-06-28",23.99
"124","2007-06-29",23.049999
"125","2007-07-02",23.76
"126","2007-07-03",24.02
"127","2007-07-05",23.73
"128","2007-07-06",23.6
"129","2007-07-09",23.459999
"130","2007-07-10",23.049999
