"","date","EIG"
"1","2007-01-31",19.969999
"2","2007-02-01",19.9
"3","2007-02-02",19.799999
"4","2007-02-05",19.700001
"5","2007-02-06",20.049999
"6","2007-02-07",20.66
"7","2007-02-08",20.48
"8","2007-02-09",20.65
"9","2007-02-12",20.75
"10","2007-02-13",20.639999
"11","2007-02-14",22.790001
"12","2007-02-15",22
"13","2007-02-16",22.9
"14","2007-02-20",23.299999
"15","2007-02-21",22.440001
"16","2007-02-22",22.5
"17","2007-02-23",21.799999
"18","2007-02-26",21.299999
"19","2007-02-27",20.01
"20","2007-02-28",20.4
"21","2007-03-01",20.290001
"22","2007-03-02",20.09
"23","2007-03-05",20.25
"24","2007-03-06",20.459999
"25","2007-03-07",20.35
"26","2007-03-08",20.389999
"27","2007-03-09",20.120001
"28","2007-03-12",20.110001
"29","2007-03-13",19.74
"30","2007-03-14",19.459999
"31","2007-03-15",19.379999
"32","2007-03-16",19.27
"33","2007-03-19",19.25
"34","2007-03-20",19.17
"35","2007-03-21",19.959999
"36","2007-03-22",20
"37","2007-03-23",20.190001
"38","2007-03-26",19.440001
"39","2007-03-27",19.1
"40","2007-03-28",19.6
"41","2007-03-29",20.030001
"42","2007-03-30",20.02
"43","2007-04-02",19.440001
"44","2007-04-03",19.799999
"45","2007-04-04",19.950001
"46","2007-04-05",19.93
"47","2007-04-09",19.950001
"48","2007-04-10",19.84
"49","2007-04-11",20.049999
"50","2007-04-12",20.17
"51","2007-04-13",20.26
"52","2007-04-16",20.860001
"53","2007-04-17",20.49
"54","2007-04-18",20.129999
"55","2007-04-19",20.23
"56","2007-04-20",20.09
"57","2007-04-23",19.91
"58","2007-04-24",19.879999
"59","2007-04-25",19.92
"60","2007-04-26",19.889999
"61","2007-04-27",19.799999
"62","2007-04-30",19.83
"63","2007-05-01",19.959999
"64","2007-05-02",19.91
"65","2007-05-03",19.83
"66","2007-05-04",19.98
"67","2007-05-07",19.950001
"68","2007-05-08",19.780001
"69","2007-05-09",19.52
"70","2007-05-10",19.32
"71","2007-05-11",19.73
"72","2007-05-14",19.719999
"73","2007-05-15",19.700001
"74","2007-05-16",20.49
"75","2007-05-17",20.190001
"76","2007-05-18",20.5
"77","2007-05-21",20.75
"78","2007-05-22",21.059999
"79","2007-05-23",21.16
"80","2007-05-24",20.25
"81","2007-05-25",20.530001
"82","2007-05-29",20.639999
"83","2007-05-30",21.18
"84","2007-05-31",21.200001
"85","2007-06-01",21.4
"86","2007-06-04",21.299999
"87","2007-06-05",21.129999
"88","2007-06-06",21.129999
"89","2007-06-07",21.07
"90","2007-06-08",21.34
"91","2007-06-11",21.360001
"92","2007-06-12",21.200001
"93","2007-06-13",21.790001
"94","2007-06-14",22.030001
"95","2007-06-15",22.07
"96","2007-06-18",21.969999
"97","2007-06-19",22.1
"98","2007-06-20",22.01
"99","2007-06-21",21.620001
"100","2007-06-22",22.209999
"101","2007-06-25",21.639999
"102","2007-06-26",21.809999
"103","2007-06-27",21.469999
"104","2007-06-28",21.4
"105","2007-06-29",21.24
"106","2007-07-02",21.25
"107","2007-07-03",21.23
"108","2007-07-05",20.65
"109","2007-07-06",20.540001
"110","2007-07-09",20.709999
"111","2007-07-10",20.209999
"112","2007-07-11",20.530001
"113","2007-07-12",20.76
"114","2007-07-13",20.66
"115","2007-07-16",20.610001
"116","2007-07-17",20.48
"117","2007-07-18",20.49
"118","2007-07-19",20.200001
"119","2007-07-20",19.959999
"120","2007-07-23",19.73
"121","2007-07-24",18.75
"122","2007-07-25",19.690001
"123","2007-07-26",19.110001
"124","2007-07-27",18.290001
"125","2007-07-30",18.290001
"126","2007-07-31",18.379999
"127","2007-08-01",18.389999
"128","2007-08-02",18
"129","2007-08-03",16.83
"130","2007-08-06",17.33
"131","2007-08-07",17.639999
"132","2007-08-08",18.790001
"133","2007-08-09",17.559999
"134","2007-08-10",18.42
"135","2007-08-13",18.4
"136","2007-08-14",17.92
"137","2007-08-15",17.219999
"138","2007-08-16",17.67
"139","2007-08-17",17.83
"140","2007-08-20",18.120001
"141","2007-08-21",18.389999
"142","2007-08-22",18.75
"143","2007-08-23",18.530001
"144","2007-08-24",18.620001
"145","2007-08-27",18.629999
"146","2007-08-28",18.440001
"147","2007-08-29",18.73
"148","2007-08-30",18.700001
"149","2007-08-31",18.73
"150","2007-09-04",18.809999
"151","2007-09-05",18.360001
"152","2007-09-06",18.950001
"153","2007-09-07",19.540001
"154","2007-09-10",18.52
"155","2007-09-11",19.360001
"156","2007-09-12",18.879999
"157","2007-09-13",18.690001
"158","2007-09-14",18.6
"159","2007-09-17",18.6
"160","2007-09-18",19.41
"161","2007-09-19",20.200001
"162","2007-09-20",19.68
"163","2007-09-21",19.559999
"164","2007-09-24",19.879999
"165","2007-09-25",19.85
"166","2007-09-26",20.52
"167","2007-09-27",20.74
"168","2007-09-28",20.610001
"169","2007-10-01",20.91
"170","2007-10-02",21.6
"171","2007-10-03",20.629999
"172","2007-10-04",21.059999
"173","2007-10-05",21.129999
"174","2007-10-08",20.969999
"175","2007-10-09",21.17
"176","2007-10-10",21.07
"177","2007-10-11",20.799999
"178","2007-10-12",21.280001
"179","2007-10-15",20.5
"180","2007-10-16",20.799999
"181","2007-10-17",20.299999
"182","2007-10-18",20.200001
"183","2007-10-19",18.57
"184","2007-10-22",18.719999
"185","2007-10-23",19.690001
"186","2007-10-24",19.129999
"187","2007-10-25",19.049999
"188","2007-10-26",19.940001
"189","2007-10-29",19.41
"190","2007-10-30",19.09
"191","2007-10-31",19.16
"192","2007-11-01",17.52
"193","2007-11-02",17.940001
"194","2007-11-05",17.780001
"195","2007-11-06",18.58
"196","2007-11-07",17.610001
"197","2007-11-08",17.969999
"198","2007-11-09",17.860001
"199","2007-11-12",18
"200","2007-11-13",19.459999
"201","2007-11-14",18
"202","2007-11-15",17.9
"203","2007-11-16",17.719999
"204","2007-11-19",18.08
"205","2007-11-20",18.139999
"206","2007-11-21",17.690001
"207","2007-11-23",18
"208","2007-11-26",17.76
"209","2007-11-27",17.92
"210","2007-11-28",18.32
"211","2007-11-29",18.049999
"212","2007-11-30",17.790001
"213","2007-12-03",17.799999
"214","2007-12-04",17.66
"215","2007-12-05",17.98
"216","2007-12-06",18.719999
"217","2007-12-07",18.360001
"218","2007-12-10",18.709999
"219","2007-12-11",18.120001
"220","2007-12-12",18.25
"221","2007-12-13",18.16
"222","2007-12-14",17.16
"223","2007-12-17",16.34
"224","2007-12-18",17.129999
"225","2007-12-19",16.799999
"226","2007-12-20",16.52
"227","2007-12-21",17.33
"228","2007-12-24",17.83
"229","2007-12-26",17.76
"230","2007-12-27",17.07
"231","2007-12-28",16.98
"232","2007-12-31",16.709999
"233","2008-01-02",17.01
"234","2008-01-03",17
"235","2008-01-04",17.040001
"236","2008-01-07",17.440001
"237","2008-01-08",17.389999
"238","2008-01-09",17.469999
"239","2008-01-10",17.809999
"240","2008-01-11",17.43
"241","2008-01-14",17.780001
"242","2008-01-15",17.27
"243","2008-01-16",17.51
"244","2008-01-17",17.34
"245","2008-01-18",17.08
"246","2008-01-22",17.129999
"247","2008-01-23",17.51
"248","2008-01-24",17.77
"249","2008-01-25",17.41
"250","2008-01-28",17.85
"251","2008-01-29",17.290001
"252","2008-01-30",16.879999
"253","2008-01-31",17.459999
"254","2008-02-01",17.58
"255","2008-02-04",17.77
"256","2008-02-05",17.4
"257","2008-02-06",16.860001
"258","2008-02-07",16.799999
"259","2008-02-08",16.629999
"260","2008-02-11",16.200001
"261","2008-02-12",16.139999
"262","2008-02-13",16.059999
"263","2008-02-14",15.55
"264","2008-02-15",15.9
"265","2008-02-19",15.9
"266","2008-02-20",15.98
"267","2008-02-21",15.6
"268","2008-02-22",15.8
"269","2008-02-25",16.129999
"270","2008-02-26",16.139999
"271","2008-02-27",16.91
"272","2008-02-28",16.969999
"273","2008-02-29",17.15
"274","2008-03-03",17
"275","2008-03-04",16.799999
"276","2008-03-05",16.74
"277","2008-03-06",16.43
"278","2008-03-07",16.620001
"279","2008-03-10",16.700001
"280","2008-03-11",17.379999
"281","2008-03-12",17.15
"282","2008-03-13",17.34
"283","2008-03-14",17.370001
"284","2008-03-17",17.23
"285","2008-03-18",17.860001
"286","2008-03-19",17.690001
"287","2008-03-20",18.049999
"288","2008-03-24",17.85
"289","2008-03-25",17.91
"290","2008-03-26",17.790001
"291","2008-03-27",17.690001
"292","2008-03-28",18
"293","2008-03-31",18.540001
"294","2008-04-01",18.42
"295","2008-04-02",18.24
"296","2008-04-03",18.209999
"297","2008-04-04",18.42
"298","2008-04-07",18.360001
"299","2008-04-08",18.16
"300","2008-04-09",17.639999
"301","2008-04-10",17.68
"302","2008-04-11",17.700001
"303","2008-04-14",17.629999
"304","2008-04-15",17.940001
"305","2008-04-16",18.5
"306","2008-04-17",18.16
"307","2008-04-18",18.719999
"308","2008-04-21",18.32
"309","2008-04-22",17.93
"310","2008-04-23",18.1
"311","2008-04-24",18.17
"312","2008-04-25",18.58
"313","2008-04-28",18.719999
"314","2008-04-29",18.93
"315","2008-04-30",19.08
"316","2008-05-01",19.200001
"317","2008-05-02",19.07
"318","2008-05-05",19.219999
"319","2008-05-06",19.110001
"320","2008-05-07",18.52
"321","2008-05-08",18.49
"322","2008-05-09",18.299999
"323","2008-05-12",18.5
"324","2008-05-13",18.75
"325","2008-05-14",18.389999
"326","2008-05-15",18.51
"327","2008-05-16",18.360001
"328","2008-05-19",18.950001
"329","2008-05-20",18.74
"330","2008-05-21",18.969999
"331","2008-05-22",19
"332","2008-05-23",18.719999
"333","2008-05-27",18.93
"334","2008-05-28",18.98
"335","2008-05-29",19.209999
"336","2008-05-30",19.09
"337","2008-06-02",18.98
"338","2008-06-03",18.99
"339","2008-06-04",18.799999
"340","2008-06-05",19.16
"341","2008-06-06",18.85
"342","2008-06-09",18.73
"343","2008-06-10",19
"344","2008-06-11",18.610001
"345","2008-06-12",18.629999
"346","2008-06-13",18.52
"347","2008-06-16",19.01
"348","2008-06-17",19
"349","2008-06-18",19.190001
"350","2008-06-19",19.43
"351","2008-06-20",19.559999
"352","2008-06-23",19.6
"353","2008-06-24",19.950001
"354","2008-06-25",20.389999
"355","2008-06-26",20.34
"356","2008-06-27",20.26
"357","2008-06-30",20.700001
"358","2008-07-01",20.200001
"359","2008-07-02",20.09
"360","2008-07-03",20.42
"361","2008-07-07",19.639999
"362","2008-07-08",20
"363","2008-07-09",18.49
"364","2008-07-10",17.950001
"365","2008-07-11",17.77
"366","2008-07-14",16.84
"367","2008-07-15",16.200001
"368","2008-07-16",17.23
"369","2008-07-17",17.120001
"370","2008-07-18",16.84
"371","2008-07-21",16.59
"372","2008-07-22",17.51
"373","2008-07-23",17.139999
"374","2008-07-24",17.309999
"375","2008-07-25",17.58
"376","2008-07-28",17.110001
"377","2008-07-29",17.57
"378","2008-07-30",17.870001
"379","2008-07-31",17.82
"380","2008-08-01",17.799999
"381","2008-08-04",17.549999
"382","2008-08-05",17.67
"383","2008-08-06",17.5
"384","2008-08-07",17.52
"385","2008-08-08",17.5
"386","2008-08-11",17.549999
"387","2008-08-12",17.559999
"388","2008-08-13",17.57
"389","2008-08-14",17.700001
"390","2008-08-15",17.49
"391","2008-08-18",17.32
"392","2008-08-19",17.33
"393","2008-08-20",17.42
"394","2008-08-21",17.059999
"395","2008-08-22",17.299999
"396","2008-08-25",16.99
"397","2008-08-26",17.08
"398","2008-08-27",17.219999
"399","2008-08-28",17.43
"400","2008-08-29",17.379999
"401","2008-09-02",17.440001
"402","2008-09-03",18.139999
"403","2008-09-04",18.120001
"404","2008-09-05",17.879999
"405","2008-09-08",18.559999
"406","2008-09-09",17.940001
"407","2008-09-10",18.219999
"408","2008-09-11",18.23
"409","2008-09-12",18
"410","2008-09-15",17.110001
"411","2008-09-16",17.52
"412","2008-09-17",16.41
"413","2008-09-18",16.799999
"414","2008-09-19",17.940001
"415","2008-09-22",17.32
"416","2008-09-23",16.75
"417","2008-09-24",16.610001
"418","2008-09-25",16.99
"419","2008-09-26",17.25
"420","2008-09-29",16.5
"421","2008-09-30",17.379999
"422","2008-10-01",16.780001
"423","2008-10-02",16.15
"424","2008-10-03",15.85
"425","2008-10-06",16.030001
"426","2008-10-07",14.5
"427","2008-10-08",13.83
"428","2008-10-09",11.4
"429","2008-10-10",12.57
"430","2008-10-13",13.22
"431","2008-10-14",13
"432","2008-10-15",11.81
"433","2008-10-16",12.88
"434","2008-10-17",12.54
"435","2008-10-20",12.73
"436","2008-10-21",12.43
"437","2008-10-22",12.4
"438","2008-10-23",12.22
"439","2008-10-24",11.48
"440","2008-10-27",10.46
"441","2008-10-28",11.08
"442","2008-10-29",10.63
"443","2008-10-30",11.5
"444","2008-10-31",12.76
"445","2008-11-03",12.81
"446","2008-11-04",13.42
"447","2008-11-05",13.06
"448","2008-11-06",13.05
"449","2008-11-07",13.77
"450","2008-11-10",13.95
"451","2008-11-11",13.92
"452","2008-11-12",13.35
"453","2008-11-13",14.15
"454","2008-11-14",13.98
"455","2008-11-17",13.88
"456","2008-11-18",14.12
"457","2008-11-19",13.23
"458","2008-11-20",12.9
"459","2008-11-21",14.05
"460","2008-11-24",14.69
"461","2008-11-25",15.21
"462","2008-11-26",15.98
"463","2008-11-28",16.290001
"464","2008-12-01",13.94
"465","2008-12-02",14.79
"466","2008-12-03",15.43
"467","2008-12-04",14.82
"468","2008-12-05",15.12
"469","2008-12-08",15.52
"470","2008-12-09",15.08
"471","2008-12-10",15.95
"472","2008-12-11",15.37
"473","2008-12-12",15.81
"474","2008-12-15",14.71
"475","2008-12-16",16.09
"476","2008-12-17",15.75
"477","2008-12-18",15.37
"478","2008-12-19",16
"479","2008-12-22",16.09
"480","2008-12-23",15.54
"481","2008-12-24",15.48
"482","2008-12-26",15.83
"483","2008-12-29",15.95
"484","2008-12-30",16.379999
"485","2008-12-31",16.5
"486","2009-01-02",16.08
"487","2009-01-05",16.02
"488","2009-01-06",15.92
"489","2009-01-07",15.75
"490","2009-01-08",16.049999
"491","2009-01-09",15.28
"492","2009-01-12",15.06
"493","2009-01-13",15.21
"494","2009-01-14",14.54
"495","2009-01-15",14.41
"496","2009-01-16",14.39
"497","2009-01-20",13.35
"498","2009-01-21",14.02
"499","2009-01-22",13.41
"500","2009-01-23",13.36
"501","2009-01-26",13.36
"502","2009-01-27",13.75
"503","2009-01-28",14.64
"504","2009-01-29",13.91
"505","2009-01-30",13.54
"506","2009-02-02",13.64
"507","2009-02-03",13.55
"508","2009-02-04",12.98
"509","2009-02-05",13
"510","2009-02-06",12.98
"511","2009-02-09",12.7
"512","2009-02-10",11.99
"513","2009-02-11",12.11
"514","2009-02-12",12.12
"515","2009-02-13",11.7
"516","2009-02-17",11.29
"517","2009-02-18",11.14
"518","2009-02-19",10.97
"519","2009-02-20",10.99
"520","2009-02-23",10.34
"521","2009-02-24",10.73
"522","2009-02-25",10.9
"523","2009-02-26",10.16
"524","2009-02-27",9.6
"525","2009-03-02",9.38
"526","2009-03-03",9.19
"527","2009-03-04",9.36
"528","2009-03-05",8.59
"529","2009-03-06",8.71
"530","2009-03-09",8.29
"531","2009-03-10",8.68
"532","2009-03-11",8.78
"533","2009-03-12",9.23
"534","2009-03-13",9.89
"535","2009-03-16",9.47
"536","2009-03-17",10.02
"537","2009-03-18",10.05
"538","2009-03-19",10.12
"539","2009-03-20",9.86
