"","date","CYBR"
"1","2014-09-24",29.93
"2","2014-09-25",31.389999
"3","2014-09-26",29.799999
"4","2014-09-29",27.389999
"5","2014-09-30",32.009998
"6","2014-10-01",29.620001
"7","2014-10-02",28.690001
"8","2014-10-03",30.379999
"9","2014-10-06",29.92
"10","2014-10-07",29.35
"11","2014-10-08",29.379999
"12","2014-10-09",28.200001
"13","2014-10-10",29.84
"14","2014-10-13",31.25
"15","2014-10-14",29.6
"16","2014-10-15",28.76
"17","2014-10-16",29.450001
"18","2014-10-17",30.290001
"19","2014-10-20",29.879999
"20","2014-10-21",29.48
"21","2014-10-22",28.6
"22","2014-10-23",29.209999
"23","2014-10-24",30.24
"24","2014-10-27",35.080002
"25","2014-10-28",32.32
"26","2014-10-29",34.91
"27","2014-10-30",34.709999
"28","2014-10-31",35.279999
"29","2014-11-03",36.580002
"30","2014-11-04",36.529999
"31","2014-11-05",33.799999
"32","2014-11-06",33.029999
"33","2014-11-07",32.709999
"34","2014-11-10",34.880001
"35","2014-11-11",33.889999
"36","2014-11-12",33.700001
"37","2014-11-13",42.919998
"38","2014-11-14",44.369999
"39","2014-11-17",43.450001
"40","2014-11-18",42.669998
"41","2014-11-19",42.41
"42","2014-11-20",42.639999
"43","2014-11-21",42.810001
"44","2014-11-24",47.009998
"45","2014-11-25",42.59
"46","2014-11-26",43.16
"47","2014-11-28",41.32
"48","2014-12-01",39.040001
"49","2014-12-02",40.75
"50","2014-12-03",43.02
"51","2014-12-04",40.599998
"52","2014-12-05",41.099998
"53","2014-12-08",38.150002
"54","2014-12-09",40.91
"55","2014-12-10",39.130001
"56","2014-12-11",37.849998
"57","2014-12-12",37.98
"58","2014-12-15",37.439999
"59","2014-12-16",37.27
"60","2014-12-17",38.619999
"61","2014-12-18",40.630001
"62","2014-12-19",41.950001
"63","2014-12-22",42.669998
"64","2014-12-23",41.009998
"65","2014-12-24",41.599998
"66","2014-12-26",41.830002
"67","2014-12-29",41.220001
"68","2014-12-30",39.849998
"69","2014-12-31",39.650002
"70","2015-01-02",38.880001
"71","2015-01-05",39.049999
"72","2015-01-06",37.150002
"73","2015-01-07",37.950001
"74","2015-01-08",38.549999
"75","2015-01-09",37.060001
"76","2015-01-12",38.369999
"77","2015-01-13",37.450001
"78","2015-01-14",37.75
"79","2015-01-15",35.709999
"80","2015-01-16",36.650002
"81","2015-01-20",36.849998
"82","2015-01-21",36.224998
"83","2015-01-22",36.119999
"84","2015-01-23",36.990002
"85","2015-01-26",36.060001
"86","2015-01-27",35.799999
"87","2015-01-28",34.650002
"88","2015-01-29",33.779999
"89","2015-01-30",33.869999
"90","2015-02-02",34
"91","2015-02-03",34.93
"92","2015-02-04",34.049999
"93","2015-02-05",36.82
"94","2015-02-06",37.07
"95","2015-02-09",36.09
"96","2015-02-10",40.900002
"97","2015-02-11",41.790001
"98","2015-02-12",45.689999
"99","2015-02-13",52.52
"100","2015-02-17",58.860001
"101","2015-02-18",60.32
"102","2015-02-19",64.279999
"103","2015-02-20",70.349998
"104","2015-02-23",58.419998
"105","2015-02-24",60.110001
"106","2015-02-25",60.310001
"107","2015-02-26",62.459999
"108","2015-02-27",59.27
"109","2015-03-02",57.740002
"110","2015-03-03",58.02
"111","2015-03-04",59.310001
"112","2015-03-05",62.869999
"113","2015-03-06",59.779999
"114","2015-03-09",57.790001
"115","2015-03-10",54.700001
"116","2015-03-11",55.599998
"117","2015-03-12",51.720001
"118","2015-03-13",50.040001
"119","2015-03-16",50.5
"120","2015-03-17",53.060001
"121","2015-03-18",51.57
"122","2015-03-19",50.41
"123","2015-03-20",48.689999
"124","2015-03-23",54.889999
"125","2015-03-24",53.049999
"126","2015-03-25",50.139999
"127","2015-03-26",52.869999
"128","2015-03-27",52.23
"129","2015-03-30",54.82
"130","2015-03-31",55.57
"131","2015-04-01",55.41
"132","2015-04-02",53.810001
"133","2015-04-06",54.98
"134","2015-04-07",59.450001
"135","2015-04-08",58.73
"136","2015-04-09",59.099998
"137","2015-04-10",58.790001
"138","2015-04-13",58.09
"139","2015-04-14",58.709999
"140","2015-04-15",61.66
"141","2015-04-16",61.119999
"142","2015-04-17",60.700001
"143","2015-04-20",62.639999
"144","2015-04-21",66.370003
"145","2015-04-22",65.529999
"146","2015-04-23",66.620003
"147","2015-04-24",66.779999
"148","2015-04-27",66.620003
"149","2015-04-28",64.93
"150","2015-04-29",66.5
"151","2015-04-30",62.950001
"152","2015-05-01",66.919998
"153","2015-05-04",66.809998
"154","2015-05-05",63.09
"155","2015-05-06",62.68
"156","2015-05-07",61.470001
"157","2015-05-08",66.129997
"158","2015-05-11",64.32
"159","2015-05-12",60.77
"160","2015-05-13",61.299999
"161","2015-05-14",61.5
"162","2015-05-15",60.23
"163","2015-05-18",63.220001
"164","2015-05-19",63.16
"165","2015-05-20",63.200001
"166","2015-05-21",64.830002
"167","2015-05-22",63.540001
"168","2015-05-26",62.5
"169","2015-05-27",64.269997
"170","2015-05-28",64.260002
"171","2015-05-29",62.189999
"172","2015-06-01",60.720001
"173","2015-06-02",62.110001
"174","2015-06-03",62.279999
"175","2015-06-04",61.669998
"176","2015-06-05",66.239998
"177","2015-06-08",68.650002
"178","2015-06-09",65.339996
"179","2015-06-10",63.369999
"180","2015-06-11",62.66
"181","2015-06-12",66.449997
"182","2015-06-15",70.830002
"183","2015-06-16",71.18
