"","date","OBLN"
"1","2016-10-06",150
"2","2016-10-07",150
"3","2016-10-10",150
"4","2016-10-11",149
"5","2016-10-12",139.199997
"6","2016-10-13",129.699997
"7","2016-10-14",125
"8","2016-10-17",130
"9","2016-10-18",137.5
"10","2016-10-19",138
"11","2016-10-20",139
"12","2016-10-21",138.600006
"13","2016-10-24",138.899994
"14","2016-10-25",144.600006
"15","2016-10-26",131.800003
"16","2016-10-27",131
"17","2016-10-28",138
"18","2016-10-31",129.300003
"19","2016-11-01",114.099998
"20","2016-11-02",100.699997
"21","2016-11-03",91.5
"22","2016-11-04",89.5
"23","2016-11-07",87.5
"24","2016-11-08",83.599998
"25","2016-11-09",87.400002
"26","2016-11-10",92.5
"27","2016-11-11",101.699997
"28","2016-11-14",108
"29","2016-11-15",110
"30","2016-11-16",110
"31","2016-11-17",114.5
"32","2016-11-18",112.699997
"33","2016-11-21",114
"34","2016-11-22",114.599998
"35","2016-11-23",117.5
"36","2016-11-25",119.5
"37","2016-11-28",119.900002
"38","2016-11-29",123.199997
"39","2016-11-30",122
"40","2016-12-01",112.800003
"41","2016-12-02",114.199997
"42","2016-12-05",114.5
"43","2016-12-06",113
"44","2016-12-07",109.400002
"45","2016-12-08",105.599998
"46","2016-12-09",107.300003
"47","2016-12-12",103.300003
"48","2016-12-13",104.5
"49","2016-12-14",96.099998
"50","2016-12-15",89.800003
"51","2016-12-16",88.599998
"52","2016-12-19",88.5
"53","2016-12-20",88.199997
"54","2016-12-21",87
"55","2016-12-22",87.800003
"56","2016-12-23",87.400002
"57","2016-12-27",87.300003
"58","2016-12-28",85.400002
"59","2016-12-29",87.400002
"60","2016-12-30",88.5
"61","2017-01-03",91.599998
"62","2017-01-04",99.300003
"63","2017-01-05",90.900002
"64","2017-01-06",93.400002
"65","2017-01-09",89.099998
"66","2017-01-10",90
"67","2017-01-11",91.099998
"68","2017-01-12",92.300003
"69","2017-01-13",92.199997
"70","2017-01-17",96.199997
"71","2017-01-18",112.900002
"72","2017-01-19",113.099998
"73","2017-01-20",113.300003
"74","2017-01-23",113.5
"75","2017-01-24",114.199997
"76","2017-01-25",113.599998
"77","2017-01-26",107.900002
"78","2017-01-27",102.199997
"79","2017-01-30",100.5
"80","2017-01-31",101.199997
"81","2017-02-01",100.400002
"82","2017-02-02",96
"83","2017-02-03",94.300003
"84","2017-02-06",97
"85","2017-02-07",95.599998
"86","2017-02-08",94.599998
"87","2017-02-09",93.400002
"88","2017-02-10",90.800003
"89","2017-02-13",92.199997
"90","2017-02-14",90.400002
"91","2017-02-15",91.75
"92","2017-02-16",91.199997
"93","2017-02-17",93.099998
"94","2017-02-21",93.699997
"95","2017-02-22",92.400002
"96","2017-02-23",92
"97","2017-02-24",90.300003
"98","2017-02-27",91.300003
"99","2017-02-28",93.199997
"100","2017-03-01",93.699997
"101","2017-03-02",90.599998
"102","2017-03-03",92.199997
"103","2017-03-06",93.699997
"104","2017-03-07",91.400002
"105","2017-03-08",90.099998
"106","2017-03-09",91
"107","2017-03-10",91.900002
"108","2017-03-13",95.5
"109","2017-03-14",96.099998
"110","2017-03-15",100.599998
"111","2017-03-16",105.099998
"112","2017-03-17",106.900002
"113","2017-03-20",110.5
"114","2017-03-21",105.099998
"115","2017-03-22",102.699997
"116","2017-03-23",102.099998
"117","2017-03-24",104.800003
"118","2017-03-27",110
"119","2017-03-28",105.599998
"120","2017-03-29",104.800003
"121","2017-03-30",105.599998
"122","2017-03-31",106.900002
"123","2017-04-03",105.400002
"124","2017-04-04",108.199997
"125","2017-04-05",104.400002
"126","2017-04-06",104.300003
"127","2017-04-07",104.099998
"128","2017-04-10",103.5
"129","2017-04-11",108.199997
"130","2017-04-12",105.800003
"131","2017-04-13",106.5
"132","2017-04-17",109.900002
"133","2017-04-18",111.199997
"134","2017-04-19",110.900002
"135","2017-04-20",110.5
"136","2017-04-21",110.400002
"137","2017-04-24",111
"138","2017-04-25",110.800003
"139","2017-04-26",110.699997
"140","2017-04-27",105.599998
"141","2017-04-28",106.199997
"142","2017-05-01",104.900002
"143","2017-05-02",105.400002
"144","2017-05-03",105
