"","date","WCN"
"1","2007-01-03",12.414815
"2","2007-01-04",12.417778
"3","2007-01-05",12.248889
"4","2007-01-08",12.222222
"5","2007-01-09",12.228148
"6","2007-01-10",12.21037
"7","2007-01-11",12.4
"8","2007-01-12",12.456296
"9","2007-01-16",12.453333
"10","2007-01-17",12.512592
"11","2007-01-18",12.423704
"12","2007-01-19",12.474074
"13","2007-01-22",12.477037
"14","2007-01-23",12.604445
"15","2007-01-24",12.607408
"16","2007-01-25",12.512592
"17","2007-01-26",12.521482
"18","2007-01-29",12.693334
"19","2007-01-30",12.82963
"20","2007-01-31",12.90963
"21","2007-02-01",12.85037
"22","2007-02-02",12.900741
"23","2007-02-05",12.85926
"24","2007-02-06",12.971852
"25","2007-02-07",12.98963
"26","2007-02-08",12.90963
"27","2007-02-09",12.746667
"28","2007-02-12",12.702222
"29","2007-02-13",13.525926
"30","2007-02-14",13.045926
"31","2007-02-15",13.075556
"32","2007-02-16",13.14074
"33","2007-02-20",13.173333
"34","2007-02-21",13.259259
"35","2007-02-22",13.232593
"36","2007-02-23",13.256296
"37","2007-02-26",13.2
"38","2007-02-27",12.871111
"39","2007-02-28",13.102222
"40","2007-03-01",13.028148
"41","2007-03-02",12.77926
"42","2007-03-05",12.663704
"43","2007-03-06",12.838518
"44","2007-03-07",12.761481
"45","2007-03-08",12.82963
"46","2007-03-09",12.782222
"47","2007-03-12",12.877037
"48","2007-03-13",12.791111
"49","2007-03-14",12.768888
"50","2007-03-15",13.106667
"51","2007-03-16",12.946667
"52","2007-03-19",13.231112
"53","2007-03-20",13.186666
"54","2007-03-21",13.391111
"55","2007-03-22",13.368889
"56","2007-03-23",13.44
"57","2007-03-26",13.573334
"58","2007-03-27",13.444445
"59","2007-03-28",13.266666
"60","2007-03-29",13.337778
"61","2007-03-30",13.306666
"62","2007-04-02",13.395555
"63","2007-04-03",13.6
"64","2007-04-04",13.684444
"65","2007-04-05",13.728889
"66","2007-04-09",13.751111
"67","2007-04-10",13.795555
"68","2007-04-11",13.555555
"69","2007-04-12",13.693334
"70","2007-04-13",13.813334
"71","2007-04-16",13.88
"72","2007-04-17",13.822222
"73","2007-04-18",13.702222
"74","2007-04-19",13.444445
"75","2007-04-20",13.466666
"76","2007-04-23",13.515555
"77","2007-04-24",13.706667
"78","2007-04-25",13.92
"79","2007-04-26",14.142222
"80","2007-04-27",14.244445
"81","2007-04-30",13.853333
"82","2007-05-01",13.755555
"83","2007-05-02",13.888889
"84","2007-05-03",13.84
"85","2007-05-04",13.791111
"86","2007-05-07",13.928889
"87","2007-05-08",13.817778
"88","2007-05-09",13.942223
"89","2007-05-10",13.773334
"90","2007-05-11",13.986667
"91","2007-05-14",13.906667
"92","2007-05-15",13.817778
"93","2007-05-16",13.982223
"94","2007-05-17",13.911111
"95","2007-05-18",13.951111
"96","2007-05-21",14
"97","2007-05-22",14.053333
"98","2007-05-23",13.888889
"99","2007-05-24",13.551111
"100","2007-05-25",13.675555
"101","2007-05-29",13.688889
"102","2007-05-30",13.595555
"103","2007-05-31",13.697778
"104","2007-06-01",13.902223
"105","2007-06-04",13.951111
"106","2007-06-05",13.724444
"107","2007-06-06",13.528889
"108","2007-06-07",13.248889
"109","2007-06-08",13.368889
"110","2007-06-11",13.333333
"111","2007-06-12",13.151111
"112","2007-06-13",13.311111
"113","2007-06-14",13.324445
"114","2007-06-15",13.551111
"115","2007-06-18",13.475555
"116","2007-06-19",13.577778
"117","2007-06-20",13.608889
"118","2007-06-21",13.626667
"119","2007-06-22",13.453333
"120","2007-06-25",13.195556
"121","2007-06-26",13.466666
"122","2007-06-27",13.475555
"123","2007-06-28",13.52
"124","2007-06-29",13.44
"125","2007-07-02",13.568889
"126","2007-07-03",13.551111
"127","2007-07-05",13.528889
"128","2007-07-06",13.453333
"129","2007-07-09",13.342222
"130","2007-07-10",13.137777
"131","2007-07-11",13.231112
"132","2007-07-12",13.395555
"133","2007-07-13",13.6
"134","2007-07-16",13.44
"135","2007-07-17",13.595555
"136","2007-07-18",13.368889
"137","2007-07-19",13.644444
"138","2007-07-20",13.48
"139","2007-07-23",14.093333
"140","2007-07-24",13.977777
"141","2007-07-25",14.351111
"142","2007-07-26",14.075556
"143","2007-07-27",13.942223
"144","2007-07-30",13.737778
"145","2007-07-31",13.777778
"146","2007-08-01",13.782222
"147","2007-08-02",13.853333
"148","2007-08-03",13.528889
"149","2007-08-06",13.84
"150","2007-08-07",13.906667
"151","2007-08-08",14.173333
"152","2007-08-09",13.728889
"153","2007-08-10",13.755555
"154","2007-08-13",14.044444
"155","2007-08-14",13.622222
"156","2007-08-15",13.16
"157","2007-08-16",13.608889
"158","2007-08-17",13.364445
"159","2007-08-20",13.333333
"160","2007-08-21",13.297778
"161","2007-08-22",13.533334
"162","2007-08-23",13.346666
"163","2007-08-24",13.444445
"164","2007-08-27",13.284445
"165","2007-08-28",13.04
"166","2007-08-29",13.311111
"167","2007-08-30",13.2
"168","2007-08-31",13.52
"169","2007-09-04",13.546667
"170","2007-09-05",13.551111
"171","2007-09-06",13.386666
"172","2007-09-07",13.111111
"173","2007-09-10",13.102222
"174","2007-09-11",13.222222
"175","2007-09-12",13.128889
"176","2007-09-13",13.208889
"177","2007-09-14",13.271111
"178","2007-09-17",13.288889
"179","2007-09-18",13.493333
"180","2007-09-19",14.088889
"181","2007-09-20",13.977777
"182","2007-09-21",14.111111
"183","2007-09-24",13.915556
"184","2007-09-25",13.813334
"185","2007-09-26",14.031111
"186","2007-09-27",14.128889
"187","2007-09-28",14.115556
"188","2007-10-01",14.52
"189","2007-10-02",14.533334
"190","2007-10-03",14.617778
"191","2007-10-04",14.706667
"192","2007-10-05",14.64
"193","2007-10-08",14.533334
"194","2007-10-09",14.573334
"195","2007-10-10",14.444445
"196","2007-10-11",14.511111
"197","2007-10-12",14.848889
"198","2007-10-15",14.777778
"199","2007-10-16",14.88
"200","2007-10-17",14.533334
"201","2007-10-18",14.444445
"202","2007-10-19",13.942223
"203","2007-10-22",13.986667
"204","2007-10-23",14.795555
"205","2007-10-24",14.884444
"206","2007-10-25",14.826667
"207","2007-10-26",14.84
"208","2007-10-29",15.124444
"209","2007-10-30",14.968889
"210","2007-10-31",15.026667
"211","2007-11-01",14.515555
"212","2007-11-02",14.746667
"213","2007-11-05",14.675555
"214","2007-11-06",14.942223
"215","2007-11-07",14.44
"216","2007-11-08",14.8
"217","2007-11-09",14.471111
"218","2007-11-12",14.555555
"219","2007-11-13",15.12
"220","2007-11-14",14.951111
"221","2007-11-15",14.906667
"222","2007-11-16",14.893333
