"","date","AACG"
"153","2008-09-04",11.58
"154","2008-09-05",11.98
"155","2008-09-08",11.73
"156","2008-09-09",11.5
"157","2008-09-10",10.64
"158","2008-09-11",10.06
"159","2008-09-12",9.79
"160","2008-09-15",9.68
"161","2008-09-16",9.94
"162","2008-09-17",9.98
"163","2008-09-18",9.85
"164","2008-09-19",10.48
"165","2008-09-22",10.35
"166","2008-09-23",9.29
"167","2008-09-24",9.48
"168","2008-09-25",9.4
"169","2008-09-26",9.2
"170","2008-09-29",9.35
"171","2008-09-30",9.14
"172","2008-10-01",8.56
"173","2008-10-02",8.7
"174","2008-10-03",7.9
"175","2008-10-06",7.65
"176","2008-10-07",7.69
"177","2008-10-08",7.61
"178","2008-10-09",7.68
"179","2008-10-10",8
"180","2008-10-13",8.75
"181","2008-10-14",8.6
"182","2008-10-15",8.24
"183","2008-10-16",8.2
"184","2008-10-17",8.29
"185","2008-10-20",8.6
"186","2008-10-21",8.98
"187","2008-10-22",8.41
"188","2008-10-23",7.55
"189","2008-10-24",8.29
"190","2008-10-27",8.03
"191","2008-10-28",8.29
"192","2008-10-29",8.5
"193","2008-10-30",8.35
"194","2008-10-31",8.3
"195","2008-11-03",8.4
"196","2008-11-04",8.3
"197","2008-11-05",8.32
"198","2008-11-06",8.24
"199","2008-11-07",8.2
"200","2008-11-10",7.6
"201","2008-11-11",4.23
"202","2008-11-12",4.98
"203","2008-11-13",3.62
"204","2008-11-14",4.99
"205","2008-11-17",5.5
"206","2008-11-18",5.5
"207","2008-11-19",5.48
"208","2008-11-20",5.67
"209","2008-11-21",6.3
"210","2008-11-24",5.51
"211","2008-11-25",5.5
"212","2008-11-26",5.5
"213","2008-11-28",5.5
"214","2008-12-01",5.5
"215","2008-12-02",5.5
"216","2008-12-03",5.5
"217","2008-12-04",5.48
"218","2008-12-05",5.5
"219","2008-12-08",5.6
"220","2008-12-09",5.48
"221","2008-12-10",5.49
"222","2008-12-11",5.5
"223","2008-12-12",5.5
"224","2008-12-15",5.14
"225","2008-12-16",5.22
"226","2008-12-17",5.1
"227","2008-12-18",5.27
"228","2008-12-19",5.12
"229","2008-12-22",4.82
"230","2008-12-23",4.76
"231","2008-12-24",4.7
"232","2008-12-26",4.76
"233","2008-12-29",4.8
"234","2008-12-30",5.29
"235","2008-12-31",5.09
"236","2009-01-02",5.25
"237","2009-01-05",5.04
"238","2009-01-06",4.84
"239","2009-01-07",4.62
"240","2009-01-08",4.55
"241","2009-01-09",4.6
"242","2009-01-12",4.6
"243","2009-01-13",4.06
"244","2009-01-14",4
"245","2009-01-15",3.66
"246","2009-01-16",3.56
"247","2009-01-20",3.84
"248","2009-01-21",3.7
"249","2009-01-22",3.84
"250","2009-01-23",3.62
"251","2009-01-26",3.66
"252","2009-01-27",3.46
"253","2009-01-28",4.12
"254","2009-01-29",3.58
"255","2009-01-30",3.28
"256","2009-02-02",3.62
"257","2009-02-03",3.75
"258","2009-02-04",3.75
"259","2009-02-05",4.11
"260","2009-02-06",4.49
"261","2009-02-09",3.75
"262","2009-02-10",3.7
"263","2009-02-11",3.75
"264","2009-02-12",3.99
"265","2009-02-13",3.97
"266","2009-02-17",4.25
"267","2009-02-18",4.26
"268","2009-02-19",4.48
"269","2009-02-20",4.68
"270","2009-02-23",4.91
"271","2009-02-24",5.45
"272","2009-02-25",5.45
"273","2009-02-26",5.32
"274","2009-02-27",5.37
"275","2009-03-02",5.18
"276","2009-03-03",5.32
"277","2009-03-04",5.08
"278","2009-03-05",5.08
"279","2009-03-06",5.25
"280","2009-03-09",5.21
"281","2009-03-10",4.95
"282","2009-03-11",4.81
"283","2009-03-12",4.8
"284","2009-03-13",4.76
"285","2009-03-16",4.64
"286","2009-03-17",4.69
"287","2009-03-18",4.5
"288","2009-03-19",4.58
"289","2009-03-20",3.92
"290","2009-03-23",4.57
"291","2009-03-24",4.5
"292","2009-03-25",4.13
"293","2009-03-26",4
"294","2009-03-27",4.48
"295","2009-03-30",4.5
"296","2009-03-31",4.3
"297","2009-04-01",4.58
"298","2009-04-02",4.38
"299","2009-04-03",4.25
"300","2009-04-06",4.25
"301","2009-04-07",4.16
"302","2009-04-08",4.3
"303","2009-04-09",4.29
"304","2009-04-13",4.5
"305","2009-04-14",4.35
"306","2009-04-15",4
"307","2009-04-16",4.3
"308","2009-04-17",4.3
"309","2009-04-20",4.3
"310","2009-04-21",4.2
"311","2009-04-22",4.15
"312","2009-04-23",4.2
"313","2009-04-24",4
"314","2009-04-27",4
"315","2009-04-28",4.35
"316","2009-04-29",4.49
"317","2009-04-30",4.9
"318","2009-05-01",5.01
"319","2009-05-04",5.94
"320","2009-05-05",6.29
"321","2009-05-06",5.65
"322","2009-05-07",5.31
"323","2009-05-08",5.15
"324","2009-05-11",5
"325","2009-05-12",4.95
"326","2009-05-13",4.86
"327","2009-05-14",4.75
"328","2009-05-15",5.09
"329","2009-05-18",5
"330","2009-05-19",5.05
"331","2009-05-20",5
"332","2009-05-21",5.18
"333","2009-05-22",5.19
"334","2009-05-26",5.66
"335","2009-05-27",5.88
"336","2009-05-28",5.7
"337","2009-05-29",6
"338","2009-06-01",5.95
"339","2009-06-02",5.91
"340","2009-06-03",5.6
"341","2009-06-04",5.67
"342","2009-06-05",6.4
"343","2009-06-08",6.66
"344","2009-06-09",6.95
"345","2009-06-10",6.91
"346","2009-06-11",7.02
"347","2009-06-12",7
"348","2009-06-15",7.25
"349","2009-06-16",7.06
"350","2009-06-17",6.91
"351","2009-06-18",7.35
"352","2009-06-19",7.86
"353","2009-06-22",9.41
"354","2009-06-23",9.5
"355","2009-06-24",9.26
"356","2009-06-25",9.72
"357","2009-06-26",9.5
"358","2009-06-29",9.1
"359","2009-06-30",8.87
"360","2009-07-01",9.48
"361","2009-07-02",8.92
"362","2009-07-06",8.2
"363","2009-07-07",7.69
"364","2009-07-08",7.58
"365","2009-07-09",7.52
"366","2009-07-10",7.99
"367","2009-07-13",7.98
"368","2009-07-14",7.8
"369","2009-07-15",7.9
"370","2009-07-16",8.33
"371","2009-07-17",8.1
"372","2009-07-20",7.9
"373","2009-07-21",8.04
"374","2009-07-22",8.83
"375","2009-07-23",8.6
"376","2009-07-24",9.15
"377","2009-07-27",8.7
"378","2009-07-28",8.32
"379","2009-07-29",8.21
"380","2009-07-30",8
"381","2009-07-31",8.55
"382","2009-08-03",8.08
"383","2009-08-04",8.02
"384","2009-08-05",8
"385","2009-08-06",7.9
"386","2009-08-07",7.9
"387","2009-08-10",8.14
"388","2009-08-11",7.9
"389","2009-08-12",7.79
"390","2009-08-13",7.61
"391","2009-08-14",7.64
"392","2009-08-17",7.3
"393","2009-08-18",7
"394","2009-08-19",6.8
"395","2009-08-20",6.89
"396","2009-08-21",6.8
"397","2009-08-24",6.76
"398","2009-08-25",6.93
"399","2009-08-26",7.43
"400","2009-08-27",7.25
"401","2009-08-28",7.31
"402","2009-08-31",7.11
"403","2009-09-01",7.09
"404","2009-09-02",6.87
"405","2009-09-03",7.01
"406","2009-09-04",6.7
"407","2009-09-08",6.63
"408","2009-09-09",6.73
"409","2009-09-10",6.75
"410","2009-09-11",6.62
"411","2009-09-14",6.52
"412","2009-09-15",6.66
"413","2009-09-16",6.77
"414","2009-09-17",6.76
"415","2009-09-18",6.74
"416","2009-09-21",6.57
"417","2009-09-22",6.49
"418","2009-09-23",6.62
"419","2009-09-24",6.3
"420","2009-09-25",5.96
"421","2009-09-28",5.73
"422","2009-09-29",5.7
"423","2009-09-30",5.61
"424","2009-10-01",5.66
"425","2009-10-02",5.54
"426","2009-10-05",5.98
"427","2009-10-06",6.05
"428","2009-10-07",5.9
"429","2009-10-08",6.03
"430","2009-10-09",6.05
"431","2009-10-12",5.96
"432","2009-10-13",5.96
"433","2009-10-14",5.92
"434","2009-10-15",5.94
"435","2009-10-16",5.94
"436","2009-10-19",5.8
"437","2009-10-20",5.76
"438","2009-10-21",5.72
"439","2009-10-22",5.72
"440","2009-10-23",5.12
"441","2009-10-26",5.3
"442","2009-10-27",5.38
"443","2009-10-28",5.26
"444","2009-10-29",5.16
"445","2009-10-30",5.19
"446","2009-11-02",5.21
"447","2009-11-03",5.15
"448","2009-11-04",5.1
"449","2009-11-05",5.02
"450","2009-11-06",5
"451","2009-11-09",4.4
"452","2009-11-10",4.18
"453","2009-11-11",4.25
"454","2009-11-12",4.4
"455","2009-11-13",4.53
"456","2009-11-16",4.47
"457","2009-11-17",4.89
"458","2009-11-18",5
"459","2009-11-19",4.71
"460","2009-11-20",5
"461","2009-11-23",5.24
"462","2009-11-24",5.56
"463","2009-11-25",5.18
"464","2009-11-27",5.01
"465","2009-11-30",5.2
"466","2009-12-01",5.24
"467","2009-12-02",5.05
"468","2009-12-03",5.05
"469","2009-12-04",4.94
"470","2009-12-07",5
"471","2009-12-08",4.99
"472","2009-12-09",4.91
"473","2009-12-10",5.25
"474","2009-12-11",5.11
"475","2009-12-14",5.11
"476","2009-12-15",5.02
"477","2009-12-16",5.13
"478","2009-12-17",4.84
"479","2009-12-18",4.84
"480","2009-12-21",4.43
"481","2009-12-22",4.38
"482","2009-12-23",4.56
"483","2009-12-24",4.57
"484","2009-12-28",4.5
"485","2009-12-29",4.5
"486","2009-12-30",4.4
"487","2009-12-31",4.47
"488","2010-01-04",4.7
"489","2010-01-05",4.65
"490","2010-01-06",4.51
"491","2010-01-07",4.52
"492","2010-01-08",4.75
"493","2010-01-11",4.3
"494","2010-01-12",4.3
"495","2010-01-13",4.49
"496","2010-01-14",4.32
"497","2010-01-15",4.45
"498","2010-01-19",4.45
"499","2010-01-20",4.24
"500","2010-01-21",4.2
"501","2010-01-22",3.86
"502","2010-01-25",3.92
"503","2010-01-26",3.95
"504","2010-01-27",3.89
"505","2010-01-28",3.67
"506","2010-01-29",3
"507","2010-02-01",3.4
"508","2010-02-02",3.6
"509","2010-02-03",3.53
"510","2010-02-04",3.41
"511","2010-02-05",3.49
"512","2010-02-08",3.67
"513","2010-02-09",3.65
"514","2010-02-10",3.7
"515","2010-02-11",3.52
"516","2010-02-12",3.47
"517","2010-02-16",3.5
"518","2010-02-17",3.37
"519","2010-02-18",3.45
"520","2010-02-19",3.45
"521","2010-02-22",3.5
"522","2010-02-23",3.55
"523","2010-02-24",3.8
"524","2010-02-25",3.8
"525","2010-02-26",3.8
"526","2010-03-01",3.85
"527","2010-03-02",3.78
"528","2010-03-03",3.67
"529","2010-03-04",3.64
"530","2010-03-05",3.52
"531","2010-03-08",3.69
"532","2010-03-09",3.68
"533","2010-03-10",3.72
"534","2010-03-11",3.85
"535","2010-03-12",4.53
"536","2010-03-15",4.55
"537","2010-03-16",4.21
"538","2010-03-17",4.17
"539","2010-03-18",4.06
"540","2010-03-19",4.04
"541","2010-03-22",4
"542","2010-03-23",4
"543","2010-03-24",4.03
"544","2010-03-25",4.04
"545","2010-03-26",4.23
"546","2010-03-29",4.3
"547","2010-03-30",4.35
"548","2010-03-31",4.03
"549","2010-04-01",3.99
"550","2010-04-05",4.01
"551","2010-04-06",4.06
"552","2010-04-07",4
"553","2010-04-08",4
"554","2010-04-09",3.92
"555","2010-04-12",3.62
"556","2010-04-13",3.6
"557","2010-04-14",3.58
"558","2010-04-15",3.59
"559","2010-04-16",3.55
"560","2010-04-19",3.53
"561","2010-04-20",3.53
"562","2010-04-21",3.5
"563","2010-04-22",3.44
"564","2010-04-23",3.45
"565","2010-04-26",3.55
"566","2010-04-27",3.5
"567","2010-04-28",3.49
"568","2010-04-29",3.53
"569","2010-04-30",3.53
"570","2010-05-03",3.52
"571","2010-05-04",3.55
"572","2010-05-05",3.52
"573","2010-05-06",3.53
"574","2010-05-07",3.37
"575","2010-05-10",3.4
"576","2010-05-11",3.41
"577","2010-05-12",3.36
"578","2010-05-13",3.44
"579","2010-05-14",3.61
"580","2010-05-17",3.51
"581","2010-05-18",3.53
"582","2010-05-19",3.36
"583","2010-05-20",3.35
"584","2010-05-21",3.38
"585","2010-05-24",3.3
"586","2010-05-25",3.32
"587","2010-05-26",3.29
"588","2010-05-27",3.22
"589","2010-05-28",3.25
"590","2010-06-01",3.29
"591","2010-06-02",3.31
"592","2010-06-03",3.31
"593","2010-06-04",3.3
"594","2010-06-07",3.36
"595","2010-06-08",3.43
"596","2010-06-09",3.43
"597","2010-06-10",3.5
"598","2010-06-11",3.5
"599","2010-06-14",3.6
"600","2010-06-15",3.5
"601","2010-06-16",3.38
"602","2010-06-17",3.31
"603","2010-06-18",3.25
"604","2010-06-21",3.2
"605","2010-06-22",3.3
"606","2010-06-23",3.3
"607","2010-06-24",3.24
"608","2010-06-25",3.19
"609","2010-06-28",3.11
"610","2010-06-29",2.99
"611","2010-06-30",3
"612","2010-07-01",2.84
"613","2010-07-02",2.8
"614","2010-07-06",2.8
"615","2010-07-07",2.94
"616","2010-07-08",3.01
"617","2010-07-09",2.91
"618","2010-07-12",3.05
"619","2010-07-13",2.94
"620","2010-07-14",3
"621","2010-07-15",3
"622","2010-07-16",3
"623","2010-07-19",2.96
"624","2010-07-20",3.08
"625","2010-07-21",3.05
"626","2010-07-22",3
"627","2010-07-23",3.04
"628","2010-07-26",3.05
"629","2010-07-27",3.03
"630","2010-07-28",3.08
"631","2010-07-29",3.01
"632","2010-07-30",2.98
"633","2010-08-02",2.98
"634","2010-08-03",2.98
"635","2010-08-04",3
"636","2010-08-05",3
"637","2010-08-06",3
"638","2010-08-09",3.1
"639","2010-08-10",3.06
"640","2010-08-11",3
"641","2010-08-12",2.96
"642","2010-08-13",2.95
"643","2010-08-16",2.94
"644","2010-08-17",2.93
"645","2010-08-18",2.91
"646","2010-08-19",2.98
"647","2010-08-20",2.92
"648","2010-08-23",2.9
"649","2010-08-24",2.95
"650","2010-08-25",2.85
"651","2010-08-26",2.85
"652","2010-08-27",2.9
"653","2010-08-30",2.85
"654","2010-08-31",2.9
"655","2010-09-01",2.94
"656","2010-09-02",2.97
"657","2010-09-03",2.95
"658","2010-09-07",2.97
"659","2010-09-08",2.85
"660","2010-09-09",2.85
"661","2010-09-10",2.85
"662","2010-09-13",2.85
"663","2010-09-14",2.85
"664","2010-09-15",2.81
"665","2010-09-16",2.8
"666","2010-09-17",2.85
"667","2010-09-20",2.85
"668","2010-09-21",2.9
"669","2010-09-22",2.9
"670","2010-09-23",2.9
"671","2010-09-24",2.9
"672","2010-09-27",2.97
"673","2010-09-28",2.94
"674","2010-09-29",2.93
"675","2010-09-30",2.96
"676","2010-10-01",3.03
"677","2010-10-04",3.01
"678","2010-10-05",3.01
"679","2010-10-06",3.05
"680","2010-10-07",3.05
"681","2010-10-08",2.96
"682","2010-10-11",3.07
"683","2010-10-12",3.14
"684","2010-10-13",3.14
"685","2010-10-14",3.13
"686","2010-10-15",3.13
"687","2010-10-18",3.29
"688","2010-10-19",3.29
"689","2010-10-20",3.25
"690","2010-10-21",3.25
"691","2010-10-22",3.25
"692","2010-10-25",3.42
"693","2010-10-26",3.45
"694","2010-10-27",3.48
"695","2010-10-28",3.21
"696","2010-10-29",3.28
"697","2010-11-01",3.46
"698","2010-11-02",3.57
"699","2010-11-03",3.56
"700","2010-11-04",3.56
"701","2010-11-05",3.53
"702","2010-11-08",3.44
"703","2010-11-09",3.31
"704","2010-11-10",3.87
"705","2010-11-11",4.01
"706","2010-11-12",4
"707","2010-11-15",3.9
"708","2010-11-16",3.75
"709","2010-11-17",3.54
"710","2010-11-18",3.55
"711","2010-11-19",3.52
"712","2010-11-22",3.65
"713","2010-11-23",3.65
"714","2010-11-24",3.68
"715","2010-11-26",3.68
"716","2010-11-29",3.68
"717","2010-11-30",3.75
"718","2010-12-01",4.01
"719","2010-12-02",4
"720","2010-12-03",4
"721","2010-12-06",4
"722","2010-12-07",4
"723","2010-12-08",4
"724","2010-12-09",3.81
"725","2010-12-10",4
"726","2010-12-13",3.81
"727","2010-12-14",3.92
"728","2010-12-15",3.66
"729","2010-12-16",3.67
"730","2010-12-17",3.67
"731","2010-12-20",3.7
"732","2010-12-21",3.87
"733","2010-12-22",3.81
"734","2010-12-23",3.79
"735","2010-12-27",3.71
"736","2010-12-28",3.71
"737","2010-12-29",3.69
"738","2010-12-30",3.65
"739","2010-12-31",3.65
"740","2011-01-03",3.7
"741","2011-01-04",3.74
"742","2011-01-05",3.7
"743","2011-01-06",3.84
"744","2011-01-07",3.85
"745","2011-01-10",3.83
"746","2011-01-11",3.8
"747","2011-01-12",3.86
"748","2011-01-13",3.75
"749","2011-01-14",3.98
"750","2011-01-18",3.95
"751","2011-01-19",4.04
"752","2011-01-20",4.04
"753","2011-01-21",4
"754","2011-01-24",4.19
"755","2011-01-25",4.23
"756","2011-01-26",4.19
"757","2011-01-27",4.12
"758","2011-01-28",4.04
"759","2011-01-31",4.19
"760","2011-02-01",4.09
"761","2011-02-02",4.19
"762","2011-02-03",4.18
"763","2011-02-04",4.06
"764","2011-02-07",4.16
"765","2011-02-08",4.05
"766","2011-02-09",4.19
"767","2011-02-10",4.1
"768","2011-02-11",4.19
"769","2011-02-14",4.25
"770","2011-02-15",4.25
"771","2011-02-16",4.38
"772","2011-02-17",4.4
"773","2011-02-18",4.54
"774","2011-02-22",5
"775","2011-02-23",4.98
"776","2011-02-24",5.5
"777","2011-02-25",7.14
"778","2011-02-28",8
"779","2011-03-01",8
"780","2011-03-02",7.83
"781","2011-03-03",7.88
"782","2011-03-04",7.61
"783","2011-03-07",7.69
"784","2011-03-08",7.74
"785","2011-03-09",7.75
"786","2011-03-10",7.7
"787","2011-03-11",7.95
"788","2011-03-14",7.77
"789","2011-03-15",7.69
"790","2011-03-16",8.1
"791","2011-03-17",8.09
"792","2011-03-18",7.99
"793","2011-03-21",7.91
"794","2011-03-22",7.91
"795","2011-03-23",7.99
"796","2011-03-24",7.94
"797","2011-03-25",7.93
"798","2011-03-28",7.91
"799","2011-03-29",7.99
"800","2011-03-30",7.81
"801","2011-03-31",8
"802","2011-04-01",7.99
"803","2011-04-04",8
"804","2011-04-05",7.96
"805","2011-04-06",7.78
"806","2011-04-07",7.98
"807","2011-04-08",7.85
"808","2011-04-11",7.85
"809","2011-04-12",7.85
"810","2011-04-13",7.97
"811","2011-04-14",7.92
"812","2011-04-15",7.87
"813","2011-04-18",7.87
"814","2011-04-19",7.58
"815","2011-04-20",7
"816","2011-04-21",7.06
"817","2011-04-25",8
"818","2011-04-26",7.88
"819","2011-04-27",7.8
"820","2011-04-28",7.91
"821","2011-04-29",8.18
"822","2011-05-02",8
"823","2011-05-03",8.03
"824","2011-05-04",8
"825","2011-05-05",8
"826","2011-05-06",8.22
"827","2011-05-09",8.46
"828","2011-05-10",8.5
"829","2011-05-11",8.84
"830","2011-05-12",8.82
"831","2011-05-13",9.22
"832","2011-05-16",10.01
"833","2011-05-17",10.5
"834","2011-05-18",10.32
"835","2011-05-19",10.37
"836","2011-05-20",10.34
"837","2011-05-23",9.98
"838","2011-05-24",10.62
"839","2011-05-25",10.52
"840","2011-05-26",11.25
"841","2011-05-27",11.08
"842","2011-05-31",11.36
"843","2011-06-01",12.62
"844","2011-06-02",12.34
"845","2011-06-03",12.22
"846","2011-06-06",11.85
"847","2011-06-07",11.57
"848","2011-06-08",10.98
"849","2011-06-09",10.8
"850","2011-06-10",10.63
"851","2011-06-13",10.5
"852","2011-06-14",10.55
"853","2011-06-15",10.54
"854","2011-06-16",10.39
"855","2011-06-17",10.34
"856","2011-06-20",10.31
"857","2011-06-21",10.26
"858","2011-06-22",10.25
"859","2011-06-23",10.06
"860","2011-06-24",9.59
"861","2011-06-27",9.2
"862","2011-06-28",9.36
"863","2011-06-29",9.75
"864","2011-06-30",10
"865","2011-07-01",10.38
"866","2011-07-05",10.55
"867","2011-07-06",10.67
"868","2011-07-07",11.18
"869","2011-07-08",11.02
"870","2011-07-11",11.18
"871","2011-07-12",10.74
"872","2011-07-13",10.79
"873","2011-07-14",10.75
"874","2011-07-15",10.67
"875","2011-07-18",10.67
"876","2011-07-19",11.2
"877","2011-07-20",10.84
"878","2011-07-21",10.3
"879","2011-07-22",10.16
"880","2011-07-25",10
"881","2011-07-26",9.86
"882","2011-07-27",9.32
"883","2011-07-28",9.15
"884","2011-07-29",9.16
"885","2011-08-01",9.91
"886","2011-08-02",9.98
"887","2011-08-03",9.94
"888","2011-08-04",10.15
"889","2011-08-05",9.51
"890","2011-08-08",8.5
"891","2011-08-09",9
"892","2011-08-10",9.5
"893","2011-08-11",10
"894","2011-08-12",10
"895","2011-08-15",9.3
"896","2011-08-16",9.19
"897","2011-08-17",9.26
"898","2011-08-18",8.83
"899","2011-08-19",9
"900","2011-08-22",8.4
"901","2011-08-23",8.38
"902","2011-08-24",8.5
"903","2011-08-25",8.5
"904","2011-08-26",8.99
"905","2011-08-29",9
"906","2011-08-30",9.09
"907","2011-08-31",9.52
"908","2011-09-01",9.46
"909","2011-09-02",9.47
"910","2011-09-06",9.45
"911","2011-09-07",9.7
"912","2011-09-08",9.77
"913","2011-09-09",9.25
"914","2011-09-12",9.27
"915","2011-09-13",9.27
"916","2011-09-14",9.34
"917","2011-09-15",9.2
"918","2011-09-16",9.41
"919","2011-09-19",9.91
"920","2011-09-20",9.62
"921","2011-09-21",9.33
"922","2011-09-22",9.02
"923","2011-09-23",8.98
"924","2011-09-26",8.85
"925","2011-09-27",9
"926","2011-09-28",8.92
"927","2011-09-29",8.94
"928","2011-09-30",9
"929","2011-10-03",8.55
"930","2011-10-04",8.5
"931","2011-10-05",8.96
"932","2011-10-06",8.96
"933","2011-10-07",8.99
"934","2011-10-10",8.61
"935","2011-10-11",8.46
"936","2011-10-12",8.55
"937","2011-10-13",8.95
"938","2011-10-14",9.01
"939","2011-10-17",8.9
"940","2011-10-18",8.94
"941","2011-10-19",8.76
"942","2011-10-20",8.76
"943","2011-10-21",8.95
"944","2011-10-24",9.48
"945","2011-10-25",9.42
"946","2011-10-26",9.05
"947","2011-10-27",9
"948","2011-10-28",9.3
"949","2011-10-31",9.86
"950","2011-11-01",9.75
"951","2011-11-02",9.77
"952","2011-11-03",9.93
"953","2011-11-04",9.94
"954","2011-11-07",9.83
"955","2011-11-08",9.99
"956","2011-11-09",9.76
"957","2011-11-10",9.81
"958","2011-11-11",9.75
"959","2011-11-14",9.75
"960","2011-11-15",9.85
"961","2011-11-16",9.75
"962","2011-11-17",9.75
"963","2011-11-18",9.7
"964","2011-11-21",9.32
"965","2011-11-22",9.85
"966","2011-11-23",9.4
"967","2011-11-25",9.67
"968","2011-11-28",9.41
"969","2011-11-29",9.74
"970","2011-11-30",9.43
"971","2011-12-01",9.49
"972","2011-12-02",9.48
"973","2011-12-05",9.52
"974","2011-12-06",9.59
"975","2011-12-07",9.55
"976","2011-12-08",9.4
"977","2011-12-09",9
"978","2011-12-12",9
"979","2011-12-13",8.9
"980","2011-12-14",8.45
"981","2011-12-15",8.85
"982","2011-12-16",9
"983","2011-12-19",8.98
"984","2011-12-20",9
"985","2011-12-21",8.4
"986","2011-12-22",8.77
"987","2011-12-23",8.59
"988","2011-12-27",8
"989","2011-12-28",7.56
"990","2011-12-29",7.69
"991","2011-12-30",7.5
"992","2012-01-03",7.39
"993","2012-01-04",7.39
"994","2012-01-05",7.36
"995","2012-01-06",7.35
"996","2012-01-09",7.45
"997","2012-01-10",7.56
"998","2012-01-11",7.6
"999","2012-01-12",7.58
"1000","2012-01-13",7.59
"1001","2012-01-17",7.07
"1002","2012-01-18",6.75
"1003","2012-01-19",6.29
"1004","2012-01-20",6.21
"1005","2012-01-23",6.25
"1006","2012-01-24",6.18
"1007","2012-01-25",6.3
"1008","2012-01-26",6.3
