"","date","FSBW"
"73","2012-10-19",10.94
"74","2012-10-22",10.9
"75","2012-10-23",10.8
"76","2012-10-24",10.93
"77","2012-10-25",11.14
"78","2012-10-26",11
"79","2012-10-31",11.65
"80","2012-11-01",12
"81","2012-11-02",12
"82","2012-11-05",11.99
"83","2012-11-06",11.93
"84","2012-11-07",11.93
"85","2012-11-08",11.93
"86","2012-11-09",11.93
"87","2012-11-12",11.99
"88","2012-11-13",12
"89","2012-11-14",12
"90","2012-11-15",11.9
"91","2012-11-16",12
"92","2012-11-19",12.21
"93","2012-11-20",12.48
"94","2012-11-21",12.58
"95","2012-11-23",12.95
"96","2012-11-26",12.97
"97","2012-11-27",12.97
"98","2012-11-28",12.93
"99","2012-11-29",13
"100","2012-11-30",13.09
"101","2012-12-03",13.06
"102","2012-12-04",13.02
"103","2012-12-05",13.07
"104","2012-12-06",13.3
"105","2012-12-07",13.04
"106","2012-12-10",13.04
"107","2012-12-11",12.95
"108","2012-12-12",12.93
"109","2012-12-13",12.99
"110","2012-12-14",13
"111","2012-12-17",13
"112","2012-12-18",12.98
"113","2012-12-19",12.99
"114","2012-12-20",12.99
"115","2012-12-21",12.98
"116","2012-12-24",12.94
"117","2012-12-26",12.94
"118","2012-12-27",12.94
"119","2012-12-28",12.97
"120","2012-12-31",12.97
"121","2013-01-02",13
"122","2013-01-03",13
"123","2013-01-04",12.9
"124","2013-01-07",13.06
"125","2013-01-08",13.19
"126","2013-01-09",13.19
"127","2013-01-10",13.28
"128","2013-01-11",13.07
"129","2013-01-14",13.19
"130","2013-01-15",13.39
"131","2013-01-16",13.64
"132","2013-01-17",13.74
"133","2013-01-18",14
"134","2013-01-22",14.2
"135","2013-01-23",14.11
"136","2013-01-24",14.46
"137","2013-01-25",14.3
"138","2013-01-28",14
"139","2013-01-29",14.05
"140","2013-01-30",14.05
"141","2013-01-31",14.25
"142","2013-02-01",14.93
"143","2013-02-04",14.6
"144","2013-02-05",14.61
"145","2013-02-06",15.02
"146","2013-02-07",15.24
"147","2013-02-08",15
"148","2013-02-11",15.48
"149","2013-02-12",15.22
"150","2013-02-13",15
"151","2013-02-14",15
"152","2013-02-15",15.22
"153","2013-02-19",15.12
"154","2013-02-20",14.95
"155","2013-02-21",14.71
"156","2013-02-22",14.7
"157","2013-02-25",14.5
"158","2013-02-26",14.66
"159","2013-02-27",14.76
"160","2013-02-28",14.67
"161","2013-03-01",14.96
"162","2013-03-04",14.84
"163","2013-03-05",14.9
"164","2013-03-06",14.98
"165","2013-03-07",15.02
"166","2013-03-08",14.98
"167","2013-03-11",15.34
"168","2013-03-12",15.25
"169","2013-03-13",15.21
"170","2013-03-14",16.4
"171","2013-03-15",15.99
"172","2013-03-18",15.92
"173","2013-03-19",15.95
"174","2013-03-20",16.469999
"175","2013-03-21",16.469999
"176","2013-03-22",15.83
"177","2013-03-25",16
"178","2013-03-26",15.95
"179","2013-03-27",16
"180","2013-03-28",15.85
"181","2013-04-01",15.86
"182","2013-04-02",15.86
"183","2013-04-03",15.98
"184","2013-04-04",16.120001
"185","2013-04-05",16.1
"186","2013-04-08",15.95
"187","2013-04-09",15.99
"188","2013-04-10",15.99
"189","2013-04-11",16.09
"190","2013-04-12",16.200001
"191","2013-04-15",16.120001
"192","2013-04-16",15.9
"193","2013-04-17",15.91
"194","2013-04-18",15.91
"195","2013-04-19",15.85
"196","2013-04-22",15.7
"197","2013-04-23",15.89
"198","2013-04-24",16.09
"199","2013-04-25",15.98
"200","2013-04-26",15.97
"201","2013-04-29",16.25
"202","2013-04-30",16.459999
"203","2013-05-01",16.450001
"204","2013-05-02",16.49
"205","2013-05-03",16.52
"206","2013-05-06",16.99
"207","2013-05-07",16.92
"208","2013-05-08",16.950001
"209","2013-05-09",16.9
"210","2013-05-10",16.91
"211","2013-05-13",16.809999
"212","2013-05-14",17
"213","2013-05-15",16.85
"214","2013-05-16",16.799999
"215","2013-05-17",16.99
"216","2013-05-20",16.809999
"217","2013-05-21",16.9
"218","2013-05-22",16.91
"219","2013-05-23",16.809999
"220","2013-05-24",16.91
"221","2013-05-28",17
"222","2013-05-29",17
"223","2013-05-30",16.77
"224","2013-05-31",17
"225","2013-06-03",16.969999
"226","2013-06-04",16.969999
"227","2013-06-05",17.09
"228","2013-06-06",17.02
"229","2013-06-07",17.02
"230","2013-06-10",18.370001
"231","2013-06-11",17.82
"232","2013-06-12",17.9
"233","2013-06-13",17.85
"234","2013-06-14",17.85
"235","2013-06-17",17.77
"236","2013-06-18",17.690001
"237","2013-06-19",17.799999
"238","2013-06-20",17.5
"239","2013-06-21",17.25
"240","2013-06-24",17.32
"241","2013-06-25",17.85
"242","2013-06-26",17.84
"243","2013-06-27",17.85
"244","2013-06-28",18
"245","2013-07-01",17.92
"246","2013-07-02",17.9
"247","2013-07-03",17.9
"248","2013-07-05",17.85
"249","2013-07-08",17.360001
"250","2013-07-09",17.610001
"251","2013-07-10",17.35
"252","2013-07-11",17.15
"253","2013-07-12",17.15
"254","2013-07-15",17.139999
"255","2013-07-16",17.25
"256","2013-07-17",17.23
"257","2013-07-18",17.15
"258","2013-07-19",17.299999
"259","2013-07-22",17.120001
"260","2013-07-23",17.4
"261","2013-07-24",17.35
"262","2013-07-25",17.299999
"263","2013-07-26",17.25
"264","2013-07-29",17.299999
"265","2013-07-30",17.27
"266","2013-07-31",17.35
"267","2013-08-01",17.35
"268","2013-08-02",17.17
"269","2013-08-05",17.23
"270","2013-08-06",17.129999
"271","2013-08-07",17.040001
"272","2013-08-08",17.040001
"273","2013-08-09",17.35
"274","2013-08-12",17
"275","2013-08-13",17.129999
"276","2013-08-14",16.76
"277","2013-08-15",17.1
"278","2013-08-16",16.9
"279","2013-08-19",16.719999
"280","2013-08-20",16.57
"281","2013-08-21",16.58
"282","2013-08-22",16.73
"283","2013-08-23",16.76
"284","2013-08-26",16.76
"285","2013-08-27",16.74
"286","2013-08-28",16.75
"287","2013-08-29",16.75
"288","2013-08-30",16.799999
"289","2013-09-03",16.879999
"290","2013-09-04",16.9
"291","2013-09-05",16.67
"292","2013-09-06",16.77
"293","2013-09-09",16.84
"294","2013-09-10",17.01
"295","2013-09-11",17.15
"296","2013-09-12",17
"297","2013-09-13",17
"298","2013-09-16",17.26
"299","2013-09-17",17.200001
"300","2013-09-18",17.15
"301","2013-09-19",17.26
"302","2013-09-20",17.35
"303","2013-09-23",17.35
"304","2013-09-24",17.209999
"305","2013-09-25",16.92
"306","2013-09-26",17
"307","2013-09-27",17.01
"308","2013-09-30",17
"309","2013-10-01",17.1
"310","2013-10-02",17.200001
"311","2013-10-03",17.09
"312","2013-10-04",17.09
"313","2013-10-07",16.6
"314","2013-10-08",16.879999
"315","2013-10-09",16.879999
"316","2013-10-10",16.879999
"317","2013-10-11",16.77
"318","2013-10-14",16.870001
"319","2013-10-15",16.73
"320","2013-10-16",16.85
"321","2013-10-17",16.709999
"322","2013-10-18",16.74
"323","2013-10-21",17
"324","2013-10-22",17
"325","2013-10-23",17
"326","2013-10-24",17.02
"327","2013-10-25",17.1
"328","2013-10-28",17.129999
"329","2013-10-29",17.15
"330","2013-10-30",17.26
"331","2013-10-31",17
"332","2013-11-01",17
"333","2013-11-04",17.02
"334","2013-11-05",17.200001
"335","2013-11-06",17.15
"336","2013-11-07",17.16
"337","2013-11-08",17.18
"338","2013-11-11",17
"339","2013-11-12",17.200001
"340","2013-11-13",17.280001
"341","2013-11-14",17.190001
"342","2013-11-15",17.209999
"343","2013-11-18",17.190001
"344","2013-11-19",17.15
"345","2013-11-20",17.15
"346","2013-11-21",17.139999
"347","2013-11-22",17.23
"348","2013-11-25",17.15
"349","2013-11-26",17.200001
"350","2013-11-27",17.200001
"351","2013-11-29",17.209999
"352","2013-12-02",17.209999
"353","2013-12-03",17.15
"354","2013-12-04",17.219999
"355","2013-12-05",17.219999
"356","2013-12-06",17.23
"357","2013-12-09",17.200001
"358","2013-12-10",17.17
"359","2013-12-11",17.16
"360","2013-12-12",17.219999
"361","2013-12-13",17.23
"362","2013-12-16",17.15
"363","2013-12-17",17.23
"364","2013-12-18",17.23
"365","2013-12-19",17.16
"366","2013-12-20",17.17
"367","2013-12-23",17.18
"368","2013-12-24",17.15
"369","2013-12-26",17.15
"370","2013-12-27",17.18
"371","2013-12-30",17.120001
"372","2013-12-31",17.15
"373","2014-01-02",17.1
"374","2014-01-03",17.1
"375","2014-01-06",17.1
"376","2014-01-07",17.1
"377","2014-01-08",17.1
"378","2014-01-09",17
"379","2014-01-10",17
"380","2014-01-13",17.07
"381","2014-01-14",17.1
"382","2014-01-15",17
"383","2014-01-16",17
"384","2014-01-17",16.969999
"385","2014-01-21",17
"386","2014-01-22",16.91
"387","2014-01-23",17.200001
"388","2014-01-24",17
"389","2014-01-27",17.1
"390","2014-01-28",17
"391","2014-01-29",17.08
"392","2014-01-30",17.16
"393","2014-01-31",17.15
"394","2014-02-03",16.969999
"395","2014-02-04",17
"396","2014-02-05",16.85
"397","2014-02-06",16.870001
"398","2014-02-07",16.950001
"399","2014-02-10",17.02
"400","2014-02-11",16.969999
"401","2014-02-12",16.85
"402","2014-02-13",16.85
"403","2014-02-14",16.860001
"404","2014-02-18",16.85
"405","2014-02-19",16.85
"406","2014-02-20",17.030001
"407","2014-02-21",16.799999
"408","2014-02-24",16.799999
"409","2014-02-25",16.91
"410","2014-02-26",16.84
"411","2014-02-27",16.99
"412","2014-02-28",16.85
"413","2014-03-03",16.889999
"414","2014-03-04",16.92
"415","2014-03-05",16.889999
"416","2014-03-06",16.889999
"417","2014-03-07",16.860001
"418","2014-03-10",16.780001
"419","2014-03-11",16.780001
"420","2014-03-12",16.73
"421","2014-03-13",16.82
"422","2014-03-14",16.74
"423","2014-03-17",16.639999
"424","2014-03-18",16.639999
"425","2014-03-19",16.639999
"426","2014-03-20",16.66
"427","2014-03-21",16.65
"428","2014-03-24",16.540001
"429","2014-03-25",16.540001
"430","2014-03-26",16.5
"431","2014-03-27",16.5
"432","2014-03-28",16.49
"433","2014-03-31",16.35
"434","2014-04-01",16.23
"435","2014-04-02",16.59
"436","2014-04-03",16.59
"437","2014-04-04",16.52
"438","2014-04-07",16.52
"439","2014-04-08",16.52
"440","2014-04-09",16.379999
"441","2014-04-10",16.370001
"442","2014-04-11",16.370001
"443","2014-04-14",16.370001
"444","2014-04-15",16.370001
"445","2014-04-16",16.66
"446","2014-04-17",16.65
"447","2014-04-21",16.5
"448","2014-04-22",16.41
"449","2014-04-23",16.41
"450","2014-04-24",16.41
"451","2014-04-25",16.4
"452","2014-04-28",16.4
"453","2014-04-29",16.4
"454","2014-04-30",16.51
"455","2014-05-01",16.75
"456","2014-05-02",16.549999
"457","2014-05-05",16.82
"458","2014-05-06",16.889999
"459","2014-05-07",16.889999
"460","2014-05-08",16.889999
"461","2014-05-09",16.549999
"462","2014-05-12",17.1
"463","2014-05-13",17.190001
"464","2014-05-14",17.139999
"465","2014-05-15",17.18
"466","2014-05-16",16.950001
"467","2014-05-19",17.059999
"468","2014-05-20",17.02
"469","2014-05-21",17.02
"470","2014-05-22",17.16
"471","2014-05-23",17.09
"472","2014-05-27",17.110001
"473","2014-05-28",17.08
"474","2014-05-29",17.049999
"475","2014-05-30",17.139999
"476","2014-06-02",17.190001
"477","2014-06-03",17.32
"478","2014-06-04",17.18
"479","2014-06-05",17.25
"480","2014-06-06",17.25
"481","2014-06-09",17.040001
"482","2014-06-10",17.08
"483","2014-06-11",17.17
"484","2014-06-12",17.190001
"485","2014-06-13",17
"486","2014-06-16",17
"487","2014-06-17",17
"488","2014-06-18",17.1
"489","2014-06-19",17.209999
"490","2014-06-20",17.41
"491","2014-06-23",17.42
"492","2014-06-24",17.33
"493","2014-06-25",17.4
"494","2014-06-26",17.469999
"495","2014-06-27",17.4
"496","2014-06-30",17.4
"497","2014-07-01",17.4
"498","2014-07-02",17.389999
"499","2014-07-03",17.389999
"500","2014-07-07",17.23
"501","2014-07-08",17.23
"502","2014-07-09",17.17
"503","2014-07-10",17.08
"504","2014-07-11",17.08
"505","2014-07-14",16.950001
"506","2014-07-15",17.299999
"507","2014-07-16",17.18
"508","2014-07-17",17.18
"509","2014-07-18",17.18
"510","2014-07-21",17.15
"511","2014-07-22",17.120001
"512","2014-07-23",17.08
"513","2014-07-24",17.08
"514","2014-07-25",17.190001
"515","2014-07-28",17.16
"516","2014-07-29",17.33
"517","2014-07-30",17.24
"518","2014-07-31",17.25
"519","2014-08-01",17.379999
"520","2014-08-04",17.209999
"521","2014-08-05",17.08
"522","2014-08-06",17.219999
"523","2014-08-07",17.219999
"524","2014-08-08",17.200001
"525","2014-08-11",17.219999
"526","2014-08-12",17.26
"527","2014-08-13",17.09
"528","2014-08-14",17.4
"529","2014-08-15",17.190001
"530","2014-08-18",17.299999
"531","2014-08-19",17.299999
"532","2014-08-20",17.25
"533","2014-08-21",17.299999
"534","2014-08-22",17.290001
"535","2014-08-25",17.389999
"536","2014-08-26",17.360001
"537","2014-08-27",17.35
"538","2014-08-28",17.35
"539","2014-08-29",17.35
"540","2014-09-02",17.309999
"541","2014-09-03",17.33
"542","2014-09-04",17.280001
"543","2014-09-05",17.280001
"544","2014-09-08",17.25
"545","2014-09-09",17.25
"546","2014-09-10",17.280001
"547","2014-09-11",17.18
"548","2014-09-12",17.18
"549","2014-09-15",17.15
"550","2014-09-16",17.18
"551","2014-09-17",17.15
"552","2014-09-18",17.139999
"553","2014-09-19",17.389999
"554","2014-09-22",17.209999
"555","2014-09-23",17.15
"556","2014-09-24",17.15
"557","2014-09-25",17.1
"558","2014-09-26",17.01
"559","2014-09-29",17.110001
"560","2014-09-30",17.1
"561","2014-10-01",17.049999
"562","2014-10-02",17.030001
"563","2014-10-03",17.040001
"564","2014-10-06",16.68
"565","2014-10-07",16.74
"566","2014-10-08",16.799999
"567","2014-10-09",16.799999
"568","2014-10-10",16.799999
"569","2014-10-13",16.799999
"570","2014-10-14",16.799999
"571","2014-10-15",16.799999
"572","2014-10-16",16.799999
"573","2014-10-17",16.77
"574","2014-10-20",16.77
"575","2014-10-21",16.799999
"576","2014-10-22",17
"577","2014-10-23",17
"578","2014-10-24",17.1
"579","2014-10-27",16.99
"580","2014-10-28",17.4
"581","2014-10-29",17.4
"582","2014-10-30",17.299999
"583","2014-10-31",17.18
"584","2014-11-03",17.1
"585","2014-11-04",17.1
"586","2014-11-05",17.25
"587","2014-11-06",17.25
"588","2014-11-07",17.1
"589","2014-11-10",17.16
"590","2014-11-11",17.200001
"591","2014-11-12",17.25
"592","2014-11-13",17.219999
"593","2014-11-14",17.299999
"594","2014-11-17",17.32
"595","2014-11-18",17.32
"596","2014-11-19",17.35
"597","2014-11-20",17.32
"598","2014-11-21",17.389999
"599","2014-11-24",17.4
"600","2014-11-25",17.379999
"601","2014-11-26",17.389999
"602","2014-11-28",17.4
"603","2014-12-01",17.4
"604","2014-12-02",17.389999
"605","2014-12-03",17.35
"606","2014-12-04",17.200001
"607","2014-12-05",17.370001
"608","2014-12-08",17.370001
"609","2014-12-09",17.219999
"610","2014-12-10",17.32
"611","2014-12-11",17.200001
"612","2014-12-12",17.309999
"613","2014-12-15",17.32
"614","2014-12-16",17.299999
"615","2014-12-17",17.25
"616","2014-12-18",17.309999
"617","2014-12-19",17.389999
"618","2014-12-22",17.4
"619","2014-12-23",17.65
"620","2014-12-24",17.85
"621","2014-12-26",17.85
"622","2014-12-29",17.85
"623","2014-12-30",17.85
"624","2014-12-31",18.25
"625","2015-01-02",18.25
"626","2015-01-05",18.25
"627","2015-01-06",18.200001
"628","2015-01-07",18.200001
"629","2015-01-08",18.469999
"630","2015-01-09",18.469999
"631","2015-01-12",18.02
"632","2015-01-13",18.129999
"633","2015-01-14",18.01
"634","2015-01-15",18.23
"635","2015-01-16",18.23
"636","2015-01-20",18.700001
"637","2015-01-21",18.33
"638","2015-01-22",18.469999
"639","2015-01-23",18.02
"640","2015-01-26",18.219999
"641","2015-01-27",18.219999
"642","2015-01-28",18.200001
"643","2015-01-29",18.18
"644","2015-01-30",18.5
"645","2015-02-02",18.65
"646","2015-02-03",18.99
"647","2015-02-04",18.85
"648","2015-02-05",18.959999
"649","2015-02-06",18.9
"650","2015-02-09",18.959999
"651","2015-02-10",19.25
"652","2015-02-11",19
"653","2015-02-12",19.360001
"654","2015-02-13",19.360001
"655","2015-02-17",19.299999
"656","2015-02-18",19.49
"657","2015-02-19",19.450001
"658","2015-02-20",19.450001
"659","2015-02-23",19.43
"660","2015-02-24",19.43
"661","2015-02-25",19.43
"662","2015-02-26",19.450001
"663","2015-02-27",19.299999
"664","2015-03-02",19.450001
"665","2015-03-03",19.42
"666","2015-03-04",19.42
"667","2015-03-05",19.42
"668","2015-03-06",19.379999
"669","2015-03-09",19.450001
"670","2015-03-10",19.26
"671","2015-03-11",19.280001
"672","2015-03-12",19.450001
"673","2015-03-13",19.450001
"674","2015-03-16",19.43
"675","2015-03-17",19.32
"676","2015-03-18",19.23
"677","2015-03-19",19.309999
"678","2015-03-20",18.92
"679","2015-03-23",19.129999
"680","2015-03-24",19.1
"681","2015-03-25",19.370001
"682","2015-03-26",19.4
"683","2015-03-27",19.42
"684","2015-03-30",18.91
"685","2015-03-31",19.360001
"686","2015-04-01",19.26
"687","2015-04-02",19.049999
"688","2015-04-06",19.309999
"689","2015-04-07",19.299999
"690","2015-04-08",19.450001
"691","2015-04-09",19.67
"692","2015-04-10",19.700001
"693","2015-04-13",20
"694","2015-04-14",19.940001
"695","2015-04-15",20.049999
"696","2015-04-16",19.969999
"697","2015-04-17",19.9
"698","2015-04-20",20.059999
"699","2015-04-21",20.040001
"700","2015-04-22",19.629999
"701","2015-04-23",19.959999
"702","2015-04-24",19.93
"703","2015-04-27",19.700001
"704","2015-04-28",20.200001
"705","2015-04-29",20.049999
"706","2015-04-30",20.07
"707","2015-05-01",20.5
"708","2015-05-04",21.9
"709","2015-05-05",21.440001
"710","2015-05-06",21.719999
"711","2015-05-07",22.17
"712","2015-05-08",21.98
"713","2015-05-11",22.75
"714","2015-05-12",22
"715","2015-05-13",21.549999
"716","2015-05-14",22.01
"717","2015-05-15",21.98
"718","2015-05-18",21.01
"719","2015-05-19",21.07
"720","2015-05-20",21.25
"721","2015-05-21",21.5
"722","2015-05-22",21.370001
"723","2015-05-26",21.35
"724","2015-05-27",21.52
"725","2015-05-28",21.549999
"726","2015-05-29",21.25
"727","2015-06-01",21.950001
"728","2015-06-02",22
"729","2015-06-03",22.469999
"730","2015-06-04",21.549999
"731","2015-06-05",22
"732","2015-06-08",22.200001
"733","2015-06-09",21.83
"734","2015-06-10",22.5
"735","2015-06-11",21.82
"736","2015-06-12",22.17
"737","2015-06-15",22.35
"738","2015-06-16",21.780001
"739","2015-06-17",21.82
"740","2015-06-18",21.809999
"741","2015-06-19",22.049999
"742","2015-06-22",21.940001
"743","2015-06-23",21.85
"744","2015-06-24",22.110001
"745","2015-06-25",22
"746","2015-06-26",21.85
"747","2015-06-29",21.67
"748","2015-06-30",22.450001
"749","2015-07-01",21.75
"750","2015-07-02",21.68
"751","2015-07-06",22
"752","2015-07-07",21.610001
"753","2015-07-08",21.950001
"754","2015-07-09",21.950001
"755","2015-07-10",21.73
"756","2015-07-13",21.700001
"757","2015-07-14",21.75
"758","2015-07-15",22
"759","2015-07-16",21.77
"760","2015-07-17",21.77
"761","2015-07-20",21.68
"762","2015-07-21",21.77
"763","2015-07-22",21.879999
"764","2015-07-23",21.879999
"765","2015-07-24",21.879999
"766","2015-07-27",21.870001
"767","2015-07-28",21.75
"768","2015-07-29",22.5
"769","2015-07-30",23.23
"770","2015-07-31",23.190001
"771","2015-08-03",23.26
"772","2015-08-04",23.450001
"773","2015-08-05",23.280001
"774","2015-08-06",23.9
"775","2015-08-07",23.700001
"776","2015-08-10",23.66
"777","2015-08-11",23.6
"778","2015-08-12",23.469999
"779","2015-08-13",23.5
"780","2015-08-14",23.719999
"781","2015-08-17",23.51
"782","2015-08-18",23.48
"783","2015-08-19",23.18
"784","2015-08-20",23.200001
"785","2015-08-21",23.34
"786","2015-08-24",22.51
"787","2015-08-25",22.76
"788","2015-08-26",23.18
"789","2015-08-27",23.200001
"790","2015-08-28",23.200001
"791","2015-08-31",23.25
"792","2015-09-01",23.1
"793","2015-09-02",23.01
"794","2015-09-03",23.190001
"795","2015-09-04",23.02
"796","2015-09-08",23.09
"797","2015-09-09",23.200001
"798","2015-09-10",23.200001
"799","2015-09-11",23.18
"800","2015-09-14",23.18
"801","2015-09-15",23.18
"802","2015-09-16",23.25
"803","2015-09-17",23.27
"804","2015-09-18",23.709999
"805","2015-09-21",23.6
"806","2015-09-22",23.6
"807","2015-09-23",23.75
"808","2015-09-24",23.799999
"809","2015-09-25",23.5
"810","2015-09-28",23.67
"811","2015-09-29",23.58
"812","2015-09-30",23.58
"813","2015-10-01",23.58
"814","2015-10-02",23.58
"815","2015-10-05",23.870001
"816","2015-10-06",23.48
"817","2015-10-07",23.530001
"818","2015-10-08",23.75
"819","2015-10-09",23.92
"820","2015-10-12",24
"821","2015-10-13",24.07
"822","2015-10-14",24.07
"823","2015-10-15",23.98
"824","2015-10-16",24
"825","2015-10-19",23.780001
"826","2015-10-20",23.85
"827","2015-10-21",24.040001
"828","2015-10-22",23.610001
"829","2015-10-23",24.07
"830","2015-10-26",25.51
"831","2015-10-27",25.469999
"832","2015-10-28",26.49
"833","2015-10-29",25.950001
"834","2015-10-30",25.610001
"835","2015-11-02",25.549999
"836","2015-11-03",25.1
"837","2015-11-04",25.68
"838","2015-11-05",25.860001
"839","2015-11-06",25.799999
"840","2015-11-09",26
"841","2015-11-10",25.74
"842","2015-11-11",25.75
"843","2015-11-12",25.290001
"844","2015-11-13",25.540001
"845","2015-11-16",25.65
"846","2015-11-17",25.58
"847","2015-11-18",25.58
"848","2015-11-19",25.58
"849","2015-11-20",25.73
"850","2015-11-23",26
"851","2015-11-24",26
"852","2015-11-25",26
"853","2015-11-27",25.99
"854","2015-11-30",26
"855","2015-12-01",25.76
"856","2015-12-02",25.91
"857","2015-12-03",25.77
"858","2015-12-04",26
"859","2015-12-07",25.940001
"860","2015-12-08",25.66
"861","2015-12-09",25.51
"862","2015-12-10",25.5
"863","2015-12-11",25.5
"864","2015-12-14",25.76
"865","2015-12-15",25.76
"866","2015-12-16",25.389999
"867","2015-12-17",25.25
"868","2015-12-18",25.209999
"869","2015-12-21",25.5
"870","2015-12-22",25.18
"871","2015-12-23",25.25
"872","2015-12-24",25.5
"873","2015-12-28",25.65
"874","2015-12-29",25.58
"875","2015-12-30",25.940001
"876","2015-12-31",26
"877","2016-01-04",25.370001
"878","2016-01-05",26
"879","2016-01-06",26.360001
"880","2016-01-07",25.57
"881","2016-01-08",25.620001
"882","2016-01-11",25.35
"883","2016-01-12",25
"884","2016-01-13",24.9
"885","2016-01-14",24.82
"886","2016-01-15",24.5
"887","2016-01-19",24
"888","2016-01-20",23.360001
"889","2016-01-21",23.35
"890","2016-01-22",23.530001
"891","2016-01-25",23.52
"892","2016-01-26",23.370001
"893","2016-01-27",23.280001
"894","2016-01-28",23.77
"895","2016-01-29",24.75
"896","2016-02-01",24.5
"897","2016-02-02",24.17
"898","2016-02-03",24.25
"899","2016-02-04",24.290001
"900","2016-02-05",23.809999
"901","2016-02-08",24
"902","2016-02-09",24.200001
"903","2016-02-10",24.129999
"904","2016-02-11",24
"905","2016-02-12",24.4
"906","2016-02-16",24.09
"907","2016-02-17",24.24
"908","2016-02-18",24.08
"909","2016-02-19",23.9
"910","2016-02-22",24.24
"911","2016-02-23",24.209999
"912","2016-02-24",24.4
"913","2016-02-25",24.299999
"914","2016-02-26",24.290001
"915","2016-02-29",24.4
"916","2016-03-01",24.559999
"917","2016-03-02",25.24
"918","2016-03-03",25.25
"919","2016-03-04",25.57
"920","2016-03-07",25.48
"921","2016-03-08",25.26
"922","2016-03-09",25.389999
"923","2016-03-10",25.32
"924","2016-03-11",25.120001
"925","2016-03-14",25.08
"926","2016-03-15",24.950001
"927","2016-03-16",24.52
"928","2016-03-17",25.42
"929","2016-03-18",25.5
"930","2016-03-21",25.35
"931","2016-03-22",25.35
"932","2016-03-23",24.969999
"933","2016-03-24",25
"934","2016-03-28",25.1
"935","2016-03-29",25
"936","2016-03-30",25.15
"937","2016-03-31",25.190001
"938","2016-04-01",25.4
"939","2016-04-04",24.620001
"940","2016-04-05",25
"941","2016-04-06",25.25
"942","2016-04-07",24.66
"943","2016-04-08",24.620001
"944","2016-04-11",24.809999
"945","2016-04-12",24.73
"946","2016-04-13",25.1
"947","2016-04-14",25
"948","2016-04-15",24.780001
"949","2016-04-18",24.969999
"950","2016-04-19",25.290001
"951","2016-04-20",25.299999
"952","2016-04-21",25.299999
"953","2016-04-22",25.23
"954","2016-04-25",25.35
"955","2016-04-26",25.360001
"956","2016-04-27",25.379999
"957","2016-04-28",25.49
"958","2016-04-29",25.16
"959","2016-05-02",24.620001
"960","2016-05-03",25
"961","2016-05-04",25.01
"962","2016-05-05",24.51
"963","2016-05-06",25
"964","2016-05-09",24.709999
"965","2016-05-10",24.700001
"966","2016-05-11",24.719999
"967","2016-05-12",24.5
"968","2016-05-13",24.5
"969","2016-05-16",24.459999
"970","2016-05-17",24.41
"971","2016-05-18",24.450001
"972","2016-05-19",24.879999
"973","2016-05-20",24.85
"974","2016-05-23",24.709999
"975","2016-05-24",24.969999
"976","2016-05-25",24.73
"977","2016-05-26",24.73
"978","2016-05-27",24.860001
"979","2016-05-31",24.879999
"980","2016-06-01",24.790001
"981","2016-06-02",24.809999
"982","2016-06-03",24.85
"983","2016-06-06",25.09
"984","2016-06-07",25.1
"985","2016-06-08",25.17
"986","2016-06-09",25.469999
"987","2016-06-10",25.5
"988","2016-06-13",25.33
