"","date","FLIR"
"1","2007-01-03",15.98
"2","2007-01-04",16.184999
"3","2007-01-05",15.79
"4","2007-01-08",15.895
"5","2007-01-09",15.63
"6","2007-01-10",15.785
"7","2007-01-11",16.15
"8","2007-01-12",16.245001
"9","2007-01-16",16.07
"10","2007-01-17",16.110001
"11","2007-01-18",15.63
"12","2007-01-19",15.58
"13","2007-01-22",15.53
"14","2007-01-23",15.72
"15","2007-01-24",15.865
"16","2007-01-25",15.86
"17","2007-01-26",15.955
"18","2007-01-29",15.905
"19","2007-01-30",15.02
"20","2007-01-31",15.455
"21","2007-02-01",15.605
"22","2007-02-02",15.765
"23","2007-02-05",15.79
"24","2007-02-06",15.88
"25","2007-02-07",15.3
"26","2007-02-08",17.424999
"27","2007-02-09",17.225
"28","2007-02-12",17.065001
"29","2007-02-13",17.120001
"30","2007-02-14",17.379999
"31","2007-02-15",17.535
"32","2007-02-16",17.66
"33","2007-02-20",17.514999
"34","2007-02-21",17.809999
"35","2007-02-22",17.93
"36","2007-02-23",17.965
"37","2007-02-26",17.91
"38","2007-02-27",17.705
"39","2007-02-28",17.379999
"40","2007-03-01",17.440001
"41","2007-03-02",16.674999
"42","2007-03-05",16.58
"43","2007-03-06",16.975
"44","2007-03-07",16.950001
"45","2007-03-08",17.26
"46","2007-03-09",17.299999
"47","2007-03-12",17.605
"48","2007-03-13",17.02
"49","2007-03-14",16.995001
"50","2007-03-15",17.030001
"51","2007-03-16",16.855
"52","2007-03-19",16.9
"53","2007-03-20",17.395
"54","2007-03-21",17.610001
"55","2007-03-22",17.285
"56","2007-03-23",17.32
"57","2007-03-26",17.309999
"58","2007-03-27",17.334999
"59","2007-03-28",17.264999
"60","2007-03-29",17.639999
"61","2007-03-30",17.834999
"62","2007-04-02",17.709999
"63","2007-04-03",18.035
"64","2007-04-04",17.950001
"65","2007-04-05",18.545
"66","2007-04-09",18.23
"67","2007-04-10",18.59
"68","2007-04-11",18.51
"69","2007-04-12",18.754999
"70","2007-04-13",19.15
"71","2007-04-16",19.395
"72","2007-04-17",19.34
"73","2007-04-18",19.594999
"74","2007-04-19",19.495001
"75","2007-04-20",19.875
"76","2007-04-23",19.705
"77","2007-04-24",19.65
"78","2007-04-25",19.834999
"79","2007-04-26",19.635
"80","2007-04-27",20.969999
"81","2007-04-30",20.245001
"82","2007-05-01",20.75
"83","2007-05-02",20.875
"84","2007-05-03",21.309999
"85","2007-05-04",21.865
"86","2007-05-07",21.540001
"87","2007-05-08",21.344999
"88","2007-05-09",21.465
"89","2007-05-10",21.165001
"90","2007-05-11",20.955
"91","2007-05-14",20.799999
"92","2007-05-15",20.415001
"93","2007-05-16",20.225
"94","2007-05-17",20.110001
"95","2007-05-18",20.4
"96","2007-05-21",20.665001
"97","2007-05-22",20.965
"98","2007-05-23",20.485001
"99","2007-05-24",20.17
"100","2007-05-25",20.305
"101","2007-05-29",20.5
"102","2007-05-30",20.530001
"103","2007-05-31",20.68
"104","2007-06-01",20.85
"105","2007-06-04",20.865
"106","2007-06-05",20.870001
"107","2007-06-06",20.555
"108","2007-06-07",20.049999
"109","2007-06-08",20.075001
"110","2007-06-11",20.254999
"111","2007-06-12",19.895
"112","2007-06-13",20.365
"113","2007-06-14",21.1
"114","2007-06-15",21.485001
"115","2007-06-18",21.120001
"116","2007-06-19",21.620001
"117","2007-06-20",21.280001
"118","2007-06-21",21.775
"119","2007-06-22",21.639999
"120","2007-06-25",22.125
"121","2007-06-26",22.225
"122","2007-06-27",22.615
"123","2007-06-28",23.07
"124","2007-06-29",23.125
"125","2007-07-02",23.620001
"126","2007-07-03",23.924999
"127","2007-07-05",23.77
"128","2007-07-06",23.66
"129","2007-07-09",23.219999
"130","2007-07-10",23.004999
"131","2007-07-11",23.23
"132","2007-07-12",23.785
"133","2007-07-13",23.855
"134","2007-07-16",24.405001
"135","2007-07-17",24.504999
"136","2007-07-18",24.695
"137","2007-07-19",24.825001
"138","2007-07-20",24.5
"139","2007-07-23",24.83
"140","2007-07-24",24.455
"141","2007-07-25",24.525
"142","2007-07-26",23.125
"143","2007-07-27",22.4
"144","2007-07-30",22.415001
"145","2007-07-31",21.825001
"146","2007-08-01",21.375
"147","2007-08-02",21.605
"148","2007-08-03",21.73
"149","2007-08-06",22.405001
"150","2007-08-07",23.33
"151","2007-08-08",25.075001
"152","2007-08-09",26.209999
"153","2007-08-10",25.190001
"154","2007-08-13",24.42
"155","2007-08-14",23.67
"156","2007-08-15",23.775
"157","2007-08-16",24.934999
"158","2007-08-17",25.52
"159","2007-08-20",25.475
"160","2007-08-21",25.075001
"161","2007-08-22",25.959999
"162","2007-08-23",25.129999
"163","2007-08-24",25.200001
"164","2007-08-27",24.530001
"165","2007-08-28",23.495001
"166","2007-08-29",24.115
"167","2007-08-30",24.125
"168","2007-08-31",24.620001
"169","2007-09-04",24.549999
"170","2007-09-05",24.23
"171","2007-09-06",24.225
"172","2007-09-07",24.360001
"173","2007-09-10",24.584999
"174","2007-09-11",25.285
"175","2007-09-12",25.045
"176","2007-09-13",24.775
"177","2007-09-14",25.455
"178","2007-09-17",25.115
"179","2007-09-18",26.57
"180","2007-09-19",27.584999
"181","2007-09-20",27.455
"182","2007-09-21",27.280001
"183","2007-09-24",26.815001
"184","2007-09-25",26.879999
"185","2007-09-26",27.83
"186","2007-09-27",28.440001
"187","2007-09-28",27.695
"188","2007-10-01",29.639999
"189","2007-10-02",29.120001
"190","2007-10-03",28.190001
"191","2007-10-04",28.395
"192","2007-10-05",29.155001
"193","2007-10-08",29.014999
"194","2007-10-09",28.945
"195","2007-10-10",29.565001
"196","2007-10-11",28.735001
"197","2007-10-12",30.035
"198","2007-10-15",29.24
"199","2007-10-16",29.695
"200","2007-10-17",29.860001
"201","2007-10-18",30.475
"202","2007-10-19",28.885
"203","2007-10-22",29.754999
"204","2007-10-23",29.5
"205","2007-10-24",29.459999
"206","2007-10-25",33.810001
"207","2007-10-26",33.959999
"208","2007-10-29",34.915001
"209","2007-10-30",34.16
"210","2007-10-31",34.695
"211","2007-11-01",34.98
"212","2007-11-02",35.279999
"213","2007-11-05",35.380001
"214","2007-11-06",36.349998
"215","2007-11-07",35.305
"216","2007-11-08",34.310001
"217","2007-11-09",31.690001
"218","2007-11-12",30.74
"219","2007-11-13",32.41
"220","2007-11-14",31.92
"221","2007-11-15",31.754999
"222","2007-11-16",31.915001
"223","2007-11-19",31.525
"224","2007-11-20",32.299999
"225","2007-11-21",31.82
"226","2007-11-23",32.599998
"227","2007-11-26",32.360001
"228","2007-11-27",33.630001
"229","2007-11-28",34.595001
"230","2007-11-29",34.775002
"231","2007-11-30",34.365002
"232","2007-12-03",34.695
"233","2007-12-04",34.525002
"234","2007-12-05",34.630001
"235","2007-12-06",33.799999
"236","2007-12-07",33.349998
"237","2007-12-10",33.255001
"238","2007-12-11",31.209999
"239","2007-12-12",31.799999
"240","2007-12-13",31.469999
"241","2007-12-14",30.209999
"242","2007-12-17",29.66
"243","2007-12-18",30.299999
"244","2007-12-19",30.18
