"","date","PSTI"
"1","2007-01-03",40
"2","2007-01-04",40
"3","2007-01-05",40
"4","2007-01-08",40
"5","2007-01-09",40
"6","2007-01-10",40
"7","2007-01-11",40
"8","2007-01-12",40
"9","2007-01-16",40
"10","2007-01-17",40
"11","2007-01-18",40
"12","2007-01-19",40
"13","2007-01-22",40
"14","2007-01-23",40
"15","2007-01-24",40
"16","2007-01-25",40
"17","2007-01-26",40
"18","2007-01-29",60
"19","2007-01-30",40
"20","2007-01-31",40
"21","2007-02-01",40
"22","2007-02-02",40
"23","2007-02-05",60
"24","2007-02-06",60
"25","2007-02-07",60
"26","2007-02-08",60
"27","2007-02-09",60
"28","2007-02-12",60
"29","2007-02-13",80
"30","2007-02-14",80
"31","2007-02-15",100
"32","2007-02-16",100
"33","2007-02-20",100
"34","2007-02-21",140
"35","2007-02-22",140
"36","2007-02-23",120
"37","2007-02-26",120
"38","2007-02-27",140
"39","2007-02-28",160
"40","2007-03-01",180
"41","2007-03-02",160
"42","2007-03-05",160
"43","2007-03-06",160
"44","2007-03-07",160
"45","2007-03-08",140
"46","2007-03-09",160
"47","2007-03-12",160
"48","2007-03-13",140
"49","2007-03-14",160
"50","2007-03-15",160
"51","2007-03-16",160
"52","2007-03-19",160
"53","2007-03-20",180
"54","2007-03-21",180
"55","2007-03-22",180
"56","2007-03-23",180
"57","2007-03-26",200
"58","2007-03-27",260
"59","2007-03-28",240
"60","2007-03-29",240
"61","2007-03-30",260
"62","2007-04-02",260
"63","2007-04-03",260
"64","2007-04-04",240
"65","2007-04-05",240
"66","2007-04-09",220
"67","2007-04-10",220
"68","2007-04-11",220
"69","2007-04-12",240
"70","2007-04-13",260
"71","2007-04-16",300
"72","2007-04-17",280
"73","2007-04-18",280
"74","2007-04-19",240
"75","2007-04-20",240
"76","2007-04-23",260
"77","2007-04-24",260
"78","2007-04-25",260
"79","2007-04-26",260
"80","2007-04-27",280
"81","2007-04-30",280
"82","2007-05-01",280
"83","2007-05-02",280
"84","2007-05-03",280
"85","2007-05-04",280
"86","2007-05-07",280
"87","2007-05-08",260
"88","2007-05-09",260
"89","2007-05-10",260
"90","2007-05-11",260
"91","2007-05-14",240
"92","2007-05-15",220
"93","2007-05-16",200
"94","2007-05-17",200
"95","2007-05-18",240
"96","2007-05-21",240
"97","2007-05-22",260
"98","2007-05-23",260
"99","2007-05-24",260
"100","2007-05-25",240
"101","2007-05-29",200
"102","2007-05-30",200
"103","2007-05-31",200
"104","2007-06-01",200
"105","2007-06-04",220
"106","2007-06-05",200
"107","2007-06-06",180
"108","2007-06-07",180
"109","2007-06-08",180
"110","2007-06-11",200
"111","2007-06-12",200
"112","2007-06-13",200
"113","2007-06-14",200
"114","2007-06-15",220
"115","2007-06-18",220
"116","2007-06-19",220
"117","2007-06-20",220
"118","2007-06-21",220
"119","2007-06-22",200
"120","2007-06-25",180
"121","2007-06-26",180
"122","2007-06-27",180
"123","2007-06-28",180
"124","2007-06-29",180
"125","2007-07-02",180
"126","2007-07-03",160
"127","2007-07-05",160
"128","2007-07-06",160
"129","2007-07-09",180
"130","2007-07-10",180
"131","2007-07-11",180
"132","2007-07-12",160
"133","2007-07-13",140
"134","2007-07-16",120
"135","2007-07-17",140
"136","2007-07-18",140
"137","2007-07-19",140
"138","2007-07-20",180
"139","2007-07-23",140
"140","2007-07-24",120
"141","2007-07-25",120
"142","2007-07-26",100
"143","2007-07-27",100
"144","2007-07-30",100
"145","2007-07-31",100
"146","2007-08-01",80
"147","2007-08-02",80
"148","2007-08-03",80
"149","2007-08-06",80
"150","2007-08-07",80
"151","2007-08-08",80
"152","2007-08-09",80
"153","2007-08-10",60
"154","2007-08-13",80
"155","2007-08-14",80
"156","2007-08-15",60
"157","2007-08-16",60
"158","2007-08-17",60
"159","2007-08-20",60
"160","2007-08-21",60
"161","2007-08-22",60
"162","2007-08-23",60
"163","2007-08-24",80
"164","2007-08-27",80
"165","2007-08-28",80
"166","2007-08-29",120
"167","2007-08-30",120
"168","2007-08-31",100
"169","2007-09-04",100
"170","2007-09-05",100
"171","2007-09-06",100
"172","2007-09-07",80
"173","2007-09-10",80
"174","2007-09-11",80
"175","2007-09-12",80
"176","2007-09-13",80
"177","2007-09-14",80
"178","2007-09-17",80
"179","2007-09-18",80
"180","2007-09-19",80
"181","2007-09-20",80
"182","2007-09-21",80
"183","2007-09-24",80
"184","2007-09-25",80
"185","2007-09-26",60
"186","2007-09-27",80
"187","2007-09-28",80
"188","2007-10-01",80
"189","2007-10-02",80
"190","2007-10-03",80
"191","2007-10-04",80
"192","2007-10-05",80
"193","2007-10-08",80
"194","2007-10-09",80
"195","2007-10-10",80
"196","2007-10-11",80
"197","2007-10-12",60
"198","2007-10-15",80
"199","2007-10-16",80
"200","2007-10-17",80
"201","2007-10-18",100
"202","2007-10-19",80
"203","2007-10-22",80
"204","2007-10-23",80
"205","2007-10-24",80
"206","2007-10-25",80
"207","2007-10-26",80
"208","2007-10-29",80
"209","2007-10-30",80
"210","2007-10-31",80
"211","2007-11-01",80
"212","2007-11-02",80
"213","2007-11-05",80
"214","2007-11-06",80
"215","2007-11-07",60
"216","2007-11-08",60
"217","2007-11-09",60
"218","2007-11-12",60
"219","2007-11-13",60
"220","2007-11-14",60
"221","2007-11-15",60
"222","2007-11-16",60
"223","2007-11-19",60
"224","2007-11-20",60
"225","2007-11-21",60
"226","2007-11-23",60
"227","2007-11-26",70
"228","2007-11-27",45
"229","2007-11-28",46
"230","2007-11-29",49
"231","2007-11-30",49.900002
"232","2007-12-03",51.5
"233","2007-12-04",47.599998
"234","2007-12-05",48.5
"235","2007-12-06",57.900002
"236","2007-12-07",72.5
"237","2007-12-10",58
"238","2007-12-11",57.5
"239","2007-12-12",53
"240","2007-12-13",50.900002
"241","2007-12-14",49.400002
"242","2007-12-17",49
"243","2007-12-18",40
"244","2007-12-19",39.5
"245","2007-12-20",45
"246","2007-12-21",43.799999
"247","2007-12-24",43.799999
"248","2007-12-26",39.099998
"249","2007-12-27",32.5
"250","2007-12-28",37.5
"251","2007-12-31",35.5
"252","2008-01-02",39.599998
"253","2008-01-03",41
"254","2008-01-04",40
"255","2008-01-07",38.5
"256","2008-01-08",37.5
"257","2008-01-09",35.5
"258","2008-01-10",39
"259","2008-01-11",34.5
"260","2008-01-14",36
"261","2008-01-15",32
"262","2008-01-16",29.5
"263","2008-01-17",29.5
"264","2008-01-18",26.9
"265","2008-01-22",24
"266","2008-01-23",23
"267","2008-01-24",25.1
"268","2008-01-25",25.299999
"269","2008-01-28",24.6
"270","2008-01-29",24.700001
"271","2008-01-30",28.200001
"272","2008-01-31",28
"273","2008-02-01",27.5
"274","2008-02-04",27.5
"275","2008-02-05",26
"276","2008-02-06",24
"277","2008-02-07",24
"278","2008-02-08",24.1
"279","2008-02-11",22.200001
"280","2008-02-12",23.5
"281","2008-02-13",23.799999
"282","2008-02-14",26
"283","2008-02-15",26
"284","2008-02-19",27
"285","2008-02-20",24.200001
"286","2008-02-21",29
"287","2008-02-22",29.700001
"288","2008-02-25",29.5
"289","2008-02-26",27
"290","2008-02-27",27
"291","2008-02-28",27
"292","2008-02-29",27
"293","2008-03-03",27
"294","2008-03-04",26.9
"295","2008-03-05",23.299999
"296","2008-03-06",24.5
"297","2008-03-07",21.5
"298","2008-03-10",21.200001
"299","2008-03-11",21.5
"300","2008-03-12",21.5
"301","2008-03-13",22.1
"302","2008-03-14",22
"303","2008-03-17",20.5
"304","2008-03-18",22
"305","2008-03-19",20.5
"306","2008-03-20",20.799999
"307","2008-03-24",20.299999
"308","2008-03-25",20.1
"309","2008-03-26",20
"310","2008-03-27",20
"311","2008-03-28",19.299999
"312","2008-03-31",17.5
"313","2008-04-01",20.1
"314","2008-04-02",21
"315","2008-04-03",22.200001
"316","2008-04-04",20.5
"317","2008-04-07",42.599998
"318","2008-04-08",49.200001
"319","2008-04-09",45.799999
"320","2008-04-10",42.299999
"321","2008-04-11",35.5
"322","2008-04-14",48
"323","2008-04-15",42.5
"324","2008-04-16",39.299999
"325","2008-04-17",36.599998
"326","2008-04-18",37.5
"327","2008-04-21",38.200001
"328","2008-04-22",39.099998
"329","2008-04-23",42
"330","2008-04-24",44.799999
"331","2008-04-25",48.5
"332","2008-04-28",50.799999
"333","2008-04-29",47.5
"334","2008-04-30",48.700001
"335","2008-05-01",48.900002
"336","2008-05-02",45.900002
"337","2008-05-05",39.5
"338","2008-05-06",38
"339","2008-05-07",35.599998
"340","2008-05-08",32.599998
"341","2008-05-09",29.700001
"342","2008-05-12",28.1
"343","2008-05-13",27.6
"344","2008-05-14",21.5
"345","2008-05-15",20.5
"346","2008-05-16",19.799999
"347","2008-05-19",21
"348","2008-05-20",21
"349","2008-05-21",19
"350","2008-05-22",18.200001
"351","2008-05-23",18
"352","2008-05-27",18.700001
"353","2008-05-28",19
"354","2008-05-29",19.299999
"355","2008-05-30",18.799999
"356","2008-06-02",20.299999
"357","2008-06-03",19.4
"358","2008-06-04",19.299999
"359","2008-06-05",19.1
"360","2008-06-06",19
"361","2008-06-09",18.5
"362","2008-06-10",18.4
"363","2008-06-11",16.299999
"364","2008-06-12",16.5
"365","2008-06-13",16.4
"366","2008-06-16",16.5
"367","2008-06-17",17.4
"368","2008-06-18",16.299999
"369","2008-06-19",15.6
"370","2008-06-20",14.6
"371","2008-06-23",14.4
"372","2008-06-24",13.6
"373","2008-06-25",13.9
"374","2008-06-26",12.3
"375","2008-06-27",12.5
"376","2008-06-30",12
"377","2008-07-01",11.9
"378","2008-07-02",11.8
"379","2008-07-03",11.2
"380","2008-07-07",11.7
"381","2008-07-08",11.7
"382","2008-07-09",12.5
"383","2008-07-10",11.9
"384","2008-07-11",11.3
"385","2008-07-14",11.6
"386","2008-07-15",11.4
"387","2008-07-16",11.5
"388","2008-07-17",11.5
"389","2008-07-18",11.3
"390","2008-07-21",11.3
"391","2008-07-22",11.4
"392","2008-07-23",11.7
"393","2008-07-24",11.5
"394","2008-07-25",11.6
"395","2008-07-28",11.4
"396","2008-07-29",11.8
"397","2008-07-30",17.200001
"398","2008-07-31",15.7
"399","2008-08-01",15.5
"400","2008-08-04",16.6
"401","2008-08-05",16.299999
"402","2008-08-06",11.4
"403","2008-08-07",12.3
"404","2008-08-08",11.1
"405","2008-08-11",11.6
"406","2008-08-12",11.3
"407","2008-08-13",10.9
"408","2008-08-14",10.4
"409","2008-08-15",10.5
"410","2008-08-18",10.3
"411","2008-08-19",10
"412","2008-08-20",10
"413","2008-08-21",10.1
"414","2008-08-22",10.5
"415","2008-08-25",10.2
"416","2008-08-26",10.2
"417","2008-08-27",10.4
"418","2008-08-28",10.5
"419","2008-08-29",10.4
"420","2008-09-02",10.1
"421","2008-09-03",10.4
"422","2008-09-04",9.9
"423","2008-09-05",9.7
"424","2008-09-08",10.3
"425","2008-09-09",9.9
"426","2008-09-10",10
"427","2008-09-11",9.6
"428","2008-09-12",9.4
"429","2008-09-15",8.5
"430","2008-09-16",8
"431","2008-09-17",8.2
"432","2008-09-18",9
"433","2008-09-19",8
"434","2008-09-22",8.7
"435","2008-09-23",8.9
"436","2008-09-24",9.3
"437","2008-09-25",9.3
"438","2008-09-26",9.1
"439","2008-09-29",8.8
"440","2008-09-30",8.2
"441","2008-10-01",8
"442","2008-10-02",7.6
"443","2008-10-03",7.2
"444","2008-10-06",6.5
"445","2008-10-07",6.5
"446","2008-10-08",5.5
"447","2008-10-09",6.5
"448","2008-10-10",5.8
"449","2008-10-13",6.5
"450","2008-10-14",6.3
"451","2008-10-15",7.2
"452","2008-10-16",6.9
"453","2008-10-17",7
"454","2008-10-20",6.3
"455","2008-10-21",5.7
"456","2008-10-22",5.9
"457","2008-10-23",5.7
"458","2008-10-24",5.9
"459","2008-10-27",4.9
"460","2008-10-28",5.5
"461","2008-10-29",6.2
"462","2008-10-30",6
"463","2008-10-31",6
"464","2008-11-03",8.6
"465","2008-11-04",8
"466","2008-11-05",7.8
"467","2008-11-06",6.9
"468","2008-11-07",6.6
"469","2008-11-10",7.6
"470","2008-11-11",6.8
"471","2008-11-12",5.9
"472","2008-11-13",5
"473","2008-11-14",3
"474","2008-11-17",4.2
"475","2008-11-18",4.9
"476","2008-11-19",4.6
"477","2008-11-20",4
"478","2008-11-21",4
"479","2008-11-24",3.5
"480","2008-11-25",3.8
"481","2008-11-26",3.9
"482","2008-11-28",4
"483","2008-12-01",3.9
"484","2008-12-02",3.5
"485","2008-12-03",4.4
"486","2008-12-04",4.3
"487","2008-12-05",4.4
"488","2008-12-08",4.7
"489","2008-12-09",4.6
"490","2008-12-10",4.4
"491","2008-12-11",4.1
"492","2008-12-12",4
"493","2008-12-15",4.3
"494","2008-12-16",4.4
"495","2008-12-17",4.8
"496","2008-12-18",4.2
"497","2008-12-19",4.1
"498","2008-12-22",3.5
"499","2008-12-23",3.7
"500","2008-12-24",3.9
"501","2008-12-26",4.1
"502","2008-12-29",3.9
"503","2008-12-30",3.8
"504","2008-12-31",4.1
"505","2009-01-02",4.6
"506","2009-01-05",4.4
"507","2009-01-06",4.4
"508","2009-01-07",4.4
"509","2009-01-08",4.6
"510","2009-01-09",4.7
"511","2009-01-12",5.5
"512","2009-01-13",6.5
"513","2009-01-14",6.3
"514","2009-01-15",5.2
"515","2009-01-16",5.4
"516","2009-01-20",6.3
"517","2009-01-21",5.7
"518","2009-01-22",6.4
"519","2009-01-23",6.7
"520","2009-01-26",7.2
"521","2009-01-27",7.8
"522","2009-01-28",10.3
"523","2009-01-29",15
"524","2009-01-30",18.1
"525","2009-02-02",15.5
"526","2009-02-03",14.5
"527","2009-02-04",13
"528","2009-02-05",15.6
"529","2009-02-06",13.5
"530","2009-02-09",13.6
"531","2009-02-10",13
"532","2009-02-11",11.9
"533","2009-02-12",12.6
"534","2009-02-13",11.6
"535","2009-02-17",13.3
"536","2009-02-18",12.1
"537","2009-02-19",12.7
"538","2009-02-20",10.6
"539","2009-02-23",11.3
"540","2009-02-24",12
"541","2009-02-25",12
"542","2009-02-26",11.5
"543","2009-02-27",10.5
"544","2009-03-02",13.8
"545","2009-03-03",13.3
"546","2009-03-04",12.3
"547","2009-03-05",11.1
"548","2009-03-06",10.8
"549","2009-03-09",12.6
"550","2009-03-10",13
"551","2009-03-11",13.5
"552","2009-03-12",14.8
"553","2009-03-13",15.5
"554","2009-03-16",14.6
"555","2009-03-17",13.5
"556","2009-03-18",13.6
"557","2009-03-19",12.2
"558","2009-03-20",11.6
"559","2009-03-23",13.3
"560","2009-03-24",12.6
"561","2009-03-25",14.2
"562","2009-03-26",14
"563","2009-03-27",13.5
"564","2009-03-30",12.7
"565","2009-03-31",12.8
"566","2009-04-01",12.9
"567","2009-04-02",13.1
"568","2009-04-03",12.4
"569","2009-04-06",12.9
"570","2009-04-07",12.7
"571","2009-04-08",12.6
"572","2009-04-09",12.3
"573","2009-04-13",12.4
"574","2009-04-14",12.2
"575","2009-04-15",12.5
"576","2009-04-16",13.1
"577","2009-04-17",13.3
"578","2009-04-20",12.8
"579","2009-04-21",12.8
"580","2009-04-22",12.6
"581","2009-04-23",13.4
"582","2009-04-24",13.4
"583","2009-04-27",12.9
"584","2009-04-28",14
"585","2009-04-29",14.2
"586","2009-04-30",15
"587","2009-05-01",15.2
"588","2009-05-04",16.200001
"589","2009-05-05",16.4
"590","2009-05-06",15
"591","2009-05-07",14.1
"592","2009-05-08",13.2
"593","2009-05-11",14.7
"594","2009-05-12",14.7
"595","2009-05-13",13.8
"596","2009-05-14",14.1
"597","2009-05-15",14.4
"598","2009-05-18",14
"599","2009-05-19",13.3
"600","2009-05-20",13.1
"601","2009-05-21",12.4
"602","2009-05-22",11.6
"603","2009-05-26",12.7
"604","2009-05-27",12
"605","2009-05-28",12.4
"606","2009-05-29",12.4
"607","2009-06-01",12.7
"608","2009-06-02",13
"609","2009-06-03",13
"610","2009-06-04",13
"611","2009-06-05",12.7
"612","2009-06-08",12.7
"613","2009-06-09",13.9
"614","2009-06-10",13.8
"615","2009-06-11",14
"616","2009-06-12",13.3
"617","2009-06-15",12.8
"618","2009-06-16",13.5
"619","2009-06-17",12.7
"620","2009-06-18",13
"621","2009-06-19",12.7
"622","2009-06-22",12.4
"623","2009-06-23",12.3
"624","2009-06-24",12.8
"625","2009-06-25",12.8
"626","2009-06-26",12.7
"627","2009-06-29",12.6
"628","2009-06-30",13.7
"629","2009-07-01",13
"630","2009-07-02",13.1
"631","2009-07-06",12.8
"632","2009-07-07",14
"633","2009-07-08",14.1
"634","2009-07-09",13
"635","2009-07-10",12.9
"636","2009-07-13",12.7
"637","2009-07-14",12.9
"638","2009-07-15",12.9
"639","2009-07-16",12.8
"640","2009-07-17",13.5
"641","2009-07-20",13.5
"642","2009-07-21",14.5
"643","2009-07-22",14.3
"644","2009-07-23",14.7
"645","2009-07-24",14.3
"646","2009-07-27",15
"647","2009-07-28",15.5
"648","2009-07-29",14.8
"649","2009-07-30",14.9
"650","2009-07-31",14.3
"651","2009-08-03",14.6
"652","2009-08-04",14.4
"653","2009-08-05",14.8
"654","2009-08-06",14.3
"655","2009-08-07",13.9
"656","2009-08-10",13.3
"657","2009-08-11",12.8
"658","2009-08-12",12.8
"659","2009-08-13",12.6
"660","2009-08-14",12.5
"661","2009-08-17",14.2
"662","2009-08-18",18.1
"663","2009-08-19",15.7
"664","2009-08-20",14.7
"665","2009-08-21",14.5
"666","2009-08-24",13.8
"667","2009-08-25",13.6
"668","2009-08-26",13.9
"669","2009-08-27",13.7
"670","2009-08-28",13.3
"671","2009-08-31",13.3
"672","2009-09-01",13.7
"673","2009-09-02",13.4
"674","2009-09-03",13.3
"675","2009-09-04",13.1
"676","2009-09-08",14.4
"677","2009-09-09",13.9
"678","2009-09-10",14.4
"679","2009-09-11",13.5
"680","2009-09-14",13.4
"681","2009-09-15",13.7
"682","2009-09-16",13.3
"683","2009-09-17",13.3
"684","2009-09-18",13
"685","2009-09-21",13.2
"686","2009-09-22",13.5
"687","2009-09-23",13.8
"688","2009-09-24",14
"689","2009-09-25",14.3
"690","2009-09-28",13.9
"691","2009-09-29",14.4
"692","2009-09-30",13.8
"693","2009-10-01",13.6
"694","2009-10-02",13.4
"695","2009-10-05",13.2
"696","2009-10-06",11.4
"697","2009-10-07",11.5
"698","2009-10-08",11.4
"699","2009-10-09",11.1
"700","2009-10-12",11.5
"701","2009-10-13",11.5
"702","2009-10-14",11.3
"703","2009-10-15",11.5
"704","2009-10-16",11.4
"705","2009-10-19",11.4
"706","2009-10-20",10.8
"707","2009-10-21",11.1
"708","2009-10-22",11.1
"709","2009-10-23",11.2
"710","2009-10-26",9.6
"711","2009-10-27",9.9
"712","2009-10-28",9.6
"713","2009-10-29",9.8
"714","2009-10-30",9.8
"715","2009-11-02",9.7
"716","2009-11-03",9
"717","2009-11-04",9.1
"718","2009-11-05",9.5
"719","2009-11-06",10
"720","2009-11-09",10
"721","2009-11-10",10.1
"722","2009-11-11",10.2
"723","2009-11-12",10.4
"724","2009-11-13",9.6
"725","2009-11-16",11
"726","2009-11-17",11.5
"727","2009-11-18",11
"728","2009-11-19",11.6
"729","2009-11-20",11.4
"730","2009-11-23",10.2
"731","2009-11-24",10.3
"732","2009-11-25",10.2
"733","2009-11-27",10.1
"734","2009-11-30",10.8
"735","2009-12-01",10.5
"736","2009-12-02",10.7
"737","2009-12-03",11.1
"738","2009-12-04",11.3
"739","2009-12-07",11
"740","2009-12-08",11
"741","2009-12-09",11
"742","2009-12-10",10.3
"743","2009-12-11",10.7
"744","2009-12-14",10.8
"745","2009-12-15",10.7
"746","2009-12-16",10.2
"747","2009-12-17",9.6
