"","date","PSTI"
"748","2009-12-18",9.8
"749","2009-12-21",9.9
"750","2009-12-22",12.2
"751","2009-12-23",11.7
"752","2009-12-24",11.3
"753","2009-12-28",11.9
"754","2009-12-29",12.1
"755","2009-12-30",12
"756","2009-12-31",11.6
"757","2010-01-04",11.6
"758","2010-01-05",10.6
"759","2010-01-06",11.3
"760","2010-01-07",11.2
"761","2010-01-08",12.1
"762","2010-01-11",12.7
"763","2010-01-12",12
"764","2010-01-13",11.9
"765","2010-01-14",11.6
"766","2010-01-15",11.8
"767","2010-01-19",11.9
"768","2010-01-20",11.5
"769","2010-01-21",11.2
"770","2010-01-22",11.4
"771","2010-01-25",11.4
"772","2010-01-26",11.4
"773","2010-01-27",11.4
"774","2010-01-28",11.2
"775","2010-01-29",11.4
"776","2010-02-01",12.3
"777","2010-02-02",12.3
"778","2010-02-03",12.4
"779","2010-02-04",12
"780","2010-02-05",11.5
"781","2010-02-08",11.7
"782","2010-02-09",11.6
"783","2010-02-10",11.5
"784","2010-02-11",11.5
"785","2010-02-12",11.7
"786","2010-02-16",11.8
"787","2010-02-17",11.2
"788","2010-02-18",11.3
"789","2010-02-19",11.2
"790","2010-02-22",11
"791","2010-02-23",11
"792","2010-02-24",11
"793","2010-02-25",11.4
"794","2010-02-26",11.2
"795","2010-03-01",11.3
"796","2010-03-02",11.4
"797","2010-03-03",11.4
"798","2010-03-04",11.2
"799","2010-03-05",11.4
"800","2010-03-08",11.1
"801","2010-03-09",11.3
"802","2010-03-10",11.4
"803","2010-03-11",11.3
"804","2010-03-12",11.3
"805","2010-03-15",11.1
"806","2010-03-16",11.5
"807","2010-03-17",11.2
"808","2010-03-18",11.1
"809","2010-03-19",11.1
"810","2010-03-22",10.9
"811","2010-03-23",11.4
"812","2010-03-24",11.5
"813","2010-03-25",11.4
"814","2010-03-26",11.4
"815","2010-03-29",11.4
"816","2010-03-30",11.3
"817","2010-03-31",11.1
"818","2010-04-01",11.2
"819","2010-04-05",11.3
"820","2010-04-06",11.4
"821","2010-04-07",11.2
"822","2010-04-08",11
"823","2010-04-09",11
"824","2010-04-12",11.4
"825","2010-04-13",11.5
"826","2010-04-14",12
"827","2010-04-15",12.3
"828","2010-04-16",12.3
"829","2010-04-19",12
"830","2010-04-20",12
"831","2010-04-21",12.1
"832","2010-04-22",12
"833","2010-04-23",12.2
"834","2010-04-26",13.2
"835","2010-04-27",12.3
"836","2010-04-28",12.3
"837","2010-04-29",11.8
"838","2010-04-30",11.8
"839","2010-05-03",12
"840","2010-05-04",11.8
"841","2010-05-05",11.6
"842","2010-05-06",11.5
"843","2010-05-07",10.8
"844","2010-05-10",11.9
"845","2010-05-11",11.2
"846","2010-05-12",11.4
"847","2010-05-13",11.4
"848","2010-05-14",11.2
"849","2010-05-17",11.1
"850","2010-05-18",11.3
"851","2010-05-19",10.7
"852","2010-05-20",10.2
"853","2010-05-21",10.3
"854","2010-05-24",10.1
"855","2010-05-25",10.5
"856","2010-05-26",10.3
"857","2010-05-27",11.2
"858","2010-05-28",10.7
"859","2010-06-01",11
"860","2010-06-02",11.1
"861","2010-06-03",10.9
"862","2010-06-04",11
"863","2010-06-07",10.7
"864","2010-06-08",10.4
"865","2010-06-09",10.5
"866","2010-06-10",10.3
"867","2010-06-11",11
"868","2010-06-14",11.5
"869","2010-06-15",11.8
"870","2010-06-16",11.5
"871","2010-06-17",11.5
"872","2010-06-18",11.9
"873","2010-06-21",11.3
"874","2010-06-22",10.9
"875","2010-06-23",11.6
"876","2010-06-24",11.8
"877","2010-06-25",11.6
"878","2010-06-28",11.3
"879","2010-06-29",11.4
"880","2010-06-30",11.5
"881","2010-07-01",11
"882","2010-07-02",10.7
"883","2010-07-06",10.6
"884","2010-07-07",11.2
"885","2010-07-08",10.7
"886","2010-07-09",10.8
"887","2010-07-12",10.7
"888","2010-07-13",10.9
"889","2010-07-14",10.6
"890","2010-07-15",11
"891","2010-07-16",11
"892","2010-07-19",11.1
"893","2010-07-20",11.5
"894","2010-07-21",11.5
"895","2010-07-22",11.3
"896","2010-07-23",11.1
"897","2010-07-26",10.9
"898","2010-07-27",11
"899","2010-07-28",10.9
"900","2010-07-29",11.4
"901","2010-07-30",11.3
"902","2010-08-02",11
"903","2010-08-03",11.3
"904","2010-08-04",11.3
"905","2010-08-05",11.6
"906","2010-08-06",10.9
"907","2010-08-09",11.3
"908","2010-08-10",11.1
"909","2010-08-11",11
"910","2010-08-12",11.1
"911","2010-08-13",11
"912","2010-08-16",11.3
"913","2010-08-17",11.7
"914","2010-08-18",11.8
"915","2010-08-19",10.7
"916","2010-08-20",10.2
"917","2010-08-23",10.6
"918","2010-08-24",10.3
"919","2010-08-25",10.6
"920","2010-08-26",10.3
"921","2010-08-27",10.1
"922","2010-08-30",11.1
"923","2010-08-31",11
"924","2010-09-01",11
"925","2010-09-02",11
"926","2010-09-03",11.1
"927","2010-09-07",11
"928","2010-09-08",10.5
"929","2010-09-09",11.5
"930","2010-09-10",11.4
"931","2010-09-13",11.4
"932","2010-09-14",11.5
"933","2010-09-15",12.3
"934","2010-09-16",12.9
"935","2010-09-17",16.200001
"936","2010-09-20",14.2
"937","2010-09-21",14
"938","2010-09-22",14
"939","2010-09-23",13.3
"940","2010-09-24",14.4
"941","2010-09-27",14.2
"942","2010-09-28",15
"943","2010-09-29",14.8
"944","2010-09-30",14.9
"945","2010-10-01",14.9
"946","2010-10-04",14.1
"947","2010-10-05",13.8
"948","2010-10-06",13.5
"949","2010-10-07",13.6
"950","2010-10-08",14
"951","2010-10-11",13.9
"952","2010-10-12",14.8
"953","2010-10-13",14.4
"954","2010-10-14",14.5
"955","2010-10-15",14.5
"956","2010-10-18",14.6
"957","2010-10-19",14.7
"958","2010-10-20",14.6
"959","2010-10-21",14.3
"960","2010-10-22",14.9
"961","2010-10-25",16
"962","2010-10-26",15.7
"963","2010-10-27",15.9
"964","2010-10-28",15.6
"965","2010-10-29",15.4
"966","2010-11-01",15.5
"967","2010-11-02",14.9
"968","2010-11-03",14.9
"969","2010-11-04",15.2
"970","2010-11-05",15.2
"971","2010-11-08",15.1
"972","2010-11-09",14.6
"973","2010-11-10",13.7
"974","2010-11-11",14.2
"975","2010-11-12",13.9
"976","2010-11-15",13.7
"977","2010-11-16",13.5
"978","2010-11-17",13.7
"979","2010-11-18",13.6
"980","2010-11-19",13.6
"981","2010-11-22",13.6
"982","2010-11-23",14.1
"983","2010-11-24",13.4
"984","2010-11-26",12.4
"985","2010-11-29",13
"986","2010-11-30",13.5
"987","2010-12-01",13.9
"988","2010-12-02",14.8
"989","2010-12-03",15
"990","2010-12-06",15.1
"991","2010-12-07",14.9
"992","2010-12-08",15.1
"993","2010-12-09",15.2
"994","2010-12-10",15.2
"995","2010-12-13",14.5
"996","2010-12-14",14.6
"997","2010-12-15",15.1
"998","2010-12-16",15.2
"999","2010-12-17",15
"1000","2010-12-20",15.9
"1001","2010-12-21",16.4
"1002","2010-12-22",16.299999
"1003","2010-12-23",16.200001
"1004","2010-12-27",16.1
"1005","2010-12-28",15.8
"1006","2010-12-29",15.6
"1007","2010-12-30",15.3
"1008","2010-12-31",14.3
"1009","2011-01-03",15.4
"1010","2011-01-04",16.1
"1011","2011-01-05",16.9
"1012","2011-01-06",17.5
"1013","2011-01-07",18.6
"1014","2011-01-10",23
"1015","2011-01-11",23.9
"1016","2011-01-12",26.4
"1017","2011-01-13",28.5
"1018","2011-01-14",27.200001
"1019","2011-01-18",32.5
"1020","2011-01-19",29.1
"1021","2011-01-20",25.4
"1022","2011-01-21",27.6
"1023","2011-01-24",32.5
"1024","2011-01-25",39.599998
"1025","2011-01-26",42
"1026","2011-01-27",30.9
"1027","2011-01-28",31.299999
"1028","2011-01-31",32.5
"1029","2011-02-01",31
"1030","2011-02-02",28.9
"1031","2011-02-03",30
"1032","2011-02-04",30
"1033","2011-02-07",29.799999
"1034","2011-02-08",28.5
"1035","2011-02-09",28
"1036","2011-02-10",29.4
"1037","2011-02-11",29.200001
"1038","2011-02-14",27.700001
"1039","2011-02-15",26.4
"1040","2011-02-16",28.299999
"1041","2011-02-17",26.700001
"1042","2011-02-18",27.1
