"","date","EOG"
"1","2007-01-03",30.33
"2","2007-01-04",30.35
"3","2007-01-05",31.34
"4","2007-01-08",31.125
"5","2007-01-09",30.725
"6","2007-01-10",30.49
"7","2007-01-11",29.98
"8","2007-01-12",31.139999
"9","2007-01-16",31.014999
"10","2007-01-17",31.084999
"11","2007-01-18",30.85
"12","2007-01-19",32.365002
"13","2007-01-22",32.465
"14","2007-01-23",33.744999
"15","2007-01-24",33.68
"16","2007-01-25",32.48
"17","2007-01-26",32.785
"18","2007-01-29",32.514999
"19","2007-01-30",34.029999
"20","2007-01-31",34.564999
"21","2007-02-01",34.794998
"22","2007-02-02",34.345001
"23","2007-02-05",33.974998
"24","2007-02-06",33.57
"25","2007-02-07",33.275002
"26","2007-02-08",33.305
"27","2007-02-09",33.285
"28","2007-02-12",32.52
"29","2007-02-13",32.884998
"30","2007-02-14",33.060001
"31","2007-02-15",32.895
"32","2007-02-16",33.5
"33","2007-02-20",33.200001
"34","2007-02-21",33.650002
"35","2007-02-22",34.255001
"36","2007-02-23",33.93
"37","2007-02-26",34.790001
"38","2007-02-27",33.799999
"39","2007-02-28",33.869999
"40","2007-03-01",33.525002
"41","2007-03-02",32.959999
"42","2007-03-05",32.400002
"43","2007-03-06",33.099998
"44","2007-03-07",33.605
"45","2007-03-08",33.485001
"46","2007-03-09",33.455002
"47","2007-03-12",33.060001
"48","2007-03-13",32.935001
"49","2007-03-14",33.695
"50","2007-03-15",33.365002
"51","2007-03-16",32.82
"52","2007-03-19",33.389999
"53","2007-03-20",33.965
"54","2007-03-21",34.860001
"55","2007-03-22",35.599998
"56","2007-03-23",35.724998
"57","2007-03-26",36.240002
"58","2007-03-27",35.985001
"59","2007-03-28",35.834999
"60","2007-03-29",35.935001
"61","2007-03-30",35.669998
"62","2007-04-02",36.299999
"63","2007-04-03",36.535
"64","2007-04-04",37.075001
"65","2007-04-05",37.375
"66","2007-04-09",37.195
"67","2007-04-10",37.955002
"68","2007-04-11",37.605
"69","2007-04-12",38.580002
"70","2007-04-13",38.490002
"71","2007-04-16",38.674999
"72","2007-04-17",37.955002
"73","2007-04-18",37.325001
"74","2007-04-19",36.740002
"75","2007-04-20",36.990002
"76","2007-04-23",37.105
"77","2007-04-24",37.195
"78","2007-04-25",37.700001
"79","2007-04-26",37.25
"80","2007-04-27",37.125
"81","2007-04-30",36.720001
"82","2007-05-01",37.889999
"83","2007-05-02",38.705002
"84","2007-05-03",39.009998
"85","2007-05-04",38.459999
"86","2007-05-07",38.564999
"87","2007-05-08",38.375
"88","2007-05-09",37.970001
"89","2007-05-10",37.27
"90","2007-05-11",37.955002
"91","2007-05-14",38.555
"92","2007-05-15",37.900002
"93","2007-05-16",37.825001
"94","2007-05-17",38.349998
"95","2007-05-18",39.235001
"96","2007-05-21",39.264999
"97","2007-05-22",38.764999
"98","2007-05-23",38.759998
"99","2007-05-24",37.91
"100","2007-05-25",38.305
"101","2007-05-29",37.915001
"102","2007-05-30",38.860001
"103","2007-05-31",38.450001
"104","2007-06-01",38.57
"105","2007-06-04",39.455002
"106","2007-06-05",38.970001
"107","2007-06-06",38.220001
"108","2007-06-07",37.445
"109","2007-06-08",37.669998
"110","2007-06-11",37.830002
"111","2007-06-12",37.904999
"112","2007-06-13",38.724998
"113","2007-06-14",40.005001
"114","2007-06-15",40.244999
"115","2007-06-18",40.130001
"116","2007-06-19",39.724998
"117","2007-06-20",38.389999
"118","2007-06-21",39.450001
"119","2007-06-22",38.310001
"120","2007-06-25",37.215
"121","2007-06-26",36.330002
"122","2007-06-27",36.93
"123","2007-06-28",36.224998
"124","2007-06-29",36.529999
"125","2007-07-02",37.064999
"126","2007-07-03",37.34
"127","2007-07-05",37.330002
"128","2007-07-06",37.470001
"129","2007-07-09",37.285
"130","2007-07-10",37.080002
"131","2007-07-11",37.209999
"132","2007-07-12",37.294998
"133","2007-07-13",37.455002
"134","2007-07-16",36.525002
"135","2007-07-17",36.345001
"136","2007-07-18",37.564999
"137","2007-07-19",38.099998
"138","2007-07-20",37.514999
"139","2007-07-23",36.044998
"140","2007-07-24",35.139999
"141","2007-07-25",35.619999
"142","2007-07-26",34.974998
"143","2007-07-27",34.555
"144","2007-07-30",35.544998
"145","2007-07-31",35.049999
"146","2007-08-01",35.794998
"147","2007-08-02",36.57
"148","2007-08-03",35.235001
"149","2007-08-06",35.259998
"150","2007-08-07",35.994999
"151","2007-08-08",36.625
"152","2007-08-09",36.564999
"153","2007-08-10",35.994999
"154","2007-08-13",35.744999
"155","2007-08-14",35.169998
"156","2007-08-15",34.34
"157","2007-08-16",34.5
"158","2007-08-17",35.790001
"159","2007-08-20",34.889999
"160","2007-08-21",34.044998
"161","2007-08-22",33.349998
"162","2007-08-23",33.535
"163","2007-08-24",33.945
"164","2007-08-27",33.419998
"165","2007-08-28",32.849998
"166","2007-08-29",33.360001
"167","2007-08-30",33.369999
"168","2007-08-31",33.68
"169","2007-09-04",34.564999
"170","2007-09-05",34.695
"171","2007-09-06",35.349998
"172","2007-09-07",34.950001
"173","2007-09-10",35.16
"174","2007-09-11",35.645
"175","2007-09-12",36.259998
"176","2007-09-13",35.860001
"177","2007-09-14",36.174999
"178","2007-09-17",35.924999
"179","2007-09-18",36.924999
"180","2007-09-19",37.110001
"181","2007-09-20",36.915001
"182","2007-09-21",37.244999
"183","2007-09-24",36.880001
"184","2007-09-25",36.435001
"185","2007-09-26",36.185001
"186","2007-09-27",36.189999
"187","2007-09-28",36.165001
"188","2007-10-01",36.634998
"189","2007-10-02",37.349998
"190","2007-10-03",37.240002
"191","2007-10-04",38.275002
"192","2007-10-05",38.705002
"193","2007-10-08",38.255001
"194","2007-10-09",39.130001
"195","2007-10-10",39.775002
"196","2007-10-11",40.450001
"197","2007-10-12",40.685001
"198","2007-10-15",40.830002
"199","2007-10-16",40.84
"200","2007-10-17",40.759998
"201","2007-10-18",41.084999
"202","2007-10-19",39.900002
"203","2007-10-22",39.195
"204","2007-10-23",38.715
"205","2007-10-24",39.275002
"206","2007-10-25",40.384998
"207","2007-10-26",40.955002
"208","2007-10-29",41.255001
"209","2007-10-30",42.974998
"210","2007-10-31",44.299999
"211","2007-11-01",43.299999
"212","2007-11-02",43.735001
"213","2007-11-05",43.5
"214","2007-11-06",44.235001
"215","2007-11-07",43.349998
"216","2007-11-08",44.060001
"217","2007-11-09",43.705002
"218","2007-11-12",42.145
"219","2007-11-13",42.830002
"220","2007-11-14",43.625
"221","2007-11-15",42.549999
"222","2007-11-16",42.639999
"223","2007-11-19",41.990002
"224","2007-11-20",41.860001
"225","2007-11-21",41.224998
"226","2007-11-23",41.82
"227","2007-11-26",41.450001
"228","2007-11-27",41.25
"229","2007-11-28",41.845001
"230","2007-11-29",41.605
"231","2007-11-30",41.389999
"232","2007-12-03",41.404999
"233","2007-12-04",41.384998
"234","2007-12-05",42.619999
"235","2007-12-06",44.41
"236","2007-12-07",44.080002
"237","2007-12-10",44.360001
"238","2007-12-11",43.985001
"239","2007-12-12",45.445
"240","2007-12-13",45.215
"241","2007-12-14",44.174999
"242","2007-12-17",43.665001
"243","2007-12-18",43.674999
"244","2007-12-19",44.154999
"245","2007-12-20",44.849998
"246","2007-12-21",45.215
"247","2007-12-24",45.509998
"248","2007-12-26",45.139999
"249","2007-12-27",44.810001
"250","2007-12-28",45.459999
"251","2007-12-31",44.625
"252","2008-01-02",45.645
"253","2008-01-03",46.59
"254","2008-01-04",44.485001
"255","2008-01-07",44.310001
"256","2008-01-08",43.435001
"257","2008-01-09",44.59
"258","2008-01-10",44.509998
"259","2008-01-11",44.465
"260","2008-01-14",46.584999
"261","2008-01-15",45.494999
"262","2008-01-16",44.305
"263","2008-01-17",41.994999
"264","2008-01-18",42.564999
"265","2008-01-22",41.73
"266","2008-01-23",41.330002
"267","2008-01-24",42.794998
"268","2008-01-25",41.990002
"269","2008-01-28",42.705002
"270","2008-01-29",42.509998
"271","2008-01-30",43.279999
"272","2008-01-31",43.665001
"273","2008-02-01",44.724998
"274","2008-02-04",45.330002
"275","2008-02-05",43.75
"276","2008-02-06",43.91
"277","2008-02-07",45.044998
"278","2008-02-08",47.060001
"279","2008-02-11",49.215
"280","2008-02-12",48.965
"281","2008-02-13",50.075001
"282","2008-02-14",48.810001
"283","2008-02-15",48.014999
"284","2008-02-19",49.205002
"285","2008-02-20",50.259998
"286","2008-02-21",48.834999
"287","2008-02-22",49.674999
"288","2008-02-25",52.064999
"289","2008-02-26",54.115002
"290","2008-02-27",52.84
"291","2008-02-28",62.365002
"292","2008-02-29",59.494999
"293","2008-03-03",61.084999
"294","2008-03-04",59.950001
"295","2008-03-05",60.305
"296","2008-03-06",58.805
"297","2008-03-07",58.23
"298","2008-03-10",57.279999
"299","2008-03-11",60.950001
"300","2008-03-12",59.465
"301","2008-03-13",63.48
"302","2008-03-14",63.049999
"303","2008-03-17",60.205002
"304","2008-03-18",61.735001
"305","2008-03-19",56.560001
"306","2008-03-20",56.134998
"307","2008-03-24",57.005001
"308","2008-03-25",58.110001
"309","2008-03-26",60.205002
"310","2008-03-27",58.959999
"311","2008-03-28",59.439999
"312","2008-03-31",60
"313","2008-04-01",60.435001
"314","2008-04-02",60.68
"315","2008-04-03",60.720001
"316","2008-04-04",61.889999
"317","2008-04-07",63.09
"318","2008-04-08",64.379997
"319","2008-04-09",63.845001
"320","2008-04-10",64.910004
"321","2008-04-11",63.16
"322","2008-04-14",63.945
"323","2008-04-15",65.57
"324","2008-04-16",66.5
"325","2008-04-17",65.980003
"326","2008-04-18",67.084999
"327","2008-04-21",68.705002
"328","2008-04-22",68.625
"329","2008-04-23",68.625
"330","2008-04-24",65.875
"331","2008-04-25",67.875
"332","2008-04-28",67.019997
"333","2008-04-29",64.18
"334","2008-04-30",65.239998
"335","2008-05-01",63.424999
"336","2008-05-02",63.875
"337","2008-05-05",66.269997
"338","2008-05-06",68.940002
"339","2008-05-07",67.510002
"340","2008-05-08",69.894997
"341","2008-05-09",69.25
"342","2008-05-12",68
"343","2008-05-13",69.275002
"344","2008-05-14",67.434998
"345","2008-05-15",67.985001
"346","2008-05-16",70.495003
"347","2008-05-19",69.949997
"348","2008-05-20",71.705002
"349","2008-05-21",69.400002
"350","2008-05-22",68.349998
"351","2008-05-23",67.485001
"352","2008-05-27",66.565002
"353","2008-05-28",67.205002
"354","2008-05-29",63.900002
"355","2008-05-30",64.315002
"356","2008-06-02",63.669998
"357","2008-06-03",62.035
"358","2008-06-04",62.044998
"359","2008-06-05",65.644997
"360","2008-06-06",64.404999
"361","2008-06-09",65.945
"362","2008-06-10",64.230003
"363","2008-06-11",64.195
"364","2008-06-12",64.290001
"365","2008-06-13",65.154999
"366","2008-06-16",64.714996
"367","2008-06-17",66.004997
"368","2008-06-18",66.514999
"369","2008-06-19",65.150002
"370","2008-06-20",65.205002
"371","2008-06-23",67.769997
"372","2008-06-24",65.224998
"373","2008-06-25",63.919998
"374","2008-06-26",63.095001
"375","2008-06-27",65.095001
"376","2008-06-30",65.599998
"377","2008-07-01",65.769997
"378","2008-07-02",62.285
"379","2008-07-03",60.355
"380","2008-07-07",57.73
"381","2008-07-08",58.669998
"382","2008-07-09",55.595001
"383","2008-07-10",58.244999
"384","2008-07-11",59.279999
"385","2008-07-14",59.52
"386","2008-07-15",55.740002
"387","2008-07-16",54.220001
"388","2008-07-17",52.310001
"389","2008-07-18",53.195
"390","2008-07-21",54.514999
"391","2008-07-22",53.215
"392","2008-07-23",51.509998
