"","date","AMED"
"1","2007-01-03",33.32
"2","2007-01-04",32.580002
"3","2007-01-05",32.279999
"4","2007-01-08",32.5
"5","2007-01-09",32.099998
"6","2007-01-10",32.099998
"7","2007-01-11",32.950001
"8","2007-01-12",32.880001
"9","2007-01-16",32.57
"10","2007-01-17",32.41
"11","2007-01-18",31.389999
"12","2007-01-19",31.389999
"13","2007-01-22",30.540001
"14","2007-01-23",31.129999
"15","2007-01-24",30.610001
"16","2007-01-25",30.309999
"17","2007-01-26",30.34
"18","2007-01-29",30.940001
"19","2007-01-30",31.17
"20","2007-01-31",32.32
"21","2007-02-01",33
"22","2007-02-02",33.18
"23","2007-02-05",32.68
"24","2007-02-06",32.720001
"25","2007-02-07",33.110001
"26","2007-02-08",33.200001
"27","2007-02-09",32.950001
"28","2007-02-12",32.619999
"29","2007-02-13",33.310001
"30","2007-02-14",33.57
"31","2007-02-15",34.16
"32","2007-02-16",34.799999
"33","2007-02-20",32.470001
"34","2007-02-21",32.110001
"35","2007-02-22",32.299999
"36","2007-02-23",32.580002
"37","2007-02-26",33.080002
"38","2007-02-27",32.099998
"39","2007-02-28",31.98
"40","2007-03-01",31.719999
"41","2007-03-02",31.780001
"42","2007-03-05",31.84
"43","2007-03-06",32.34
"44","2007-03-07",31.85
"45","2007-03-08",31.67
"46","2007-03-09",31.76
"47","2007-03-12",31.74
"48","2007-03-13",31.459999
"49","2007-03-14",31.18
"50","2007-03-15",31.780001
"51","2007-03-16",31.91
"52","2007-03-19",32.16
"53","2007-03-20",32.119999
"54","2007-03-21",32.720001
"55","2007-03-22",32.529999
"56","2007-03-23",32.93
"57","2007-03-26",32.700001
"58","2007-03-27",32.439999
"59","2007-03-28",32.529999
"60","2007-03-29",32.59
"61","2007-03-30",32.43
"62","2007-04-02",32.369999
"63","2007-04-03",32.299999
"64","2007-04-04",32.23
"65","2007-04-05",33.279999
"66","2007-04-09",33.990002
"67","2007-04-10",33.77
"68","2007-04-11",33.259998
"69","2007-04-12",33.099998
"70","2007-04-13",32.540001
"71","2007-04-16",32.66
"72","2007-04-17",32.360001
"73","2007-04-18",32.029999
"74","2007-04-19",32.07
"75","2007-04-20",32.290001
"76","2007-04-23",31.809999
"77","2007-04-24",31.74
"78","2007-04-25",32.110001
"79","2007-04-26",31.870001
"80","2007-04-27",30.440001
"81","2007-04-30",31.35
"82","2007-05-01",33.860001
"83","2007-05-02",34.84
"84","2007-05-03",35.18
"85","2007-05-04",35.5
"86","2007-05-07",35.73
"87","2007-05-08",36
"88","2007-05-09",35.52
"89","2007-05-10",35.27
"90","2007-05-11",35.419998
"91","2007-05-14",35.900002
"92","2007-05-15",36.150002
"93","2007-05-16",36.93
"94","2007-05-17",36.549999
"95","2007-05-18",36.880001
"96","2007-05-21",36.830002
"97","2007-05-22",38
"98","2007-05-23",37.400002
"99","2007-05-24",36.939999
"100","2007-05-25",37.080002
"101","2007-05-29",37.029999
"102","2007-05-30",37.200001
"103","2007-05-31",37.299999
"104","2007-06-01",37.75
"105","2007-06-04",38.419998
"106","2007-06-05",37.77
"107","2007-06-06",37.119999
"108","2007-06-07",36.599998
"109","2007-06-08",36.950001
"110","2007-06-11",36.68
"111","2007-06-12",36.360001
"112","2007-06-13",36.25
"113","2007-06-14",35.59
"114","2007-06-15",36.080002
"115","2007-06-18",35.709999
"116","2007-06-19",36.029999
"117","2007-06-20",35.439999
"118","2007-06-21",35.470001
"119","2007-06-22",35.299999
"120","2007-06-25",35.650002
"121","2007-06-26",36.130001
"122","2007-06-27",36.52
"123","2007-06-28",36.98
"124","2007-06-29",36.330002
"125","2007-07-02",36.860001
"126","2007-07-03",37.369999
"127","2007-07-05",37.990002
"128","2007-07-06",37.900002
"129","2007-07-09",38.02
"130","2007-07-10",36.150002
"131","2007-07-11",36.77
"132","2007-07-12",36.880001
"133","2007-07-13",37.209999
"134","2007-07-16",37.27
"135","2007-07-17",37.639999
"136","2007-07-18",38.650002
"137","2007-07-19",39.040001
"138","2007-07-20",38.349998
"139","2007-07-23",38.009998
"140","2007-07-24",36.610001
"141","2007-07-25",37.18
"142","2007-07-26",36.200001
"143","2007-07-27",35.599998
"144","2007-07-30",36.650002
"145","2007-07-31",37.849998
"146","2007-08-01",37.93
"147","2007-08-02",38.16
"148","2007-08-03",38.209999
"149","2007-08-06",38.75
"150","2007-08-07",39.34
"151","2007-08-08",38.560001
"152","2007-08-09",39.490002
"153","2007-08-10",38.990002
"154","2007-08-13",38.869999
"155","2007-08-14",38.799999
"156","2007-08-15",38.849998
"157","2007-08-16",39.25
"158","2007-08-17",39.799999
"159","2007-08-20",40.029999
"160","2007-08-21",39.360001
"161","2007-08-22",39.580002
"162","2007-08-23",37.5
"163","2007-08-24",38.200001
"164","2007-08-27",38.060001
"165","2007-08-28",37.25
"166","2007-08-29",37.880001
"167","2007-08-30",37.970001
"168","2007-08-31",37.779999
"169","2007-09-04",37.650002
"170","2007-09-05",38.02
"171","2007-09-06",38.02
"172","2007-09-07",38.130001
"173","2007-09-10",37.82
"174","2007-09-11",38.130001
"175","2007-09-12",38.27
"176","2007-09-13",37.849998
"177","2007-09-14",37.41
"178","2007-09-17",38.099998
"179","2007-09-18",38.59
"180","2007-09-19",39.169998
"181","2007-09-20",39.110001
"182","2007-09-21",39.029999
"183","2007-09-24",39.139999
"184","2007-09-25",39.080002
"185","2007-09-26",38.869999
"186","2007-09-27",38.970001
"187","2007-09-28",38.419998
"188","2007-10-01",39.099998
"189","2007-10-02",38.869999
"190","2007-10-03",38.970001
"191","2007-10-04",39.049999
"192","2007-10-05",39.169998
"193","2007-10-08",39.360001
"194","2007-10-09",40.130001
"195","2007-10-10",39.5
"196","2007-10-11",38.5
"197","2007-10-12",38.52
"198","2007-10-15",37.91
"199","2007-10-16",37.639999
"200","2007-10-17",37.200001
"201","2007-10-18",36.93
"202","2007-10-19",36.75
"203","2007-10-22",37.790001
"204","2007-10-23",37.380001
"205","2007-10-24",37.09
"206","2007-10-25",37
"207","2007-10-26",36.950001
"208","2007-10-29",36.650002
"209","2007-10-30",43.400002
"210","2007-10-31",42.450001
"211","2007-11-01",42.450001
"212","2007-11-02",42.75
"213","2007-11-05",41.849998
"214","2007-11-06",42.529999
"215","2007-11-07",41.540001
"216","2007-11-08",41.880001
"217","2007-11-09",41.400002
"218","2007-11-12",42.360001
"219","2007-11-13",43.869999
"220","2007-11-14",44.290001
"221","2007-11-15",43.34
"222","2007-11-16",43.43
"223","2007-11-19",42.830002
"224","2007-11-20",42.630001
"225","2007-11-21",41.880001
"226","2007-11-23",42.740002
"227","2007-11-26",41.950001
"228","2007-11-27",42
"229","2007-11-28",42.400002
"230","2007-11-29",42.290001
"231","2007-11-30",42.66
"232","2007-12-03",44.200001
"233","2007-12-04",43.389999
"234","2007-12-05",44.200001
"235","2007-12-06",46
"236","2007-12-07",43.330002
"237","2007-12-10",43.84
"238","2007-12-11",44.060001
"239","2007-12-12",44.150002
"240","2007-12-13",44.950001
"241","2007-12-14",44.41
"242","2007-12-17",42.16
"243","2007-12-18",45.330002
"244","2007-12-19",46.32
"245","2007-12-20",48.43
"246","2007-12-21",48.549999
"247","2007-12-24",48.549999
"248","2007-12-26",49.189999
"249","2007-12-27",48.740002
"250","2007-12-28",48.880001
"251","2007-12-31",48.52
"252","2008-01-02",48.349998
"253","2008-01-03",48.900002
"254","2008-01-04",46.540001
"255","2008-01-07",48.150002
"256","2008-01-08",45.73
"257","2008-01-09",47.25
"258","2008-01-10",46.91
"259","2008-01-11",46.549999
"260","2008-01-14",47.689999
"261","2008-01-15",47.689999
"262","2008-01-16",48.48
"263","2008-01-17",48.25
"264","2008-01-18",46.860001
"265","2008-01-22",45.57
"266","2008-01-23",45.830002
"267","2008-01-24",43.950001
"268","2008-01-25",45.07
"269","2008-01-28",44.75
"270","2008-01-29",45.040001
"271","2008-01-30",43.740002
"272","2008-01-31",42.630001
"273","2008-02-01",43.040001
"274","2008-02-04",44.110001
"275","2008-02-05",43.330002
"276","2008-02-06",42.259998
"277","2008-02-07",44.099998
"278","2008-02-08",44.619999
"279","2008-02-11",43.400002
"280","2008-02-12",43.639999
"281","2008-02-13",45.200001
"282","2008-02-14",43.119999
"283","2008-02-15",43.360001
"284","2008-02-19",45.5
"285","2008-02-20",47.48
"286","2008-02-21",47.5
"287","2008-02-22",45.93
"288","2008-02-25",47.709999
"289","2008-02-26",47.360001
"290","2008-02-27",46.57
"291","2008-02-28",45.84
"292","2008-02-29",42.779999
"293","2008-03-03",43.049999
"294","2008-03-04",42.009998
"295","2008-03-05",42.52
"296","2008-03-06",40.529999
"297","2008-03-07",38.93
"298","2008-03-10",39.330002
"299","2008-03-11",38.91
"300","2008-03-12",38.02
"301","2008-03-13",38.59
"302","2008-03-14",37.360001
"303","2008-03-17",36.959999
"304","2008-03-18",37.25
"305","2008-03-19",37.459999
"306","2008-03-20",39.049999
"307","2008-03-24",39.630001
"308","2008-03-25",39.830002
"309","2008-03-26",39.630001
"310","2008-03-27",38.669998
"311","2008-03-28",37.119999
