"","date","KGC"
"440","2008-09-30",16.120001
"441","2008-10-01",16.93
"442","2008-10-02",14.12
"443","2008-10-03",14.18
"444","2008-10-06",13.5
"445","2008-10-07",13.62
"446","2008-10-08",16.200001
"447","2008-10-09",15.77
"448","2008-10-10",13.1
"449","2008-10-13",13.16
"450","2008-10-14",14.3
"451","2008-10-15",12.85
"452","2008-10-16",11.09
"453","2008-10-17",10.75
"454","2008-10-20",11.92
"455","2008-10-21",10.41
"456","2008-10-22",9.08
"457","2008-10-23",7.95
"458","2008-10-24",8.81
"459","2008-10-27",7.66
"460","2008-10-28",8.49
"461","2008-10-29",10.36
"462","2008-10-30",11.28
"463","2008-10-31",10.43
"464","2008-11-03",10.76
"465","2008-11-04",12.84
"466","2008-11-05",12.9
"467","2008-11-06",12
"468","2008-11-07",12.58
"469","2008-11-10",13.6
"470","2008-11-11",13.41
"471","2008-11-12",11.41
"472","2008-11-13",13.49
"473","2008-11-14",12.23
"474","2008-11-17",12.17
"475","2008-11-18",12.03
"476","2008-11-19",11.13
"477","2008-11-20",10.67
"478","2008-11-21",13.77
"479","2008-11-24",14.28
"480","2008-11-25",13.66
"481","2008-11-26",14.83
"482","2008-11-28",14.75
"483","2008-12-01",13.61
"484","2008-12-02",14.86
"485","2008-12-03",14.32
"486","2008-12-04",13.51
"487","2008-12-05",13.56
"488","2008-12-08",14.95
"489","2008-12-09",14.8
"490","2008-12-10",16.309999
"491","2008-12-11",15.67
"492","2008-12-12",16.34
"493","2008-12-15",16.74
"494","2008-12-16",18.26
"495","2008-12-17",17.790001
"496","2008-12-18",16.34
"497","2008-12-19",16.700001
"498","2008-12-22",16.620001
"499","2008-12-23",16.690001
"500","2008-12-24",17
"501","2008-12-26",17.9
"502","2008-12-29",18.290001
"503","2008-12-30",18.190001
"504","2008-12-31",18.42
"505","2009-01-02",18.57
"506","2009-01-05",17.73
"507","2009-01-06",18.360001
"508","2009-01-07",16.940001
"509","2009-01-08",18.200001
"510","2009-01-09",17.76
"511","2009-01-12",16.74
"512","2009-01-13",17.219999
"513","2009-01-14",16.309999
"514","2009-01-15",16.67
"515","2009-01-16",17.889999
"516","2009-01-20",18.360001
"517","2009-01-21",17.49
"518","2009-01-22",16.950001
"519","2009-01-23",18.23
"520","2009-01-26",17.59
"521","2009-01-27",17.049999
"522","2009-01-28",16.940001
"523","2009-01-29",17.940001
"524","2009-01-30",17.68
"525","2009-02-02",17.139999
"526","2009-02-03",17.030001
"527","2009-02-04",17.41
"528","2009-02-05",18.049999
"529","2009-02-06",18.559999
"530","2009-02-09",18.030001
"531","2009-02-10",17.74
"532","2009-02-11",19.190001
"533","2009-02-12",19.209999
"534","2009-02-13",18.91
"535","2009-02-17",19.17
"536","2009-02-18",19.49
"537","2009-02-19",18.09
"538","2009-02-20",18.889999
"539","2009-02-23",18.33
"540","2009-02-24",16.889999
"541","2009-02-25",16.16
"542","2009-02-26",16.700001
"543","2009-02-27",15.78
"544","2009-03-02",15.06
"545","2009-03-03",15.97
"546","2009-03-04",15.57
"547","2009-03-05",16.700001
"548","2009-03-06",16.68
"549","2009-03-09",15.69
"550","2009-03-10",14.51
"551","2009-03-11",15.26
"552","2009-03-12",15.52
"553","2009-03-13",15.92
"554","2009-03-16",15.88
"555","2009-03-17",15.72
"556","2009-03-18",17.360001
"557","2009-03-19",18.65
"558","2009-03-20",17.91
"559","2009-03-23",18.120001
"560","2009-03-24",18.41
"561","2009-03-25",19.120001
"562","2009-03-26",18.690001
"563","2009-03-27",17.91
"564","2009-03-30",17.77
"565","2009-03-31",17.870001
"566","2009-04-01",18.59
"567","2009-04-02",17.23
"568","2009-04-03",16.01
"569","2009-04-06",15.49
"570","2009-04-07",15.14
"571","2009-04-08",15.27
"572","2009-04-09",14.96
"573","2009-04-13",14.78
"574","2009-04-14",14.76
"575","2009-04-15",14.8
"576","2009-04-16",14.03
"577","2009-04-17",13.79
"578","2009-04-20",14.6
"579","2009-04-21",14.28
"580","2009-04-22",14.45
"581","2009-04-23",15.25
"582","2009-04-24",16.040001
"583","2009-04-27",15.75
"584","2009-04-28",15.15
"585","2009-04-29",15.81
"586","2009-04-30",15.45
"587","2009-05-01",15.52
"588","2009-05-04",16.4
"589","2009-05-05",16.32
"590","2009-05-06",16.860001
"591","2009-05-07",16.309999
"592","2009-05-08",16.639999
"593","2009-05-11",16.469999
"594","2009-05-12",17.34
"595","2009-05-13",16.83
"596","2009-05-14",17.02
"597","2009-05-15",16.889999
"598","2009-05-18",16.879999
"599","2009-05-19",17.469999
"600","2009-05-20",18.68
"601","2009-05-21",18.799999
"602","2009-05-22",19.18
"603","2009-05-26",19.059999
"604","2009-05-27",18.790001
"605","2009-05-28",19.52
"606","2009-05-29",20.219999
"607","2009-06-01",20.18
"608","2009-06-02",20.959999
"609","2009-06-03",19.27
"610","2009-06-04",19.889999
"611","2009-06-05",18.57
"612","2009-06-08",18.629999
"613","2009-06-09",18.43
"614","2009-06-10",18.370001
"615","2009-06-11",18.42
"616","2009-06-12",17.67
"617","2009-06-15",17.26
"618","2009-06-16",17.48
"619","2009-06-17",17.34
"620","2009-06-18",17.110001
"621","2009-06-19",17.83
"622","2009-06-22",16.629999
"623","2009-06-23",17.370001
"624","2009-06-24",18.280001
"625","2009-06-25",19.16
"626","2009-06-26",18.92
"627","2009-06-29",18.76
"628","2009-06-30",18.15
"629","2009-07-01",19.379999
"630","2009-07-02",18.940001
"631","2009-07-06",18.35
"632","2009-07-07",18.469999
"633","2009-07-08",17.82
"634","2009-07-09",17.77
"635","2009-07-10",17.780001
"636","2009-07-13",18.209999
"637","2009-07-14",18.639999
"638","2009-07-15",19.67
"639","2009-07-16",19.65
"640","2009-07-17",19.950001
"641","2009-07-20",20.49
"642","2009-07-21",20.1
"643","2009-07-22",19.99
"644","2009-07-23",20.280001
"645","2009-07-24",20.309999
"646","2009-07-27",20.219999
"647","2009-07-28",18.99
"648","2009-07-29",18.4
"649","2009-07-30",18.73
"650","2009-07-31",19.639999
"651","2009-08-03",20
"652","2009-08-04",20.370001
"653","2009-08-05",20.4
"654","2009-08-06",20.57
"655","2009-08-07",19.98
"656","2009-08-10",19.67
"657","2009-08-11",19.33
"658","2009-08-12",19.469999
"659","2009-08-13",19.629999
"660","2009-08-14",19.02
"661","2009-08-17",18.200001
"662","2009-08-18",18.35
"663","2009-08-19",18.6
"664","2009-08-20",18.84
"665","2009-08-21",19.309999
"666","2009-08-24",19.219999
"667","2009-08-25",19.559999
"668","2009-08-26",19.16
"669","2009-08-27",19.389999
"670","2009-08-28",19.73
"671","2009-08-31",18.950001
"672","2009-09-01",18.75
"673","2009-09-02",20.610001
"674","2009-09-03",21.74
"675","2009-09-04",21.879999
"676","2009-09-08",21.799999
"677","2009-09-09",21.27
"678","2009-09-10",21.9
"679","2009-09-11",22.469999
"680","2009-09-14",22.030001
"681","2009-09-15",22.82
"682","2009-09-16",23.190001
"683","2009-09-17",22.860001
"684","2009-09-18",22.18
"685","2009-09-21",22.120001
"686","2009-09-22",22.52
"687","2009-09-23",21.75
"688","2009-09-24",21.07
"689","2009-09-25",20.57
"690","2009-09-28",20.530001
"691","2009-09-29",21.559999
"692","2009-09-30",21.700001
"693","2009-10-01",20.67
"694","2009-10-02",20.43
"695","2009-10-05",21.08
"696","2009-10-06",22.059999
"697","2009-10-07",22.43
"698","2009-10-08",22.870001
"699","2009-10-09",23.09
"700","2009-10-12",23.120001
"701","2009-10-13",23.620001
"702","2009-10-14",23.450001
"703","2009-10-15",22.940001
"704","2009-10-16",23.139999
"705","2009-10-19",23.32
"706","2009-10-20",22.49
"707","2009-10-21",22.08
"708","2009-10-22",21.709999
"709","2009-10-23",21.370001
"710","2009-10-26",20.34
"711","2009-10-27",19.110001
"712","2009-10-28",18
"713","2009-10-29",18.610001
"714","2009-10-30",18.58
"715","2009-11-02",18.290001
"716","2009-11-03",18.049999
"717","2009-11-04",18.860001
"718","2009-11-05",18.75
"719","2009-11-06",18.66
"720","2009-11-09",19.41
"721","2009-11-10",19.34
"722","2009-11-11",19.610001
"723","2009-11-12",18.82
"724","2009-11-13",19.190001
"725","2009-11-16",19.68
"726","2009-11-17",19.530001
"727","2009-11-18",19.16
"728","2009-11-19",19.459999
"729","2009-11-20",19.139999
"730","2009-11-23",19.59
"731","2009-11-24",19.49
"732","2009-11-25",20.299999
"733","2009-11-27",19.370001
"734","2009-11-30",20.02
"735","2009-12-01",21.1
"736","2009-12-02",21.969999
"737","2009-12-03",21.49
"738","2009-12-04",20.469999
"739","2009-12-07",20
"740","2009-12-08",19.139999
"741","2009-12-09",19.76
"742","2009-12-10",19.83
"743","2009-12-11",19.23
"744","2009-12-14",19.17
"745","2009-12-15",18.82
"746","2009-12-16",18.969999
"747","2009-12-17",17.93
"748","2009-12-18",17.98
"749","2009-12-21",17.92
"750","2009-12-22",18.07
"751","2009-12-23",18.83
"752","2009-12-24",18.77
"753","2009-12-28",18.530001
"754","2009-12-29",18.370001
"755","2009-12-30",18.32
"756","2009-12-31",18.4
"757","2010-01-04",18.879999
"758","2010-01-05",19.389999
"759","2010-01-06",20.08
"760","2010-01-07",20.18
"761","2010-01-08",20.440001
"762","2010-01-11",20.610001
"763","2010-01-12",20.030001
"764","2010-01-13",20.35
"765","2010-01-14",20.32
"766","2010-01-15",19.309999
"767","2010-01-19",19.219999
"768","2010-01-20",18.51
"769","2010-01-21",17.73
"770","2010-01-22",17.77
"771","2010-01-25",17.389999
"772","2010-01-26",17.35
"773","2010-01-27",17.02
"774","2010-01-28",16.84
"775","2010-01-29",16.26
"776","2010-02-01",16.98
"777","2010-02-02",17.32
"778","2010-02-03",17.379999
"779","2010-02-04",16.389999
"780","2010-02-05",17.18
"781","2010-02-08",16.65
"782","2010-02-09",17.5
"783","2010-02-10",17.549999
"784","2010-02-11",18.17
"785","2010-02-12",18.200001
"786","2010-02-16",18.809999
"787","2010-02-17",18.5
"788","2010-02-18",18.860001
"789","2010-02-19",18.5
"790","2010-02-22",18.32
"791","2010-02-23",17.66
"792","2010-02-24",17.59
"793","2010-02-25",18.08
"794","2010-02-26",18.120001
"795","2010-03-01",18.530001
"796","2010-03-02",18.950001
"797","2010-03-03",19.09
"798","2010-03-04",18.879999
"799","2010-03-05",19.1
"800","2010-03-08",18.85
"801","2010-03-09",18.57
"802","2010-03-10",18.07
"803","2010-03-11",17.99
"804","2010-03-12",17.879999
"805","2010-03-15",17.629999
"806","2010-03-16",18.16
"807","2010-03-17",18.08
"808","2010-03-18",18.08
"809","2010-03-19",17.940001
"810","2010-03-22",17.799999
"811","2010-03-23",17.82
"812","2010-03-24",16.940001
"813","2010-03-25",16.809999
"814","2010-03-26",17
"815","2010-03-29",17.290001
"816","2010-03-30",17.120001
"817","2010-03-31",17.09
"818","2010-04-01",17.540001
"819","2010-04-05",17.77
"820","2010-04-06",17.75
"821","2010-04-07",18.299999
"822","2010-04-08",18.379999
"823","2010-04-09",18.549999
"824","2010-04-12",18.440001
"825","2010-04-13",18.25
"826","2010-04-14",18.48
"827","2010-04-15",18.16
"828","2010-04-16",17.690001
"829","2010-04-19",17.76
"830","2010-04-20",17.790001
"831","2010-04-21",17.969999
"832","2010-04-22",18.049999
"833","2010-04-23",18.16
"834","2010-04-26",18.129999
"835","2010-04-27",18.370001
"836","2010-04-28",18.98
"837","2010-04-29",18.860001
"838","2010-04-30",18.969999
"839","2010-05-03",18.700001
"840","2010-05-04",18.58
"841","2010-05-05",17.690001
"842","2010-05-06",17.74
"843","2010-05-07",17.360001
"844","2010-05-10",17.370001
"845","2010-05-11",18.709999
"846","2010-05-12",19.23
"847","2010-05-13",18.83
"848","2010-05-14",18.950001
"849","2010-05-17",18.32
"850","2010-05-18",18.190001
"851","2010-05-19",17.34
"852","2010-05-20",16.59
"853","2010-05-21",16.629999
"854","2010-05-24",16.639999
"855","2010-05-25",16.959999
"856","2010-05-26",16.9
"857","2010-05-27",17.299999
"858","2010-05-28",17.209999
"859","2010-06-01",17.16
"860","2010-06-02",17.4
"861","2010-06-03",17.17
"862","2010-06-04",16.85
"863","2010-06-07",17.15
"864","2010-06-08",17.43
"865","2010-06-09",17.219999
"866","2010-06-10",17.43
"867","2010-06-11",17.459999
"868","2010-06-14",17.17
"869","2010-06-15",17.66
"870","2010-06-16",17.690001
"871","2010-06-17",18.379999
"872","2010-06-18",18.700001
"873","2010-06-21",18.08
"874","2010-06-22",18.030001
"875","2010-06-23",18.219999
"876","2010-06-24",17.969999
"877","2010-06-25",18.32
"878","2010-06-28",18
"879","2010-06-29",17.26
"880","2010-06-30",17.09
"881","2010-07-01",16.27
"882","2010-07-02",16.299999
"883","2010-07-06",15.96
"884","2010-07-07",16.200001
"885","2010-07-08",15.83
"886","2010-07-09",16.16
"887","2010-07-12",16.129999
"888","2010-07-13",16.23
"889","2010-07-14",16.200001
"890","2010-07-15",16.08
"891","2010-07-16",15.71
"892","2010-07-19",15.46
"893","2010-07-20",15.79
"894","2010-07-21",15.61
"895","2010-07-22",16.33
"896","2010-07-23",16.43
"897","2010-07-26",16.18
"898","2010-07-27",15.87
"899","2010-07-28",16.02
"900","2010-07-29",16.17
"901","2010-07-30",16.389999
"902","2010-08-02",16.34
"903","2010-08-03",15.45
"904","2010-08-04",15.72
"905","2010-08-05",15.8
"906","2010-08-06",15.76
"907","2010-08-09",15.77
"908","2010-08-10",15.67
"909","2010-08-11",15.24
"910","2010-08-12",15.45
"911","2010-08-13",15.16
"912","2010-08-16",15.16
"913","2010-08-17",15.17
"914","2010-08-18",15.48
"915","2010-08-19",15.57
"916","2010-08-20",15.48
"917","2010-08-23",15.18
"918","2010-08-24",15.3
"919","2010-08-25",15.63
"920","2010-08-26",16.030001
"921","2010-08-27",16.469999
"922","2010-08-30",16.25
"923","2010-08-31",16.92
"924","2010-09-01",16.76
"925","2010-09-02",17
"926","2010-09-03",17.43
"927","2010-09-07",17.139999
"928","2010-09-08",17
"929","2010-09-09",16.66
"930","2010-09-10",16.860001
"931","2010-09-13",16.540001
"932","2010-09-14",17.059999
"933","2010-09-15",17.58
"934","2010-09-16",18.549999
"935","2010-09-17",18.200001
"936","2010-09-20",18.82
"937","2010-09-21",18.870001
"938","2010-09-22",18.879999
"939","2010-09-23",19.01
"940","2010-09-24",19
"941","2010-09-27",18.709999
"942","2010-09-28",19
"943","2010-09-29",18.93
"944","2010-09-30",18.790001
"945","2010-10-01",18.9
"946","2010-10-04",18.860001
"947","2010-10-05",19.42
"948","2010-10-06",19.549999
"949","2010-10-07",18.940001
"950","2010-10-08",19
"951","2010-10-11",19.139999
"952","2010-10-12",18.940001
"953","2010-10-13",19.66
"954","2010-10-14",19.309999
"955","2010-10-15",19.02
"956","2010-10-18",18.76
"957","2010-10-19",17.74
"958","2010-10-20",18.139999
"959","2010-10-21",17.52
"960","2010-10-22",17.6
"961","2010-10-25",17.719999
"962","2010-10-26",17.65
"963","2010-10-27",17.139999
"964","2010-10-28",17.66
"965","2010-10-29",17.950001
"966","2010-11-01",17.889999
"967","2010-11-02",17.950001
"968","2010-11-03",17.809999
"969","2010-11-04",18.84
"970","2010-11-05",18.84
"971","2010-11-08",19.139999
"972","2010-11-09",18.469999
"973","2010-11-10",18.690001
"974","2010-11-11",18.66
"975","2010-11-12",18.34
"976","2010-11-15",17.99
"977","2010-11-16",17.42
"978","2010-11-17",17.440001
