"","date","LBAI"
"1","2007-01-03",12.348764
"2","2007-01-04",12.587348
"3","2007-01-05",12.151316
"4","2007-01-08",12.093726
"5","2007-01-09",12.02791
"6","2007-01-10",12.110181
"7","2007-01-11",12.455715
"8","2007-01-12",12.570894
"9","2007-01-16",12.620256
"10","2007-01-17",12.33231
"11","2007-01-18",12.167769
"12","2007-01-19",12.324083
"13","2007-01-22",12.110181
"14","2007-01-23",12.118407
"15","2007-01-24",12.101954
"16","2007-01-25",11.80578
"17","2007-01-26",12.011456
"18","2007-01-29",12.02791
"19","2007-01-30",12.258266
"20","2007-01-31",12.200678
"21","2007-02-01",12.200678
"22","2007-02-02",12.225359
"23","2007-02-05",12.126635
"24","2007-02-06",12.241813
"25","2007-02-07",12.151316
"26","2007-02-08",12.118407
"27","2007-02-09",11.896277
"28","2007-02-12",11.920959
"29","2007-02-13",11.929186
"30","2007-02-14",11.822234
"31","2007-02-15",11.550743
"32","2007-02-16",11.707056
"33","2007-02-20",11.855143
"34","2007-02-21",12.093726
"35","2007-02-22",12.159543
"36","2007-02-23",11.912732
"37","2007-02-26",11.912732
"38","2007-02-27",11.591878
"39","2007-02-28",11.583651
"40","2007-03-01",11.558969
"41","2007-03-02",11.246343
"42","2007-03-05",11.345067
"43","2007-03-06",11.600105
"44","2007-03-07",11.328613
"45","2007-03-08",11.320386
"46","2007-03-09",11.386202
"47","2007-03-12",11.345067
"48","2007-03-13",10.851445
"49","2007-03-14",11.057121
"50","2007-03-15",11.312159
"51","2007-03-16",11.065349
"52","2007-03-19",11.081802
"53","2007-03-20",11.287477
"54","2007-03-21",11.509607
"55","2007-03-22",11.386202
"56","2007-03-23",11.353294
"57","2007-03-26",11.320386
"58","2007-03-27",11.122937
"59","2007-03-28",11.155846
"60","2007-03-29",11.147618
"61","2007-03-30",11.147618
"62","2007-04-02",11.065349
"63","2007-04-03",11.229889
"64","2007-04-04",11.394429
"65","2007-04-05",11.180527
"66","2007-04-09",10.793857
"67","2007-04-10",11.057121
"68","2007-04-11",10.695132
"69","2007-04-12",10.834991
"70","2007-04-13",11.03244
"71","2007-04-16",11.402657
"72","2007-04-17",11.345067
"73","2007-04-18",11.229889
"74","2007-04-19",10.900807
"75","2007-04-20",11.172299
"76","2007-04-23",10.966624
"77","2007-04-24",10.974851
"78","2007-04-25",11.155846
"79","2007-04-26",11.057121
"80","2007-04-27",10.900807
"81","2007-04-30",10.728041
"82","2007-05-01",10.793857
"83","2007-05-02",11.213435
"84","2007-05-03",11.303932
"85","2007-05-04",11.262797
"86","2007-05-07",11.443791
"87","2007-05-08",11.320386
"88","2007-05-09",11.402657
"89","2007-05-10",10.925488
"90","2007-05-11",11.057121
"91","2007-05-14",11.106483
"92","2007-05-15",10.925488
"93","2007-05-16",11.19698
"94","2007-05-17",11.229889
"95","2007-05-18",11.164073
"96","2007-05-21",11.295705
"97","2007-05-22",11.542516
"98","2007-05-23",11.295705
"99","2007-05-24",11.073575
"100","2007-05-25",11.435564
"101","2007-05-29",11.468472
"102","2007-05-30",11.328613
"103","2007-05-31",11.534288
"104","2007-06-01",11.4767
"105","2007-06-04",11.460245
"106","2007-06-05",11.320386
"107","2007-06-06",11.221662
"108","2007-06-07",11.164073
"109","2007-06-08",11.262797
"110","2007-06-11",11.098256
"111","2007-06-12",10.933716
"112","2007-06-13",10.999532
"113","2007-06-14",11.03244
"114","2007-06-15",11.295705
"115","2007-06-18",11.295705
"116","2007-06-19",11.410883
"117","2007-06-20",11.057121
"118","2007-06-21",11.065349
"119","2007-06-22",11.007759
"120","2007-06-25",11.073575
"121","2007-06-26",11.122937
"122","2007-06-27",11.205208
"123","2007-06-28",11.188754
"124","2007-06-29",10.941943
"125","2007-07-02",11.106483
"126","2007-07-03",11.098256
"127","2007-07-05",11.081802
"128","2007-07-06",11.048894
"129","2007-07-09",10.983078
"130","2007-07-10",10.793857
"131","2007-07-11",10.769176
"132","2007-07-12",10.909035
"133","2007-07-13",10.818538
"134","2007-07-16",10.711586
"135","2007-07-17",10.826764
"136","2007-07-18",10.785629
"137","2007-07-19",10.719813
"138","2007-07-20",10.398959
"139","2007-07-23",10.316689
"140","2007-07-24",9.87243
"141","2007-07-25",9.897111
"142","2007-07-26",9.42817
"143","2007-07-27",9.123771
"144","2007-07-30",9.304765
"145","2007-07-31",9.164906
"146","2007-08-01",9.321219
"147","2007-08-02",9.238949
"148","2007-08-03",8.65483
"149","2007-08-06",9.049727
"150","2007-08-07",9.033273
"151","2007-08-08",9.518667
"152","2007-08-09",9.658527
"153","2007-08-10",10.020516
"154","2007-08-13",9.839521
"155","2007-08-14",9.87243
"156","2007-08-15",10.078105
"157","2007-08-16",10.818538
"158","2007-08-17",11.271024
"159","2007-08-20",11.394429
"160","2007-08-21",11.246343
"161","2007-08-22",10.983078
"162","2007-08-23",10.653997
"163","2007-08-24",10.95017
"164","2007-08-27",10.802084
"165","2007-08-28",10.563499
"166","2007-08-29",10.785629
"167","2007-08-30",10.514137
"168","2007-08-31",10.571727
"169","2007-09-04",10.604635
"170","2007-09-05",10.514137
"171","2007-09-06",10.588181
"172","2007-09-07",10.300235
"173","2007-09-10",10.111013
"174","2007-09-11",10.456549
"175","2007-09-12",10.489456
"176","2007-09-13",10.283781
"177","2007-09-14",10.143922
"178","2007-09-17",9.971154
"179","2007-09-18",10.81031
"180","2007-09-19",11.443791
"181","2007-09-20",11.435564
"182","2007-09-21",11.328613
"183","2007-09-24",11.246343
"184","2007-09-25",11.25457
"185","2007-09-26",11.443791
"186","2007-09-27",11.468472
"187","2007-09-28",11.172299
"188","2007-10-01",11.484926
"189","2007-10-02",11.723511
"190","2007-10-03",11.575424
"191","2007-10-04",11.64124
"192","2007-10-05",11.86337
"193","2007-10-08",11.608332
