"","date","NWE"
"1","2020-04-07",57.700001
"2","2020-04-08",61.209999
"3","2020-04-09",64.599998
"4","2020-04-13",63.299999
"5","2020-04-14",64.389999
"6","2020-04-15",61.639999
"7","2020-04-16",60.93
"8","2020-04-17",62.639999
"9","2020-04-20",58.299999
"10","2020-04-21",59.110001
"11","2020-04-22",59.189999
"12","2020-04-23",57.450001
"13","2020-04-24",56.799999
"14","2020-04-27",58.52
"15","2020-04-28",60.75
"16","2020-04-29",59.790001
"17","2020-04-30",57.689999
"18","2020-05-01",56.07
"19","2020-05-04",56.290001
"20","2020-05-05",57.16
"21","2020-05-06",54.189999
"22","2020-05-07",55.84
"23","2020-05-08",58.029999
"24","2020-05-11",57.459999
"25","2020-05-12",56
"26","2020-05-13",54.959999
"27","2020-05-14",54.990002
"28","2020-05-15",54.25
"29","2020-05-18",57.709999
"30","2020-05-19",56.619999
"31","2020-05-20",57.799999
"32","2020-05-21",57.560001
"33","2020-05-22",57.84
"34","2020-05-26",59.119999
"35","2020-05-27",60.119999
"36","2020-05-28",60.080002
"37","2020-05-29",60.119999
"38","2020-06-01",60.450001
"39","2020-06-02",60.209999
"40","2020-06-03",62.099998
"41","2020-06-04",60.759998
"42","2020-06-05",62.810001
"43","2020-06-08",63.240002
"44","2020-06-09",62.220001
"45","2020-06-10",60.700001
"46","2020-06-11",56.509998
"47","2020-06-12",55.580002
"48","2020-06-15",56.48
"49","2020-06-16",56.82
"50","2020-06-17",55.900002
"51","2020-06-18",55.709999
"52","2020-06-19",54.560001
"53","2020-06-22",54.599998
"54","2020-06-23",54.139999
"55","2020-06-24",52.860001
"56","2020-06-25",52.240002
"57","2020-06-26",52.139999
"58","2020-06-29",54.099998
"59","2020-06-30",54.52
"60","2020-07-01",55.41
"61","2020-07-02",55.310001
"62","2020-07-06",54.759998
"63","2020-07-07",53.299999
"64","2020-07-08",53.57
"65","2020-07-09",52.419998
"66","2020-07-10",53.32
"67","2020-07-13",53.130001
"68","2020-07-14",53.470001
"69","2020-07-15",54.259998
"70","2020-07-16",54.599998
"71","2020-07-17",54.849998
"72","2020-07-20",53.220001
"73","2020-07-21",54.07
"74","2020-07-22",54.939999
"75","2020-07-23",54.759998
"76","2020-07-24",54.790001
"77","2020-07-27",54.040001
"78","2020-07-28",55.900002
"79","2020-07-29",56.41
"80","2020-07-30",56.41
"81","2020-07-31",56.259998
"82","2020-08-03",55.720001
"83","2020-08-04",56.599998
"84","2020-08-05",56.740002
"85","2020-08-06",56.369999
"86","2020-08-07",57.869999
"87","2020-08-10",56.900002
"88","2020-08-11",55.610001
"89","2020-08-12",55.919998
"90","2020-08-13",55.48
"91","2020-08-14",55.52
"92","2020-08-17",55.049999
"93","2020-08-18",54.43
"94","2020-08-19",54.049999
"95","2020-08-20",53.419998
"96","2020-08-21",53.439999
"97","2020-08-24",54.400002
"98","2020-08-25",53.619999
"99","2020-08-26",51.610001
"100","2020-08-27",52.189999
"101","2020-08-28",52.220001
"102","2020-08-31",51.639999
"103","2020-09-01",51.5
"104","2020-09-02",52.27
"105","2020-09-03",52.459999
"106","2020-09-04",51.830002
"107","2020-09-08",50.849998
"108","2020-09-09",51.52
"109","2020-09-10",50.98
"110","2020-09-11",50.23
"111","2020-09-14",50.040001
"112","2020-09-15",50.049999
"113","2020-09-16",50.380001
"114","2020-09-17",49.970001
"115","2020-09-18",48.689999
"116","2020-09-21",48.919998
"117","2020-09-22",49.09
"118","2020-09-23",48.009998
"119","2020-09-24",48.380001
"120","2020-09-25",48.689999
"121","2020-09-28",49.150002
"122","2020-09-29",48.41
"123","2020-09-30",48.639999
"124","2020-10-01",48.639999
"125","2020-10-02",50.029999
"126","2020-10-05",50.869999
"127","2020-10-06",51.380001
"128","2020-10-07",51.720001
"129","2020-10-08",52.099998
"130","2020-10-09",52.16
"131","2020-10-12",52.689999
"132","2020-10-13",51.450001
"133","2020-10-14",51
"134","2020-10-15",52.119999
"135","2020-10-16",51.869999
"136","2020-10-19",50.810001
"137","2020-10-20",50.900002
"138","2020-10-21",52.139999
"139","2020-10-22",54
"140","2020-10-23",56.32
"141","2020-10-26",56.400002
"142","2020-10-27",55.91
"143","2020-10-28",52.330002
"144","2020-10-29",51.709999
"145","2020-10-30",52.130001
"146","2020-11-02",53.650002
"147","2020-11-03",55.66
"148","2020-11-04",53.799999
"149","2020-11-05",53.799999
"150","2020-11-06",52.919998
"151","2020-11-09",57.34
"152","2020-11-10",59.610001
"153","2020-11-11",59.299999
"154","2020-11-12",57.080002
"155","2020-11-13",58.32
"156","2020-11-16",60.889999
"157","2020-11-17",60.380001
"158","2020-11-18",58.610001
"159","2020-11-19",58.43
"160","2020-11-20",58.77
"161","2020-11-23",60.5
"162","2020-11-24",61.77
"163","2020-11-25",62.029999
"164","2020-11-27",60.959999
