"","date","CHU"
"138","2007-07-20",18.09
"139","2007-07-23",18.4
"140","2007-07-24",17.940001
"141","2007-07-25",18.57
"142","2007-07-26",17.6
"143","2007-07-27",16.950001
"144","2007-07-30",17.959999
"145","2007-07-31",17.700001
"146","2007-08-01",17.49
"147","2007-08-02",17.129999
"148","2007-08-03",16.27
"149","2007-08-06",16.33
"150","2007-08-07",16.02
"151","2007-08-08",16.450001
"152","2007-08-09",15.77
"153","2007-08-10",15.61
"154","2007-08-13",15.96
"155","2007-08-14",15.79
"156","2007-08-15",15.2
"157","2007-08-16",14.35
"158","2007-08-17",15.53
"159","2007-08-20",15.59
"160","2007-08-21",15.89
"161","2007-08-22",16.84
"162","2007-08-23",17.15
"163","2007-08-24",18.040001
"164","2007-08-27",18.940001
"165","2007-08-28",17.18
"166","2007-08-29",18.68
"167","2007-08-30",18.18
"168","2007-08-31",19
"169","2007-09-04",19.129999
"170","2007-09-05",18.799999
"171","2007-09-06",19.33
"172","2007-09-07",17.799999
"173","2007-09-10",17.719999
"174","2007-09-11",17.559999
"175","2007-09-12",17.91
"176","2007-09-13",18.120001
"177","2007-09-14",18.09
"178","2007-09-17",17.629999
"179","2007-09-18",18.549999
"180","2007-09-19",18.24
"181","2007-09-20",17.299999
"182","2007-09-21",17.639999
"183","2007-09-24",17.93
"184","2007-09-25",18.85
"185","2007-09-26",19.18
"186","2007-09-27",21.030001
"187","2007-09-28",20.84
"188","2007-10-01",21.41
"189","2007-10-02",21.5
"190","2007-10-03",20.35
"191","2007-10-04",20.52
"192","2007-10-05",20.860001
"193","2007-10-08",20.379999
"194","2007-10-09",21.059999
"195","2007-10-10",20.65
"196","2007-10-11",20.059999
"197","2007-10-12",20.440001
"198","2007-10-15",20.540001
"199","2007-10-16",20.190001
"200","2007-10-17",21.82
"201","2007-10-18",21.389999
"202","2007-10-19",19.969999
"203","2007-10-22",20.129999
"204","2007-10-23",21.25
"205","2007-10-24",20.700001
"206","2007-10-25",21.129999
"207","2007-10-26",22.35
"208","2007-10-29",23.940001
"209","2007-10-30",23.879999
"210","2007-10-31",24.52
"211","2007-11-01",23.09
"212","2007-11-02",22.76
"213","2007-11-05",20.620001
"214","2007-11-06",20.639999
"215","2007-11-07",20.219999
"216","2007-11-08",20.33
"217","2007-11-09",19.549999
"218","2007-11-12",17.629999
"219","2007-11-13",19.309999
"220","2007-11-14",19.530001
"221","2007-11-15",19.16
"222","2007-11-16",19.700001
"223","2007-11-19",18.85
"224","2007-11-20",19.85
"225","2007-11-21",18.309999
"226","2007-11-23",18.780001
"227","2007-11-26",18.9
"228","2007-11-27",19.799999
"229","2007-11-28",20.959999
"230","2007-11-29",21.799999
"231","2007-11-30",23.110001
"232","2007-12-03",21.280001
"233","2007-12-04",21.040001
"234","2007-12-05",21.5
"235","2007-12-06",21.27
"236","2007-12-07",20.82
"237","2007-12-10",20.690001
"238","2007-12-11",20
"239","2007-12-12",20.200001
"240","2007-12-13",20.02
"241","2007-12-14",19.6
"242","2007-12-17",18.639999
"243","2007-12-18",19.35
"244","2007-12-19",20.32
"245","2007-12-20",20.700001
"246","2007-12-21",21.82
"247","2007-12-24",22.459999
"248","2007-12-26",22.58
"249","2007-12-27",22.51
"250","2007-12-28",22.540001
"251","2007-12-31",22.4
"252","2008-01-02",21.34
"253","2008-01-03",21.120001
"254","2008-01-04",20.42
"255","2008-01-07",20.549999
"256","2008-01-08",19.959999
"257","2008-01-09",21.209999
"258","2008-01-10",22.969999
"259","2008-01-11",23.639999
"260","2008-01-14",23.33
"261","2008-01-15",21.709999
"262","2008-01-16",21.190001
"263","2008-01-17",21.309999
"264","2008-01-18",22.49
"265","2008-01-22",20.73
"266","2008-01-23",22.17
"267","2008-01-24",22.469999
"268","2008-01-25",22.290001
"269","2008-01-28",22.780001
"270","2008-01-29",23.379999
"271","2008-01-30",23.48
"272","2008-01-31",23.67
"273","2008-02-01",25.07
"274","2008-02-04",24.82
"275","2008-02-05",23.18
"276","2008-02-06",22.91
"277","2008-02-07",23.6
"278","2008-02-08",23.190001
"279","2008-02-11",23.68
"280","2008-02-12",23.5
"281","2008-02-13",23.389999
"282","2008-02-14",23.77
"283","2008-02-15",24.92
"284","2008-02-19",24.209999
"285","2008-02-20",23.940001
"286","2008-02-21",23.040001
"287","2008-02-22",23.75
"288","2008-02-25",23.02
"289","2008-02-26",23.68
"290","2008-02-27",23.709999
"291","2008-02-28",22.58
"292","2008-02-29",21.23
"293","2008-03-03",21.469999
"294","2008-03-04",20.389999
"295","2008-03-05",21.9
"296","2008-03-06",21.190001
"297","2008-03-07",21.959999
"298","2008-03-10",22.030001
"299","2008-03-11",23.940001
"300","2008-03-12",22.75
"301","2008-03-13",22.5
"302","2008-03-14",21.440001
"303","2008-03-17",21.440001
"304","2008-03-18",22.6
"305","2008-03-19",20.67
"306","2008-03-20",21.030001
"307","2008-03-24",21.43
"308","2008-03-25",22.620001
"309","2008-03-26",22.389999
"310","2008-03-27",22.23
"311","2008-03-28",21.16
"312","2008-03-31",21.27
"313","2008-04-01",22.17
"314","2008-04-02",21.110001
"315","2008-04-03",21.639999
"316","2008-04-04",21.25
"317","2008-04-07",21.76
"318","2008-04-08",21.68
"319","2008-04-09",20.549999
"320","2008-04-10",20.879999
"321","2008-04-11",20.219999
"322","2008-04-14",20.09
"323","2008-04-15",20.700001
"324","2008-04-16",21.389999
"325","2008-04-17",21.389999
"326","2008-04-18",21.4
"327","2008-04-21",21.35
"328","2008-04-22",21
"329","2008-04-23",21.91
"330","2008-04-24",21.959999
"331","2008-04-25",20.969999
"332","2008-04-28",21.16
"333","2008-04-29",21.52
"334","2008-04-30",21.57
"335","2008-05-01",21.66
"336","2008-05-02",21.76
"337","2008-05-05",21.85
"338","2008-05-06",22.030001
"339","2008-05-07",20.73
"340","2008-05-08",21.790001
"341","2008-05-09",21.530001
"342","2008-05-12",21.6
"343","2008-05-13",21.32
"344","2008-05-14",21.5
"345","2008-05-15",21.48
"346","2008-05-16",21.790001
"347","2008-05-19",21.450001
"348","2008-05-20",20.809999
"349","2008-05-21",20.93
"350","2008-05-22",20.959999
"351","2008-05-23",22.790001
"352","2008-05-27",22.790001
"353","2008-05-28",22.790001
"354","2008-05-29",22.790001
"355","2008-05-30",22.790001
"356","2008-06-02",22.790001
"357","2008-06-03",19.870001
"358","2008-06-04",19.120001
"359","2008-06-05",19.799999
"360","2008-06-06",18.290001
"361","2008-06-09",18.49
"362","2008-06-10",17.700001
"363","2008-06-11",17.49
"364","2008-06-12",18.42
"365","2008-06-13",18.84
"366","2008-06-16",18.940001
"367","2008-06-17",19.32
"368","2008-06-18",19.42
"369","2008-06-19",18.969999
"370","2008-06-20",17.91
"371","2008-06-23",17.879999
"372","2008-06-24",18.26
"373","2008-06-25",18.889999
"374","2008-06-26",17.700001
"375","2008-06-27",18.040001
"376","2008-06-30",18.52
"377","2008-07-01",18.33
"378","2008-07-02",18.360001
"379","2008-07-03",18.879999
"380","2008-07-07",18.959999
"381","2008-07-08",19.1
"382","2008-07-09",18.959999
"383","2008-07-10",19.559999
"384","2008-07-11",19.76
"385","2008-07-14",19.440001
"386","2008-07-15",19.26
"387","2008-07-16",20.549999
"388","2008-07-17",20.92
"389","2008-07-18",21
"390","2008-07-21",21.030001
"391","2008-07-22",20.85
"392","2008-07-23",21
"393","2008-07-24",19.73
"394","2008-07-25",19.85
"395","2008-07-28",19.49
"396","2008-07-29",20.35
"397","2008-07-30",20.809999
"398","2008-07-31",20.459999
"399","2008-08-01",20.879999
"400","2008-08-04",20.459999
"401","2008-08-05",20.67
"402","2008-08-06",20.85
"403","2008-08-07",19.98
"404","2008-08-08",20.23
"405","2008-08-11",20.01
"406","2008-08-12",19.48
"407","2008-08-13",18.84
"408","2008-08-14",18.780001
"409","2008-08-15",18.08
"410","2008-08-18",17.85
"411","2008-08-19",17.48
"412","2008-08-20",17.77
"413","2008-08-21",17.639999
"414","2008-08-22",17.84
"415","2008-08-25",17.719999
"416","2008-08-26",16.9
"417","2008-08-27",17.18
"418","2008-08-28",16.07
"419","2008-08-29",15.88
"420","2008-09-02",15.81
"421","2008-09-03",15.67
"422","2008-09-04",15.5
"423","2008-09-05",16.049999
"424","2008-09-08",15.82
"425","2008-09-09",15.14
"426","2008-09-10",15.35
"427","2008-09-11",14.83
"428","2008-09-12",14.79
"429","2008-09-15",13.8
"430","2008-09-16",13.53
"431","2008-09-17",12.6
"432","2008-09-18",15.44
"433","2008-09-19",16.07
"434","2008-09-22",14.79
"435","2008-09-23",14.81
"436","2008-09-24",14.81
"437","2008-09-25",15.02
"438","2008-09-26",14.92
"439","2008-09-29",13.86
"440","2008-09-30",15.12
"441","2008-10-01",15.18
"442","2008-10-02",13.65
"443","2008-10-03",14.09
"444","2008-10-06",12.78
"445","2008-10-07",11.97
"446","2008-10-08",12.02
"447","2008-10-09",11.72
"448","2008-10-10",13.04
"449","2008-10-13",15.52
"450","2008-10-14",15.31
"451","2008-10-15",13.22
"452","2008-10-16",13.65
"453","2008-10-17",12.95
"454","2008-10-20",14.37
"455","2008-10-21",13.37
"456","2008-10-22",11.66
"457","2008-10-23",12.59
"458","2008-10-24",12.23
"459","2008-10-27",10.96
"460","2008-10-28",13.37
"461","2008-10-29",13.43
"462","2008-10-30",14.71
"463","2008-10-31",14.3
"464","2008-11-03",13.22
"465","2008-11-04",14.47
"466","2008-11-05",12.31
"467","2008-11-06",10.71
"468","2008-11-07",12.4
"469","2008-11-10",13.17
"470","2008-11-11",12.38
"471","2008-11-12",11.72
"472","2008-11-13",13.51
"473","2008-11-14",11.99
"474","2008-11-17",11.87
"475","2008-11-18",11.44
"476","2008-11-19",10.83
"477","2008-11-20",10.27
"478","2008-11-21",11.98
"479","2008-11-24",12.15
"480","2008-11-25",11.88
"481","2008-11-26",12.77
"482","2008-11-28",12.35
"483","2008-12-01",10.67
"484","2008-12-02",11.35
"485","2008-12-03",12.08
"486","2008-12-04",11.46
"487","2008-12-05",12.09
"488","2008-12-08",13.07
"489","2008-12-09",12.07
"490","2008-12-10",13.01
"491","2008-12-11",12.4
"492","2008-12-12",12.45
"493","2008-12-15",12.29
"494","2008-12-16",13.68
"495","2008-12-17",13.52
"496","2008-12-18",13.39
"497","2008-12-19",13.71
"498","2008-12-22",13.39
"499","2008-12-23",12.91
"500","2008-12-24",12.78
"501","2008-12-26",12.83
"502","2008-12-29",12.36
"503","2008-12-30",12.09
"504","2008-12-31",12.2
"505","2009-01-02",13.52
"506","2009-01-05",14.06
"507","2009-01-06",13.35
"508","2009-01-07",11.6
"509","2009-01-08",11.19
"510","2009-01-09",11.36
"511","2009-01-12",10.79
"512","2009-01-13",10.94
"513","2009-01-14",10.2
"514","2009-01-15",10.21
"515","2009-01-16",10.5
"516","2009-01-20",9.19
"517","2009-01-21",9.44
"518","2009-01-22",8.79
"519","2009-01-23",9.02
"520","2009-01-26",9.12
"521","2009-01-27",9.26
"522","2009-01-28",9.51
"523","2009-01-29",9.11
"524","2009-01-30",9.19
"525","2009-02-02",9.05
"526","2009-02-03",9.15
"527","2009-02-04",9.07
"528","2009-02-05",9.08
"529","2009-02-06",9.83
"530","2009-02-09",10.12
"531","2009-02-10",9.72
"532","2009-02-11",9.74
"533","2009-02-12",9.54
"534","2009-02-13",9.51
"535","2009-02-17",8.72
"536","2009-02-18",9.13
"537","2009-02-19",9.14
"538","2009-02-20",9
"539","2009-02-23",9.07
"540","2009-02-24",9.57
"541","2009-02-25",9.41
"542","2009-02-26",9.19
"543","2009-02-27",8.87
"544","2009-03-02",8.77
"545","2009-03-03",9.1
"546","2009-03-04",9.96
"547","2009-03-05",9.62
"548","2009-03-06",9.43
"549","2009-03-09",9.14
"550","2009-03-10",9.61
"551","2009-03-11",9.55
"552","2009-03-12",10.22
"553","2009-03-13",10.44
"554","2009-03-16",10.45
"555","2009-03-17",10.24
"556","2009-03-18",10.17
"557","2009-03-19",10.3
"558","2009-03-20",10.42
"559","2009-03-23",11.22
"560","2009-03-24",10.95
"561","2009-03-25",10.84
"562","2009-03-26",10.82
"563","2009-03-27",11.23
"564","2009-03-30",10.89
"565","2009-03-31",10.41
"566","2009-04-01",10.25
"567","2009-04-02",10.13
"568","2009-04-03",9.86
"569","2009-04-06",9.95
"570","2009-04-07",9.94
"571","2009-04-08",10.16
"572","2009-04-09",10.47
"573","2009-04-13",10.57
"574","2009-04-14",10.15
"575","2009-04-15",10.97
"576","2009-04-16",11.04
"577","2009-04-17",11.02
"578","2009-04-20",10.47
"579","2009-04-21",10.97
"580","2009-04-22",10.57
"581","2009-04-23",10.75
"582","2009-04-24",10.78
"583","2009-04-27",10.55
"584","2009-04-28",10.67
"585","2009-04-29",11.32
"586","2009-04-30",11.57
"587","2009-05-01",11.63
"588","2009-05-04",12.59
"589","2009-05-05",12.39
"590","2009-05-06",12.82
"591","2009-05-07",11.77
"592","2009-05-08",12.14
"593","2009-05-11",11.85
"594","2009-05-12",11.72
"595","2009-05-13",11.07
"596","2009-05-14",11.59
"597","2009-05-15",11.5
"598","2009-05-18",12.27
"599","2009-05-19",12.27
"600","2009-05-20",12.49
"601","2009-05-21",12.26
"602","2009-05-22",12.16
"603","2009-05-26",12.02
"604","2009-05-27",12.14
"605","2009-05-28",12.36
"606","2009-05-29",12.35
"607","2009-06-01",13.82
"608","2009-06-02",15.01
"609","2009-06-03",14.35
"610","2009-06-04",14.66
"611","2009-06-05",15.02
"612","2009-06-08",14.46
"613","2009-06-09",14.48
"614","2009-06-10",14.98
"615","2009-06-11",15.5
"616","2009-06-12",15.23
"617","2009-06-15",14.49
"618","2009-06-16",13.73
"619","2009-06-17",13.72
"620","2009-06-18",13.72
"621","2009-06-19",13.82
"622","2009-06-22",13.19
"623","2009-06-23",13.03
"624","2009-06-24",13.25
"625","2009-06-25",13.59
"626","2009-06-26",13.97
"627","2009-06-29",13.71
"628","2009-06-30",13.34
"629","2009-07-01",13.52
"630","2009-07-02",12.61
"631","2009-07-06",13.16
"632","2009-07-07",13.1
"633","2009-07-08",13.67
"634","2009-07-09",14
"635","2009-07-10",13.7
"636","2009-07-13",13.29
"637","2009-07-14",13.33
"638","2009-07-15",14.09
"639","2009-07-16",13.85
"640","2009-07-17",14.34
"641","2009-07-20",14.97
"642","2009-07-21",14.74
"643","2009-07-22",14.34
"644","2009-07-23",14.77
"645","2009-07-24",14.72
"646","2009-07-27",14.75
"647","2009-07-28",14.81
"648","2009-07-29",14.06
"649","2009-07-30",14.45
"650","2009-07-31",14.38
"651","2009-08-03",14.85
"652","2009-08-04",14.78
"653","2009-08-05",14.81
"654","2009-08-06",15.75
"655","2009-08-07",15.24
"656","2009-08-10",15.29
"657","2009-08-11",14.66
"658","2009-08-12",14.69
"659","2009-08-13",14.54
"660","2009-08-14",14.28
"661","2009-08-17",13.65
"662","2009-08-18",13.94
"663","2009-08-19",13.86
"664","2009-08-20",14.32
"665","2009-08-21",14.18
"666","2009-08-24",14.25
"667","2009-08-25",14.12
"668","2009-08-26",13.76
"669","2009-08-27",14.08
"670","2009-08-28",14.43
"671","2009-08-31",14
"672","2009-09-01",13.61
"673","2009-09-02",13.41
"674","2009-09-03",13.52
"675","2009-09-04",13.89
"676","2009-09-08",14.07
"677","2009-09-09",13.99
"678","2009-09-10",14.39
"679","2009-09-11",14.67
"680","2009-09-14",14.93
"681","2009-09-15",14.88
"682","2009-09-16",15.15
"683","2009-09-17",15.1
"684","2009-09-18",14.7
"685","2009-09-21",14.35
"686","2009-09-22",14.35
"687","2009-09-23",14.44
"688","2009-09-24",14.18
"689","2009-09-25",14.35
"690","2009-09-28",14.05
"691","2009-09-29",14.38
"692","2009-09-30",14.24
"693","2009-10-01",14.05
"694","2009-10-02",13.98
"695","2009-10-05",14.25
"696","2009-10-06",14.28
"697","2009-10-07",14.25
"698","2009-10-08",14.46
"699","2009-10-09",14.27
"700","2009-10-12",14.12
"701","2009-10-13",14.05
"702","2009-10-14",14.36
"703","2009-10-15",14.1
"704","2009-10-16",14.06
"705","2009-10-19",14.47
"706","2009-10-20",14.31
"707","2009-10-21",14.05
"708","2009-10-22",13.84
"709","2009-10-23",13.49
"710","2009-10-26",13.38
"711","2009-10-27",13.27
"712","2009-10-28",12.95
"713","2009-10-29",13.18
"714","2009-10-30",12.65
"715","2009-11-02",12.96
"716","2009-11-03",12.68
"717","2009-11-04",13.25
"718","2009-11-05",13.81
"719","2009-11-06",13.93
"720","2009-11-09",14.33
"721","2009-11-10",14.39
"722","2009-11-11",14.18
"723","2009-11-12",13.79
"724","2009-11-13",13.83
"725","2009-11-16",13.93
"726","2009-11-17",13.73
"727","2009-11-18",13.68
"728","2009-11-19",13.45
"729","2009-11-20",13.57
"730","2009-11-23",13.9
"731","2009-11-24",13.66
"732","2009-11-25",13.83
"733","2009-11-27",13.35
"734","2009-11-30",13.45
"735","2009-12-01",13.61
"736","2009-12-02",13.59
"737","2009-12-03",13.24
"738","2009-12-04",13.09
"739","2009-12-07",13.15
"740","2009-12-08",12.97
"741","2009-12-09",13.2
"742","2009-12-10",13.22
"743","2009-12-11",13.13
"744","2009-12-14",13.14
"745","2009-12-15",13.14
"746","2009-12-16",13.08
"747","2009-12-17",12.74
"748","2009-12-18",12.67
"749","2009-12-21",12.65
"750","2009-12-22",12.46
"751","2009-12-23",12.53
"752","2009-12-24",12.51
"753","2009-12-28",12.9
"754","2009-12-29",12.94
"755","2009-12-30",13.05
"756","2009-12-31",13.11
"757","2010-01-04",13.28
"758","2010-01-05",13.3
"759","2010-01-06",13.41
"760","2010-01-07",13.33
"761","2010-01-08",13.04
"762","2010-01-11",13.08
"763","2010-01-12",12.97
"764","2010-01-13",12.88
"765","2010-01-14",12.88
"766","2010-01-15",12.48
"767","2010-01-19",12.06
"768","2010-01-20",12.08
"769","2010-01-21",12
"770","2010-01-22",11.66
"771","2010-01-25",11.75
"772","2010-01-26",11.42
"773","2010-01-27",11.19
"774","2010-01-28",10.99
"775","2010-01-29",11.2
"776","2010-02-01",11.15
"777","2010-02-02",11.28
"778","2010-02-03",11.32
"779","2010-02-04",10.64
"780","2010-02-05",10.58
"781","2010-02-08",10.63
"782","2010-02-09",10.97
"783","2010-02-10",10.98
"784","2010-02-11",11.51
"785","2010-02-12",11.38
"786","2010-02-16",11.51
"787","2010-02-17",11.46
"788","2010-02-18",11.33
"789","2010-02-19",11.04
"790","2010-02-22",11.05
"791","2010-02-23",11.01
"792","2010-02-24",11.1
"793","2010-02-25",11.25
"794","2010-02-26",12.17
"795","2010-03-01",12.6
"796","2010-03-02",12.53
"797","2010-03-03",12.39
"798","2010-03-04",12.49
"799","2010-03-05",12.53
"800","2010-03-08",12.36
"801","2010-03-09",12.26
"802","2010-03-10",12.34
"803","2010-03-11",12.26
"804","2010-03-12",12.17
"805","2010-03-15",12.04
"806","2010-03-16",12.06
"807","2010-03-17",12.28
"808","2010-03-18",12.08
"809","2010-03-19",11.98
"810","2010-03-22",11.93
"811","2010-03-23",12.17
"812","2010-03-24",11.55
"813","2010-03-25",10.97
"814","2010-03-26",11.13
"815","2010-03-29",11.52
"816","2010-03-30",11.2
"817","2010-03-31",11.15
"818","2010-04-01",11.38
"819","2010-04-05",11.19
"820","2010-04-06",11.26
"821","2010-04-07",11.33
"822","2010-04-08",11.62
"823","2010-04-09",12.05
"824","2010-04-12",11.66
"825","2010-04-13",11.83
"826","2010-04-14",11.81
"827","2010-04-15",11.47
"828","2010-04-16",11.74
"829","2010-04-19",11.69
"830","2010-04-20",12.06
"831","2010-04-21",12.13
"832","2010-04-22",11.97
"833","2010-04-23",11.94
"834","2010-04-26",11.8
"835","2010-04-27",11.9
"836","2010-04-28",12.38
"837","2010-04-29",12.19
"838","2010-04-30",12.43
"839","2010-05-03",12.57
"840","2010-05-04",12.01
"841","2010-05-05",12.06
"842","2010-05-06",11.51
"843","2010-05-07",11.77
"844","2010-05-10",12.37
"845","2010-05-11",11.97
"846","2010-05-12",12.08
"847","2010-05-13",12.17
"848","2010-05-14",11.91
"849","2010-05-17",11.6
"850","2010-05-18",11.62
"851","2010-05-19",11.59
"852","2010-05-20",11.09
"853","2010-05-21",11.49
"854","2010-05-24",11.72
"855","2010-05-25",11.67
"856","2010-05-26",11.88
"857","2010-05-27",11.99
"858","2010-05-28",12.13
"859","2010-06-01",11.98
"860","2010-06-02",12.02
"861","2010-06-03",11.95
"862","2010-06-04",11.59
"863","2010-06-07",11.35
"864","2010-06-08",11.63
"865","2010-06-09",11.99
"866","2010-06-10",12.3
"867","2010-06-11",12.2
"868","2010-06-14",12.4
"869","2010-06-15",12.53
"870","2010-06-16",12.7
"871","2010-06-17",12.6
"872","2010-06-18",12.56
"873","2010-06-21",13.36
"874","2010-06-22",13.03
"875","2010-06-23",13.26
"876","2010-06-24",13.06
"877","2010-06-25",13.26
"878","2010-06-28",13.55
"879","2010-06-29",13.18
"880","2010-06-30",13.3
"881","2010-07-01",13.28
"882","2010-07-02",13.53
"883","2010-07-06",13.67
"884","2010-07-07",13.6
"885","2010-07-08",13
"886","2010-07-09",13.19
"887","2010-07-12",13.41
"888","2010-07-13",13.32
"889","2010-07-14",13.33
"890","2010-07-15",12.97
"891","2010-07-16",12.55
"892","2010-07-19",13.13
"893","2010-07-20",13.22
"894","2010-07-21",13.29
"895","2010-07-22",13.88
"896","2010-07-23",13.84
"897","2010-07-26",13.66
"898","2010-07-27",13.47
"899","2010-07-28",13.37
"900","2010-07-29",13.17
"901","2010-07-30",13.64
"902","2010-08-02",14.01
"903","2010-08-03",13.89
"904","2010-08-04",13.94
"905","2010-08-05",13.85
"906","2010-08-06",13.77
"907","2010-08-09",13.62
"908","2010-08-10",13.35
"909","2010-08-11",13.02
"910","2010-08-12",13.11
"911","2010-08-13",13.5
"912","2010-08-16",13.59
"913","2010-08-17",13.62
"914","2010-08-18",13.62
"915","2010-08-19",13.41
"916","2010-08-20",13.39
"917","2010-08-23",13.25
"918","2010-08-24",13.42
"919","2010-08-25",13.59
"920","2010-08-26",13.67
"921","2010-08-27",13.66
"922","2010-08-30",13.66
"923","2010-08-31",13.86
"924","2010-09-01",14.28
"925","2010-09-02",14.62
"926","2010-09-03",14.66
"927","2010-09-07",14.49
"928","2010-09-08",14.42
"929","2010-09-09",14.66
"930","2010-09-10",14.74
"931","2010-09-13",15.47
"932","2010-09-14",15.38
"933","2010-09-15",15.13
"934","2010-09-16",15.17
"935","2010-09-17",15.21
"936","2010-09-20",15.54
"937","2010-09-21",15.4
"938","2010-09-22",15.13
"939","2010-09-23",14.92
"940","2010-09-24",15.17
"941","2010-09-27",14.28
"942","2010-09-28",14.54
"943","2010-09-29",14.64
"944","2010-09-30",14.56
"945","2010-10-01",14.72
"946","2010-10-04",14.7
"947","2010-10-05",15.06
"948","2010-10-06",14.86
"949","2010-10-07",14.42
"950","2010-10-08",14.67
"951","2010-10-11",14.8
"952","2010-10-12",14.63
"953","2010-10-13",14.67
"954","2010-10-14",14.73
"955","2010-10-15",14.67
"956","2010-10-18",14.6
"957","2010-10-19",14.55
"958","2010-10-20",14.82
"959","2010-10-21",14.62
"960","2010-10-22",14.43
"961","2010-10-25",14.66
"962","2010-10-26",14.67
"963","2010-10-27",14.34
"964","2010-10-28",14.28
"965","2010-10-29",14
"966","2010-11-01",14.11
"967","2010-11-02",14.15
"968","2010-11-03",14.15
"969","2010-11-04",14.35
"970","2010-11-05",14.29
"971","2010-11-08",14.2
"972","2010-11-09",14.1
"973","2010-11-10",14.23
"974","2010-11-11",14.58
"975","2010-11-12",14.06
"976","2010-11-15",13.87
"977","2010-11-16",13.63
"978","2010-11-17",13.83
"979","2010-11-18",13.84
"980","2010-11-19",13.6
"981","2010-11-22",13.47
"982","2010-11-23",13.34
"983","2010-11-24",13.6
"984","2010-11-26",13.51
"985","2010-11-29",13.63
"986","2010-11-30",13.44
"987","2010-12-01",13.62
"988","2010-12-02",13.82
"989","2010-12-03",13.74
"990","2010-12-06",13.53
