"","date","REZI"
"111","2019-04-09",19.77
"112","2019-04-10",19.889999
"113","2019-04-11",19.959999
"114","2019-04-12",20.25
"115","2019-04-15",20.27
"116","2019-04-16",20.360001
"117","2019-04-17",20.709999
"118","2019-04-18",20.66
"119","2019-04-22",20.91
"120","2019-04-23",21.58
"121","2019-04-24",21.67
"122","2019-04-25",21.74
"123","2019-04-26",22.34
"124","2019-04-29",22.799999
"125","2019-04-30",22.700001
"126","2019-05-01",22.92
"127","2019-05-02",22.67
"128","2019-05-03",23.32
"129","2019-05-06",23.129999
"130","2019-05-07",22.9
"131","2019-05-08",22.860001
"132","2019-05-09",22.67
"133","2019-05-10",23.860001
"134","2019-05-13",22.5
"135","2019-05-14",22.5
"136","2019-05-15",22.610001
"137","2019-05-16",22.969999
"138","2019-05-17",22.02
"139","2019-05-20",22
"140","2019-05-21",21.76
"141","2019-05-22",21.76
"142","2019-05-23",20.299999
"143","2019-05-24",20.6
"144","2019-05-28",20.57
"145","2019-05-29",19.959999
"146","2019-05-30",20
"147","2019-05-31",19.68
"148","2019-06-03",19.4
"149","2019-06-04",19.719999
"150","2019-06-05",19.290001
"151","2019-06-06",20.200001
"152","2019-06-07",20.34
"153","2019-06-10",20.860001
"154","2019-06-11",21.040001
"155","2019-06-12",20.780001
"156","2019-06-13",20.950001
"157","2019-06-14",20.530001
"158","2019-06-17",20.58
"159","2019-06-18",21.200001
"160","2019-06-19",21.1
"161","2019-06-20",21.219999
"162","2019-06-21",21.01
"163","2019-06-24",20.76
"164","2019-06-25",20.58
"165","2019-06-26",20.75
"166","2019-06-27",21.1
"167","2019-06-28",21.92
"168","2019-07-01",21.76
"169","2019-07-02",21.85
"170","2019-07-03",21.9
"171","2019-07-05",21.950001
"172","2019-07-08",21.780001
"173","2019-07-09",21.959999
"174","2019-07-10",21.969999
"175","2019-07-11",21.48
"176","2019-07-12",21.5
"177","2019-07-15",20.379999
"178","2019-07-16",20.1
"179","2019-07-17",19.690001
"180","2019-07-18",18.92
"181","2019-07-19",19.219999
"182","2019-07-22",18.93
"183","2019-07-23",19.219999
"184","2019-07-24",19.870001
"185","2019-07-25",19.07
"186","2019-07-26",19.32
"187","2019-07-29",18.91
"188","2019-07-30",19.1
"189","2019-07-31",18.860001
"190","2019-08-01",18.290001
"191","2019-08-02",18.059999
"192","2019-08-05",17.1
"193","2019-08-06",17.32
"194","2019-08-07",17.1
"195","2019-08-08",17.08
"196","2019-08-09",16.450001
"197","2019-08-12",15.59
"198","2019-08-13",15.31
"199","2019-08-14",14.64
"200","2019-08-15",14.01
"201","2019-08-16",14.67
"202","2019-08-19",14.62
"203","2019-08-20",14.32
"204","2019-08-21",13.89
"205","2019-08-22",14.21
"206","2019-08-23",13.71
"207","2019-08-26",13.55
"208","2019-08-27",13.09
"209","2019-08-28",13.42
"210","2019-08-29",13.51
"211","2019-08-30",13.78
"212","2019-09-03",13.11
"213","2019-09-04",13.38
"214","2019-09-05",14.24
"215","2019-09-06",14.33
"216","2019-09-09",14.74
"217","2019-09-10",15.49
"218","2019-09-11",15.89
"219","2019-09-12",15.71
"220","2019-09-13",15.72
"221","2019-09-16",15.69
"222","2019-09-17",15.46
"223","2019-09-18",14.89
"224","2019-09-19",14.5
"225","2019-09-20",14.58
"226","2019-09-23",14.27
"227","2019-09-24",13.46
"228","2019-09-25",14.06
"229","2019-09-26",13.92
"230","2019-09-27",13.91
"231","2019-09-30",14.35
"232","2019-10-01",13.57
"233","2019-10-02",13.62
"234","2019-10-03",13.45
"235","2019-10-04",13.56
"236","2019-10-07",14.1
"237","2019-10-08",14.02
"238","2019-10-09",13.82
"239","2019-10-10",14.1
"240","2019-10-11",14.34
"241","2019-10-14",14.35
"242","2019-10-15",14.62
"243","2019-10-16",14.76
"244","2019-10-17",14.99
"245","2019-10-18",14.71
"246","2019-10-21",15.13
"247","2019-10-22",15.23
"248","2019-10-23",9.5
"249","2019-10-24",9.27
"250","2019-10-25",9.36
"251","2019-10-28",9.31
"252","2019-10-29",9.25
"253","2019-10-30",9.26
"254","2019-10-31",9.53
"255","2019-11-01",9.87
"256","2019-11-04",10.25
"257","2019-11-05",10.49
"258","2019-11-06",10.02
"259","2019-11-07",9.78
"260","2019-11-08",9.6
"261","2019-11-11",9.02
"262","2019-11-12",8.77
"263","2019-11-13",9.09
"264","2019-11-14",9.45
"265","2019-11-15",10.29
"266","2019-11-18",9.89
"267","2019-11-19",10.43
"268","2019-11-20",9.94
"269","2019-11-21",9.79
"270","2019-11-22",9.84
"271","2019-11-25",10.13
"272","2019-11-26",10.06
"273","2019-11-27",9.86
"274","2019-11-29",9.78
"275","2019-12-02",9.27
"276","2019-12-03",10.07
"277","2019-12-04",10.3
"278","2019-12-05",10.85
"279","2019-12-06",10.75
"280","2019-12-09",10.51
"281","2019-12-10",10.51
"282","2019-12-11",11.03
"283","2019-12-12",11.61
"284","2019-12-13",11.85
"285","2019-12-16",11.91
"286","2019-12-17",12.17
"287","2019-12-18",12.42
"288","2019-12-19",12.1
"289","2019-12-20",11.87
"290","2019-12-23",11.99
"291","2019-12-24",11.85
"292","2019-12-26",11.81
"293","2019-12-27",11.75
"294","2019-12-30",11.74
"295","2019-12-31",11.93
"296","2020-01-02",12.17
"297","2020-01-03",12.01
"298","2020-01-06",12.02
"299","2020-01-07",12.23
"300","2020-01-08",12.19
"301","2020-01-09",11.64
"302","2020-01-10",11.63
"303","2020-01-13",11.88
"304","2020-01-14",11.96
"305","2020-01-15",11.94
"306","2020-01-16",12.38
"307","2020-01-17",12.55
"308","2020-01-21",12.22
"309","2020-01-22",12.18
"310","2020-01-23",11.99
"311","2020-01-24",11.38
"312","2020-01-27",10.82
"313","2020-01-28",11.2
"314","2020-01-29",10.55
"315","2020-01-30",10.68
"316","2020-01-31",10.18
"317","2020-02-03",10.1
"318","2020-02-04",10.19
"319","2020-02-05",10.72
"320","2020-02-06",10.38
"321","2020-02-07",10.13
"322","2020-02-10",9.84
"323","2020-02-11",9.88
"324","2020-02-12",10.23
"325","2020-02-13",10.05
"326","2020-02-14",9.85
"327","2020-02-18",9.98
"328","2020-02-19",10.13
"329","2020-02-20",10.21
"330","2020-02-21",10.08
"331","2020-02-24",9.56
"332","2020-02-25",8.88
"333","2020-02-26",8.51
"334","2020-02-27",10.26
"335","2020-02-28",10.75
"336","2020-03-02",10.18
"337","2020-03-03",10.22
"338","2020-03-04",9.96
"339","2020-03-05",9.76
"340","2020-03-06",9.49
"341","2020-03-09",8.66
"342","2020-03-10",8.5
"343","2020-03-11",7.76
"344","2020-03-12",6.84
"345","2020-03-13",6.75
"346","2020-03-16",5.52
"347","2020-03-17",5.25
"348","2020-03-18",4.44
"349","2020-03-19",5.11
"350","2020-03-20",5.11
"351","2020-03-23",4.25
"352","2020-03-24",4.93
"353","2020-03-25",5.62
"354","2020-03-26",5.81
"355","2020-03-27",5.41
"356","2020-03-30",5.08
"357","2020-03-31",4.84
"358","2020-04-01",4.17
"359","2020-04-02",4.14
"360","2020-04-03",3.94
"361","2020-04-06",4.12
"362","2020-04-07",4.35
"363","2020-04-08",5.23
"364","2020-04-09",5.57
"365","2020-04-13",5.35
"366","2020-04-14",5.28
"367","2020-04-15",5.04
"368","2020-04-16",4.82
"369","2020-04-17",4.71
"370","2020-04-20",4.38
"371","2020-04-21",4.08
"372","2020-04-22",4.12
"373","2020-04-23",4.53
"374","2020-04-24",4.53
"375","2020-04-27",4.98
"376","2020-04-28",5.05
"377","2020-04-29",5.18
"378","2020-04-30",5.13
"379","2020-05-01",4.82
"380","2020-05-04",4.76
"381","2020-05-05",4.83
"382","2020-05-06",4.7
"383","2020-05-07",5.27
"384","2020-05-08",5.88
"385","2020-05-11",5.85
"386","2020-05-12",5.57
"387","2020-05-13",5.14
"388","2020-05-14",5.26
"389","2020-05-15",5.51
"390","2020-05-18",6.11
"391","2020-05-19",6
"392","2020-05-20",5.95
"393","2020-05-21",6.09
"394","2020-05-22",5.89
"395","2020-05-26",6.47
"396","2020-05-27",6.78
"397","2020-05-28",6.56
"398","2020-05-29",7.06
"399","2020-06-01",6.93
"400","2020-06-02",7.22
"401","2020-06-03",8.05
"402","2020-06-04",8.66
"403","2020-06-05",9.17
"404","2020-06-08",10.09
"405","2020-06-09",10.1
"406","2020-06-10",9.63
"407","2020-06-11",8.73
"408","2020-06-12",9.5
"409","2020-06-15",10.58
"410","2020-06-16",10.89
"411","2020-06-17",11.01
"412","2020-06-18",11.09
"413","2020-06-19",11.33
"414","2020-06-22",11.69
"415","2020-06-23",12.47
"416","2020-06-24",12.32
"417","2020-06-25",12.02
"418","2020-06-26",10.98
"419","2020-06-29",11.35
"420","2020-06-30",11.72
"421","2020-07-01",11.15
"422","2020-07-02",11.33
"423","2020-07-06",11.49
"424","2020-07-07",11.36
"425","2020-07-08",11.7
"426","2020-07-09",11.3
"427","2020-07-10",11.21
"428","2020-07-13",11.06
"429","2020-07-14",11.85
"430","2020-07-15",12.89
"431","2020-07-16",13.15
"432","2020-07-17",13.32
"433","2020-07-20",13.59
"434","2020-07-21",13.58
"435","2020-07-22",13.54
"436","2020-07-23",13.6
"437","2020-07-24",13.09
"438","2020-07-27",13.46
"439","2020-07-28",13.28
"440","2020-07-29",13.52
"441","2020-07-30",13.55
"442","2020-07-31",13.28
"443","2020-08-03",11.11
"444","2020-08-04",12.48
"445","2020-08-05",13.32
"446","2020-08-06",12.7
"447","2020-08-07",13.27
"448","2020-08-10",14.2
"449","2020-08-11",13.92
"450","2020-08-12",13.84
"451","2020-08-13",13.87
"452","2020-08-14",13.86
"453","2020-08-17",13.78
"454","2020-08-18",13.52
"455","2020-08-19",13.7
"456","2020-08-20",13.64
"457","2020-08-21",13.62
"458","2020-08-24",13.91
"459","2020-08-25",13.87
"460","2020-08-26",13.48
"461","2020-08-27",13.29
"462","2020-08-28",13.66
"463","2020-08-31",13.36
"464","2020-09-01",14.15
"465","2020-09-02",13.7
"466","2020-09-03",13.22
"467","2020-09-04",13.2
"468","2020-09-08",12.86
"469","2020-09-09",12.85
"470","2020-09-10",12.66
"471","2020-09-11",12.59
"472","2020-09-14",12.75
"473","2020-09-15",12.74
"474","2020-09-16",12.46
"475","2020-09-17",12.01
"476","2020-09-18",11.67
"477","2020-09-21",11.13
"478","2020-09-22",10.84
"479","2020-09-23",10.04
"480","2020-09-24",10.04
"481","2020-09-25",10.2
"482","2020-09-28",11.13
"483","2020-09-29",10.82
"484","2020-09-30",11
"485","2020-10-01",11.26
"486","2020-10-02",11.58
"487","2020-10-05",11.94
"488","2020-10-06",11.89
"489","2020-10-07",12.23
"490","2020-10-08",12.37
"491","2020-10-09",12.18
"492","2020-10-12",11.86
"493","2020-10-13",11.75
"494","2020-10-14",11.62
"495","2020-10-15",11.86
"496","2020-10-16",11.73
"497","2020-10-19",11.35
"498","2020-10-20",11.39
"499","2020-10-21",11.01
"500","2020-10-22",11.01
"501","2020-10-23",10.77
"502","2020-10-26",10.58
"503","2020-10-27",10.33
"504","2020-10-28",10
"505","2020-10-29",10.34
"506","2020-10-30",10.08
"507","2020-11-02",10.75
"508","2020-11-03",11.36
"509","2020-11-04",11.35
"510","2020-11-05",15.39
"511","2020-11-06",18.549999
"512","2020-11-09",18.049999
"513","2020-11-10",18.49
"514","2020-11-11",18.73
"515","2020-11-12",18.110001
"516","2020-11-13",19.49
"517","2020-11-16",16.77
"518","2020-11-17",15.87
"519","2020-11-18",16.15
"520","2020-11-19",17.450001
"521","2020-11-20",17.549999
"522","2020-11-23",18.940001
"523","2020-11-24",18.870001
"524","2020-11-25",18.08
"525","2020-11-27",18.84
