"","date","FCEL"
"1","2007-01-03",905.76001
"2","2007-01-04",925.919983
"3","2007-01-05",900
"4","2007-01-08",878.400024
"5","2007-01-09",892.799988
"6","2007-01-10",895.679993
"7","2007-01-11",891.359985
"8","2007-01-12",891.359985
"9","2007-01-16",885.599976
"10","2007-01-17",878.400024
"11","2007-01-18",843.840027
"12","2007-01-19",869.76001
"13","2007-01-22",858.23999
"14","2007-01-23",881.280029
"15","2007-01-24",856.799988
"16","2007-01-25",846.719971
"17","2007-01-26",864
"18","2007-01-29",990.719971
"19","2007-01-30",961.919983
"20","2007-01-31",951.840027
"21","2007-02-01",956.159973
"22","2007-02-02",944.640015
"23","2007-02-05",1006.559998
"24","2007-02-06",1039.680054
"25","2007-02-07",1032.47998
"26","2007-02-08",1044
"27","2007-02-09",1025.280029
"28","2007-02-12",1029.599976
"29","2007-02-13",1031.040039
"30","2007-02-14",1023.840027
"31","2007-02-15",1005.119995
"32","2007-02-16",1016.640015
"33","2007-02-20",1084.319946
"34","2007-02-21",1123.199951
"35","2007-02-22",1111.680054
"36","2007-02-23",1123.199951
"37","2007-02-26",1124.640015
"38","2007-02-27",1022.400024
"39","2007-02-28",993.599976
"40","2007-03-01",963.359985
"41","2007-03-02",954.719971
"42","2007-03-05",912.960022
"43","2007-03-06",959.039978
"44","2007-03-07",987.840027
"45","2007-03-08",964.799988
"46","2007-03-09",1000.799988
"47","2007-03-12",983.52002
"48","2007-03-13",934.559998
"49","2007-03-14",925.919983
"50","2007-03-15",918.719971
"51","2007-03-16",891.359985
"52","2007-03-19",898.559998
"53","2007-03-20",898.559998
"54","2007-03-21",917.280029
"55","2007-03-22",938.880005
"56","2007-03-23",956.159973
"57","2007-03-26",1036.800049
"58","2007-03-27",1252.800049
"59","2007-03-28",1199.52002
"60","2007-03-29",1170.719971
"61","2007-03-30",1131.839966
"62","2007-04-02",1113.119995
"63","2007-04-03",1159.199951
"64","2007-04-04",1065.599976
"65","2007-04-05",1081.439941
"66","2007-04-09",1084.319946
"67","2007-04-10",1080
"68","2007-04-11",1087.199951
"69","2007-04-12",1080
"70","2007-04-13",1082.880005
"71","2007-04-16",1154.880005
"72","2007-04-17",1121.76001
"73","2007-04-18",1095.839966
"74","2007-04-19",1090.079956
"75","2007-04-20",1087.199951
"76","2007-04-23",1055.52002
"77","2007-04-24",1078.560059
"78","2007-04-25",1061.280029
"79","2007-04-26",1067.040039
"80","2007-04-27",1039.680054
"81","2007-04-30",1013.76001
"82","2007-05-01",960.47998
"83","2007-05-02",977.76001
"84","2007-05-03",938.880005
"85","2007-05-04",933.119995
"86","2007-05-07",940.320007
"87","2007-05-08",936
"88","2007-05-09",986.400024
"89","2007-05-10",953.280029
"90","2007-05-11",964.799988
"91","2007-05-14",951.840027
"92","2007-05-15",947.52002
"93","2007-05-16",936
"94","2007-05-17",931.679993
"95","2007-05-18",933.119995
"96","2007-05-21",976.320007
"97","2007-05-22",1013.76001
"98","2007-05-23",1010.880005
"99","2007-05-24",976.320007
"100","2007-05-25",980.640015
"101","2007-05-29",979.200012
"102","2007-05-30",1003.679993
"103","2007-05-31",993.599976
"104","2007-06-01",992.159973
"105","2007-06-04",1062.719971
"106","2007-06-05",1105.920044
"107","2007-06-06",1084.319946
"108","2007-06-07",1054.079956
"109","2007-06-08",1061.280029
"110","2007-06-11",1045.439941
"111","2007-06-12",1056.959961
"112","2007-06-13",1058.400024
"113","2007-06-14",1085.76001
"114","2007-06-15",1097.280029
"115","2007-06-18",1120.319946
"116","2007-06-19",1127.52002
"117","2007-06-20",1117.439941
"118","2007-06-21",1131.839966
"119","2007-06-22",1123.199951
"120","2007-06-25",1116
"121","2007-06-26",1103.040039
"122","2007-06-27",1141.920044
"123","2007-06-28",1156.319946
"124","2007-06-29",1140.47998
"125","2007-07-02",1173.599976
"126","2007-07-03",1198.079956
"127","2007-07-05",1183.680054
"128","2007-07-06",1189.439941
"129","2007-07-09",1195.199951
"130","2007-07-10",1159.199951
"131","2007-07-11",1162.079956
"132","2007-07-12",1177.920044
"133","2007-07-13",1206.719971
"134","2007-07-16",1188
"135","2007-07-17",1176.47998
"136","2007-07-18",1183.680054
"137","2007-07-19",1196.640015
"138","2007-07-20",1188
"139","2007-07-23",1167.839966
"140","2007-07-24",1091.52002
"141","2007-07-25",1082.880005
"142","2007-07-26",1048.319946
"143","2007-07-27",1035.359985
"144","2007-07-30",1078.560059
"145","2007-07-31",1059.839966
"146","2007-08-01",1101.599976
"147","2007-08-02",1094.400024
"148","2007-08-03",1068.47998
"149","2007-08-06",1080
"150","2007-08-07",1170.719971
"151","2007-08-08",1311.839966
"152","2007-08-09",1308.959961
"153","2007-08-10",1281.599976
"154","2007-08-13",1226.880005
"155","2007-08-14",1180.800049
"156","2007-08-15",1128.959961
"157","2007-08-16",1084.319946
"158","2007-08-17",1146.23999
"159","2007-08-20",1211.040039
"160","2007-08-21",1218.23999
"161","2007-08-22",1209.599976
"162","2007-08-23",1179.359985
"163","2007-08-24",1195.199951
"164","2007-08-27",1176.47998
"165","2007-08-28",1124.640015
"166","2007-08-29",1179.359985
"167","2007-08-30",1343.52002
"168","2007-08-31",1385.280029
"169","2007-09-04",1416.959961
"170","2007-09-05",1422.719971
"171","2007-09-06",1380.959961
"172","2007-09-07",1320.47998
"173","2007-09-10",1356.47998
"174","2007-09-11",1392.47998
"175","2007-09-12",1362.23999
"176","2007-09-13",1307.52002
"177","2007-09-14",1306.079956
"178","2007-09-17",1293.119995
"179","2007-09-18",1401.119995
"180","2007-09-19",1385.280029
"181","2007-09-20",1442.880005
"182","2007-09-21",1435.680054
"183","2007-09-24",1450.079956
"184","2007-09-25",1493.280029
"185","2007-09-26",1473.119995
"186","2007-09-27",1425.599976
"187","2007-09-28",1280.160034
"188","2007-10-01",1340.640015
"189","2007-10-02",1349.280029
"190","2007-10-03",1324.800049
"191","2007-10-04",1368
"192","2007-10-05",1396.800049
"193","2007-10-08",1372.319946
"194","2007-10-09",1401.119995
"195","2007-10-10",1414.079956
"196","2007-10-11",1396.800049
"197","2007-10-12",1409.76001
"198","2007-10-15",1375.199951
"199","2007-10-16",1359.359985
"200","2007-10-17",1392.47998
"201","2007-10-18",1399.680054
"202","2007-10-19",1311.839966
"203","2007-10-22",1366.560059
"204","2007-10-23",1356.47998
"205","2007-10-24",1355.040039
"206","2007-10-25",1343.52002
"207","2007-10-26",1418.400024
"208","2007-10-29",1447.199951
"209","2007-10-30",1412.640015
"210","2007-10-31",1448.640015
"211","2007-11-01",1370.880005
"212","2007-11-02",1370.880005
"213","2007-11-05",1336.319946
"214","2007-11-06",1422.719971
"215","2007-11-07",1353.599976
"216","2007-11-08",1425.599976
"217","2007-11-09",1368
"218","2007-11-12",1330.560059
"219","2007-11-13",1347.839966
"220","2007-11-14",1287.359985
"221","2007-11-15",1288.800049
"222","2007-11-16",1326.23999
"223","2007-11-19",1280.160034
"224","2007-11-20",1247.040039
"225","2007-11-21",1242.719971
"226","2007-11-23",1284.47998
"227","2007-11-26",1226.880005
"228","2007-11-27",1252.800049
"229","2007-11-28",1303.199951
"230","2007-11-29",1272.959961
"231","2007-11-30",1306.079956
"232","2007-12-03",1313.280029
"233","2007-12-04",1297.439941
"234","2007-12-05",1370.880005
"235","2007-12-06",1429.920044
"236","2007-12-07",1402.560059
"237","2007-12-10",1468.800049
"238","2007-12-11",1706.400024
"239","2007-12-12",1656
"240","2007-12-13",1717.920044
"241","2007-12-14",1647.359985
"242","2007-12-17",1604.160034
"243","2007-12-18",1611.359985
"244","2007-12-19",1776.959961
"245","2007-12-20",1775.52002
"246","2007-12-21",1854.719971
"247","2007-12-24",1448.640015
"248","2007-12-26",1484.640015
"249","2007-12-27",1438.560059
"250","2007-12-28",1486.079956
"251","2007-12-31",1428.47998
"252","2008-01-02",1427.040039
"253","2008-01-03",1451.52002
"254","2008-01-04",1435.680054
"255","2008-01-07",1406.880005
"256","2008-01-08",1389.599976
"257","2008-01-09",1416.959961
"258","2008-01-10",1383.839966
"259","2008-01-11",1330.560059
"260","2008-01-14",1368
"261","2008-01-15",1261.439941
"262","2008-01-16",1245.599976
"263","2008-01-17",1221.119995
"264","2008-01-18",1179.359985
"265","2008-01-22",1133.280029
"266","2008-01-23",1190.880005
"267","2008-01-24",1212.47998
"268","2008-01-25",1239.839966
"269","2008-01-28",1218.23999
"270","2008-01-29",1245.599976
"271","2008-01-30",1258.560059
"272","2008-01-31",1211.040039
"273","2008-02-01",1231.199951
"274","2008-02-04",1229.76001
"275","2008-02-05",1175.040039
"276","2008-02-06",1131.839966
"277","2008-02-07",1144.800049
"278","2008-02-08",1127.52002
"279","2008-02-11",1152
"280","2008-02-12",1140.47998
"281","2008-02-13",1212.47998
"282","2008-02-14",1162.079956
"283","2008-02-15",1133.280029
"284","2008-02-19",1141.920044
"285","2008-02-20",1166.400024
"286","2008-02-21",1127.52002
"287","2008-02-22",1061.280029
"288","2008-02-25",1058.400024
"289","2008-02-26",1078.560059
"290","2008-02-27",1052.640015
"291","2008-02-28",1059.839966
"292","2008-02-29",1031.040039
"293","2008-03-03",1035.359985
"294","2008-03-04",1022.400024
"295","2008-03-05",1049.76001
"296","2008-03-06",950.400024
"297","2008-03-07",884.159973
"298","2008-03-10",825.119995
"299","2008-03-11",846.719971
"300","2008-03-12",866.880005
"301","2008-03-13",862.559998
"302","2008-03-14",869.76001
"303","2008-03-17",802.080017
"304","2008-03-18",861.119995
"305","2008-03-19",830.880005
"306","2008-03-20",912.960022
"307","2008-03-24",963.359985
"308","2008-03-25",992.159973
"309","2008-03-26",960.47998
"310","2008-03-27",928.799988
"311","2008-03-28",927.359985
"312","2008-03-31",957.599976
"313","2008-04-01",969.119995
"314","2008-04-02",982.080017
"315","2008-04-03",1035.359985
"316","2008-04-04",1081.439941
"317","2008-04-07",1055.52002
"318","2008-04-08",1051.199951
"319","2008-04-09",1064.160034
"320","2008-04-10",1069.920044
"321","2008-04-11",1038.23999
"322","2008-04-14",1068.47998
"323","2008-04-15",1108.800049
"324","2008-04-16",1159.199951
"325","2008-04-17",1108.800049
"326","2008-04-18",1156.319946
"327","2008-04-21",1182.23999
"328","2008-04-22",1146.23999
"329","2008-04-23",1293.119995
"330","2008-04-24",1307.52002
"331","2008-04-25",1287.359985
"332","2008-04-28",1260
"333","2008-04-29",1261.439941
"334","2008-04-30",1271.52002
"335","2008-05-01",1274.400024
"336","2008-05-02",1258.560059
"337","2008-05-05",1249.920044
"338","2008-05-06",1264.319946
"339","2008-05-07",1238.400024
"340","2008-05-08",1224
"341","2008-05-09",1244.160034
"342","2008-05-12",1274.400024
"343","2008-05-13",1314.719971
"344","2008-05-14",1291.680054
"345","2008-05-15",1300.319946
"346","2008-05-16",1280.160034
"347","2008-05-19",1313.280029
"348","2008-05-20",1321.920044
"349","2008-05-21",1308.959961
"350","2008-05-22",1324.800049
"351","2008-05-23",1327.680054
"352","2008-05-27",1401.119995
"353","2008-05-28",1425.599976
"354","2008-05-29",1416.959961
"355","2008-05-30",1458.719971
"356","2008-06-02",1421.280029
"357","2008-06-03",1355.040039
"358","2008-06-04",1362.23999
"359","2008-06-05",1476
"360","2008-06-06",1307.52002
"361","2008-06-09",1247.040039
