"","date","TSC"
"450","2015-02-20",9.92
"451","2015-02-23",9.74
"452","2015-02-24",9.89
"453","2015-02-25",9.94
"454","2015-02-26",9.9
"455","2015-02-27",9.69
"456","2015-03-02",9.89
"457","2015-03-03",9.69
"458","2015-03-04",9.79
"459","2015-03-05",9.53
"460","2015-03-06",9.89
"461","2015-03-09",9.71
"462","2015-03-10",9.41
"463","2015-03-11",9.45
"464","2015-03-12",9.79
"465","2015-03-13",9.78
"466","2015-03-16",9.73
"467","2015-03-17",9.86
"468","2015-03-18",9.66
"469","2015-03-19",9.82
"470","2015-03-20",9.95
"471","2015-03-23",9.99
"472","2015-03-24",10.6
"473","2015-03-25",10.03
"474","2015-03-26",10.25
"475","2015-03-27",10.75
"476","2015-03-30",10.48
"477","2015-03-31",10.47
"478","2015-04-01",10.52
"479","2015-04-02",10.66
"480","2015-04-06",10.58
"481","2015-04-07",10.68
"482","2015-04-08",10.6
"483","2015-04-09",10.53
"484","2015-04-10",10.7
"485","2015-04-13",10.72
"486","2015-04-14",10.63
"487","2015-04-15",10.65
"488","2015-04-16",10.59
"489","2015-04-17",10.53
"490","2015-04-20",10.62
"491","2015-04-21",10.59
"492","2015-04-22",10.52
"493","2015-04-23",11.97
"494","2015-04-24",12.2
"495","2015-04-27",12.17
"496","2015-04-28",12.71
"497","2015-04-29",12.73
"498","2015-04-30",12.5
"499","2015-05-01",12.57
"500","2015-05-04",12.57
"501","2015-05-05",12.59
"502","2015-05-06",12.59
"503","2015-05-07",12.5
"504","2015-05-08",12.43
"505","2015-05-11",12.37
"506","2015-05-12",12.13
"507","2015-05-13",12.15
"508","2015-05-14",12.02
"509","2015-05-15",11.82
"510","2015-05-18",11.89
"511","2015-05-19",12.43
"512","2015-05-20",12.38
"513","2015-05-21",12.23
"514","2015-05-22",12.01
"515","2015-05-26",11.73
"516","2015-05-27",11.84
"517","2015-05-28",11.83
"518","2015-05-29",11.65
"519","2015-06-01",11.53
"520","2015-06-02",11.59
"521","2015-06-03",11.97
"522","2015-06-04",12.1
"523","2015-06-05",12.24
"524","2015-06-08",12.31
"525","2015-06-09",12.18
"526","2015-06-10",12.39
"527","2015-06-11",12.33
"528","2015-06-12",12.59
"529","2015-06-15",12.96
"530","2015-06-16",13.23
"531","2015-06-17",12.91
"532","2015-06-18",13.17
"533","2015-06-19",12.77
"534","2015-06-22",13.33
"535","2015-06-23",13.02
"536","2015-06-24",13.14
"537","2015-06-25",13.12
"538","2015-06-26",13.49
"539","2015-06-29",12.84
"540","2015-06-30",12.93
"541","2015-07-01",13.25
"542","2015-07-02",12.94
"543","2015-07-06",12.76
"544","2015-07-07",12.92
"545","2015-07-08",12.77
"546","2015-07-09",13.03
"547","2015-07-10",13.04
"548","2015-07-13",12.9
"549","2015-07-14",13.03
"550","2015-07-15",12.6
"551","2015-07-16",13.04
"552","2015-07-17",12.88
"553","2015-07-20",12.76
"554","2015-07-21",13.03
"555","2015-07-22",12.74
"556","2015-07-23",12.87
"557","2015-07-24",12.61
"558","2015-07-27",12.6
"559","2015-07-28",12.61
"560","2015-07-29",12.28
"561","2015-07-30",12.51
"562","2015-07-31",12.63
"563","2015-08-03",12.74
"564","2015-08-04",12.76
"565","2015-08-05",12.81
"566","2015-08-06",12.77
"567","2015-08-07",12.58
"568","2015-08-10",12.55
"569","2015-08-11",12.34
"570","2015-08-12",12.25
"571","2015-08-13",12.16
"572","2015-08-14",12.23
"573","2015-08-17",12.13
"574","2015-08-18",11.96
"575","2015-08-19",12.1
"576","2015-08-20",11.7
"577","2015-08-21",12.11
"578","2015-08-24",11.77
"579","2015-08-25",11.8
"580","2015-08-26",11.97
"581","2015-08-27",12.03
"582","2015-08-28",12.32
"583","2015-08-31",12.53
"584","2015-09-01",12.46
"585","2015-09-02",12.79
"586","2015-09-03",12.91
"587","2015-09-04",12.94
"588","2015-09-08",13.08
"589","2015-09-09",13.15
"590","2015-09-10",13.34
"591","2015-09-11",13.3
"592","2015-09-14",12.91
"593","2015-09-15",13.26
"594","2015-09-16",13.27
"595","2015-09-17",13.04
"596","2015-09-18",13.02
"597","2015-09-21",12.7
"598","2015-09-22",12.73
"599","2015-09-23",12.6
"600","2015-09-24",12.56
"601","2015-09-25",12.51
"602","2015-09-28",12.36
"603","2015-09-29",12.45
"604","2015-09-30",12.47
"605","2015-10-01",12.5
"606","2015-10-02",12.21
"607","2015-10-05",12.51
"608","2015-10-06",12.06
"609","2015-10-07",12.39
"610","2015-10-08",12.29
"611","2015-10-09",12.2
"612","2015-10-12",12.26
"613","2015-10-13",12.14
"614","2015-10-14",11.8
"615","2015-10-15",11.9
"616","2015-10-16",11.72
"617","2015-10-19",12
"618","2015-10-20",12.17
"619","2015-10-21",11.9
"620","2015-10-22",12.41
"621","2015-10-23",12.61
"622","2015-10-26",12.51
"623","2015-10-27",12.14
"624","2015-10-28",12.41
"625","2015-10-29",12.46
"626","2015-10-30",12.49
"627","2015-11-02",12.37
"628","2015-11-03",12.54
"629","2015-11-04",12.58
"630","2015-11-05",12.7
"631","2015-11-06",13.26
"632","2015-11-09",13.12
"633","2015-11-10",13.18
"634","2015-11-11",13.1
"635","2015-11-12",12.71
"636","2015-11-13",12.67
"637","2015-11-16",12.81
"638","2015-11-17",12.85
"639","2015-11-18",13.14
"640","2015-11-19",13.16
"641","2015-11-20",13.11
"642","2015-11-23",13.12
"643","2015-11-24",13.03
"644","2015-11-25",13.22
"645","2015-11-27",13.29
"646","2015-11-30",13.23
"647","2015-12-01",13.21
"648","2015-12-02",13.24
"649","2015-12-03",12.94
"650","2015-12-04",13.29
"651","2015-12-07",13.06
"652","2015-12-08",13.25
"653","2015-12-09",12.56
"654","2015-12-10",12.67
"655","2015-12-11",12.67
"656","2015-12-14",12.68
"657","2015-12-15",13.11
"658","2015-12-16",13.05
"659","2015-12-17",13.01
"660","2015-12-18",12.82
"661","2015-12-21",12.88
"662","2015-12-22",13.18
"663","2015-12-23",13.4
"664","2015-12-24",13.72
"665","2015-12-28",13.93
"666","2015-12-29",14.21
"667","2015-12-30",14.37
"668","2015-12-31",13.99
"669","2016-01-04",13.65
"670","2016-01-05",13.27
"671","2016-01-06",13.32
"672","2016-01-07",13.02
"673","2016-01-08",12.72
"674","2016-01-11",12.99
"675","2016-01-12",12.76
"676","2016-01-13",12.44
"677","2016-01-14",12.24
"678","2016-01-15",12.01
"679","2016-01-19",11.78
"680","2016-01-20",11.52
"681","2016-01-21",11.46
"682","2016-01-22",11.66
"683","2016-01-25",11.27
"684","2016-01-26",11.37
"685","2016-01-27",11.36
"686","2016-01-28",11.86
"687","2016-01-29",11.9
"688","2016-02-01",12.2
"689","2016-02-02",11.95
"690","2016-02-03",11.88
"691","2016-02-04",11.83
"692","2016-02-05",11.38
"693","2016-02-08",11.16
"694","2016-02-09",11.18
"695","2016-02-10",11
"696","2016-02-11",11.22
"697","2016-02-12",11.58
"698","2016-02-16",11.95
"699","2016-02-17",11.8
"700","2016-02-18",11.52
"701","2016-02-19",11.9
"702","2016-02-22",11.89
"703","2016-02-23",11.82
"704","2016-02-24",11.9
"705","2016-02-25",11.91
"706","2016-02-26",12.16
"707","2016-02-29",12.01
"708","2016-03-01",12.64
"709","2016-03-02",12.71
"710","2016-03-03",13.01
"711","2016-03-04",13.07
"712","2016-03-07",13.23
"713","2016-03-08",13.34
"714","2016-03-09",13.05
"715","2016-03-10",12.79
"716","2016-03-11",12.95
"717","2016-03-14",12.74
"718","2016-03-15",12.39
"719","2016-03-16",12.36
"720","2016-03-17",12.52
"721","2016-03-18",12.99
"722","2016-03-21",12.74
"723","2016-03-22",12.7
"724","2016-03-23",12.42
"725","2016-03-24",12.39
"726","2016-03-28",12.47
"727","2016-03-29",12.76
"728","2016-03-30",12.83
"729","2016-03-31",12.6
"730","2016-04-01",12.54
"731","2016-04-04",12.29
"732","2016-04-05",12.09
"733","2016-04-06",12.09
"734","2016-04-07",11.71
"735","2016-04-08",11.79
"736","2016-04-11",11.9
"737","2016-04-12",12.38
"738","2016-04-13",12.66
"739","2016-04-14",12.5
"740","2016-04-15",12.37
"741","2016-04-18",12.48
"742","2016-04-19",12.44
"743","2016-04-20",12.71
"744","2016-04-21",13.35
"745","2016-04-22",13.24
"746","2016-04-25",13.07
"747","2016-04-26",13.49
"748","2016-04-27",13.53
"749","2016-04-28",13.34
"750","2016-04-29",13.36
"751","2016-05-02",13.37
"752","2016-05-03",13.39
"753","2016-05-04",13.28
"754","2016-05-05",13.1
"755","2016-05-06",13.25
"756","2016-05-09",13.08
"757","2016-05-10",13.21
"758","2016-05-11",13.13
"759","2016-05-12",13.06
"760","2016-05-13",12.85
"761","2016-05-16",12.93
"762","2016-05-17",12.6
"763","2016-05-18",12.86
"764","2016-05-19",12.7
"765","2016-05-20",12.92
"766","2016-05-23",12.66
"767","2016-05-24",13.02
"768","2016-05-25",13.19
"769","2016-05-26",12.99
"770","2016-05-27",13.11
"771","2016-05-31",13
"772","2016-06-01",13.18
"773","2016-06-02",13.05
"774","2016-06-03",13
"775","2016-06-06",13.12
"776","2016-06-07",12.99
"777","2016-06-08",13.08
"778","2016-06-09",12.97
"779","2016-06-10",13.12
"780","2016-06-13",13.14
"781","2016-06-14",13.03
"782","2016-06-15",12.89
"783","2016-06-16",13.03
"784","2016-06-17",13.1
"785","2016-06-20",13.25
"786","2016-06-21",13.61
"787","2016-06-22",13.66
"788","2016-06-23",14
"789","2016-06-24",13.32
"790","2016-06-27",13.01
"791","2016-06-28",13.03
"792","2016-06-29",13.45
"793","2016-06-30",13.73
"794","2016-07-01",13.5
"795","2016-07-05",13.25
"796","2016-07-06",13.35
"797","2016-07-07",13.39
"798","2016-07-08",13.73
"799","2016-07-11",14.01
"800","2016-07-12",14.41
"801","2016-07-13",14.36
"802","2016-07-14",14.47
"803","2016-07-15",14.63
"804","2016-07-18",14.51
"805","2016-07-19",14.49
"806","2016-07-20",14.64
"807","2016-07-21",14.92
"808","2016-07-22",14.77
"809","2016-07-25",14.5
"810","2016-07-26",14.72
"811","2016-07-27",14.54
"812","2016-07-28",14.45
"813","2016-07-29",14.27
"814","2016-08-01",14.11
"815","2016-08-02",14.05
"816","2016-08-03",14.17
"817","2016-08-04",14.24
"818","2016-08-05",14.44
"819","2016-08-08",14.51
"820","2016-08-09",14.62
"821","2016-08-10",14.53
"822","2016-08-11",14.62
"823","2016-08-12",14.55
"824","2016-08-15",14.61
"825","2016-08-16",14.65
"826","2016-08-17",14.51
"827","2016-08-18",14.45
"828","2016-08-19",14.34
"829","2016-08-22",14.27
"830","2016-08-23",14.39
"831","2016-08-24",14.79
"832","2016-08-25",14.99
"833","2016-08-26",14.92
"834","2016-08-29",14.96
"835","2016-08-30",14.9
"836","2016-08-31",14.97
"837","2016-09-01",15.25
"838","2016-09-02",15.44
"839","2016-09-06",15.49
"840","2016-09-07",15.7
"841","2016-09-08",15.65
"842","2016-09-09",15.38
"843","2016-09-12",15.48
"844","2016-09-13",15.25
"845","2016-09-14",15.17
"846","2016-09-15",15.25
"847","2016-09-16",15.7
"848","2016-09-19",15.51
"849","2016-09-20",15.31
"850","2016-09-21",15.62
"851","2016-09-22",16.139999
"852","2016-09-23",16.200001
"853","2016-09-26",15.87
"854","2016-09-27",15.96
"855","2016-09-28",15.93
"856","2016-09-29",15.65
"857","2016-09-30",16.15
"858","2016-10-03",16.08
"859","2016-10-04",15.87
"860","2016-10-05",16.1
"861","2016-10-06",16.309999
"862","2016-10-07",16.25
"863","2016-10-10",16.459999
"864","2016-10-11",16.23
"865","2016-10-12",16.209999
"866","2016-10-13",16.1
"867","2016-10-14",16.27
"868","2016-10-17",16.450001
"869","2016-10-18",16.5
"870","2016-10-19",16.75
"871","2016-10-20",16.950001
"872","2016-10-21",16.85
"873","2016-10-24",17.25
"874","2016-10-25",17.299999
"875","2016-10-26",17.299999
"876","2016-10-27",17.450001
"877","2016-10-28",17.6
"878","2016-10-31",17.65
"879","2016-11-01",17.450001
"880","2016-11-02",17.200001
"881","2016-11-03",17
"882","2016-11-04",16.85
"883","2016-11-07",16.9
"884","2016-11-08",17.1
"885","2016-11-09",17.799999
"886","2016-11-10",18.6
"887","2016-11-11",18.85
"888","2016-11-14",18.85
"889","2016-11-15",18.85
"890","2016-11-16",19
"891","2016-11-17",18.9
"892","2016-11-18",19.549999
"893","2016-11-21",19.299999
"894","2016-11-22",19.9
"895","2016-11-23",20
"896","2016-11-25",20
"897","2016-11-28",20.35
"898","2016-11-29",20.35
"899","2016-11-30",20.4
"900","2016-12-01",20.75
"901","2016-12-02",20.85
"902","2016-12-05",20.9
"903","2016-12-06",20.6
"904","2016-12-07",20.4
"905","2016-12-08",20.5
"906","2016-12-09",20.700001
"907","2016-12-12",20.950001
"908","2016-12-13",21.049999
"909","2016-12-14",21.200001
"910","2016-12-15",21.35
"911","2016-12-16",21.4
"912","2016-12-19",21.75
"913","2016-12-20",22.15
"914","2016-12-21",22.1
"915","2016-12-22",22.4
"916","2016-12-23",21.85
"917","2016-12-27",22.200001
"918","2016-12-28",22.299999
"919","2016-12-29",22
"920","2016-12-30",22.1
"921","2017-01-03",22.15
"922","2017-01-04",22.200001
"923","2017-01-05",21.799999
"924","2017-01-06",22.15
"925","2017-01-09",21.85
"926","2017-01-10",22.1
"927","2017-01-11",22.15
"928","2017-01-12",21.700001
"929","2017-01-13",21.950001
"930","2017-01-17",21.049999
"931","2017-01-18",21.700001
"932","2017-01-19",21.35
"933","2017-01-20",21.35
"934","2017-01-23",21.25
"935","2017-01-24",21.950001
"936","2017-01-25",22.35
"937","2017-01-26",22.85
"938","2017-01-27",22.65
"939","2017-01-30",21.85
"940","2017-01-31",22.200001
"941","2017-02-01",21.950001
"942","2017-02-02",21.9
"943","2017-02-03",22.549999
"944","2017-02-06",22.549999
"945","2017-02-07",22.75
"946","2017-02-08",22.700001
"947","2017-02-09",23
"948","2017-02-10",23.299999
"949","2017-02-13",23.700001
"950","2017-02-14",23.549999
"951","2017-02-15",23.299999
"952","2017-02-16",23.75
"953","2017-02-17",23.85
"954","2017-02-21",23.9
"955","2017-02-22",23.83
"956","2017-02-23",23.9
"957","2017-02-24",23.6
"958","2017-02-27",23.799999
"959","2017-02-28",23.549999
"960","2017-03-01",24.15
"961","2017-03-02",23.549999
"962","2017-03-03",23.450001
"963","2017-03-06",23.5
"964","2017-03-07",24.549999
"965","2017-03-08",24.450001
"966","2017-03-09",23.629999
"967","2017-03-10",23.5
"968","2017-03-13",23.5
"969","2017-03-14",23.25
"970","2017-03-15",23.15
"971","2017-03-16",23.450001
"972","2017-03-17",23.5
"973","2017-03-20",23.549999
"974","2017-03-21",22.65
"975","2017-03-22",22.4
"976","2017-03-23",22.85
"977","2017-03-24",22.950001
"978","2017-03-27",22.9
"979","2017-03-28",22.799999
"980","2017-03-29",23.049999
"981","2017-03-30",23.549999
"982","2017-03-31",23.35
"983","2017-04-03",23.200001
"984","2017-04-04",23.049999
"985","2017-04-05",22.4
"986","2017-04-06",22.9
"987","2017-04-07",22.85
"988","2017-04-10",22.65
"989","2017-04-11",23.25
"990","2017-04-12",23
"991","2017-04-13",22.6
"992","2017-04-17",22.9
"993","2017-04-18",23.049999
"994","2017-04-19",23.450001
"995","2017-04-20",24.15
"996","2017-04-21",25.4
"997","2017-04-24",24.9
"998","2017-04-25",24.85
