"","date","TSC"
"1","2013-05-09",12.59
"2","2013-05-10",12.65
"3","2013-05-13",12.75
"4","2013-05-14",12.75
"5","2013-05-15",13.05
"6","2013-05-16",13
"7","2013-05-17",13.06
"8","2013-05-20",13.39
"9","2013-05-21",13.3
"10","2013-05-22",14
"11","2013-05-23",13.5
"12","2013-05-24",13.43
"13","2013-05-28",14.05
"14","2013-05-29",14
"15","2013-05-30",13.99
"16","2013-05-31",13.82
"17","2013-06-03",13.49
"18","2013-06-04",13.58
"19","2013-06-05",13.49
"20","2013-06-06",13.5
"21","2013-06-07",13.46
"22","2013-06-10",13.25
"23","2013-06-11",13.45
"24","2013-06-12",13.49
"25","2013-06-13",13.49
"26","2013-06-14",13.4
"27","2013-06-17",13.06
"28","2013-06-18",12.87
"29","2013-06-19",12.94
"30","2013-06-20",12.62
"31","2013-06-21",12.98
"32","2013-06-24",13.09
"33","2013-06-25",13.17
"34","2013-06-26",13.03
"35","2013-06-27",13.47
"36","2013-06-28",13.75
"37","2013-07-01",13.7
"38","2013-07-02",13.73
"39","2013-07-03",13.7
"40","2013-07-05",13.72
"41","2013-07-08",13.49
"42","2013-07-09",13.52
"43","2013-07-10",13.49
"44","2013-07-11",13.31
"45","2013-07-12",13.2
"46","2013-07-15",13.13
"47","2013-07-16",13.09
"48","2013-07-17",13.02
"49","2013-07-18",13.13
"50","2013-07-19",13.14
"51","2013-07-22",13.1
"52","2013-07-23",12.83
"53","2013-07-24",12.89
"54","2013-07-25",13.26
"55","2013-07-26",13.32
"56","2013-07-29",13.25
"57","2013-07-30",13.33
"58","2013-07-31",13.38
"59","2013-08-01",13.99
"60","2013-08-02",13.96
"61","2013-08-05",14.01
"62","2013-08-06",13.76
"63","2013-08-07",13.59
"64","2013-08-08",13.65
"65","2013-08-09",13.6
"66","2013-08-12",13.35
"67","2013-08-13",13.22
"68","2013-08-14",13.26
"69","2013-08-15",12.97
"70","2013-08-16",13.11
"71","2013-08-19",13.09
"72","2013-08-20",13.02
"73","2013-08-21",12.92
"74","2013-08-22",13.14
"75","2013-08-23",13.11
"76","2013-08-26",12.96
"77","2013-08-27",12.87
"78","2013-08-28",12.83
"79","2013-08-29",12.95
"80","2013-08-30",13.05
"81","2013-09-03",13.01
"82","2013-09-04",13
"83","2013-09-05",13.05
"84","2013-09-06",12.9
"85","2013-09-09",12.75
"86","2013-09-10",12.61
"87","2013-09-11",12.75
"88","2013-09-12",12.75
"89","2013-09-13",12.66
"90","2013-09-16",12.29
"91","2013-09-17",12.27
"92","2013-09-18",12.18
"93","2013-09-19",11.57
"94","2013-09-20",11.58
"95","2013-09-23",12.19
"96","2013-09-24",12.75
"97","2013-09-25",12.5
"98","2013-09-26",12.8
"99","2013-09-27",12.76
"100","2013-09-30",12.89
"101","2013-10-01",12.98
"102","2013-10-02",12.9
"103","2013-10-03",13
"104","2013-10-04",13.03
"105","2013-10-07",12.99
"106","2013-10-08",13.09
"107","2013-10-09",13.05
"108","2013-10-10",13.07
"109","2013-10-11",13.39
"110","2013-10-14",13.23
"111","2013-10-15",13.1
"112","2013-10-16",13.15
"113","2013-10-17",12.95
"114","2013-10-18",12.96
"115","2013-10-21",12.98
"116","2013-10-22",12.84
"117","2013-10-23",12.97
"118","2013-10-24",12.19
"119","2013-10-25",11.88
"120","2013-10-28",11.97
"121","2013-10-29",12.08
"122","2013-10-30",12.05
"123","2013-10-31",12.51
"124","2013-11-01",12.54
"125","2013-11-04",12.54
"126","2013-11-05",12.49
"127","2013-11-06",12.07
"128","2013-11-07",12.01
"129","2013-11-08",12.18
"130","2013-11-11",12.32
"131","2013-11-12",12.4
"132","2013-11-13",12.36
"133","2013-11-14",12.29
"134","2013-11-15",12.35
"135","2013-11-18",12.06
"136","2013-11-19",12.18
"137","2013-11-20",12.08
"138","2013-11-21",11.96
"139","2013-11-22",12.16
"140","2013-11-25",12
"141","2013-11-26",12.25
"142","2013-11-27",12.15
"143","2013-11-29",12.15
"144","2013-12-02",12.05
"145","2013-12-03",11.96
"146","2013-12-04",12.01
"147","2013-12-05",11.98
"148","2013-12-06",12
"149","2013-12-09",12.03
"150","2013-12-10",11.95
"151","2013-12-11",11.7
"152","2013-12-12",11.79
"153","2013-12-13",11.78
"154","2013-12-16",11.7
"155","2013-12-17",11.72
"156","2013-12-18",11.69
"157","2013-12-19",11.53
"158","2013-12-20",11.65
"159","2013-12-23",11.84
"160","2013-12-24",11.9
"161","2013-12-26",11.9
"162","2013-12-27",11.84
"163","2013-12-30",11.93
"164","2013-12-31",11.86
"165","2014-01-02",11.66
"166","2014-01-03",11.78
"167","2014-01-06",11.72
"168","2014-01-07",11.69
"169","2014-01-08",12.71
"170","2014-01-09",13.43
"171","2014-01-10",13.26
"172","2014-01-13",13.37
"173","2014-01-14",13.43
"174","2014-01-15",13.5
"175","2014-01-16",13.42
"176","2014-01-17",13.45
"177","2014-01-21",13.66
"178","2014-01-22",13.56
"179","2014-01-23",13.48
"180","2014-01-24",13.6
"181","2014-01-27",13.48
"182","2014-01-28",13.6
"183","2014-01-29",13.65
"184","2014-01-30",14
"185","2014-01-31",13.74
"186","2014-02-03",13.53
"187","2014-02-04",13.99
"188","2014-02-05",13.94
"189","2014-02-06",13.9
"190","2014-02-07",13.84
"191","2014-02-10",13.68
"192","2014-02-11",13.74
"193","2014-02-12",13.51
"194","2014-02-13",13.54
"195","2014-02-14",13.51
"196","2014-02-18",13.5
"197","2014-02-19",13.6
"198","2014-02-20",13.38
"199","2014-02-21",13.45
"200","2014-02-24",13.64
"201","2014-02-25",13.55
"202","2014-02-26",13.65
"203","2014-02-27",13.65
"204","2014-02-28",13.91
"205","2014-03-03",13.98
"206","2014-03-04",14.13
"207","2014-03-05",14.13
"208","2014-03-06",14.1
"209","2014-03-07",14.06
"210","2014-03-10",14.03
"211","2014-03-11",14.05
"212","2014-03-12",14.03
"213","2014-03-13",14.01
"214","2014-03-14",14.04
"215","2014-03-17",14.1
"216","2014-03-18",14.07
"217","2014-03-19",14.08
"218","2014-03-20",14.14
"219","2014-03-21",14.12
"220","2014-03-24",14
"221","2014-03-25",14.11
"222","2014-03-26",14.25
"223","2014-03-27",14.18
"224","2014-03-28",14.18
"225","2014-03-31",14.21
"226","2014-04-01",14.23
"227","2014-04-02",14.22
"228","2014-04-03",14.54
"229","2014-04-04",14.12
"230","2014-04-07",14.08
"231","2014-04-08",14.06
"232","2014-04-09",14.09
"233","2014-04-10",14.01
"234","2014-04-11",13.88
"235","2014-04-14",14.05
"236","2014-04-15",13.98
"237","2014-04-16",13.89
"238","2014-04-17",13.86
"239","2014-04-21",13.76
"240","2014-04-22",13.7
"241","2014-04-23",13.54
"242","2014-04-24",13.38
"243","2014-04-25",12.92
"244","2014-04-28",12.89
"245","2014-04-29",12.94
"246","2014-04-30",13.08
"247","2014-05-01",12.97
"248","2014-05-02",12.93
"249","2014-05-05",12.94
"250","2014-05-06",12.95
"251","2014-05-07",13
"252","2014-05-08",13.02
"253","2014-05-09",13.23
"254","2014-05-12",13.73
"255","2014-05-13",13.71
"256","2014-05-14",13.13
"257","2014-05-15",12.96
"258","2014-05-16",12.99
"259","2014-05-19",13.23
"260","2014-05-20",13.08
"261","2014-05-21",13.03
"262","2014-05-22",13.49
"263","2014-05-23",13.5
"264","2014-05-27",13.41
"265","2014-05-28",13.49
"266","2014-05-29",13.49
"267","2014-05-30",13.18
"268","2014-06-02",13.25
"269","2014-06-03",13.38
"270","2014-06-04",13.48
"271","2014-06-05",13.8
"272","2014-06-06",13.94
"273","2014-06-09",14.01
"274","2014-06-10",13.78
"275","2014-06-11",13.64
"276","2014-06-12",13.72
"277","2014-06-13",13.73
"278","2014-06-16",14.2
"279","2014-06-17",14.01
"280","2014-06-18",14.34
"281","2014-06-19",14.24
"282","2014-06-20",14.25
"283","2014-06-23",14.25
"284","2014-06-24",14.25
"285","2014-06-25",14.25
"286","2014-06-26",14.25
"287","2014-06-27",14.2
"288","2014-06-30",14.13
"289","2014-07-01",14.19
"290","2014-07-02",14.01
"291","2014-07-03",14.27
"292","2014-07-07",14.17
"293","2014-07-08",13.89
"294","2014-07-09",13.9
"295","2014-07-10",13.65
"296","2014-07-11",13.58
"297","2014-07-14",13.79
"298","2014-07-15",13.53
"299","2014-07-16",13.57
"300","2014-07-17",13.17
"301","2014-07-18",13.47
"302","2014-07-21",13.35
"303","2014-07-22",13.41
"304","2014-07-23",13.58
"305","2014-07-24",10.16
"306","2014-07-25",10.19
"307","2014-07-28",9.82
"308","2014-07-29",9.86
"309","2014-07-30",10.11
"310","2014-07-31",9.79
"311","2014-08-01",9.66
"312","2014-08-04",9.74
"313","2014-08-05",9.78
"314","2014-08-06",9.43
"315","2014-08-07",9.12
"316","2014-08-08",9.15
"317","2014-08-11",9.49
"318","2014-08-12",9.4
"319","2014-08-13",9.42
"320","2014-08-14",9.52
"321","2014-08-15",9.41
"322","2014-08-18",9.49
"323","2014-08-19",9.46
"324","2014-08-20",9.22
"325","2014-08-21",9.3
"326","2014-08-22",9.24
"327","2014-08-25",9.25
"328","2014-08-26",9.33
"329","2014-08-27",9.38
"330","2014-08-28",9.41
"331","2014-08-29",9.53
"332","2014-09-02",9.47
"333","2014-09-03",9.32
"334","2014-09-04",9.47
"335","2014-09-05",9.5
"336","2014-09-08",9.62
"337","2014-09-09",9.52
"338","2014-09-10",9.47
"339","2014-09-11",9.42
"340","2014-09-12",9.38
"341","2014-09-15",9.22
"342","2014-09-16",9.1
"343","2014-09-17",9.09
"344","2014-09-18",9.47
"345","2014-09-19",9.36
"346","2014-09-22",9.19
"347","2014-09-23",9.11
"348","2014-09-24",9.05
"349","2014-09-25",9.14
"350","2014-09-26",9.21
"351","2014-09-29",9.25
"352","2014-09-30",9.07
"353","2014-10-01",9.15
"354","2014-10-02",9.22
"355","2014-10-03",9.26
"356","2014-10-06",9.11
"357","2014-10-07",9.08
"358","2014-10-08",9.43
"359","2014-10-09",9.21
"360","2014-10-10",9.09
"361","2014-10-13",9.37
"362","2014-10-14",9.41
"363","2014-10-15",9.36
"364","2014-10-16",9.41
"365","2014-10-17",9.42
"366","2014-10-20",9.49
"367","2014-10-21",9.5
"368","2014-10-22",9.52
"369","2014-10-23",9.86
"370","2014-10-24",9.64
"371","2014-10-27",9.69
"372","2014-10-28",9.69
"373","2014-10-29",9.76
"374","2014-10-30",9.68
"375","2014-10-31",9.75
"376","2014-11-03",9.72
"377","2014-11-04",9.71
"378","2014-11-05",9.68
"379","2014-11-06",9.7
"380","2014-11-07",9.6
"381","2014-11-10",9.7
"382","2014-11-11",9.7
"383","2014-11-12",9.74
"384","2014-11-13",9.69
"385","2014-11-14",9.79
"386","2014-11-17",9.82
"387","2014-11-18",9.83
"388","2014-11-19",9.76
"389","2014-11-20",10.02
"390","2014-11-21",9.95
"391","2014-11-24",10.09
"392","2014-11-25",10.1
"393","2014-11-26",10.26
"394","2014-11-28",10.1
"395","2014-12-01",10.16
"396","2014-12-02",10.28
"397","2014-12-03",10.27
"398","2014-12-04",10.21
"399","2014-12-05",10.46
"400","2014-12-08",10.33
"401","2014-12-09",10.64
"402","2014-12-10",10.23
"403","2014-12-11",10.32
"404","2014-12-12",10.2
"405","2014-12-15",10.14
"406","2014-12-16",10.34
"407","2014-12-17",10.66
"408","2014-12-18",10.71
"409","2014-12-19",10.69
"410","2014-12-22",10.75
"411","2014-12-23",10.8
"412","2014-12-24",10.74
"413","2014-12-26",10.67
"414","2014-12-29",10.5
"415","2014-12-30",10.5
"416","2014-12-31",10.24
"417","2015-01-02",10.31
"418","2015-01-05",10.37
"419","2015-01-06",10.33
"420","2015-01-07",10.24
"421","2015-01-08",10.37
"422","2015-01-09",10.17
"423","2015-01-12",10.03
"424","2015-01-13",10.33
"425","2015-01-14",10.41
"426","2015-01-15",10.15
"427","2015-01-16",10.31
"428","2015-01-20",10.22
"429","2015-01-21",10.21
"430","2015-01-22",10.37
"431","2015-01-23",10.36
"432","2015-01-26",10.19
"433","2015-01-27",10.01
"434","2015-01-28",9.77
"435","2015-01-29",10.25
"436","2015-01-30",9.46
"437","2015-02-02",9.8
"438","2015-02-03",9.79
"439","2015-02-04",9.8
"440","2015-02-05",9.91
"441","2015-02-06",9.96
"442","2015-02-09",9.86
"443","2015-02-10",9.9
"444","2015-02-11",9.77
"445","2015-02-12",9.89
"446","2015-02-13",9.9
"447","2015-02-17",9.96
"448","2015-02-18",9.86
"449","2015-02-19",9.87
