"","date","GMBL"
"108","2017-12-20",12.75
"109","2017-12-21",12.75
"110","2017-12-22",11.25
"111","2017-12-26",15
"112","2017-12-27",15
"113","2017-12-28",11.28
"114","2017-12-29",13.95
"115","2018-01-02",16.5
"116","2018-01-03",13.05
"117","2018-01-04",13.05
"118","2018-01-05",13.5
"119","2018-01-08",12
"120","2018-01-09",16.5
"121","2018-01-10",16.35
"122","2018-01-11",15.75
"123","2018-01-12",15.75
"124","2018-01-16",15.75
"125","2018-01-17",16.049999
"126","2018-01-18",11.325
"127","2018-01-19",15
"128","2018-01-22",16.35
"129","2018-01-23",15
"130","2018-01-24",14.25
"131","2018-01-25",14.1
"132","2018-01-26",14.1
"133","2018-01-29",15.6
"134","2018-01-30",15.3
"135","2018-01-31",13.5
"136","2018-02-01",13.5
"137","2018-02-02",13.5
"138","2018-02-05",13.5
"139","2018-02-06",13.5
"140","2018-02-07",11.475
"141","2018-02-08",12
"142","2018-02-09",14.25
"143","2018-02-12",14.25
"144","2018-02-13",14.25
"145","2018-02-14",14.25
"146","2018-02-15",12.3
"147","2018-02-16",13.95
"148","2018-02-20",11.25
"149","2018-02-21",11.25
"150","2018-02-22",11.25
"151","2018-02-23",11.25
"152","2018-02-26",11.25
"153","2018-02-27",11.25
"154","2018-02-28",11.25
"155","2018-03-01",13.95
"156","2018-03-02",11.25
"157","2018-03-05",10.5
"158","2018-03-06",13.95
"159","2018-03-07",11.25
"160","2018-03-08",12
"161","2018-03-09",14.4
"162","2018-03-12",12
"163","2018-03-13",12
"164","2018-03-14",12.75
"165","2018-03-15",12
"166","2018-03-16",13.125
"167","2018-03-19",13.125
"168","2018-03-20",14.4
"169","2018-03-21",14.25
"170","2018-03-22",14.055
"171","2018-03-23",14.1
"172","2018-03-26",13.95
"173","2018-03-27",13.95
"174","2018-03-28",13.5
"175","2018-03-29",13.5
"176","2018-04-02",13.5
"177","2018-04-03",12
"178","2018-04-04",11.4
"179","2018-04-05",10.95
"180","2018-04-06",10.8
"181","2018-04-09",10.5
"182","2018-04-10",9
"183","2018-04-11",8.25
"184","2018-04-12",9
"185","2018-04-13",7.65
"186","2018-04-16",8.55
"187","2018-04-17",7.5
"188","2018-04-18",4.35
"189","2018-04-19",3.75
"190","2018-04-20",2.7
"191","2018-04-23",6.975
"192","2018-04-24",7.2
"193","2018-04-25",8.7
"194","2018-04-26",6
"195","2018-04-27",6.15
"196","2018-04-30",7.65
"197","2018-05-01",8.85
"198","2018-05-02",8.25
"199","2018-05-03",8.25
"200","2018-05-04",8.25
"201","2018-05-07",8.25
"202","2018-05-08",6.015
"203","2018-05-09",7.5
"204","2018-05-10",6.765
"205","2018-05-11",6.75
"206","2018-05-14",7.2
"207","2018-05-15",8.25
"208","2018-05-16",8.55
"209","2018-05-17",7.965
"210","2018-05-18",16.32
"211","2018-05-21",16.5
"212","2018-05-22",15
"213","2018-05-23",15
"214","2018-05-24",15.15
"215","2018-05-25",16.200001
"216","2018-05-29",13.575
"217","2018-05-30",14.55
"218","2018-05-31",14.85
"219","2018-06-01",13.35
"220","2018-06-04",12
"221","2018-06-05",14.55
"222","2018-06-06",13.8
"223","2018-06-07",13.155
"224","2018-06-08",13.5
"225","2018-06-11",13.5
"226","2018-06-12",13.35
"227","2018-06-13",12
"228","2018-06-14",13.5
"229","2018-06-15",13.5
"230","2018-06-18",14.025
"231","2018-06-19",12
"232","2018-06-20",12
"233","2018-06-21",14.4
"234","2018-06-22",13.8
"235","2018-06-25",12.15
"236","2018-06-26",12.15
"237","2018-06-27",12.45
"238","2018-06-28",13.8
"239","2018-06-29",12.75
"240","2018-07-02",10.95
"241","2018-07-03",11.25
"242","2018-07-05",10.5
"243","2018-07-06",10.5
"244","2018-07-09",9.765
"245","2018-07-10",10.5
"246","2018-07-11",10.95
"247","2018-07-12",10.5
"248","2018-07-13",9.45
"249","2018-07-16",10.2
"250","2018-07-17",9.765
"251","2018-07-18",11.1
"252","2018-07-19",12
"253","2018-07-20",12.75
"254","2018-07-23",12.75
"255","2018-07-24",13.35
"256","2018-07-25",13.5
"257","2018-07-26",12.675
"258","2018-07-27",12.675
"259","2018-07-30",12
"260","2018-07-31",12.15
"261","2018-08-01",13.2
"262","2018-08-02",12.75
"263","2018-08-03",11.55
"264","2018-08-06",11.4
"265","2018-08-07",10.5
"266","2018-08-08",9.78
"267","2018-08-09",9.78
"268","2018-08-10",11.22
"269","2018-08-13",10.5
"270","2018-08-14",10.5
"271","2018-08-15",9.75
"272","2018-08-16",10.5
"273","2018-08-17",10.5
"274","2018-08-20",9.75
"275","2018-08-21",10.125
"276","2018-08-22",10.5
"277","2018-08-23",10.2
"278","2018-08-24",10.2
"279","2018-08-27",9.9
"280","2018-08-28",10.35
"281","2018-08-29",9.75
"282","2018-08-30",9.75
"283","2018-08-31",9.6
"284","2018-09-04",8.64
"285","2018-09-05",9.735
"286","2018-09-06",9.75
"287","2018-09-07",8.7
"288","2018-09-10",9.75
"289","2018-09-11",9
"290","2018-09-12",9
"291","2018-09-13",9.9
"292","2018-09-14",10.47
"293","2018-09-17",9.15
"294","2018-09-18",9.3
"295","2018-09-19",10.515
"296","2018-09-20",10.5
"297","2018-09-21",10.935
"298","2018-09-24",10.5
"299","2018-09-25",11.25
"300","2018-09-26",11.25
"301","2018-09-27",11.1
"302","2018-09-28",10.215
"303","2018-10-01",9.45
"304","2018-10-02",9.75
"305","2018-10-03",9.75
"306","2018-10-04",9.93
"307","2018-10-05",10.35
"308","2018-10-08",9.03
"309","2018-10-09",9.75
"310","2018-10-10",9.75
"311","2018-10-11",9.24
"312","2018-10-12",9.555
"313","2018-10-15",9.48
"314","2018-10-16",10.05
"315","2018-10-17",9.3
"316","2018-10-18",9.24
"317","2018-10-19",9.24
"318","2018-10-22",9.075
"319","2018-10-23",9.15
"320","2018-10-24",7.965
"321","2018-10-25",10.05
"322","2018-10-26",8.595
"323","2018-10-29",8.7
"324","2018-10-30",9.675
"325","2018-10-31",9.9
"326","2018-11-01",10.05
"327","2018-11-02",9.6
"328","2018-11-05",9.09
"329","2018-11-06",9.09
"330","2018-11-07",9.81
"331","2018-11-08",9.75
"332","2018-11-09",9.15
"333","2018-11-12",9.75
"334","2018-11-13",9.75
"335","2018-11-14",9.6
"336","2018-11-15",9.75
"337","2018-11-16",9.225
"338","2018-11-19",9.225
"339","2018-11-20",9.225
"340","2018-11-21",9.15
"341","2018-11-23",10.2
"342","2018-11-26",10.23
"343","2018-11-27",9.855
"344","2018-11-28",12
"345","2018-11-29",12.9
"346","2018-11-30",13.5
"347","2018-12-03",13.44
"348","2018-12-04",14.25
"349","2018-12-06",12.72
"350","2018-12-07",12.57
"351","2018-12-10",11.85
"352","2018-12-11",12.3
"353","2018-12-12",12.525
"354","2018-12-13",12.51
"355","2018-12-14",12.51
"356","2018-12-17",10.2
"357","2018-12-18",11.67
"358","2018-12-19",11.67
"359","2018-12-20",11.46
"360","2018-12-21",10.2
"361","2018-12-24",11.25
"362","2018-12-26",11.25
"363","2018-12-27",11.04
"364","2018-12-28",11.1
"365","2018-12-31",11.1
"366","2019-01-02",9.075
"367","2019-01-03",9.9
"368","2019-01-04",9.225
"369","2019-01-07",9.6
"370","2019-01-08",9.495
"371","2019-01-09",9.6
"372","2019-01-10",9.9
"373","2019-01-11",9.75
"374","2019-01-14",10.575
"375","2019-01-15",9.84
"376","2019-01-16",10.5
"377","2019-01-17",10.5
"378","2019-01-18",9.75
"379","2019-01-22",10.5
"380","2019-01-23",10.425
"381","2019-01-24",10.23
"382","2019-01-25",10.2
"383","2019-01-28",10.2
"384","2019-01-29",9.6
"385","2019-01-30",9.3
"386","2019-01-31",9.435
"387","2019-02-01",9.75
"388","2019-02-04",9.75
"389","2019-02-05",9.15
"390","2019-02-06",9.15
"391","2019-02-07",8.4
"392","2019-02-08",8.4
"393","2019-02-11",9
"394","2019-02-12",9
"395","2019-02-13",8.4
"396","2019-02-14",9.03
"397","2019-02-15",9.3
"398","2019-02-19",9.3
"399","2019-02-20",7.8
"400","2019-02-21",7.725
"401","2019-02-22",8.4
"402","2019-02-25",8.1
"403","2019-02-26",7.95
"404","2019-02-27",7.875
"405","2019-02-28",8.55
"406","2019-03-01",7.8
"407","2019-03-04",8.25
"408","2019-03-05",8.85
"409","2019-03-06",9
"410","2019-03-07",8.775
"411","2019-03-08",8.97
"412","2019-03-11",9
"413","2019-03-12",8.85
"414","2019-03-13",7.71
"415","2019-03-14",7.92
"416","2019-03-15",8.25
"417","2019-03-18",8.205
"418","2019-03-19",7.5
"419","2019-03-20",7.95
"420","2019-03-21",7.95
"421","2019-03-22",7.86
"422","2019-03-25",7.815
"423","2019-03-26",8.25
"424","2019-03-27",8.55
"425","2019-03-28",8.55
"426","2019-03-29",8.49
"427","2019-04-01",9.3
"428","2019-04-02",8.55
"429","2019-04-03",8.4
"430","2019-04-04",6.9
"431","2019-04-05",7.995
"432","2019-04-08",8.31
"433","2019-04-09",8.85
"434","2019-04-10",7.5
"435","2019-04-11",7.5
"436","2019-04-12",8.25
"437","2019-04-15",8.85
"438","2019-04-16",7.635
"439","2019-04-17",7.47
"440","2019-04-18",7.935
"441","2019-04-22",7.5
"442","2019-04-23",7.32
"443","2019-04-24",7.5
"444","2019-04-25",7.5
"445","2019-04-26",6.75
"446","2019-04-29",6.75
"447","2019-04-30",5.52
"448","2019-05-01",6.75
"449","2019-05-02",6.345
"450","2019-05-03",8.25
"451","2019-05-06",8.25
"452","2019-05-07",7.2
"453","2019-05-08",7.26
"454","2019-05-09",7.35
"455","2019-05-10",7.2
"456","2019-05-13",7.2
"457","2019-05-14",6
"458","2019-05-15",6.9
"459","2019-05-16",6.3
"460","2019-05-17",6.75
"461","2019-05-20",7.2
"462","2019-05-21",6.3
"463","2019-05-22",6.75
"464","2019-05-23",7.32
"465","2019-05-24",7.05
"466","2019-05-28",7.35
"467","2019-05-29",7.2
"468","2019-05-30",7.05
"469","2019-05-31",7.695
"470","2019-06-03",5.925
"471","2019-06-04",7.005
"472","2019-06-05",6.75
"473","2019-06-06",8.25
"474","2019-06-07",9.3
"475","2019-06-10",8.4
"476","2019-06-11",7.5
"477","2019-06-12",8.025
"478","2019-06-13",9.3
"479","2019-06-14",8.85
"480","2019-06-17",9
"481","2019-06-18",9
"482","2019-06-19",8.55
"483","2019-06-20",8.595
"484","2019-06-21",9
"485","2019-06-24",8.7
"486","2019-06-25",9.6
"487","2019-06-26",9.15
"488","2019-06-27",9.15
"489","2019-06-28",8.85
"490","2019-07-01",8.85
"491","2019-07-02",7.5
"492","2019-07-03",8.85
"493","2019-07-05",7.5
"494","2019-07-08",8.7
"495","2019-07-09",8.7
"496","2019-07-10",8.1
"497","2019-07-11",7.5
"498","2019-07-12",8.55
"499","2019-07-15",7.5
"500","2019-07-16",7.5
"501","2019-07-17",7.5
"502","2019-07-18",6.75
"503","2019-07-19",6.75
"504","2019-07-22",7.05
"505","2019-07-23",7.8
"506","2019-07-24",7.8
"507","2019-07-25",6.66
"508","2019-07-26",7.95
"509","2019-07-29",6.405
"510","2019-07-30",7.95
"511","2019-07-31",7.935
"512","2019-08-01",7.95
"513","2019-08-02",8.25
"514","2019-08-05",8.4
"515","2019-08-06",6.45
"516","2019-08-07",7.65
"517","2019-08-08",7.65
"518","2019-08-09",7.395
"519","2019-08-12",7.485
"520","2019-08-13",7.35
"521","2019-08-14",7.2
"522","2019-08-15",7.2
"523","2019-08-16",7.2
"524","2019-08-19",5.79
"525","2019-08-20",7.32
"526","2019-08-21",5.925
"527","2019-08-22",6.72
"528","2019-08-23",5.85
"529","2019-08-26",6.585
"530","2019-08-27",5.85
"531","2019-08-28",5.85
"532","2019-08-29",6.75
"533","2019-08-30",5.88
"534","2019-09-03",4.65
"535","2019-09-04",5.25
"536","2019-09-05",6.825
"537","2019-09-06",6.3
"538","2019-09-09",6
"539","2019-09-10",8.25
"540","2019-09-11",5.55
"541","2019-09-12",6.39
"542","2019-09-13",5.85
"543","2019-09-16",6.75
"544","2019-09-17",6.48
"545","2019-09-18",5.85
"546","2019-09-19",6
"547","2019-09-20",7.485
"548","2019-09-23",6.15
"549","2019-09-24",6.15
"550","2019-09-25",6.54
"551","2019-09-26",7.905
"552","2019-09-27",8.235
"553","2019-09-30",9.6
"554","2019-10-01",9.9
"555","2019-10-02",10.05
"556","2019-10-03",9.45
"557","2019-10-04",10.5
"558","2019-10-07",11.52
"559","2019-10-08",14.7
"560","2019-10-09",10.65
"561","2019-10-10",11.25
"562","2019-10-11",12
"563","2019-10-14",10.05
"564","2019-10-15",9.75
"565","2019-10-16",9.285
"566","2019-10-17",9.3
"567","2019-10-18",7.5
"568","2019-10-21",7.05
"569","2019-10-22",8.1
"570","2019-10-23",7.455
"571","2019-10-24",6
"572","2019-10-25",6.735
"573","2019-10-28",5.85
"574","2019-10-29",5.25
"575","2019-10-30",5.4
"576","2019-10-31",6.6
"577","2019-11-01",4.65
"578","2019-11-04",4.8
"579","2019-11-05",4.8
"580","2019-11-06",4.5
"581","2019-11-07",4.5
"582","2019-11-08",4.485
"583","2019-11-11",4.35
"584","2019-11-12",3.75
"585","2019-11-13",3.45
"586","2019-11-14",4.5
"587","2019-11-15",5.025
"588","2019-11-18",5.85
"589","2019-11-19",6.45
"590","2019-11-20",4.95
"591","2019-11-21",4.125
"592","2019-11-22",4.5
"593","2019-11-25",5.535
"594","2019-11-26",5.4
"595","2019-11-27",5.55
"596","2019-11-29",5.55
"597","2019-12-02",4.125
"598","2019-12-03",4.125
"599","2019-12-04",4.2
"600","2019-12-05",4.395
"601","2019-12-06",4.5
"602","2019-12-09",4.5
"603","2019-12-10",4.5
"604","2019-12-11",5.31
"605","2019-12-12",3.675
"606","2019-12-13",4.5
"607","2019-12-16",5.1
"608","2019-12-17",4.5
"609","2019-12-18",4.5
"610","2019-12-19",5.1
"611","2019-12-20",5.1
"612","2019-12-23",5.85
"613","2019-12-24",4.8
"614","2019-12-26",4.575
"615","2019-12-27",4.65
"616","2019-12-30",5.25
"617","2019-12-31",4.2
"618","2020-01-02",4.05
"619","2020-01-03",4.2
"620","2020-01-06",6.45
"621","2020-01-07",4.8
"622","2020-01-08",4.8
"623","2020-01-09",4.2
"624","2020-01-10",4.2
"625","2020-01-13",4.8
"626","2020-01-14",5.7
"627","2020-01-15",4.365
"628","2020-01-16",5.55
"629","2020-01-17",5.85
"630","2020-01-21",6
"631","2020-01-22",6
"632","2020-01-23",6
"633","2020-01-24",6
"634","2020-01-27",5.085
"635","2020-01-28",6.15
"636","2020-01-29",6
"637","2020-01-30",6
"638","2020-01-31",6
"639","2020-02-03",6
"640","2020-02-04",5.82
"641","2020-02-05",5.81
"642","2020-02-06",5.81
"643","2020-02-07",5.1
"644","2020-02-10",5.08
"645","2020-02-11",5.05
"646","2020-02-12",4.75
"647","2020-02-13",4.7
"648","2020-02-14",5.18
"649","2020-02-18",4.825
"650","2020-02-19",5.05
"651","2020-02-20",6.48
"652","2020-02-21",5.5
"653","2020-02-24",5.7
"654","2020-02-25",6
"655","2020-02-26",5.65
"656","2020-02-27",5.3
"657","2020-02-28",5.55
"658","2020-03-02",5.55
"659","2020-03-03",5.55
"660","2020-03-04",5.55
"661","2020-03-05",5.55
"662","2020-03-06",5.55
"663","2020-03-09",5.01
"664","2020-03-10",5.3
"665","2020-03-11",5.49
"666","2020-03-12",5.49
"667","2020-03-13",4.3
"668","2020-03-16",3.75
"669","2020-03-17",3.75
"670","2020-03-18",3.7
"671","2020-03-19",3.66
"672","2020-03-20",3.55
"673","2020-03-23",2.63
"674","2020-03-24",3.25
"675","2020-03-25",3.25
"676","2020-03-26",3.747
"677","2020-03-27",3.25
"678","2020-03-30",3.26
"679","2020-03-31",3.73
"680","2020-04-01",4
"681","2020-04-02",3.4
"682","2020-04-03",3.4
"683","2020-04-06",3.4
"684","2020-04-07",3.9
"685","2020-04-08",3.8
"686","2020-04-09",3.8
"687","2020-04-13",3.4
"688","2020-04-14",2.85
"689","2020-04-15",2.95
"690","2020-04-16",3.35
"691","2020-04-17",3.41
"692","2020-04-20",3.4
"693","2020-04-21",3.2
"694","2020-04-22",3.26
"695","2020-04-23",3.268
"696","2020-04-24",3.33
"697","2020-04-27",3.49
"698","2020-04-28",3.29
"699","2020-04-29",3.36
"700","2020-04-30",3.26
"701","2020-05-01",3.62
"702","2020-05-04",3.85
"703","2020-05-05",3.77
"704","2020-05-06",3.8
"705","2020-05-07",4.119
"706","2020-05-08",4.15
"707","2020-05-11",3.92
"708","2020-05-12",4.13
"709","2020-05-13",5.09
"710","2020-05-14",4.73
"711","2020-05-15",4.76
"712","2020-05-18",5.01
"713","2020-05-19",4.7
"714","2020-05-20",4.5
"715","2020-05-21",4.28
"716","2020-05-22",4.08
"717","2020-05-26",4.25
"718","2020-05-27",4.25
"719","2020-05-28",5.42
"720","2020-05-29",8.85
"721","2020-06-01",7.9
"722","2020-06-02",7.2
"723","2020-06-03",7.9
"724","2020-06-04",7.84
"725","2020-06-05",6.66
"726","2020-06-08",6.52
"727","2020-06-09",6.75
"728","2020-06-10",6.33
"729","2020-06-11",5.45
"730","2020-06-12",5.75
"731","2020-06-15",6.47
"732","2020-06-16",6.9
"733","2020-06-17",6.59
"734","2020-06-18",7.02
"735","2020-06-19",6.75
"736","2020-06-22",6.48
"737","2020-06-23",6.62
"738","2020-06-24",6.35
"739","2020-06-25",6.25
"740","2020-06-26",6.45
"741","2020-06-29",6.32
"742","2020-06-30",7
"743","2020-07-01",6.72
"744","2020-07-02",6.43
"745","2020-07-06",6.35
"746","2020-07-07",6.24
"747","2020-07-08",6.44
"748","2020-07-09",6.45
"749","2020-07-10",6.12
"750","2020-07-13",5.87
"751","2020-07-14",5.88
"752","2020-07-15",5.97
"753","2020-07-16",6.12
"754","2020-07-17",5.94
"755","2020-07-20",5.87
"756","2020-07-21",6.29
"757","2020-07-22",5.79
"758","2020-07-23",5.75
"759","2020-07-24",5.75
"760","2020-07-27",5.79
"761","2020-07-28",5.71
"762","2020-07-29",5.92
"763","2020-07-30",6
"764","2020-07-31",5.85
"765","2020-08-03",5.84
"766","2020-08-04",5.71
"767","2020-08-05",5.56
"768","2020-08-06",5.56
"769","2020-08-07",5.4
"770","2020-08-10",5.29
"771","2020-08-11",5.54
"772","2020-08-12",5.33
"773","2020-08-13",5.6
"774","2020-08-14",5.48
"775","2020-08-17",5.61
"776","2020-08-18",5.82
"777","2020-08-19",5.7
"778","2020-08-20",5.985
"779","2020-08-21",5.31
"780","2020-08-24",5.3
"781","2020-08-25",5.38
"782","2020-08-26",5.39
"783","2020-08-27",5.13
"784","2020-08-28",4.92
"785","2020-08-31",4.53
"786","2020-09-01",4.72
"787","2020-09-02",4.72
"788","2020-09-03",4.39
"789","2020-09-04",4.3
"790","2020-09-08",3.87
"791","2020-09-09",4.25
"792","2020-09-10",4.02
"793","2020-09-11",4.13
"794","2020-09-14",4.24
"795","2020-09-15",4.06
"796","2020-09-16",3.91
"797","2020-09-17",4.5
"798","2020-09-18",4.18
"799","2020-09-21",4.1
"800","2020-09-22",4.16
"801","2020-09-23",3.95
"802","2020-09-24",3.66
"803","2020-09-25",3.89
"804","2020-09-28",3.87
"805","2020-09-29",3.85
"806","2020-09-30",3.87
"807","2020-10-01",4.21
"808","2020-10-02",4.25
"809","2020-10-05",4.35
"810","2020-10-06",4.47
"811","2020-10-07",4.62
"812","2020-10-08",4.6
"813","2020-10-09",4.69
"814","2020-10-12",4.69
"815","2020-10-13",4.79
"816","2020-10-14",4.71
"817","2020-10-15",4.51
"818","2020-10-16",5.26
"819","2020-10-19",5.43
"820","2020-10-20",5.29
"821","2020-10-21",4.84
"822","2020-10-22",4.79
"823","2020-10-23",4.6
"824","2020-10-26",4.8
"825","2020-10-27",4.65
"826","2020-10-28",4.57
"827","2020-10-29",4.36
"828","2020-10-30",4.3
"829","2020-11-02",4.22
"830","2020-11-03",4.36
"831","2020-11-04",4.33
"832","2020-11-05",4.54
"833","2020-11-06",4.44
"834","2020-11-09",4.29
"835","2020-11-10",4.28
"836","2020-11-11",4.255
"837","2020-11-12",4.15
"838","2020-11-13",4.43
"839","2020-11-16",4.56
"840","2020-11-17",4.224
"841","2020-11-18",4.23
"842","2020-11-19",4.16
"843","2020-11-20",4.27
"844","2020-11-23",4.09
"845","2020-11-24",4.08
"846","2020-11-25",4.07
"847","2020-11-27",4.59
