"","date","HPR"
"264","2008-01-18",2017
"265","2008-01-22",1939
"266","2008-01-23",1916
"267","2008-01-24",1939
"268","2008-01-25",1963
"269","2008-01-28",2076
"270","2008-01-29",2082
"271","2008-01-30",2074
"272","2008-01-31",2084.5
"273","2008-02-01",2120
"274","2008-02-04",2150
"275","2008-02-05",2106
"276","2008-02-06",2070.5
"277","2008-02-07",2070
"278","2008-02-08",2141.5
"279","2008-02-11",2245
"280","2008-02-12",2266
"281","2008-02-13",2330
"282","2008-02-14",2345
"283","2008-02-15",2292
"284","2008-02-19",2327.5
"285","2008-02-20",2428.5
"286","2008-02-21",2345.5
"287","2008-02-22",2359.5
"288","2008-02-25",2499.5
"289","2008-02-26",2537.5
"290","2008-02-27",2359
"291","2008-02-28",2361.5
"292","2008-02-29",2317
"293","2008-03-03",2340.5
"294","2008-03-04",2211
"295","2008-03-05",2318
"296","2008-03-06",2279.5
"297","2008-03-07",2251.5
"298","2008-03-10",2172
"299","2008-03-11",2250.5
"300","2008-03-12",2222
"301","2008-03-13",2267.5
"302","2008-03-14",2212.5
"303","2008-03-17",2165
"304","2008-03-18",2247.5
"305","2008-03-19",2177.5
"306","2008-03-20",2202.5
"307","2008-03-24",2222
"308","2008-03-25",2264
"309","2008-03-26",2350.5
"310","2008-03-27",2331
"311","2008-03-28",2329
"312","2008-03-31",2362.5
"313","2008-04-01",2375
"314","2008-04-02",2444.5
"315","2008-04-03",2452
"316","2008-04-04",2476
"317","2008-04-07",2498
"318","2008-04-08",2507.5
"319","2008-04-09",2550.5
"320","2008-04-10",2519.5
"321","2008-04-11",2466
"322","2008-04-14",2531.5
"323","2008-04-15",2515
"324","2008-04-16",2642
"325","2008-04-17",2624.5
"326","2008-04-18",2707
"327","2008-04-21",2720.5
"328","2008-04-22",2683.5
"329","2008-04-23",2680
"330","2008-04-24",2623.5
"331","2008-04-25",2644
"332","2008-04-28",2675
"333","2008-04-29",2547.5
"334","2008-04-30",2571.5
"335","2008-05-01",2510
"336","2008-05-02",2462.5
"337","2008-05-05",2538.5
"338","2008-05-06",2824
"339","2008-05-07",2791.5
"340","2008-05-08",2846.5
"341","2008-05-09",2830.5
"342","2008-05-12",2866.5
"343","2008-05-13",2903
"344","2008-05-14",2888
"345","2008-05-15",2849.5
"346","2008-05-16",2892.5
"347","2008-05-19",2915
"348","2008-05-20",2921
"349","2008-05-21",2878.5
"350","2008-05-22",2790.5
"351","2008-05-23",2693
"352","2008-05-27",2702.5
"353","2008-05-28",2753
"354","2008-05-29",2645.5
"355","2008-05-30",2691.5
"356","2008-06-02",2759.5
"357","2008-06-03",2783.5
"358","2008-06-04",2713
"359","2008-06-05",2852.5
"360","2008-06-06",2791
"361","2008-06-09",2886.5
"362","2008-06-10",2811.5
"363","2008-06-11",2808.5
"364","2008-06-12",2757
"365","2008-06-13",2709.5
"366","2008-06-16",2732.5
"367","2008-06-17",2849
"368","2008-06-18",2879
"369","2008-06-19",2773
"370","2008-06-20",2772.5
"371","2008-06-23",2895
"372","2008-06-24",2895.5
"373","2008-06-25",2895.5
"374","2008-06-26",2851
"375","2008-06-27",2950.5
"376","2008-06-30",2970.5
"377","2008-07-01",3014.5
"378","2008-07-02",2806.5
"379","2008-07-03",2681
"380","2008-07-07",2575
"381","2008-07-08",2546
"382","2008-07-09",2439.5
"383","2008-07-10",2512.5
"384","2008-07-11",2486
"385","2008-07-14",2574.5
"386","2008-07-15",2431.5
"387","2008-07-16",2419
"388","2008-07-17",2289
"389","2008-07-18",2264.5
"390","2008-07-21",2335.5
"391","2008-07-22",2145
"392","2008-07-23",2035
"393","2008-07-24",2069
"394","2008-07-25",2097
"395","2008-07-28",2103.5
"396","2008-07-29",2014.5
"397","2008-07-30",2148
"398","2008-07-31",2057
"399","2008-08-01",2071
"400","2008-08-04",1949.5
"401","2008-08-05",1920
"402","2008-08-06",1980.5
"403","2008-08-07",1933
"404","2008-08-08",1898.5
"405","2008-08-11",1893
"406","2008-08-12",1892
"407","2008-08-13",1993.5
"408","2008-08-14",1913
"409","2008-08-15",1884.5
"410","2008-08-18",1882
"411","2008-08-19",1949.5
"412","2008-08-20",1997.5
"413","2008-08-21",2055.5
"414","2008-08-22",1990.5
"415","2008-08-25",2001
"416","2008-08-26",2062.5
"417","2008-08-27",2074.5
"418","2008-08-28",2011.5
"419","2008-08-29",1969
"420","2008-09-02",1783
"421","2008-09-03",1740.5
"422","2008-09-04",1750.5
"423","2008-09-05",1726
"424","2008-09-08",1675
"425","2008-09-09",1543
"426","2008-09-10",1660
"427","2008-09-11",1647
"428","2008-09-12",1736.5
"429","2008-09-15",1565.5
"430","2008-09-16",1614
"431","2008-09-17",1566.5
"432","2008-09-18",1674
"433","2008-09-19",1861.5
"434","2008-09-22",1802
"435","2008-09-23",1797.5
"436","2008-09-24",1759.5
"437","2008-09-25",1810
"438","2008-09-26",1792
"439","2008-09-29",1538.5
"440","2008-09-30",1605.5
"441","2008-10-01",1547
"442","2008-10-02",1369
"443","2008-10-03",1324.5
"444","2008-10-06",1201.5
"445","2008-10-07",1053.5
"446","2008-10-08",1071.5
"447","2008-10-09",891
"448","2008-10-10",866
"449","2008-10-13",1054
"450","2008-10-14",1050
"451","2008-10-15",831
"452","2008-10-16",875
"453","2008-10-17",908.5
"454","2008-10-20",975
"455","2008-10-21",1007.5
"456","2008-10-22",908.5
"457","2008-10-23",912.5
"458","2008-10-24",881
"459","2008-10-27",803.5
"460","2008-10-28",870
"461","2008-10-29",930
"462","2008-10-30",1003
"463","2008-10-31",1020
"464","2008-11-03",978
"465","2008-11-04",1047.5
"466","2008-11-05",1106
"467","2008-11-06",1026.5
"468","2008-11-07",1061
"469","2008-11-10",1061.5
"470","2008-11-11",1018.5
"471","2008-11-12",917.5
"472","2008-11-13",1011
"473","2008-11-14",1016.5
"474","2008-11-17",1057.5
"475","2008-11-18",1072
"476","2008-11-19",963
"477","2008-11-20",802
"478","2008-11-21",918.5
"479","2008-11-24",1025.5
"480","2008-11-25",1002.5
"481","2008-11-26",1129.5
"482","2008-11-28",1118.5
"483","2008-12-01",949.5
"484","2008-12-02",991
"485","2008-12-03",976
"486","2008-12-04",869.5
"487","2008-12-05",855
"488","2008-12-08",931
"489","2008-12-09",948.5
"490","2008-12-10",1064.5
"491","2008-12-11",1046.5
"492","2008-12-12",1054.5
"493","2008-12-15",1029.5
"494","2008-12-16",1099.5
"495","2008-12-17",1098
"496","2008-12-18",1003.5
"497","2008-12-19",1018.5
"498","2008-12-22",940.5
"499","2008-12-23",942
"500","2008-12-24",931.5
"501","2008-12-26",959
"502","2008-12-29",995.5
"503","2008-12-30",1036.5
"504","2008-12-31",1056.5
"505","2009-01-02",1195.5
"506","2009-01-05",1209
"507","2009-01-06",1217.5
"508","2009-01-07",1183.5
"509","2009-01-08",1175
"510","2009-01-09",1128.5
"511","2009-01-12",1084
"512","2009-01-13",1109.5
"513","2009-01-14",1067.5
"514","2009-01-15",1071
"515","2009-01-16",1021
"516","2009-01-20",949.5
"517","2009-01-21",1037
"518","2009-01-22",987
"519","2009-01-23",1082.5
"520","2009-01-26",1116.5
"521","2009-01-27",1104.5
"522","2009-01-28",1151
"523","2009-01-29",1116.5
"524","2009-01-30",1105.5
"525","2009-02-02",1090
"526","2009-02-03",1106
"527","2009-02-04",1119
"528","2009-02-05",1143
"529","2009-02-06",1199
"530","2009-02-09",1225
"531","2009-02-10",1172.5
"532","2009-02-11",1122.5
"533","2009-02-12",1128.5
"534","2009-02-13",1154
"535","2009-02-17",1058
"536","2009-02-18",1013
"537","2009-02-19",1015.5
"538","2009-02-20",960
"539","2009-02-23",905.5
"540","2009-02-24",979
"541","2009-02-25",979
"542","2009-02-26",996.5
"543","2009-02-27",967
"544","2009-03-02",875.5
"545","2009-03-03",896
"546","2009-03-04",956.5
"547","2009-03-05",897
"548","2009-03-06",887
"549","2009-03-09",870
"550","2009-03-10",924.5
"551","2009-03-11",915
"552","2009-03-12",973.5
"553","2009-03-13",956.5
"554","2009-03-16",959.5
"555","2009-03-17",1003.5
"556","2009-03-18",1045
"557","2009-03-19",1122
"558","2009-03-20",1088.5
"559","2009-03-23",1233.5
"560","2009-03-24",1160.5
"561","2009-03-25",1192
"562","2009-03-26",1199.5
"563","2009-03-27",1143.5
"564","2009-03-30",1099.5
"565","2009-03-31",1112
"566","2009-04-01",1147.5
"567","2009-04-02",1236.5
"568","2009-04-03",1279
"569","2009-04-06",1244.5
"570","2009-04-07",1191.5
"571","2009-04-08",1236.5
"572","2009-04-09",1279.5
"573","2009-04-13",1280
"574","2009-04-14",1256.5
"575","2009-04-15",1229.5
"576","2009-04-16",1204.5
"577","2009-04-17",1237.5
"578","2009-04-20",1149.5
"579","2009-04-21",1190
"580","2009-04-22",1174.5
"581","2009-04-23",1208.5
"582","2009-04-24",1261.5
"583","2009-04-27",1238
"584","2009-04-28",1270.5
"585","2009-04-29",1343
"586","2009-04-30",1299
"587","2009-05-01",1378.5
"588","2009-05-04",1472
"589","2009-05-05",1543.5
"590","2009-05-06",1652
"591","2009-05-07",1609
"592","2009-05-08",1694.5
"593","2009-05-11",1591.5
"594","2009-05-12",1605
"595","2009-05-13",1507
"596","2009-05-14",1549.5
"597","2009-05-15",1500
"598","2009-05-18",1615.5
"599","2009-05-19",1637.5
"600","2009-05-20",1640.5
"601","2009-05-21",1576.5
"602","2009-05-22",1561
"603","2009-05-26",1634
"604","2009-05-27",1613.5
"605","2009-05-28",1688
"606","2009-05-29",1701.5
"607","2009-06-01",1785
"608","2009-06-02",1748.5
"609","2009-06-03",1650
"610","2009-06-04",1704.5
"611","2009-06-05",1676
"612","2009-06-08",1671.5
"613","2009-06-09",1643
"614","2009-06-10",1671
"615","2009-06-11",1729.5
"616","2009-06-12",1698
"617","2009-06-15",1661
"618","2009-06-16",1605
"619","2009-06-17",1533.5
"620","2009-06-18",1546.5
"621","2009-06-19",1499.5
"622","2009-06-22",1403
"623","2009-06-23",1400
"624","2009-06-24",1414.5
"625","2009-06-25",1420.5
"626","2009-06-26",1421.5
"627","2009-06-29",1416.5
"628","2009-06-30",1373
"629","2009-07-01",1400
"630","2009-07-02",1339
"631","2009-07-06",1313
"632","2009-07-07",1256
"633","2009-07-08",1253.5
"634","2009-07-09",1301
"635","2009-07-10",1281.5
"636","2009-07-13",1290.5
"637","2009-07-14",1298.5
"638","2009-07-15",1360.5
"639","2009-07-16",1392
"640","2009-07-17",1398
"641","2009-07-20",1425
"642","2009-07-21",1403
"643","2009-07-22",1403
"644","2009-07-23",1498.5
"645","2009-07-24",1536.5
"646","2009-07-27",1572.5
"647","2009-07-28",1545.5
"648","2009-07-29",1511
"649","2009-07-30",1560
"650","2009-07-31",1579.5
"651","2009-08-03",1698
"652","2009-08-04",1650
"653","2009-08-05",1625.5
"654","2009-08-06",1553.5
"655","2009-08-07",1563.5
"656","2009-08-10",1572.5
"657","2009-08-11",1523.5
"658","2009-08-12",1510.5
"659","2009-08-13",1515
"660","2009-08-14",1488.5
"661","2009-08-17",1428
"662","2009-08-18",1461.5
"663","2009-08-19",1503
"664","2009-08-20",1540.5
"665","2009-08-21",1601.5
"666","2009-08-24",1630.5
"667","2009-08-25",1571.5
"668","2009-08-26",1547.5
"669","2009-08-27",1526.5
"670","2009-08-28",1521.5
"671","2009-08-31",1462
"672","2009-09-01",1423.5
"673","2009-09-02",1433
"674","2009-09-03",1438.5
"675","2009-09-04",1481.5
"676","2009-09-08",1547.5
"677","2009-09-09",1577.5
"678","2009-09-10",1601
"679","2009-09-11",1621
"680","2009-09-14",1620
"681","2009-09-15",1678
"682","2009-09-16",1706.5
"683","2009-09-17",1651
"684","2009-09-18",1625
"685","2009-09-21",1605
"686","2009-09-22",1632
"687","2009-09-23",1632.5
"688","2009-09-24",1584
"689","2009-09-25",1587.5
"690","2009-09-28",1597.5
"691","2009-09-29",1604.5
"692","2009-09-30",1639.5
"693","2009-10-01",1557
"694","2009-10-02",1546.5
"695","2009-10-05",1637.5
"696","2009-10-06",1691
"697","2009-10-07",1688.5
"698","2009-10-08",1751.5
"699","2009-10-09",1744.5
"700","2009-10-12",1753.5
"701","2009-10-13",1772.5
"702","2009-10-14",1778
"703","2009-10-15",1868
"704","2009-10-16",1844
"705","2009-10-19",1849.5
"706","2009-10-20",1837
"707","2009-10-21",1852
"708","2009-10-22",1820
"709","2009-10-23",1750
"710","2009-10-26",1717.5
"711","2009-10-27",1732
"712","2009-10-28",1614.5
"713","2009-10-29",1667.5
"714","2009-10-30",1549
"715","2009-11-02",1575.5
"716","2009-11-03",1566
"717","2009-11-04",1509.5
"718","2009-11-05",1546
"719","2009-11-06",1529
"720","2009-11-09",1617
"721","2009-11-10",1625
"722","2009-11-11",1597
"723","2009-11-12",1517.5
"724","2009-11-13",1517.5
"725","2009-11-16",1539.5
"726","2009-11-17",1530.5
"727","2009-11-18",1501.5
"728","2009-11-19",1467.5
"729","2009-11-20",1450.5
"730","2009-11-23",1465.5
"731","2009-11-24",1455
"732","2009-11-25",1492.5
"733","2009-11-27",1447
"734","2009-11-30",1427.5
"735","2009-12-01",1437.5
"736","2009-12-02",1431
"737","2009-12-03",1382.5
"738","2009-12-04",1371
"739","2009-12-07",1392.5
"740","2009-12-08",1367.5
"741","2009-12-09",1366
"742","2009-12-10",1416
"743","2009-12-11",1421.5
"744","2009-12-14",1476
"745","2009-12-15",1497.5
"746","2009-12-16",1534.5
"747","2009-12-17",1541.5
"748","2009-12-18",1556
"749","2009-12-21",1562.5
"750","2009-12-22",1564
"751","2009-12-23",1600
"752","2009-12-24",1612
"753","2009-12-28",1616
"754","2009-12-29",1602
"755","2009-12-30",1603.5
"756","2009-12-31",1555.5
"757","2010-01-04",1637.5
"758","2010-01-05",1688
"759","2010-01-06",1704
"760","2010-01-07",1696.5
"761","2010-01-08",1745.5
"762","2010-01-11",1730.5
"763","2010-01-12",1655
"764","2010-01-13",1660
"765","2010-01-14",1683
"766","2010-01-15",1659.5
"767","2010-01-19",1662
"768","2010-01-20",1643.5
"769","2010-01-21",1649.5
"770","2010-01-22",1645.5
"771","2010-01-25",1670
"772","2010-01-26",1638.5
"773","2010-01-27",1648
"774","2010-01-28",1626
"775","2010-01-29",1550
"776","2010-02-01",1605.5
"777","2010-02-02",1634
"778","2010-02-03",1636.5
"779","2010-02-04",1527
"780","2010-02-05",1537
"781","2010-02-08",1521
"782","2010-02-09",1547
"783","2010-02-10",1535.5
"784","2010-02-11",1564
"785","2010-02-12",1576.5
"786","2010-02-16",1620
"787","2010-02-17",1636
"788","2010-02-18",1653.5
"789","2010-02-19",1662
"790","2010-02-22",1645.5
"791","2010-02-23",1597
"792","2010-02-24",1659.5
"793","2010-02-25",1702.5
"794","2010-02-26",1695.5
"795","2010-03-01",1737.5
"796","2010-03-02",1721
"797","2010-03-03",1731
"798","2010-03-04",1688.5
"799","2010-03-05",1715.5
"800","2010-03-08",1700
"801","2010-03-09",1718.5
"802","2010-03-10",1747
"803","2010-03-11",1749.5
"804","2010-03-12",1749.5
"805","2010-03-15",1728
"806","2010-03-16",1729
"807","2010-03-17",1714
"808","2010-03-18",1639.5
"809","2010-03-19",1582
"810","2010-03-22",1565.5
"811","2010-03-23",1558.5
"812","2010-03-24",1539.5
"813","2010-03-25",1476.5
"814","2010-03-26",1458
"815","2010-03-29",1504
"816","2010-03-30",1506
"817","2010-03-31",1535.5
"818","2010-04-01",1576.5
"819","2010-04-05",1595
"820","2010-04-06",1595
"821","2010-04-07",1551
"822","2010-04-08",1555
"823","2010-04-09",1562
"824","2010-04-12",1564
"825","2010-04-13",1553.5
"826","2010-04-14",1587.5
"827","2010-04-15",1601
"828","2010-04-16",1585
"829","2010-04-19",1566
"830","2010-04-20",1607.5
"831","2010-04-21",1643
"832","2010-04-22",1678.5
"833","2010-04-23",1738
"834","2010-04-26",1718.5
"835","2010-04-27",1666
"836","2010-04-28",1707
"837","2010-04-29",1710
"838","2010-04-30",1704
"839","2010-05-03",1731.5
"840","2010-05-04",1727
"841","2010-05-05",1675.5
"842","2010-05-06",1601.5
"843","2010-05-07",1498
"844","2010-05-10",1576.5
"845","2010-05-11",1602.5
"846","2010-05-12",1673
"847","2010-05-13",1684
"848","2010-05-14",1633.5
"849","2010-05-17",1659
"850","2010-05-18",1673.5
"851","2010-05-19",1619.5
"852","2010-05-20",1575.5
"853","2010-05-21",1582.5
"854","2010-05-24",1510
"855","2010-05-25",1521
"856","2010-05-26",1540.5
"857","2010-05-27",1624.5
"858","2010-05-28",1628
"859","2010-06-01",1541
"860","2010-06-02",1640
"861","2010-06-03",1693.5
"862","2010-06-04",1683.5
"863","2010-06-07",1725
"864","2010-06-08",1703.5
"865","2010-06-09",1667.5
"866","2010-06-10",1742.5
"867","2010-06-11",1755
"868","2010-06-14",1777
"869","2010-06-15",1818
"870","2010-06-16",1822.5
"871","2010-06-17",1808.5
"872","2010-06-18",1806
"873","2010-06-21",1762
"874","2010-06-22",1690
"875","2010-06-23",1678
"876","2010-06-24",1642
"877","2010-06-25",1658.5
"878","2010-06-28",1662
"879","2010-06-29",1551
"880","2010-06-30",1538.5
"881","2010-07-01",1522
"882","2010-07-02",1492.5
"883","2010-07-06",1493
"884","2010-07-07",1574.5
"885","2010-07-08",1590
"886","2010-07-09",1600.5
"887","2010-07-12",1601
"888","2010-07-13",1642
"889","2010-07-14",1672
"890","2010-07-15",1674
"891","2010-07-16",1603.5
"892","2010-07-19",1574
"893","2010-07-20",1591.5
"894","2010-07-21",1556.5
"895","2010-07-22",1588
"896","2010-07-23",1596.5
"897","2010-07-26",1597.5
"898","2010-07-27",1610
"899","2010-07-28",1605.5
"900","2010-07-29",1745.5
"901","2010-07-30",1769
"902","2010-08-02",1799
"903","2010-08-03",1802.5
"904","2010-08-04",1850.5
"905","2010-08-05",1872
"906","2010-08-06",1843.5
"907","2010-08-09",1844
"908","2010-08-10",1853.5
"909","2010-08-11",1811.5
"910","2010-08-12",1826
"911","2010-08-13",1827
"912","2010-08-16",1801
"913","2010-08-17",1836.5
"914","2010-08-18",1838
"915","2010-08-19",1808
"916","2010-08-20",1736
"917","2010-08-23",1749.5
"918","2010-08-24",1701
"919","2010-08-25",1642.5
"920","2010-08-26",1625.5
"921","2010-08-27",1659.5
"922","2010-08-30",1643
"923","2010-08-31",1628
"924","2010-09-01",1692
"925","2010-09-02",1753
"926","2010-09-03",1776.5
"927","2010-09-07",1729.5
"928","2010-09-08",1707.5
"929","2010-09-09",1748
"930","2010-09-10",1765.5
"931","2010-09-13",1785.5
"932","2010-09-14",1791.5
"933","2010-09-15",1773.5
"934","2010-09-16",1710.5
"935","2010-09-17",1716.5
"936","2010-09-20",1774
"937","2010-09-21",1730.5
"938","2010-09-22",1720.5
"939","2010-09-23",1719.5
"940","2010-09-24",1773
"941","2010-09-27",1773
"942","2010-09-28",1774.5
"943","2010-09-29",1851.5
"944","2010-09-30",1800
"945","2010-10-01",1844.5
"946","2010-10-04",1802.5
"947","2010-10-05",1844.5
"948","2010-10-06",1865
"949","2010-10-07",1876
"950","2010-10-08",1917.5
"951","2010-10-11",1915
"952","2010-10-12",1919.5
"953","2010-10-13",1948
"954","2010-10-14",1917
"955","2010-10-15",1962
"956","2010-10-18",1951
"957","2010-10-19",1892.5
"958","2010-10-20",1933
"959","2010-10-21",1902.5
"960","2010-10-22",1859
"961","2010-10-25",1871
"962","2010-10-26",1843
"963","2010-10-27",1835
"964","2010-10-28",1811
"965","2010-10-29",1887.5
"966","2010-11-01",1869
"967","2010-11-02",1852
"968","2010-11-03",1845
"969","2010-11-04",1880
"970","2010-11-05",1858.5
"971","2010-11-08",1920
"972","2010-11-09",1927
"973","2010-11-10",1947.5
"974","2010-11-11",1904.5
"975","2010-11-12",1847.5
"976","2010-11-15",1844
"977","2010-11-16",1839
"978","2010-11-17",1847
"979","2010-11-18",1902.5
"980","2010-11-19",1944
"981","2010-11-22",1944.5
"982","2010-11-23",1902.5
"983","2010-11-24",1959
"984","2010-11-26",1929.5
"985","2010-11-29",1931
"986","2010-11-30",1922.5
"987","2010-12-01",1951
"988","2010-12-02",1974.5
"989","2010-12-03",2017.5
"990","2010-12-06",2034
"991","2010-12-07",2005.5
"992","2010-12-08",1986.5
"993","2010-12-09",1976
"994","2010-12-10",1971
"995","2010-12-13",1999
"996","2010-12-14",1954
"997","2010-12-15",1936
"998","2010-12-16",1948
"999","2010-12-17",1972
"1000","2010-12-20",1976.5
