"","date","FSFG"
"94","2009-02-23",9
"95","2009-02-24",9.1
"96","2009-02-25",9.01
"97","2009-02-26",9.01
"98","2009-02-27",9.1
"99","2009-03-02",9.1
"100","2009-03-03",9.1
"101","2009-03-04",9.1
"102","2009-03-05",9.01
"103","2009-03-06",9
"104","2009-03-09",9
"105","2009-03-10",8.99
"106","2009-03-11",8.99
"107","2009-03-12",9.15
"108","2009-03-13",9.2
"109","2009-03-16",9.25
"110","2009-03-17",9.4
"111","2009-03-18",9.5
"112","2009-03-19",9.75
"113","2009-03-20",9.6
"114","2009-03-23",9.6
"115","2009-03-24",9.65
"116","2009-03-25",9.65
"117","2009-03-26",9.65
"118","2009-03-27",9.65
"119","2009-03-30",9.65
"120","2009-03-31",9.6
"121","2009-04-01",9.6
"122","2009-04-02",9.6
"123","2009-04-03",9.6
"124","2009-04-06",9.6
"125","2009-04-07",9.6
"126","2009-04-08",9.9
"127","2009-04-09",9.94
"128","2009-04-13",9.94
"129","2009-04-14",9.94
"130","2009-04-15",9.94
"131","2009-04-16",9.89
"132","2009-04-17",10
"133","2009-04-20",9.89
"134","2009-04-21",9.89
"135","2009-04-22",9.95
"136","2009-04-23",9.75
"137","2009-04-24",9.89
"138","2009-04-27",9.91
"139","2009-04-28",9.85
"140","2009-04-29",9.85
"141","2009-04-30",9.8
"142","2009-05-01",9.95
"143","2009-05-04",9.95
"144","2009-05-05",9.95
"145","2009-05-06",9.8
"146","2009-05-07",9.6
"147","2009-05-08",9.92
"148","2009-05-11",9.85
"149","2009-05-12",9.9
"150","2009-05-13",9.75
"151","2009-05-14",9.9
"152","2009-05-15",9.75
"153","2009-05-18",9.89
"154","2009-05-19",9.85
"155","2009-05-20",9.89
"156","2009-05-21",9.82
"157","2009-05-22",9.8
"158","2009-05-26",9.9
"159","2009-05-27",9.85
"160","2009-05-28",9.95
"161","2009-05-29",10
"162","2009-06-01",9.95
"163","2009-06-02",10.01
"164","2009-06-03",9.93
"165","2009-06-04",9.95
"166","2009-06-05",9.95
"167","2009-06-08",9.99
"168","2009-06-09",9.99
"169","2009-06-10",10
"170","2009-06-11",10
"171","2009-06-12",10
"172","2009-06-15",10.03
"173","2009-06-16",9.86
"174","2009-06-17",9.85
"175","2009-06-18",9.85
"176","2009-06-19",9.96
"177","2009-06-22",9.85
"178","2009-06-23",9.85
"179","2009-06-24",9.85
"180","2009-06-25",9.85
"181","2009-06-26",9.89
"182","2009-06-29",9.86
"183","2009-06-30",9.85
"184","2009-07-01",9.87
"185","2009-07-02",9.85
"186","2009-07-06",9.86
"187","2009-07-07",9.91
"188","2009-07-08",9.91
"189","2009-07-09",9.87
"190","2009-07-10",9.87
"191","2009-07-13",9.9
"192","2009-07-14",9.86
"193","2009-07-15",9.91
"194","2009-07-16",9.91
"195","2009-07-17",9.96
"196","2009-07-20",10
"197","2009-07-21",10.01
"198","2009-07-22",10.01
"199","2009-07-23",10.23
"200","2009-07-24",10.23
"201","2009-07-27",10.22
"202","2009-07-28",10.18
"203","2009-07-29",10.19
"204","2009-07-30",10.19
"205","2009-07-31",10.18
"206","2009-08-03",10.12
"207","2009-08-04",10.18
"208","2009-08-05",10.15
"209","2009-08-06",10.1
"210","2009-08-07",10.18
"211","2009-08-10",10.21
"212","2009-08-11",10.21
"213","2009-08-12",10.21
"214","2009-08-13",10.21
"215","2009-08-14",10.21
"216","2009-08-17",10.21
"217","2009-08-18",10.15
"218","2009-08-19",10.19
"219","2009-08-20",10.21
"220","2009-08-21",10.22
"221","2009-08-24",10.3
"222","2009-08-25",10.8
"223","2009-08-26",10.99
"224","2009-08-27",10.99
"225","2009-08-28",10.8
"226","2009-08-31",10.84
"227","2009-09-01",10.8
"228","2009-09-02",10.8
"229","2009-09-03",10.55
"230","2009-09-04",10.83
"231","2009-09-08",10.83
"232","2009-09-09",10.83
"233","2009-09-10",10.8
"234","2009-09-11",10.8
"235","2009-09-14",10.34
"236","2009-09-15",10.73
"237","2009-09-16",10.78
"238","2009-09-17",10.75
"239","2009-09-18",10.78
"240","2009-09-21",10.78
"241","2009-09-22",10.78
"242","2009-09-23",10.77
"243","2009-09-24",10.77
"244","2009-09-25",10.77
"245","2009-09-28",10.7
"246","2009-09-29",10.7
"247","2009-09-30",10.7
"248","2009-10-01",10.79
"249","2009-10-02",10.31
"250","2009-10-05",10.31
"251","2009-10-06",10.31
"252","2009-10-07",10.31
"253","2009-10-08",10.31
"254","2009-10-09",10.75
"255","2009-10-12",10.75
"256","2009-10-13",10.75
"257","2009-10-14",10.7
"258","2009-10-15",10.5
"259","2009-10-16",10.5
"260","2009-10-19",10.5
"261","2009-10-20",10.49
"262","2009-10-21",10.6
"263","2009-10-22",10.59
"264","2009-10-23",10.59
"265","2009-10-26",10.59
"266","2009-10-27",10.5
"267","2009-10-28",10.32
"268","2009-10-29",10.6
"269","2009-10-30",10.5
"270","2009-11-02",10.31
"271","2009-11-03",10.12
"272","2009-11-04",10.12
"273","2009-11-05",10.12
"274","2009-11-06",10.5
"275","2009-11-09",10.4
"276","2009-11-10",10.4
"277","2009-11-11",10.4
"278","2009-11-12",10.4
"279","2009-11-13",10.4
"280","2009-11-16",10.4
"281","2009-11-17",10.13
"282","2009-11-18",10.1
"283","2009-11-19",10.1
"284","2009-11-20",10.1
"285","2009-11-23",10.5
"286","2009-11-24",10.1
"287","2009-11-25",10.48
"288","2009-11-27",10.48
"289","2009-11-30",10.35
"290","2009-12-01",10.35
"291","2009-12-02",10.35
"292","2009-12-03",10.4
"293","2009-12-04",10.2
"294","2009-12-07",10.4
"295","2009-12-08",10.25
"296","2009-12-09",10.25
"297","2009-12-10",10.25
"298","2009-12-11",10.25
"299","2009-12-14",10.08
"300","2009-12-15",10.08
"301","2009-12-16",10.44
"302","2009-12-17",10.39
"303","2009-12-18",10.35
"304","2009-12-21",10.3
"305","2009-12-22",10.25
"306","2009-12-23",10.35
"307","2009-12-24",10.35
"308","2009-12-28",10.35
"309","2009-12-29",10.45
"310","2009-12-30",10.45
"311","2009-12-31",10.45
"312","2010-01-04",10.45
"313","2010-01-05",10.17
"314","2010-01-06",10.44
"315","2010-01-07",10.2
"316","2010-01-08",10.43
"317","2010-01-11",10.43
"318","2010-01-12",10.43
"319","2010-01-13",10.44
"320","2010-01-14",10.3
"321","2010-01-15",10.3
"322","2010-01-19",10.3
"323","2010-01-20",10.11
"324","2010-01-21",10.11
"325","2010-01-22",10.13
"326","2010-01-25",10.13
"327","2010-01-26",10.44
"328","2010-01-27",10.4
"329","2010-01-28",10.4
"330","2010-01-29",10.4
"331","2010-02-01",10.42
"332","2010-02-02",10.43
"333","2010-02-03",10.43
"334","2010-02-04",10.4
"335","2010-02-05",10.39
"336","2010-02-08",10.39
"337","2010-02-09",10.39
"338","2010-02-10",10.35
"339","2010-02-11",10.39
"340","2010-02-12",10.36
"341","2010-02-16",10.36
"342","2010-02-17",10.45
"343","2010-02-18",10.45
"344","2010-02-19",10.4
"345","2010-02-22",10.39
"346","2010-02-23",10.5
"347","2010-02-24",10.89
"348","2010-02-25",10.89
"349","2010-02-26",10.84
"350","2010-03-01",11.1
"351","2010-03-02",11.2
"352","2010-03-03",11.2
"353","2010-03-04",11.15
"354","2010-03-05",11.2
"355","2010-03-08",11.2
"356","2010-03-09",11.2
"357","2010-03-10",11.2
"358","2010-03-11",11.2
"359","2010-03-12",11.2
"360","2010-03-15",11.2
"361","2010-03-16",11.1
"362","2010-03-17",11.3
"363","2010-03-18",11.25
"364","2010-03-19",11.25
"365","2010-03-22",11.39
"366","2010-03-23",11.39
"367","2010-03-24",11.45
"368","2010-03-25",11.5
"369","2010-03-26",11.53
"370","2010-03-29",11.8
"371","2010-03-30",12.45
"372","2010-03-31",12.49
"373","2010-04-01",12.49
"374","2010-04-05",12.49
"375","2010-04-06",12.49
"376","2010-04-07",12.49
"377","2010-04-08",12.55
"378","2010-04-09",12.6
"379","2010-04-12",12.65
"380","2010-04-13",12.85
"381","2010-04-14",12.83
"382","2010-04-15",12.83
"383","2010-04-16",12.85
"384","2010-04-19",12.6
"385","2010-04-20",12.85
"386","2010-04-21",13.03
"387","2010-04-22",13.03
"388","2010-04-23",13.03
"389","2010-04-26",13.01
"390","2010-04-27",13.05
"391","2010-04-28",13.05
"392","2010-04-29",13.2
"393","2010-04-30",13.46
"394","2010-05-03",13.06
"395","2010-05-04",13.16
"396","2010-05-05",13.31
"397","2010-05-06",12.71
"398","2010-05-07",12.8
"399","2010-05-10",12.9
"400","2010-05-11",13.03
"401","2010-05-12",13.25
"402","2010-05-13",13.15
"403","2010-05-14",13.25
"404","2010-05-17",13.25
"405","2010-05-18",13.25
"406","2010-05-19",13
"407","2010-05-20",12.7
"408","2010-05-21",12.95
"409","2010-05-24",12.69
"410","2010-05-25",12.75
"411","2010-05-26",13.25
"412","2010-05-27",13.25
"413","2010-05-28",13.45
"414","2010-06-01",13.3
"415","2010-06-02",13.4
"416","2010-06-03",13.4
"417","2010-06-04",12.75
"418","2010-06-07",12.75
"419","2010-06-08",12.75
"420","2010-06-09",12.8
"421","2010-06-10",13.5
"422","2010-06-11",13.5
"423","2010-06-14",13.5
"424","2010-06-15",13.15
"425","2010-06-16",13.25
"426","2010-06-17",13.3
"427","2010-06-18",13
"428","2010-06-21",13
"429","2010-06-22",13.23
"430","2010-06-23",13.23
"431","2010-06-24",13.3
"432","2010-06-25",13.02
"433","2010-06-28",13.02
"434","2010-06-29",13.02
"435","2010-06-30",13.01
"436","2010-07-01",13.01
"437","2010-07-02",13.01
"438","2010-07-06",13.12
"439","2010-07-07",13.15
"440","2010-07-08",13.25
"441","2010-07-09",13.25
"442","2010-07-12",13.25
"443","2010-07-13",13.25
"444","2010-07-14",13.25
"445","2010-07-15",13.3
"446","2010-07-16",13
"447","2010-07-19",13
"448","2010-07-20",13
"449","2010-07-21",13
"450","2010-07-22",13
"451","2010-07-23",13
"452","2010-07-26",13
"453","2010-07-27",13.35
"454","2010-07-28",13.35
"455","2010-07-29",13.75
"456","2010-07-30",13.92
"457","2010-08-02",13.43
"458","2010-08-03",13.68
"459","2010-08-04",13.75
"460","2010-08-05",13.75
"461","2010-08-06",13.95
"462","2010-08-09",13.5
"463","2010-08-10",13.46
"464","2010-08-11",13.46
"465","2010-08-12",13.46
"466","2010-08-13",13.46
"467","2010-08-16",13.49
"468","2010-08-17",13.5
"469","2010-08-18",13.49
"470","2010-08-19",13.49
"471","2010-08-20",13.4
"472","2010-08-23",13.49
"473","2010-08-24",13.49
"474","2010-08-25",13.49
"475","2010-08-26",13.49
"476","2010-08-27",13.36
"477","2010-08-30",13.36
"478","2010-08-31",13.36
"479","2010-09-01",13.37
"480","2010-09-02",13.37
"481","2010-09-03",13.37
"482","2010-09-07",13.37
"483","2010-09-08",13.35
"484","2010-09-09",13.27
"485","2010-09-10",13.3
"486","2010-09-13",13.3
"487","2010-09-14",13.3
"488","2010-09-15",13.25
"489","2010-09-16",13.37
"490","2010-09-17",13.37
"491","2010-09-20",13.37
"492","2010-09-21",13.37
"493","2010-09-22",13.37
"494","2010-09-23",13.37
"495","2010-09-24",13.37
"496","2010-09-27",13.2
"497","2010-09-28",13.2
"498","2010-09-29",13.35
"499","2010-09-30",13.08
"500","2010-10-01",13.39
"501","2010-10-04",13.4
"502","2010-10-05",13.45
"503","2010-10-06",13.5
"504","2010-10-07",13.28
"505","2010-10-08",13.28
"506","2010-10-11",13.3
"507","2010-10-12",13.3
"508","2010-10-13",13.3
"509","2010-10-14",13.45
"510","2010-10-15",13.45
"511","2010-10-18",13.4
"512","2010-10-19",13.43
"513","2010-10-20",13.5
"514","2010-10-21",13.4
"515","2010-10-22",13.4
"516","2010-10-25",13.5
"517","2010-10-26",13.92
"518","2010-10-27",13.91
"519","2010-10-28",14.01
"520","2010-10-29",14.01
"521","2010-11-01",14.25
"522","2010-11-02",14.25
"523","2010-11-03",14.25
"524","2010-11-04",14.25
"525","2010-11-05",14.5
"526","2010-11-08",14.41
"527","2010-11-09",14.65
"528","2010-11-10",14.65
"529","2010-11-11",14.3
"530","2010-11-12",14.65
"531","2010-11-15",14.65
"532","2010-11-16",14.65
"533","2010-11-17",14.6
"534","2010-11-18",14.71
"535","2010-11-19",14.71
"536","2010-11-22",14.5
"537","2010-11-23",14.5
"538","2010-11-24",14.5
"539","2010-11-26",14.4
"540","2010-11-29",14.4
"541","2010-11-30",14.48
"542","2010-12-01",14.44
"543","2010-12-02",14.45
"544","2010-12-03",14.5
"545","2010-12-06",14.6
"546","2010-12-07",14.6
"547","2010-12-08",14.4
"548","2010-12-09",14.55
"549","2010-12-10",14.34
"550","2010-12-13",14.65
"551","2010-12-14",14.4
"552","2010-12-15",14.6
"553","2010-12-16",14.51
"554","2010-12-17",14.41
"555","2010-12-20",14.32
"556","2010-12-21",14.6
"557","2010-12-22",14.65
"558","2010-12-23",14.48
"559","2010-12-27",14.6
"560","2010-12-28",14.79
"561","2010-12-29",14.75
"562","2010-12-30",14.8
"563","2010-12-31",14.8
"564","2011-01-03",14.96
"565","2011-01-04",14.99
"566","2011-01-05",15
"567","2011-01-06",15
"568","2011-01-07",14.99
"569","2011-01-10",15
"570","2011-01-11",15
"571","2011-01-12",15
"572","2011-01-13",15.1
"573","2011-01-14",15.1
"574","2011-01-18",15.1
"575","2011-01-19",15.3
"576","2011-01-20",15.4
"577","2011-01-21",15.49
"578","2011-01-24",15.86
"579","2011-01-25",17.24
"580","2011-01-26",17.1
"581","2011-01-27",17.120001
"582","2011-01-28",17.120001
"583","2011-01-31",17.25
"584","2011-02-01",17.709999
"585","2011-02-02",17.52
"586","2011-02-03",17.65
"587","2011-02-04",18.280001
"588","2011-02-07",17.959999
"589","2011-02-08",17.959999
"590","2011-02-09",17.959999
"591","2011-02-10",17.299999
"592","2011-02-11",16.530001
"593","2011-02-14",16.83
"594","2011-02-15",16.6
"595","2011-02-16",16.73
"596","2011-02-17",16.6
"597","2011-02-18",16.35
"598","2011-02-22",16.700001
"599","2011-02-23",16.700001
"600","2011-02-24",16.65
"601","2011-02-25",16.65
"602","2011-02-28",16.74
"603","2011-03-01",16.629999
"604","2011-03-02",16.6
"605","2011-03-03",16.6
"606","2011-03-04",16.6
"607","2011-03-07",16.6
"608","2011-03-08",16.5
"609","2011-03-09",16.200001
"610","2011-03-10",16.200001
"611","2011-03-11",16
"612","2011-03-14",15.66
"613","2011-03-15",15.26
"614","2011-03-16",15.26
"615","2011-03-17",15.81
"616","2011-03-18",15.89
"617","2011-03-21",15.89
"618","2011-03-22",15.85
"619","2011-03-23",15.78
"620","2011-03-24",15
"621","2011-03-25",15
"622","2011-03-28",15.25
"623","2011-03-29",15.25
"624","2011-03-30",15.25
"625","2011-03-31",15.25
"626","2011-04-01",15.45
"627","2011-04-04",15.5
"628","2011-04-05",15.5
"629","2011-04-06",15.5
"630","2011-04-07",15.24
"631","2011-04-08",15.24
"632","2011-04-11",15.02
"633","2011-04-12",15.1
"634","2011-04-13",15.1
"635","2011-04-14",15.1
"636","2011-04-15",15.16
"637","2011-04-18",15.16
"638","2011-04-19",15.1
"639","2011-04-20",15.45
"640","2011-04-21",15.49
"641","2011-04-25",15.52
"642","2011-04-26",15.76
"643","2011-04-27",16
"644","2011-04-28",15.87
"645","2011-04-29",15.75
"646","2011-05-02",16
"647","2011-05-03",16
"648","2011-05-04",16
"649","2011-05-05",16
"650","2011-05-06",16
"651","2011-05-09",16
"652","2011-05-10",16.049999
"653","2011-05-11",16.26
"654","2011-05-12",16.290001
"655","2011-05-13",16.290001
"656","2011-05-16",16.25
"657","2011-05-17",16.1
"658","2011-05-18",16.209999
"659","2011-05-19",16.25
"660","2011-05-20",16.049999
"661","2011-05-23",16.15
"662","2011-05-24",16.15
"663","2011-05-25",16.23
"664","2011-05-26",16.23
"665","2011-05-27",16.23
"666","2011-05-31",16.23
"667","2011-06-01",16.23
"668","2011-06-02",16.23
"669","2011-06-03",16.23
"670","2011-06-06",15.78
"671","2011-06-07",15.8
"672","2011-06-08",16.17
"673","2011-06-09",16.27
"674","2011-06-10",16.360001
"675","2011-06-13",16.360001
"676","2011-06-14",16.360001
"677","2011-06-15",16.360001
"678","2011-06-16",16.360001
"679","2011-06-17",16.49
"680","2011-06-20",16.49
"681","2011-06-21",15.99
"682","2011-06-22",16.25
"683","2011-06-23",16.25
"684","2011-06-24",15.5
"685","2011-06-27",15.55
"686","2011-06-28",15.55
"687","2011-06-29",15.99
"688","2011-06-30",15.99
"689","2011-07-01",15.59
"690","2011-07-05",15.55
"691","2011-07-06",15.55
"692","2011-07-07",15.55
"693","2011-07-08",15.55
"694","2011-07-11",16.48
"695","2011-07-12",15.86
"696","2011-07-13",15.86
"697","2011-07-14",15.86
"698","2011-07-15",15.86
"699","2011-07-18",15.86
"700","2011-07-19",15.86
"701","2011-07-20",15.95
"702","2011-07-21",15.95
"703","2011-07-22",16.25
"704","2011-07-25",16.25
"705","2011-07-26",16.26
"706","2011-07-27",16.299999
"707","2011-07-28",16.299999
"708","2011-07-29",16.299999
"709","2011-08-01",16.209999
"710","2011-08-02",16.200001
"711","2011-08-03",16.15
"712","2011-08-04",15.9
"713","2011-08-05",15.83
"714","2011-08-08",15.25
"715","2011-08-09",15.25
"716","2011-08-10",15.3
"717","2011-08-11",15.5
"718","2011-08-12",15.5
"719","2011-08-15",16.209999
"720","2011-08-16",16.209999
"721","2011-08-17",16.25
"722","2011-08-18",16.26
"723","2011-08-19",16.25
"724","2011-08-22",16.110001
"725","2011-08-23",15.72
"726","2011-08-24",15.84
"727","2011-08-25",15.55
"728","2011-08-26",15.69
"729","2011-08-29",15.69
"730","2011-08-30",16.219999
"731","2011-08-31",16.25
"732","2011-09-01",15.7
"733","2011-09-02",15.4
"734","2011-09-06",15.6
"735","2011-09-07",15.6
"736","2011-09-08",15.4
"737","2011-09-09",15.47
"738","2011-09-12",15.48
"739","2011-09-13",15.52
"740","2011-09-14",15.52
"741","2011-09-15",16.25
"742","2011-09-16",16.450001
"743","2011-09-19",16.09
"744","2011-09-20",16.09
"745","2011-09-21",16.09
"746","2011-09-22",16.209999
"747","2011-09-23",15.16
"748","2011-09-26",15.46
"749","2011-09-27",15.48
"750","2011-09-28",15.5
"751","2011-09-29",15.5
"752","2011-09-30",15.5
"753","2011-10-03",15.9
"754","2011-10-04",15.92
"755","2011-10-05",15.92
"756","2011-10-06",15.92
"757","2011-10-07",15.98
"758","2011-10-10",15.28
"759","2011-10-11",15.25
"760","2011-10-12",15.97
"761","2011-10-13",15.52
"762","2011-10-14",15.52
"763","2011-10-17",16
"764","2011-10-18",15.72
"765","2011-10-19",15.72
"766","2011-10-20",15.47
"767","2011-10-21",16
"768","2011-10-24",16.25
"769","2011-10-25",16.219999
"770","2011-10-26",16.25
"771","2011-10-27",16.219999
"772","2011-10-28",16.25
"773","2011-10-31",16.25
"774","2011-11-01",15.87
"775","2011-11-02",15.87
"776","2011-11-03",15.87
"777","2011-11-04",16.08
"778","2011-11-07",16.08
"779","2011-11-08",16.25
"780","2011-11-09",15.91
"781","2011-11-10",15.91
"782","2011-11-11",15.91
"783","2011-11-14",15.91
"784","2011-11-15",15.36
"785","2011-11-16",16.1
"786","2011-11-17",16.049999
"787","2011-11-18",16.450001
"788","2011-11-21",16.549999
"789","2011-11-22",16.5
"790","2011-11-23",17.049999
"791","2011-11-25",17
"792","2011-11-28",17
"793","2011-11-29",17
"794","2011-11-30",17.25
"795","2011-12-01",17.25
"796","2011-12-02",17.25
"797","2011-12-05",18
"798","2011-12-06",18
"799","2011-12-07",17.610001
"800","2011-12-08",18.6
"801","2011-12-09",17.66
"802","2011-12-12",17.5
"803","2011-12-13",18.200001
"804","2011-12-14",17.77
"805","2011-12-15",17.77
"806","2011-12-16",16.99
"807","2011-12-19",17.040001
"808","2011-12-20",17.23
"809","2011-12-21",17.23
"810","2011-12-22",17.23
"811","2011-12-23",17.01
"812","2011-12-27",16.9
"813","2011-12-28",16.9
"814","2011-12-29",16.9
"815","2011-12-30",16.92
"816","2012-01-03",17.08
"817","2012-01-04",17.26
"818","2012-01-05",17.26
"819","2012-01-06",16.75
"820","2012-01-09",16.76
"821","2012-01-10",16.780001
"822","2012-01-11",16.780001
"823","2012-01-12",17.120001
"824","2012-01-13",17.459999
"825","2012-01-17",17.1
"826","2012-01-18",17.1
"827","2012-01-19",17.1
"828","2012-01-20",17.1
"829","2012-01-23",17.1
"830","2012-01-24",16.59
"831","2012-01-25",16.700001
"832","2012-01-26",16.700001
"833","2012-01-27",16.700001
"834","2012-01-30",16.700001
"835","2012-01-31",16.700001
"836","2012-02-01",16.700001
"837","2012-02-02",16.700001
"838","2012-02-03",16.700001
"839","2012-02-06",16.700001
"840","2012-02-07",16.700001
"841","2012-02-08",17
"842","2012-02-09",17
"843","2012-02-10",17.25
"844","2012-02-13",17.190001
"845","2012-02-14",17.5
"846","2012-02-15",17
"847","2012-02-16",17
"848","2012-02-17",17
"849","2012-02-21",17
"850","2012-02-22",17
"851","2012-02-23",17
"852","2012-02-24",17
"853","2012-02-27",17
"854","2012-02-28",17
"855","2012-02-29",17.209999
"856","2012-03-01",17.209999
"857","2012-03-02",17.209999
"858","2012-03-05",17.209999
"859","2012-03-06",17.209999
"860","2012-03-07",17.209999
"861","2012-03-08",17.209999
"862","2012-03-09",16.940001
"863","2012-03-12",16.450001
"864","2012-03-13",17.18
"865","2012-03-14",16.700001
"866","2012-03-15",16.700001
"867","2012-03-16",17.25
"868","2012-03-19",17.25
"869","2012-03-20",17.25
"870","2012-03-21",17.25
"871","2012-03-22",17.25
"872","2012-03-23",17.25
"873","2012-03-26",17.49
"874","2012-03-27",17.030001
"875","2012-03-28",17.1
"876","2012-03-29",17.1
"877","2012-03-30",17.1
"878","2012-04-02",17.23
"879","2012-04-03",17.209999
"880","2012-04-04",17.209999
"881","2012-04-05",17.129999
"882","2012-04-09",17.129999
"883","2012-04-10",17.25
"884","2012-04-11",17.25
"885","2012-04-12",17.25
"886","2012-04-13",17.25
"887","2012-04-16",17.49
"888","2012-04-17",17.5
"889","2012-04-18",17.5
"890","2012-04-19",17.77
"891","2012-04-20",17.559999
"892","2012-04-23",16.799999
"893","2012-04-24",16.799999
"894","2012-04-25",17.5
"895","2012-04-26",17.5
"896","2012-04-27",17.719999
"897","2012-04-30",17.9
"898","2012-05-01",17.77
"899","2012-05-02",18
"900","2012-05-03",18.26
"901","2012-05-04",18.25
"902","2012-05-07",18.49
"903","2012-05-08",18.32
"904","2012-05-09",18.33
"905","2012-05-10",17.67
"906","2012-05-11",18.200001
"907","2012-05-14",18
"908","2012-05-15",18.23
"909","2012-05-16",18.23
"910","2012-05-17",17.629999
"911","2012-05-18",17.610001
"912","2012-05-21",17.549999
"913","2012-05-22",17.51
"914","2012-05-23",18
"915","2012-05-24",17.51
"916","2012-05-25",18
"917","2012-05-29",18
"918","2012-05-30",18.200001
"919","2012-05-31",17.99
"920","2012-06-01",17.5
"921","2012-06-04",17.860001
"922","2012-06-05",17.620001
"923","2012-06-06",17.530001
"924","2012-06-07",17.66
"925","2012-06-08",17.809999
"926","2012-06-11",17.809999
"927","2012-06-12",17.93
"928","2012-06-13",17.58
"929","2012-06-14",17.540001
"930","2012-06-15",17.65
"931","2012-06-18",17.389999
"932","2012-06-19",17.700001
"933","2012-06-20",17.889999
"934","2012-06-21",17.77
"935","2012-06-22",17.58
"936","2012-06-25",17.629999
"937","2012-06-26",17.629999
"938","2012-06-27",17.629999
"939","2012-06-28",17.5
"940","2012-06-29",17.65
"941","2012-07-02",17.65
"942","2012-07-03",17.65
"943","2012-07-05",17.65
"944","2012-07-06",17.65
"945","2012-07-09",17.549999
"946","2012-07-10",17.549999
"947","2012-07-11",17.549999
"948","2012-07-12",17.549999
"949","2012-07-13",17.879999
"950","2012-07-16",17.9
"951","2012-07-17",17.9
"952","2012-07-18",18
"953","2012-07-19",18
"954","2012-07-20",17.99
"955","2012-07-23",17.51
"956","2012-07-24",17.51
"957","2012-07-25",17.73
"958","2012-07-26",17.99
"959","2012-07-27",17.99
"960","2012-07-30",18.25
"961","2012-07-31",18.01
"962","2012-08-01",18.040001
"963","2012-08-02",18.120001
"964","2012-08-03",18.389999
"965","2012-08-06",18.389999
"966","2012-08-07",18.41
"967","2012-08-08",18.209999
"968","2012-08-09",18.209999
"969","2012-08-10",18.4
"970","2012-08-13",18.139999
"971","2012-08-14",18.27
"972","2012-08-15",18.440001
"973","2012-08-16",18.440001
"974","2012-08-17",18.25
"975","2012-08-20",18.110001
"976","2012-08-21",18.25
"977","2012-08-22",18.219999
"978","2012-08-23",18.219999
"979","2012-08-24",18.219999
"980","2012-08-27",18.219999
"981","2012-08-28",18.25
"982","2012-08-29",18.25
"983","2012-08-30",18.25
"984","2012-08-31",18.25
"985","2012-09-04",18.25
"986","2012-09-05",17.950001
"987","2012-09-06",18.23
"988","2012-09-07",18.290001
"989","2012-09-10",18.25
"990","2012-09-11",18.549999
"991","2012-09-12",18.85
"992","2012-09-13",18.85
"993","2012-09-14",19.01
"994","2012-09-17",19.01
"995","2012-09-18",19.25
"996","2012-09-19",19.35
"997","2012-09-20",19.49
"998","2012-09-21",19.49
"999","2012-09-24",19.5
"1000","2012-09-25",19.5
