"","date","TGP"
"1","2007-01-03",33.5
"2","2007-01-04",33.740002
"3","2007-01-05",33.130001
"4","2007-01-08",33.16
"5","2007-01-09",33.32
"6","2007-01-10",33.720001
"7","2007-01-11",33.599998
"8","2007-01-12",33.220001
"9","2007-01-16",32.810001
"10","2007-01-17",32.759998
"11","2007-01-18",32.759998
"12","2007-01-19",32.700001
"13","2007-01-22",32.709999
"14","2007-01-23",33.389999
"15","2007-01-24",33.709999
"16","2007-01-25",33.139999
"17","2007-01-26",33.279999
"18","2007-01-29",33.73
"19","2007-01-30",33.82
"20","2007-01-31",33.970001
"21","2007-02-01",34.549999
"22","2007-02-02",35.990002
"23","2007-02-05",36.330002
"24","2007-02-06",36.68
"25","2007-02-07",37.049999
"26","2007-02-08",37.150002
"27","2007-02-09",38.080002
"28","2007-02-12",37.099998
"29","2007-02-13",37.099998
"30","2007-02-14",37
"31","2007-02-15",36.68
"32","2007-02-16",36.799999
"33","2007-02-20",36.759998
"34","2007-02-21",36.799999
"35","2007-02-22",36.799999
"36","2007-02-23",36.849998
"37","2007-02-26",37
"38","2007-02-27",36.990002
"39","2007-02-28",36.810001
"40","2007-03-01",37.099998
"41","2007-03-02",36.799999
"42","2007-03-05",36.599998
"43","2007-03-06",36.650002
"44","2007-03-07",36.650002
"45","2007-03-08",36.880001
"46","2007-03-09",36.849998
"47","2007-03-12",36.880001
"48","2007-03-13",36.610001
"49","2007-03-14",36.630001
"50","2007-03-15",36.709999
"51","2007-03-16",37.189999
"52","2007-03-19",36.939999
"53","2007-03-20",37
"54","2007-03-21",36.939999
"55","2007-03-22",37.220001
"56","2007-03-23",37.68
"57","2007-03-26",37.119999
"58","2007-03-27",36.41
"59","2007-03-28",37.400002
"60","2007-03-29",37.580002
"61","2007-03-30",37.310001
"62","2007-04-02",37.459999
"63","2007-04-03",37.5
"64","2007-04-04",37.849998
"65","2007-04-05",37.77
"66","2007-04-09",38
"67","2007-04-10",37.830002
"68","2007-04-11",38.02
"69","2007-04-12",38.93
"70","2007-04-13",38.150002
"71","2007-04-16",38.139999
"72","2007-04-17",37.959999
"73","2007-04-18",38.080002
"74","2007-04-19",38
"75","2007-04-20",38.09
"76","2007-04-23",38.09
"77","2007-04-24",38.18
"78","2007-04-25",39.939999
"79","2007-04-26",39.48
"80","2007-04-27",38.009998
"81","2007-04-30",38.549999
"82","2007-05-01",38.189999
"83","2007-05-02",38.009998
"84","2007-05-03",38.299999
"85","2007-05-04",38.299999
"86","2007-05-07",38.700001
"87","2007-05-08",38.220001
"88","2007-05-09",38.400002
"89","2007-05-10",38.709999
"90","2007-05-11",38.529999
"91","2007-05-14",38.43
"92","2007-05-15",38
"93","2007-05-16",37.32
"94","2007-05-17",37.080002
"95","2007-05-18",36.75
"96","2007-05-21",36.610001
"97","2007-05-22",36.91
"98","2007-05-23",36.759998
"99","2007-05-24",34.919998
"100","2007-05-25",35.939999
"101","2007-05-29",36.150002
"102","2007-05-30",36.439999
"103","2007-05-31",36.110001
"104","2007-06-01",36.349998
"105","2007-06-04",36.650002
"106","2007-06-05",36.59
"107","2007-06-06",36.419998
"108","2007-06-07",35.66
"109","2007-06-08",35.73
"110","2007-06-11",36.200001
"111","2007-06-12",35.830002
"112","2007-06-13",36
"113","2007-06-14",36.48
"114","2007-06-15",36.389999
"115","2007-06-18",36.099998
"116","2007-06-19",35.900002
"117","2007-06-20",35.619999
"118","2007-06-21",36
"119","2007-06-22",35.400002
"120","2007-06-25",36.119999
"121","2007-06-26",36.110001
"122","2007-06-27",36.009998
"123","2007-06-28",36.049999
"124","2007-06-29",36.02
"125","2007-07-02",36.25
"126","2007-07-03",36.330002
"127","2007-07-05",36.349998
"128","2007-07-06",36.279999
"129","2007-07-09",36.240002
"130","2007-07-10",36.799999
"131","2007-07-11",36.93
"132","2007-07-12",36.790001
"133","2007-07-13",36.330002
"134","2007-07-16",36.73
"135","2007-07-17",35.950001
"136","2007-07-18",36.91
"137","2007-07-19",36.639999
"138","2007-07-20",36.740002
"139","2007-07-23",36.25
"140","2007-07-24",36.060001
"141","2007-07-25",35.98
"142","2007-07-26",35.720001
"143","2007-07-27",35.619999
"144","2007-07-30",35.5
"145","2007-07-31",35.450001
"146","2007-08-01",35.900002
"147","2007-08-02",35.540001
"148","2007-08-03",35.529999
"149","2007-08-06",35.150002
"150","2007-08-07",34.98
"151","2007-08-08",35.360001
"152","2007-08-09",35.240002
"153","2007-08-10",35.049999
"154","2007-08-13",35.400002
"155","2007-08-14",35.400002
"156","2007-08-15",35.34
"157","2007-08-16",35.25
