"","date","AGYS"
"1","2007-01-03",20.450001
"2","2007-01-04",19.49
"3","2007-01-05",18.73
"4","2007-01-08",18.83
"5","2007-01-09",19.02
"6","2007-01-10",19.389999
"7","2007-01-11",19.9
"8","2007-01-12",19.68
"9","2007-01-16",19.459999
"10","2007-01-17",18.870001
"11","2007-01-18",18.77
"12","2007-01-19",18.67
"13","2007-01-22",18.26
"14","2007-01-23",18.389999
"15","2007-01-24",18.76
"16","2007-01-25",18.59
"17","2007-01-26",18.83
"18","2007-01-29",18.559999
"19","2007-01-30",18.84
"20","2007-01-31",18.950001
"21","2007-02-01",19.120001
"22","2007-02-02",19.08
"23","2007-02-05",19.09
"24","2007-02-06",19.65
"25","2007-02-07",20
"26","2007-02-08",20.41
"27","2007-02-09",20.6
"28","2007-02-12",20.51
"29","2007-02-13",21.209999
"30","2007-02-14",20.99
"31","2007-02-15",21.040001
"32","2007-02-16",21.35
"33","2007-02-20",22.549999
"34","2007-02-21",22.360001
"35","2007-02-22",22.190001
"36","2007-02-23",22.209999
"37","2007-02-26",22.219999
"38","2007-02-27",21.48
"39","2007-02-28",21
"40","2007-03-01",21.01
"41","2007-03-02",20.91
"42","2007-03-05",20.4
"43","2007-03-06",20.75
"44","2007-03-07",21.26
"45","2007-03-08",21.860001
"46","2007-03-09",21.889999
"47","2007-03-12",22.43
"48","2007-03-13",21.17
"49","2007-03-14",21.52
"50","2007-03-15",22.08
"51","2007-03-16",22.040001
"52","2007-03-19",23
"53","2007-03-20",22.67
"54","2007-03-21",22.200001
"55","2007-03-22",22.41
"56","2007-03-23",22.700001
"57","2007-03-26",22.99
"58","2007-03-27",22.4
"59","2007-03-28",21.82
"60","2007-03-29",21.93
"61","2007-03-30",22.469999
"62","2007-04-02",22.049999
"63","2007-04-03",22.51
"64","2007-04-04",21.290001
"65","2007-04-05",21.32
"66","2007-04-09",21.15
"67","2007-04-10",21.42
"68","2007-04-11",21.26
"69","2007-04-12",21.209999
"70","2007-04-13",21.870001
"71","2007-04-16",22.450001
"72","2007-04-17",22.450001
"73","2007-04-18",21.280001
"74","2007-04-19",21.629999
"75","2007-04-20",21.74
"76","2007-04-23",22.379999
"77","2007-04-24",22.15
"78","2007-04-25",22.139999
"79","2007-04-26",23.450001
"80","2007-04-27",22.559999
"81","2007-04-30",21.030001
"82","2007-05-01",21.110001
"83","2007-05-02",22.040001
"84","2007-05-03",21.889999
"85","2007-05-04",21.93
"86","2007-05-07",21.5
"87","2007-05-08",21.92
"88","2007-05-09",22.540001
"89","2007-05-10",21.76
"90","2007-05-11",22.24
"91","2007-05-14",21.48
"92","2007-05-15",21.43
"93","2007-05-16",21.559999
"94","2007-05-17",21.110001
"95","2007-05-18",21.299999
"96","2007-05-21",22.209999
"97","2007-05-22",22.09
"98","2007-05-23",21.889999
"99","2007-05-24",21.309999
"100","2007-05-25",22.610001
"101","2007-05-29",22.450001
"102","2007-05-30",21.700001
"103","2007-05-31",21.719999
"104","2007-06-01",22.16
"105","2007-06-04",22.190001
"106","2007-06-05",22.219999
"107","2007-06-06",22.65
"108","2007-06-07",22.16
"109","2007-06-08",22.790001
"110","2007-06-11",22.41
"111","2007-06-12",22.26
"112","2007-06-13",22.610001
"113","2007-06-14",22.440001
"114","2007-06-15",23.01
"115","2007-06-18",22.99
"116","2007-06-19",22.959999
"117","2007-06-20",22.629999
"118","2007-06-21",23
"119","2007-06-22",22.49
"120","2007-06-25",22.370001
"121","2007-06-26",22.16
"122","2007-06-27",22.620001
"123","2007-06-28",22.549999
"124","2007-06-29",22.5
"125","2007-07-02",23.459999
"126","2007-07-03",22.75
"127","2007-07-05",22.99
"128","2007-07-06",22.59
"129","2007-07-09",22.9
"130","2007-07-10",22.84
"131","2007-07-11",22.5
"132","2007-07-12",22.700001
"133","2007-07-13",22.440001
"134","2007-07-16",22.030001
"135","2007-07-17",21.76
"136","2007-07-18",21.389999
"137","2007-07-19",21.32
"138","2007-07-20",21.25
"139","2007-07-23",20.889999
"140","2007-07-24",20.040001
"141","2007-07-25",20.34
"142","2007-07-26",20
"143","2007-07-27",19.68
"144","2007-07-30",19.530001
"145","2007-07-31",19.209999
"146","2007-08-01",19.26
"147","2007-08-02",17.969999
"148","2007-08-03",16.549999
"149","2007-08-06",16.57
"150","2007-08-07",15.84
"151","2007-08-08",15.43
"152","2007-08-09",14.5
"153","2007-08-10",15.08
"154","2007-08-13",16.190001
"155","2007-08-14",15.81
"156","2007-08-15",15.66
"157","2007-08-16",15.7
"158","2007-08-17",15.68
"159","2007-08-20",15.63
"160","2007-08-21",17.68
"161","2007-08-22",17.559999
"162","2007-08-23",17.440001
"163","2007-08-24",17.280001
"164","2007-08-27",17.030001
"165","2007-08-28",16.85
"166","2007-08-29",17.01
"167","2007-08-30",16.950001
"168","2007-08-31",17.059999
"169","2007-09-04",17.549999
"170","2007-09-05",17.25
"171","2007-09-06",17.299999
"172","2007-09-07",17.200001
"173","2007-09-10",16.99
"174","2007-09-11",17.48
"175","2007-09-12",17.42
"176","2007-09-13",17.9
"177","2007-09-14",18.23
"178","2007-09-17",18.049999
"179","2007-09-18",18.18
"180","2007-09-19",18.18
"181","2007-09-20",18.5
"182","2007-09-21",17.870001
"183","2007-09-24",17.870001
"184","2007-09-25",17.16
"185","2007-09-26",17.17
"186","2007-09-27",17.26
"187","2007-09-28",16.9
"188","2007-10-01",18.1
"189","2007-10-02",18.33
"190","2007-10-03",17.790001
"191","2007-10-04",18.129999
"192","2007-10-05",18.530001
"193","2007-10-08",18.030001
"194","2007-10-09",17.959999
"195","2007-10-10",18.02
"196","2007-10-11",17.690001
"197","2007-10-12",17.68
"198","2007-10-15",17.120001
"199","2007-10-16",17.15
"200","2007-10-17",17.049999
"201","2007-10-18",16.84
"202","2007-10-19",16.18
"203","2007-10-22",17.16
"204","2007-10-23",17.049999
"205","2007-10-24",16.92
"206","2007-10-25",16.690001
"207","2007-10-26",17.219999
"208","2007-10-29",16.93
"209","2007-10-30",16.93
"210","2007-10-31",17.299999
"211","2007-11-01",16.219999
"212","2007-11-02",16.02
"213","2007-11-05",15.42
"214","2007-11-06",15.19
"215","2007-11-07",14.02
"216","2007-11-08",14.46
"217","2007-11-09",13.91
"218","2007-11-12",14.17
"219","2007-11-13",15.33
"220","2007-11-14",14.65
"221","2007-11-15",14.23
"222","2007-11-16",13.92
"223","2007-11-19",13.85
"224","2007-11-20",13.52
"225","2007-11-21",13.49
"226","2007-11-23",13.68
"227","2007-11-26",13.14
"228","2007-11-27",13.17
"229","2007-11-28",13.56
"230","2007-11-29",13.62
"231","2007-11-30",13.89
"232","2007-12-03",13.2
"233","2007-12-04",12.68
"234","2007-12-05",12.8
"235","2007-12-06",13.77
"236","2007-12-07",13.49
"237","2007-12-10",13.44
"238","2007-12-11",13.06
"239","2007-12-12",14.09
"240","2007-12-13",14.57
"241","2007-12-14",14.01
"242","2007-12-17",14.22
"243","2007-12-18",13.97
"244","2007-12-19",13.86
"245","2007-12-20",14.51
"246","2007-12-21",14.97
"247","2007-12-24",15.7
"248","2007-12-26",14.92
"249","2007-12-27",14.97
"250","2007-12-28",15.16
"251","2007-12-31",15.12
"252","2008-01-02",14.65
"253","2008-01-03",14.51
"254","2008-01-04",14.24
"255","2008-01-07",14.23
"256","2008-01-08",13.45
"257","2008-01-09",13.89
"258","2008-01-10",14.99
"259","2008-01-11",14.57
"260","2008-01-14",15.07
"261","2008-01-15",14.99
"262","2008-01-16",14.9
"263","2008-01-17",14.27
"264","2008-01-18",14.37
"265","2008-01-22",14.12
"266","2008-01-23",14.79
"267","2008-01-24",14.89
"268","2008-01-25",15
"269","2008-01-28",15.11
"270","2008-01-29",14.99
"271","2008-01-30",15.3
"272","2008-01-31",15.22
"273","2008-02-01",13.2
"274","2008-02-04",13.94
"275","2008-02-05",13.29
"276","2008-02-06",12.55
"277","2008-02-07",11.91
"278","2008-02-08",11.88
"279","2008-02-11",12
"280","2008-02-12",12.18
"281","2008-02-13",12.55
"282","2008-02-14",12.14
