"","date","AVB"
"1","2007-01-03",128.75
"2","2007-01-04",131.710007
"3","2007-01-05",130.210007
"4","2007-01-08",131.800003
"5","2007-01-09",129.380005
"6","2007-01-10",131.339996
"7","2007-01-11",135.419998
"8","2007-01-12",136.570007
"9","2007-01-16",139.559998
"10","2007-01-17",140.339996
"11","2007-01-18",141.919998
"12","2007-01-19",143.490005
"13","2007-01-22",142.149994
"14","2007-01-23",143.880005
"15","2007-01-24",146.639999
"16","2007-01-25",146.479996
"17","2007-01-26",146.789993
"18","2007-01-29",145.729996
"19","2007-01-30",148.160004
"20","2007-01-31",148.360001
"21","2007-02-01",146.880005
"22","2007-02-02",145.589996
"23","2007-02-05",145.910004
"24","2007-02-06",148.130005
"25","2007-02-07",148.520004
"26","2007-02-08",147.75
"27","2007-02-09",145.990005
"28","2007-02-12",143
"29","2007-02-13",146.009995
"30","2007-02-14",144.770004
"31","2007-02-15",145.990005
"32","2007-02-16",145.039993
"33","2007-02-20",146.710007
"34","2007-02-21",145.449997
"35","2007-02-22",144.210007
"36","2007-02-23",141.179993
"37","2007-02-26",140
"38","2007-02-27",134.880005
"39","2007-02-28",137.350006
"40","2007-03-01",134.070007
"41","2007-03-02",131.289993
"42","2007-03-05",125.459999
"43","2007-03-06",129.979996
"44","2007-03-07",127.720001
"45","2007-03-08",129.350006
"46","2007-03-09",131.080002
"47","2007-03-12",131.339996
"48","2007-03-13",126.949997
"49","2007-03-14",128.619995
"50","2007-03-15",130.179993
"51","2007-03-16",128.360001
"52","2007-03-19",130.779999
"53","2007-03-20",132.160004
"54","2007-03-21",134.389999
"55","2007-03-22",134.770004
"56","2007-03-23",134.979996
"57","2007-03-26",132.220001
"58","2007-03-27",129.089996
"59","2007-03-28",126.5
"60","2007-03-29",125.82
"61","2007-03-30",130
"62","2007-04-02",130.240005
"63","2007-04-03",131.5
"64","2007-04-04",130.619995
"65","2007-04-05",130.5
"66","2007-04-09",130.199997
"67","2007-04-10",130.389999
"68","2007-04-11",127.800003
"69","2007-04-12",126.650002
"70","2007-04-13",128.740005
"71","2007-04-16",128.190002
"72","2007-04-17",130.889999
"73","2007-04-18",130.779999
"74","2007-04-19",130.259995
"75","2007-04-20",130.350006
"76","2007-04-23",133
"77","2007-04-24",131.009995
"78","2007-04-25",131.199997
"79","2007-04-26",128.990005
"80","2007-04-27",125.949997
"81","2007-04-30",122.260002
"82","2007-05-01",120.230003
"83","2007-05-02",120.190002
"84","2007-05-03",121.25
"85","2007-05-04",119.029999
"86","2007-05-07",120.019997
"87","2007-05-08",119.029999
"88","2007-05-09",120.709999
"89","2007-05-10",119.129997
"90","2007-05-11",123.839996
"91","2007-05-14",124.309998
"92","2007-05-15",122.239998
"93","2007-05-16",120.389999
"94","2007-05-17",117.709999
"95","2007-05-18",116.290001
"96","2007-05-21",117.339996
"97","2007-05-22",118.75
"98","2007-05-23",118.379997
"99","2007-05-24",115.739998
"100","2007-05-25",118.900002
"101","2007-05-29",127.099998
"102","2007-05-30",132.929993
"103","2007-05-31",130.389999
"104","2007-06-01",129.410004
"105","2007-06-04",131.460007
"106","2007-06-05",129.119995
"107","2007-06-06",126.989998
"108","2007-06-07",122.540001
"109","2007-06-08",124.5
"110","2007-06-11",122.839996
"111","2007-06-12",120.889999
"112","2007-06-13",128.960007
"113","2007-06-14",127.690002
"114","2007-06-15",129.5
"115","2007-06-18",126.830002
"116","2007-06-19",128.419998
"117","2007-06-20",122.940002
"118","2007-06-21",121.580002
"119","2007-06-22",121.019997
"120","2007-06-25",119.660004
"121","2007-06-26",118.010002
"122","2007-06-27",121.389999
"123","2007-06-28",119.519997
"124","2007-06-29",118.879997
"125","2007-07-02",122.330002
"126","2007-07-03",122.330002
"127","2007-07-05",125
"128","2007-07-06",124.339996
"129","2007-07-09",123.190002
"130","2007-07-10",119.800003
"131","2007-07-11",119.139999
"132","2007-07-12",121.18
"133","2007-07-13",122.730003
"134","2007-07-16",121.849998
"135","2007-07-17",120.919998
"136","2007-07-18",119.580002
"137","2007-07-19",119.699997
"138","2007-07-20",116.800003
"139","2007-07-23",115.25
"140","2007-07-24",112.349998
"141","2007-07-25",111.970001
"142","2007-07-26",109.18
"143","2007-07-27",107.010002
"144","2007-07-30",108.489998
"145","2007-07-31",107.970001
"146","2007-08-01",113.540001
"147","2007-08-02",114.389999
"148","2007-08-03",109.769997
"149","2007-08-06",111.68
"150","2007-08-07",116.339996
"151","2007-08-08",120.410004
"152","2007-08-09",120.419998
"153","2007-08-10",115.849998
"154","2007-08-13",112.25
"155","2007-08-14",107.690002
"156","2007-08-15",106.010002
"157","2007-08-16",112.349998
"158","2007-08-17",113.639999
"159","2007-08-20",115.519997
"160","2007-08-21",117.529999
"161","2007-08-22",115.980003
"162","2007-08-23",115.25
"163","2007-08-24",114.260002
"164","2007-08-27",112.43
"165","2007-08-28",109.580002
"166","2007-08-29",111.879997
"167","2007-08-30",112.559998
"168","2007-08-31",114.379997
"169","2007-09-04",116.129997
"170","2007-09-05",113.290001
"171","2007-09-06",113.550003
"172","2007-09-07",111.129997
"173","2007-09-10",110.809998
"174","2007-09-11",113.18
"175","2007-09-12",114.449997
"176","2007-09-13",116.660004
"177","2007-09-14",115.910004
"178","2007-09-17",114.980003
"179","2007-09-18",117.800003
"180","2007-09-19",118.120003
"181","2007-09-20",116.080002
"182","2007-09-21",116
"183","2007-09-24",120.019997
"184","2007-09-25",118.57
"185","2007-09-26",119.209999
"186","2007-09-27",119.389999
"187","2007-09-28",118.059998
"188","2007-10-01",119.489998
"189","2007-10-02",122.089996
"190","2007-10-03",121.959999
"191","2007-10-04",122.279999
"192","2007-10-05",123.949997
"193","2007-10-08",120.830002
"194","2007-10-09",124.239998
"195","2007-10-10",124.199997
"196","2007-10-11",122.919998
"197","2007-10-12",120.290001
"198","2007-10-15",116.75
"199","2007-10-16",114
"200","2007-10-17",114.040001
"201","2007-10-18",114.169998
"202","2007-10-19",109.110001
"203","2007-10-22",111.82
"204","2007-10-23",115.879997
"205","2007-10-24",115.220001
"206","2007-10-25",115.669998
"207","2007-10-26",117.849998
"208","2007-10-29",117.129997
"209","2007-10-30",119.339996
"210","2007-10-31",122.650002
"211","2007-11-01",114.440002
"212","2007-11-02",112.169998
"213","2007-11-05",109
"214","2007-11-06",109.809998
"215","2007-11-07",104.900002
"216","2007-11-08",105.260002
"217","2007-11-09",106.379997
"218","2007-11-12",104.18
"219","2007-11-13",111.169998
