"","date","HFC"
"1","2007-01-03",24.715
"2","2007-01-04",24.969999
"3","2007-01-05",25.334999
"4","2007-01-08",25.85
"5","2007-01-09",25.450001
"6","2007-01-10",24.325001
"7","2007-01-11",24.25
"8","2007-01-12",25.110001
"9","2007-01-16",24.67
"10","2007-01-17",25.09
"11","2007-01-18",24.65
"12","2007-01-19",25.370001
"13","2007-01-22",25.33
"14","2007-01-23",26.424999
"15","2007-01-24",26.790001
"16","2007-01-25",26.514999
"17","2007-01-26",26.809999
"18","2007-01-29",27.08
"19","2007-01-30",26.785
"20","2007-01-31",26.344999
"21","2007-02-01",26.51
"22","2007-02-02",26.66
"23","2007-02-05",26.975
"24","2007-02-06",26.799999
"25","2007-02-07",27.174999
"26","2007-02-08",27.535
"27","2007-02-09",27.145
"28","2007-02-12",26.6
"29","2007-02-13",27.18
"30","2007-02-14",26.975
"31","2007-02-15",27.01
"32","2007-02-16",27.129999
"33","2007-02-20",27
"34","2007-02-21",28.025
"35","2007-02-22",28.375
"36","2007-02-23",27.945
"37","2007-02-26",28.195
"38","2007-02-27",27.25
"39","2007-02-28",27.735001
"40","2007-03-01",27.705
"41","2007-03-02",27.014999
"42","2007-03-05",26.424999
"43","2007-03-06",26.945
"44","2007-03-07",27.584999
"45","2007-03-08",27.74
"46","2007-03-09",27.99
"47","2007-03-12",28.129999
"48","2007-03-13",28.225
"49","2007-03-14",28.934999
"50","2007-03-15",28.475
"51","2007-03-16",28.49
"52","2007-03-19",29.344999
"53","2007-03-20",29.32
"54","2007-03-21",30.125
"55","2007-03-22",30.18
"56","2007-03-23",30.684999
"57","2007-03-26",30.405001
"58","2007-03-27",30.26
"59","2007-03-28",30.004999
"60","2007-03-29",29.865
"61","2007-03-30",29.65
"62","2007-04-02",29.5
"63","2007-04-03",29.495001
"64","2007-04-04",30.6
"65","2007-04-05",30.379999
"66","2007-04-09",30.6
"67","2007-04-10",31.200001
"68","2007-04-11",31.059999
"69","2007-04-12",31.584999
"70","2007-04-13",31.635
"71","2007-04-16",31.190001
"72","2007-04-17",31.219999
"73","2007-04-18",30.969999
"74","2007-04-19",30.645
"75","2007-04-20",31.15
"76","2007-04-23",31.42
"77","2007-04-24",31.139999
"78","2007-04-25",32.150002
"79","2007-04-26",32.150002
"80","2007-04-27",32.075001
"81","2007-04-30",31.799999
"82","2007-05-01",31.57
"83","2007-05-02",31.889999
"84","2007-05-03",31.76
"85","2007-05-04",31.559999
"86","2007-05-07",31.950001
"87","2007-05-08",31.950001
"88","2007-05-09",32.200001
"89","2007-05-10",31.92
"90","2007-05-11",33.674999
"91","2007-05-14",33.75
"92","2007-05-15",33.950001
"93","2007-05-16",33.580002
"94","2007-05-17",33.884998
"95","2007-05-18",34.889999
"96","2007-05-21",35.355
"97","2007-05-22",34.735001
"98","2007-05-23",34.599998
"99","2007-05-24",34.075001
"100","2007-05-25",34.544998
"101","2007-05-29",34.685001
"102","2007-05-30",35.060001
"103","2007-05-31",35.044998
"104","2007-06-01",35.595001
"105","2007-06-04",35.715
"106","2007-06-05",35.709999
"107","2007-06-06",34.880001
"108","2007-06-07",34.150002
"109","2007-06-08",34.139999
"110","2007-06-11",34.505001
"111","2007-06-12",34.505001
"112","2007-06-13",35.924999
"113","2007-06-14",36.5
"114","2007-06-15",37.275002
"115","2007-06-18",38.73
"116","2007-06-19",38.145
"117","2007-06-20",36.709999
"118","2007-06-21",37.810001
"119","2007-06-22",38.119999
"120","2007-06-25",37.845001
"121","2007-06-26",36.805
"122","2007-06-27",37.355
"123","2007-06-28",36.799999
"124","2007-06-29",37.095001
"125","2007-07-02",37.875
"126","2007-07-03",38.115002
"127","2007-07-05",37.965
"128","2007-07-06",38.91
"129","2007-07-09",39.650002
"130","2007-07-10",39.935001
"131","2007-07-11",39.275002
"132","2007-07-12",38.84
"133","2007-07-13",39.564999
"134","2007-07-16",38.73
"135","2007-07-17",37.889999
"136","2007-07-18",38.98
"137","2007-07-19",38.220001
"138","2007-07-20",37.994999
"139","2007-07-23",38.07
"140","2007-07-24",35.290001
"141","2007-07-25",34.564999
"142","2007-07-26",33.485001
"143","2007-07-27",32.595001
"144","2007-07-30",33.299999
"145","2007-07-31",33.695
"146","2007-08-01",32.125
"147","2007-08-02",31.959999
"148","2007-08-03",29.844999
"149","2007-08-06",29.385
"150","2007-08-07",29.15
"151","2007-08-08",29.620001
"152","2007-08-09",27.565001
"153","2007-08-10",29.125
"154","2007-08-13",30.025
"155","2007-08-14",29.52
"156","2007-08-15",27.865
"157","2007-08-16",28.290001
"158","2007-08-17",29.200001
"159","2007-08-20",29.285
"160","2007-08-21",28.870001
"161","2007-08-22",29.719999
"162","2007-08-23",30.77
"163","2007-08-24",32.32
"164","2007-08-27",32.349998
"165","2007-08-28",30.754999
"166","2007-08-29",32.685001
"167","2007-08-30",32.900002
"168","2007-08-31",33.325001
"169","2007-09-04",33.645
"170","2007-09-05",33.5
"171","2007-09-06",33.689999
"172","2007-09-07",33.150002
"173","2007-09-10",31.905001
"174","2007-09-11",31.475
"175","2007-09-12",31.59
"176","2007-09-13",32.035
"177","2007-09-14",32.599998
"178","2007-09-17",32.055
"179","2007-09-18",32.75
"180","2007-09-19",32.849998
"181","2007-09-20",32.639999
"182","2007-09-21",32.549999
"183","2007-09-24",32.700001
"184","2007-09-25",31.25
"185","2007-09-26",31.014999
"186","2007-09-27",30.200001
"187","2007-09-28",29.915001
"188","2007-10-01",30.540001
"189","2007-10-02",31.084999
"190","2007-10-03",31.135
"191","2007-10-04",31.59
"192","2007-10-05",32.075001
"193","2007-10-08",32.294998
"194","2007-10-09",32.884998
"195","2007-10-10",32.560001
"196","2007-10-11",31.75
"197","2007-10-12",32.275002
"198","2007-10-15",32.365002
"199","2007-10-16",32.174999
"200","2007-10-17",31.934999
"201","2007-10-18",31.715
"202","2007-10-19",30.264999
"203","2007-10-22",30.165001
"204","2007-10-23",30.405001
"205","2007-10-24",31.365
"206","2007-10-25",31.545
"207","2007-10-26",32.619999
"208","2007-10-29",31.975
"209","2007-10-30",30.77
"210","2007-10-31",31.4
"211","2007-11-01",31.41
"212","2007-11-02",32.025002
"213","2007-11-05",31.875
"214","2007-11-06",30.655001
"215","2007-11-07",30
"216","2007-11-08",29.09
"217","2007-11-09",28.030001
"218","2007-11-12",26.559999
"219","2007-11-13",26.43
"220","2007-11-14",26.565001
"221","2007-11-15",26.120001
"222","2007-11-16",25.75
"223","2007-11-19",25.254999
"224","2007-11-20",24.575001
"225","2007-11-21",24.084999
"226","2007-11-23",24.379999
"227","2007-11-26",24.545
"228","2007-11-27",22.825001
"229","2007-11-28",23.375
"230","2007-11-29",23.530001
"231","2007-11-30",24.225
"232","2007-12-03",24.24
"233","2007-12-04",23.5
"234","2007-12-05",23.945
"235","2007-12-06",23.875
"236","2007-12-07",24.105
"237","2007-12-10",24.17
"238","2007-12-11",23.415001
"239","2007-12-12",23.965
"240","2007-12-13",23.24
"241","2007-12-14",24.475
"242","2007-12-17",25.1
"243","2007-12-18",25.565001
"244","2007-12-19",25.635
"245","2007-12-20",26.15
"246","2007-12-21",26.094999
"247","2007-12-24",26.02
"248","2007-12-26",25.995001
"249","2007-12-27",25.48
"250","2007-12-28",25.17
"251","2007-12-31",25.445
"252","2008-01-02",25.355
"253","2008-01-03",24.165001
"254","2008-01-04",23.485001
"255","2008-01-07",22.34
"256","2008-01-08",22.375
"257","2008-01-09",22.025
"258","2008-01-10",22.41
"259","2008-01-11",21.889999
"260","2008-01-14",22.559999
"261","2008-01-15",22
"262","2008-01-16",21.875
"263","2008-01-17",21.799999
"264","2008-01-18",22.805
"265","2008-01-22",21.9
"266","2008-01-23",20.905001
"267","2008-01-24",22.639999
"268","2008-01-25",23.299999
"269","2008-01-28",23.219999
"270","2008-01-29",24.85
"271","2008-01-30",24.15
"272","2008-01-31",24.209999
"273","2008-02-01",25.120001
"274","2008-02-04",24.924999
"275","2008-02-05",23.91
"276","2008-02-06",23.385
"277","2008-02-07",23.645
"278","2008-02-08",24.125
"279","2008-02-11",23.655001
"280","2008-02-12",23.299999
"281","2008-02-13",23.51
"282","2008-02-14",23.875
"283","2008-02-15",23.75
"284","2008-02-19",26.655001
"285","2008-02-20",27.285
"286","2008-02-21",26.49
"287","2008-02-22",26.795
"288","2008-02-25",27.385
"289","2008-02-26",27.985001
"290","2008-02-27",27.469999
"291","2008-02-28",26.715
"292","2008-02-29",26.695
"293","2008-03-03",26.85
"294","2008-03-04",26.200001
"295","2008-03-05",25.34
"296","2008-03-06",23.735001
"297","2008-03-07",23.690001
"298","2008-03-10",23.715
"299","2008-03-11",24.535
"300","2008-03-12",22.605
"301","2008-03-13",22.85
"302","2008-03-14",22.059999
"303","2008-03-17",19.5
"304","2008-03-18",20.74
"305","2008-03-19",21.245001
"306","2008-03-20",21.209999
"307","2008-03-24",21.434999
"308","2008-03-25",20.82
"309","2008-03-26",21.045
"310","2008-03-27",20.18
"311","2008-03-28",21.405001
"312","2008-03-31",21.705
"313","2008-04-01",23.110001
"314","2008-04-02",24.235001
"315","2008-04-03",24.07
"316","2008-04-04",23.85
"317","2008-04-07",22.934999
"318","2008-04-08",23.594999
"319","2008-04-09",23.040001
"320","2008-04-10",23.275
"321","2008-04-11",22
"322","2008-04-14",22.49
"323","2008-04-15",22.309999
"324","2008-04-16",23.58
"325","2008-04-17",23.665001
"326","2008-04-18",23.065001
"327","2008-04-21",22.5
"328","2008-04-22",21.83
"329","2008-04-23",21.290001
"330","2008-04-24",21.4
"331","2008-04-25",21.540001
"332","2008-04-28",21.57
"333","2008-04-29",21.084999
"334","2008-04-30",20.74
"335","2008-05-01",20.85
"336","2008-05-02",21.075001
"337","2008-05-05",21.200001
"338","2008-05-06",20.030001
"339","2008-05-07",20.719999
"340","2008-05-08",20.450001
"341","2008-05-09",20.51
"342","2008-05-12",22.094999
"343","2008-05-13",20.959999
"344","2008-05-14",20.84
"345","2008-05-15",20.469999
"346","2008-05-16",20.684999
"347","2008-05-19",21.594999
"348","2008-05-20",21.495001
"349","2008-05-21",20.83
"350","2008-05-22",21.120001
"351","2008-05-23",20.645
"352","2008-05-27",20.4
"353","2008-05-28",21.030001
"354","2008-05-29",21.174999
"355","2008-05-30",21.225
"356","2008-06-02",23.700001
"357","2008-06-03",23.355
"358","2008-06-04",22.23
"359","2008-06-05",22.860001
"360","2008-06-06",21.860001
"361","2008-06-09",21.075001
"362","2008-06-10",20.459999
"363","2008-06-11",20.389999
"364","2008-06-12",20.219999
"365","2008-06-13",20.625
"366","2008-06-16",19.924999
"367","2008-06-17",20.299999
"368","2008-06-18",19.889999
"369","2008-06-19",20.049999
"370","2008-06-20",19.865
"371","2008-06-23",19.764999
"372","2008-06-24",19.59
"373","2008-06-25",19.865
"374","2008-06-26",18.92
"375","2008-06-27",18.559999
"376","2008-06-30",18.459999
"377","2008-07-01",18.389999
"378","2008-07-02",17.325001
"379","2008-07-03",16.75
"380","2008-07-07",16.504999
"381","2008-07-08",15.505
"382","2008-07-09",15.04
"383","2008-07-10",14.405
"384","2008-07-11",14.245
"385","2008-07-14",13.88
"386","2008-07-15",13.945
"387","2008-07-16",14.75
"388","2008-07-17",15.09
"389","2008-07-18",14.295
"390","2008-07-21",15.095
"391","2008-07-22",15.15
"392","2008-07-23",14.45
"393","2008-07-24",14.03
"394","2008-07-25",14.135
"395","2008-07-28",14.075
"396","2008-07-29",14
"397","2008-07-30",15.135
"398","2008-07-31",14.29
"399","2008-08-01",14.46
"400","2008-08-04",13.75
"401","2008-08-05",14.235
"402","2008-08-06",15.705
"403","2008-08-07",14.545
"404","2008-08-08",15.465
"405","2008-08-11",15.37
"406","2008-08-12",15.01
"407","2008-08-13",16.264999
"408","2008-08-14",15.535
"409","2008-08-15",15.615
"410","2008-08-18",14.555
"411","2008-08-19",14.49
"412","2008-08-20",15.585
"413","2008-08-21",15.41
"414","2008-08-22",14.835
"415","2008-08-25",14.695
"416","2008-08-26",14.855
"417","2008-08-27",15.815
"418","2008-08-28",15.46
"419","2008-08-29",16
"420","2008-09-02",14.345
"421","2008-09-03",14.965
"422","2008-09-04",14.115
"423","2008-09-05",14.32
"424","2008-09-08",14.505
"425","2008-09-09",13.44
"426","2008-09-10",13.855
