"","date","MGNX"
"1","2013-10-10",24.99
"2","2013-10-11",26.1
"3","2013-10-14",25.379999
"4","2013-10-15",25.01
"5","2013-10-16",25.43
"6","2013-10-17",25.17
"7","2013-10-18",25.41
"8","2013-10-21",25.700001
"9","2013-10-22",27.219999
"10","2013-10-23",26.17
"11","2013-10-24",28
"12","2013-10-25",27.5
"13","2013-10-28",27.370001
"14","2013-10-29",27.129999
"15","2013-10-30",26.85
"16","2013-10-31",26.940001
"17","2013-11-01",27.32
"18","2013-11-04",26.15
"19","2013-11-05",26.23
"20","2013-11-06",26.23
"21","2013-11-07",26
"22","2013-11-08",25.91
"23","2013-11-11",26.540001
"24","2013-11-12",26.93
"25","2013-11-13",28.48
"26","2013-11-14",27.959999
"27","2013-11-15",27.110001
"28","2013-11-18",26.110001
"29","2013-11-19",23.209999
"30","2013-11-20",22.209999
"31","2013-11-21",21.82
"32","2013-11-22",23.790001
"33","2013-11-25",24.865
"34","2013-11-26",26.52
"35","2013-11-27",27.25
"36","2013-11-29",26.469999
"37","2013-12-02",25.83
"38","2013-12-03",25.639999
"39","2013-12-04",26
"40","2013-12-05",25.76
"41","2013-12-06",26.01
"42","2013-12-09",26
"43","2013-12-10",26.01
"44","2013-12-11",24.9
"45","2013-12-12",24.959999
"46","2013-12-13",25.200001
"47","2013-12-16",26.15
"48","2013-12-17",26.799999
"49","2013-12-18",27.530001
"50","2013-12-19",26.690001
"51","2013-12-20",26.85
"52","2013-12-23",27.16
"53","2013-12-24",27
"54","2013-12-26",26.809999
"55","2013-12-27",26.77
"56","2013-12-30",28.049999
"57","2013-12-31",27.43
"58","2014-01-02",28.83
"59","2014-01-03",29.48
"60","2014-01-06",29.309999
"61","2014-01-07",31.530001
"62","2014-01-08",32.259998
"63","2014-01-09",33.919998
"64","2014-01-10",37.029999
"65","2014-01-13",37
"66","2014-01-14",37.189999
"67","2014-01-15",37.07
"68","2014-01-16",38.669998
"69","2014-01-17",40.209999
"70","2014-01-21",39
"71","2014-01-22",38.060001
"72","2014-01-23",38.830002
"73","2014-01-24",39.509998
"74","2014-01-27",37.900002
"75","2014-01-28",38.549999
"76","2014-01-29",37.110001
"77","2014-01-30",38.900002
"78","2014-01-31",39.810001
"79","2014-02-03",38.349998
"80","2014-02-04",36.419998
"81","2014-02-05",35.110001
"82","2014-02-06",35.169998
"83","2014-02-07",36.990002
"84","2014-02-10",36.040001
"85","2014-02-11",37.169998
"86","2014-02-12",38
"87","2014-02-13",35.290001
"88","2014-02-14",33.919998
"89","2014-02-18",34.560001
"90","2014-02-19",34.939999
"91","2014-02-20",35
"92","2014-02-21",35.740002
"93","2014-02-24",35.299999
"94","2014-02-25",37.139999
"95","2014-02-26",36.599998
"96","2014-02-27",37.169998
"97","2014-02-28",35
"98","2014-03-03",33.369999
"99","2014-03-04",34.59
"100","2014-03-05",34.939999
"101","2014-03-06",33.990002
"102","2014-03-07",33.220001
"103","2014-03-10",32.889999
"104","2014-03-11",33.84
"105","2014-03-12",33.299999
"106","2014-03-13",34.110001
"107","2014-03-14",35.139999
"108","2014-03-17",36.209999
"109","2014-03-18",37.23
"110","2014-03-19",38.040001
"111","2014-03-20",38.209999
"112","2014-03-21",35.150002
"113","2014-03-24",33.860001
"114","2014-03-25",32.349998
"115","2014-03-26",31.6
"116","2014-03-27",31.57
"117","2014-03-28",28.280001
"118","2014-03-31",27.83
"119","2014-04-01",29.32
"120","2014-04-02",29.469999
"121","2014-04-03",27.280001
"122","2014-04-04",26.059999
"123","2014-04-07",25.129999
"124","2014-04-08",23.24
"125","2014-04-09",24.17
"126","2014-04-10",23.49
"127","2014-04-11",20.379999
"128","2014-04-14",20.16
"129","2014-04-15",19.58
"130","2014-04-16",20.209999
"131","2014-04-17",20.02
"132","2014-04-21",19.08
"133","2014-04-22",19.209999
"134","2014-04-23",20.65
"135","2014-04-24",20.709999
"136","2014-04-25",20.540001
"137","2014-04-28",20.870001
"138","2014-04-29",19.879999
"139","2014-04-30",19.940001
"140","2014-05-01",19.49
"141","2014-05-02",19.43
"142","2014-05-05",20.16
"143","2014-05-06",19.639999
"144","2014-05-07",19.15
"145","2014-05-08",18.450001
"146","2014-05-09",19.01
"147","2014-05-12",20.34
"148","2014-05-13",19.690001
"149","2014-05-14",19.940001
"150","2014-05-15",18.780001
"151","2014-05-16",19.09
"152","2014-05-19",19.43
"153","2014-05-20",18.629999
"154","2014-05-21",18.26
"155","2014-05-22",18.5
"156","2014-05-23",18.530001
"157","2014-05-27",19.209999
"158","2014-05-28",19.440001
"159","2014-05-29",20.440001
"160","2014-05-30",18.66
"161","2014-06-02",18.5
"162","2014-06-03",18.540001
"163","2014-06-04",19.700001
"164","2014-06-05",20.15
"165","2014-06-06",20.030001
"166","2014-06-09",21.290001
"167","2014-06-10",20.99
"168","2014-06-11",21.440001
"169","2014-06-12",21.34
"170","2014-06-13",21.5
"171","2014-06-16",22.200001
"172","2014-06-17",21.809999
"173","2014-06-18",22.540001
"174","2014-06-19",22.43
"175","2014-06-20",22.709999
"176","2014-06-23",23.09
"177","2014-06-24",22.639999
"178","2014-06-25",23.24
"179","2014-06-26",22.639999
"180","2014-06-27",22.24
"181","2014-06-30",21.73
"182","2014-07-01",22.309999
"183","2014-07-02",22.23
"184","2014-07-03",22.17
"185","2014-07-07",21.389999
"186","2014-07-08",19.879999
"187","2014-07-09",19.719999
"188","2014-07-10",19.82
"189","2014-07-11",20.110001
"190","2014-07-14",20.25
"191","2014-07-15",19.370001
"192","2014-07-16",19.049999
"193","2014-07-17",18.370001
"194","2014-07-18",18.85
"195","2014-07-21",18.85
"196","2014-07-22",20.15
"197","2014-07-23",22.209999
"198","2014-07-24",21.16
"199","2014-07-25",21.09
"200","2014-07-28",20.200001
"201","2014-07-29",21.219999
"202","2014-07-30",21.190001
"203","2014-07-31",20.299999
"204","2014-08-01",19.879999
"205","2014-08-04",19.48
"206","2014-08-05",20.190001
"207","2014-08-06",18.549999
"208","2014-08-07",18.940001
"209","2014-08-08",19.190001
"210","2014-08-11",20.120001
"211","2014-08-12",20.52
"212","2014-08-13",20.780001
"213","2014-08-14",20.540001
"214","2014-08-15",20.459999
"215","2014-08-18",20.91
"216","2014-08-19",20.790001
"217","2014-08-20",20.18
"218","2014-08-21",20.92
"219","2014-08-22",21.98
"220","2014-08-25",21.450001
"221","2014-08-26",22.34
"222","2014-08-27",21.690001
"223","2014-08-28",21.049999
"224","2014-08-29",21.360001
"225","2014-09-02",20.84
"226","2014-09-03",21.23
"227","2014-09-04",21.290001
"228","2014-09-05",21.469999
"229","2014-09-08",22.629999
"230","2014-09-09",21.440001
"231","2014-09-10",22.08
"232","2014-09-11",22.07
"233","2014-09-12",21.700001
"234","2014-09-15",21.110001
"235","2014-09-16",21.34
"236","2014-09-17",21.309999
"237","2014-09-18",21.780001
"238","2014-09-19",21.57
"239","2014-09-22",20.450001
"240","2014-09-23",19.84
"241","2014-09-24",20.41
"242","2014-09-25",19.49
"243","2014-09-26",19.469999
"244","2014-09-29",20.01
"245","2014-09-30",20.9
"246","2014-10-01",19.77
"247","2014-10-02",20.25
"248","2014-10-03",21.110001
"249","2014-10-06",20.41
"250","2014-10-07",19.469999
"251","2014-10-08",20.5
"252","2014-10-09",19.719999
"253","2014-10-10",18.120001
"254","2014-10-13",17.780001
"255","2014-10-14",19.18
"256","2014-10-15",18.42
"257","2014-10-16",18.690001
"258","2014-10-17",18.459999
"259","2014-10-20",19
"260","2014-10-21",19.280001
"261","2014-10-22",19.280001
"262","2014-10-23",19.690001
"263","2014-10-24",19.16
"264","2014-10-27",20.58
"265","2014-10-28",21.790001
"266","2014-10-29",20.27
"267","2014-10-30",20.67
"268","2014-10-31",21.290001
"269","2014-11-03",21.190001
"270","2014-11-04",20.620001
"271","2014-11-05",19.879999
"272","2014-11-06",19.209999
"273","2014-11-07",19.84
"274","2014-11-10",20.24
"275","2014-11-11",21.15
"276","2014-11-12",23.780001
"277","2014-11-13",24.129999
"278","2014-11-14",23.27
"279","2014-11-17",22.969999
"280","2014-11-18",24.58
"281","2014-11-19",23.690001
"282","2014-11-20",26.1
"283","2014-11-21",27.209999
"284","2014-11-24",28.01
"285","2014-11-25",27.76
"286","2014-11-26",28.040001
"287","2014-11-28",28.26
"288","2014-12-01",28.309999
"289","2014-12-02",28.6
"290","2014-12-03",29.24
"291","2014-12-04",28.6
"292","2014-12-05",28.91
"293","2014-12-08",28.91
"294","2014-12-09",30.76
"295","2014-12-10",29.76
"296","2014-12-11",29.75
"297","2014-12-12",29.68
"298","2014-12-15",28.99
"299","2014-12-16",28.790001
"300","2014-12-17",29.25
"301","2014-12-18",33.830002
"302","2014-12-19",34.529999
"303","2014-12-22",38.580002
"304","2014-12-23",32.66
"305","2014-12-24",33
"306","2014-12-26",35.560001
"307","2014-12-29",35.669998
"308","2014-12-30",34.119999
"309","2014-12-31",35.07
"310","2015-01-02",35.18
"311","2015-01-05",34.73
"312","2015-01-06",32.84
"313","2015-01-07",35.740002
"314","2015-01-08",36.02
"315","2015-01-09",33.91
"316","2015-01-12",33.869999
"317","2015-01-13",33.650002
"318","2015-01-14",34.549999
"319","2015-01-15",31.469999
"320","2015-01-16",31.870001
"321","2015-01-20",33.389999
"322","2015-01-21",31.91
"323","2015-01-22",32.599998
"324","2015-01-23",32.439999
"325","2015-01-26",33.099998
"326","2015-01-27",32.740002
"327","2015-01-28",32.310001
"328","2015-01-29",31.469999
"329","2015-01-30",31.620001
"330","2015-02-02",31.690001
"331","2015-02-03",31.370001
"332","2015-02-04",31.360001
"333","2015-02-05",33.490002
"334","2015-02-06",33.130001
"335","2015-02-09",32.25
"336","2015-02-10",33.389999
"337","2015-02-11",33.18
"338","2015-02-12",33.985001
"339","2015-02-13",34.09
"340","2015-02-17",36.549999
"341","2015-02-18",35.93
"342","2015-02-19",35.91
"343","2015-02-20",35.860001
"344","2015-02-23",35.130001
"345","2015-02-24",34.509998
"346","2015-02-25",34.299999
"347","2015-02-26",34.619999
"348","2015-02-27",34.57
"349","2015-03-02",34.700001
"350","2015-03-03",34.650002
"351","2015-03-04",34.619999
"352","2015-03-05",35.580002
"353","2015-03-06",35.360001
"354","2015-03-09",34.400002
"355","2015-03-10",34.630001
"356","2015-03-11",35.709999
"357","2015-03-12",35.25
"358","2015-03-13",34.77
"359","2015-03-16",34.939999
"360","2015-03-17",35.380001
"361","2015-03-18",37.16
"362","2015-03-19",39.169998
"363","2015-03-20",36.25
"364","2015-03-23",33.889999
"365","2015-03-24",33.209999
"366","2015-03-25",30.9
"367","2015-03-26",30.77
"368","2015-03-27",31.93
"369","2015-03-30",32.110001
"370","2015-03-31",31.370001
"371","2015-04-01",31.549999
"372","2015-04-02",31.639999
"373","2015-04-06",32.029999
"374","2015-04-07",33.259998
"375","2015-04-08",33.400002
"376","2015-04-09",33.299999
"377","2015-04-10",34.43
"378","2015-04-13",34.779999
"379","2015-04-14",34.16
"380","2015-04-15",33.959999
"381","2015-04-16",33.59
"382","2015-04-17",32.849998
"383","2015-04-20",33.43
"384","2015-04-21",33.779999
"385","2015-04-22",33.73
"386","2015-04-23",33.869999
"387","2015-04-24",33.959999
"388","2015-04-27",32.119999
"389","2015-04-28",32.02
"390","2015-04-29",31.870001
"391","2015-04-30",28.610001
"392","2015-05-01",29.75
"393","2015-05-04",29.73
"394","2015-05-05",27.17
"395","2015-05-06",27.85
"396","2015-05-07",29.74
"397","2015-05-08",29.09
"398","2015-05-11",30.24
"399","2015-05-12",30.690001
"400","2015-05-13",29.68
"401","2015-05-14",30.42
"402","2015-05-15",30.84
"403","2015-05-18",32.830002
"404","2015-05-19",31.92
"405","2015-05-20",32.34
"406","2015-05-21",31.129999
"407","2015-05-22",31.5
"408","2015-05-26",32.040001
"409","2015-05-27",31.9
"410","2015-05-28",31.969999
"411","2015-05-29",32.349998
"412","2015-06-01",31.969999
"413","2015-06-02",32.23
"414","2015-06-03",32.830002
"415","2015-06-04",32.73
"416","2015-06-05",33.689999
"417","2015-06-08",32.82
"418","2015-06-09",31.57
"419","2015-06-10",31.85
"420","2015-06-11",33.740002
"421","2015-06-12",33.970001
"422","2015-06-15",35.360001
"423","2015-06-16",34.290001
"424","2015-06-17",34.990002
"425","2015-06-18",36.84
"426","2015-06-19",36.5
