"","date","SPWH"
"237","2015-03-26",8
"238","2015-03-27",7.99
"239","2015-03-30",7.98
"240","2015-03-31",7.99
"241","2015-04-01",7.97
"242","2015-04-02",8.71
"243","2015-04-06",8.61
"244","2015-04-07",8.7
"245","2015-04-08",8.78
"246","2015-04-09",8.75
"247","2015-04-10",8.65
"248","2015-04-13",8.93
"249","2015-04-14",9.01
"250","2015-04-15",9.4
"251","2015-04-16",9.56
"252","2015-04-17",9.25
"253","2015-04-20",9.51
"254","2015-04-21",9.36
"255","2015-04-22",9.36
"256","2015-04-23",9.54
"257","2015-04-24",9.53
"258","2015-04-27",9.6
"259","2015-04-28",9.71
"260","2015-04-29",9.61
"261","2015-04-30",9.63
"262","2015-05-01",9.41
"263","2015-05-04",9.61
"264","2015-05-05",9.55
"265","2015-05-06",9.61
"266","2015-05-07",9.62
"267","2015-05-08",9.84
"268","2015-05-11",9.93
"269","2015-05-12",9.95
"270","2015-05-13",9.97
"271","2015-05-14",9.83
"272","2015-05-15",10.09
"273","2015-05-18",9.92
"274","2015-05-19",9.66
"275","2015-05-20",9.48
"276","2015-05-21",9.32
"277","2015-05-22",9.58
"278","2015-05-26",9.48
"279","2015-05-27",9.4
"280","2015-05-28",9.56
"281","2015-05-29",9.69
"282","2015-06-01",9.6
"283","2015-06-02",9.88
"284","2015-06-03",10.15
"285","2015-06-04",10.17
"286","2015-06-05",10.4
"287","2015-06-08",10.27
"288","2015-06-09",10.82
"289","2015-06-10",10.94
"290","2015-06-11",10.95
"291","2015-06-12",10.93
"292","2015-06-15",11.43
"293","2015-06-16",11.91
"294","2015-06-17",11.95
"295","2015-06-18",11.7
"296","2015-06-19",11.83
"297","2015-06-22",11.92
"298","2015-06-23",11.82
"299","2015-06-24",11.7
"300","2015-06-25",11.96
"301","2015-06-26",11.57
"302","2015-06-29",11.43
"303","2015-06-30",11.37
"304","2015-07-01",11.86
"305","2015-07-02",11.74
"306","2015-07-06",12.1
"307","2015-07-07",12.43
"308","2015-07-08",12.05
"309","2015-07-09",12.3
"310","2015-07-10",12.53
"311","2015-07-13",12.64
"312","2015-07-14",12.57
"313","2015-07-15",12.61
"314","2015-07-16",12.72
"315","2015-07-17",12.71
"316","2015-07-20",12.67
"317","2015-07-21",12.55
"318","2015-07-22",12.58
"319","2015-07-23",11.94
"320","2015-07-24",11.48
"321","2015-07-27",11.42
"322","2015-07-28",11.39
"323","2015-07-29",11.28
"324","2015-07-30",11.52
"325","2015-07-31",11.69
"326","2015-08-03",11.51
"327","2015-08-04",11.87
"328","2015-08-05",11.96
"329","2015-08-06",11.84
"330","2015-08-07",11.96
"331","2015-08-10",11.98
"332","2015-08-11",11.67
"333","2015-08-12",11.51
"334","2015-08-13",11.84
"335","2015-08-14",12.26
"336","2015-08-17",12.36
"337","2015-08-18",12.31
"338","2015-08-19",12.22
"339","2015-08-20",12
"340","2015-08-21",11.78
"341","2015-08-24",11.5
"342","2015-08-25",11.54
"343","2015-08-26",11.98
"344","2015-08-27",11.86
"345","2015-08-28",12.92
"346","2015-08-31",12.92
"347","2015-09-01",12.75
"348","2015-09-02",13.21
"349","2015-09-03",13.19
"350","2015-09-04",13.09
"351","2015-09-08",13.25
"352","2015-09-09",13.57
"353","2015-09-10",13.86
"354","2015-09-11",13.86
"355","2015-09-14",14.06
"356","2015-09-15",14.14
"357","2015-09-16",14.16
"358","2015-09-17",14.26
"359","2015-09-18",14.04
"360","2015-09-21",13.99
"361","2015-09-22",13.35
"362","2015-09-23",13.3
"363","2015-09-24",12.54
"364","2015-09-25",12.04
"365","2015-09-28",12.09
"366","2015-09-29",12.29
"367","2015-09-30",12.32
"368","2015-10-01",12.17
"369","2015-10-02",11.92
"370","2015-10-05",12.27
"371","2015-10-06",12.08
"372","2015-10-07",12.55
"373","2015-10-08",12.32
"374","2015-10-09",12.22
"375","2015-10-12",12.12
"376","2015-10-13",12.25
"377","2015-10-14",11.92
"378","2015-10-15",11.95
"379","2015-10-16",12.1
"380","2015-10-19",12.13
"381","2015-10-20",12.11
"382","2015-10-21",12.1
"383","2015-10-22",11.36
"384","2015-10-23",10.55
"385","2015-10-26",10.6
"386","2015-10-27",10.31
"387","2015-10-28",10.77
"388","2015-10-29",10.7
"389","2015-10-30",10.76
"390","2015-11-02",10.74
"391","2015-11-03",10.95
"392","2015-11-04",10.85
"393","2015-11-05",11.29
"394","2015-11-06",11.76
"395","2015-11-09",11.57
"396","2015-11-10",11.64
"397","2015-11-11",11.51
"398","2015-11-12",11.39
"399","2015-11-13",10.51
"400","2015-11-16",10.38
"401","2015-11-17",9.6
"402","2015-11-18",9.61
"403","2015-11-19",9.34
"404","2015-11-20",11.42
"405","2015-11-23",11.45
"406","2015-11-24",11.6
"407","2015-11-25",11.64
"408","2015-11-27",11.48
"409","2015-11-30",11.45
"410","2015-12-01",11.22
"411","2015-12-02",11.42
"412","2015-12-03",11.62
"413","2015-12-04",11.98
"414","2015-12-07",11.79
"415","2015-12-08",11.73
"416","2015-12-09",11.33
"417","2015-12-10",11.53
"418","2015-12-11",11.5
"419","2015-12-14",11.6
"420","2015-12-15",11.43
"421","2015-12-16",12.01
"422","2015-12-17",12.12
"423","2015-12-18",11.96
"424","2015-12-21",12.75
"425","2015-12-22",12.63
"426","2015-12-23",12.82
"427","2015-12-24",12.84
"428","2015-12-28",13.07
"429","2015-12-29",13.02
"430","2015-12-30",12.94
"431","2015-12-31",12.9
"432","2016-01-04",12.85
"433","2016-01-05",13.25
"434","2016-01-06",13.26
"435","2016-01-07",13.34
"436","2016-01-08",12.81
"437","2016-01-11",12.87
"438","2016-01-12",13.6
"439","2016-01-13",13.2
"440","2016-01-14",12.77
"441","2016-01-15",12.73
"442","2016-01-19",12.7
"443","2016-01-20",12.35
"444","2016-01-21",12.59
"445","2016-01-22",12.74
"446","2016-01-25",12.71
"447","2016-01-26",12.78
"448","2016-01-27",12.42
"449","2016-01-28",12.28
"450","2016-01-29",13.11
"451","2016-02-01",12.77
"452","2016-02-02",12.86
"453","2016-02-03",13.04
"454","2016-02-04",12.37
"455","2016-02-05",11.77
"456","2016-02-08",11.25
"457","2016-02-09",11.35
"458","2016-02-10",11.48
"459","2016-02-11",11.4
"460","2016-02-12",11.81
"461","2016-02-16",12.35
"462","2016-02-17",12.25
"463","2016-02-18",12.29
"464","2016-02-19",12.2
"465","2016-02-22",12.29
"466","2016-02-23",12.24
"467","2016-02-24",12.78
"468","2016-02-25",12.76
"469","2016-02-26",12.8
"470","2016-02-29",12.97
"471","2016-03-01",13.11
"472","2016-03-02",12.92
"473","2016-03-03",13
"474","2016-03-04",13.42
"475","2016-03-07",13.32
"476","2016-03-08",13.22
"477","2016-03-09",13.15
"478","2016-03-10",13.185
"479","2016-03-11",13.34
"480","2016-03-14",13.11
"481","2016-03-15",12.93
"482","2016-03-16",12.98
"483","2016-03-17",13.33
"484","2016-03-18",13.32
"485","2016-03-21",13.46
"486","2016-03-22",13.97
"487","2016-03-23",13.79
"488","2016-03-24",12.23
"489","2016-03-28",12.28
"490","2016-03-29",12.63
"491","2016-03-30",12.47
"492","2016-03-31",12.6
"493","2016-04-01",12.1
"494","2016-04-04",11.62
"495","2016-04-05",11.95
"496","2016-04-06",12.22
"497","2016-04-07",12.11
"498","2016-04-08",12.26
"499","2016-04-11",12.21
"500","2016-04-12",11.67
"501","2016-04-13",11.3
"502","2016-04-14",11.26
"503","2016-04-15",11.25
"504","2016-04-18",11.33
"505","2016-04-19",11.62
"506","2016-04-20",11.67
"507","2016-04-21",11.33
"508","2016-04-22",11.15
"509","2016-04-25",11.2
"510","2016-04-26",11.31
"511","2016-04-27",11.18
"512","2016-04-28",11.26
"513","2016-04-29",11.38
"514","2016-05-02",11.205
"515","2016-05-03",11.5
"516","2016-05-04",11.37
"517","2016-05-05",11.2
"518","2016-05-06",11.2
"519","2016-05-09",11.465
"520","2016-05-10",11.4
"521","2016-05-11",10.81
"522","2016-05-12",10.55
"523","2016-05-13",10.47
"524","2016-05-16",10.51
"525","2016-05-17",10.1
"526","2016-05-18",9.75
"527","2016-05-19",9.81
"528","2016-05-20",9.96
"529","2016-05-23",10.01
"530","2016-05-24",9.8
"531","2016-05-25",8.73
"532","2016-05-26",8.79
"533","2016-05-27",8.8
"534","2016-05-31",8.64
"535","2016-06-01",8.39
"536","2016-06-02",8.51
"537","2016-06-03",8.28
"538","2016-06-06",8.1
"539","2016-06-07",8.21
"540","2016-06-08",8.47
"541","2016-06-09",8.34
"542","2016-06-10",8.25
"543","2016-06-13",8.04
"544","2016-06-14",7.83
"545","2016-06-15",7.98
"546","2016-06-16",8.01
"547","2016-06-17",8.06
"548","2016-06-20",8.17
"549","2016-06-21",8.16
"550","2016-06-22",8.03
"551","2016-06-23",8.07
"552","2016-06-24",7.99
"553","2016-06-27",7.77
"554","2016-06-28",7.86
"555","2016-06-29",8.08
"556","2016-06-30",8.06
"557","2016-07-01",8.29
"558","2016-07-05",8.32
"559","2016-07-06",8.87
"560","2016-07-07",8.88
"561","2016-07-08",9.54
"562","2016-07-11",9.6
"563","2016-07-12",9.41
"564","2016-07-13",9.23
"565","2016-07-14",9.4
"566","2016-07-15",9.41
"567","2016-07-18",9.53
"568","2016-07-19",9.36
"569","2016-07-20",9.6
"570","2016-07-21",9.51
"571","2016-07-22",9.7
"572","2016-07-25",10.18
"573","2016-07-26",10.4
"574","2016-07-27",10.5
"575","2016-07-28",10.46
"576","2016-07-29",10.18
"577","2016-08-01",10.06
"578","2016-08-02",9.9
"579","2016-08-03",10.19
"580","2016-08-04",10.21
"581","2016-08-05",10.55
"582","2016-08-08",10.38
"583","2016-08-09",10.25
"584","2016-08-10",10.34
"585","2016-08-11",10.68
"586","2016-08-12",10.73
"587","2016-08-15",10.77
"588","2016-08-16",10.78
"589","2016-08-17",10.54
"590","2016-08-18",10.99
"591","2016-08-19",10.94
"592","2016-08-22",10.87
"593","2016-08-23",11.14
"594","2016-08-24",11
"595","2016-08-25",10.6
"596","2016-08-26",10.6
"597","2016-08-29",10.62
"598","2016-08-30",10.42
"599","2016-08-31",10.25
"600","2016-09-01",10.48
"601","2016-09-02",10.44
"602","2016-09-06",10.45
"603","2016-09-07",10.39
"604","2016-09-08",10.21
"605","2016-09-09",9.77
"606","2016-09-12",9.74
"607","2016-09-13",9.61
"608","2016-09-14",9.6
"609","2016-09-15",9.67
"610","2016-09-16",9.77
"611","2016-09-19",9.78
"612","2016-09-20",9.64
"613","2016-09-21",9.82
"614","2016-09-22",10.07
"615","2016-09-23",10.36
"616","2016-09-26",10.35
"617","2016-09-27",10.46
"618","2016-09-28",10.47
"619","2016-09-29",10.34
"620","2016-09-30",10.52
"621","2016-10-03",10.85
"622","2016-10-04",10.92
"623","2016-10-05",10.76
"624","2016-10-06",10.8
"625","2016-10-07",10.75
"626","2016-10-10",10.75
"627","2016-10-11",10.61
"628","2016-10-12",10.59
"629","2016-10-13",10.56
"630","2016-10-14",10.38
"631","2016-10-17",10.16
"632","2016-10-18",10.15
"633","2016-10-19",10.13
"634","2016-10-20",10.17
"635","2016-10-21",9.96
"636","2016-10-24",10.14
"637","2016-10-25",9.77
"638","2016-10-26",9.49
"639","2016-10-27",9.14
"640","2016-10-28",9.09
"641","2016-10-31",9.2
"642","2016-11-01",9.14
"643","2016-11-02",9.2
"644","2016-11-03",9.08
"645","2016-11-04",9.06
"646","2016-11-07",9.43
"647","2016-11-08",9.41
"648","2016-11-09",9.03
"649","2016-11-10",8.81
"650","2016-11-11",7.91
"651","2016-11-14",8.15
"652","2016-11-15",8.19
"653","2016-11-16",8.19
"654","2016-11-17",8.22
"655","2016-11-18",8.58
"656","2016-11-21",8.79
"657","2016-11-22",9.14
"658","2016-11-23",8.93
"659","2016-11-25",8.86
"660","2016-11-28",9.1
"661","2016-11-29",9.25
"662","2016-11-30",9
"663","2016-12-01",9.08
"664","2016-12-02",9.02
"665","2016-12-05",9.27
"666","2016-12-06",9.39
"667","2016-12-07",9.44
"668","2016-12-08",9.53
"669","2016-12-09",9.59
"670","2016-12-12",9.24
"671","2016-12-13",9.15
"672","2016-12-14",9.27
"673","2016-12-15",9.43
"674","2016-12-16",9.62
"675","2016-12-19",9.68
"676","2016-12-20",9.83
"677","2016-12-21",9.75
"678","2016-12-22",9.39
"679","2016-12-23",9.44
"680","2016-12-27",9.46
"681","2016-12-28",9.33
"682","2016-12-29",9.41
"683","2016-12-30",9.39
"684","2017-01-03",9.54
"685","2017-01-04",9.44
"686","2017-01-05",9.31
"687","2017-01-06",9
"688","2017-01-09",8.99
"689","2017-01-10",9.04
"690","2017-01-11",8.76
"691","2017-01-12",8.61
"692","2017-01-13",8.37
"693","2017-01-17",8.51
"694","2017-01-18",8.43
"695","2017-01-19",8.24
"696","2017-01-20",8.09
"697","2017-01-23",7.97
"698","2017-01-24",8.08
"699","2017-01-25",8.19
"700","2017-01-26",8.01
"701","2017-01-27",7.89
"702","2017-01-30",7.51
"703","2017-01-31",7.44
"704","2017-02-01",7.34
"705","2017-02-02",7.21
"706","2017-02-03",6.85
"707","2017-02-06",6.43
"708","2017-02-07",6.4
"709","2017-02-08",6.63
"710","2017-02-09",5.98
"711","2017-02-10",6.11
"712","2017-02-13",5.57
"713","2017-02-14",5.73
"714","2017-02-15",5.55
"715","2017-02-16",5.2
"716","2017-02-17",5.26
"717","2017-02-21",5.42
"718","2017-02-22",5.28
"719","2017-02-23",5.11
"720","2017-02-24",5.09
"721","2017-02-27",5.14
"722","2017-02-28",4.85
"723","2017-03-01",4.71
"724","2017-03-02",4.84
"725","2017-03-03",4.64
"726","2017-03-06",4.49
"727","2017-03-07",4.24
"728","2017-03-08",4.49
"729","2017-03-09",4.24
"730","2017-03-10",4.29
"731","2017-03-13",4.39
"732","2017-03-14",4.34
"733","2017-03-15",4.48
"734","2017-03-16",4.63
"735","2017-03-17",4.56
"736","2017-03-20",4.87
"737","2017-03-21",4.67
"738","2017-03-22",4.66
"739","2017-03-23",5.03
"740","2017-03-24",4.64
"741","2017-03-27",4.44
"742","2017-03-28",4.4
"743","2017-03-29",4.68
"744","2017-03-30",4.84
"745","2017-03-31",4.78
"746","2017-04-03",4.86
"747","2017-04-04",4.69
"748","2017-04-05",4.7
"749","2017-04-06",4.79
"750","2017-04-07",4.64
"751","2017-04-10",4.68
"752","2017-04-11",4.87
"753","2017-04-12",4.58
"754","2017-04-13",4.62
"755","2017-04-17",4.39
"756","2017-04-18",4.48
"757","2017-04-19",4.41
"758","2017-04-20",4.41
"759","2017-04-21",4.47
"760","2017-04-24",4.49
"761","2017-04-25",4.23
"762","2017-04-26",4.21
"763","2017-04-27",4.16
"764","2017-04-28",4.09
"765","2017-05-01",4.15
"766","2017-05-02",4.31
"767","2017-05-03",4.17
"768","2017-05-04",4.1
"769","2017-05-05",4.12
"770","2017-05-08",4.32
"771","2017-05-09",4.69
"772","2017-05-10",4.74
"773","2017-05-11",4.78
"774","2017-05-12",5.17
"775","2017-05-15",4.78
"776","2017-05-16",4.64
"777","2017-05-17",4.85
"778","2017-05-18",4.73
"779","2017-05-19",5.7
"780","2017-05-22",5.65
"781","2017-05-23",5.42
"782","2017-05-24",5.55
"783","2017-05-25",5.75
"784","2017-05-26",5.81
"785","2017-05-30",5.77
"786","2017-05-31",5.83
"787","2017-06-01",6.27
"788","2017-06-02",5.89
"789","2017-06-05",5.55
"790","2017-06-06",5.46
"791","2017-06-07",5.33
"792","2017-06-08",5.39
"793","2017-06-09",5.74
"794","2017-06-12",5.86
"795","2017-06-13",5.84
"796","2017-06-14",5.85
"797","2017-06-15",5.7
"798","2017-06-16",5.66
"799","2017-06-19",5.44
"800","2017-06-20",5.42
"801","2017-06-21",5.27
"802","2017-06-22",5.26
"803","2017-06-23",5.37
"804","2017-06-26",5.42
"805","2017-06-27",5.43
"806","2017-06-28",5.45
"807","2017-06-29",5.47
"808","2017-06-30",5.4
"809","2017-07-03",5.45
"810","2017-07-05",5.33
"811","2017-07-06",5.33
"812","2017-07-07",5.31
"813","2017-07-10",5.14
"814","2017-07-11",5.11
"815","2017-07-12",4.96
"816","2017-07-13",5.04
"817","2017-07-14",5.08
"818","2017-07-17",5.07
"819","2017-07-18",4.88
"820","2017-07-19",4.64
"821","2017-07-20",4.55
"822","2017-07-21",4.44
"823","2017-07-24",4.23
"824","2017-07-25",4.34
"825","2017-07-26",4.27
"826","2017-07-27",4.64
"827","2017-07-28",4.47
"828","2017-07-31",4.53
"829","2017-08-01",4.55
"830","2017-08-02",4.47
"831","2017-08-03",4.51
"832","2017-08-04",4.25
"833","2017-08-07",4.31
"834","2017-08-08",4.18
"835","2017-08-09",4.24
"836","2017-08-10",4.14
"837","2017-08-11",4.22
"838","2017-08-14",4.2
"839","2017-08-15",3.52
"840","2017-08-16",3.58
"841","2017-08-17",3.46
"842","2017-08-18",4.34
"843","2017-08-21",4.04
"844","2017-08-22",4.08
"845","2017-08-23",4.09
"846","2017-08-24",4.06
"847","2017-08-25",4.26
"848","2017-08-28",4.06
"849","2017-08-29",4
"850","2017-08-30",4.14
"851","2017-08-31",4.15
"852","2017-09-01",4.21
"853","2017-09-05",4.23
"854","2017-09-06",4.25
"855","2017-09-07",4.35
"856","2017-09-08",4.22
"857","2017-09-11",4.36
"858","2017-09-12",4.42
"859","2017-09-13",4.49
"860","2017-09-14",4.41
"861","2017-09-15",4.42
"862","2017-09-18",4.3
"863","2017-09-19",4.3
"864","2017-09-20",4.34
"865","2017-09-21",4.4
"866","2017-09-22",4.41
"867","2017-09-25",4.49
"868","2017-09-26",4.5
"869","2017-09-27",4.45
"870","2017-09-28",4.52
"871","2017-09-29",4.51
"872","2017-10-02",4.42
"873","2017-10-03",4.5
"874","2017-10-04",4.42
"875","2017-10-05",4.36
"876","2017-10-06",4.4
"877","2017-10-09",4.35
"878","2017-10-10",4.36
"879","2017-10-11",4.36
"880","2017-10-12",4.3
"881","2017-10-13",4.32
"882","2017-10-16",4.35
"883","2017-10-17",4.42
"884","2017-10-18",4.55
"885","2017-10-19",4.3
"886","2017-10-20",4.26
"887","2017-10-23",4.28
"888","2017-10-24",4.27
"889","2017-10-25",4.19
"890","2017-10-26",4.23
"891","2017-10-27",4.09
"892","2017-10-30",4.11
"893","2017-10-31",4.1
"894","2017-11-01",4.13
"895","2017-11-02",4.18
"896","2017-11-03",4.08
"897","2017-11-06",4.02
"898","2017-11-07",4
"899","2017-11-08",3.99
"900","2017-11-09",3.88
"901","2017-11-10",3.9
"902","2017-11-13",3.8
"903","2017-11-14",3.88
"904","2017-11-15",3.96
"905","2017-11-16",3.98
"906","2017-11-17",4.68
"907","2017-11-20",4.63
"908","2017-11-21",4.6
"909","2017-11-22",4.52
"910","2017-11-24",4.61
"911","2017-11-27",4.64
"912","2017-11-28",5.07
"913","2017-11-29",5.18
"914","2017-11-30",5.04
"915","2017-12-01",5.22
"916","2017-12-04",5.42
"917","2017-12-05",5.21
"918","2017-12-06",5.17
"919","2017-12-07",5.27
"920","2017-12-08",5.45
"921","2017-12-11",5.41
"922","2017-12-12",5.44
"923","2017-12-13",5.73
"924","2017-12-14",5.68
"925","2017-12-15",5.83
"926","2017-12-18",5.84
"927","2017-12-19",5.89
"928","2017-12-20",6.1
"929","2017-12-21",6.17
"930","2017-12-22",6.14
"931","2017-12-26",6.39
"932","2017-12-27",6.57
"933","2017-12-28",6.69
"934","2017-12-29",6.61
"935","2018-01-02",6.74
"936","2018-01-03",6.43
"937","2018-01-04",6.1
"938","2018-01-05",5.77
"939","2018-01-08",5.71
"940","2018-01-09",5.33
"941","2018-01-10",5.27
"942","2018-01-11",5.41
"943","2018-01-12",5.36
"944","2018-01-16",5.31
"945","2018-01-17",5.36
"946","2018-01-18",5.41
"947","2018-01-19",5.51
"948","2018-01-22",5.59
"949","2018-01-23",5.39
"950","2018-01-24",5.36
"951","2018-01-25",5.11
"952","2018-01-26",5.2
"953","2018-01-29",5.23
"954","2018-01-30",5.17
"955","2018-01-31",5.07
"956","2018-02-01",4.91
"957","2018-02-02",4.91
"958","2018-02-05",4.89
"959","2018-02-06",4.92
"960","2018-02-07",5
"961","2018-02-08",5
"962","2018-02-09",5.09
"963","2018-02-12",4.8
"964","2018-02-13",4.84
"965","2018-02-14",4.97
"966","2018-02-15",5.01
"967","2018-02-16",5.25
"968","2018-02-20",5.15
"969","2018-02-21",5.15
"970","2018-02-22",5.08
"971","2018-02-23",5.05
"972","2018-02-26",5.13
"973","2018-02-27",5.08
"974","2018-02-28",4.85
"975","2018-03-01",5.01
"976","2018-03-02",5.03
"977","2018-03-05",5.1
"978","2018-03-06",5.02
"979","2018-03-07",5.09
"980","2018-03-08",4.86
"981","2018-03-09",4.76
"982","2018-03-12",4.75
"983","2018-03-13",4.85
"984","2018-03-14",4.75
"985","2018-03-15",4.01
"986","2018-03-16",4.04
"987","2018-03-19",3.92
"988","2018-03-20",3.83
"989","2018-03-21",3.82
"990","2018-03-22",3.83
"991","2018-03-23",3.71
"992","2018-03-26",3.77
"993","2018-03-27",3.81
"994","2018-03-28",4.14
"995","2018-03-29",4.08
"996","2018-04-02",3.99
"997","2018-04-03",4.24
"998","2018-04-04",4.59
"999","2018-04-05",4.8
"1000","2018-04-06",4.99
"1001","2018-04-09",4.91
