"","date","WMK"
"1","2007-01-03",40.099998
"2","2007-01-04",40.450001
"3","2007-01-05",40.380001
"4","2007-01-08",40.400002
"5","2007-01-09",40.73
"6","2007-01-10",41.669998
"7","2007-01-11",42.25
"8","2007-01-12",42.75
"9","2007-01-16",42
"10","2007-01-17",42.02
"11","2007-01-18",42.150002
"12","2007-01-19",42.41
"13","2007-01-22",42.110001
"14","2007-01-23",42.029999
"15","2007-01-24",42.259998
"16","2007-01-25",42.16
"17","2007-01-26",42.419998
"18","2007-01-29",42.599998
"19","2007-01-30",43.080002
"20","2007-01-31",43.279999
"21","2007-02-01",44.16
"22","2007-02-02",43.75
"23","2007-02-05",43.740002
"24","2007-02-06",43.77
"25","2007-02-07",43.720001
"26","2007-02-08",43.599998
"27","2007-02-09",43.790001
"28","2007-02-12",43.490002
"29","2007-02-13",43.700001
"30","2007-02-14",43.66
"31","2007-02-15",43.57
"32","2007-02-16",43.459999
"33","2007-02-20",43.709999
"34","2007-02-21",43.599998
"35","2007-02-22",43.779999
"36","2007-02-23",43.689999
"37","2007-02-26",43.700001
"38","2007-02-27",43.560001
"39","2007-02-28",43.5
"40","2007-03-01",43.549999
"41","2007-03-02",43.099998
"42","2007-03-05",42.900002
"43","2007-03-06",44.490002
"44","2007-03-07",44.029999
"45","2007-03-08",43.869999
"46","2007-03-09",43.990002
"47","2007-03-12",44.049999
"48","2007-03-13",43.25
"49","2007-03-14",43.470001
"50","2007-03-15",43.75
"51","2007-03-16",43.470001
"52","2007-03-19",44.580002
"53","2007-03-20",44.290001
"54","2007-03-21",44.799999
"55","2007-03-22",44.889999
"56","2007-03-23",45.419998
"57","2007-03-26",45.540001
"58","2007-03-27",45.099998
"59","2007-03-28",44.709999
"60","2007-03-29",44.75
"61","2007-03-30",44.700001
"62","2007-04-02",44.799999
"63","2007-04-03",45.16
"64","2007-04-04",44.779999
"65","2007-04-05",44.75
"66","2007-04-09",44.299999
"67","2007-04-10",44.459999
"68","2007-04-11",43.169998
"69","2007-04-12",43.830002
"70","2007-04-13",43.560001
"71","2007-04-16",44.330002
"72","2007-04-17",44.330002
"73","2007-04-18",43.689999
"74","2007-04-19",43
"75","2007-04-20",43.73
"76","2007-04-23",44.360001
"77","2007-04-24",44.02
"78","2007-04-25",44.279999
"79","2007-04-26",43.860001
"80","2007-04-27",43.740002
"81","2007-04-30",43.040001
"82","2007-05-01",43.32
"83","2007-05-02",43.5
"84","2007-05-03",43.5
"85","2007-05-04",43.169998
"86","2007-05-07",43
"87","2007-05-08",42.240002
"88","2007-05-09",43.029999
"89","2007-05-10",41.950001
"90","2007-05-11",42.389999
"91","2007-05-14",41.700001
"92","2007-05-15",41.060001
"93","2007-05-16",42.139999
"94","2007-05-17",41.259998
"95","2007-05-18",41.07
"96","2007-05-21",41.52
"97","2007-05-22",41.889999
"98","2007-05-23",41.709999
"99","2007-05-24",41.5
"100","2007-05-25",42.009998
"101","2007-05-29",42.400002
"102","2007-05-30",42.650002
"103","2007-05-31",42.880001
"104","2007-06-01",43.150002
"105","2007-06-04",42.970001
"106","2007-06-05",42.98
"107","2007-06-06",42.709999
"108","2007-06-07",41.959999
"109","2007-06-08",42.400002
"110","2007-06-11",42.040001
"111","2007-06-12",41.509998
"112","2007-06-13",42.150002
"113","2007-06-14",42.25
"114","2007-06-15",42.599998
"115","2007-06-18",42
"116","2007-06-19",41.849998
"117","2007-06-20",41.950001
"118","2007-06-21",42.119999
"119","2007-06-22",40.860001
"120","2007-06-25",41.48
"121","2007-06-26",40.900002
"122","2007-06-27",41.099998
"123","2007-06-28",41.029999
"124","2007-06-29",40.509998
"125","2007-07-02",41.700001
"126","2007-07-03",42.110001
"127","2007-07-05",42
"128","2007-07-06",42.349998
"129","2007-07-09",42.91
"130","2007-07-10",42.490002
"131","2007-07-11",41.799999
"132","2007-07-12",44.220001
"133","2007-07-13",43.66
"134","2007-07-16",43.59
"135","2007-07-17",43.259998
"136","2007-07-18",42.970001
"137","2007-07-19",43.110001
"138","2007-07-20",42.880001
"139","2007-07-23",43.619999
"140","2007-07-24",42.32
"141","2007-07-25",43.450001
"142","2007-07-26",41.490002
"143","2007-07-27",39.759998
"144","2007-07-30",40.209999
"145","2007-07-31",39.299999
"146","2007-08-01",40.02
"147","2007-08-02",40.529999
"148","2007-08-03",38.950001
"149","2007-08-06",40.549999
"150","2007-08-07",40.84
"151","2007-08-08",42.099998
"152","2007-08-09",42.540001
"153","2007-08-10",43.639999
"154","2007-08-13",41.880001
"155","2007-08-14",41.25
"156","2007-08-15",41.669998
"157","2007-08-16",44.950001
"158","2007-08-17",46.049999
"159","2007-08-20",45.029999
"160","2007-08-21",44.380001
"161","2007-08-22",42.950001
"162","2007-08-23",42.400002
"163","2007-08-24",43.740002
"164","2007-08-27",43.130001
"165","2007-08-28",41.720001
"166","2007-08-29",42.900002
"167","2007-08-30",42.470001
"168","2007-08-31",42.98
"169","2007-09-04",43.049999
"170","2007-09-05",41.220001
"171","2007-09-06",42.060001
"172","2007-09-07",40.610001
"173","2007-09-10",40.599998
"174","2007-09-11",41.099998
"175","2007-09-12",40.889999
"176","2007-09-13",40.900002
"177","2007-09-14",40.869999
"178","2007-09-17",40.860001
"179","2007-09-18",41.75
"180","2007-09-19",42.82
"181","2007-09-20",42.66
"182","2007-09-21",42.75
"183","2007-09-24",42.060001
"184","2007-09-25",41.970001
"185","2007-09-26",42.68
"186","2007-09-27",43.380001
"187","2007-09-28",42.689999
"188","2007-10-01",43.189999
"189","2007-10-02",42.98
"190","2007-10-03",42.59
"191","2007-10-04",42.57
"192","2007-10-05",43
"193","2007-10-08",42.529999
"194","2007-10-09",42.700001
"195","2007-10-10",42.41
"196","2007-10-11",42.259998
"197","2007-10-12",42.82
"198","2007-10-15",42.029999
"199","2007-10-16",42
"200","2007-10-17",42.380001
"201","2007-10-18",42.349998
"202","2007-10-19",42.099998
"203","2007-10-22",42.299999
"204","2007-10-23",42.610001
"205","2007-10-24",41.880001
"206","2007-10-25",42.799999
"207","2007-10-26",43.959999
"208","2007-10-29",43.720001
"209","2007-10-30",43.610001
"210","2007-10-31",43.889999
"211","2007-11-01",41.66
"212","2007-11-02",42.099998
"213","2007-11-05",41.66
"214","2007-11-06",41.619999
"215","2007-11-07",40.580002
"216","2007-11-08",41.57
"217","2007-11-09",41.09
"218","2007-11-12",41.330002
"219","2007-11-13",41.73
"220","2007-11-14",42.349998
"221","2007-11-15",42.380001
"222","2007-11-16",42.240002
"223","2007-11-19",41.619999
"224","2007-11-20",41.82
"225","2007-11-21",40.939999
"226","2007-11-23",41.610001
"227","2007-11-26",40.130001
"228","2007-11-27",41.110001
"229","2007-11-28",42.700001
"230","2007-11-29",41.580002
"231","2007-11-30",40.919998
"232","2007-12-03",40.75
"233","2007-12-04",40.66
"234","2007-12-05",41.490002
"235","2007-12-06",41.549999
"236","2007-12-07",41
"237","2007-12-10",41.099998
"238","2007-12-11",39.939999
"239","2007-12-12",40.75
"240","2007-12-13",41.02
"241","2007-12-14",39.68
"242","2007-12-17",39.5
"243","2007-12-18",40.07
"244","2007-12-19",40.389999
"245","2007-12-20",40.84
"246","2007-12-21",41
"247","2007-12-24",41.549999
"248","2007-12-26",41.689999
"249","2007-12-27",40.389999
"250","2007-12-28",39.900002
"251","2007-12-31",39.939999
"252","2008-01-02",39.279999
"253","2008-01-03",39.290001
"254","2008-01-04",38.509998
"255","2008-01-07",38.849998
"256","2008-01-08",37.959999
"257","2008-01-09",38.240002
"258","2008-01-10",38.349998
"259","2008-01-11",37.849998
"260","2008-01-14",37.84
"261","2008-01-15",37.880001
"262","2008-01-16",38.700001
"263","2008-01-17",38.369999
"264","2008-01-18",37.869999
"265","2008-01-22",37.950001
"266","2008-01-23",38.799999
"267","2008-01-24",38.299999
"268","2008-01-25",37.610001
"269","2008-01-28",37.869999
"270","2008-01-29",38.080002
"271","2008-01-30",37.650002
"272","2008-01-31",37.389999
"273","2008-02-01",38.41
"274","2008-02-04",37.889999
"275","2008-02-05",36.68
"276","2008-02-06",37.02
"277","2008-02-07",37.290001
"278","2008-02-08",36.900002
"279","2008-02-11",36.66
"280","2008-02-12",37
"281","2008-02-13",37.310001
"282","2008-02-14",35.919998
"283","2008-02-15",35.049999
"284","2008-02-19",34.880001
"285","2008-02-20",35.130001
"286","2008-02-21",34.48
"287","2008-02-22",34.599998
"288","2008-02-25",34.139999
"289","2008-02-26",33.720001
"290","2008-02-27",33.400002
