"","date","SSNC"
"316","2011-06-29",9.78
"317","2011-06-30",9.935
"318","2011-07-01",9.985
"319","2011-07-05",10.075
"320","2011-07-06",10.32
"321","2011-07-07",10.59
"322","2011-07-08",10.495
"323","2011-07-11",10.21
"324","2011-07-12",10.035
"325","2011-07-13",10.065
"326","2011-07-14",9.965
"327","2011-07-15",10
"328","2011-07-18",10.005
"329","2011-07-19",10.185
"330","2011-07-20",10.055
"331","2011-07-21",10.125
"332","2011-07-22",9.735
"333","2011-07-25",9.645
"334","2011-07-26",9.635
"335","2011-07-27",9.375
"336","2011-07-28",9.36
"337","2011-07-29",9.26
"338","2011-08-01",9.22
"339","2011-08-02",9.1
"340","2011-08-03",9.425
"341","2011-08-04",9.1
"342","2011-08-05",9.12
"343","2011-08-08",8.35
"344","2011-08-09",8.675
"345","2011-08-10",8.21
"346","2011-08-11",8.525
"347","2011-08-12",8.485
"348","2011-08-15",8.72
"349","2011-08-16",8.67
"350","2011-08-17",8.475
"351","2011-08-18",7.835
"352","2011-08-19",7.705
"353","2011-08-22",7.485
"354","2011-08-23",7.73
"355","2011-08-24",7.775
"356","2011-08-25",7.645
"357","2011-08-26",7.785
"358","2011-08-29",8.055
"359","2011-08-30",8.015
"360","2011-08-31",8.245
"361","2011-09-01",8.115
"362","2011-09-02",7.72
"363","2011-09-06",7.665
"364","2011-09-07",7.965
"365","2011-09-08",7.73
"366","2011-09-09",7.505
"367","2011-09-12",7.84
"368","2011-09-13",7.84
"369","2011-09-14",7.91
"370","2011-09-15",7.975
"371","2011-09-16",7.925
"372","2011-09-19",7.595
"373","2011-09-20",7.425
"374","2011-09-21",7.13
"375","2011-09-22",6.79
"376","2011-09-23",6.925
"377","2011-09-26",7
"378","2011-09-27",7.19
"379","2011-09-28",7.05
"380","2011-09-29",7.25
"381","2011-09-30",7.145
"382","2011-10-03",6.74
"383","2011-10-04",7.105
"384","2011-10-05",7.32
"385","2011-10-06",7.355
"386","2011-10-07",7.115
"387","2011-10-10",7.315
"388","2011-10-11",7.265
"389","2011-10-12",7.45
"390","2011-10-13",7.44
"391","2011-10-14",7.555
"392","2011-10-17",7.405
"393","2011-10-18",7.575
"394","2011-10-19",7.425
"395","2011-10-20",7.405
"396","2011-10-21",7.5
"397","2011-10-24",7.785
"398","2011-10-25",7.585
"399","2011-10-26",7.765
"400","2011-10-27",8.215
"401","2011-10-28",8.265
"402","2011-10-31",7.93
"403","2011-11-01",7.625
"404","2011-11-02",7.95
"405","2011-11-03",8.205
"406","2011-11-04",8.095
"407","2011-11-07",8.11
"408","2011-11-08",8.23
"409","2011-11-09",8.025
"410","2011-11-10",8.06
"411","2011-11-11",8.25
"412","2011-11-14",8.145
"413","2011-11-15",8.185
"414","2011-11-16",8.065
"415","2011-11-17",7.975
"416","2011-11-18",8.055
"417","2011-11-21",7.97
"418","2011-11-22",7.87
"419","2011-11-23",7.595
"420","2011-11-25",7.465
"421","2011-11-28",7.63
"422","2011-11-29",7.675
"423","2011-11-30",8.025
"424","2011-12-01",7.955
"425","2011-12-02",7.93
"426","2011-12-05",8.06
"427","2011-12-06",8.14
"428","2011-12-07",8.125
"429","2011-12-08",8.025
"430","2011-12-09",8.24
"431","2011-12-12",8.14
"432","2011-12-13",8.26
"433","2011-12-14",8.245
"434","2011-12-15",8.435
"435","2011-12-16",8.86
"436","2011-12-19",8.78
"437","2011-12-20",9.16
"438","2011-12-21",9.01
"439","2011-12-22",9.2
"440","2011-12-23",9.135
"441","2011-12-27",9.1
"442","2011-12-28",9
"443","2011-12-29",9.1
"444","2011-12-30",9.03
"445","2012-01-03",9.05
"446","2012-01-04",8.95
"447","2012-01-05",9.005
"448","2012-01-06",9
"449","2012-01-09",9.005
"450","2012-01-10",9.24
"451","2012-01-11",9.32
"452","2012-01-12",9.385
"453","2012-01-13",9.245
"454","2012-01-17",9.35
"455","2012-01-18",9.48
"456","2012-01-19",9.5
"457","2012-01-20",9.5
"458","2012-01-23",9.465
"459","2012-01-24",9.5
"460","2012-01-25",9.505
"461","2012-01-26",9.435
"462","2012-01-27",9.565
"463","2012-01-30",9.42
"464","2012-01-31",9.385
"465","2012-02-01",9.505
"466","2012-02-02",9.5
"467","2012-02-03",9.5
"468","2012-02-06",9.525
"469","2012-02-07",9.51
"470","2012-02-08",9.55
"471","2012-02-09",9.56
"472","2012-02-10",9.525
"473","2012-02-13",9.43
"474","2012-02-14",9.41
"475","2012-02-15",9.3
"476","2012-02-16",9.425
"477","2012-02-17",9.36
"478","2012-02-21",9.495
"479","2012-02-22",9.6
"480","2012-02-23",9.73
"481","2012-02-24",9.84
"482","2012-02-27",10.27
"483","2012-02-28",10.335
"484","2012-02-29",10.36
"485","2012-03-01",10.515
"486","2012-03-02",10.28
"487","2012-03-05",10.275
"488","2012-03-06",10.03
"489","2012-03-07",10.115
"490","2012-03-08",10.06
"491","2012-03-09",10.33
"492","2012-03-12",10.49
"493","2012-03-13",10.51
"494","2012-03-14",10.65
"495","2012-03-15",11.155
"496","2012-03-16",11.14
"497","2012-03-19",11.56
"498","2012-03-20",11.48
"499","2012-03-21",11.485
"500","2012-03-22",11.56
"501","2012-03-23",11.55
"502","2012-03-26",11.605
"503","2012-03-27",11.62
"504","2012-03-28",11.74
"505","2012-03-29",11.635
"506","2012-03-30",11.665
"507","2012-04-02",11.82
"508","2012-04-03",11.625
"509","2012-04-04",11.44
"510","2012-04-05",11.53
"511","2012-04-09",11.345
"512","2012-04-10",11.365
"513","2012-04-11",11.475
"514","2012-04-12",11.56
"515","2012-04-13",11.3
"516","2012-04-16",11.375
"517","2012-04-17",11.46
"518","2012-04-18",11.375
"519","2012-04-19",11.385
"520","2012-04-20",11.66
"521","2012-04-23",11.555
"522","2012-04-24",11.71
"523","2012-04-25",11.905
"524","2012-04-26",12.12
"525","2012-04-27",12.105
"526","2012-04-30",11.885
"527","2012-05-01",11.8
"528","2012-05-02",11.885
"529","2012-05-03",11.87
"530","2012-05-04",11.74
"531","2012-05-07",11.685
"532","2012-05-08",11.505
"533","2012-05-09",11.64
"534","2012-05-10",11.55
"535","2012-05-11",11.77
"536","2012-05-14",11.85
"537","2012-05-15",12.2
"538","2012-05-16",12.05
"539","2012-05-17",11.74
"540","2012-05-18",11.565
"541","2012-05-21",11.625
"542","2012-05-22",11.645
"543","2012-05-23",11.5
"544","2012-05-24",11.495
"545","2012-05-25",11.59
"546","2012-05-29",11.675
"547","2012-05-30",11.625
"548","2012-05-31",11.79
"549","2012-06-01",11.675
"550","2012-06-04",11.76
"551","2012-06-05",11.87
"552","2012-06-06",11.87
"553","2012-06-07",11.735
"554","2012-06-08",11.705
"555","2012-06-11",11.5
"556","2012-06-12",11.615
"557","2012-06-13",11.59
"558","2012-06-14",11.49
"559","2012-06-15",11.595
"560","2012-06-18",11.66
"561","2012-06-19",11.8
"562","2012-06-20",11.715
"563","2012-06-21",11.39
"564","2012-06-22",11.61
"565","2012-06-25",11.255
"566","2012-06-26",11.365
"567","2012-06-27",11.85
"568","2012-06-28",12.06
"569","2012-06-29",12.5
"570","2012-07-02",12.555
"571","2012-07-03",12.93
"572","2012-07-05",13.335
"573","2012-07-06",13.22
"574","2012-07-09",13.18
"575","2012-07-10",13.025
"576","2012-07-11",13.185
"577","2012-07-12",13.205
"578","2012-07-13",13.3
"579","2012-07-16",13.04
"580","2012-07-17",12.975
"581","2012-07-18",12.44
"582","2012-07-19",12.34
"583","2012-07-20",12.295
"584","2012-07-23",12.31
"585","2012-07-24",12.335
"586","2012-07-25",12.17
"587","2012-07-26",12.22
"588","2012-07-27",12.285
"589","2012-07-30",12.28
"590","2012-07-31",12.15
"591","2012-08-01",12.04
"592","2012-08-02",12.13
"593","2012-08-03",12.295
"594","2012-08-06",12.34
"595","2012-08-07",12.42
"596","2012-08-08",12.505
"597","2012-08-09",12.645
"598","2012-08-10",11.78
"599","2012-08-13",11.46
"600","2012-08-14",11.355
"601","2012-08-15",11.35
"602","2012-08-16",11.31
"603","2012-08-17",11.44
"604","2012-08-20",11.435
"605","2012-08-21",11.55
"606","2012-08-22",11.52
"607","2012-08-23",11.42
"608","2012-08-24",11.435
"609","2012-08-27",11.295
"610","2012-08-28",11.24
"611","2012-08-29",11.225
"612","2012-08-30",11.095
"613","2012-08-31",11.09
"614","2012-09-04",11.05
"615","2012-09-05",11.095
"616","2012-09-06",11.255
"617","2012-09-07",11.35
"618","2012-09-10",11.505
"619","2012-09-11",11.56
"620","2012-09-12",11.845
"621","2012-09-13",12.02
"622","2012-09-14",12.47
"623","2012-09-17",12.42
"624","2012-09-18",12.51
"625","2012-09-19",12.43
"626","2012-09-20",12.485
"627","2012-09-21",12.62
"628","2012-09-24",12.785
"629","2012-09-25",12.48
"630","2012-09-26",12.425
"631","2012-09-27",12.62
"632","2012-09-28",12.605
"633","2012-10-01",12.445
"634","2012-10-02",12.515
"635","2012-10-03",12.655
"636","2012-10-04",12.82
"637","2012-10-05",12.685
"638","2012-10-08",12.585
"639","2012-10-09",12.385
"640","2012-10-10",12.45
"641","2012-10-11",12.31
"642","2012-10-12",12.3
"643","2012-10-15",12.475
"644","2012-10-16",12.75
"645","2012-10-17",12.895
"646","2012-10-18",12.81
"647","2012-10-19",12.335
"648","2012-10-22",12.41
"649","2012-10-23",12.375
"650","2012-10-24",12.15
"651","2012-10-25",11.8
"652","2012-10-26",11.915
"653","2012-10-31",12.015
"654","2012-11-01",12.08
"655","2012-11-02",11.785
"656","2012-11-05",11.805
"657","2012-11-06",12
"658","2012-11-07",11.82
"659","2012-11-08",11.72
"660","2012-11-09",11.28
"661","2012-11-12",11.06
"662","2012-11-13",10.8
"663","2012-11-14",10.695
"664","2012-11-15",10.8
"665","2012-11-16",10.77
"666","2012-11-19",11.345
"667","2012-11-20",11.265
"668","2012-11-21",11.3
"669","2012-11-23",11.325
"670","2012-11-26",11.35
"671","2012-11-27",11.28
"672","2012-11-28",11.545
"673","2012-11-29",11.865
"674","2012-11-30",11.795
"675","2012-12-03",11.615
"676","2012-12-04",11.72
"677","2012-12-05",11.635
"678","2012-12-06",11.7
"679","2012-12-07",11.71
"680","2012-12-10",11.645
"681","2012-12-11",11.6
"682","2012-12-12",11.32
"683","2012-12-13",11.07
"684","2012-12-14",10.92
"685","2012-12-17",11.385
"686","2012-12-18",11.435
"687","2012-12-19",11.365
"688","2012-12-20",11.31
"689","2012-12-21",11.165
"690","2012-12-24",11.24
"691","2012-12-26",11.055
"692","2012-12-27",11.22
"693","2012-12-28",11.465
"694","2012-12-31",11.545
"695","2013-01-02",11.595
"696","2013-01-03",11.55
"697","2013-01-04",11.47
"698","2013-01-07",11.375
"699","2013-01-08",11.45
"700","2013-01-09",11.43
"701","2013-01-10",11.325
"702","2013-01-11",11.38
"703","2013-01-14",11.31
"704","2013-01-15",11.32
"705","2013-01-16",11.29
"706","2013-01-17",11.295
"707","2013-01-18",11.36
"708","2013-01-22",11.385
"709","2013-01-23",11.365
"710","2013-01-24",11.185
"711","2013-01-25",11.375
"712","2013-01-28",11.48
"713","2013-01-29",11.48
"714","2013-01-30",11.31
"715","2013-01-31",11.315
"716","2013-02-01",11.55
"717","2013-02-04",11.27
"718","2013-02-05",11.37
"719","2013-02-06",11.37
"720","2013-02-07",11.37
"721","2013-02-08",11.455
"722","2013-02-11",11.425
"723","2013-02-12",11.455
"724","2013-02-13",11.4
"725","2013-02-14",11.39
"726","2013-02-15",12.24
"727","2013-02-19",12.71
"728","2013-02-20",12.515
"729","2013-02-21",12.515
"730","2013-02-22",12.71
"731","2013-02-25",12.415
"732","2013-02-26",12.53
"733","2013-02-27",12.545
"734","2013-02-28",12.655
"735","2013-03-01",12.685
"736","2013-03-04",12.96
"737","2013-03-05",13.72
"738","2013-03-06",13.565
"739","2013-03-07",13.625
"740","2013-03-08",13.845
"741","2013-03-11",13.895
"742","2013-03-12",13.76
"743","2013-03-13",13.87
"744","2013-03-14",14.595
"745","2013-03-15",14.355
"746","2013-03-18",14.48
"747","2013-03-19",14.3
"748","2013-03-20",14.49
"749","2013-03-21",14.535
"750","2013-03-22",14.82
"751","2013-03-25",14.61
"752","2013-03-26",14.795
"753","2013-03-27",14.99
"754","2013-03-28",14.99
"755","2013-04-01",14.775
"756","2013-04-02",14.52
"757","2013-04-03",14.275
"758","2013-04-04",14.41
"759","2013-04-05",14.305
"760","2013-04-08",14.37
"761","2013-04-09",14.21
"762","2013-04-10",14.555
"763","2013-04-11",14.59
"764","2013-04-12",14.76
"765","2013-04-15",14.535
"766","2013-04-16",14.775
"767","2013-04-17",14.405
"768","2013-04-18",14.24
"769","2013-04-19",14
"770","2013-04-22",14.295
"771","2013-04-23",14.825
"772","2013-04-24",14.91
"773","2013-04-25",14.825
"774","2013-04-26",14.695
"775","2013-04-29",14.9
"776","2013-04-30",15.345
"777","2013-05-01",15.105
"778","2013-05-02",16.415001
"779","2013-05-03",16.790001
"780","2013-05-06",16.780001
"781","2013-05-07",16.700001
"782","2013-05-08",17.1
"783","2013-05-09",15.405
"784","2013-05-10",15.71
"785","2013-05-13",15.72
"786","2013-05-14",15.925
"787","2013-05-15",15.93
"788","2013-05-16",15.915
"789","2013-05-17",16
"790","2013-05-20",16.065001
"791","2013-05-21",15.96
"792","2013-05-22",15.855
"793","2013-05-23",15.975
"794","2013-05-24",15.8
"795","2013-05-28",15.985
"796","2013-05-29",15.835
"797","2013-05-30",15.85
"798","2013-05-31",15.815
"799","2013-06-03",15.925
"800","2013-06-04",15.71
"801","2013-06-05",15.61
"802","2013-06-06",15.85
"803","2013-06-07",15.88
"804","2013-06-10",15.895
"805","2013-06-11",15.935
"806","2013-06-12",15.925
"807","2013-06-13",15.985
"808","2013-06-14",15.965
"809","2013-06-17",16.215
"810","2013-06-18",16.465
"811","2013-06-19",16.434999
"812","2013-06-20",16.205
"813","2013-06-21",16.33
"814","2013-06-24",16.23
"815","2013-06-25",16.485001
"816","2013-06-26",16.475
"817","2013-06-27",16.639999
"818","2013-06-28",16.450001
"819","2013-07-01",16.575001
"820","2013-07-02",16.635
"821","2013-07-03",16.584999
"822","2013-07-05",16.875
"823","2013-07-08",17.09
"824","2013-07-09",17.305
"825","2013-07-10",17.25
"826","2013-07-11",18.025
"827","2013-07-12",18.485001
"828","2013-07-15",18.504999
"829","2013-07-16",18.290001
"830","2013-07-17",18.43
"831","2013-07-18",18.434999
"832","2013-07-19",18.5
"833","2013-07-22",18.469999
"834","2013-07-23",18.16
"835","2013-07-24",18.299999
"836","2013-07-25",18.395
"837","2013-07-26",17.795
"838","2013-07-29",17.82
"839","2013-07-30",17.885
"840","2013-07-31",17.889999
"841","2013-08-01",18.055
"842","2013-08-02",18.49
"843","2013-08-05",18.299999
"844","2013-08-06",17.82
"845","2013-08-07",17.635
"846","2013-08-08",17.57
"847","2013-08-09",17.754999
"848","2013-08-12",17.799999
"849","2013-08-13",17.805
"850","2013-08-14",17.65
"851","2013-08-15",17.455
"852","2013-08-16",17.485001
"853","2013-08-19",17.4
"854","2013-08-20",17.715
"855","2013-08-21",17.674999
"856","2013-08-22",17.92
"857","2013-08-23",17.834999
"858","2013-08-26",18.155001
"859","2013-08-27",17.795
"860","2013-08-28",17.875
"861","2013-08-29",18.035
"862","2013-08-30",17.695
"863","2013-09-03",17.655001
"864","2013-09-04",17.825001
"865","2013-09-05",18.004999
"866","2013-09-06",17.975
"867","2013-09-09",18.25
"868","2013-09-10",18.995001
"869","2013-09-11",18.715
"870","2013-09-12",18.855
"871","2013-09-13",18.860001
"872","2013-09-16",19.094999
"873","2013-09-17",19.485001
"874","2013-09-18",19.725
"875","2013-09-19",19.34
"876","2013-09-20",19.695
"877","2013-09-23",19.395
"878","2013-09-24",19.344999
"879","2013-09-25",19.225
"880","2013-09-26",19.275
"881","2013-09-27",19.25
"882","2013-09-30",19.049999
"883","2013-10-01",19.34
"884","2013-10-02",19.07
"885","2013-10-03",18.594999
"886","2013-10-04",18.775
"887","2013-10-07",18.445
"888","2013-10-08",17.465
"889","2013-10-09",17.469999
"890","2013-10-10",18.125
"891","2013-10-11",18.440001
"892","2013-10-14",18.575001
"893","2013-10-15",18.42
"894","2013-10-16",18.764999
"895","2013-10-17",19.035
"896","2013-10-18",19.415001
"897","2013-10-21",19.469999
"898","2013-10-22",19.584999
"899","2013-10-23",19.405001
"900","2013-10-24",19.555
"901","2013-10-25",19.530001
"902","2013-10-28",19.75
"903","2013-10-29",19.790001
"904","2013-10-30",19.705
"905","2013-10-31",19.65
"906","2013-11-01",19.75
"907","2013-11-04",20.82
"908","2013-11-05",20.709999
"909","2013-11-06",20.684999
"910","2013-11-07",20.065001
"911","2013-11-08",20.440001
"912","2013-11-11",20.174999
"913","2013-11-12",20.1
"914","2013-11-13",20.105
"915","2013-11-14",20.1
"916","2013-11-15",20.16
"917","2013-11-18",19.895
"918","2013-11-19",19.875
"919","2013-11-20",20.32
"920","2013-11-21",21.02
"921","2013-11-22",20.99
"922","2013-11-25",20.915001
"923","2013-11-26",21.385
"924","2013-11-27",21.665001
"925","2013-11-29",21.555
"926","2013-12-02",21.594999
"927","2013-12-03",21.135
"928","2013-12-04",21.049999
"929","2013-12-05",21.299999
"930","2013-12-06",21.245001
"931","2013-12-09",21.07
"932","2013-12-10",20.58
"933","2013-12-11",20.129999
"934","2013-12-12",19.725
"935","2013-12-13",19.695
"936","2013-12-16",20.139999
"937","2013-12-17",20.075001
"938","2013-12-18",20.815001
"939","2013-12-19",20.605
"940","2013-12-20",21.1
"941","2013-12-23",21.225
"942","2013-12-24",21.24
"943","2013-12-26",21.545
"944","2013-12-27",21.674999
"945","2013-12-30",21.85
"946","2013-12-31",22.129999
"947","2014-01-02",22.27
"948","2014-01-03",22.545
"949","2014-01-06",22.450001
"950","2014-01-07",22.945
"951","2014-01-08",23.120001
"952","2014-01-09",23.1
"953","2014-01-10",22.92
"954","2014-01-13",22.485001
"955","2014-01-14",22.870001
"956","2014-01-15",22.209999
"957","2014-01-16",21.700001
"958","2014-01-17",21.610001
"959","2014-01-21",21.51
"960","2014-01-22",21.635
"961","2014-01-23",21.68
"962","2014-01-24",21.344999
"963","2014-01-27",21.27
"964","2014-01-28",20.905001
"965","2014-01-29",19.700001
"966","2014-01-30",19.555
"967","2014-01-31",19.41
"968","2014-02-03",18.92
"969","2014-02-04",19.235001
"970","2014-02-05",18.879999
"971","2014-02-06",18.764999
"972","2014-02-07",18.98
"973","2014-02-10",19.165001
"974","2014-02-11",19.514999
"975","2014-02-12",19.889999
"976","2014-02-13",20.065001
"977","2014-02-14",19.655001
"978","2014-02-18",19.905001
"979","2014-02-19",19.549999
"980","2014-02-20",19.754999
"981","2014-02-21",19.424999
"982","2014-02-24",19.48
"983","2014-02-25",18.92
"984","2014-02-26",19.375
"985","2014-02-27",19.365
"986","2014-02-28",19.34
"987","2014-03-03",19.24
"988","2014-03-04",20.200001
"989","2014-03-05",20.344999
"990","2014-03-06",20.49
"991","2014-03-07",20.375
"992","2014-03-10",20.370001
"993","2014-03-11",20.275
"994","2014-03-12",20.495001
